HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N7.HOG0006867	OG0005138	n0					XP_005851335.1 hypothetical protein CHLNCDRAFT_138216 [Chlorella variabilis]	KAI3433294.1 hypothetical protein D9Q98_003113 [Chlorella vulgaris]				
N7.HOG0006868	OG0005139	n0					XP_005851087.1 hypothetical protein CHLNCDRAFT_19042_ partial [Chlorella variabilis]	KAI3433956.1 hypothetical protein D9Q98_003758 [Chlorella vulgaris]				
N7.HOG0006869	OG0005140	n0					XP_005851608.1 hypothetical protein CHLNCDRAFT_138141 [Chlorella variabilis]	KAI3433372.1 hypothetical protein D9Q98_003189 [Chlorella vulgaris]				
N7.HOG0006870	OG0005141	n0					XP_005851615.1 hypothetical protein CHLNCDRAFT_50078 [Chlorella variabilis]	KAI3433352.1 hypothetical protein D9Q98_003170 [Chlorella vulgaris]				
N7.HOG0006871	OG0005142	n0					XP_005851512.1 hypothetical protein CHLNCDRAFT_19195_ partial [Chlorella variabilis]	KAI3433575.1 hypothetical protein D9Q98_003386 [Chlorella vulgaris]				
N7.HOG0006872	OG0005143	n0					XP_005851356.1 hypothetical protein CHLNCDRAFT_49761 [Chlorella variabilis]	KAI3433891.1 hypothetical protein D9Q98_003693 [Chlorella vulgaris]				
N7.HOG0006873	OG0005144	n0					XP_005849853.1 hypothetical protein CHLNCDRAFT_143028 [Chlorella variabilis]	KAI3438683.1 hypothetical protein D9Q98_001103 [Chlorella vulgaris]				
N7.HOG0006874	OG0005145	n0					XP_005846097.1 expressed protein [Chlorella variabilis]	KAI3429272.1 hypothetical protein D9Q98_005368 [Chlorella vulgaris], KAI3429271.1 hypothetical protein D9Q98_005368 [Chlorella vulgaris]				
N7.HOG0006875	OG0005146	n0					XP_005849679.1 hypothetical protein CHLNCDRAFT_143237 [Chlorella variabilis]	KAI3438854.1 hypothetical protein D9Q98_001271 [Chlorella vulgaris]				
N7.HOG0006876	OG0005147	n0					XP_005843457.1 hypothetical protein CHLNCDRAFT_28106 [Chlorella variabilis]	KAI3439091.1 hypothetical protein D9Q98_001501 [Chlorella vulgaris]				
N7.HOG0006877	OG0005148	n0					XP_005849884.1 hypothetical protein CHLNCDRAFT_21267_ partial [Chlorella variabilis]	KAI3438750.1 hypothetical protein D9Q98_001169 [Chlorella vulgaris]				
N7.HOG0006878	OG0005149	n0					XP_005849835.1 hypothetical protein CHLNCDRAFT_142988 [Chlorella variabilis]					
N7.HOG0006879	OG0005150	n0					XP_005849795.1 hypothetical protein CHLNCDRAFT_11558_ partial [Chlorella variabilis]	KAI3438567.1 hypothetical protein D9Q98_000994 [Chlorella vulgaris]				
N7.HOG0006880	OG0005151	n0					XP_005849581.1 hypothetical protein CHLNCDRAFT_142999 [Chlorella variabilis]	KAI3438659.1 hypothetical protein D9Q98_001080 [Chlorella vulgaris]				
N7.HOG0006881	OG0005152	n0					XP_005843840.1 hypothetical protein CHLNCDRAFT_139946 [Chlorella variabilis]	KAI3439046.1 hypothetical protein D9Q98_001456 [Chlorella vulgaris]				
N7.HOG0006882	OG0005153	n0					XP_005844957.1 expressed protein [Chlorella variabilis], XP_005849591.1 hypothetical protein CHLNCDRAFT_143021 [Chlorella variabilis]	KAI3438680.1 hypothetical protein D9Q98_001100 [Chlorella vulgaris], KAI3431703.1 hypothetical protein D9Q98_004748 [Chlorella vulgaris]				
N7.HOG0006883	OG0005154	n0					XP_005849947.1 hypothetical protein CHLNCDRAFT_143299 [Chlorella variabilis]	KAI3438912.1 hypothetical protein D9Q98_001326 [Chlorella vulgaris]				
N7.HOG0006884	OG0005155	n0					XP_005849484.1 hypothetical protein CHLNCDRAFT_142780 [Chlorella variabilis]	KAI3438465.1 hypothetical protein D9Q98_000894 [Chlorella vulgaris]				
N7.HOG0006885	OG0005156	n0					XP_005843110.1 hypothetical protein CHLNCDRAFT_141540 [Chlorella variabilis]	KAI3424443.1 hypothetical protein D9Q98_009995 [Chlorella vulgaris]				
N7.HOG0006886	OG0005157	n0					XP_005849727.1 hypothetical protein CHLNCDRAFT_142723 [Chlorella variabilis]	KAI3438409.1 hypothetical protein D9Q98_000840 [Chlorella vulgaris]				
N7.HOG0006887	OG0005158	n0					XP_005849904.1 hypothetical protein CHLNCDRAFT_15442_ partial [Chlorella variabilis]	KAI3438795.1 hypothetical protein D9Q98_001212 [Chlorella vulgaris]				
N7.HOG0006888	OG0005159	n0					XP_005849830.1 hypothetical protein CHLNCDRAFT_57257 [Chlorella variabilis]	KAI3438641.1 hypothetical protein D9Q98_001063 [Chlorella vulgaris]				
N7.HOG0006889	OG0005160	n0					XP_005846462.1 hypothetical protein CHLNCDRAFT_58266 [Chlorella variabilis]	KAI3435854.1 hypothetical protein D9Q98_001912 [Chlorella vulgaris]				
N7.HOG0006890	OG0005161	n0					XP_005845314.1 hypothetical protein CHLNCDRAFT_137077 [Chlorella variabilis]	KAI3436165.1 hypothetical protein D9Q98_002222 [Chlorella vulgaris]				
N7.HOG0006891	OG0005162	n0					XP_005842983.1 hypothetical protein CHLNCDRAFT_141680 [Chlorella variabilis]	KAI3436364.1 hypothetical protein D9Q98_002417 [Chlorella vulgaris]				
N7.HOG0006892	OG0005163	n0					XP_005845452.1 expressed protein [Chlorella variabilis]	KAI3436159.1 hypothetical protein D9Q98_002216 [Chlorella vulgaris]				
N7.HOG0006893	OG0005164	n1						KAI3428552.1 hypothetical protein D9Q98_007374 [Chlorella vulgaris]				
N7.HOG0006894	OG0005164	n2					XP_005847298.1 hypothetical protein CHLNCDRAFT_134403 [Chlorella variabilis]	KAI3428551.1 hypothetical protein D9Q98_007373 [Chlorella vulgaris], KAI3428550.1 hypothetical protein D9Q98_007372 [Chlorella vulgaris]				
N7.HOG0006895	OG0005165	n0					XP_005845380.1 hypothetical protein CHLNCDRAFT_58575 [Chlorella variabilis]	KAI3436302.1 hypothetical protein D9Q98_002355 [Chlorella vulgaris]				
N7.HOG0006896	OG0005166	n0					XP_005846485.1 hypothetical protein CHLNCDRAFT_13561_ partial [Chlorella variabilis]	KAI3435806.1 hypothetical protein D9Q98_001864 [Chlorella vulgaris]				
N7.HOG0006897	OG0005167	n0					XP_005845457.1 hypothetical protein CHLNCDRAFT_53914 [Chlorella variabilis]	KAI3436148.1 hypothetical protein D9Q98_002205 [Chlorella vulgaris]				
N7.HOG0006898	OG0005168	n0					XP_005845382.1 hypothetical protein CHLNCDRAFT_136911 [Chlorella variabilis]	KAI3436295.1 hypothetical protein D9Q98_002348 [Chlorella vulgaris]				
N7.HOG0006899	OG0005169	n0					XP_005845404.1 hypothetical protein CHLNCDRAFT_136967 [Chlorella variabilis]	KAI3436242.1 hypothetical protein D9Q98_002296 [Chlorella vulgaris]				
N7.HOG0006900	OG0005170	n0					XP_005845370.1 hypothetical protein CHLNCDRAFT_53967 [Chlorella variabilis]	KAI3432539.1 hypothetical protein D9Q98_004088 [Chlorella vulgaris], KAI3436039.1 hypothetical protein D9Q98_002096 [Chlorella vulgaris]				
N7.HOG0006901	OG0005171	n0					XP_005842834.1 hypothetical protein CHLNCDRAFT_10993_ partial [Chlorella variabilis]	KAI3436003.1 hypothetical protein D9Q98_002060 [Chlorella vulgaris]				
N7.HOG0006902	OG0005172	n0					XP_005846547.1 hypothetical protein CHLNCDRAFT_24990_ partial [Chlorella variabilis]	KAI3435643.1 hypothetical protein D9Q98_001701 [Chlorella vulgaris]				
N7.HOG0006903	OG0005173	n0					XP_005851029.1 hypothetical protein CHLNCDRAFT_140897 [Chlorella variabilis], XP_005844910.1 hypothetical protein CHLNCDRAFT_138469 [Chlorella variabilis], XP_005846224.1 expressed protein [Chlorella variabilis], XP_005850254.1 hypothetical protein CHLNCDRAFT_141940 [Chlorella variabilis], XP_005846223.1 expressed protein [Chlorella variabilis]					
N7.HOG0006904	OG0005174	n0					XP_005845271.1 hypothetical protein CHLNCDRAFT_136968 [Chlorella variabilis]	KAI3436241.1 hypothetical protein D9Q98_002295 [Chlorella vulgaris]				
N7.HOG0006905	OG0005175	n0					XP_005842819.1 hypothetical protein CHLNCDRAFT_142584 [Chlorella variabilis]	KAI3436006.1 hypothetical protein D9Q98_002063 [Chlorella vulgaris]				
N7.HOG0006906	OG0005176	n0					XP_005846220.1 hypothetical protein CHLNCDRAFT_135480 [Chlorella variabilis]	KAI3435985.1 hypothetical protein D9Q98_002043 [Chlorella vulgaris]				
N7.HOG0006907	OG0005177	n0					XP_005846226.1 hypothetical protein CHLNCDRAFT_53105 [Chlorella variabilis]	KAI3435970.1 hypothetical protein D9Q98_002028 [Chlorella vulgaris]				
N7.HOG0006908	OG0005178	n0					XP_005842992.1 hypothetical protein CHLNCDRAFT_28598 [Chlorella variabilis]	KAI3436349.1 hypothetical protein D9Q98_002402 [Chlorella vulgaris]				
N7.HOG0006909	OG0005179	n0					XP_005845280.1 hypothetical protein CHLNCDRAFT_136986 [Chlorella variabilis]	KAI3431460.1 hypothetical protein D9Q98_004512 [Chlorella vulgaris], KAI3436222.1 hypothetical protein D9Q98_002276 [Chlorella vulgaris]				
N7.HOG0006910	OG0005180	n0					XP_005845500.1 hypothetical protein CHLNCDRAFT_36609 [Chlorella variabilis]	KAI3436058.1 hypothetical protein D9Q98_002117 [Chlorella vulgaris]				
N7.HOG0006911	OG0005181	n0					XP_005845326.1 hypothetical protein CHLNCDRAFT_13814_ partial [Chlorella variabilis]	KAI3436139.1 hypothetical protein D9Q98_002196 [Chlorella vulgaris]				
N7.HOG0006912	OG0005182	n0					XP_005842986.1 hypothetical protein CHLNCDRAFT_59382 [Chlorella variabilis]	KAI3436355.1 hypothetical protein D9Q98_002408 [Chlorella vulgaris]				
N7.HOG0006913	OG0005183	n0					XP_005846248.1 hypothetical protein CHLNCDRAFT_135542 [Chlorella variabilis]	KAI3435934.1 hypothetical protein D9Q98_001992 [Chlorella vulgaris]				
N7.HOG0006914	OG0005184	n0					XP_005846318.1 hypothetical protein CHLNCDRAFT_135703 [Chlorella variabilis]	KAI3435789.1 hypothetical protein D9Q98_001847 [Chlorella vulgaris]				
N7.HOG0006915	OG0005185	n0					XP_005852208.1 hypothetical protein CHLNCDRAFT_29281 [Chlorella variabilis]	KAI3432248.1 hypothetical protein D9Q98_003809 [Chlorella vulgaris], KAI3429671.1 hypothetical protein D9Q98_005756 [Chlorella vulgaris]				
N7.HOG0006916	OG0005186	n0					XP_005852197.1 hypothetical protein CHLNCDRAFT_133411 [Chlorella variabilis]	KAI3429648.1 hypothetical protein D9Q98_005734 [Chlorella vulgaris], KAI3429649.1 hypothetical protein D9Q98_005734 [Chlorella vulgaris]				
N7.HOG0006917	OG0005187	n0					XP_005851775.1 hypothetical protein CHLNCDRAFT_133184 [Chlorella variabilis]	KAI3429496.1 hypothetical protein D9Q98_005585 [Chlorella vulgaris]				
N7.HOG0006918	OG0005188	n0					XP_005852161.1 hypothetical protein CHLNCDRAFT_48407 [Chlorella variabilis]	KAI3429619.1 hypothetical protein D9Q98_005705 [Chlorella vulgaris]				
N7.HOG0006919	OG0005189	n0					XP_005852244.1 hypothetical protein CHLNCDRAFT_18747_ partial [Chlorella variabilis]	KAI3429781.1 hypothetical protein D9Q98_010094 [Chlorella vulgaris]				
N7.HOG0006920	OG0005190	n0					XP_005852003.1 hypothetical protein CHLNCDRAFT_132924 [Chlorella variabilis]	KAI3429277.1 hypothetical protein D9Q98_005373 [Chlorella vulgaris], KAI3429276.1 hypothetical protein D9Q98_005372 [Chlorella vulgaris]				
N7.HOG0006921	OG0005191	n0					XP_005852034.1 hypothetical protein CHLNCDRAFT_18155 [Chlorella variabilis]	KAI3429337.1 hypothetical protein D9Q98_005432 [Chlorella vulgaris]				
N7.HOG0006922	OG0005192	n0					XP_005852022.1 hypothetical protein CHLNCDRAFT_49358 [Chlorella variabilis]	KAI3438017.1 hypothetical protein D9Q98_000460 [Chlorella vulgaris], KAI3429313.1 hypothetical protein D9Q98_005408 [Chlorella vulgaris]				
N7.HOG0006923	OG0005193	n0					XP_005851964.1 hypothetical protein CHLNCDRAFT_133673 [Chlorella variabilis]	KAI3429870.1 hypothetical protein D9Q98_010181 [Chlorella vulgaris]				
N7.HOG0006924	OG0005194	n0					XP_005852204.1 hypothetical protein CHLNCDRAFT_133430 [Chlorella variabilis]	KAI3429661.1 hypothetical protein D9Q98_005746 [Chlorella vulgaris]				
N7.HOG0006925	OG0005195	n0					XP_005845321.1 hypothetical protein CHLNCDRAFT_137094 [Chlorella variabilis], XP_005851864.1 hypothetical protein CHLNCDRAFT_133414 [Chlorella variabilis], XP_005851865.1 hypothetical protein CHLNCDRAFT_133415 [Chlorella variabilis]	KAI3429652.1 hypothetical protein D9Q98_005737 [Chlorella vulgaris]				
N7.HOG0006926	OG0005196	n0						KAI3429837.1 hypothetical protein D9Q98_010150 [Chlorella vulgaris], KAI3429838.1 hypothetical protein D9Q98_010150 [Chlorella vulgaris]				
N7.HOG0006927	OG0005197	n0					XP_005852200.1 hypothetical protein CHLNCDRAFT_133422 [Chlorella variabilis]	KAI3429658.1 hypothetical protein D9Q98_005743 [Chlorella vulgaris]				
N7.HOG0006928	OG0005198	n0					XP_005851820.1 expressed protein [Chlorella variabilis]	KAI3429568.1 hypothetical protein D9Q98_005655 [Chlorella vulgaris]				
N7.HOG0006929	OG0005199	n0					XP_005852248.1 hypothetical protein CHLNCDRAFT_49671 [Chlorella variabilis]	KAI3429792.1 hypothetical protein D9Q98_010105 [Chlorella vulgaris]				
N7.HOG0006930	OG0005200	n0					XP_005852099.1 hypothetical protein CHLNCDRAFT_133154 [Chlorella variabilis]	KAI3429848.1 hypothetical protein D9Q98_010160 [Chlorella vulgaris], KAI3429464.1 hypothetical protein D9Q98_005556 [Chlorella vulgaris]				
N7.HOG0006931	OG0005201	n0					XP_005850775.1 hypothetical protein CHLNCDRAFT_140264 [Chlorella variabilis]	KAI3432224.1 hypothetical protein D9Q98_003786 [Chlorella vulgaris]				
N7.HOG0006932	OG0005202	n0					XP_005844385.1 hypothetical protein CHLNCDRAFT_139025 [Chlorella variabilis]	KAI3432424.1 hypothetical protein D9Q98_003978 [Chlorella vulgaris]				
N7.HOG0006933	OG0005203	n0					XP_005844285.1 hypothetical protein CHLNCDRAFT_54703 [Chlorella variabilis]	KAI3432365.1 hypothetical protein D9Q98_003922 [Chlorella vulgaris]				
N7.HOG0006934	OG0005204	n0					XP_005842690.1 hypothetical protein CHLNCDRAFT_136594_ partial [Chlorella variabilis]	KAI3432778.1 hypothetical protein D9Q98_004316 [Chlorella vulgaris]				
N7.HOG0006935	OG0005205	n0					XP_005845562.1 hypothetical protein CHLNCDRAFT_136724 [Chlorella variabilis]	KAI3424113.1 hypothetical protein D9Q98_009474 [Chlorella vulgaris]				
N7.HOG0006936	OG0005206	n0					XP_005843570.1 hypothetical protein CHLNCDRAFT_28000_ partial [Chlorella variabilis]	KAI3432604.1 hypothetical protein D9Q98_004151 [Chlorella vulgaris]				
N7.HOG0006937	OG0005207	n0					XP_005843139.1 expressed protein [Chlorella variabilis]	KAI3424426.1 hypothetical protein D9Q98_009978 [Chlorella vulgaris]				
N7.HOG0006938	OG0005208	n0					XP_005843635.1 hypothetical protein CHLNCDRAFT_27954_ partial [Chlorella variabilis]	KAI3432887.1 hypothetical protein D9Q98_010469 [Chlorella vulgaris]				
N7.HOG0006939	OG0005209	n0					XP_005846576.1 hypothetical protein CHLNCDRAFT_11074_ partial [Chlorella variabilis]	KAI3423890.1 hypothetical protein D9Q98_009724 [Chlorella vulgaris]				
N7.HOG0006940	OG0005210	n0						KAI3439070.1 hypothetical protein D9Q98_001480 [Chlorella vulgaris]				
N7.HOG0006941	OG0005211	n0					XP_005844386.1 hypothetical protein CHLNCDRAFT_36861 [Chlorella variabilis]	KAI3432437.1 hypothetical protein D9Q98_003990 [Chlorella vulgaris]				
N7.HOG0006942	OG0005212	n0					XP_005844417.1 expressed protein [Chlorella variabilis]	KAI3432853.1 hypothetical protein D9Q98_010436 [Chlorella vulgaris]				
N7.HOG0006943	OG0005213	n0					XP_005845624.1 hypothetical protein CHLNCDRAFT_25734 [Chlorella variabilis]	KAI3423419.1 hypothetical protein D9Q98_010635 [Chlorella vulgaris]				
N7.HOG0006944	OG0005214	n0					XP_005843097.1 expressed protein [Chlorella variabilis]	KAI3424419.1 hypothetical protein D9Q98_009971 [Chlorella vulgaris]				
N7.HOG0006945	OG0005215	n0					XP_005843556.1 hypothetical protein CHLNCDRAFT_56389 [Chlorella variabilis]	KAI3432614.1 hypothetical protein D9Q98_004160 [Chlorella vulgaris]				
N7.HOG0006946	OG0005216	n0					XP_005844254.1 hypothetical protein CHLNCDRAFT_27125 [Chlorella variabilis]	KAI3432221.1 hypothetical protein D9Q98_003783 [Chlorella vulgaris]				
N7.HOG0006947	OG0005217	n0					XP_005842841.1 hypothetical protein CHLNCDRAFT_142546 [Chlorella variabilis]	KAI3424266.1 hypothetical protein D9Q98_009620 [Chlorella vulgaris]				
N7.HOG0006948	OG0005218	n0					XP_005842844.1 hypothetical protein CHLNCDRAFT_142555 [Chlorella variabilis]	KAI3424259.1 hypothetical protein D9Q98_009613 [Chlorella vulgaris]				
N7.HOG0006949	OG0005219	n0					XP_005844331.1 hypothetical protein CHLNCDRAFT_58916 [Chlorella variabilis]	KAI3432864.1 hypothetical protein D9Q98_010447 [Chlorella vulgaris], KAI3432863.1 hypothetical protein D9Q98_010446 [Chlorella vulgaris]				
N7.HOG0006950	OG0005220	n0					XP_005843112.1 hypothetical protein CHLNCDRAFT_141544 [Chlorella variabilis]	KAI3424448.1 hypothetical protein D9Q98_010000 [Chlorella vulgaris]				
N7.HOG0006951	OG0005221	n0					XP_005844281.1 hypothetical protein CHLNCDRAFT_139378 [Chlorella variabilis]	KAI3432308.1 hypothetical protein D9Q98_003868 [Chlorella vulgaris], KAI3432339.1 hypothetical protein D9Q98_003897 [Chlorella vulgaris], KAI3432375.1 hypothetical protein D9Q98_003932 [Chlorella vulgaris], KAI3432372.1 hypothetical protein D9Q98_003929 [Chlorella vulgaris]				
N7.HOG0006952	OG0005222	n0					XP_005845667.1 hypothetical protein CHLNCDRAFT_136717 [Chlorella variabilis]	KAI3424121.1 hypothetical protein D9Q98_009482 [Chlorella vulgaris]				
N7.HOG0006953	OG0005223	n0					XP_005848163.1 hypothetical protein CHLNCDRAFT_145532 [Chlorella variabilis], XP_005842702.1 hypothetical protein CHLNCDRAFT_136268 [Chlorella variabilis], XP_005842703.1 hypothetical protein CHLNCDRAFT_136269_ partial [Chlorella variabilis], XP_005848162.1 hypothetical protein CHLNCDRAFT_145531 [Chlorella variabilis]	KAI3433454.1 hypothetical protein D9Q98_003267 [Chlorella vulgaris], KAI3437636.1 hypothetical protein D9Q98_000088 [Chlorella vulgaris]				
N7.HOG0006954	OG0005224	n0					XP_005852320.1 hypothetical protein CHLNCDRAFT_142504 [Chlorella variabilis], XP_005852317.1 hypothetical protein CHLNCDRAFT_142500 [Chlorella variabilis], XP_005842891.1 hypothetical protein CHLNCDRAFT_142499 [Chlorella variabilis]	KAI3423924.1 hypothetical protein D9Q98_009758 [Chlorella vulgaris]				
N7.HOG0006955	OG0005225	n0					XP_005843261.1 hypothetical protein CHLNCDRAFT_141385 [Chlorella variabilis], XP_005843262.1 hypothetical protein CHLNCDRAFT_141386 [Chlorella variabilis], XP_005848296.1 hypothetical protein CHLNCDRAFT_57626 [Chlorella variabilis]	KAI3426320.1 hypothetical protein D9Q98_008693 [Chlorella vulgaris]				
N7.HOG0006956	OG0005226	n0					XP_005852151.1 hypothetical protein CHLNCDRAFT_133286 [Chlorella variabilis], XP_005843468.1 hypothetical protein CHLNCDRAFT_141140 [Chlorella variabilis]	KAI3439123.1 hypothetical protein D9Q98_001531 [Chlorella vulgaris]				
N7.HOG0006957	OG0005227	n4					XP_005844233.1 hypothetical protein CHLNCDRAFT_58974 [Chlorella variabilis]	KAI3426062.1 hypothetical protein D9Q98_008030 [Chlorella vulgaris]				
N7.HOG0006958	OG0005227	n5					XP_005844232.1 hypothetical protein CHLNCDRAFT_139250 [Chlorella variabilis]	KAI3426061.1 hypothetical protein D9Q98_008029 [Chlorella vulgaris]				
N7.HOG0006959	OG0005228	n0					XP_005844377.1 hypothetical protein CHLNCDRAFT_139206 [Chlorella variabilis]	KAI3432632.1 hypothetical protein D9Q98_004178 [Chlorella vulgaris], KAI3432650.1 hypothetical protein D9Q98_004196 [Chlorella vulgaris], KAI3432651.1 hypothetical protein D9Q98_004196 [Chlorella vulgaris]				
N7.HOG0006960	OG0005229	n0					XP_005844661.1 hypothetical protein CHLNCDRAFT_138543 [Chlorella variabilis]					
N7.HOG0006961	OG0005230	n1					XP_005849023.1 hypothetical protein CHLNCDRAFT_143437 [Chlorella variabilis]	KAI3435016.1 hypothetical protein D9Q98_003068 [Chlorella vulgaris], KAI3435022.1 hypothetical protein D9Q98_003074 [Chlorella vulgaris]				
N7.HOG0006962	OG0005230	n4					XP_005844726.1 hypothetical protein CHLNCDRAFT_54361 [Chlorella variabilis]					
N7.HOG0006963	OG0005231	n0					XP_005844960.1 hypothetical protein CHLNCDRAFT_138338 [Chlorella variabilis]	KAI3431695.1 hypothetical protein D9Q98_004741 [Chlorella vulgaris], KAI3431696.1 hypothetical protein D9Q98_004741 [Chlorella vulgaris]				
N7.HOG0006964	OG0005232	n0					XP_005845856.1 hypothetical protein CHLNCDRAFT_136362 [Chlorella variabilis]					
N7.HOG0006965	OG0005233	n4					XP_005845971.1 hypothetical protein CHLNCDRAFT_135997 [Chlorella variabilis]	KAI3428095.1 hypothetical protein D9Q98_006478 [Chlorella vulgaris]				
N7.HOG0006966	OG0005233	n5					XP_005848210.1 hypothetical protein CHLNCDRAFT_144706 [Chlorella variabilis]	KAI3426130.1 hypothetical protein D9Q98_008509 [Chlorella vulgaris]				
N7.HOG0006967	OG0005234	n2					XP_005846830.1 hypothetical protein CHLNCDRAFT_58208 [Chlorella variabilis]					
N7.HOG0006968	OG0005235	n0					XP_005847030.1 hypothetical protein CHLNCDRAFT_14874_ partial [Chlorella variabilis]	KAI3438295.1 hypothetical protein D9Q98_000729 [Chlorella vulgaris], KAI3438294.1 hypothetical protein D9Q98_000728 [Chlorella vulgaris]				
N7.HOG0006969	OG0005236	n0					XP_005847093.1 hypothetical protein CHLNCDRAFT_134795 [Chlorella variabilis]	KAI3438164.1 hypothetical protein D9Q98_000601 [Chlorella vulgaris]				
N7.HOG0006970	OG0005237	n0					XP_005847374.1 hypothetical protein CHLNCDRAFT_35514 [Chlorella variabilis]	KAI3428740.1 hypothetical protein D9Q98_007563 [Chlorella vulgaris]				
N7.HOG0006971	OG0005238	n0					XP_005847628.1 hypothetical protein CHLNCDRAFT_8558_ partial [Chlorella variabilis]	KAI3425885.1 hypothetical protein D9Q98_007858 [Chlorella vulgaris]				
N7.HOG0006972	OG0005239	n0					XP_005847847.1 expressed protein [Chlorella variabilis]	KAI3425994.1 hypothetical protein D9Q98_007962 [Chlorella vulgaris]				
N7.HOG0006973	OG0005240	n0					XP_005847987.1 hypothetical protein CHLNCDRAFT_145502 [Chlorella variabilis], XP_005847986.1 hypothetical protein CHLNCDRAFT_145501 [Chlorella variabilis], XP_005847989.1 hypothetical protein CHLNCDRAFT_57778 [Chlorella variabilis], XP_005847985.1 hypothetical protein CHLNCDRAFT_145500 [Chlorella variabilis], XP_005847988.1 hypothetical protein CHLNCDRAFT_17626_ partial [Chlorella variabilis]	KAI3437672.1 hypothetical protein D9Q98_000122 [Chlorella vulgaris]				
N7.HOG0006974	OG0005241	n0					XP_005848401.1 hypothetical protein CHLNCDRAFT_144692 [Chlorella variabilis]	KAI3426112.1 hypothetical protein D9Q98_008491 [Chlorella vulgaris]				
N7.HOG0006975	OG0005242	n0					XP_005849099.1 hypothetical protein CHLNCDRAFT_143635 [Chlorella variabilis]	KAI3434854.1 hypothetical protein D9Q98_002908 [Chlorella vulgaris], KAI3434855.1 hypothetical protein D9Q98_002909 [Chlorella vulgaris]				
N7.HOG0006976	OG0005243	n0					XP_005849120.1 hypothetical protein CHLNCDRAFT_143687 [Chlorella variabilis]					
N7.HOG0006977	OG0005244	n0					XP_005849494.1 hypothetical protein CHLNCDRAFT_50911 [Chlorella variabilis]	KAI3438496.1 hypothetical protein D9Q98_000924 [Chlorella vulgaris]				
N7.HOG0006978	OG0005245	n0					XP_005849579.1 hypothetical protein CHLNCDRAFT_11196_ partial [Chlorella variabilis]	KAI3438656.1 hypothetical protein D9Q98_001078 [Chlorella vulgaris], KAI3438657.1 hypothetical protein D9Q98_001078 [Chlorella vulgaris]				
N7.HOG0006979	OG0005246	n2					XP_005850291.1 hypothetical protein CHLNCDRAFT_20514 [Chlorella variabilis]	KAI3428052.1 hypothetical protein D9Q98_006437 [Chlorella vulgaris]				
N7.HOG0006980	OG0005246	n4						KAI3436550.1 hypothetical protein D9Q98_005966 [Chlorella vulgaris]				
N7.HOG0006981	OG0005247	n0					XP_005850483.1 hypothetical protein CHLNCDRAFT_140278 [Chlorella variabilis]	KAI3435571.1 hypothetical protein D9Q98_001636 [Chlorella vulgaris]				
N7.HOG0006982	OG0005248	n0					XP_005851196.1 hypothetical protein CHLNCDRAFT_19036_ partial [Chlorella variabilis]	KAI3433631.1 hypothetical protein D9Q98_003440 [Chlorella vulgaris]				
N7.HOG0006983	OG0005249	n0					XP_005851668.1 hypothetical protein CHLNCDRAFT_132898 [Chlorella variabilis]	KAI3429254.1 hypothetical protein D9Q98_005351 [Chlorella vulgaris]				
N7.HOG0006984	OG0005250	n0						KAI3437584.1 hypothetical protein D9Q98_000037 [Chlorella vulgaris], KAI3437580.1 hypothetical protein D9Q98_000033 [Chlorella vulgaris], KAI3425183.1 hypothetical protein D9Q98_008952 [Chlorella vulgaris], KAI3437576.1 hypothetical protein D9Q98_000029 [Chlorella vulgaris], KAI3437554.1 hypothetical protein D9Q98_000007 [Chlorella vulgaris], KAI3433860.1 hypothetical protein D9Q98_003663 [Chlorella vulgaris], KAI3432467.1 hypothetical protein D9Q98_004016 [Chlorella vulgaris]				
N7.HOG0006985	OG0005251	n0						KAI3432418.1 hypothetical protein D9Q98_003972 [Chlorella vulgaris], KAI3429744.1 hypothetical protein D9Q98_010059 [Chlorella vulgaris], KAI3429749.1 hypothetical protein D9Q98_010064 [Chlorella vulgaris], KAI3426867.1 hypothetical protein D9Q98_006813 [Chlorella vulgaris], KAI3433821.1 hypothetical protein D9Q98_003625 [Chlorella vulgaris], KAI3427187.1 hypothetical protein D9Q98_007124 [Chlorella vulgaris], KAI3427191.1 hypothetical protein D9Q98_007128 [Chlorella vulgaris]				
N7.HOG0006986	OG0005252	n0						KAI3427178.1 hypothetical protein D9Q98_007115 [Chlorella vulgaris]				
N7.HOG0006987	OG0005253	n1						KAI3432420.1 hypothetical protein D9Q98_003974 [Chlorella vulgaris]				
N7.HOG0006988	OG0005253	n2						KAI3433824.1 hypothetical protein D9Q98_003628 [Chlorella vulgaris], KAI3427189.1 hypothetical protein D9Q98_007126 [Chlorella vulgaris], KAI3432421.1 hypothetical protein D9Q98_003975 [Chlorella vulgaris], KAI3429746.1 hypothetical protein D9Q98_010061 [Chlorella vulgaris]				
N7.HOG0006989	OG0005254	n0						KAI3431262.1 hypothetical protein D9Q98_004324 [Chlorella vulgaris]				
N7.HOG0006990	OG0005255	n0						KAI3431606.1 hypothetical protein D9Q98_004656 [Chlorella vulgaris], KAI3431607.1 hypothetical protein D9Q98_004657 [Chlorella vulgaris], KAI3431608.1 hypothetical protein D9Q98_004657 [Chlorella vulgaris]				
