HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N8.HOG0008259	OG0007080	n0				PRW56829.1 oxidoreductase [Chlorella sorokiniana]						
N8.HOG0008260	OG0007081	n0				PRW56872.1 RNA recognition motif-containing [Chlorella sorokiniana]						
N8.HOG0008261	OG0007082	n0				PRW56876.1 alkaline phosphatase isoform B [Chlorella sorokiniana], PRW56875.1 alkaline phosphatase isoform A [Chlorella sorokiniana]						
N8.HOG0008262	OG0007083	n0				PRW56887.1 2OG-Fe_II_ oxygenase [Chlorella sorokiniana]				PSC69301.1 oxidoreductase [Micractinium conductrix]		
N8.HOG0008263	OG0007084	n0				PRW56946.1 merozoite adhesive erythrocytic binding [Chlorella sorokiniana]				PSC72181.1 hypothetical protein C2E20_4488 [Micractinium conductrix]		
N8.HOG0008264	OG0007085	n0				PRW56961.1 ankyrin repeat domain-containing 50-like [Chlorella sorokiniana]				PSC72326.1 serine threonine-phosphatase 6 regulatory ankyrin repeat subunit B-like [Micractinium conductrix]		
N8.HOG0008265	OG0007086	n0				PRW56976.1 hypothetical protein C2E21_3803 [Chlorella sorokiniana]						
N8.HOG0008266	OG0007087	n0				PRW56987.1 WD40 repeat-containing [Chlorella sorokiniana]				PSC72139.1 WD40 repeat-containing [Micractinium conductrix]		
N8.HOG0008267	OG0007088	n0				PRW57044.1 Replicase poly 1ab [Chlorella sorokiniana]				PSC72212.1 Replicase poly 1ab [Micractinium conductrix]		
N8.HOG0008268	OG0007089	n0				PRW57425.1 choloylglycine hydrolase [Chlorella sorokiniana], PRW57068.1 Centrosomal of 170 kDa B [Chlorella sorokiniana], PRW57334.1 tryptophan synthase subunit alpha [Chlorella sorokiniana], PRW57510.1 SAM-dependent methyltransferase [Chlorella sorokiniana]						
N8.HOG0008269	OG0007090	n0				PRW57097.1 glutathione S-transferase [Chlorella sorokiniana]						
N8.HOG0008270	OG0007091	n0				PRW57130.1 TPR repeat-containing [Chlorella sorokiniana]						
N8.HOG0008271	OG0007092	n0				PRW57210.1 hypothetical protein C2E21_4231 [Chlorella sorokiniana]				PSC70733.1 hypothetical protein C2E20_5887 [Micractinium conductrix]		
N8.HOG0008272	OG0007093	n0				PRW57211.1 MLO 11 [Chlorella sorokiniana]						
N8.HOG0008273	OG0007094	n0				PRW57258.1 glycosyltransferase family 64 C5-like [Chlorella sorokiniana]						
N8.HOG0008274	OG0007095	n0				PRW57340.1 hypothetical protein C2E21_4289 [Chlorella sorokiniana]				PSC70723.1 digalactosyldiacylglycerol synthase [Micractinium conductrix]		
N8.HOG0008275	OG0007096	n0				PRW57375.1 PHD finger domain [Chlorella sorokiniana]						
N8.HOG0008276	OG0007097	n0				PRW57400.1 RNA splicing factor Pad-1 [Chlorella sorokiniana]				PSC71033.1 hypothetical protein C2E20_5505 [Micractinium conductrix]		
N8.HOG0008277	OG0007098	n0				PRW57473.1 regulatory subunit [Chlorella sorokiniana]				PSC70762.1 trypsin [Micractinium conductrix]		
N8.HOG0008278	OG0007099	n0				PRW57540.1 lipocalin-like domain [Chlorella sorokiniana]				PSC68250.1 lipocalin-like domain [Micractinium conductrix]		
N8.HOG0008279	OG0007100	n0				PRW57545.1 50S ribosomal L11 [Chlorella sorokiniana], PRW57600.1 hypothetical protein C2E21_3363 [Chlorella sorokiniana]				PSC73173.1 hypothetical protein C2E20_3768 [Micractinium conductrix]		
N8.HOG0008280	OG0007101	n0				PRW57557.1 dual specificity phosphatase 8-like [Chlorella sorokiniana]				PSC75917.1 hypothetical protein C2E20_1558 [Micractinium conductrix], PSC70137.1 hypothetical protein C2E20_6277 [Micractinium conductrix], PSC75386.1 hypothetical protein C2E20_1559 [Micractinium conductrix]		
N8.HOG0008281	OG0007102	n0				PRW57568.1 peptide methionine sulfoxide reductase [Chlorella sorokiniana]				PSC73734.1 kelch 9 isoform X2 [Micractinium conductrix]		
N8.HOG0008282	OG0007103	n0				PRW57602.1 cytochrome c oxidase assembly [Chlorella sorokiniana]				PSC74402.1 PET117 mitochondrial [Micractinium conductrix]		
N8.HOG0008283	OG0007104	n0				PRW57634.1 hypothetical protein C2E21_3635 [Chlorella sorokiniana]				PSC74546.1 hypothetical protein C2E20_2261 [Micractinium conductrix]		
N8.HOG0008284	OG0007105	n0				PRW57681.1 alpha subunit [Chlorella sorokiniana]				PSC74587.1 WD-40 repeat [Micractinium conductrix]		
N8.HOG0008285	OG0007106	n0				PRW57713.1 B-box zinc finger [Chlorella sorokiniana]				PSC74418.1 CHLOROPLAST IMPORT APPARATUS 2-like [Micractinium conductrix]		
N8.HOG0008286	OG0007107	n0				PRW57723.1 exonuclease chloroplastic mitochondrial isoform X1 [Chlorella sorokiniana]				PSC73368.1 peptidase S8 [Micractinium conductrix]		
N8.HOG0008287	OG0007108	n0				PRW57746.1 peroxin 13 [Chlorella sorokiniana]				PSC67460.1 flagellar associated [Micractinium conductrix]		
N8.HOG0008288	OG0007109	n0				PRW57771.1 N-acetylglucosamine-1-phosphotransferase subunits alpha beta-like [Chlorella sorokiniana]				PSC73120.1 hypothetical protein C2E20_3682 [Micractinium conductrix]		
N8.HOG0008289	OG0007110	n0				PRW57772.1 UBA UBX kDa [Chlorella sorokiniana]				PSC73205.1 pleckstrin homology domain-containing family A member 8-like [Micractinium conductrix]		
N8.HOG0008290	OG0007111	n0				PRW57781.1 serine threonine- kinase [Chlorella sorokiniana]				PSC72792.1 Serine threonine-kinase CTR1 [Micractinium conductrix]		
N8.HOG0008291	OG0007112	n0				PRW57827.1 putative oxidoreductase -like [Chlorella sorokiniana]						
N8.HOG0008292	OG0007113	n0				PRW57832.1 hypothetical protein C2E21_3756 [Chlorella sorokiniana]				PSC73622.1 hypothetical protein C2E20_3219 [Micractinium conductrix]		
N8.HOG0008293	OG0007114	n0				PRW57851.1 centriole proteome [Chlorella sorokiniana]				PSC74758.1 hypothetical protein C2E20_2180 [Micractinium conductrix]		
N8.HOG0008294	OG0007115	n0				PRW57883.1 hypothetical protein C2E21_3421 [Chlorella sorokiniana]				PSC73051.1 hypothetical protein C2E20_3694 [Micractinium conductrix]		
N8.HOG0008295	OG0007116	n0				PRW57970.1 integral membrane [Chlorella sorokiniana]				PSC68996.1 hypothetical protein C2E20_7432 [Micractinium conductrix]		
N8.HOG0008296	OG0007117	n0				PRW57996.1 hypothetical protein C2E21_3503 [Chlorella sorokiniana]				PSC73149.1 hypothetical protein C2E20_3620 [Micractinium conductrix]		
N8.HOG0008297	OG0007118	n0				PRW58049.1 hypothetical protein C2E21_3732 [Chlorella sorokiniana]				PSC73838.1 general secretion pathway [Micractinium conductrix]		
N8.HOG0008298	OG0007119	n0				PRW58058.1 amino acid dehydrogenase [Chlorella sorokiniana]				PSC74528.1 hypothetical protein C2E20_2285 [Micractinium conductrix]		
N8.HOG0008299	OG0007120	n0				PRW58115.1 hypothetical protein C2E21_2814 [Chlorella sorokiniana], PRW58438.1 hypothetical protein C2E21_2819 [Chlorella sorokiniana], PRW58136.1 hypothetical protein C2E21_2813 [Chlorella sorokiniana], PRW58292.1 hypothetical protein C2E21_2809 [Chlorella sorokiniana]						
N8.HOG0008300	OG0007121	n0				PRW58150.1 hypothetical protein C2E21_3121 [Chlorella sorokiniana]				PSC76639.1 hypothetical protein C2E20_0293 [Micractinium conductrix]		
N8.HOG0008301	OG0007122	n0				PRW58152.1 hypothetical protein C2E21_3152 [Chlorella sorokiniana], PRW58151.1 hypothetical protein C2E21_3152 [Chlorella sorokiniana]						
N8.HOG0008302	OG0007123	n0				PRW58177.1 nitrile-specifier 5-like [Chlorella sorokiniana]				PSC68295.1 nitrile-specifier 5-like [Micractinium conductrix]		
N8.HOG0008303	OG0007124	n0				PRW58206.1 glycoside hydrolase family 16 [Chlorella sorokiniana]				PSC76801.1 leucine rich repeat [Micractinium conductrix]		
N8.HOG0008304	OG0007125	n0				PRW58291.1 DNA helicase II [Chlorella sorokiniana]				PSC73862.1 ATP-dependent DNA helicase [Micractinium conductrix]		
N8.HOG0008305	OG0007126	n0				PRW60016.1 coagulation factor XIII A chain-like [Chlorella sorokiniana], PRW58297.1 serine hydrolase [Chlorella sorokiniana]						
N8.HOG0008306	OG0007127	n0				PRW58301.1 hypothetical protein C2E21_2977 [Chlorella sorokiniana]				PSC74981.1 mediator of RNA polymerase II transcription subunit 20a-like [Micractinium conductrix]		
N8.HOG0008307	OG0007128	n0				PRW58318.1 tubulin delta chain-like [Chlorella sorokiniana]				PSC76575.1 tubulin delta chain isoform X1 [Micractinium conductrix]		
N8.HOG0008308	OG0007129	n0				PRW58364.1 CLR family protein [Chlorella sorokiniana]				PSC73891.1 CLR family [Micractinium conductrix]		
N8.HOG0008309	OG0007130	n0				PRW58417.1 Sporulation RMD1 [Chlorella sorokiniana]				PSC76072.1 Sporulation RMD1 [Micractinium conductrix]		
N8.HOG0008310	OG0007131	n0				PRW58419.1 Morn repeat [Chlorella sorokiniana]				PSC76803.1 F-box kelch-repeat protein [Micractinium conductrix]		
N8.HOG0008311	OG0007132	n0				PRW58432.1 hypothetical protein C2E21_2823 [Chlorella sorokiniana]				PSC75928.1 sodium p-type atpase [Micractinium conductrix]		
N8.HOG0008312	OG0007133	n0				PRW58474.1 ankyrin repeat domain-containing 39 [Chlorella sorokiniana]				PSC77021.1 Ankyrin repeat domain-containing 39 [Micractinium conductrix]		
N8.HOG0008313	OG0007134	n0				PRW58495.1 hypothetical protein C2E21_3227 [Chlorella sorokiniana]						
N8.HOG0008314	OG0007135	n0				PRW58507.1 ARM repeat-containing [Chlorella sorokiniana]				PSC76289.1 ARM repeat-containing [Micractinium conductrix]		
N8.HOG0008315	OG0007136	n0				PRW58512.1 Rieske domain-containing -like [Chlorella sorokiniana]				PSC75330.1 Rieske domain-containing -like [Micractinium conductrix]		
N8.HOG0008316	OG0007137	n0				PRW58522.1 small GTP-binding [Chlorella sorokiniana]				PSC67359.1 receptor 12 [Micractinium conductrix]		
N8.HOG0008317	OG0007138	n0				PRW58523.1 L-ascorbate oxidase [Chlorella sorokiniana]				PSC75852.1 serine threonine-phosphatase 6 regulatory ankyrin repeat subunit A-isoform B [Micractinium conductrix], PSC75853.1 serine threonine-phosphatase 6 regulatory ankyrin repeat subunit A-isoform A [Micractinium conductrix]		
N8.HOG0008318	OG0007139	n0				PRW58533.1 hypothetical protein C2E21_3105 [Chlorella sorokiniana]						
N8.HOG0008319	OG0007140	n0				PRW58574.1 hypothetical protein C2E21_3009 [Chlorella sorokiniana]				PSC68269.1 hypothetical protein C2E20_8124 isoform A [Micractinium conductrix], PSC68268.1 hypothetical protein C2E20_8124 isoform B [Micractinium conductrix]		
N8.HOG0008320	OG0007141	n0				PRW58615.1 hypothetical protein C2E21_2932 [Chlorella sorokiniana]				PSC68899.1 transmembrane protease serine 9-like [Micractinium conductrix]		
N8.HOG0008321	OG0007142	n0				PRW58721.1 CLR family protein [Chlorella sorokiniana]				PSC76446.1 hypothetical protein C2E20_0151 [Micractinium conductrix]		
N8.HOG0008322	OG0007143	n0				PRW58751.1 endoribonuclease Dicer-like protein 1 isoform A [Chlorella sorokiniana], PRW58750.1 endoribonuclease Dicer-like protein 1 isoform B [Chlorella sorokiniana]				PSC75206.1 Hef nuclease isoform A [Micractinium conductrix], PSC75205.1 Hef nuclease isoform B [Micractinium conductrix]		
N8.HOG0008323	OG0007144	n0				PRW58754.1 hypothetical protein C2E21_2460 [Chlorella sorokiniana]				PSC75949.1 hypothetical protein C2E20_1241 [Micractinium conductrix]		
N8.HOG0008324	OG0007145	n0				PRW58782.1 proline--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]				PSC69719.1 proline-tRNA chloroplastic mitochondrial [Micractinium conductrix]		
N8.HOG0008325	OG0007146	n0				PRW58795.1 hypothetical protein C2E21_2478 [Chlorella sorokiniana]				PSC73267.1 Accumulation-associated precursor-related [Micractinium conductrix]		
N8.HOG0008326	OG0007147	n0				PRW58853.1 hypothetical protein C2E21_2449 [Chlorella sorokiniana]				PSC75851.1 hypothetical protein C2E20_1254 [Micractinium conductrix]		
N8.HOG0008327	OG0007148	n0				PRW58860.1 SET domain [Chlorella sorokiniana]				PSC75925.1 SET domain-containing -lysine N-methyltransferase isoform A [Micractinium conductrix], PSC75926.1 SET domain-containing -lysine N-methyltransferase isoform B [Micractinium conductrix]		
N8.HOG0008328	OG0007149	n0				PRW58862.1 CHAD domain-containing [Chlorella sorokiniana]				PSC73913.1 serine threonine kinase [Micractinium conductrix]		
N8.HOG0008329	OG0007150	n0				PRW58870.1 kynurenine 3-monooxygenase [Chlorella sorokiniana]				PSC76390.1 Jumonji domain-containing [Micractinium conductrix]		
N8.HOG0008330	OG0007151	n0				PRW58881.1 ankyrin repeat [Chlorella sorokiniana]				PSC76537.1 ankyrin repeat [Micractinium conductrix]		
N8.HOG0008331	OG0007152	n0				PRW58887.1 hypothetical protein C2E21_2458 [Chlorella sorokiniana]				PSC75482.1 hypothetical protein C2E20_1245 [Micractinium conductrix]		
N8.HOG0008332	OG0007153	n0				PRW58894.1 thioredoxin chloroplastic [Chlorella sorokiniana]						
N8.HOG0008333	OG0007154	n0				PRW58913.1 hypothetical protein C2E21_2665 [Chlorella sorokiniana]						
N8.HOG0008334	OG0007155	n0				PRW58956.1 hypothetical protein C2E21_2600 [Chlorella sorokiniana]				PSC73561.1 hypothetical protein C2E20_3129 [Micractinium conductrix], PSC73691.1 hypothetical protein C2E20_3113 [Micractinium conductrix]		
N8.HOG0008335	OG0007156	n0				PRW58978.1 hypothetical protein C2E21_2385 [Chlorella sorokiniana]				PSC76805.1 hypothetical protein C2E20_0480 [Micractinium conductrix]		
N8.HOG0008336	OG0007157	n0				PRW59031.1 invasion antigen B [Chlorella sorokiniana]				PSC75363.1 ciab isoform A [Micractinium conductrix], PSC75364.1 ciab isoform B [Micractinium conductrix]		
N8.HOG0008337	OG0007158	n0				PRW59046.1 hypothetical protein C2E21_2344 [Chlorella sorokiniana]				PSC76610.1 hypothetical protein C2E20_0445 [Micractinium conductrix]		
N8.HOG0008338	OG0007159	n0				PRW59063.1 secernin-2 isoform X1 [Chlorella sorokiniana]				PSC75279.1 secernin-3 [Micractinium conductrix]		
N8.HOG0008339	OG0007160	n0				PRW59086.1 RNA-binding 2-like isoform X1 isoform B [Chlorella sorokiniana], PRW59085.1 RNA-binding 2-like isoform X1 isoform A [Chlorella sorokiniana]						
N8.HOG0008340	OG0007161	n0				PRW59116.1 putative anion transporter chloroplastic [Chlorella sorokiniana]				PSC76240.1 putative anion transporter chloroplastic [Micractinium conductrix]		
N8.HOG0008341	OG0007162	n0				PRW59150.1 glycosyl hydrolase [Chlorella sorokiniana]				PSC70504.1 glycosyl hydrolase [Micractinium conductrix]		
N8.HOG0008342	OG0007163	n0				PRW59164.1 E3 SUMO- ligase MMS21 [Chlorella sorokiniana]				PSC67899.1 E3 SUMO-ligase MMS21 [Micractinium conductrix]		
N8.HOG0008343	OG0007164	n0				PRW59181.1 golgin subfamily B member 1 isoform X2 [Chlorella sorokiniana]						
N8.HOG0008344	OG0007165	n0				PRW59182.1 yippee-like protein [Chlorella sorokiniana]				PSC75483.1 yippee-like 5 [Micractinium conductrix]		
N8.HOG0008345	OG0007166	n0				PRW59227.1 pseudouridine synthase family [Chlorella sorokiniana]				PSC75804.1 RNA pseudouridine synthase 7 [Micractinium conductrix]		
N8.HOG0008346	OG0007167	n0				PRW59231.1 acetyltransferase NSI [Chlorella sorokiniana]				PSC75498.1 acetyltransferase NSI [Micractinium conductrix]		
N8.HOG0008347	OG0007168	n0				PRW59276.1 putative inactive nicotinamidase [Chlorella sorokiniana]				PSC67988.1 isochorismatase hydrolase family [Micractinium conductrix]		
N8.HOG0008348	OG0007169	n0				PRW59277.1 dynein heavy chain [Chlorella sorokiniana]				PSC76627.1 dynein heavy chain [Micractinium conductrix]		
N8.HOG0008349	OG0007170	n0				PRW59280.1 hypothetical protein C2E21_2372 [Chlorella sorokiniana]				PSC76888.1 hypothetical protein C2E20_0474 [Micractinium conductrix]		
N8.HOG0008350	OG0007171	n0				PRW59298.1 POC1 centriolar-like protein A-like isoform X1 [Chlorella sorokiniana]				PSC67992.1 POC1 centriolar-like protein A-like isoform X1 [Micractinium conductrix]		
N8.HOG0008351	OG0007172	n0				PRW59316.1 hypothetical protein C2E21_2248 [Chlorella sorokiniana]				PSC69088.1 hypothetical protein C2E20_7345 [Micractinium conductrix]		
N8.HOG0008352	OG0007173	n0				PRW61145.1 deleted in malignant brain tumors 1 -like [Chlorella sorokiniana], PRW61301.1 deleted in malignant brain tumors 1 -like [Chlorella sorokiniana], PRW61121.1 deleted in malignant brain tumors 1 -like [Chlorella sorokiniana], PRW59388.1 senescence-specific cysteine protease SAG12-like [Chlorella sorokiniana]						
N8.HOG0008353	OG0007174	n0				PRW59409.1 hypothetical protein C2E21_2038 [Chlorella sorokiniana]				PSC76307.1 cellulosome anchoring cohesin region [Micractinium conductrix]		
N8.HOG0008354	OG0007175	n0				PRW59410.1 TKL kinase [Chlorella sorokiniana]				PSC72367.1 leucine rich repeat [Micractinium conductrix]		
N8.HOG0008355	OG0007176	n0				PRW59443.1 intraflagellar transport 20-like protein isoform X2 [Chlorella sorokiniana]				PSC75762.1 non-ribosomal peptide synthetase [Micractinium conductrix], PSC67159.1 non-ribosomal peptide synthetase [Micractinium conductrix]		
N8.HOG0008356	OG0007177	n0				PRW59494.1 microtubule-actin cross-linking factor isoforms 1 2 3 5 isoform B [Chlorella sorokiniana], PRW59493.1 microtubule-actin cross-linking factor isoforms 1 2 3 5 isoform A [Chlorella sorokiniana]						
N8.HOG0008357	OG0007178	n0				PRW59502.1 glycosyl transferase [Chlorella sorokiniana]				PSC73687.1 extracellular serine-threonine rich [Micractinium conductrix]		
N8.HOG0008358	OG0007179	n0				PRW59551.1 calumenin-B [Chlorella sorokiniana]				PSC71340.1 calcium-binding EF hand family [Micractinium conductrix]		
N8.HOG0008359	OG0007180	n0				PRW59572.1 hypothetical protein C2E21_1577 [Chlorella sorokiniana], PRW61314.1 alpha-L-arabinofuranosidase [Chlorella sorokiniana]				PSC71296.1 putative LRR receptor-like serine threonine-kinase [Micractinium conductrix]		
N8.HOG0008360	OG0007181	n0				PRW59609.1 hypothetical protein C2E21_1571 [Chlorella sorokiniana]				PSC71294.1 chromodomain-helicase-DNA-binding 1 [Micractinium conductrix]		
N8.HOG0008361	OG0007182	n0				PRW59698.1 ankyrin repeat and kinase domain-containing 1 [Chlorella sorokiniana]				PSC71083.1 ankyrin-2-like isoform X8 [Micractinium conductrix]		
N8.HOG0008362	OG0007183	n0				PRW59710.1 leucine-zipper-like transcriptional regulator 1 isoform X1 [Chlorella sorokiniana]				PSC68385.1 galactose oxidase [Micractinium conductrix]		
N8.HOG0008363	OG0007184	n0				PRW59725.1 hypothetical protein C2E21_1933 [Chlorella sorokiniana]				PSC73038.1 phosphomethylpyrimidine synthase [Micractinium conductrix], PSC73111.1 phosphomethylpyrimidine synthase [Micractinium conductrix]		
N8.HOG0008364	OG0007185	n0				PRW60223.1 polyphenol oxidase [Chlorella sorokiniana], PRW59760.1 tyrosinase superfamily [Chlorella sorokiniana]						
N8.HOG0008365	OG0007186	n0				PRW59775.1 transcriptional regulator [Chlorella sorokiniana]				PSC67808.1 transcriptional regulator [Micractinium conductrix]		
N8.HOG0008366	OG0007187	n0				PRW59792.1 kinesin K39 [Chlorella sorokiniana]						
N8.HOG0008367	OG0007188	n0				PRW59819.1 LYR motif-containing 4 [Chlorella sorokiniana]				PSC72611.1 LYR motif-containing 4 [Micractinium conductrix]		
N8.HOG0008368	OG0007189	n0				PRW59832.1 hypothetical protein C2E21_1603 [Chlorella sorokiniana]				PSC74307.1 hypothetical protein C2E20_2643 [Micractinium conductrix]		
N8.HOG0008369	OG0007190	n0				PRW59835.1 basic proline-rich -like isoform X2 [Chlorella sorokiniana]				PSC71406.1 branchpoint-bridging -like [Micractinium conductrix]		
N8.HOG0008370	OG0007191	n0				PRW59840.1 UDP-glucose dehydrogenase [Chlorella sorokiniana]						
N8.HOG0008371	OG0007192	n0				PRW59864.1 hypothetical protein C2E21_1389 [Chlorella sorokiniana]				PSC69595.1 hypothetical protein C2E20_6872 [Micractinium conductrix]		
N8.HOG0008372	OG0007193	n0				PRW59880.1 hypothetical protein C2E21_1458 [Chlorella sorokiniana]						
N8.HOG0008373	OG0007194	n0				PRW59889.1 hypothetical protein C2E21_1810 [Chlorella sorokiniana]				PSC77063.1 hypothetical protein C2E20_0700 [Micractinium conductrix]		
N8.HOG0008374	OG0007195	n0				PRW59921.1 30S ribosomal chloroplastic [Chlorella sorokiniana]				PSC76195.1 hypothetical protein C2E20_0702 [Micractinium conductrix]		
N8.HOG0008375	OG0007196	n0				PRW59948.1 hypothetical protein C2E21_1790 [Chlorella sorokiniana]				PSC76920.1 hypothetical protein C2E20_0695 [Micractinium conductrix]		
N8.HOG0008376	OG0007197	n0				PRW60035.1 hypothetical protein C2E21_1543 [Chlorella sorokiniana]				PSC72000.1 hypothetical protein C2E20_4640 [Micractinium conductrix]		
N8.HOG0008377	OG0007198	n0				PRW60038.1 3D-_3_5 4_-trihydroxycyclohexane-1_2-dione acylhydrolase _decyclizing_ [Chlorella sorokiniana]				PSC69572.1 electron transfer flavo subunit alpha [Micractinium conductrix]		
N8.HOG0008378	OG0007199	n0				PRW60068.1 tetratricopeptide repeat [Chlorella sorokiniana]						
N8.HOG0008379	OG0007200	n0				PRW60080.1 hypothetical protein C2E21_1756 [Chlorella sorokiniana]				PSC76642.1 hypothetical protein C2E20_0664 [Micractinium conductrix]		
N8.HOG0008380	OG0007201	n0				PRW60092.1 expressed protein_ isoform A [Chlorella sorokiniana], PRW60093.1 expressed protein_ isoform B [Chlorella sorokiniana]				PSC71339.1 molybdenum cofactor biosysnthesis [Micractinium conductrix]		
N8.HOG0008381	OG0007202	n0				PRW60115.1 hypothetical protein C2E21_1430 [Chlorella sorokiniana]				PSC69610.1 hypothetical protein C2E20_6924 [Micractinium conductrix]		
N8.HOG0008382	OG0007203	n0				PRW60139.1 haloacid dehalogenase [Chlorella sorokiniana]				PSC71400.1 haloacid dehalogenase [Micractinium conductrix]		
N8.HOG0008383	OG0007204	n0				PRW60194.1 F-box LRR-repeat 14-like [Chlorella sorokiniana]				PSC74844.1 F-box LRR-repeat 14 [Micractinium conductrix]		
N8.HOG0008384	OG0007205	n0				PRW60256.1 hypothetical protein C2E21_1088 [Chlorella sorokiniana]				PSC67573.1 hypothetical protein C2E20_8763 [Micractinium conductrix], PSC68782.1 hypothetical protein C2E20_7630 [Micractinium conductrix]		
N8.HOG0008385	OG0007206	n0				PRW60293.1 hypothetical protein C2E21_1029 [Chlorella sorokiniana]				PSC69384.1 NADPH_quinone reductase [Micractinium conductrix]		
N8.HOG0008386	OG0007207	n0				PRW60299.1 hypothetical protein C2E21_1072 [Chlorella sorokiniana]				PSC67897.1 tRNA modifying enzyme [Micractinium conductrix]		
N8.HOG0008387	OG0007208	n0				PRW60317.1 hypothetical protein C2E21_1105 [Chlorella sorokiniana]				PSC67549.1 hypothetical protein C2E20_8777 [Micractinium conductrix]		
N8.HOG0008388	OG0007209	n0				PRW60346.1 duf1168 domain [Chlorella sorokiniana]						
N8.HOG0008389	OG0007210	n0				PRW60353.1 hypothetical protein C2E21_0919 [Chlorella sorokiniana]				PSC74901.1 hypothetical protein C2E20_1987 [Micractinium conductrix]		
N8.HOG0008390	OG0007211	n0				PRW60356.1 glucose-fructose oxidoreductase domain-containing 1-like [Chlorella sorokiniana]				PSC69357.1 hypothetical protein C2E20_7154 [Micractinium conductrix]		
N8.HOG0008391	OG0007212	n0				PRW60357.1 bet1 [Chlorella sorokiniana]						
N8.HOG0008392	OG0007213	n0				PRW60369.1 hypothetical protein C2E21_0705 [Chlorella sorokiniana]				PSC67344.1 4-mercaptohistidine N1-C-terminal domain [Micractinium conductrix]		
N8.HOG0008393	OG0007214	n0				PRW60409.1 vacuolar ATPase assembly integral membrane VMA21 isoform X1 [Chlorella sorokiniana]				PSC71809.1 hypothetical protein C2E20_4980 [Micractinium conductrix]		
N8.HOG0008394	OG0007215	n0				PRW60431.1 serine threonine kinase family [Chlorella sorokiniana]				PSC69428.1 UDP-N-acetylglucosamine 2-epimerase [Micractinium conductrix]		
N8.HOG0008395	OG0007216	n0				PRW60469.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]				PSC75094.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]		
N8.HOG0008396	OG0007217	n0				PRW60534.1 tRNA 2 -phosphotransferase 1-like isoform X1 [Chlorella sorokiniana]						
N8.HOG0008397	OG0007218	n0				PRW60563.1 exonuclease 1 [Chlorella sorokiniana]				PSC69375.1 hypothetical protein C2E20_7148 [Micractinium conductrix]		
N8.HOG0008398	OG0007219	n0				PRW60570.1 monooxygenase [Chlorella sorokiniana]				PSC69395.1 monooxygenase [Micractinium conductrix]		
N8.HOG0008399	OG0007220	n0				PRW60580.1 hypothetical protein C2E21_0967 [Chlorella sorokiniana]				PSC74972.1 hypothetical protein C2E20_1939 [Micractinium conductrix]		
N8.HOG0008400	OG0007221	n0				PRW60592.1 leucine rich repeat [Chlorella sorokiniana]				PSC74965.1 LRR receptor-like serine threonine-kinase FLS2 isoform X1 [Micractinium conductrix]		
N8.HOG0008401	OG0007222	n0				PRW60790.1 hypothetical protein C2E21_0773 isoform A [Chlorella sorokiniana], PRW60791.1 hypothetical protein C2E21_0773 isoform B [Chlorella sorokiniana], PRW60612.1 hypothetical protein C2E21_0768 [Chlorella sorokiniana], PRW60789.1 hypothetical protein C2E21_0773 isoform C [Chlorella sorokiniana]						
N8.HOG0008402	OG0007223	n0				PRW60640.1 conserved hypothetical transmembrane precursor [Chlorella sorokiniana]				PSC75770.1 hypothetical protein C2E20_1404 [Micractinium conductrix]		
N8.HOG0008403	OG0007224	n0				PRW60656.1 hypothetical protein C2E21_0791 [Chlorella sorokiniana]				PSC68162.1 osmiophilic body [Micractinium conductrix]		
N8.HOG0008404	OG0007225	n0				PRW60663.1 AP-5 complex subunit beta-1 [Chlorella sorokiniana]				PSC68177.1 hypothetical protein C2E20_8211 [Micractinium conductrix]		
N8.HOG0008405	OG0007226	n0				PRW60752.1 hypothetical protein C2E21_1308 [Chlorella sorokiniana]				PSC68504.1 hypothetical protein C2E20_7905 [Micractinium conductrix]		
N8.HOG0008406	OG0007227	n0				PRW60813.1 polyadenylate-binding 2 [Chlorella sorokiniana]				PSC74821.1 RNA binding [Micractinium conductrix]		
N8.HOG0008407	OG0007228	n0				PRW60830.1 FAS1 domain-containing isoform A [Chlorella sorokiniana], PRW60829.1 FAS1 domain-containing isoform B [Chlorella sorokiniana]				PSC76938.1 fasciclin [Micractinium conductrix]		
N8.HOG0008408	OG0007229	n0				PRW60880.1 hypothetical protein C2E21_0142 [Chlorella sorokiniana]				PSC74292.1 Diacylglycerol acyltransferase 3 [Micractinium conductrix]		
N8.HOG0008409	OG0007230	n0				PRW60900.1 radical SAM [Chlorella sorokiniana]				PSC73970.1 radical SAM [Micractinium conductrix]		
N8.HOG0008410	OG0007231	n0				PRW60908.1 hypothetical protein C2E21_0331 [Chlorella sorokiniana]						
N8.HOG0008411	OG0007232	n0				PRW60949.1 dpy-30-like protein [Chlorella sorokiniana]						
N8.HOG0008412	OG0007233	n0				PRW60980.1 mTERF domain-containing mitochondrial [Chlorella sorokiniana]				PSC73379.1 mTERF domain-containing mitochondrial [Micractinium conductrix]		
