HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N3.HOG0007434	OG0009606	-									KAF6250365.1 hypothetical protein COO60DRAFT_1706099 [Scenedesmus sp. NREL 46B-D3]	KAF8057099.1 hypothetical protein HT031_006108 [Scenedesmus sp. PABB004]
N3.HOG0007435	OG0009607	-									KAF6254111.1 hypothetical protein COO60DRAFT_1703473 [Scenedesmus sp. NREL 46B-D3], KAF6250366.1 hypothetical protein COO60DRAFT_1647271 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007436	OG0009608	-									KAF6250375.1 hypothetical protein COO60DRAFT_1465599 [Scenedesmus sp. NREL 46B-D3]	KAF8058472.1 DGAT2 [Scenedesmus sp. PABB004]
N3.HOG0007437	OG0009609	-									KAF6250384.1 peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056397.1 Peptide-N4-_N-acetyl-beta-glucosaminyl_asparagine amidase A [Scenedesmus sp. PABB004]
N3.HOG0007438	OG0009610	-									KAF6250387.1 hypothetical protein COO60DRAFT_1575362 [Scenedesmus sp. NREL 46B-D3], KAF6250388.1 hypothetical protein COO60DRAFT_1647160 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007439	OG0009611	-									KAF6265388.1 hypothetical protein COO60DRAFT_1480231 [Scenedesmus sp. NREL 46B-D3], KAF6250407.1 hypothetical protein COO60DRAFT_1574972 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007440	OG0009612	-									KAF6250410.1 hypothetical protein COO60DRAFT_1683398 [Scenedesmus sp. NREL 46B-D3]	KAF8061150.1 hypothetical protein HT031_004611 [Scenedesmus sp. PABB004]
N3.HOG0007441	OG0009613	-									KAF6250411.1 hypothetical protein COO60DRAFT_1705982 [Scenedesmus sp. NREL 46B-D3]	KAF8061151.1 hypothetical protein HT031_004612 [Scenedesmus sp. PABB004]
N3.HOG0007442	OG0009614	-									KAF6250414.1 hypothetical protein COO60DRAFT_1705940 [Scenedesmus sp. NREL 46B-D3]	KAF8064480.1 Nefh [Scenedesmus sp. PABB004]
N3.HOG0007443	OG0009615	-									KAF6250428.1 hypothetical protein COO60DRAFT_1705923 [Scenedesmus sp. NREL 46B-D3], KAF6256154.1 hypothetical protein COO60DRAFT_1640917 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007444	OG0009616	-									KAF6252733.1 hypothetical protein COO60DRAFT_1463577 [Scenedesmus sp. NREL 46B-D3], KAF6250489.1 hypothetical protein COO60DRAFT_1465407 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007445	OG0009617	-									KAF6250497.1 hypothetical protein COO60DRAFT_825287 [Scenedesmus sp. NREL 46B-D3]	KAF8072397.1 hypothetical protein HT031_000056 [Scenedesmus sp. PABB004]
N3.HOG0007446	OG0009618	-									KAF6250508.1 hypothetical protein COO60DRAFT_823863 [Scenedesmus sp. NREL 46B-D3], KAF6252012.1 hypothetical protein COO60DRAFT_567314 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007447	OG0009619	-									KAF6250511.1 hypothetical protein COO60DRAFT_1646767 [Scenedesmus sp. NREL 46B-D3], KAF6264618.1 hypothetical protein COO60DRAFT_1634233 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007448	OG0009620	-									KAF6250526.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060577.1 PHOT1A [Scenedesmus sp. PABB004]
N3.HOG0007449	OG0009621	-									KAF6250541.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251444.1 peptidase S8/S53 domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007450	OG0009622	-									KAF6253705.1 hypothetical protein COO60DRAFT_1545332_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250552.1 hypothetical protein COO60DRAFT_805178 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007451	OG0009623	-									KAF6253700.1 hypothetical protein COO60DRAFT_1545300 [Scenedesmus sp. NREL 46B-D3], KAF6250555.1 hypothetical protein COO60DRAFT_1571389 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007452	OG0009624	-									KAF6250560.1 hypothetical protein COO60DRAFT_797861 [Scenedesmus sp. NREL 46B-D3], KAF6252033.1 hypothetical protein COO60DRAFT_562149 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007453	OG0009625	-									KAF6250578.1 hypothetical protein COO60DRAFT_1646501 [Scenedesmus sp. NREL 46B-D3]	KAF8059650.1 hypothetical protein HT031_005058 [Scenedesmus sp. PABB004]
N3.HOG0007454	OG0009626	-									KAF6250581.1 hypothetical protein COO60DRAFT_1646504 [Scenedesmus sp. NREL 46B-D3], KAF6250580.1 hypothetical protein COO60DRAFT_796604 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007455	OG0009627	-									KAF6250586.1 hypothetical protein COO60DRAFT_1646482 [Scenedesmus sp. NREL 46B-D3]	KAF8060611.1 MYB98 [Scenedesmus sp. PABB004]
N3.HOG0007456	OG0009628	-									KAF6250594.1 hypothetical protein COO60DRAFT_795943 [Scenedesmus sp. NREL 46B-D3]	KAF8060616.1 nme6 [Scenedesmus sp. PABB004]
N3.HOG0007457	OG0009629	-									KAF6252501.1 hypothetical protein COO60DRAFT_521316 [Scenedesmus sp. NREL 46B-D3], KAF6250602.1 hypothetical protein COO60DRAFT_1629545 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007458	OG0009630	-									KAF6250605.1 hypothetical protein COO60DRAFT_1570692_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251001.1 hypothetical protein COO60DRAFT_1565058_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007459	OG0009631	-									KAF6250960.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6250607.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007460	OG0009632	-									KAF6250611.1 hypothetical protein COO60DRAFT_1646460 [Scenedesmus sp. NREL 46B-D3]	KAF8056145.1 hypothetical protein HT031_006496 [Scenedesmus sp. PABB004]
N3.HOG0007461	OG0009633	-									KAF6254940.1 hypothetical protein COO60DRAFT_1538046 [Scenedesmus sp. NREL 46B-D3], KAF6250613.1 hypothetical protein COO60DRAFT_789917 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007462	OG0009634	-									KAF6250630.1 hypothetical protein COO60DRAFT_1646420 [Scenedesmus sp. NREL 46B-D3], KAF6266072.1 hypothetical protein COO60DRAFT_641802 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007463	OG0009635	-									KAF6250640.1 hypothetical protein COO60DRAFT_1646404 [Scenedesmus sp. NREL 46B-D3]	KAF8058076.1 hypothetical protein HT031_005736 [Scenedesmus sp. PABB004]
N3.HOG0007464	OG0009636	-									KAF6250646.1 hypothetical protein COO60DRAFT_1646362 [Scenedesmus sp. NREL 46B-D3], KAF6250647.1 hypothetical protein COO60DRAFT_1646363 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007465	OG0009637	-									KAF6252256.1 hypothetical protein COO60DRAFT_542729 [Scenedesmus sp. NREL 46B-D3], KAF6250656.1 hypothetical protein COO60DRAFT_778023 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007466	OG0009638	-									KAF6250660.1 hypothetical protein COO60DRAFT_1646328 [Scenedesmus sp. NREL 46B-D3], KAF6253470.1 hypothetical protein COO60DRAFT_1643153 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007467	OG0009639	-									KAF6250667.1 hypothetical protein COO60DRAFT_1680229 [Scenedesmus sp. NREL 46B-D3], KAF6256116.1 hypothetical protein COO60DRAFT_1461828 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007468	OG0009640	-									KAF6254211.1 hypothetical protein COO60DRAFT_1542366 [Scenedesmus sp. NREL 46B-D3], KAF6250669.1 hypothetical protein COO60DRAFT_1569080 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007469	OG0009641	-									KAF6250682.1 hypothetical protein COO60DRAFT_1646279 [Scenedesmus sp. NREL 46B-D3], KAF6250688.1 hypothetical protein COO60DRAFT_1465044 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007470	OG0009642	-									KAF6250683.1 hypothetical protein COO60DRAFT_759395 [Scenedesmus sp. NREL 46B-D3], KAF6256813.1 hypothetical protein COO60DRAFT_66341 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007471	OG0009643	-									KAF6250708.1 hypothetical protein COO60DRAFT_759005 [Scenedesmus sp. NREL 46B-D3], KAF6261599.1 hypothetical protein COO60DRAFT_741618 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007472	OG0009644	-									KAF6256059.1 hypothetical protein COO60DRAFT_1531202 [Scenedesmus sp. NREL 46B-D3], KAF6250749.1 hypothetical protein COO60DRAFT_1568686 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007473	OG0009645	-									KAF6250761.1 hypothetical protein COO60DRAFT_1568439 [Scenedesmus sp. NREL 46B-D3], KAF6252127.1 hypothetical protein COO60DRAFT_1554736 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007474	OG0009646	-									KAF6250764.1 hypothetical protein COO60DRAFT_1464969 [Scenedesmus sp. NREL 46B-D3], KAF6252124.1 hypothetical protein COO60DRAFT_550175 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007475	OG0009647	-									KAF6250778.1 hypothetical protein COO60DRAFT_1567971 [Scenedesmus sp. NREL 46B-D3]	KAF8056370.1 hypothetical protein HT031_006369 [Scenedesmus sp. PABB004]
N3.HOG0007476	OG0009648	-									KAF6250817.1 hypothetical protein COO60DRAFT_731695 [Scenedesmus sp. NREL 46B-D3], KAF6252339.1 hypothetical protein COO60DRAFT_537691 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007477	OG0009649	-									KAF6252069.1 hypothetical protein COO60DRAFT_561776 [Scenedesmus sp. NREL 46B-D3], KAF6250830.1 hypothetical protein COO60DRAFT_729173 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007478	OG0009650	-									KAF6250837.1 hypothetical protein COO60DRAFT_727094 [Scenedesmus sp. NREL 46B-D3], KAF6257822.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007479	OG0009651	-									KAF6250839.1 hypothetical protein COO60DRAFT_1566478 [Scenedesmus sp. NREL 46B-D3], KAF6252629.1 hypothetical protein COO60DRAFT_1552103_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007480	OG0009652	-									KAF6250860.1 hypothetical protein COO60DRAFT_1566331 [Scenedesmus sp. NREL 46B-D3], KAF6251334.1 hypothetical protein COO60DRAFT_1561293 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007481	OG0009653	-									KAF6252268.1 hypothetical protein COO60DRAFT_1554313_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250861.1 hypothetical protein COO60DRAFT_1566333 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007482	OG0009654	-									KAF6250862.1 hypothetical protein COO60DRAFT_719684 [Scenedesmus sp. NREL 46B-D3], KAF6252269.1 hypothetical protein COO60DRAFT_543539 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007483	OG0009655	-									KAF6250870.1 hypothetical protein COO60DRAFT_1565962 [Scenedesmus sp. NREL 46B-D3], KAF6251432.1 hypothetical protein COO60DRAFT_1560077 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007484	OG0009656	-									KAF6251431.1 hypothetical protein COO60DRAFT_619103 [Scenedesmus sp. NREL 46B-D3], KAF6250871.1 hypothetical protein COO60DRAFT_716824 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007485	OG0009657	-									KAF6250883.1 hypothetical protein COO60DRAFT_716382 [Scenedesmus sp. NREL 46B-D3]	KAF8063013.1 hypothetical protein HT031_003852 [Scenedesmus sp. PABB004]
N3.HOG0007486	OG0009658	-									KAF6251050.1 hypothetical protein COO60DRAFT_681500 [Scenedesmus sp. NREL 46B-D3], KAF6250900.1 hypothetical protein COO60DRAFT_715841 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007487	OG0009659	-									KAF6251051.1 hypothetical protein COO60DRAFT_1563693 [Scenedesmus sp. NREL 46B-D3], KAF6250901.1 hypothetical protein COO60DRAFT_1565911 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007488	OG0009660	-									KAF6250911.1 hypothetical protein COO60DRAFT_1565725 [Scenedesmus sp. NREL 46B-D3]	KAF8072864.1 hypothetical protein HT031_000524 [Scenedesmus sp. PABB004]
N3.HOG0007489	OG0009661	-									KAF6261353.1 hypothetical protein COO60DRAFT_795375 [Scenedesmus sp. NREL 46B-D3], KAF6250913.1 hypothetical protein COO60DRAFT_709241 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007490	OG0009662	-									KAF6250919.1 hypothetical protein COO60DRAFT_1645776 [Scenedesmus sp. NREL 46B-D3], KAF6261358.1 hypothetical protein COO60DRAFT_795617 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007491	OG0009663	-									KAF6250925.1 mitochondrial F1F0 ATP synthase associated 31.2 kDa protein [Scenedesmus sp. NREL 46B-D3], KAF6251705.1 mitochondrial F1F0 ATP synthase associated 31.2 kDa protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007492	OG0009664	-									KAF6250926.1 hypothetical protein COO60DRAFT_709690 [Scenedesmus sp. NREL 46B-D3], KAF6251707.1 hypothetical protein COO60DRAFT_593177 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007493	OG0009665	-									KAF6252849.1 hypothetical protein COO60DRAFT_1550687 [Scenedesmus sp. NREL 46B-D3], KAF6250929.1 hypothetical protein COO60DRAFT_708668 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007494	OG0009666	-									KAF6250942.1 hypothetical protein COO60DRAFT_707151 [Scenedesmus sp. NREL 46B-D3]	KAF8067379.1 hypothetical protein HT031_002427 [Scenedesmus sp. PABB004]
N3.HOG0007495	OG0009667	-									KAF6250968.1 hypothetical protein COO60DRAFT_705835 [Scenedesmus sp. NREL 46B-D3]	KAF8072583.1 HOC1 [Scenedesmus sp. PABB004]
N3.HOG0007496	OG0009668	-									KAF6250988.1 hypothetical protein COO60DRAFT_1565252 [Scenedesmus sp. NREL 46B-D3]	KAF8060013.1 ttuB [Scenedesmus sp. PABB004]
N3.HOG0007497	OG0009669	-									KAF6252337.1 hypothetical protein COO60DRAFT_1554030 [Scenedesmus sp. NREL 46B-D3], KAF6250993.1 hypothetical protein COO60DRAFT_1565260_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007498	OG0009670	-									KAF6251010.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069652.1 PUB52 [Scenedesmus sp. PABB004]
N3.HOG0007499	OG0009671	-									KAF6251013.1 hypothetical protein COO60DRAFT_1564683 [Scenedesmus sp. NREL 46B-D3]	KAF8055825.1 hypothetical protein HT031_006600 [Scenedesmus sp. PABB004]
N3.HOG0007500	OG0009672	-									KAF6251017.1 hypothetical protein COO60DRAFT_692991 [Scenedesmus sp. NREL 46B-D3], KAF6265416.1 hypothetical protein COO60DRAFT_954800 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007501	OG0009673	-									KAF6251021.1 hypothetical protein COO60DRAFT_1564439_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8056783.1 hypothetical protein HT031_006281 [Scenedesmus sp. PABB004]
N3.HOG0007502	OG0009674	-									KAF6251041.1 hypothetical protein COO60DRAFT_1629159 [Scenedesmus sp. NREL 46B-D3]	KAF8071328.1 hypothetical protein HT031_001411 [Scenedesmus sp. PABB004]
N3.HOG0007503	OG0009675	-									KAF6251068.1 hypothetical protein COO60DRAFT_679732 [Scenedesmus sp. NREL 46B-D3], KAF6259472.1 hypothetical protein COO60DRAFT_1626048 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007504	OG0009676	-									KAF6251069.1 hypothetical protein COO60DRAFT_679864 [Scenedesmus sp. NREL 46B-D3]	KAF8072672.1 hypothetical protein HT031_000332 [Scenedesmus sp. PABB004]
N3.HOG0007505	OG0009677	-									KAF6251070.1 hypothetical protein COO60DRAFT_680006 [Scenedesmus sp. NREL 46B-D3]	KAF8072671.1 hypothetical protein HT031_000331 [Scenedesmus sp. PABB004]
N3.HOG0007506	OG0009678	-									KAF6257234.1 hypothetical protein COO60DRAFT_1524729 [Scenedesmus sp. NREL 46B-D3], KAF6251071.1 hypothetical protein COO60DRAFT_1705074 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007507	OG0009679	-									KAF6251076.1 hypothetical protein COO60DRAFT_1629136 [Scenedesmus sp. NREL 46B-D3]	KAF8072670.1 hypothetical protein HT031_000330 [Scenedesmus sp. PABB004]
N3.HOG0007508	OG0009680	-									KAF6251077.1 porphobilinogen deaminase_ dipyromethane cofactor binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072669.1 hypothetical protein HT031_000329 [Scenedesmus sp. PABB004]
N3.HOG0007509	OG0009681	-									KAF6251079.1 hypothetical protein COO60DRAFT_680403 [Scenedesmus sp. NREL 46B-D3], KAF6263712.1 hypothetical protein COO60DRAFT_1698730 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007510	OG0009682	-									KAF6251104.1 hypothetical protein COO60DRAFT_672416 [Scenedesmus sp. NREL 46B-D3]	KAF8064512.1 hypothetical protein HT031_003312 [Scenedesmus sp. PABB004]
N3.HOG0007511	OG0009683	-									KAF6251108.1 hypothetical protein COO60DRAFT_1705059 [Scenedesmus sp. NREL 46B-D3]	KAF8064510.1 hypothetical protein HT031_003310 [Scenedesmus sp. PABB004]
N3.HOG0007512	OG0009684	-									KAF6251116.1 hypothetical protein COO60DRAFT_672855 [Scenedesmus sp. NREL 46B-D3]	KAF8064505.1 HESO1 [Scenedesmus sp. PABB004]
N3.HOG0007513	OG0009685	-									KAF6251121.1 hypothetical protein COO60DRAFT_671310 [Scenedesmus sp. NREL 46B-D3]	KAF8060071.1 hypothetical protein HT031_005010 [Scenedesmus sp. PABB004]
N3.HOG0007514	OG0009686	-									KAF6251144.1 hypothetical protein COO60DRAFT_669681 [Scenedesmus sp. NREL 46B-D3], KAF6254321.1 hypothetical protein COO60DRAFT_333152 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007515	OG0009687	-									KAF6251149.1 hypothetical protein COO60DRAFT_1562613_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251766.1 hypothetical protein COO60DRAFT_1464084 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007516	OG0009688	-									KAF6251158.1 hypothetical protein COO60DRAFT_667329 [Scenedesmus sp. NREL 46B-D3]	KAF8055646.1 hypothetical protein HT031_006668 [Scenedesmus sp. PABB004]
N3.HOG0007517	OG0009689	-									KAF6251181.1 Tautomerase/MIF superfamily [Scenedesmus sp. NREL 46B-D3]	KAF8063733.1 hypothetical protein HT031_003589 [Scenedesmus sp. PABB004]
N3.HOG0007518	OG0009690	-									KAF6251189.1 hypothetical protein COO60DRAFT_659291 [Scenedesmus sp. NREL 46B-D3]	KAF8067407.1 hypothetical protein HT031_002455 [Scenedesmus sp. PABB004]
N3.HOG0007519	OG0009691	-									KAF6251191.1 hypothetical protein COO60DRAFT_1562294 [Scenedesmus sp. NREL 46B-D3]	KAF8067408.1 hypothetical protein HT031_002456 [Scenedesmus sp. PABB004]
N3.HOG0007520	OG0009692	-									KAF6251195.1 hypothetical protein COO60DRAFT_659692 [Scenedesmus sp. NREL 46B-D3]	KAF8067417.1 hypothetical protein HT031_002465 [Scenedesmus sp. PABB004]
N3.HOG0007521	OG0009693	-									KAF6251197.1 hypothetical protein COO60DRAFT_659715 [Scenedesmus sp. NREL 46B-D3]	KAF8067416.1 hypothetical protein HT031_002464 [Scenedesmus sp. PABB004]
N3.HOG0007522	OG0009694	-									KAF6251224.1 hypothetical protein COO60DRAFT_657541 [Scenedesmus sp. NREL 46B-D3]	KAF8071168.1 hypothetical protein HT031_001250 [Scenedesmus sp. PABB004]
N3.HOG0007523	OG0009695	-									KAF6251237.1 hypothetical protein COO60DRAFT_1676928 [Scenedesmus sp. NREL 46B-D3], KAF6255416.1 hypothetical protein COO60DRAFT_1661647 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007524	OG0009696	-									KAF6251258.1 hypothetical protein COO60DRAFT_656408 [Scenedesmus sp. NREL 46B-D3]	KAF8071259.1 hypothetical protein HT031_001342 [Scenedesmus sp. PABB004]
N3.HOG0007525	OG0009697	-									KAF6251264.1 hypothetical protein COO60DRAFT_654739_ partial [Scenedesmus sp. NREL 46B-D3], KAF6252591.1 hypothetical protein COO60DRAFT_516211 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007526	OG0009698	-									KAF6251281.1 hypothetical protein COO60DRAFT_653254 [Scenedesmus sp. NREL 46B-D3], KAF6251279.1 hypothetical protein COO60DRAFT_1464415_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007527	OG0009699	-									KAF6251280.1 hypothetical protein COO60DRAFT_1561676_ partial [Scenedesmus sp. NREL 46B-D3], KAF6258165.1 hypothetical protein COO60DRAFT_1519912 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007528	OG0009700	-									KAF6251282.1 hypothetical protein COO60DRAFT_1676828 [Scenedesmus sp. NREL 46B-D3], KAF6263241.1 hypothetical protein COO60DRAFT_486241 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007529	OG0009701	-									KAF6251298.1 hypothetical protein COO60DRAFT_635507 [Scenedesmus sp. NREL 46B-D3]	KAF8057761.1 CSC1-like protein [Scenedesmus sp. PABB004]
N3.HOG0007530	OG0009702	-									KAF6251309.1 hypothetical protein COO60DRAFT_636782 [Scenedesmus sp. NREL 46B-D3]	KAF8065641.1 hypothetical protein HT031_003242 [Scenedesmus sp. PABB004]
N3.HOG0007531	OG0009703	-									KAF6255741.1 hypothetical protein COO60DRAFT_189183 [Scenedesmus sp. NREL 46B-D3], KAF6251315.1 hypothetical protein COO60DRAFT_636930 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007532	OG0009704	-									KAF6251317.1 hypothetical protein COO60DRAFT_634736 [Scenedesmus sp. NREL 46B-D3], KAF6263098.1 hypothetical protein COO60DRAFT_537513 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007533	OG0009705	-									KAF6263099.1 hypothetical protein COO60DRAFT_537545 [Scenedesmus sp. NREL 46B-D3], KAF6251318.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007534	OG0009706	-									KAF6251320.1 hypothetical protein COO60DRAFT_634811 [Scenedesmus sp. NREL 46B-D3], KAF6263101.1 hypothetical protein COO60DRAFT_537631 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007535	OG0009707	-									KAF6251332.1 hypothetical protein COO60DRAFT_635437 [Scenedesmus sp. NREL 46B-D3]	KAF8071203.1 hypothetical protein HT031_001286 [Scenedesmus sp. PABB004]
N3.HOG0007536	OG0009708	-									KAF6251353.1 hypothetical protein COO60DRAFT_1645124 [Scenedesmus sp. NREL 46B-D3], KAF6259345.1 hypothetical protein COO60DRAFT_1688943_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007537	OG0009709	-									KAF6251357.1 hypothetical protein COO60DRAFT_631886 [Scenedesmus sp. NREL 46B-D3]	KAF8065864.1 hypothetical protein HT031_002924 [Scenedesmus sp. PABB004]
N3.HOG0007538	OG0009710	-									KAF6251366.1 hypothetical protein COO60DRAFT_629557 [Scenedesmus sp. NREL 46B-D3]	KAF8072406.1 hypothetical protein HT031_000065 [Scenedesmus sp. PABB004]
N3.HOG0007539	OG0009711	-									KAF6251368.1 hypothetical protein COO60DRAFT_1560780 [Scenedesmus sp. NREL 46B-D3]	KAF8072404.1 hypothetical protein HT031_000063 [Scenedesmus sp. PABB004]
N3.HOG0007540	OG0009712	-									KAF6251370.1 hypothetical protein COO60DRAFT_629734 [Scenedesmus sp. NREL 46B-D3]	KAF8072403.1 hypothetical protein HT031_000062 [Scenedesmus sp. PABB004]
N3.HOG0007541	OG0009713	-									KAF6251407.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258352.1 hypothetical protein COO60DRAFT_1125841 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007542	OG0009714	-									KAF6259621.1 hypothetical protein COO60DRAFT_1460037 [Scenedesmus sp. NREL 46B-D3], KAF6251412.1 hypothetical protein COO60DRAFT_1560209 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007543	OG0009715	-									KAF6251439.1 hypothetical protein COO60DRAFT_1628938_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8060295.1 hypothetical protein HT031_004830 [Scenedesmus sp. PABB004]
N3.HOG0007544	OG0009716	-									KAF6262850.1 hypothetical protein COO60DRAFT_1494198_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251463.1 hypothetical protein COO60DRAFT_1559462 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007545	OG0009717	-									KAF6251466.1 hypothetical protein COO60DRAFT_616305 [Scenedesmus sp. NREL 46B-D3]	KAF8062804.1 hypothetical protein HT031_004134 [Scenedesmus sp. PABB004]
N3.HOG0007546	OG0009718	-									KAF6262856.1 hypothetical protein COO60DRAFT_575786 [Scenedesmus sp. NREL 46B-D3], KAF6251470.1 hypothetical protein COO60DRAFT_616357 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007547	OG0009719	-									KAF6251475.1 hypothetical protein COO60DRAFT_1559326 [Scenedesmus sp. NREL 46B-D3], KAF6259317.1 hypothetical protein COO60DRAFT_1514250 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007548	OG0009720	-									KAF6259318.1 hypothetical protein COO60DRAFT_1024959 [Scenedesmus sp. NREL 46B-D3], KAF6251476.1 hypothetical protein COO60DRAFT_610921 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007549	OG0009721	-									KAF6251477.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3], KAF6259319.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0007550	OG0009722	-									KAF6251482.1 hypothetical protein COO60DRAFT_1675442 [Scenedesmus sp. NREL 46B-D3]	KAF8072805.1 hypothetical protein HT031_000465 [Scenedesmus sp. PABB004]
N3.HOG0007551	OG0009723	-									KAF6251502.1 hypothetical protein COO60DRAFT_1559269 [Scenedesmus sp. NREL 46B-D3]	KAF8068367.1 hypothetical protein HT031_002056 [Scenedesmus sp. PABB004]
N3.HOG0007552	OG0009724	-									KAF6251526.1 hypothetical protein COO60DRAFT_609889 [Scenedesmus sp. NREL 46B-D3]	KAF8067396.1 hypothetical protein HT031_002444 [Scenedesmus sp. PABB004]
N3.HOG0007553	OG0009725	-									KAF6251531.1 hypothetical protein COO60DRAFT_1559073 [Scenedesmus sp. NREL 46B-D3], KAF6253875.1 hypothetical protein COO60DRAFT_1544256 [Scenedesmus sp. NREL 46B-D3]	
