Orthogroup	Auxenochlorella_protothecoides	Chlorella_VariabilisNC64A
OG0004612	RMZ54229.1 hypothetical protein APUTEX25_000580_ partial [Auxenochlorella protothecoides]	XP_005843328.1 hypothetical protein CHLNCDRAFT_141225 [Chlorella variabilis]
OG0004613	RMZ54234.1 hypothetical protein APUTEX25_000585 [Auxenochlorella protothecoides]	XP_005852036.1 hypothetical protein CHLNCDRAFT_16852_ partial [Chlorella variabilis]
OG0004614	RMZ54268.1 hypothetical protein APUTEX25_000619 [Auxenochlorella protothecoides]	XP_005842925.1 hypothetical protein CHLNCDRAFT_11893_ partial [Chlorella variabilis]
OG0004615	RMZ54283.1 hypothetical protein APUTEX25_001441 [Auxenochlorella protothecoides]	XP_005843033.1 hypothetical protein CHLNCDRAFT_141732 [Chlorella variabilis]
OG0004616	RMZ54290.1 hypothetical protein APUTEX25_001448_ partial [Auxenochlorella protothecoides]	XP_005845251.1 hypothetical protein CHLNCDRAFT_136921 [Chlorella variabilis]
OG0004617	RMZ54308.1 hypothetical protein APUTEX25_001466 [Auxenochlorella protothecoides]	XP_005843005.1 hypothetical protein CHLNCDRAFT_55451 [Chlorella variabilis]
OG0004618	RMZ54311.1 hypothetical protein APUTEX25_001469 [Auxenochlorella protothecoides]	XP_005845305.1 hypothetical protein CHLNCDRAFT_58612 [Chlorella variabilis]
OG0004619	RMZ54314.1 hypothetical protein APUTEX25_001472_ partial [Auxenochlorella protothecoides]	XP_005846409.1 hypothetical protein CHLNCDRAFT_135502 [Chlorella variabilis]
OG0004620	RMZ54317.1 hypothetical protein APUTEX25_001475 [Auxenochlorella protothecoides]	XP_005845381.1 hypothetical protein CHLNCDRAFT_58577 [Chlorella variabilis]
OG0004621	RMZ54341.1 hypothetical protein APUTEX25_001499 [Auxenochlorella protothecoides]	XP_005843032.1 hypothetical protein CHLNCDRAFT_141730 [Chlorella variabilis]
OG0004622	RMZ54349.1 hypothetical protein APUTEX25_001925 [Auxenochlorella protothecoides]	XP_005848654.1 hypothetical protein CHLNCDRAFT_21830 [Chlorella variabilis]
OG0004623	RMZ54356.1 hypothetical protein APUTEX25_001932 [Auxenochlorella protothecoides]	XP_005847995.1 hypothetical protein CHLNCDRAFT_57782 [Chlorella variabilis]
OG0004624	RMZ54369.1 hypothetical protein APUTEX25_001945 [Auxenochlorella protothecoides]	XP_005846740.1 hypothetical protein CHLNCDRAFT_135184 [Chlorella variabilis]
OG0004625	RMZ54393.1 hypothetical protein APUTEX25_001969 [Auxenochlorella protothecoides]	XP_005848483.1 hypothetical protein CHLNCDRAFT_144915 [Chlorella variabilis]
OG0004626	RMZ54420.1 hypothetical protein APUTEX25_001996_ partial [Auxenochlorella protothecoides]	XP_005848644.1 hypothetical protein CHLNCDRAFT_144188_ partial [Chlorella variabilis]
OG0004627	RMZ54425.1 hypothetical protein APUTEX25_002001 [Auxenochlorella protothecoides]	XP_005846525.1 hypothetical protein CHLNCDRAFT_135794 [Chlorella variabilis]
OG0004628	RMZ54441.1 hypothetical protein APUTEX25_002017 [Auxenochlorella protothecoides]	XP_005846514.1 hypothetical protein CHLNCDRAFT_58302 [Chlorella variabilis]
OG0004629	RMZ54445.1 hypothetical protein APUTEX25_002021 [Auxenochlorella protothecoides]	XP_005851737.1 hypothetical protein CHLNCDRAFT_10632_ partial [Chlorella variabilis]
OG0004630	RMZ54455.1 hypothetical protein APUTEX25_002031 [Auxenochlorella protothecoides]	XP_005848596.1 hypothetical protein CHLNCDRAFT_144088 [Chlorella variabilis]
OG0004631	RMZ54468.1 hypothetical protein APUTEX25_002044 [Auxenochlorella protothecoides]	XP_005851576.1 hypothetical protein CHLNCDRAFT_10018_ partial [Chlorella variabilis]
OG0004632	RMZ54484.1 hypothetical protein APUTEX25_002060_ partial [Auxenochlorella protothecoides]	XP_005850657.1 hypothetical protein CHLNCDRAFT_50346 [Chlorella variabilis]
OG0004633	RMZ54486.1 hypothetical protein APUTEX25_002062_ partial [Auxenochlorella protothecoides]	XP_005846343.1 hypothetical protein CHLNCDRAFT_135766 [Chlorella variabilis], XP_005852302.1 hypothetical protein CHLNCDRAFT_55707 [Chlorella variabilis]
OG0004634	RMZ54491.1 hypothetical protein APUTEX25_002067_ partial [Auxenochlorella protothecoides]	XP_005846351.1 hypothetical protein CHLNCDRAFT_16802_ partial [Chlorella variabilis]
OG0004635	RMZ54496.1 hypothetical protein APUTEX25_002072 [Auxenochlorella protothecoides]	XP_005851733.1 hypothetical protein CHLNCDRAFT_18280 [Chlorella variabilis]
OG0004636	RMZ54501.1 hypothetical protein APUTEX25_002077 [Auxenochlorella protothecoides]	XP_005849880.1 hypothetical protein CHLNCDRAFT_57293 [Chlorella variabilis]
OG0004637	RMZ54502.1 hypothetical protein APUTEX25_002078 [Auxenochlorella protothecoides]	XP_005847970.1 hypothetical protein CHLNCDRAFT_52119 [Chlorella variabilis]
OG0004638	RMZ54513.1 hypothetical protein APUTEX25_002089 [Auxenochlorella protothecoides]	XP_005846515.1 hypothetical protein CHLNCDRAFT_135760 [Chlorella variabilis]
OG0004639	RMZ54525.1 hypothetical protein APUTEX25_002101 [Auxenochlorella protothecoides]	XP_005851631.1 hypothetical protein CHLNCDRAFT_138187 [Chlorella variabilis]
OG0004640	RMZ54537.1 hypothetical protein APUTEX25_002112 [Auxenochlorella protothecoides]	XP_005849993.1 hypothetical protein CHLNCDRAFT_141918 [Chlorella variabilis]
OG0004641	RMZ54545.1 hypothetical protein APUTEX25_002120 [Auxenochlorella protothecoides]	XP_005849624.1 hypothetical protein CHLNCDRAFT_143120 [Chlorella variabilis]
OG0004642	RMZ54563.1 hypothetical protein APUTEX25_002138 [Auxenochlorella protothecoides]	XP_005849883.1 hypothetical protein CHLNCDRAFT_143123 [Chlorella variabilis]
OG0004643	RMZ54567.1 hypothetical protein APUTEX25_002142_ partial [Auxenochlorella protothecoides]	XP_005851215.1 expressed protein [Chlorella variabilis]
OG0004644	RMZ54572.1 hypothetical protein APUTEX25_002147_ partial [Auxenochlorella protothecoides]	XP_005849885.1 hypothetical protein CHLNCDRAFT_143127 [Chlorella variabilis]
OG0004645	RMZ54584.1 hypothetical protein APUTEX25_002170 [Auxenochlorella protothecoides]	XP_005843284.1 hypothetical protein CHLNCDRAFT_59311 [Chlorella variabilis]
OG0004646	RMZ54585.1 hypothetical protein APUTEX25_002171 [Auxenochlorella protothecoides]	XP_005844929.1 hypothetical protein CHLNCDRAFT_26443 [Chlorella variabilis]
OG0004647	RMZ54599.1 hypothetical protein APUTEX25_002185_ partial [Auxenochlorella protothecoides]	XP_005843249.1 hypothetical protein CHLNCDRAFT_141361 [Chlorella variabilis]
OG0004648	RMZ54627.1 hypothetical protein APUTEX25_003005 [Auxenochlorella protothecoides]	XP_005851151.1 hypothetical protein CHLNCDRAFT_29488 [Chlorella variabilis]
OG0004649	RMZ54634.1 hypothetical protein APUTEX25_003012 [Auxenochlorella protothecoides]	XP_005851160.1 hypothetical protein CHLNCDRAFT_137775 [Chlorella variabilis]
OG0004650	RMZ54639.1 hypothetical protein APUTEX25_003017_ partial [Auxenochlorella protothecoides]	XP_005851125.1 hypothetical protein CHLNCDRAFT_19165 [Chlorella variabilis]
OG0004651	RMZ54647.1 hypothetical protein APUTEX25_003025 [Auxenochlorella protothecoides]	XP_005851443.1 hypothetical protein CHLNCDRAFT_19023 [Chlorella variabilis]
OG0004652	RMZ54673.1 hypothetical protein APUTEX25_003051_ partial [Auxenochlorella protothecoides]	XP_005844111.1 hypothetical protein CHLNCDRAFT_139551 [Chlorella variabilis]
OG0004653	RMZ54691.1 hypothetical protein APUTEX25_003069 [Auxenochlorella protothecoides]	XP_005850137.1 hypothetical protein CHLNCDRAFT_20737_ partial [Chlorella variabilis]
OG0004654	RMZ54702.1 hypothetical protein APUTEX25_003080 [Auxenochlorella protothecoides]	XP_005844109.1 hypothetical protein CHLNCDRAFT_10529_ partial [Chlorella variabilis]
OG0004655	RMZ54713.1 hypothetical protein APUTEX25_003091 [Auxenochlorella protothecoides]	XP_005851430.1 hypothetical protein CHLNCDRAFT_137735 [Chlorella variabilis]
OG0004656	RMZ54718.1 hypothetical protein APUTEX25_003096 [Auxenochlorella protothecoides]	XP_005844490.1 hypothetical protein CHLNCDRAFT_26858_ partial [Chlorella variabilis]
OG0004657	RMZ54731.1 hypothetical protein APUTEX25_003109_ partial [Auxenochlorella protothecoides]	XP_005844542.1 hypothetical protein CHLNCDRAFT_138968 [Chlorella variabilis]
OG0004658	RMZ54741.1 hypothetical protein APUTEX25_003119 [Auxenochlorella protothecoides]	XP_005844536.1 hypothetical protein CHLNCDRAFT_54482 [Chlorella variabilis]
OG0004659	RMZ54769.1 hypothetical protein APUTEX25_000286 [Auxenochlorella protothecoides]	XP_005849085.1 hypothetical protein CHLNCDRAFT_143586 [Chlorella variabilis]
OG0004660	RMZ54787.1 hypothetical protein APUTEX25_000304 [Auxenochlorella protothecoides]	XP_005847811.1 hypothetical protein CHLNCDRAFT_134005 [Chlorella variabilis]
OG0004661	RMZ54793.1 hypothetical protein APUTEX25_000310 [Auxenochlorella protothecoides]	XP_005847601.1 hypothetical protein CHLNCDRAFT_48812 [Chlorella variabilis]
OG0004662	RMZ54794.1 hypothetical protein APUTEX25_000311 [Auxenochlorella protothecoides]	XP_005849281.1 hypothetical protein CHLNCDRAFT_143577 [Chlorella variabilis]
OG0004663	RMZ54807.1 hypothetical protein APUTEX25_000324 [Auxenochlorella protothecoides]	XP_005850852.1 hypothetical protein CHLNCDRAFT_140454 [Chlorella variabilis]
OG0004664	RMZ54821.1 hypothetical protein APUTEX25_000338_ partial [Auxenochlorella protothecoides]	XP_005847429.1 hypothetical protein CHLNCDRAFT_134322 [Chlorella variabilis], XP_005850591.1 hypothetical protein CHLNCDRAFT_140518 [Chlorella variabilis]
OG0004665	RMZ54831.1 hypothetical protein APUTEX25_000348_ partial [Auxenochlorella protothecoides]	XP_005846684.1 hypothetical protein CHLNCDRAFT_24455_ partial [Chlorella variabilis]
OG0004666	RMZ54851.1 hypothetical protein APUTEX25_000368 [Auxenochlorella protothecoides]	XP_005847730.1 hypothetical protein CHLNCDRAFT_57818 [Chlorella variabilis]
OG0004667	RMZ54853.1 hypothetical protein APUTEX25_000370 [Auxenochlorella protothecoides]	XP_005846835.1 hypothetical protein CHLNCDRAFT_13697_ partial [Chlorella variabilis]
OG0004668	RMZ54854.1 hypothetical protein APUTEX25_000371 [Auxenochlorella protothecoides]	XP_005849270.1 hypothetical protein CHLNCDRAFT_143545 [Chlorella variabilis]
OG0004669	RMZ54884.1 hypothetical protein APUTEX25_000401 [Auxenochlorella protothecoides]	XP_005849366.1 hypothetical protein CHLNCDRAFT_21497 [Chlorella variabilis]
OG0004670	RMZ54926.1 hypothetical protein APUTEX25_000443_ partial [Auxenochlorella protothecoides]	XP_005842822.1 hypothetical protein CHLNCDRAFT_142589 [Chlorella variabilis]
OG0004671	RMZ54933.1 hypothetical protein APUTEX25_000450_ partial [Auxenochlorella protothecoides]	XP_005842824.1 hypothetical protein CHLNCDRAFT_142596 [Chlorella variabilis]
OG0004672	RMZ54939.1 hypothetical protein APUTEX25_000456 [Auxenochlorella protothecoides]	XP_005850598.1 hypothetical protein CHLNCDRAFT_140536 [Chlorella variabilis]
OG0004673	RMZ54947.1 hypothetical protein APUTEX25_000464 [Auxenochlorella protothecoides]	XP_005846084.1 hypothetical protein CHLNCDRAFT_135940 [Chlorella variabilis]
OG0004674	RMZ54954.1 hypothetical protein APUTEX25_000471 [Auxenochlorella protothecoides]	XP_005847648.1 hypothetical protein CHLNCDRAFT_134004 [Chlorella variabilis]
OG0004675	RMZ54965.1 hypothetical protein APUTEX25_000482 [Auxenochlorella protothecoides]	XP_005849533.1 hypothetical protein CHLNCDRAFT_142894 [Chlorella variabilis]
OG0004676	RMZ54986.1 hypothetical protein APUTEX25_000503 [Auxenochlorella protothecoides]	XP_005848954.1 hypothetical protein CHLNCDRAFT_144451 [Chlorella variabilis]
OG0004677	RMZ55002.1 hypothetical protein APUTEX25_000519 [Auxenochlorella protothecoides]	XP_005849871.1 hypothetical protein CHLNCDRAFT_143096 [Chlorella variabilis]
OG0004678	RMZ55035.1 hypothetical protein APUTEX25_005661_ partial [Auxenochlorella protothecoides]	XP_005843785.1 hypothetical protein CHLNCDRAFT_139916 [Chlorella variabilis]
OG0004679	RMZ55049.1 hypothetical protein APUTEX25_005675 [Auxenochlorella protothecoides]	XP_005845924.1 hypothetical protein CHLNCDRAFT_25519_ partial [Chlorella variabilis]
OG0004680	RMZ55051.1 hypothetical protein APUTEX25_005677_ partial [Auxenochlorella protothecoides]	XP_005843792.1 hypothetical protein CHLNCDRAFT_139935 [Chlorella variabilis]
OG0004681	RMZ55057.1 hypothetical protein APUTEX25_005683_ partial [Auxenochlorella protothecoides]	XP_005843794.1 hypothetical protein CHLNCDRAFT_139941 [Chlorella variabilis]
OG0004682	RMZ55089.1 hypothetical protein APUTEX25_005715 [Auxenochlorella protothecoides]	XP_005845483.1 hypothetical protein CHLNCDRAFT_137153 [Chlorella variabilis]
OG0004683	RMZ55095.1 hypothetical protein APUTEX25_005721 [Auxenochlorella protothecoides]	XP_005850470.1 hypothetical protein CHLNCDRAFT_142451 [Chlorella variabilis]
OG0004684	RMZ55111.1 hypothetical protein APUTEX25_005389 [Auxenochlorella protothecoides]	XP_005850803.1 hypothetical protein CHLNCDRAFT_140330 [Chlorella variabilis]
OG0004685	RMZ55142.1 hypothetical protein APUTEX25_005420_ partial [Auxenochlorella protothecoides]	XP_005847357.1 hypothetical protein CHLNCDRAFT_134589 [Chlorella variabilis]
OG0004687	RMZ55179.1 hypothetical protein APUTEX25_005457 [Auxenochlorella protothecoides]	XP_005849508.1 hypothetical protein CHLNCDRAFT_20845 [Chlorella variabilis]
OG0004688	RMZ55193.1 hypothetical protein APUTEX25_005471 [Auxenochlorella protothecoides]	XP_005849266.1 hypothetical protein CHLNCDRAFT_143530 [Chlorella variabilis]
OG0004689	RMZ55198.1 hypothetical protein APUTEX25_005476 [Auxenochlorella protothecoides]	XP_005850502.1 hypothetical protein CHLNCDRAFT_19583 [Chlorella variabilis]
OG0004690	RMZ55201.1 hypothetical protein APUTEX25_005479 [Auxenochlorella protothecoides]	XP_005849488.1 hypothetical protein CHLNCDRAFT_50903 [Chlorella variabilis]
OG0004691	RMZ55209.1 hypothetical protein APUTEX25_005487 [Auxenochlorella protothecoides]	XP_005844171.1 hypothetical protein CHLNCDRAFT_139316 [Chlorella variabilis]
OG0004692	RMZ55217.1 hypothetical protein APUTEX25_005495_ partial [Auxenochlorella protothecoides]	XP_005849265.1 hypothetical protein CHLNCDRAFT_51233 [Chlorella variabilis]
OG0004693	RMZ55241.1 hypothetical protein APUTEX25_005519 [Auxenochlorella protothecoides]	XP_005843063.1 hypothetical protein CHLNCDRAFT_141587 [Chlorella variabilis]
OG0004694	RMZ55252.1 hypothetical protein APUTEX25_005530_ partial [Auxenochlorella protothecoides]	XP_005842758.1 hypothetical protein CHLNCDRAFT_28906_ partial [Chlorella variabilis]
OG0004695	RMZ55267.1 hypothetical protein APUTEX25_005545 [Auxenochlorella protothecoides]	XP_005847529.1 hypothetical protein CHLNCDRAFT_56181 [Chlorella variabilis]
OG0004696	RMZ55268.1 hypothetical protein APUTEX25_005546 [Auxenochlorella protothecoides]	XP_005851376.1 hypothetical protein CHLNCDRAFT_49788 [Chlorella variabilis]
OG0004697	RMZ55272.1 hypothetical protein APUTEX25_005550_ partial [Auxenochlorella protothecoides]	XP_005849693.1 hypothetical protein CHLNCDRAFT_51158 [Chlorella variabilis]
OG0004699	RMZ55275.1 hypothetical protein APUTEX25_005553 [Auxenochlorella protothecoides]	XP_005850514.1 hypothetical protein CHLNCDRAFT_50177 [Chlorella variabilis]
OG0004700	RMZ55294.1 hypothetical protein APUTEX25_003432 [Auxenochlorella protothecoides]	XP_005847101.1 hypothetical protein CHLNCDRAFT_134813 [Chlorella variabilis]
OG0004701	RMZ55296.1 hypothetical protein APUTEX25_003434 [Auxenochlorella protothecoides]	XP_005847100.1 hypothetical protein CHLNCDRAFT_24102 [Chlorella variabilis]
OG0004702	RMZ55297.1 hypothetical protein APUTEX25_003435 [Auxenochlorella protothecoides]	XP_005846929.1 hypothetical protein CHLNCDRAFT_134842 [Chlorella variabilis]
OG0004703	RMZ55312.1 hypothetical protein APUTEX25_003450 [Auxenochlorella protothecoides]	XP_005847109.1 hypothetical protein CHLNCDRAFT_134826 [Chlorella variabilis]
OG0004704	RMZ55329.1 hypothetical protein APUTEX25_003467 [Auxenochlorella protothecoides]	XP_005846915.1 hypothetical protein CHLNCDRAFT_134807 [Chlorella variabilis]
OG0004705	RMZ55339.1 hypothetical protein APUTEX25_003477_ partial [Auxenochlorella protothecoides]	XP_005847104.1 hypothetical protein CHLNCDRAFT_23935_ partial [Chlorella variabilis]
OG0004706	RMZ55348.1 hypothetical protein APUTEX25_003486 [Auxenochlorella protothecoides]	XP_005845905.1 hypothetical protein CHLNCDRAFT_53624 [Chlorella variabilis]
OG0004707	RMZ55357.1 hypothetical protein APUTEX25_002215 [Auxenochlorella protothecoides]	XP_005849638.1 hypothetical protein CHLNCDRAFT_20896_ partial [Chlorella variabilis]
OG0004708	RMZ55368.1 hypothetical protein APUTEX25_002226 [Auxenochlorella protothecoides]	XP_005849459.1 hypothetical protein CHLNCDRAFT_30273 [Chlorella variabilis]
OG0004709	RMZ55369.1 hypothetical protein APUTEX25_002227 [Auxenochlorella protothecoides]	XP_005849458.1 hypothetical protein CHLNCDRAFT_142728 [Chlorella variabilis]
OG0004710	RMZ55374.1 hypothetical protein APUTEX25_004689_ partial [Auxenochlorella protothecoides]	XP_005843755.1 hypothetical protein CHLNCDRAFT_139846 [Chlorella variabilis]
OG0004711	RMZ55380.1 hypothetical protein APUTEX25_003504 [Auxenochlorella protothecoides]	XP_005850086.1 hypothetical protein CHLNCDRAFT_20689_ partial [Chlorella variabilis]
OG0004712	RMZ55385.1 hypothetical protein APUTEX25_003509 [Auxenochlorella protothecoides]	XP_005850012.1 hypothetical protein CHLNCDRAFT_34322 [Chlorella variabilis]
OG0004713	RMZ55391.1 hypothetical protein APUTEX25_003515 [Auxenochlorella protothecoides]	XP_005849663.1 hypothetical protein CHLNCDRAFT_21255 [Chlorella variabilis]
OG0004714	RMZ55413.1 hypothetical protein APUTEX25_003537 [Auxenochlorella protothecoides]	XP_005843586.1 hypothetical protein CHLNCDRAFT_27939 [Chlorella variabilis]
OG0004715	RMZ55438.1 hypothetical protein APUTEX25_003562_ partial [Auxenochlorella protothecoides]	XP_005849413.1 hypothetical protein CHLNCDRAFT_143932 [Chlorella variabilis]
OG0004716	RMZ55445.1 hypothetical protein APUTEX25_003569 [Auxenochlorella protothecoides]	XP_005849998.1 hypothetical protein CHLNCDRAFT_15707_ partial [Chlorella variabilis]
OG0004717	RMZ55457.1 hypothetical protein APUTEX25_003581_ partial [Auxenochlorella protothecoides]	XP_005843583.1 hypothetical protein CHLNCDRAFT_140244 [Chlorella variabilis]
OG0004718	RMZ55459.1 hypothetical protein APUTEX25_003583 [Auxenochlorella protothecoides]	XP_005850274.1 hypothetical protein CHLNCDRAFT_20388_ partial [Chlorella variabilis]
OG0004720	RMZ55522.1 hypothetical protein APUTEX25_000105 [Auxenochlorella protothecoides]	XP_005848602.1 hypothetical protein CHLNCDRAFT_144099_ partial [Chlorella variabilis]
OG0004721	RMZ55533.1 hypothetical protein APUTEX25_000116_ partial [Auxenochlorella protothecoides]	XP_005844250.1 hypothetical protein CHLNCDRAFT_36965 [Chlorella variabilis]
OG0004722	RMZ55569.1 hypothetical protein APUTEX25_000152_ partial [Auxenochlorella protothecoides]	XP_005844079.1 hypothetical protein CHLNCDRAFT_27264 [Chlorella variabilis]
OG0004723	RMZ55591.1 hypothetical protein APUTEX25_000174 [Auxenochlorella protothecoides]	XP_005849183.1 hypothetical protein CHLNCDRAFT_143849 [Chlorella variabilis]
OG0004724	RMZ55602.1 hypothetical protein APUTEX25_000185_ partial [Auxenochlorella protothecoides]	XP_005843984.1 hypothetical protein CHLNCDRAFT_59044 [Chlorella variabilis]
OG0004725	RMZ55673.1 hypothetical protein APUTEX25_000256 [Auxenochlorella protothecoides]	XP_005845692.1 hypothetical protein CHLNCDRAFT_58549 [Chlorella variabilis]
OG0004726	RMZ55680.1 hypothetical protein APUTEX25_000263 [Auxenochlorella protothecoides]	XP_005843304.1 hypothetical protein CHLNCDRAFT_141164 [Chlorella variabilis]
OG0004727	RMZ55687.1 hypothetical protein APUTEX25_000270 [Auxenochlorella protothecoides]	XP_005843375.1 hypothetical protein CHLNCDRAFT_55230 [Chlorella variabilis]
OG0004728	RMZ55704.1 hypothetical protein APUTEX25_005745_ partial [Auxenochlorella protothecoides]	XP_005847683.1 hypothetical protein CHLNCDRAFT_15569_ partial [Chlorella variabilis]
OG0004729	RMZ55709.1 hypothetical protein APUTEX25_005750 [Auxenochlorella protothecoides]	XP_005847804.1 hypothetical protein CHLNCDRAFT_133990 [Chlorella variabilis]
OG0004730	RMZ55724.1 hypothetical protein APUTEX25_005765_ partial [Auxenochlorella protothecoides]	XP_005847865.1 hypothetical protein CHLNCDRAFT_52421 [Chlorella variabilis]
OG0004731	RMZ55734.1 hypothetical protein APUTEX25_005775 [Auxenochlorella protothecoides]	XP_005843010.1 hypothetical protein CHLNCDRAFT_141671 [Chlorella variabilis], XP_005844095.1 hypothetical protein CHLNCDRAFT_37095 [Chlorella variabilis]
OG0004732	RMZ55745.1 hypothetical protein APUTEX25_005786 [Auxenochlorella protothecoides]	XP_005847803.1 hypothetical protein CHLNCDRAFT_23084_ partial [Chlorella variabilis]
OG0004733	RMZ55754.1 hypothetical protein APUTEX25_005795 [Auxenochlorella protothecoides]	XP_005844283.1 hypothetical protein CHLNCDRAFT_37039 [Chlorella variabilis]
OG0004734	RMZ55764.1 hypothetical protein APUTEX25_005805 [Auxenochlorella protothecoides]	XP_005847360.1 hypothetical protein CHLNCDRAFT_134594 [Chlorella variabilis]
OG0004736	RMZ55792.1 hypothetical protein APUTEX25_005833 [Auxenochlorella protothecoides]	XP_005843996.1 hypothetical protein CHLNCDRAFT_139489 [Chlorella variabilis]
OG0004737	RMZ55813.1 hypothetical protein APUTEX25_003779 [Auxenochlorella protothecoides]	XP_005846169.1 hypothetical protein CHLNCDRAFT_136164 [Chlorella variabilis]
OG0004738	RMZ55825.1 hypothetical protein APUTEX25_003791 [Auxenochlorella protothecoides]	XP_005846175.1 hypothetical protein CHLNCDRAFT_136180 [Chlorella variabilis]
OG0004739	RMZ55833.1 hypothetical protein APUTEX25_003799_ partial [Auxenochlorella protothecoides]	XP_005845979.1 hypothetical protein CHLNCDRAFT_56237 [Chlorella variabilis]
OG0004740	RMZ55858.1 hypothetical protein APUTEX25_003824 [Auxenochlorella protothecoides]	XP_005846146.1 hypothetical protein CHLNCDRAFT_136113 [Chlorella variabilis]
OG0004741	RMZ55863.1 hypothetical protein APUTEX25_003829 [Auxenochlorella protothecoides]	XP_005849955.1 hypothetical protein CHLNCDRAFT_143310 [Chlorella variabilis]
OG0004742	RMZ55868.1 hypothetical protein APUTEX25_003834 [Auxenochlorella protothecoides]	XP_005846128.1 hypothetical protein CHLNCDRAFT_53397 [Chlorella variabilis]
OG0004743	RMZ55881.1 hypothetical protein APUTEX25_003847_ partial [Auxenochlorella protothecoides]	XP_005845994.1 hypothetical protein CHLNCDRAFT_136052 [Chlorella variabilis]
OG0004744	RMZ55898.1 hypothetical protein APUTEX25_003864 [Auxenochlorella protothecoides]	XP_005845981.1 hypothetical protein CHLNCDRAFT_136023 [Chlorella variabilis]
OG0004745	RMZ55907.1 hypothetical protein APUTEX25_004331 [Auxenochlorella protothecoides]	XP_005848888.1 hypothetical protein CHLNCDRAFT_59647 [Chlorella variabilis]
OG0004746	RMZ55909.1 hypothetical protein APUTEX25_004333 [Auxenochlorella protothecoides]	XP_005846882.1 hypothetical protein CHLNCDRAFT_12290_ partial [Chlorella variabilis]
OG0004747	RMZ55936.1 hypothetical protein APUTEX25_004360 [Auxenochlorella protothecoides]	XP_005850300.1 hypothetical protein CHLNCDRAFT_142049 [Chlorella variabilis]
OG0004750	RMZ55965.1 hypothetical protein APUTEX25_004389_ partial [Auxenochlorella protothecoides]	XP_005850066.1 hypothetical protein CHLNCDRAFT_142093 [Chlorella variabilis]
OG0004751	RMZ55980.1 hypothetical protein APUTEX25_004404 [Auxenochlorella protothecoides]	XP_005847605.1 hypothetical protein CHLNCDRAFT_23080 [Chlorella variabilis]
OG0004752	RMZ55986.1 hypothetical protein APUTEX25_004410 [Auxenochlorella protothecoides]	XP_005851546.1 hypothetical protein CHLNCDRAFT_138002 [Chlorella variabilis]
OG0004753	RMZ55990.1 hypothetical protein APUTEX25_004414 [Auxenochlorella protothecoides]	XP_005850325.1 hypothetical protein CHLNCDRAFT_50630 [Chlorella variabilis]
OG0004754	RMZ56019.1 hypothetical protein APUTEX25_004443_ partial [Auxenochlorella protothecoides]	XP_005850317.1 hypothetical protein CHLNCDRAFT_142087 [Chlorella variabilis]
OG0004755	RMZ56029.1 hypothetical protein APUTEX25_004453 [Auxenochlorella protothecoides]	XP_005844411.1 hypothetical protein CHLNCDRAFT_16563_ partial [Chlorella variabilis]
OG0004756	RMZ56043.1 hypothetical protein APUTEX25_004467 [Auxenochlorella protothecoides]	XP_005851262.1 hypothetical protein CHLNCDRAFT_138020 [Chlorella variabilis]
OG0004757	RMZ56057.1 hypothetical protein APUTEX25_004481_ partial [Auxenochlorella protothecoides]	XP_005851527.1 hypothetical protein CHLNCDRAFT_19374 [Chlorella variabilis]
OG0004758	RMZ56087.1 hypothetical protein APUTEX25_004511 [Auxenochlorella protothecoides]	XP_005846860.1 hypothetical protein CHLNCDRAFT_134666 [Chlorella variabilis]
OG0004759	RMZ56114.1 hypothetical protein APUTEX25_004538_ partial [Auxenochlorella protothecoides]	XP_005847031.1 expressed protein [Chlorella variabilis]
OG0004760	RMZ56146.1 hypothetical protein APUTEX25_004570 [Auxenochlorella protothecoides]	XP_005851686.1 hypothetical protein CHLNCDRAFT_49352 [Chlorella variabilis]
OG0004761	RMZ56189.1 hypothetical protein APUTEX25_002379 [Auxenochlorella protothecoides]	XP_005844492.1 hypothetical protein CHLNCDRAFT_138846 [Chlorella variabilis]
OG0004763	RMZ56217.1 hypothetical protein APUTEX25_002407_ partial [Auxenochlorella protothecoides]	XP_005847453.1 hypothetical protein CHLNCDRAFT_134372 [Chlorella variabilis]
OG0004764	RMZ56275.1 hypothetical protein APUTEX25_002465 [Auxenochlorella protothecoides]	XP_005845786.1 hypothetical protein CHLNCDRAFT_25506_ partial [Chlorella variabilis]
OG0004765	RMZ56276.1 hypothetical protein APUTEX25_002466 [Auxenochlorella protothecoides]	XP_005843872.1 hypothetical protein CHLNCDRAFT_139725 [Chlorella variabilis]
OG0004766	RMZ56277.1 hypothetical protein APUTEX25_002467 [Auxenochlorella protothecoides]	XP_005846018.1 hypothetical protein CHLNCDRAFT_25268_ partial [Chlorella variabilis]
OG0004767	RMZ56292.1 hypothetical protein APUTEX25_000531 [Auxenochlorella protothecoides]	XP_005849379.1 hypothetical protein CHLNCDRAFT_143853 [Chlorella variabilis]
OG0004768	RMZ56301.1 hypothetical protein APUTEX25_000540_ partial [Auxenochlorella protothecoides]	XP_005849398.1 hypothetical protein CHLNCDRAFT_34927 [Chlorella variabilis], XP_005849397.1 hypothetical protein CHLNCDRAFT_143896 [Chlorella variabilis]
OG0004769	RMZ56318.1 hypothetical protein APUTEX25_000557 [Auxenochlorella protothecoides]	XP_005849192.1 hypothetical protein CHLNCDRAFT_143874 [Chlorella variabilis]
