Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_PABB004
OG0003159	RMZ57585.1 hypothetical protein APUTEX25_001785_ partial [Auxenochlorella protothecoides]	KAF8061936.1 SNF12 [Scenedesmus sp. PABB004]
OG0003160	RMZ57587.1 hypothetical protein APUTEX25_001787 [Auxenochlorella protothecoides]	KAF8061323.1 ARP6 [Scenedesmus sp. PABB004]
OG0003162	RMZ57609.1 hypothetical protein APUTEX25_001809_ partial [Auxenochlorella protothecoides]	KAF8063713.1 mmsdh [Scenedesmus sp. PABB004]
OG0003163	RMZ57617.1 hypothetical protein APUTEX25_001817 [Auxenochlorella protothecoides]	KAF8072419.1 tmem53-b [Scenedesmus sp. PABB004]
OG0003165	RMZ57648.1 hypothetical protein APUTEX25_001848 [Auxenochlorella protothecoides]	KAF8072398.1 PYD2 [Scenedesmus sp. PABB004]
OG0003166	RMZ57651.1 hypothetical protein APUTEX25_001851 [Auxenochlorella protothecoides]	KAF8071265.1 EBP1 [Scenedesmus sp. PABB004]
OG0003168	RMZ57668.1 hypothetical protein APUTEX25_001868 [Auxenochlorella protothecoides]	KAF8072535.1 FBA8 [Scenedesmus sp. PABB004]
OG0003169	RMZ57671.1 hypothetical protein APUTEX25_001871_ partial [Auxenochlorella protothecoides]	KAF8064695.1 mybH [Scenedesmus sp. PABB004]
OG0003170	RMZ57672.1 hypothetical protein APUTEX25_001872 [Auxenochlorella protothecoides]	KAF8072347.1 hypothetical protein HT031_000006 [Scenedesmus sp. PABB004]
OG0003171	RMZ57674.1 hypothetical protein APUTEX25_001874 [Auxenochlorella protothecoides]	KAF8055124.1 RPT4B [Scenedesmus sp. PABB004]
OG0003173	RMZ57680.1 hypothetical protein APUTEX25_001880 [Auxenochlorella protothecoides]	KAF8065538.1 ISA3 [Scenedesmus sp. PABB004]
OG0003174	RMZ57685.1 hypothetical protein APUTEX25_001885 [Auxenochlorella protothecoides]	KAF8056767.1 hypothetical protein HT031_006265 [Scenedesmus sp. PABB004]
OG0003175	RMZ57696.1 hypothetical protein APUTEX25_001896 [Auxenochlorella protothecoides]	KAF8065547.1 hypothetical protein HT031_003148 [Scenedesmus sp. PABB004]
OG0003176	RMZ57721.1 hypothetical protein APUTEX25_002111_ partial [Auxenochlorella protothecoides]	KAF8058097.1 COG1 [Scenedesmus sp. PABB004]
OG0003177	RMZ57743.1 hypothetical protein APUTEX25_003267_ partial [Auxenochlorella protothecoides]	KAF8065435.1 alpha N-terminal protein methyltransferase 1 [Scenedesmus sp. PABB004]
OG0003178	RMZ57750.1 hypothetical protein APUTEX25_001718_ partial [Auxenochlorella protothecoides]	KAF8063690.1 HST1 [Scenedesmus sp. PABB004]
OG0003179	RMZ57759.1 hypothetical protein APUTEX25_004611_ partial [Auxenochlorella protothecoides]	KAF8067267.1 KIN12C [Scenedesmus sp. PABB004]
OG0003180	RMZ57833.1 hypothetical protein APUTEX25_003427_ partial [Auxenochlorella protothecoides]	KAF8071198.1 EFL1 [Scenedesmus sp. PABB004]
OG0003348	RMZ52017.1 hypothetical protein APUTEX25_001211 [Auxenochlorella protothecoides]	KAF8071047.1 sec24 [Scenedesmus sp. PABB004]
OG0003349	RMZ52018.1 hypothetical protein APUTEX25_001212 [Auxenochlorella protothecoides]	KAF8071117.1 recA [Scenedesmus sp. PABB004]
OG0003350	RMZ52024.1 hypothetical protein APUTEX25_001218_ partial [Auxenochlorella protothecoides]	KAF8055092.1 hypothetical protein HT031_006842 [Scenedesmus sp. PABB004]
OG0003351	RMZ52029.1 hypothetical protein APUTEX25_001223_ partial [Auxenochlorella protothecoides]	KAF8056838.1 hypothetical protein HT031_006182 [Scenedesmus sp. PABB004]
OG0003352	RMZ52038.1 hypothetical protein APUTEX25_001232_ partial [Auxenochlorella protothecoides]	KAF8057753.1 tmem209 [Scenedesmus sp. PABB004]
OG0003353	RMZ52049.1 hypothetical protein APUTEX25_001243 [Auxenochlorella protothecoides]	KAF8063786.1 DMXL2 [Scenedesmus sp. PABB004]
OG0003354	RMZ52057.1 hypothetical protein APUTEX25_001251_ partial [Auxenochlorella protothecoides]	KAF8058910.1 inosine triphosphate pyrophosphatase [Scenedesmus sp. PABB004]
OG0003355	RMZ52068.1 hypothetical protein APUTEX25_001262 [Auxenochlorella protothecoides]	KAF8061292.1 iunH [Scenedesmus sp. PABB004]
OG0003356	RMZ52069.1 hypothetical protein APUTEX25_001263_ partial [Auxenochlorella protothecoides]	KAF8072367.1 VPS28-2 [Scenedesmus sp. PABB004]
OG0003359	RMZ52083.1 hypothetical protein APUTEX25_001277 [Auxenochlorella protothecoides]	KAF8067190.1 isn1 [Scenedesmus sp. PABB004]
OG0003360	RMZ52086.1 hypothetical protein APUTEX25_001280_ partial [Auxenochlorella protothecoides]	KAF8059371.1 hypothetical protein HT031_005176 [Scenedesmus sp. PABB004]
OG0003363	RMZ52126.1 hypothetical protein APUTEX25_001516 [Auxenochlorella protothecoides]	KAF8067265.1 ABCI10 [Scenedesmus sp. PABB004]
OG0003364	RMZ52132.1 hypothetical protein APUTEX25_001522 [Auxenochlorella protothecoides]	KAF8069605.1 Tmem205 [Scenedesmus sp. PABB004]
OG0003365	RMZ52145.1 hypothetical protein APUTEX25_001535 [Auxenochlorella protothecoides]	KAF8059178.1 hypothetical protein HT031_005350 [Scenedesmus sp. PABB004]
OG0003366	RMZ52147.1 hypothetical protein APUTEX25_001537_ partial [Auxenochlorella protothecoides]	KAF8069569.1 psi1 [Scenedesmus sp. PABB004]
OG0003367	RMZ52162.1 hypothetical protein APUTEX25_001552 [Auxenochlorella protothecoides]	KAF8056003.1 SAC8 [Scenedesmus sp. PABB004]
OG0003369	RMZ52168.1 hypothetical protein APUTEX25_001558_ partial [Auxenochlorella protothecoides]	KAF8063674.1 hypothetical protein HT031_003529 [Scenedesmus sp. PABB004]
OG0003373	RMZ52189.1 hypothetical protein APUTEX25_001579 [Auxenochlorella protothecoides]	KAF8055924.1 MAD1 [Scenedesmus sp. PABB004]
OG0003374	RMZ52190.1 hypothetical protein APUTEX25_001580 [Auxenochlorella protothecoides]	KAF8068229.1 FIE2 [Scenedesmus sp. PABB004]
OG0003375	RMZ52200.1 hypothetical protein APUTEX25_001590 [Auxenochlorella protothecoides]	KAF8072417.1 SRK2E [Scenedesmus sp. PABB004]
OG0003376	RMZ52208.1 hypothetical protein APUTEX25_001598 [Auxenochlorella protothecoides]	KAF8068286.1 PpiC domain-containing protein 12 [Scenedesmus sp. PABB004]
OG0003377	RMZ52225.1 hypothetical protein APUTEX25_001615 [Auxenochlorella protothecoides]	KAF8072353.1 D-xylose-proton symporter [Scenedesmus sp. PABB004]
OG0003379	RMZ52232.1 hypothetical protein APUTEX25_001622 [Auxenochlorella protothecoides]	KAF8065635.1 hypothetical protein HT031_003236 [Scenedesmus sp. PABB004]
OG0003381	RMZ52234.1 hypothetical protein APUTEX25_001624_ partial [Auxenochlorella protothecoides]	KAF8059648.1 Pyrophosphate-energized vacuolar membrane proton pump [Scenedesmus sp. PABB004]
OG0003382	RMZ52242.1 hypothetical protein APUTEX25_001632_ partial [Auxenochlorella protothecoides]	KAF8071006.1 RMR4 [Scenedesmus sp. PABB004]
OG0003383	RMZ52252.1 hypothetical protein APUTEX25_001642 [Auxenochlorella protothecoides]	KAF8065499.1 rplU [Scenedesmus sp. PABB004]
OG0003384	RMZ52258.1 hypothetical protein APUTEX25_001648_ partial [Auxenochlorella protothecoides]	KAF8057685.1 hypothetical protein HT031_006034 [Scenedesmus sp. PABB004]
OG0003386	RMZ52277.1 hypothetical protein APUTEX25_001667_ partial [Auxenochlorella protothecoides]	KAF8057755.1 PALD1 [Scenedesmus sp. PABB004]
OG0003388	RMZ52289.1 hypothetical protein APUTEX25_001679_ partial [Auxenochlorella protothecoides]	KAF8060531.1 Spef1 [Scenedesmus sp. PABB004]
OG0003390	RMZ52314.1 hypothetical protein APUTEX25_005067 [Auxenochlorella protothecoides]	KAF8055115.1 ysgA [Scenedesmus sp. PABB004]
OG0003391	RMZ52315.1 hypothetical protein APUTEX25_005068_ partial [Auxenochlorella protothecoides]	KAF8059976.1 VIII-A [Scenedesmus sp. PABB004]
OG0003392	RMZ52328.1 hypothetical protein APUTEX25_005081 [Auxenochlorella protothecoides]	KAF8062108.1 DRC9 [Scenedesmus sp. PABB004]
OG0003393	RMZ52329.1 hypothetical protein APUTEX25_005082 [Auxenochlorella protothecoides]	KAF8065646.1 Zgrf1 [Scenedesmus sp. PABB004]
OG0003396	RMZ52388.1 hypothetical protein APUTEX25_000663 [Auxenochlorella protothecoides]	KAF8059973.1 NRPB10L [Scenedesmus sp. PABB004]
OG0003397	RMZ52400.1 hypothetical protein APUTEX25_000675_ partial [Auxenochlorella protothecoides]	KAF8071149.1 FPG1 [Scenedesmus sp. PABB004]
OG0003398	RMZ52403.1 hypothetical protein APUTEX25_000678 [Auxenochlorella protothecoides]	KAF8066188.1 Sc5d [Scenedesmus sp. PABB004]
OG0003399	RMZ52404.1 hypothetical protein APUTEX25_000679_ partial [Auxenochlorella protothecoides]	KAF8058079.1 dolichyl pyrophosphate Man9GlcNAc2 alpha-1 [Scenedesmus sp. PABB004]
OG0003401	RMZ52411.1 hypothetical protein APUTEX25_000686_ partial [Auxenochlorella protothecoides]	KAF8072936.1 Nemf [Scenedesmus sp. PABB004]
OG0003402	RMZ52414.1 hypothetical protein APUTEX25_000689 [Auxenochlorella protothecoides]	KAF8060625.1 hypothetical protein HT031_004802 [Scenedesmus sp. PABB004]
OG0003404	RMZ52419.1 hypothetical protein APUTEX25_000694 [Auxenochlorella protothecoides]	KAF8067354.1 hypothetical protein HT031_002402 [Scenedesmus sp. PABB004]
OG0003405	RMZ52420.1 hypothetical protein APUTEX25_000695 [Auxenochlorella protothecoides]	KAF8071101.1 hypothetical protein HT031_001183 [Scenedesmus sp. PABB004]
OG0003406	RMZ52421.1 hypothetical protein APUTEX25_000696 [Auxenochlorella protothecoides]	KAF8066418.1 hypothetical protein HT031_002742 [Scenedesmus sp. PABB004]
OG0003407	RMZ52427.1 hypothetical protein APUTEX25_000006 [Auxenochlorella protothecoides]	KAF8056837.1 hypothetical protein HT031_006181 [Scenedesmus sp. PABB004]
OG0003408	RMZ52436.1 hypothetical protein APUTEX25_000015 [Auxenochlorella protothecoides]	KAF8057255.1 ddx10 [Scenedesmus sp. PABB004]
OG0003409	RMZ52442.1 hypothetical protein APUTEX25_000021 [Auxenochlorella protothecoides]	KAF8062731.1 hetI [Scenedesmus sp. PABB004]
OG0003410	RMZ52455.1 hypothetical protein APUTEX25_000034 [Auxenochlorella protothecoides]	KAF8055324.1 Orange-Green protein [Scenedesmus sp. PABB004]
OG0003412	RMZ52468.1 hypothetical protein APUTEX25_000047 [Auxenochlorella protothecoides]	KAF8062999.1 RMI1 [Scenedesmus sp. PABB004]
OG0003413	RMZ52479.1 hypothetical protein APUTEX25_003622 [Auxenochlorella protothecoides]	KAF8072937.1 ICP55 [Scenedesmus sp. PABB004]
OG0003417	RMZ52487.1 hypothetical protein APUTEX25_003630_ partial [Auxenochlorella protothecoides]	KAF8067392.1 hypothetical protein HT031_002440 [Scenedesmus sp. PABB004]
OG0003418	RMZ52491.1 hypothetical protein APUTEX25_003634_ partial [Auxenochlorella protothecoides]	KAF8063064.1 hypothetical protein HT031_003903 [Scenedesmus sp. PABB004]
OG0003419	RMZ52512.1 hypothetical protein APUTEX25_003655_ partial [Auxenochlorella protothecoides]	KAF8069573.1 ANTR6 [Scenedesmus sp. PABB004]
OG0003421	RMZ52524.1 hypothetical protein APUTEX25_003667 [Auxenochlorella protothecoides]	KAF8061106.1 GSO1 [Scenedesmus sp. PABB004]
OG0003422	RMZ52529.1 hypothetical protein APUTEX25_003672 [Auxenochlorella protothecoides]	KAF8069647.1 TAP46 [Scenedesmus sp. PABB004]
OG0003423	RMZ52531.1 hypothetical protein APUTEX25_003674 [Auxenochlorella protothecoides]	KAF8069623.1 ribBA [Scenedesmus sp. PABB004]
OG0003426	RMZ52552.1 hypothetical protein APUTEX25_003695 [Auxenochlorella protothecoides]	KAF8060008.1 Fra10ac1 [Scenedesmus sp. PABB004]
OG0003428	RMZ52559.1 hypothetical protein APUTEX25_003702_ partial [Auxenochlorella protothecoides]	KAF8066245.1 NUP205 [Scenedesmus sp. PABB004]
OG0003429	RMZ52562.1 hypothetical protein APUTEX25_003705 [Auxenochlorella protothecoides]	KAF8061891.1 hypothetical protein HT031_004151 [Scenedesmus sp. PABB004]
OG0003430	RMZ52567.1 hypothetical protein APUTEX25_003710 [Auxenochlorella protothecoides]	KAF8072964.1 hypothetical protein HT031_000624 [Scenedesmus sp. PABB004]
OG0003431	RMZ52571.1 hypothetical protein APUTEX25_003714_ partial [Auxenochlorella protothecoides]	KAF8055738.1 RH47 [Scenedesmus sp. PABB004]
OG0003433	RMZ52601.1 hypothetical protein APUTEX25_000720 [Auxenochlorella protothecoides]	KAF8059122.1 GDSL esterase/lipase [Scenedesmus sp. PABB004]
OG0003435	RMZ52624.1 hypothetical protein APUTEX25_000743_ partial [Auxenochlorella protothecoides]	KAF8057254.1 rpsF [Scenedesmus sp. PABB004]
OG0003437	RMZ52631.1 hypothetical protein APUTEX25_000750 [Auxenochlorella protothecoides]	KAF8068247.1 CLA1 [Scenedesmus sp. PABB004]
OG0003438	RMZ52644.1 hypothetical protein APUTEX25_000763 [Auxenochlorella protothecoides]	KAF8059393.1 hypothetical protein HT031_005198 [Scenedesmus sp. PABB004]
OG0003439	RMZ52646.1 hypothetical protein APUTEX25_000765_ partial [Auxenochlorella protothecoides]	KAF8072858.1 hypothetical protein HT031_000518 [Scenedesmus sp. PABB004]
OG0003440	RMZ52649.1 hypothetical protein APUTEX25_000768_ partial [Auxenochlorella protothecoides]	KAF8055732.1 noc3l [Scenedesmus sp. PABB004]
OG0003441	RMZ52652.1 hypothetical protein APUTEX25_000771 [Auxenochlorella protothecoides]	KAF8060541.1 psuG [Scenedesmus sp. PABB004]
OG0003442	RMZ52653.1 hypothetical protein APUTEX25_000772_ partial [Auxenochlorella protothecoides]	KAF8065533.1 SKIP5 [Scenedesmus sp. PABB004]
OG0003443	RMZ52671.1 hypothetical protein APUTEX25_000790_ partial [Auxenochlorella protothecoides]	KAF8062961.1 haloacid dehalogenase-like hydrolase domain-containing protein [Scenedesmus sp. PABB004]
OG0003444	RMZ52681.1 hypothetical protein APUTEX25_000800_ partial [Auxenochlorella protothecoides]	KAF8063709.1 SPAPB24D3.06c [Scenedesmus sp. PABB004]
OG0003447	RMZ52712.1 hypothetical protein APUTEX25_000831 [Auxenochlorella protothecoides]	KAF8069519.1 BRIZ2 [Scenedesmus sp. PABB004]
OG0003449	RMZ52715.1 hypothetical protein APUTEX25_000834_ partial [Auxenochlorella protothecoides]	KAF8072495.1 hypothetical protein HT031_000154 [Scenedesmus sp. PABB004]
OG0003450	RMZ52725.1 hypothetical protein APUTEX25_000844_ partial [Auxenochlorella protothecoides]	KAF8073027.1 morn3 [Scenedesmus sp. PABB004]
OG0003453	RMZ52738.1 hypothetical protein APUTEX25_000857 [Auxenochlorella protothecoides]	KAF8058124.1 hypothetical protein HT031_005784 [Scenedesmus sp. PABB004]
OG0003454	RMZ52785.1 hypothetical protein APUTEX25_000904 [Auxenochlorella protothecoides]	KAF8061290.1 RPL30 [Scenedesmus sp. PABB004]
OG0003455	RMZ52798.1 hypothetical protein APUTEX25_000917 [Auxenochlorella protothecoides]	KAF8060510.1 hypothetical protein HT031_004686 [Scenedesmus sp. PABB004]
OG0003456	RMZ52815.1 hypothetical protein APUTEX25_000934_ partial [Auxenochlorella protothecoides]	KAF8068281.1 8-oxoguanine deaminase [Scenedesmus sp. PABB004]
OG0003460	RMZ52847.1 hypothetical protein APUTEX25_000966 [Auxenochlorella protothecoides]	KAF8068447.1 xpo4 [Scenedesmus sp. PABB004]
OG0003461	RMZ52855.1 hypothetical protein APUTEX25_000974_ partial [Auxenochlorella protothecoides]	KAF8072842.1 hypothetical protein HT031_000502 [Scenedesmus sp. PABB004]
OG0003463	RMZ52878.1 hypothetical protein APUTEX25_000997_ partial [Auxenochlorella protothecoides]	KAF8056231.1 CNX1 [Scenedesmus sp. PABB004]
OG0003464	RMZ52880.1 hypothetical protein APUTEX25_000999 [Auxenochlorella protothecoides]	KAF8056107.1 ASHR2 [Scenedesmus sp. PABB004]
OG0003465	RMZ52890.1 hypothetical protein APUTEX25_001009_ partial [Auxenochlorella protothecoides]	KAF8064515.1 rplQ [Scenedesmus sp. PABB004]
OG0003467	RMZ52926.1 hypothetical protein APUTEX25_001045_ partial [Auxenochlorella protothecoides]	KAF8063024.1 SQD1 [Scenedesmus sp. PABB004]
OG0003469	RMZ52934.1 hypothetical protein APUTEX25_001053_ partial [Auxenochlorella protothecoides]	KAF8072536.1 hypothetical protein HT031_000196 [Scenedesmus sp. PABB004]
OG0003470	RMZ52939.1 hypothetical protein APUTEX25_001058_ partial [Auxenochlorella protothecoides]	KAF8069502.1 ALG5 [Scenedesmus sp. PABB004]
OG0003471	RMZ52940.1 hypothetical protein APUTEX25_001059 [Auxenochlorella protothecoides]	KAF8057128.1 kinY [Scenedesmus sp. PABB004]
OG0003472	RMZ52949.1 hypothetical protein APUTEX25_001068_ partial [Auxenochlorella protothecoides]	KAF8058077.1 mcfT [Scenedesmus sp. PABB004]
OG0003473	RMZ52954.1 hypothetical protein APUTEX25_001073 [Auxenochlorella protothecoides]	KAF8059428.1 TIP41L [Scenedesmus sp. PABB004]
OG0003475	RMZ52971.1 hypothetical protein APUTEX25_001090 [Auxenochlorella protothecoides]	KAF8063100.1 thylakoid membrane protein [Scenedesmus sp. PABB004]
OG0003476	RMZ52975.1 hypothetical protein APUTEX25_001094 [Auxenochlorella protothecoides]	KAF8058918.1 5FCL [Scenedesmus sp. PABB004]
OG0003479	RMZ52991.1 hypothetical protein APUTEX25_001110 [Auxenochlorella protothecoides]	KAF8073119.1 hypothetical protein HT031_000780 [Scenedesmus sp. PABB004]
OG0003482	RMZ53000.1 hypothetical protein APUTEX25_001119 [Auxenochlorella protothecoides]	KAF8060615.1 POLD4 [Scenedesmus sp. PABB004]
OG0003483	RMZ53001.1 hypothetical protein APUTEX25_001120_ partial [Auxenochlorella protothecoides]	KAF8057732.1 mutT [Scenedesmus sp. PABB004]
OG0003485	RMZ53020.1 hypothetical protein APUTEX25_001139 [Auxenochlorella protothecoides]	KAF8055735.1 THI1 [Scenedesmus sp. PABB004]
OG0003486	RMZ53021.1 hypothetical protein APUTEX25_001140 [Auxenochlorella protothecoides]	KAF8069587.1 CDC48B [Scenedesmus sp. PABB004]
OG0003487	RMZ53024.1 hypothetical protein APUTEX25_001143 [Auxenochlorella protothecoides]	KAF8072924.1 mapkbp1 [Scenedesmus sp. PABB004]
OG0003488	RMZ53028.1 hypothetical protein APUTEX25_001147 [Auxenochlorella protothecoides]	KAF8058438.1 unc-50-like protein [Scenedesmus sp. PABB004]
OG0003489	RMZ53030.1 hypothetical protein APUTEX25_001149_ partial [Auxenochlorella protothecoides]	KAF8065934.1 LSM2 [Scenedesmus sp. PABB004]
OG0003491	RMZ53060.1 hypothetical protein APUTEX25_001179_ partial [Auxenochlorella protothecoides]	KAF8073179.1 hypothetical protein HT031_000840 [Scenedesmus sp. PABB004]
OG0003493	RMZ53068.1 hypothetical protein APUTEX25_001187 [Auxenochlorella protothecoides]	KAF8072780.1 hypothetical protein HT031_000440 [Scenedesmus sp. PABB004]
OG0003494	RMZ53088.1 hypothetical protein APUTEX25_002497 [Auxenochlorella protothecoides]	KAF8067432.1 hypothetical protein HT031_002480 [Scenedesmus sp. PABB004]
OG0003496	RMZ53098.1 hypothetical protein APUTEX25_002507 [Auxenochlorella protothecoides]	KAF8061357.1 FAD4 [Scenedesmus sp. PABB004]
OG0003497	RMZ53100.1 hypothetical protein APUTEX25_002509 [Auxenochlorella protothecoides]	KAF8073050.1 FDC2 [Scenedesmus sp. PABB004]
OG0003498	RMZ53107.1 hypothetical protein APUTEX25_002516_ partial [Auxenochlorella protothecoides]	KAF8071158.1 hypothetical protein HT031_001240 [Scenedesmus sp. PABB004]
OG0003501	RMZ53130.1 hypothetical protein APUTEX25_005119 [Auxenochlorella protothecoides]	KAF8057719.1 fmt [Scenedesmus sp. PABB004]
OG0003504	RMZ53172.1 hypothetical protein APUTEX25_005161_ partial [Auxenochlorella protothecoides]	KAF8071335.1 primpol [Scenedesmus sp. PABB004]
OG0003505	RMZ53181.1 hypothetical protein APUTEX25_005170 [Auxenochlorella protothecoides]	KAF8055918.1 ESR2 [Scenedesmus sp. PABB004]
OG0003506	RMZ53193.1 hypothetical protein APUTEX25_005182 [Auxenochlorella protothecoides]	KAF8069397.1 hypothetical protein HT031_001512 [Scenedesmus sp. PABB004]
OG0003508	RMZ53200.1 hypothetical protein APUTEX25_005189 [Auxenochlorella protothecoides]	KAF8058862.1 RPL21E [Scenedesmus sp. PABB004]
OG0003509	RMZ53210.1 hypothetical protein APUTEX25_005199_ partial [Auxenochlorella protothecoides]	KAF8059170.1 Trappc2 [Scenedesmus sp. PABB004]
OG0003510	RMZ53213.1 hypothetical protein APUTEX25_005202 [Auxenochlorella protothecoides]	KAF8070900.1 hypothetical protein HT031_000981 [Scenedesmus sp. PABB004]
OG0003511	RMZ53216.1 hypothetical protein APUTEX25_005205 [Auxenochlorella protothecoides]	KAF8061298.1 hypothetical protein HT031_004389 [Scenedesmus sp. PABB004]
OG0003512	RMZ53220.1 hypothetical protein APUTEX25_005209 [Auxenochlorella protothecoides]	KAF8056787.1 CYP97A3 [Scenedesmus sp. PABB004]
OG0003514	RMZ53225.1 hypothetical protein APUTEX25_005214 [Auxenochlorella protothecoides]	KAF8071294.1 hypothetical protein HT031_001377 [Scenedesmus sp. PABB004]
OG0003515	RMZ53239.1 hypothetical protein APUTEX25_005228 [Auxenochlorella protothecoides]	KAF8056221.1 hypothetical protein HT031_006409 [Scenedesmus sp. PABB004]
OG0003516	RMZ53242.1 hypothetical protein APUTEX25_005231_ partial [Auxenochlorella protothecoides]	KAF8065445.1 CSTF77 [Scenedesmus sp. PABB004]
OG0003517	RMZ53245.1 hypothetical protein APUTEX25_005234 [Auxenochlorella protothecoides]	KAF8071219.1 UTP4 [Scenedesmus sp. PABB004]
OG0003518	RMZ53263.1 hypothetical protein APUTEX25_005252 [Auxenochlorella protothecoides]	KAF8065797.1 yqjG [Scenedesmus sp. PABB004]
OG0003519	RMZ53268.1 hypothetical protein APUTEX25_005257 [Auxenochlorella protothecoides]	KAF8058476.1 hypothetical protein HT031_005600 [Scenedesmus sp. PABB004], KAF8058475.1 FOLT1 [Scenedesmus sp. PABB004]
OG0003520	RMZ53270.1 hypothetical protein APUTEX25_005259 [Auxenochlorella protothecoides]	KAF8067386.1 RPS1 [Scenedesmus sp. PABB004]
OG0003521	RMZ53285.1 hypothetical protein APUTEX25_005274 [Auxenochlorella protothecoides]	KAF8072921.1 DEAD-box ATP-dependent RNA helicase 39 [Scenedesmus sp. PABB004]
OG0003522	RMZ53294.1 hypothetical protein APUTEX25_004782 [Auxenochlorella protothecoides]	KAF8072872.1 acetyl-CoA acetyltransferase [Scenedesmus sp. PABB004]
OG0003524	RMZ53306.1 hypothetical protein APUTEX25_004794 [Auxenochlorella protothecoides]	KAF8069469.1 MAA3 [Scenedesmus sp. PABB004]
OG0003526	RMZ53321.1 hypothetical protein APUTEX25_004809 [Auxenochlorella protothecoides]	KAF8063796.1 hypothetical protein HT031_003653 [Scenedesmus sp. PABB004]
OG0003527	RMZ53367.1 hypothetical protein APUTEX25_004855 [Auxenochlorella protothecoides]	KAF8072819.1 hypothetical protein HT031_000479 [Scenedesmus sp. PABB004]
OG0003530	RMZ53386.1 hypothetical protein APUTEX25_004874 [Auxenochlorella protothecoides]	KAF8056866.1 COG7 [Scenedesmus sp. PABB004]
OG0003531	RMZ53402.1 hypothetical protein APUTEX25_004890_ partial [Auxenochlorella protothecoides]	KAF8069532.1 JMJD7 [Scenedesmus sp. PABB004]
OG0003533	RMZ53406.1 hypothetical protein APUTEX25_004894 [Auxenochlorella protothecoides]	KAF8058059.1 TIF3H1 [Scenedesmus sp. PABB004]
OG0003535	RMZ53411.1 hypothetical protein APUTEX25_004899 [Auxenochlorella protothecoides]	KAF8071308.1 ydcF [Scenedesmus sp. PABB004]
OG0003536	RMZ53424.1 hypothetical protein APUTEX25_004912 [Auxenochlorella protothecoides]	KAF8061302.1 BUB3.2 [Scenedesmus sp. PABB004]
OG0003537	RMZ53431.1 hypothetical protein APUTEX25_004919 [Auxenochlorella protothecoides]	KAF8071003.1 APA2 [Scenedesmus sp. PABB004]
OG0003541	RMZ53460.1 hypothetical protein APUTEX25_003282 [Auxenochlorella protothecoides]	KAF8061291.1 ATP synthase subunit epsilon [Scenedesmus sp. PABB004]
OG0003542	RMZ53465.1 hypothetical protein APUTEX25_003287 [Auxenochlorella protothecoides]	KAF8059201.1 COX11 [Scenedesmus sp. PABB004]
OG0003543	RMZ53492.1 hypothetical protein APUTEX25_003314 [Auxenochlorella protothecoides]	KAF8071263.1 CYC1 [Scenedesmus sp. PABB004]
OG0003544	RMZ53499.1 hypothetical protein APUTEX25_003321_ partial [Auxenochlorella protothecoides]	KAF8070878.1 MRPS34 [Scenedesmus sp. PABB004]
OG0003546	RMZ53511.1 hypothetical protein APUTEX25_003333 [Auxenochlorella protothecoides]	KAF8057737.1 DGP3 [Scenedesmus sp. PABB004]
OG0003548	RMZ53521.1 hypothetical protein APUTEX25_003343_ partial [Auxenochlorella protothecoides]	KAF8057669.1 hypothetical protein HT031_006018 [Scenedesmus sp. PABB004]
OG0003549	RMZ53529.1 hypothetical protein APUTEX25_003351 [Auxenochlorella protothecoides]	KAF8071172.1 RUS5 [Scenedesmus sp. PABB004]
OG0003550	RMZ53530.1 hypothetical protein APUTEX25_003352 [Auxenochlorella protothecoides]	KAF8064643.1 EIF4E1 [Scenedesmus sp. PABB004]
OG0003551	RMZ53531.1 hypothetical protein APUTEX25_003353 [Auxenochlorella protothecoides]	KAF8056432.1 hypothetical protein HT031_006289 [Scenedesmus sp. PABB004]
OG0003554	RMZ53559.1 hypothetical protein APUTEX25_003381 [Auxenochlorella protothecoides]	KAF8068456.1 acyltransferase-like protein [Scenedesmus sp. PABB004]
OG0003555	RMZ53563.1 hypothetical protein APUTEX25_003385 [Auxenochlorella protothecoides]	KAF8072849.1 Gemin2 [Scenedesmus sp. PABB004]
OG0003556	RMZ53566.1 hypothetical protein APUTEX25_003388 [Auxenochlorella protothecoides]	KAF8056239.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]
OG0003559	RMZ53602.1 hypothetical protein APUTEX25_003136 [Auxenochlorella protothecoides]	KAF8061355.1 DTX44 [Scenedesmus sp. PABB004]
OG0003560	RMZ53603.1 hypothetical protein APUTEX25_003137_ partial [Auxenochlorella protothecoides]	KAF8069672.1 rsmI [Scenedesmus sp. PABB004]
OG0003561	RMZ53604.1 hypothetical protein APUTEX25_003138 [Auxenochlorella protothecoides]	KAF8061285.1 dnaJ [Scenedesmus sp. PABB004]
OG0003562	RMZ53609.1 hypothetical protein APUTEX25_003143_ partial [Auxenochlorella protothecoides]	KAF8066291.1 Taf3 [Scenedesmus sp. PABB004]
OG0003565	RMZ53619.1 hypothetical protein APUTEX25_003153 [Auxenochlorella protothecoides]	KAF8061316.1 emc3 [Scenedesmus sp. PABB004]
OG0003566	RMZ53629.1 hypothetical protein APUTEX25_003163 [Auxenochlorella protothecoides]	KAF8065504.1 Dcun1d1 [Scenedesmus sp. PABB004]
OG0003567	RMZ53633.1 hypothetical protein APUTEX25_003167_ partial [Auxenochlorella protothecoides]	KAF8054880.1 ARSA1 [Scenedesmus sp. PABB004]
