Orthogroup	Auxenochlorella_protothecoides	Micractinium_SAG24180
OG0003656	RMZ54424.1 hypothetical protein APUTEX25_002000 [Auxenochlorella protothecoides]	PSC73915.1 Transcription factor CCAAT displacement CDP1 [Micractinium conductrix]
OG0003657	RMZ54427.1 hypothetical protein APUTEX25_002003_ partial [Auxenochlorella protothecoides]	PSC68700.1 Transcription factor TFIIIB component B [Micractinium conductrix]
OG0003658	RMZ54433.1 hypothetical protein APUTEX25_002009 [Auxenochlorella protothecoides]	PSC73712.1 Serrate RNA effector molecule [Micractinium conductrix]
OG0003659	RMZ54447.1 hypothetical protein APUTEX25_002023 [Auxenochlorella protothecoides]	PSC71500.1 HPP family [Micractinium conductrix]
OG0003660	RMZ54478.1 hypothetical protein APUTEX25_002054 [Auxenochlorella protothecoides]	PSC69645.1 hypothetical protein C2E20_6876 [Micractinium conductrix]
OG0003661	RMZ54479.1 hypothetical protein APUTEX25_002055 [Auxenochlorella protothecoides]	PSC71437.1 von Willebrand type A [Micractinium conductrix]
OG0003662	RMZ54489.1 hypothetical protein APUTEX25_002065 [Auxenochlorella protothecoides]	PSC68735.1 DNA topoisomerase 6 subunit A [Micractinium conductrix]
OG0003663	RMZ54492.1 hypothetical protein APUTEX25_002068_ partial [Auxenochlorella protothecoides]	PSC70434.1 carboxylate clamp-tetratricopeptide repeat [Micractinium conductrix]
OG0003664	RMZ54503.1 hypothetical protein APUTEX25_002079 [Auxenochlorella protothecoides]	PSC69603.1 NADH dehydrogenase [Micractinium conductrix]
OG0003665	RMZ54506.1 hypothetical protein APUTEX25_002082_ partial [Auxenochlorella protothecoides]	PSC69577.1 nuclear transcription factor Y subunit C-3-like [Micractinium conductrix]
OG0003666	RMZ54510.1 hypothetical protein APUTEX25_002086_ partial [Auxenochlorella protothecoides]	PSC75588.1 family tRNA rRNA methyltransferase [Micractinium conductrix]
OG0003667	RMZ54515.1 hypothetical protein APUTEX25_002091_ partial [Auxenochlorella protothecoides]	PSC68028.1 anoctamin-5-like isoform X2 [Micractinium conductrix]
OG0003668	RMZ54517.1 hypothetical protein APUTEX25_002093 [Auxenochlorella protothecoides]	PSC69909.1 glutamine-dependent NAD_+_ synthetase [Micractinium conductrix]
OG0003669	RMZ54521.1 hypothetical protein APUTEX25_002097 [Auxenochlorella protothecoides]	PSC73441.1 Restriction endonuclease type II-like [Micractinium conductrix]
OG0003670	RMZ54529.1 hypothetical protein APUTEX25_002105 [Auxenochlorella protothecoides]	PSC76866.1 ALWAYS EARLY 3 [Micractinium conductrix]
OG0003672	RMZ54544.1 hypothetical protein APUTEX25_002119 [Auxenochlorella protothecoides]	PSC72483.1 Peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]
OG0003674	RMZ54548.1 hypothetical protein APUTEX25_002123 [Auxenochlorella protothecoides]	PSC69393.1 mRNA-decapping enzyme subunit 2 [Micractinium conductrix]
OG0003675	RMZ54565.1 hypothetical protein APUTEX25_002140 [Auxenochlorella protothecoides]	PSC72550.1 putative S-acyltransferase 17 [Micractinium conductrix]
OG0003676	RMZ54577.1 hypothetical protein APUTEX25_002152 [Auxenochlorella protothecoides]	PSC72418.1 ribonuclease III [Micractinium conductrix]
OG0003678	RMZ54594.1 hypothetical protein APUTEX25_002180 [Auxenochlorella protothecoides]	PSC69233.1 carotene isomerase [Micractinium conductrix]
OG0003679	RMZ54607.1 hypothetical protein APUTEX25_002193 [Auxenochlorella protothecoides]	PSC69237.1 translation factor GUF1 organellar chromatophore [Micractinium conductrix]
OG0003680	RMZ54613.1 hypothetical protein APUTEX25_002199 [Auxenochlorella protothecoides]	PSC71897.1 Nucleoporin GLE1 [Micractinium conductrix]
OG0003681	RMZ54617.1 hypothetical protein APUTEX25_002203 [Auxenochlorella protothecoides]	PSC69271.1 Ribosomal RNA small subunit methyltransferase B [Micractinium conductrix]
OG0003682	RMZ54624.1 hypothetical protein APUTEX25_003002 [Auxenochlorella protothecoides]	PSC70494.1 spermine oxidase-like [Micractinium conductrix]
OG0003683	RMZ54625.1 hypothetical protein APUTEX25_003003 [Auxenochlorella protothecoides]	PSC68296.1 putative S-adenosylmethionine carrier chloroplastic isoform X1 [Micractinium conductrix]
OG0003684	RMZ54629.1 hypothetical protein APUTEX25_003007_ partial [Auxenochlorella protothecoides]	PSC75615.1 E3 ubiquitin-ligase AIP2 [Micractinium conductrix]
OG0003686	RMZ54641.1 hypothetical protein APUTEX25_003019 [Auxenochlorella protothecoides]	PSC75689.1 strawberry notch isoform A [Micractinium conductrix], PSC75688.1 strawberry notch isoform B [Micractinium conductrix]
OG0003687	RMZ54644.1 hypothetical protein APUTEX25_003022 [Auxenochlorella protothecoides]	PSC73210.1 DUF1279-domain-containing [Micractinium conductrix]
OG0003688	RMZ54651.1 hypothetical protein APUTEX25_003029 [Auxenochlorella protothecoides]	PSC73179.1 haloacid dehalogenase-like hydrolase superfamily [Micractinium conductrix]
OG0003689	RMZ54654.1 hypothetical protein APUTEX25_003032 [Auxenochlorella protothecoides]	PSC74928.1 ubiquitin-like modifier-activating enzyme ATG7 [Micractinium conductrix]
OG0003690	RMZ54668.1 hypothetical protein APUTEX25_003046 [Auxenochlorella protothecoides]	PSC75831.1 Sterol-4-alpha-carboxylate 3-decarboxylating [Micractinium conductrix]
OG0003691	RMZ54671.1 hypothetical protein APUTEX25_003049_ partial [Auxenochlorella protothecoides]	PSC70292.1 E3 ubiquitin-ligase RNF14 [Micractinium conductrix]
OG0003692	RMZ54677.1 hypothetical protein APUTEX25_003055 [Auxenochlorella protothecoides]	PSC73207.1 Isochorismatase domain-containing 2 [Micractinium conductrix]
OG0003693	RMZ54680.1 hypothetical protein APUTEX25_003058_ partial [Auxenochlorella protothecoides]	PSC73688.1 Suf-domain-containing [Micractinium conductrix]
OG0003694	RMZ54682.1 hypothetical protein APUTEX25_003060 [Auxenochlorella protothecoides]	PSC69135.1 RNA RNP complex-1-interacting phosphatase [Micractinium conductrix]
OG0003695	RMZ54687.1 hypothetical protein APUTEX25_003065 [Auxenochlorella protothecoides]	PSC69131.1 Peroxisomal membrane PMP22 isoform A [Micractinium conductrix], PSC69130.1 Peroxisomal membrane PMP22 isoform B [Micractinium conductrix]
OG0003696	RMZ54698.1 hypothetical protein APUTEX25_003076 [Auxenochlorella protothecoides]	PSC70103.1 Syntaxin-81 [Micractinium conductrix]
OG0003697	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]	PSC68272.1 Pentatricopeptide repeat-containing [Micractinium conductrix]
OG0003698	RMZ54716.1 hypothetical protein APUTEX25_003094 [Auxenochlorella protothecoides]	PSC73750.1 no exine formation 1 [Micractinium conductrix]
OG0003699	RMZ54724.1 hypothetical protein APUTEX25_003102 [Auxenochlorella protothecoides]	PSC72904.1 Transmembrane and coiled-coil domain-containing 1 [Micractinium conductrix]
OG0003700	RMZ54732.1 hypothetical protein APUTEX25_003110 [Auxenochlorella protothecoides]	PSC75515.1 hypothetical protein C2E20_1661 [Micractinium conductrix]
OG0003701	RMZ54737.1 hypothetical protein APUTEX25_003115_ partial [Auxenochlorella protothecoides]	PSC68009.1 serine arginine-rich splicing factor SR45-like [Micractinium conductrix]
OG0003702	RMZ54744.1 hypothetical protein APUTEX25_003122 [Auxenochlorella protothecoides]	PSC74841.1 Co2+ Mg2+ efflux [Micractinium conductrix]
OG0003703	RMZ54758.1 hypothetical protein APUTEX25_000275 [Auxenochlorella protothecoides]	PSC76921.1 RING-2 [Micractinium conductrix]
OG0003704	RMZ54764.1 hypothetical protein APUTEX25_000281 [Auxenochlorella protothecoides]	PSC71518.1 Conserved alpha-helical _ISS_ [Micractinium conductrix]
OG0003705	RMZ54773.1 hypothetical protein APUTEX25_000290 [Auxenochlorella protothecoides]	PSC73174.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]
OG0003706	RMZ54788.1 hypothetical protein APUTEX25_000305 [Auxenochlorella protothecoides]	PSC74504.1 dihydrofolate synthetase [Micractinium conductrix]
OG0003707	RMZ54798.1 hypothetical protein APUTEX25_000315 [Auxenochlorella protothecoides]	PSC69034.1 lycopene epsilon chloroplastic [Micractinium conductrix]
OG0003708	RMZ54802.1 hypothetical protein APUTEX25_000319_ partial [Auxenochlorella protothecoides]	PSC71584.1 Magnesium transporter [Micractinium conductrix]
OG0003709	RMZ54816.1 hypothetical protein APUTEX25_000333 [Auxenochlorella protothecoides]	PSC70186.1 Serine carboxypeptidase-like 49 [Micractinium conductrix]
OG0003710	RMZ54817.1 hypothetical protein APUTEX25_000334 [Auxenochlorella protothecoides]	PSC74808.1 Hydroxyethylthiazole kinase isoform B [Micractinium conductrix], PSC74809.1 Hydroxyethylthiazole kinase isoform A [Micractinium conductrix]
OG0003711	RMZ54818.1 hypothetical protein APUTEX25_000335_ partial [Auxenochlorella protothecoides]	PSC72393.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Micractinium conductrix]
OG0003713	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]	PSC74830.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Micractinium conductrix]
OG0003714	RMZ54843.1 hypothetical protein APUTEX25_000360 [Auxenochlorella protothecoides]	PSC76538.1 putative GTP diphosphokinase chloroplastic [Micractinium conductrix]
OG0003715	RMZ54846.1 hypothetical protein APUTEX25_000363 [Auxenochlorella protothecoides]	PSC71013.1 anti-phytochrome antibody reactive [Micractinium conductrix]
OG0003716	RMZ54860.1 hypothetical protein APUTEX25_000377 [Auxenochlorella protothecoides]	PSC71096.1 maternal effect embryo arrest 18 [Micractinium conductrix]
OG0003717	RMZ54881.1 hypothetical protein APUTEX25_000398_ partial [Auxenochlorella protothecoides]	PSC75792.1 melanoma-associated antigen G1 [Micractinium conductrix]
OG0003718	RMZ54890.1 hypothetical protein APUTEX25_000407_ partial [Auxenochlorella protothecoides]	PSC74823.1 isopentenyldiphosphate delta-isomerase [Micractinium conductrix]
OG0003719	RMZ54892.1 hypothetical protein APUTEX25_000409 [Auxenochlorella protothecoides]	PSC74514.1 Phycocyanobilin_ferredoxin oxidoreductase [Micractinium conductrix]
OG0003720	RMZ54894.1 hypothetical protein APUTEX25_000411_ partial [Auxenochlorella protothecoides]	PSC72738.1 CCR4-NOT transcription complex subunit 4 [Micractinium conductrix]
OG0003721	RMZ54900.1 hypothetical protein APUTEX25_000417 [Auxenochlorella protothecoides]	PSC71182.1 uridine kinase [Micractinium conductrix]
OG0003722	RMZ54904.1 hypothetical protein APUTEX25_000421 [Auxenochlorella protothecoides]	PSC74434.1 translation factor SUI1-like protein [Micractinium conductrix]
OG0003723	RMZ54908.1 hypothetical protein APUTEX25_000425 [Auxenochlorella protothecoides]	PSC72731.1 Hedgehog isoform 2 [Micractinium conductrix]
OG0003725	RMZ54914.1 hypothetical protein APUTEX25_000431 [Auxenochlorella protothecoides]	PSC76512.1 sulfite reductase [NADPH] alpha-component [Micractinium conductrix]
OG0003726	RMZ54920.1 hypothetical protein APUTEX25_000437 [Auxenochlorella protothecoides]	PSC72753.1 lipid transfer isoform B [Micractinium conductrix], PSC72754.1 lipid transfer isoform A [Micractinium conductrix]
OG0003727	RMZ54934.1 hypothetical protein APUTEX25_000451 [Auxenochlorella protothecoides]	PSC75162.1 E3 ubiquitin-ligase [Micractinium conductrix]
OG0003728	RMZ54935.1 hypothetical protein APUTEX25_000452 [Auxenochlorella protothecoides]	PSC68940.1 signal recognition particle receptor subunit beta-like [Micractinium conductrix]
OG0003729	RMZ54942.1 hypothetical protein APUTEX25_000459 [Auxenochlorella protothecoides]	PSC75213.1 thyroid adenoma-associated-like protein [Micractinium conductrix]
OG0003730	RMZ54943.1 hypothetical protein APUTEX25_000460 [Auxenochlorella protothecoides]	PSC76991.1 carboxyl-terminal-processing peptidase chloroplastic [Micractinium conductrix]
OG0003731	RMZ54946.1 hypothetical protein APUTEX25_000463 [Auxenochlorella protothecoides]	PSC68266.1 p21-carboxy-terminal region-binding [Micractinium conductrix]
OG0003732	RMZ54956.1 hypothetical protein APUTEX25_000473 [Auxenochlorella protothecoides]	PSC68931.1 DNA-damage-repair toleration chloroplastic-like [Micractinium conductrix]
OG0003733	RMZ54958.1 hypothetical protein APUTEX25_000475 [Auxenochlorella protothecoides]	PSC69013.1 TIC chloroplastic isoform A [Micractinium conductrix], PSC69012.1 TIC chloroplastic isoform B [Micractinium conductrix]
OG0003734	RMZ54970.1 hypothetical protein APUTEX25_000487 [Auxenochlorella protothecoides]	PSC76819.1 hypothetical protein C2E20_0698 [Micractinium conductrix]
OG0003735	RMZ55016.1 hypothetical protein APUTEX25_005642 [Auxenochlorella protothecoides]	PSC74064.1 ATP-dependent metalloprotease [Micractinium conductrix]
OG0003736	RMZ55023.1 hypothetical protein APUTEX25_005649 [Auxenochlorella protothecoides]	PSC75779.1 putative mitochondrial-processing peptidase subunit beta [Micractinium conductrix]
OG0003737	RMZ55026.1 hypothetical protein APUTEX25_005652_ partial [Auxenochlorella protothecoides]	PSC68111.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]
OG0003738	RMZ55032.1 hypothetical protein APUTEX25_005658 [Auxenochlorella protothecoides]	PSC74795.1 3 saliva family [Micractinium conductrix]
OG0003739	RMZ55036.1 hypothetical protein APUTEX25_005662 [Auxenochlorella protothecoides]	PSC75394.1 ATP-dependent Clp protease proteolytic subunit [Micractinium conductrix]
OG0003740	RMZ55039.1 hypothetical protein APUTEX25_005665 [Auxenochlorella protothecoides]	PSC70019.1 NLRC3 [Micractinium conductrix]
OG0003741	RMZ55040.1 hypothetical protein APUTEX25_005666 [Auxenochlorella protothecoides]	PSC73354.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]
OG0003742	RMZ55053.1 hypothetical protein APUTEX25_005679 [Auxenochlorella protothecoides]	PSC75659.1 NF-X1-type zinc finger NFXL2 [Micractinium conductrix]
OG0003743	RMZ55055.1 hypothetical protein APUTEX25_005681 [Auxenochlorella protothecoides]	PSC74153.1 HAD-like domain [Micractinium conductrix]
OG0003744	RMZ55061.1 hypothetical protein APUTEX25_005687 [Auxenochlorella protothecoides]	PSC75636.1 hypothetical protein C2E20_1411 [Micractinium conductrix]
OG0003745	RMZ55074.1 hypothetical protein APUTEX25_005700 [Auxenochlorella protothecoides]	PSC76700.1 pterin-4-alpha-carbinolamine dehydratase [Micractinium conductrix]
OG0003746	RMZ55078.1 hypothetical protein APUTEX25_005704_ partial [Auxenochlorella protothecoides]	PSC76540.1 psbB mRNA maturation factor chloroplastic-like [Micractinium conductrix]
OG0003747	RMZ55079.1 hypothetical protein APUTEX25_005705 [Auxenochlorella protothecoides]	PSC76399.1 F-box SKIP16 isoform A [Micractinium conductrix], PSC76398.1 F-box SKIP16 isoform B [Micractinium conductrix]
OG0003748	RMZ55084.1 hypothetical protein APUTEX25_005710 [Auxenochlorella protothecoides]	PSC75605.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]
OG0003749	RMZ55092.1 hypothetical protein APUTEX25_005718_ partial [Auxenochlorella protothecoides]	PSC70109.1 SPOC and transcription elongation factor S-II domain [Micractinium conductrix]
OG0003750	RMZ55094.1 hypothetical protein APUTEX25_005720 [Auxenochlorella protothecoides]	PSC67912.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Micractinium conductrix]
OG0003751	RMZ55099.1 hypothetical protein APUTEX25_005725 [Auxenochlorella protothecoides]	PSC68116.1 hypothetical protein C2E20_8282 [Micractinium conductrix]
OG0003752	RMZ55103.1 hypothetical protein APUTEX25_005381 [Auxenochlorella protothecoides]	PSC72768.1 SNARE associated Golgi [Micractinium conductrix]
OG0003753	RMZ55106.1 hypothetical protein APUTEX25_005384 [Auxenochlorella protothecoides]	PSC72725.1 tyrosine phosphatase [Micractinium conductrix]
OG0003754	RMZ55108.1 hypothetical protein APUTEX25_005386 [Auxenochlorella protothecoides]	PSC75606.1 KTI12-like protein [Micractinium conductrix]
OG0003756	RMZ55123.1 hypothetical protein APUTEX25_005401_ partial [Auxenochlorella protothecoides]	PSC72707.1 TATA-binding -associated factor 172 [Micractinium conductrix]
OG0003757	RMZ55130.1 hypothetical protein APUTEX25_005408 [Auxenochlorella protothecoides]	PSC68679.1 hypothetical protein C2E20_7761 [Micractinium conductrix]
OG0003758	RMZ55138.1 hypothetical protein APUTEX25_005416 [Auxenochlorella protothecoides]	PSC69120.1 major lipid droplet [Micractinium conductrix]
OG0003759	RMZ55141.1 hypothetical protein APUTEX25_005419 [Auxenochlorella protothecoides]	PSC72927.1 hypothetical protein C2E20_4027 [Micractinium conductrix]
OG0003760	RMZ55146.1 hypothetical protein APUTEX25_005424_ partial [Auxenochlorella protothecoides]	PSC72614.1 beclin-1 isoform X1 [Micractinium conductrix]
OG0003761	RMZ55155.1 hypothetical protein APUTEX25_005433 [Auxenochlorella protothecoides]	PSC72702.1 vacuolar sorting-associated 9A-like [Micractinium conductrix]
OG0003762	RMZ55159.1 hypothetical protein APUTEX25_005437 [Auxenochlorella protothecoides]	PSC72811.1 TPX2-like isoform X3 [Micractinium conductrix]
OG0003763	RMZ55160.1 hypothetical protein APUTEX25_005438_ partial [Auxenochlorella protothecoides]	PSC71875.1 aminotransferase class V [Micractinium conductrix]
OG0003765	RMZ55208.1 hypothetical protein APUTEX25_005486 [Auxenochlorella protothecoides]	PSC71889.1 Flavin reductase-FMN-binding domain containing [Micractinium conductrix]
OG0003766	RMZ55223.1 hypothetical protein APUTEX25_005501 [Auxenochlorella protothecoides]	PSC68726.1 Intron-binding aquarius [Micractinium conductrix]
OG0003767	RMZ55237.1 hypothetical protein APUTEX25_005515_ partial [Auxenochlorella protothecoides]	PSC72840.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0003769	RMZ55250.1 hypothetical protein APUTEX25_005528_ partial [Auxenochlorella protothecoides]	PSC72605.1 exocyst complex component sec10 [Micractinium conductrix]
OG0003770	RMZ55264.1 hypothetical protein APUTEX25_005542 [Auxenochlorella protothecoides]	PSC72925.1 polyubiquitin 9 [Micractinium conductrix]
OG0003772	RMZ55308.1 hypothetical protein APUTEX25_003446 [Auxenochlorella protothecoides]	PSC71089.1 hemerythrin [Micractinium conductrix]
OG0003773	RMZ55316.1 hypothetical protein APUTEX25_003454 [Auxenochlorella protothecoides]	PSC72194.1 signal recognition particle 19 kDa -like [Micractinium conductrix]
OG0003774	RMZ55332.1 hypothetical protein APUTEX25_003470 [Auxenochlorella protothecoides]	PSC72097.1 peroxisome biogenesis 1 isoform X1 [Micractinium conductrix]
OG0003775	RMZ55335.1 hypothetical protein APUTEX25_003473 [Auxenochlorella protothecoides]	PSC71154.1 vacuolar sorting-associated 24-like protein 1-like [Micractinium conductrix]
OG0003776	RMZ55336.1 hypothetical protein APUTEX25_003474_ partial [Auxenochlorella protothecoides]	PSC72062.1 plastid fibrillin 3 [Micractinium conductrix]
OG0003777	RMZ55340.1 hypothetical protein APUTEX25_003478_ partial [Auxenochlorella protothecoides]	PSC72152.1 hypothetical protein C2E20_4543 [Micractinium conductrix]
OG0003778	RMZ55342.1 hypothetical protein APUTEX25_003480_ partial [Auxenochlorella protothecoides]	PSC72193.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Micractinium conductrix]
OG0003779	RMZ55353.1 hypothetical protein APUTEX25_002211_ partial [Auxenochlorella protothecoides]	PSC76671.1 ubiquitin-conjugating enzyme E2 22-like [Micractinium conductrix]
OG0003780	RMZ55355.1 hypothetical protein APUTEX25_002213 [Auxenochlorella protothecoides]	PSC76224.1 BI1 isoform A [Micractinium conductrix], PSC76223.1 BI1 isoform B [Micractinium conductrix]
OG0003781	RMZ55363.1 hypothetical protein APUTEX25_002221 [Auxenochlorella protothecoides]	PSC77060.1 suppression of tumorigenicity 5 -like [Micractinium conductrix]
OG0003782	RMZ55386.1 hypothetical protein APUTEX25_003510 [Auxenochlorella protothecoides]	PSC72505.1 Ran-binding 10 [Micractinium conductrix]
OG0003784	RMZ55422.1 hypothetical protein APUTEX25_003546 [Auxenochlorella protothecoides]	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]
OG0003785	RMZ55432.1 hypothetical protein APUTEX25_003556_ partial [Auxenochlorella protothecoides]	PSC71386.1 hypothetical protein C2E20_5254 [Micractinium conductrix]
OG0003786	RMZ55441.1 hypothetical protein APUTEX25_003565 [Auxenochlorella protothecoides]	PSC71432.1 microtubule-associated Asp [Micractinium conductrix]
OG0003787	RMZ55444.1 hypothetical protein APUTEX25_003568 [Auxenochlorella protothecoides]	PSC72564.1 thiol-disulfide oxidoreductase LTO1 [Micractinium conductrix]
OG0003788	RMZ55453.1 hypothetical protein APUTEX25_003577 [Auxenochlorella protothecoides]	PSC74356.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0003789	RMZ55470.1 hypothetical protein APUTEX25_000053 [Auxenochlorella protothecoides]	PSC76401.1 Proteasome assembly chaperone 2 [Micractinium conductrix]
OG0003790	RMZ55481.1 hypothetical protein APUTEX25_000064 [Auxenochlorella protothecoides]	PSC75370.1 GPI-anchor transamidase isoform B [Micractinium conductrix], PSC75371.1 GPI-anchor transamidase isoform A [Micractinium conductrix]
OG0003791	RMZ55500.1 hypothetical protein APUTEX25_000083_ partial [Auxenochlorella protothecoides]	PSC74316.1 exosome complex component rrp40 [Micractinium conductrix]
OG0003792	RMZ55502.1 hypothetical protein APUTEX25_000085_ partial [Auxenochlorella protothecoides]	PSC73841.1 pyruvate dehydrogenase kinase [Micractinium conductrix]
OG0003793	RMZ55513.1 hypothetical protein APUTEX25_000096 [Auxenochlorella protothecoides]	PSC70104.1 P-loop NTPase domain-containing LPA1-like protein 1-like [Micractinium conductrix]
OG0003794	RMZ55517.1 hypothetical protein APUTEX25_000100_ partial [Auxenochlorella protothecoides]	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]
OG0003795	RMZ55521.1 hypothetical protein APUTEX25_000104 [Auxenochlorella protothecoides]	PSC69323.1 hypothetical protein C2E20_7169 [Micractinium conductrix]
OG0003796	RMZ55524.1 hypothetical protein APUTEX25_000107_ partial [Auxenochlorella protothecoides]	PSC68699.1 tRNA nucleotidyltransferase poly_A_ polymerase [Micractinium conductrix]
OG0003797	RMZ55525.1 hypothetical protein APUTEX25_000108 [Auxenochlorella protothecoides]	PSC76958.1 rab9 effector with kelch motifs [Micractinium conductrix]
OG0003798	RMZ55530.1 hypothetical protein APUTEX25_000113 [Auxenochlorella protothecoides]	PSC76038.1 TP53-regulating kinase isoform A [Micractinium conductrix], PSC76037.1 TP53-regulating kinase isoform B [Micractinium conductrix]
OG0003800	RMZ55547.1 hypothetical protein APUTEX25_000130_ partial [Auxenochlorella protothecoides]	PSC74128.1 mini-chromosome maintenance complex-binding isoform A [Micractinium conductrix], PSC74127.1 mini-chromosome maintenance complex-binding isoform B [Micractinium conductrix]
OG0003801	RMZ55548.1 hypothetical protein APUTEX25_000131 [Auxenochlorella protothecoides]	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]
OG0003802	RMZ55553.1 hypothetical protein APUTEX25_000136 [Auxenochlorella protothecoides]	PSC76934.1 acetyltransferase NSI [Micractinium conductrix]
OG0003803	RMZ55572.1 hypothetical protein APUTEX25_000155 [Auxenochlorella protothecoides]	PSC76168.1 cofactor complex C _B6F_ [Micractinium conductrix]
OG0003804	RMZ55573.1 hypothetical protein APUTEX25_000156 [Auxenochlorella protothecoides]	PSC67420.1 cytochrome c oxidase subunit 4_13 kD [Micractinium conductrix]
OG0003805	RMZ55588.1 hypothetical protein APUTEX25_000171 [Auxenochlorella protothecoides]	PSC68006.1 ATP-dependent RNA helicase HAS1 [Micractinium conductrix]
OG0003806	RMZ55596.1 hypothetical protein APUTEX25_000179 [Auxenochlorella protothecoides]	PSC76022.1 acyl-oxidase [Micractinium conductrix]
OG0003807	RMZ55599.1 hypothetical protein APUTEX25_000182 [Auxenochlorella protothecoides]	PSC67440.1 hemolysin A isoform B [Micractinium conductrix], PSC67439.1 hemolysin A isoform A [Micractinium conductrix]
OG0003808	RMZ55608.1 hypothetical protein APUTEX25_000191_ partial [Auxenochlorella protothecoides]	PSC68819.1 chloroplastic isoform X2 [Micractinium conductrix]
OG0003809	RMZ55616.1 hypothetical protein APUTEX25_000199 [Auxenochlorella protothecoides]	PSC68721.1 increased DNA methylation 1-like [Micractinium conductrix]
OG0003810	RMZ55621.1 hypothetical protein APUTEX25_000204 [Auxenochlorella protothecoides]	PSC76116.1 DHS-like NAD FAD-binding domain-containing [Micractinium conductrix]
OG0003811	RMZ55625.1 hypothetical protein APUTEX25_000208_ partial [Auxenochlorella protothecoides]	PSC68856.1 hemK methyltransferase family member 1 [Micractinium conductrix]
OG0003812	RMZ55626.1 hypothetical protein APUTEX25_000209 [Auxenochlorella protothecoides]	PSC67415.1 Regulator of telomere elongation helicase 1 [Micractinium conductrix]
OG0003814	RMZ55641.1 hypothetical protein APUTEX25_000224 [Auxenochlorella protothecoides]	PSC76694.1 60S acidic ribosomal P2 [Micractinium conductrix]
OG0003815	RMZ55650.1 hypothetical protein APUTEX25_000233 [Auxenochlorella protothecoides]	PSC67421.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0003816	RMZ55651.1 hypothetical protein APUTEX25_000234 [Auxenochlorella protothecoides]	PSC74267.1 chalcone-flavanone isomerase [Micractinium conductrix]
OG0003817	RMZ55663.1 hypothetical protein APUTEX25_000246 [Auxenochlorella protothecoides]	PSC68485.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Micractinium conductrix]
OG0003818	RMZ55670.1 hypothetical protein APUTEX25_000253 [Auxenochlorella protothecoides]	PSC68698.1 hypothetical protein C2E20_7707 [Micractinium conductrix]
OG0003819	RMZ55681.1 hypothetical protein APUTEX25_000264 [Auxenochlorella protothecoides]	PSC76611.1 hypothetical protein C2E20_0087 [Micractinium conductrix]
OG0003820	RMZ55683.1 hypothetical protein APUTEX25_000266 [Auxenochlorella protothecoides]	PSC76580.1 putative proteasome inhibitor [Micractinium conductrix]
OG0003822	RMZ55693.1 hypothetical protein APUTEX25_005734 [Auxenochlorella protothecoides]	PSC73330.1 Stomatin mitochondrial [Micractinium conductrix]
OG0003823	RMZ55694.1 hypothetical protein APUTEX25_005735 [Auxenochlorella protothecoides]	PSC70253.1 hypothetical protein C2E20_6331 [Micractinium conductrix]
OG0003824	RMZ55710.1 hypothetical protein APUTEX25_005751 [Auxenochlorella protothecoides]	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]
OG0003826	RMZ55716.1 hypothetical protein APUTEX25_005757 [Auxenochlorella protothecoides]	PSC70258.1 ribonuclease HII [Micractinium conductrix]
OG0003827	RMZ55718.1 hypothetical protein APUTEX25_005759 [Auxenochlorella protothecoides]	PSC75672.1 Sorbitol dehydrogenase [Micractinium conductrix]
OG0003828	RMZ55727.1 hypothetical protein APUTEX25_005768 [Auxenochlorella protothecoides]	PSC70188.1 prefoldin subunit 1 [Micractinium conductrix]
OG0003829	RMZ55731.1 hypothetical protein APUTEX25_005772_ partial [Auxenochlorella protothecoides]	PSC76712.1 cullin-1-like [Micractinium conductrix]
OG0003830	RMZ55741.1 hypothetical protein APUTEX25_005782_ partial [Auxenochlorella protothecoides]	PSC70272.1 3-hydroxybutyryl-dehydrogenase [Micractinium conductrix]
OG0003831	RMZ55743.1 hypothetical protein APUTEX25_005784 [Auxenochlorella protothecoides]	PSC75157.1 Rsm22-cox11 tandem mitochondrial [Micractinium conductrix]
OG0003832	RMZ55755.1 hypothetical protein APUTEX25_005796 [Auxenochlorella protothecoides]	PSC74989.1 30S ribosomal S15 [Micractinium conductrix]
