Orthogroup	Auxenochlorella_protothecoides	Chlorella_Vulgaris2111P
OG0003686	RMZ54641.1 hypothetical protein APUTEX25_003019 [Auxenochlorella protothecoides]	KAI3433756.1 hypothetical protein D9Q98_003563 [Chlorella vulgaris]
OG0003687	RMZ54644.1 hypothetical protein APUTEX25_003022 [Auxenochlorella protothecoides]	KAI3434707.1 hypothetical protein D9Q98_002768 [Chlorella vulgaris]
OG0003688	RMZ54651.1 hypothetical protein APUTEX25_003029 [Auxenochlorella protothecoides]	KAI3430469.1 hypothetical protein D9Q98_005064 [Chlorella vulgaris]
OG0003689	RMZ54654.1 hypothetical protein APUTEX25_003032 [Auxenochlorella protothecoides]	KAI3430603.1 hypothetical protein D9Q98_005196 [Chlorella vulgaris]
OG0003690	RMZ54668.1 hypothetical protein APUTEX25_003046 [Auxenochlorella protothecoides]	KAI3433748.1 hypothetical protein D9Q98_003555 [Chlorella vulgaris]
OG0003691	RMZ54671.1 hypothetical protein APUTEX25_003049_ partial [Auxenochlorella protothecoides]	KAI3430228.1 hypothetical protein D9Q98_004825 [Chlorella vulgaris]
OG0003692	RMZ54677.1 hypothetical protein APUTEX25_003055 [Auxenochlorella protothecoides]	KAI3430468.1 hypothetical protein D9Q98_005063 [Chlorella vulgaris]
OG0003693	RMZ54680.1 hypothetical protein APUTEX25_003058_ partial [Auxenochlorella protothecoides]	KAI3433457.1 hypothetical protein D9Q98_003270 [Chlorella vulgaris]
OG0003694	RMZ54682.1 hypothetical protein APUTEX25_003060 [Auxenochlorella protothecoides]	KAI3430377.1 hypothetical protein D9Q98_004972 [Chlorella vulgaris]
OG0003695	RMZ54687.1 hypothetical protein APUTEX25_003065 [Auxenochlorella protothecoides]	KAI3430384.1 hypothetical protein D9Q98_004979 [Chlorella vulgaris]
OG0003696	RMZ54698.1 hypothetical protein APUTEX25_003076 [Auxenochlorella protothecoides]	KAI3430361.1 hypothetical protein D9Q98_004956 [Chlorella vulgaris]
OG0003697	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]	KAI3430622.1 hypothetical protein D9Q98_005215 [Chlorella vulgaris]
OG0003698	RMZ54716.1 hypothetical protein APUTEX25_003094 [Auxenochlorella protothecoides]	KAI3433444.1 hypothetical protein D9Q98_003258 [Chlorella vulgaris]
OG0003699	RMZ54724.1 hypothetical protein APUTEX25_003102 [Auxenochlorella protothecoides]	KAI3428216.1 hypothetical protein D9Q98_006596 [Chlorella vulgaris]
OG0003700	RMZ54732.1 hypothetical protein APUTEX25_003110 [Auxenochlorella protothecoides]	KAI3433752.1 hypothetical protein D9Q98_003559 [Chlorella vulgaris]
OG0003701	RMZ54737.1 hypothetical protein APUTEX25_003115_ partial [Auxenochlorella protothecoides]	KAI3430285.1 hypothetical protein D9Q98_004881 [Chlorella vulgaris]
OG0003702	RMZ54744.1 hypothetical protein APUTEX25_003122 [Auxenochlorella protothecoides]	KAI3430608.1 hypothetical protein D9Q98_005201 [Chlorella vulgaris], KAI3430609.1 hypothetical protein D9Q98_005201 [Chlorella vulgaris]
OG0003703	RMZ54758.1 hypothetical protein APUTEX25_000275 [Auxenochlorella protothecoides]	KAI3436135.1 hypothetical protein D9Q98_002192 [Chlorella vulgaris], KAI3436134.1 hypothetical protein D9Q98_002191 [Chlorella vulgaris]
OG0003704	RMZ54764.1 hypothetical protein APUTEX25_000281 [Auxenochlorella protothecoides]	KAI3436809.1 hypothetical protein D9Q98_006219 [Chlorella vulgaris]
OG0003705	RMZ54773.1 hypothetical protein APUTEX25_000290 [Auxenochlorella protothecoides]	KAI3434664.1 hypothetical protein D9Q98_002728 [Chlorella vulgaris]
OG0003706	RMZ54788.1 hypothetical protein APUTEX25_000305 [Auxenochlorella protothecoides]	KAI3425824.1 hypothetical protein D9Q98_007799 [Chlorella vulgaris]
OG0003707	RMZ54798.1 hypothetical protein APUTEX25_000315 [Auxenochlorella protothecoides]	KAI3436480.1 hypothetical protein D9Q98_005897 [Chlorella vulgaris]
OG0003708	RMZ54802.1 hypothetical protein APUTEX25_000319_ partial [Auxenochlorella protothecoides]	KAI3436807.1 hypothetical protein D9Q98_006217 [Chlorella vulgaris]
OG0003709	RMZ54816.1 hypothetical protein APUTEX25_000333 [Auxenochlorella protothecoides]	KAI3426072.1 hypothetical protein D9Q98_008040 [Chlorella vulgaris]
OG0003710	RMZ54817.1 hypothetical protein APUTEX25_000334 [Auxenochlorella protothecoides]	KAI3425344.1 hypothetical protein D9Q98_009108 [Chlorella vulgaris]
OG0003711	RMZ54818.1 hypothetical protein APUTEX25_000335_ partial [Auxenochlorella protothecoides]	KAI3427958.1 hypothetical protein D9Q98_006348 [Chlorella vulgaris]
OG0003712	RMZ54829.1 hypothetical protein APUTEX25_000346 [Auxenochlorella protothecoides]	KAI3425920.1 hypothetical protein D9Q98_007892 [Chlorella vulgaris]
OG0003713	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]	KAI3425346.1 hypothetical protein D9Q98_009110 [Chlorella vulgaris]
OG0003714	RMZ54843.1 hypothetical protein APUTEX25_000360 [Auxenochlorella protothecoides]	KAI3434968.1 hypothetical protein D9Q98_003020 [Chlorella vulgaris]
OG0003715	RMZ54846.1 hypothetical protein APUTEX25_000363 [Auxenochlorella protothecoides]	KAI3436017.1 hypothetical protein D9Q98_002074 [Chlorella vulgaris]
OG0003716	RMZ54860.1 hypothetical protein APUTEX25_000377 [Auxenochlorella protothecoides]	KAI3436021.1 hypothetical protein D9Q98_002078 [Chlorella vulgaris]
OG0003717	RMZ54881.1 hypothetical protein APUTEX25_000398_ partial [Auxenochlorella protothecoides]	KAI3426938.1 hypothetical protein D9Q98_006882 [Chlorella vulgaris]
OG0003718	RMZ54890.1 hypothetical protein APUTEX25_000407_ partial [Auxenochlorella protothecoides]	KAI3425930.1 hypothetical protein D9Q98_007902 [Chlorella vulgaris]
OG0003719	RMZ54892.1 hypothetical protein APUTEX25_000409 [Auxenochlorella protothecoides]	KAI3425822.1 hypothetical protein D9Q98_007797 [Chlorella vulgaris]
OG0003720	RMZ54894.1 hypothetical protein APUTEX25_000411_ partial [Auxenochlorella protothecoides]	KAI3436849.1 hypothetical protein D9Q98_006259 [Chlorella vulgaris]
OG0003721	RMZ54900.1 hypothetical protein APUTEX25_000417 [Auxenochlorella protothecoides]	KAI3435982.1 hypothetical protein D9Q98_002040 [Chlorella vulgaris]
OG0003722	RMZ54904.1 hypothetical protein APUTEX25_000421 [Auxenochlorella protothecoides]	KAI3425794.1 hypothetical protein D9Q98_007769 [Chlorella vulgaris]
OG0003723	RMZ54908.1 hypothetical protein APUTEX25_000425 [Auxenochlorella protothecoides]	KAI3436838.1 hypothetical protein D9Q98_006248 [Chlorella vulgaris]
OG0003724	RMZ54912.1 hypothetical protein APUTEX25_000429_ partial [Auxenochlorella protothecoides]	KAI3434852.1 hypothetical protein D9Q98_002906 [Chlorella vulgaris]
OG0003725	RMZ54914.1 hypothetical protein APUTEX25_000431 [Auxenochlorella protothecoides]	KAI3434876.1 hypothetical protein D9Q98_002930 [Chlorella vulgaris]
OG0003726	RMZ54920.1 hypothetical protein APUTEX25_000437 [Auxenochlorella protothecoides]	KAI3436848.1 hypothetical protein D9Q98_006258 [Chlorella vulgaris]
OG0003727	RMZ54934.1 hypothetical protein APUTEX25_000451 [Auxenochlorella protothecoides]	KAI3425921.1 hypothetical protein D9Q98_007893 [Chlorella vulgaris]
OG0003728	RMZ54935.1 hypothetical protein APUTEX25_000452 [Auxenochlorella protothecoides]	KAI3424957.1 hypothetical protein D9Q98_008338 [Chlorella vulgaris]
OG0003729	RMZ54942.1 hypothetical protein APUTEX25_000459 [Auxenochlorella protothecoides]	KAI3425320.1 hypothetical protein D9Q98_009084 [Chlorella vulgaris]
OG0003730	RMZ54943.1 hypothetical protein APUTEX25_000460 [Auxenochlorella protothecoides]	KAI3434885.1 hypothetical protein D9Q98_002939 [Chlorella vulgaris]
OG0003731	RMZ54946.1 hypothetical protein APUTEX25_000463 [Auxenochlorella protothecoides]	KAI3433557.1 hypothetical protein D9Q98_003368 [Chlorella vulgaris]
OG0003732	RMZ54956.1 hypothetical protein APUTEX25_000473 [Auxenochlorella protothecoides]	KAI3424964.1 hypothetical protein D9Q98_008345 [Chlorella vulgaris]
OG0003733	RMZ54958.1 hypothetical protein APUTEX25_000475 [Auxenochlorella protothecoides]	KAI3436388.1 hypothetical protein D9Q98_005805 [Chlorella vulgaris]
OG0003734	RMZ54970.1 hypothetical protein APUTEX25_000487 [Auxenochlorella protothecoides]	KAI3436136.1 hypothetical protein D9Q98_002193 [Chlorella vulgaris]
OG0003735	RMZ55016.1 hypothetical protein APUTEX25_005642 [Auxenochlorella protothecoides]	KAI3429806.1 hypothetical protein D9Q98_010119 [Chlorella vulgaris]
OG0003736	RMZ55023.1 hypothetical protein APUTEX25_005649 [Auxenochlorella protothecoides]	KAI3428788.1 hypothetical protein D9Q98_007607 [Chlorella vulgaris]
OG0003737	RMZ55026.1 hypothetical protein APUTEX25_005652_ partial [Auxenochlorella protothecoides]	KAI3428304.1 hypothetical protein D9Q98_006683 [Chlorella vulgaris]
OG0003738	RMZ55032.1 hypothetical protein APUTEX25_005658 [Auxenochlorella protothecoides]	KAI3424896.1 hypothetical protein D9Q98_008280 [Chlorella vulgaris]
OG0003739	RMZ55036.1 hypothetical protein APUTEX25_005662 [Auxenochlorella protothecoides]	KAI3439049.1 hypothetical protein D9Q98_001459 [Chlorella vulgaris]
OG0003740	RMZ55039.1 hypothetical protein APUTEX25_005665 [Auxenochlorella protothecoides]	KAI3425160.1 hypothetical protein D9Q98_008931 [Chlorella vulgaris]
OG0003741	RMZ55040.1 hypothetical protein APUTEX25_005666 [Auxenochlorella protothecoides]	KAI3439079.1 hypothetical protein D9Q98_001489 [Chlorella vulgaris], KAI3439085.1 hypothetical protein D9Q98_001495 [Chlorella vulgaris]
OG0003742	RMZ55053.1 hypothetical protein APUTEX25_005679 [Auxenochlorella protothecoides]	KAI3428787.1 hypothetical protein D9Q98_007606 [Chlorella vulgaris]
OG0003743	RMZ55055.1 hypothetical protein APUTEX25_005681 [Auxenochlorella protothecoides]	KAI3438265.1 hypothetical protein D9Q98_000701 [Chlorella vulgaris]
OG0003744	RMZ55061.1 hypothetical protein APUTEX25_005687 [Auxenochlorella protothecoides]	KAI3439036.1 hypothetical protein D9Q98_001446 [Chlorella vulgaris]
OG0003745	RMZ55074.1 hypothetical protein APUTEX25_005700 [Auxenochlorella protothecoides]	KAI3436095.1 hypothetical protein D9Q98_002153 [Chlorella vulgaris]
OG0003746	RMZ55078.1 hypothetical protein APUTEX25_005704_ partial [Auxenochlorella protothecoides]	KAI3436107.1 hypothetical protein D9Q98_002165 [Chlorella vulgaris]
OG0003747	RMZ55079.1 hypothetical protein APUTEX25_005705 [Auxenochlorella protothecoides]	KAI3436114.1 hypothetical protein D9Q98_002172 [Chlorella vulgaris]
OG0003748	RMZ55084.1 hypothetical protein APUTEX25_005710 [Auxenochlorella protothecoides]	KAI3428794.1 hypothetical protein D9Q98_007613 [Chlorella vulgaris]
OG0003749	RMZ55092.1 hypothetical protein APUTEX25_005718_ partial [Auxenochlorella protothecoides]	KAI3425147.1 hypothetical protein D9Q98_008918 [Chlorella vulgaris]
OG0003750	RMZ55094.1 hypothetical protein APUTEX25_005720 [Auxenochlorella protothecoides]	KAI3439021.1 hypothetical protein D9Q98_001433 [Chlorella vulgaris]
OG0003751	RMZ55099.1 hypothetical protein APUTEX25_005725 [Auxenochlorella protothecoides]	KAI3428308.1 hypothetical protein D9Q98_006687 [Chlorella vulgaris]
OG0003752	RMZ55103.1 hypothetical protein APUTEX25_005381 [Auxenochlorella protothecoides]	KAI3435539.1 hypothetical protein D9Q98_001604 [Chlorella vulgaris]
OG0003753	RMZ55106.1 hypothetical protein APUTEX25_005384 [Auxenochlorella protothecoides]	KAI3435508.1 hypothetical protein D9Q98_001574 [Chlorella vulgaris]
OG0003754	RMZ55108.1 hypothetical protein APUTEX25_005386 [Auxenochlorella protothecoides]	KAI3423881.1 hypothetical protein D9Q98_009715 [Chlorella vulgaris]
OG0003755	RMZ55112.1 hypothetical protein APUTEX25_005390_ partial [Auxenochlorella protothecoides]	KAI3432217.1 hypothetical protein D9Q98_003779 [Chlorella vulgaris]
OG0003756	RMZ55123.1 hypothetical protein APUTEX25_005401_ partial [Auxenochlorella protothecoides]	KAI3435532.1 hypothetical protein D9Q98_001597 [Chlorella vulgaris]
OG0003757	RMZ55130.1 hypothetical protein APUTEX25_005408 [Auxenochlorella protothecoides]	KAI3423805.1 hypothetical protein D9Q98_009642 [Chlorella vulgaris]
OG0003758	RMZ55138.1 hypothetical protein APUTEX25_005416 [Auxenochlorella protothecoides]	KAI3430389.1 hypothetical protein D9Q98_004984 [Chlorella vulgaris], KAI3435535.1 hypothetical protein D9Q98_001600 [Chlorella vulgaris]
OG0003759	RMZ55141.1 hypothetical protein APUTEX25_005419 [Auxenochlorella protothecoides]	KAI3435529.1 hypothetical protein D9Q98_001595 [Chlorella vulgaris]
OG0003760	RMZ55146.1 hypothetical protein APUTEX25_005424_ partial [Auxenochlorella protothecoides]	KAI3435500.1 hypothetical protein D9Q98_001566 [Chlorella vulgaris]
OG0003761	RMZ55155.1 hypothetical protein APUTEX25_005433 [Auxenochlorella protothecoides]	KAI3435552.1 hypothetical protein D9Q98_001617 [Chlorella vulgaris]
OG0003762	RMZ55159.1 hypothetical protein APUTEX25_005437 [Auxenochlorella protothecoides]	KAI3435575.1 hypothetical protein D9Q98_001640 [Chlorella vulgaris]
OG0003763	RMZ55160.1 hypothetical protein APUTEX25_005438_ partial [Auxenochlorella protothecoides]	KAI3438487.1 hypothetical protein D9Q98_000915 [Chlorella vulgaris]
OG0003764	RMZ55526.1 hypothetical protein APUTEX25_000109_ partial [Auxenochlorella protothecoides], RMZ55196.1 hypothetical protein APUTEX25_005474_ partial [Auxenochlorella protothecoides]	KAI3424089.1 hypothetical protein D9Q98_009451 [Chlorella vulgaris], KAI3424098.1 hypothetical protein D9Q98_009460 [Chlorella vulgaris]
OG0003765	RMZ55208.1 hypothetical protein APUTEX25_005486 [Auxenochlorella protothecoides]	KAI3438460.1 hypothetical protein D9Q98_000889 [Chlorella vulgaris]
OG0003766	RMZ55223.1 hypothetical protein APUTEX25_005501 [Auxenochlorella protothecoides]	KAI3423799.1 hypothetical protein D9Q98_009636 [Chlorella vulgaris]
OG0003767	RMZ55237.1 hypothetical protein APUTEX25_005515_ partial [Auxenochlorella protothecoides]	KAI3435526.1 hypothetical protein D9Q98_001592 [Chlorella vulgaris]
OG0003768	RMZ55238.1 hypothetical protein APUTEX25_005516_ partial [Auxenochlorella protothecoides]	KAI3437962.1 hypothetical protein D9Q98_000406 [Chlorella vulgaris]
OG0003769	RMZ55250.1 hypothetical protein APUTEX25_005528_ partial [Auxenochlorella protothecoides]	KAI3435511.1 hypothetical protein D9Q98_001577 [Chlorella vulgaris]
OG0003770	RMZ55264.1 hypothetical protein APUTEX25_005542 [Auxenochlorella protothecoides]	KAI3435563.1 hypothetical protein D9Q98_001628 [Chlorella vulgaris]
OG0003771	RMZ55279.1 hypothetical protein APUTEX25_005557 [Auxenochlorella protothecoides]	KAI3431792.1 hypothetical protein D9Q98_010545 [Chlorella vulgaris]
OG0003772	RMZ55308.1 hypothetical protein APUTEX25_003446 [Auxenochlorella protothecoides]	KAI3438055.1 hypothetical protein D9Q98_000498 [Chlorella vulgaris]
OG0003773	RMZ55316.1 hypothetical protein APUTEX25_003454 [Auxenochlorella protothecoides]	KAI3438084.1 hypothetical protein D9Q98_000526 [Chlorella vulgaris]
OG0003774	RMZ55332.1 hypothetical protein APUTEX25_003470 [Auxenochlorella protothecoides]	KAI3438093.1 hypothetical protein D9Q98_000535 [Chlorella vulgaris]
OG0003775	RMZ55335.1 hypothetical protein APUTEX25_003473 [Auxenochlorella protothecoides]	KAI3438053.1 hypothetical protein D9Q98_000496 [Chlorella vulgaris]
OG0003776	RMZ55336.1 hypothetical protein APUTEX25_003474_ partial [Auxenochlorella protothecoides]	KAI3438114.1 hypothetical protein D9Q98_000555 [Chlorella vulgaris]
OG0003777	RMZ55340.1 hypothetical protein APUTEX25_003478_ partial [Auxenochlorella protothecoides]	KAI3438121.1 hypothetical protein D9Q98_000562 [Chlorella vulgaris]
OG0003778	RMZ55342.1 hypothetical protein APUTEX25_003480_ partial [Auxenochlorella protothecoides]	KAI3438136.1 hypothetical protein D9Q98_000577 [Chlorella vulgaris]
OG0003779	RMZ55353.1 hypothetical protein APUTEX25_002211_ partial [Auxenochlorella protothecoides]	KAI3438412.1 hypothetical protein D9Q98_000843 [Chlorella vulgaris]
OG0003780	RMZ55355.1 hypothetical protein APUTEX25_002213 [Auxenochlorella protothecoides]	KAI3438415.1 hypothetical protein D9Q98_000846 [Chlorella vulgaris]
OG0003781	RMZ55363.1 hypothetical protein APUTEX25_002221 [Auxenochlorella protothecoides]	KAI3438760.1 hypothetical protein D9Q98_001178 [Chlorella vulgaris]
OG0003782	RMZ55386.1 hypothetical protein APUTEX25_003510 [Auxenochlorella protothecoides]	KAI3427988.1 hypothetical protein D9Q98_006376 [Chlorella vulgaris]
OG0003784	RMZ55422.1 hypothetical protein APUTEX25_003546 [Auxenochlorella protothecoides]	KAI3434563.1 hypothetical protein D9Q98_002636 [Chlorella vulgaris]
OG0003785	RMZ55432.1 hypothetical protein APUTEX25_003556_ partial [Auxenochlorella protothecoides]	KAI3428142.1 hypothetical protein D9Q98_006526 [Chlorella vulgaris]
OG0003786	RMZ55441.1 hypothetical protein APUTEX25_003565 [Auxenochlorella protothecoides]	KAI3435848.1 hypothetical protein D9Q98_001906 [Chlorella vulgaris]
OG0003787	RMZ55444.1 hypothetical protein APUTEX25_003568 [Auxenochlorella protothecoides]	KAI3428018.1 hypothetical protein D9Q98_006404 [Chlorella vulgaris]
OG0003788	RMZ55453.1 hypothetical protein APUTEX25_003577 [Auxenochlorella protothecoides]	KAI3427230.1 hypothetical protein D9Q98_007165 [Chlorella vulgaris]
OG0003789	RMZ55470.1 hypothetical protein APUTEX25_000053 [Auxenochlorella protothecoides]	KAI3438729.1 hypothetical protein D9Q98_001149 [Chlorella vulgaris]
OG0003790	RMZ55481.1 hypothetical protein APUTEX25_000064 [Auxenochlorella protothecoides]	KAI3438692.1 hypothetical protein D9Q98_001112 [Chlorella vulgaris]
OG0003791	RMZ55500.1 hypothetical protein APUTEX25_000083_ partial [Auxenochlorella protothecoides]	KAI3424177.1 hypothetical protein D9Q98_009536 [Chlorella vulgaris]
OG0003792	RMZ55502.1 hypothetical protein APUTEX25_000085_ partial [Auxenochlorella protothecoides]	KAI3427244.1 hypothetical protein D9Q98_007178 [Chlorella vulgaris]
OG0003793	RMZ55513.1 hypothetical protein APUTEX25_000096 [Auxenochlorella protothecoides]	KAI3425141.1 hypothetical protein D9Q98_008912 [Chlorella vulgaris]
OG0003794	RMZ55517.1 hypothetical protein APUTEX25_000100_ partial [Auxenochlorella protothecoides]	KAI3438601.1 hypothetical protein D9Q98_001024 [Chlorella vulgaris]
OG0003795	RMZ55521.1 hypothetical protein APUTEX25_000104 [Auxenochlorella protothecoides]	KAI3429602.1 hypothetical protein D9Q98_005688 [Chlorella vulgaris]
OG0003796	RMZ55524.1 hypothetical protein APUTEX25_000107_ partial [Auxenochlorella protothecoides]	KAI3431678.1 hypothetical protein D9Q98_004724 [Chlorella vulgaris]
OG0003797	RMZ55525.1 hypothetical protein APUTEX25_000108 [Auxenochlorella protothecoides]	KAI3436230.1 hypothetical protein D9Q98_002284 [Chlorella vulgaris]
OG0003798	RMZ55530.1 hypothetical protein APUTEX25_000113 [Auxenochlorella protothecoides]	KAI3438592.1 hypothetical protein D9Q98_001016 [Chlorella vulgaris]
OG0003799	RMZ55541.1 hypothetical protein APUTEX25_000124 [Auxenochlorella protothecoides]	KAI3436642.1 hypothetical protein D9Q98_006058 [Chlorella vulgaris], KAI3436641.1 hypothetical protein D9Q98_006057 [Chlorella vulgaris]
OG0003800	RMZ55547.1 hypothetical protein APUTEX25_000130_ partial [Auxenochlorella protothecoides]	KAI3424189.1 hypothetical protein D9Q98_009546 [Chlorella vulgaris]
OG0003801	RMZ55548.1 hypothetical protein APUTEX25_000131 [Auxenochlorella protothecoides]	KAI3429610.1 hypothetical protein D9Q98_005696 [Chlorella vulgaris]
OG0003802	RMZ55553.1 hypothetical protein APUTEX25_000136 [Auxenochlorella protothecoides]	KAI3438726.1 hypothetical protein D9Q98_001146 [Chlorella vulgaris]
OG0003803	RMZ55572.1 hypothetical protein APUTEX25_000155 [Auxenochlorella protothecoides]	KAI3435001.1 hypothetical protein D9Q98_003053 [Chlorella vulgaris]
OG0003804	RMZ55573.1 hypothetical protein APUTEX25_000156 [Auxenochlorella protothecoides]	KAI3435026.1 hypothetical protein D9Q98_003078 [Chlorella vulgaris]
OG0003805	RMZ55588.1 hypothetical protein APUTEX25_000171 [Auxenochlorella protothecoides]	KAI3438600.1 hypothetical protein D9Q98_001023 [Chlorella vulgaris]
OG0003806	RMZ55596.1 hypothetical protein APUTEX25_000179 [Auxenochlorella protothecoides]	KAI3430531.1 hypothetical protein D9Q98_005124 [Chlorella vulgaris]
OG0003807	RMZ55599.1 hypothetical protein APUTEX25_000182 [Auxenochlorella protothecoides]	KAI3435011.1 hypothetical protein D9Q98_003063 [Chlorella vulgaris]
OG0003808	RMZ55608.1 hypothetical protein APUTEX25_000191_ partial [Auxenochlorella protothecoides]	KAI3433705.1 hypothetical protein D9Q98_003514 [Chlorella vulgaris]
OG0003809	RMZ55616.1 hypothetical protein APUTEX25_000199 [Auxenochlorella protothecoides]	KAI3431677.1 hypothetical protein D9Q98_004723 [Chlorella vulgaris]
OG0003810	RMZ55621.1 hypothetical protein APUTEX25_000204 [Auxenochlorella protothecoides]	KAI3430498.1 hypothetical protein D9Q98_005093 [Chlorella vulgaris]
OG0003811	RMZ55625.1 hypothetical protein APUTEX25_000208_ partial [Auxenochlorella protothecoides]	KAI3433701.1 hypothetical protein D9Q98_003510 [Chlorella vulgaris]
OG0003812	RMZ55626.1 hypothetical protein APUTEX25_000209 [Auxenochlorella protothecoides]	KAI3426201.1 hypothetical protein D9Q98_008578 [Chlorella vulgaris]
OG0003813	RMZ55639.1 hypothetical protein APUTEX25_000222 [Auxenochlorella protothecoides]	KAI3429606.1 hypothetical protein D9Q98_005692 [Chlorella vulgaris]
OG0003814	RMZ55641.1 hypothetical protein APUTEX25_000224 [Auxenochlorella protothecoides]	KAI3435002.1 hypothetical protein D9Q98_003054 [Chlorella vulgaris]
OG0003815	RMZ55650.1 hypothetical protein APUTEX25_000233 [Auxenochlorella protothecoides]	KAI3435024.1 hypothetical protein D9Q98_003076 [Chlorella vulgaris]
OG0003816	RMZ55651.1 hypothetical protein APUTEX25_000234 [Auxenochlorella protothecoides]	KAI3424198.1 hypothetical protein D9Q98_009554 [Chlorella vulgaris]
OG0003817	RMZ55663.1 hypothetical protein APUTEX25_000246 [Auxenochlorella protothecoides]	KAI3427435.1 hypothetical protein D9Q98_010350 [Chlorella vulgaris]
OG0003818	RMZ55670.1 hypothetical protein APUTEX25_000253 [Auxenochlorella protothecoides]	KAI3431672.1 hypothetical protein D9Q98_004719 [Chlorella vulgaris]
OG0003819	RMZ55681.1 hypothetical protein APUTEX25_000264 [Auxenochlorella protothecoides]	KAI3430542.1 hypothetical protein D9Q98_005135 [Chlorella vulgaris]
OG0003820	RMZ55683.1 hypothetical protein APUTEX25_000266 [Auxenochlorella protothecoides]	KAI3436232.1 hypothetical protein D9Q98_002286 [Chlorella vulgaris]
OG0003821	RMZ55692.1 hypothetical protein APUTEX25_005733 [Auxenochlorella protothecoides]	KAI3426020.1 hypothetical protein D9Q98_007988 [Chlorella vulgaris]
OG0003822	RMZ55693.1 hypothetical protein APUTEX25_005734 [Auxenochlorella protothecoides]	KAI3432389.1 hypothetical protein D9Q98_003945 [Chlorella vulgaris]
OG0003823	RMZ55694.1 hypothetical protein APUTEX25_005735 [Auxenochlorella protothecoides]	KAI3426017.1 hypothetical protein D9Q98_007985 [Chlorella vulgaris]
OG0003824	RMZ55710.1 hypothetical protein APUTEX25_005751 [Auxenochlorella protothecoides]	KAI3437620.1 hypothetical protein D9Q98_000072 [Chlorella vulgaris]
OG0003825	RMZ55715.1 hypothetical protein APUTEX25_005756 [Auxenochlorella protothecoides]	KAI3425972.1 hypothetical protein D9Q98_007940 [Chlorella vulgaris]
OG0003826	RMZ55716.1 hypothetical protein APUTEX25_005757 [Auxenochlorella protothecoides]	KAI3426018.1 hypothetical protein D9Q98_007986 [Chlorella vulgaris]
OG0003827	RMZ55718.1 hypothetical protein APUTEX25_005759 [Auxenochlorella protothecoides]	KAI3426282.1 hypothetical protein D9Q98_008655 [Chlorella vulgaris]
OG0003828	RMZ55727.1 hypothetical protein APUTEX25_005768 [Auxenochlorella protothecoides]	KAI3425975.1 hypothetical protein D9Q98_007943 [Chlorella vulgaris]
OG0003829	RMZ55731.1 hypothetical protein APUTEX25_005772_ partial [Auxenochlorella protothecoides]	KAI3437587.1 hypothetical protein D9Q98_000040 [Chlorella vulgaris]
OG0003830	RMZ55741.1 hypothetical protein APUTEX25_005782_ partial [Auxenochlorella protothecoides]	KAI3426029.1 hypothetical protein D9Q98_007997 [Chlorella vulgaris]
OG0003831	RMZ55743.1 hypothetical protein APUTEX25_005784 [Auxenochlorella protothecoides]	KAI3430591.1 hypothetical protein D9Q98_005184 [Chlorella vulgaris]
OG0003832	RMZ55755.1 hypothetical protein APUTEX25_005796 [Auxenochlorella protothecoides]	KAI3437626.1 hypothetical protein D9Q98_000078 [Chlorella vulgaris]
OG0003833	RMZ55757.1 hypothetical protein APUTEX25_005798 [Auxenochlorella protothecoides]	KAI3426007.1 hypothetical protein D9Q98_007975 [Chlorella vulgaris]
OG0003834	RMZ55760.1 hypothetical protein APUTEX25_005801 [Auxenochlorella protothecoides]	KAI3425998.1 hypothetical protein D9Q98_007966 [Chlorella vulgaris]
OG0003835	RMZ55761.1 hypothetical protein APUTEX25_005802_ partial [Auxenochlorella protothecoides]	KAI3425887.1 hypothetical protein D9Q98_007860 [Chlorella vulgaris]
OG0003836	RMZ55762.1 hypothetical protein APUTEX25_005803 [Auxenochlorella protothecoides]	KAI3425971.1 hypothetical protein D9Q98_007939 [Chlorella vulgaris]
OG0003837	RMZ55780.1 hypothetical protein APUTEX25_005821 [Auxenochlorella protothecoides]	KAI3425886.1 hypothetical protein D9Q98_007859 [Chlorella vulgaris]
OG0003838	RMZ55784.1 hypothetical protein APUTEX25_005825 [Auxenochlorella protothecoides]	KAI3426014.1 hypothetical protein D9Q98_007982 [Chlorella vulgaris]
OG0003839	RMZ55786.1 hypothetical protein APUTEX25_005827 [Auxenochlorella protothecoides]	KAI3425929.1 hypothetical protein D9Q98_007901 [Chlorella vulgaris]
OG0003840	RMZ55794.1 hypothetical protein APUTEX25_005835 [Auxenochlorella protothecoides]	KAI3426019.1 hypothetical protein D9Q98_007987 [Chlorella vulgaris]
OG0003841	RMZ55795.1 hypothetical protein APUTEX25_005836 [Auxenochlorella protothecoides]	KAI3425993.1 hypothetical protein D9Q98_007961 [Chlorella vulgaris]
OG0003842	RMZ55798.1 hypothetical protein APUTEX25_005839 [Auxenochlorella protothecoides]	KAI3430587.1 hypothetical protein D9Q98_005180 [Chlorella vulgaris]
OG0003843	RMZ55808.1 hypothetical protein APUTEX25_005849 [Auxenochlorella protothecoides]	KAI3425905.1 hypothetical protein D9Q98_007877 [Chlorella vulgaris]
OG0003844	RMZ55815.1 hypothetical protein APUTEX25_003781 [Auxenochlorella protothecoides]	KAI3431353.1 hypothetical protein D9Q98_004411 [Chlorella vulgaris]
