Orthogroup	Auxenochlorella_protothecoides	Coccomyxa_SubellipsoideaC169
OG0004000	RMZ56937.1 hypothetical protein APUTEX25_004999 [Auxenochlorella protothecoides]	EIE22075.1 pre-rRNA processing protein [Coccomyxa subellipsoidea C-169]
OG0004001	RMZ56940.1 hypothetical protein APUTEX25_005002 [Auxenochlorella protothecoides]	EIE21989.1 Reticulon-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004002	RMZ56943.1 hypothetical protein APUTEX25_005005_ partial [Auxenochlorella protothecoides]	EIE21008.1 putative 26S proteasome regulatory complex_ ATPase RPT2 [Coccomyxa subellipsoidea C-169]
OG0004003	RMZ56944.1 hypothetical protein APUTEX25_005006_ partial [Auxenochlorella protothecoides]	EIE27277.1 hypothetical protein COCSUDRAFT_31967 [Coccomyxa subellipsoidea C-169]
OG0004004	RMZ56948.1 hypothetical protein APUTEX25_005010 [Auxenochlorella protothecoides]	EIE20674.1 polymeras-like protein II polypeptide D [Coccomyxa subellipsoidea C-169]
OG0004005	RMZ56964.1 hypothetical protein APUTEX25_005026 [Auxenochlorella protothecoides]	EIE22496.1 PSI-D1 precursor [Coccomyxa subellipsoidea C-169]
OG0004006	RMZ56974.1 hypothetical protein APUTEX25_005036 [Auxenochlorella protothecoides]	EIE25170.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004007	RMZ56980.1 hypothetical protein APUTEX25_005042 [Auxenochlorella protothecoides]	EIE21987.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0004008	RMZ56986.1 hypothetical protein APUTEX25_005048_ partial [Auxenochlorella protothecoides]	EIE27322.1 4-hydroxybenzoate polyprenyl transferase [Coccomyxa subellipsoidea C-169]
OG0004009	RMZ56987.1 hypothetical protein APUTEX25_005049 [Auxenochlorella protothecoides]	EIE25595.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0004010	RMZ56988.1 hypothetical protein APUTEX25_005050_ partial [Auxenochlorella protothecoides]	EIE27278.1 hypothetical protein COCSUDRAFT_38998 [Coccomyxa subellipsoidea C-169]
OG0004011	RMZ56989.1 hypothetical protein APUTEX25_005051_ partial [Auxenochlorella protothecoides]	EIE25177.1 hypothetical protein COCSUDRAFT_61418 [Coccomyxa subellipsoidea C-169]
OG0004012	RMZ56992.1 hypothetical protein APUTEX25_005054 [Auxenochlorella protothecoides]	EIE18230.1 hypothetical protein COCSUDRAFT_60429 [Coccomyxa subellipsoidea C-169]
OG0004013	RMZ56994.1 hypothetical protein APUTEX25_005056 [Auxenochlorella protothecoides]	EIE27215.1 hypothetical protein COCSUDRAFT_38947 [Coccomyxa subellipsoidea C-169]
OG0004014	RMZ57000.1 hypothetical protein APUTEX25_002232_ partial [Auxenochlorella protothecoides]	EIE26611.1 hypothetical protein COCSUDRAFT_39658 [Coccomyxa subellipsoidea C-169]
OG0004015	RMZ57009.1 hypothetical protein APUTEX25_002241 [Auxenochlorella protothecoides]	EIE22799.1 hypothetical protein COCSUDRAFT_66402 [Coccomyxa subellipsoidea C-169]
OG0004016	RMZ57012.1 hypothetical protein APUTEX25_002244_ partial [Auxenochlorella protothecoides]	EIE27043.1 hypothetical protein COCSUDRAFT_55070 [Coccomyxa subellipsoidea C-169], EIE27046.1 hypothetical protein COCSUDRAFT_55074 [Coccomyxa subellipsoidea C-169]
OG0004017	RMZ57022.1 hypothetical protein APUTEX25_002254 [Auxenochlorella protothecoides]	EIE19579.1 hypothetical protein COCSUDRAFT_58328 [Coccomyxa subellipsoidea C-169]
OG0004018	RMZ57029.1 hypothetical protein APUTEX25_002261 [Auxenochlorella protothecoides]	EIE19997.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004020	RMZ57050.1 hypothetical protein APUTEX25_002282 [Auxenochlorella protothecoides]	EIE21757.1 Thioesterase/thiol ester dehydrase-isomerase [Coccomyxa subellipsoidea C-169]
OG0004021	RMZ57056.1 hypothetical protein APUTEX25_002288 [Auxenochlorella protothecoides]	EIE19269.1 hypothetical protein COCSUDRAFT_48885 [Coccomyxa subellipsoidea C-169]
OG0004022	RMZ57070.1 hypothetical protein APUTEX25_002302 [Auxenochlorella protothecoides]	EIE22295.1 phosphoribosylamine--glycine ligase [Coccomyxa subellipsoidea C-169]
OG0004023	RMZ57071.1 hypothetical protein APUTEX25_002303 [Auxenochlorella protothecoides]	EIE26961.1 hypothetical protein COCSUDRAFT_39905 [Coccomyxa subellipsoidea C-169]
OG0004024	RMZ57074.1 hypothetical protein APUTEX25_002306_ partial [Auxenochlorella protothecoides]	EIE23638.1 hypothetical protein COCSUDRAFT_63166 [Coccomyxa subellipsoidea C-169]
OG0004025	RMZ57079.1 hypothetical protein APUTEX25_002311 [Auxenochlorella protothecoides]	EIE22800.1 hypothetical protein COCSUDRAFT_29409 [Coccomyxa subellipsoidea C-169]
OG0004026	RMZ57085.1 hypothetical protein APUTEX25_002317 [Auxenochlorella protothecoides]	EIE20700.1 hypothetical protein COCSUDRAFT_67190 [Coccomyxa subellipsoidea C-169]
OG0004027	RMZ57090.1 hypothetical protein APUTEX25_002322 [Auxenochlorella protothecoides]	EIE22805.1 heat shock 70 protein [Coccomyxa subellipsoidea C-169]
OG0004028	RMZ57114.1 hypothetical protein APUTEX25_002346_ partial [Auxenochlorella protothecoides]	EIE22801.1 hypothetical protein COCSUDRAFT_53665 [Coccomyxa subellipsoidea C-169]
OG0004029	RMZ57115.1 hypothetical protein APUTEX25_002347 [Auxenochlorella protothecoides]	EIE25493.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]
OG0004030	RMZ57122.1 hypothetical protein APUTEX25_002354 [Auxenochlorella protothecoides]	EIE26514.1 replication protein A_ subunit RPA32 [Coccomyxa subellipsoidea C-169]
OG0004031	RMZ57123.1 hypothetical protein APUTEX25_002355_ partial [Auxenochlorella protothecoides]	EIE22386.1 NIC-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004032	RMZ57126.1 hypothetical protein APUTEX25_002358_ partial [Auxenochlorella protothecoides], RMZ57726.1 hypothetical protein APUTEX25_001725_ partial [Auxenochlorella protothecoides]	EIE26922.1 DUF810-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004033	RMZ57141.1 hypothetical protein APUTEX25_003598_ partial [Auxenochlorella protothecoides]	EIE27242.1 hypothetical protein COCSUDRAFT_52106 [Coccomyxa subellipsoidea C-169]
OG0004034	RMZ57156.1 hypothetical protein APUTEX25_003990 [Auxenochlorella protothecoides]	EIE24657.1 hypothetical protein COCSUDRAFT_46897 [Coccomyxa subellipsoidea C-169]
OG0004035	RMZ57181.1 hypothetical protein APUTEX25_004015_ partial [Auxenochlorella protothecoides]	EIE24595.1 Clc chloride channel [Coccomyxa subellipsoidea C-169]
OG0004036	RMZ57186.1 hypothetical protein APUTEX25_004020 [Auxenochlorella protothecoides]	EIE25355.1 NUD24_ARATH Nudix hydrolase 24 chloroplast precursor [Coccomyxa subellipsoidea C-169]
OG0004037	RMZ57193.1 hypothetical protein APUTEX25_004027 [Auxenochlorella protothecoides]	EIE21973.1 autophagy protein 5 [Coccomyxa subellipsoidea C-169]
OG0004038	RMZ57194.1 hypothetical protein APUTEX25_004028 [Auxenochlorella protothecoides]	EIE24103.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]
OG0004039	RMZ57195.1 hypothetical protein APUTEX25_004029 [Auxenochlorella protothecoides]	EIE22734.1 hypothetical protein COCSUDRAFT_16080 [Coccomyxa subellipsoidea C-169]
OG0004040	RMZ57207.1 hypothetical protein APUTEX25_004041 [Auxenochlorella protothecoides]	EIE19950.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004041	RMZ57208.1 hypothetical protein APUTEX25_004042 [Auxenochlorella protothecoides]	EIE22729.1 carbon-nitrogen hydrolase [Coccomyxa subellipsoidea C-169]
OG0004042	RMZ57225.1 hypothetical protein APUTEX25_004059_ partial [Auxenochlorella protothecoides]	EIE24607.1 hypothetical protein COCSUDRAFT_14109 [Coccomyxa subellipsoidea C-169]
OG0004043	RMZ57227.1 hypothetical protein APUTEX25_004061 [Auxenochlorella protothecoides]	EIE20461.1 hypothetical protein COCSUDRAFT_43901 [Coccomyxa subellipsoidea C-169]
OG0004044	RMZ57230.1 hypothetical protein APUTEX25_004064_ partial [Auxenochlorella protothecoides]	EIE24505.1 anion-transporting ATPase [Coccomyxa subellipsoidea C-169]
OG0004045	RMZ57245.1 hypothetical protein APUTEX25_004079 [Auxenochlorella protothecoides]	EIE22564.1 hypothetical protein COCSUDRAFT_63712 [Coccomyxa subellipsoidea C-169]
OG0004046	RMZ57246.1 hypothetical protein APUTEX25_004080 [Auxenochlorella protothecoides]	EIE24858.1 dual-specificity protein phosphatase 6_ partial [Coccomyxa subellipsoidea C-169]
OG0004048	RMZ57258.1 hypothetical protein APUTEX25_004092_ partial [Auxenochlorella protothecoides]	EIE24898.1 Ribokinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004049	RMZ57266.1 hypothetical protein APUTEX25_004100_ partial [Auxenochlorella protothecoides]	EIE25249.1 hypothetical protein COCSUDRAFT_40556 [Coccomyxa subellipsoidea C-169]
OG0004051	RMZ57300.1 hypothetical protein APUTEX25_004134_ partial [Auxenochlorella protothecoides]	EIE24816.1 hypothetical protein COCSUDRAFT_62224 [Coccomyxa subellipsoidea C-169]
OG0004052	RMZ57305.1 hypothetical protein APUTEX25_004139 [Auxenochlorella protothecoides]	EIE20920.1 14 kDa subunit of cytochrome bd ubiquinol oxidase [Coccomyxa subellipsoidea C-169]
OG0004053	RMZ57315.1 hypothetical protein APUTEX25_004149 [Auxenochlorella protothecoides]	EIE25073.1 hypothetical protein COCSUDRAFT_61316 [Coccomyxa subellipsoidea C-169]
OG0004054	RMZ57323.1 hypothetical protein APUTEX25_004157 [Auxenochlorella protothecoides]	EIE24475.1 transcription factor [Coccomyxa subellipsoidea C-169]
OG0004055	RMZ57335.1 hypothetical protein APUTEX25_004169_ partial [Auxenochlorella protothecoides]	EIE24466.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]
OG0004056	RMZ57340.1 hypothetical protein APUTEX25_004174_ partial [Auxenochlorella protothecoides]	EIE25315.1 Aminomethyltransferase folate-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004057	RMZ57364.1 hypothetical protein APUTEX25_004198 [Auxenochlorella protothecoides]	EIE20057.1 3'_5'-bisphosphate nucleotidase [Coccomyxa subellipsoidea C-169]
OG0004058	RMZ57366.1 hypothetical protein APUTEX25_004200 [Auxenochlorella protothecoides]	EIE24935.1 hypothetical protein COCSUDRAFT_62344 [Coccomyxa subellipsoidea C-169]
OG0004059	RMZ57379.1 hypothetical protein APUTEX25_004213 [Auxenochlorella protothecoides]	EIE25340.1 hypothetical protein COCSUDRAFT_40616 [Coccomyxa subellipsoidea C-169]
OG0004060	RMZ57380.1 hypothetical protein APUTEX25_004214 [Auxenochlorella protothecoides]	EIE24772.1 hypothetical protein COCSUDRAFT_53064 [Coccomyxa subellipsoidea C-169]
OG0004061	RMZ57381.1 hypothetical protein APUTEX25_004215_ partial [Auxenochlorella protothecoides]	EIE22362.1 hypothetical protein COCSUDRAFT_56052 [Coccomyxa subellipsoidea C-169]
OG0004062	RMZ57385.1 hypothetical protein APUTEX25_004219 [Auxenochlorella protothecoides]	EIE25248.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169], EIE18126.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0004063	RMZ57391.1 hypothetical protein APUTEX25_004225 [Auxenochlorella protothecoides]	EIE27402.1 cytokinesis-related protein [Coccomyxa subellipsoidea C-169]
OG0004064	RMZ57395.1 hypothetical protein APUTEX25_004229 [Auxenochlorella protothecoides]	EIE25251.1 Homogentisate 1_2-dioxygenase [Coccomyxa subellipsoidea C-169]
OG0004065	RMZ57401.1 hypothetical protein APUTEX25_004235 [Auxenochlorella protothecoides]	EIE21110.1 hypothetical protein COCSUDRAFT_48282 [Coccomyxa subellipsoidea C-169]
OG0004066	RMZ57412.1 hypothetical protein APUTEX25_004246_ partial [Auxenochlorella protothecoides]	EIE23086.1 hypothetical protein COCSUDRAFT_63463 [Coccomyxa subellipsoidea C-169]
OG0004067	RMZ57418.1 hypothetical protein APUTEX25_004252_ partial [Auxenochlorella protothecoides]	EIE24540.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004068	RMZ57426.1 hypothetical protein APUTEX25_004260 [Auxenochlorella protothecoides]	EIE20207.1 putative DEAH [Coccomyxa subellipsoidea C-169]
OG0004069	RMZ57433.1 hypothetical protein APUTEX25_004267_ partial [Auxenochlorella protothecoides]	EIE26844.1 hypothetical protein COCSUDRAFT_35261 [Coccomyxa subellipsoidea C-169]
OG0004070	RMZ57435.1 hypothetical protein APUTEX25_004269 [Auxenochlorella protothecoides]	EIE24808.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]
OG0004071	RMZ57442.1 hypothetical protein APUTEX25_004276_ partial [Auxenochlorella protothecoides]	EIE20100.1 hypothetical protein COCSUDRAFT_57820 [Coccomyxa subellipsoidea C-169]
OG0004072	RMZ57445.1 hypothetical protein APUTEX25_004279 [Auxenochlorella protothecoides]	EIE20108.1 hypothetical protein COCSUDRAFT_57833 [Coccomyxa subellipsoidea C-169]
OG0004073	RMZ57464.1 hypothetical protein APUTEX25_004298 [Auxenochlorella protothecoides]	EIE25242.1 hypothetical protein COCSUDRAFT_40549 [Coccomyxa subellipsoidea C-169], EIE18152.1 hypothetical protein COCSUDRAFT_60525 [Coccomyxa subellipsoidea C-169]
OG0004074	RMZ57471.1 hypothetical protein APUTEX25_004305 [Auxenochlorella protothecoides]	EIE22793.1 anaphase promoting complex subunit 11 [Coccomyxa subellipsoidea C-169]
OG0004075	RMZ57485.1 hypothetical protein APUTEX25_003728_ partial [Auxenochlorella protothecoides]	EIE18742.1 hypothetical protein COCSUDRAFT_60047 [Coccomyxa subellipsoidea C-169]
OG0004076	RMZ57488.1 hypothetical protein APUTEX25_003731 [Auxenochlorella protothecoides]	EIE23388.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]
OG0004077	RMZ57494.1 hypothetical protein APUTEX25_003737_ partial [Auxenochlorella protothecoides]	EIE22986.1 hypothetical protein COCSUDRAFT_29046 [Coccomyxa subellipsoidea C-169]
OG0004078	RMZ57518.1 hypothetical protein APUTEX25_003761 [Auxenochlorella protothecoides]	EIE21151.1 DnaJ-like protein [Coccomyxa subellipsoidea C-169]
OG0004079	RMZ57519.1 hypothetical protein APUTEX25_003762 [Auxenochlorella protothecoides]	EIE21259.1 hypothetical protein COCSUDRAFT_57161 [Coccomyxa subellipsoidea C-169]
OG0004080	RMZ57524.1 hypothetical protein APUTEX25_003767 [Auxenochlorella protothecoides]	EIE18671.1 IBR-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004081	RMZ57541.1 hypothetical protein APUTEX25_001741 [Auxenochlorella protothecoides]	EIE20887.1 putative folylpolyglutamate synthetase [Coccomyxa subellipsoidea C-169]
OG0004083	RMZ57551.1 hypothetical protein APUTEX25_001751 [Auxenochlorella protothecoides]	EIE22311.1 AFG1-like ATPase [Coccomyxa subellipsoidea C-169]
OG0004084	RMZ57567.1 hypothetical protein APUTEX25_001767 [Auxenochlorella protothecoides]	EIE24088.1 hypothetical protein COCSUDRAFT_53219 [Coccomyxa subellipsoidea C-169]
OG0004085	RMZ57576.1 hypothetical protein APUTEX25_001776_ partial [Auxenochlorella protothecoides]	EIE22639.1 hypothetical protein COCSUDRAFT_66323 [Coccomyxa subellipsoidea C-169]
OG0004086	RMZ57601.1 hypothetical protein APUTEX25_001801 [Auxenochlorella protothecoides]	EIE22756.1 hypothetical protein COCSUDRAFT_66379 [Coccomyxa subellipsoidea C-169]
OG0004087	RMZ57602.1 hypothetical protein APUTEX25_001802_ partial [Auxenochlorella protothecoides]	EIE22190.1 YL1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004088	RMZ57616.1 hypothetical protein APUTEX25_001816 [Auxenochlorella protothecoides]	EIE22500.1 hypothetical protein COCSUDRAFT_16734 [Coccomyxa subellipsoidea C-169]
OG0004089	RMZ57619.1 hypothetical protein APUTEX25_001819 [Auxenochlorella protothecoides]	EIE20932.1 hypothetical protein COCSUDRAFT_18161 [Coccomyxa subellipsoidea C-169]
OG0004091	RMZ57655.1 hypothetical protein APUTEX25_001855 [Auxenochlorella protothecoides]	EIE22576.1 hypothetical protein COCSUDRAFT_16124 [Coccomyxa subellipsoidea C-169]
OG0004093	RMZ57660.1 hypothetical protein APUTEX25_001860 [Auxenochlorella protothecoides]	EIE25884.1 hypothetical protein COCSUDRAFT_64884 [Coccomyxa subellipsoidea C-169]
OG0004095	RMZ57676.1 hypothetical protein APUTEX25_001876 [Auxenochlorella protothecoides]	EIE22351.1 hypothetical protein COCSUDRAFT_56044 [Coccomyxa subellipsoidea C-169]
OG0004096	RMZ57687.1 hypothetical protein APUTEX25_001887 [Auxenochlorella protothecoides]	EIE22236.1 protein phosphatase 2C catalytic subunit [Coccomyxa subellipsoidea C-169]
OG0004097	RMZ57694.1 hypothetical protein APUTEX25_001894 [Auxenochlorella protothecoides]	EIE22180.1 hypothetical protein COCSUDRAFT_36939 [Coccomyxa subellipsoidea C-169]
OG0004098	RMZ57703.1 hypothetical protein APUTEX25_001903_ partial [Auxenochlorella protothecoides]	EIE22760.1 hypothetical protein COCSUDRAFT_16273 [Coccomyxa subellipsoidea C-169]
OG0004099	RMZ57718.1 hypothetical protein APUTEX25_001918 [Auxenochlorella protothecoides]	EIE19908.1 methyltransferase FkbM [Coccomyxa subellipsoidea C-169]
OG0004100	RMZ57720.1 hypothetical protein APUTEX25_002110_ partial [Auxenochlorella protothecoides]	EIE26476.1 hypothetical protein COCSUDRAFT_11974 [Coccomyxa subellipsoidea C-169]
OG0004102	RMZ57843.1 hypothetical protein APUTEX25_004610_ partial [Auxenochlorella protothecoides]	EIE26631.1 hypothetical protein COCSUDRAFT_39670 [Coccomyxa subellipsoidea C-169]
OG0004418	RMZ52025.1 hypothetical protein APUTEX25_001219 [Auxenochlorella protothecoides]	EIE18711.1 sterol reductase [Coccomyxa subellipsoidea C-169]
OG0004419	RMZ52036.1 hypothetical protein APUTEX25_001230 [Auxenochlorella protothecoides]	EIE25719.1 hypothetical protein COCSUDRAFT_64799 [Coccomyxa subellipsoidea C-169]
OG0004421	RMZ52099.1 hypothetical protein APUTEX25_001293_ partial [Auxenochlorella protothecoides]	EIE23590.1 DUF1715-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004422	RMZ52105.1 hypothetical protein APUTEX25_001299 [Auxenochlorella protothecoides]	EIE18760.1 hypothetical protein COCSUDRAFT_60064 [Coccomyxa subellipsoidea C-169]
OG0004423	RMZ52107.1 hypothetical protein APUTEX25_001301 [Auxenochlorella protothecoides]	EIE24249.1 SpoU rRNA methylase family protein [Coccomyxa subellipsoidea C-169]
OG0004424	RMZ52110.1 hypothetical protein APUTEX25_001304 [Auxenochlorella protothecoides]	EIE27196.1 hypothetical protein COCSUDRAFT_45770 [Coccomyxa subellipsoidea C-169]
OG0004425	RMZ52127.1 hypothetical protein APUTEX25_001517 [Auxenochlorella protothecoides]	EIE18462.1 hypothetical protein COCSUDRAFT_54901 [Coccomyxa subellipsoidea C-169]
OG0004426	RMZ52129.1 hypothetical protein APUTEX25_001519 [Auxenochlorella protothecoides]	EIE25978.1 hypothetical protein COCSUDRAFT_52641 [Coccomyxa subellipsoidea C-169]
OG0004427	RMZ52139.1 hypothetical protein APUTEX25_001529 [Auxenochlorella protothecoides]	EIE19085.1 ATP-NAD kinase [Coccomyxa subellipsoidea C-169]
OG0004428	RMZ52154.1 hypothetical protein APUTEX25_001544 [Auxenochlorella protothecoides]	EIE26415.1 hypothetical protein COCSUDRAFT_64482 [Coccomyxa subellipsoidea C-169], EIE26420.1 hypothetical protein COCSUDRAFT_39523 [Coccomyxa subellipsoidea C-169]
OG0004429	RMZ52171.1 hypothetical protein APUTEX25_001561 [Auxenochlorella protothecoides]	EIE26937.1 hypothetical protein COCSUDRAFT_59435 [Coccomyxa subellipsoidea C-169], EIE26936.1 hypothetical protein COCSUDRAFT_59434 [Coccomyxa subellipsoidea C-169]
OG0004430	RMZ52183.1 hypothetical protein APUTEX25_001573 [Auxenochlorella protothecoides]	EIE26660.1 hypothetical protein COCSUDRAFT_12101_ partial [Coccomyxa subellipsoidea C-169]
OG0004431	RMZ52195.1 hypothetical protein APUTEX25_001585_ partial [Auxenochlorella protothecoides]	EIE26129.1 hypothetical protein COCSUDRAFT_40278 [Coccomyxa subellipsoidea C-169]
OG0004432	RMZ52204.1 hypothetical protein APUTEX25_001594 [Auxenochlorella protothecoides]	EIE24156.1 hypothetical protein COCSUDRAFT_14594_ partial [Coccomyxa subellipsoidea C-169]
OG0004433	RMZ52213.1 hypothetical protein APUTEX25_001603 [Auxenochlorella protothecoides]	EIE23048.1 hypothetical protein COCSUDRAFT_47480 [Coccomyxa subellipsoidea C-169]
OG0004434	RMZ52222.1 hypothetical protein APUTEX25_001612 [Auxenochlorella protothecoides]	EIE26208.1 hypothetical protein COCSUDRAFT_65033 [Coccomyxa subellipsoidea C-169]
OG0004435	RMZ52230.1 hypothetical protein APUTEX25_001620 [Auxenochlorella protothecoides]	EIE18784.1 hypothetical protein COCSUDRAFT_221_ partial [Coccomyxa subellipsoidea C-169]
OG0004436	RMZ52241.1 hypothetical protein APUTEX25_001631 [Auxenochlorella protothecoides]	EIE27438.1 Saposin [Coccomyxa subellipsoidea C-169]
OG0004437	RMZ52244.1 hypothetical protein APUTEX25_001634 [Auxenochlorella protothecoides]	EIE18771.1 hypothetical protein COCSUDRAFT_68194 [Coccomyxa subellipsoidea C-169]
OG0004438	RMZ52256.1 hypothetical protein APUTEX25_001646 [Auxenochlorella protothecoides]	EIE22929.1 hypothetical protein COCSUDRAFT_47747 [Coccomyxa subellipsoidea C-169]
OG0004439	RMZ52257.1 hypothetical protein APUTEX25_001647_ partial [Auxenochlorella protothecoides]	EIE24116.1 hypothetical protein COCSUDRAFT_36279 [Coccomyxa subellipsoidea C-169]
OG0004440	RMZ52276.1 hypothetical protein APUTEX25_001666_ partial [Auxenochlorella protothecoides]	EIE24200.1 hypothetical protein COCSUDRAFT_65792 [Coccomyxa subellipsoidea C-169]
OG0004442	RMZ52290.1 hypothetical protein APUTEX25_001680 [Auxenochlorella protothecoides]	EIE21787.1 bola-like protein [Coccomyxa subellipsoidea C-169]
OG0004443	RMZ52298.1 hypothetical protein APUTEX25_001688 [Auxenochlorella protothecoides]	EIE23328.1 hypothetical protein COCSUDRAFT_41599 [Coccomyxa subellipsoidea C-169]
OG0004444	RMZ52330.1 hypothetical protein APUTEX25_005083 [Auxenochlorella protothecoides]	EIE26424.1 hypothetical protein COCSUDRAFT_58962 [Coccomyxa subellipsoidea C-169]
OG0004445	RMZ52335.1 hypothetical protein APUTEX25_005088 [Auxenochlorella protothecoides]	EIE26527.1 photosystem II reaction cent [Coccomyxa subellipsoidea C-169]
OG0004447	RMZ52407.1 hypothetical protein APUTEX25_000682 [Auxenochlorella protothecoides]	EIE20367.1 hypothetical protein COCSUDRAFT_57519 [Coccomyxa subellipsoidea C-169]
OG0004448	RMZ52410.1 hypothetical protein APUTEX25_000685_ partial [Auxenochlorella protothecoides]	EIE24666.1 hypothetical protein COCSUDRAFT_41002 [Coccomyxa subellipsoidea C-169]
OG0004449	RMZ52423.1 hypothetical protein APUTEX25_000002 [Auxenochlorella protothecoides]	EIE27677.1 Di-trans-poly-cis-decaprenylcistransferase [Coccomyxa subellipsoidea C-169]
OG0004450	RMZ52428.1 hypothetical protein APUTEX25_000007 [Auxenochlorella protothecoides]	EIE27483.1 hypothetical protein COCSUDRAFT_64252 [Coccomyxa subellipsoidea C-169]
OG0004451	RMZ52431.1 hypothetical protein APUTEX25_000010 [Auxenochlorella protothecoides]	EIE27643.1 hypothetical protein COCSUDRAFT_64320 [Coccomyxa subellipsoidea C-169]
OG0004452	RMZ52445.1 hypothetical protein APUTEX25_000024 [Auxenochlorella protothecoides]	EIE27621.1 hypothetical protein COCSUDRAFT_52223 [Coccomyxa subellipsoidea C-169]
OG0004453	RMZ52447.1 hypothetical protein APUTEX25_000026 [Auxenochlorella protothecoides]	EIE27646.1 Thioesterase/thiol ester dehydrase-isomerase_ partial [Coccomyxa subellipsoidea C-169]
OG0004454	RMZ52456.1 hypothetical protein APUTEX25_000035 [Auxenochlorella protothecoides]	EIE19474.1 hypothetical protein COCSUDRAFT_48957 [Coccomyxa subellipsoidea C-169]
OG0004455	RMZ52475.1 hypothetical protein APUTEX25_003618 [Auxenochlorella protothecoides]	EIE19519.1 MED7-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004456	RMZ52477.1 hypothetical protein APUTEX25_003620 [Auxenochlorella protothecoides]	EIE21566.1 hypothetical protein COCSUDRAFT_56779 [Coccomyxa subellipsoidea C-169]
OG0004459	RMZ52509.1 hypothetical protein APUTEX25_003652 [Auxenochlorella protothecoides]	EIE25630.1 hypothetical protein COCSUDRAFT_83637 [Coccomyxa subellipsoidea C-169], EIE18554.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0004460	RMZ52526.1 hypothetical protein APUTEX25_003669 [Auxenochlorella protothecoides]	EIE24401.1 Extradiol aromatic ring-opening dioxygenase [Coccomyxa subellipsoidea C-169]
OG0004461	RMZ52570.1 hypothetical protein APUTEX25_003713 [Auxenochlorella protothecoides]	EIE19646.1 antiviral helicase [Coccomyxa subellipsoidea C-169]
OG0004462	RMZ52608.1 hypothetical protein APUTEX25_000727 [Auxenochlorella protothecoides]	EIE21266.1 mitochondrial ribosomal protein S6_ partial [Coccomyxa subellipsoidea C-169]
OG0004463	RMZ52612.1 hypothetical protein APUTEX25_000731 [Auxenochlorella protothecoides]	EIE21196.1 hypothetical protein COCSUDRAFT_17873 [Coccomyxa subellipsoidea C-169]
OG0004464	RMZ52635.1 hypothetical protein APUTEX25_000754 [Auxenochlorella protothecoides]	EIE20328.1 hypothetical protein COCSUDRAFT_30875 [Coccomyxa subellipsoidea C-169]
OG0004465	RMZ52650.1 hypothetical protein APUTEX25_000769 [Auxenochlorella protothecoides]	EIE27721.1 Scramblase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004466	RMZ52668.1 hypothetical protein APUTEX25_000787 [Auxenochlorella protothecoides]	EIE26563.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0004467	RMZ52674.1 hypothetical protein APUTEX25_000793 [Auxenochlorella protothecoides]	EIE27482.1 methionine-R-sulfoxide reductase [Coccomyxa subellipsoidea C-169]
OG0004468	RMZ52682.1 hypothetical protein APUTEX25_000801 [Auxenochlorella protothecoides]	EIE23409.1 putative Notchless [Coccomyxa subellipsoidea C-169]
OG0004470	RMZ52691.1 hypothetical protein APUTEX25_000810 [Auxenochlorella protothecoides]	EIE22403.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0004472	RMZ52698.1 hypothetical protein APUTEX25_000817_ partial [Auxenochlorella protothecoides]	EIE23027.1 VDE-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004473	RMZ52707.1 hypothetical protein APUTEX25_000826 [Auxenochlorella protothecoides]	EIE26721.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004474	RMZ52716.1 hypothetical protein APUTEX25_000835 [Auxenochlorella protothecoides]	EIE21222.1 Arf GTPase activating protein_ partial [Coccomyxa subellipsoidea C-169]
