Orthogroup	Auxenochlorella_protothecoides	Chlorella_Sorokiniana1602
OG0003535	RMZ53411.1 hypothetical protein APUTEX25_004899 [Auxenochlorella protothecoides]	PRW58272.1 ER lumen retaining receptor isoform A [Chlorella sorokiniana]
OG0003536	RMZ53424.1 hypothetical protein APUTEX25_004912 [Auxenochlorella protothecoides]	PRW58435.1 mitotic checkpoint [Chlorella sorokiniana]
OG0003537	RMZ53431.1 hypothetical protein APUTEX25_004919 [Auxenochlorella protothecoides]	PRW33170.1 ATP adenylyltransferase [Chlorella sorokiniana]
OG0003538	RMZ53433.1 hypothetical protein APUTEX25_004921 [Auxenochlorella protothecoides]	PRW61129.1 CGLD23 required for cyt b6 assembly [Chlorella sorokiniana]
OG0003539	RMZ53447.1 hypothetical protein APUTEX25_003269 [Auxenochlorella protothecoides]	PRW57910.1 mitochondrial outer membrane porin 4 [Chlorella sorokiniana]
OG0003540	RMZ53455.1 hypothetical protein APUTEX25_003277 [Auxenochlorella protothecoides]	PRW60503.1 60S ribosomal L14 [Chlorella sorokiniana]
OG0003541	RMZ53460.1 hypothetical protein APUTEX25_003282 [Auxenochlorella protothecoides]	PRW33195.1 ATP synthase subunit mitochondrial [Chlorella sorokiniana]
OG0003542	RMZ53465.1 hypothetical protein APUTEX25_003287 [Auxenochlorella protothecoides]	PRW59834.1 cytochrome c oxidase assembly mitochondrial-like [Chlorella sorokiniana]
OG0003543	RMZ53492.1 hypothetical protein APUTEX25_003314 [Auxenochlorella protothecoides]	PRW57670.1 Cytochrome c [Chlorella sorokiniana]
OG0003544	RMZ53499.1 hypothetical protein APUTEX25_003321_ partial [Auxenochlorella protothecoides]	PRW60764.1 hypothetical protein C2E21_0913 [Chlorella sorokiniana]
OG0003545	RMZ53501.1 hypothetical protein APUTEX25_003323_ partial [Auxenochlorella protothecoides]	PRW56497.1 guanylate-binding 4 [Chlorella sorokiniana]
OG0003547	RMZ53519.1 hypothetical protein APUTEX25_003341_ partial [Auxenochlorella protothecoides]	PRW59705.1 hypothetical protein C2E21_1519 [Chlorella sorokiniana]
OG0003548	RMZ53521.1 hypothetical protein APUTEX25_003343_ partial [Auxenochlorella protothecoides]	PRW20464.1 Molybdenum cofactor sulfurase [Chlorella sorokiniana]
OG0003549	RMZ53529.1 hypothetical protein APUTEX25_003351 [Auxenochlorella protothecoides]	PRW60390.1 UPF0420 isoform X4 [Chlorella sorokiniana]
OG0003550	RMZ53530.1 hypothetical protein APUTEX25_003352 [Auxenochlorella protothecoides]	PRW60643.1 eukaryotic translation initiation factor 4E [Chlorella sorokiniana]
OG0003551	RMZ53531.1 hypothetical protein APUTEX25_003353 [Auxenochlorella protothecoides]	PRW58401.1 phosphate ABC transporter permease [Chlorella sorokiniana]
OG0003552	RMZ53547.1 hypothetical protein APUTEX25_003369_ partial [Auxenochlorella protothecoides]	PRW56862.1 Glucan 1_3-beta-glucosidase isoform B [Chlorella sorokiniana], PRW56863.1 Glucan 1_3-beta-glucosidase isoform A [Chlorella sorokiniana]
OG0003553	RMZ53548.1 hypothetical protein APUTEX25_003370 [Auxenochlorella protothecoides]	PRW59677.1 adenylate [Chlorella sorokiniana]
OG0003554	RMZ53559.1 hypothetical protein APUTEX25_003381 [Auxenochlorella protothecoides]	PRW56703.1 Acyltransferase chloroplastic [Chlorella sorokiniana]
OG0003555	RMZ53563.1 hypothetical protein APUTEX25_003385 [Auxenochlorella protothecoides]	PRW56469.1 Gem-associated 2 [Chlorella sorokiniana]
OG0003556	RMZ53566.1 hypothetical protein APUTEX25_003388 [Auxenochlorella protothecoides]	PRW60339.1 putative aarF domain-containing kinase chloroplastic-like [Chlorella sorokiniana]
OG0003557	RMZ53578.1 hypothetical protein APUTEX25_003400 [Auxenochlorella protothecoides]	PRW60091.1 rieske [2Fe-2S] [Chlorella sorokiniana]
OG0003558	RMZ53581.1 hypothetical protein APUTEX25_003403 [Auxenochlorella protothecoides]	PRW57543.1 flagellar outer dynein arm intermediate chain 1 [Chlorella sorokiniana]
OG0003559	RMZ53602.1 hypothetical protein APUTEX25_003136 [Auxenochlorella protothecoides]	PRW61380.1 HAD-superfamily [Chlorella sorokiniana]
OG0003560	RMZ53603.1 hypothetical protein APUTEX25_003137_ partial [Auxenochlorella protothecoides]	PRW59525.1 ribosomal RNA small subunit methyltransferase I [Chlorella sorokiniana]
OG0003561	RMZ53604.1 hypothetical protein APUTEX25_003138 [Auxenochlorella protothecoides]	PRW57486.1 Chaperone dnaJ [Chlorella sorokiniana]
OG0003562	RMZ53609.1 hypothetical protein APUTEX25_003143_ partial [Auxenochlorella protothecoides]	PRW60896.1 transcription initiation factor TFIID subunit 8 [Chlorella sorokiniana]
OG0003563	RMZ53610.1 hypothetical protein APUTEX25_003144_ partial [Auxenochlorella protothecoides]	PRW50949.1 50S ribosomal L15 isoform B [Chlorella sorokiniana], PRW50950.1 50S ribosomal L15 isoform A [Chlorella sorokiniana]
OG0003564	RMZ53618.1 hypothetical protein APUTEX25_003152_ partial [Auxenochlorella protothecoides]	PRW56919.1 splicing factor U2af large subunit A-like isoform X1 [Chlorella sorokiniana]
OG0003565	RMZ53619.1 hypothetical protein APUTEX25_003153 [Auxenochlorella protothecoides]	PRW57346.1 ER membrane complex subunit 3 [Chlorella sorokiniana]
OG0003566	RMZ53629.1 hypothetical protein APUTEX25_003163 [Auxenochlorella protothecoides]	PRW57295.1 DCN1 2 [Chlorella sorokiniana]
OG0003567	RMZ53633.1 hypothetical protein APUTEX25_003167_ partial [Auxenochlorella protothecoides]	PRW56240.1 ATPase ASNA1-like protein 2-like [Chlorella sorokiniana]
OG0003568	RMZ53655.1 hypothetical protein APUTEX25_003189_ partial [Auxenochlorella protothecoides]	PRW55908.1 cytochrome b561 domain-containing 2 [Chlorella sorokiniana]
OG0003569	RMZ53658.1 hypothetical protein APUTEX25_003192 [Auxenochlorella protothecoides]	PRW58668.1 mitochondrial import inner membrane translocase subunit TIM17-2-like [Chlorella sorokiniana]
OG0003571	RMZ53662.1 hypothetical protein APUTEX25_003196 [Auxenochlorella protothecoides]	PRW59594.1 50S ribosomal L20 [Chlorella sorokiniana]
OG0003572	RMZ53664.1 hypothetical protein APUTEX25_003198 [Auxenochlorella protothecoides]	PRW61015.1 WD repeat-containing 48 [Chlorella sorokiniana]
OG0003573	RMZ53676.1 hypothetical protein APUTEX25_003210 [Auxenochlorella protothecoides]	PRW56167.1 ATP-dependent RNA helicase mitochondrial [Chlorella sorokiniana]
OG0003574	RMZ53683.1 hypothetical protein APUTEX25_003217_ partial [Auxenochlorella protothecoides]	PRW57267.1 carbohydrate kinase [Chlorella sorokiniana]
OG0003575	RMZ53687.1 hypothetical protein APUTEX25_003221 [Auxenochlorella protothecoides]	PRW57306.1 succinate dehydrogenase iron-sulfur subunit [Chlorella sorokiniana]
OG0003576	RMZ53701.1 hypothetical protein APUTEX25_003235 [Auxenochlorella protothecoides]	PRW51031.1 TIMELESS-interacting -like [Chlorella sorokiniana]
OG0003577	RMZ53704.1 hypothetical protein APUTEX25_003238_ partial [Auxenochlorella protothecoides]	PRW56963.1 flagellar associated [Chlorella sorokiniana]
OG0003579	RMZ53713.1 hypothetical protein APUTEX25_003247 [Auxenochlorella protothecoides]	PRW56018.1 hypothetical protein C2E21_5013 [Chlorella sorokiniana]
OG0003580	RMZ53714.1 hypothetical protein APUTEX25_003248 [Auxenochlorella protothecoides]	PRW56965.1 complex 1 family LVR family _ISS_ [Chlorella sorokiniana]
OG0003581	RMZ53738.1 hypothetical protein APUTEX25_003877 [Auxenochlorella protothecoides]	PRW32663.1 24-hydroxycholesterol 7-alpha-hydroxylase [Chlorella sorokiniana], PRW55891.1 Peptide-N4-N-acetyl-beta-D-glucosaminylaspar agine amidase F precursor [Chlorella sorokiniana]
OG0003582	RMZ53763.1 hypothetical protein APUTEX25_003902_ partial [Auxenochlorella protothecoides]	PRW20350.1 Thioredoxin H2-2 [Chlorella sorokiniana]
OG0003583	RMZ53771.1 hypothetical protein APUTEX25_003910_ partial [Auxenochlorella protothecoides]	PRW20674.1 alpha N-terminal methyltransferase 1 [Chlorella sorokiniana]
OG0003584	RMZ53789.1 hypothetical protein APUTEX25_003928 [Auxenochlorella protothecoides]	PRW20637.1 4-hydroxy-tetrahydrodipicolinate synthase [Chlorella sorokiniana]
OG0003585	RMZ53803.1 hypothetical protein APUTEX25_003942 [Auxenochlorella protothecoides]	PRW56030.1 Repressor of RNA polymerase III transcription MAF1 [Chlorella sorokiniana]
OG0003586	RMZ53808.1 hypothetical protein APUTEX25_003947_ partial [Auxenochlorella protothecoides]	PRW55953.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]
OG0003587	RMZ53817.1 hypothetical protein APUTEX25_003956 [Auxenochlorella protothecoides]	PRW58985.1 hypothetical protein C2E21_2347 [Chlorella sorokiniana], PRW58986.1 hypothetical protein C2E21_2347 [Chlorella sorokiniana]
OG0003588	RMZ53836.1 hypothetical protein APUTEX25_003975 [Auxenochlorella protothecoides]	PRW20696.1 alpha beta hydrolase domain-containing 11 [Chlorella sorokiniana]
OG0003589	RMZ53855.1 hypothetical protein APUTEX25_005601 [Auxenochlorella protothecoides]	PRW20494.1 ribonuclease P subunit p25 [Chlorella sorokiniana]
OG0003590	RMZ53875.1 hypothetical protein APUTEX25_005621 [Auxenochlorella protothecoides]	PRW59452.1 DDB1- and CUL4-associated factor 8 isoform X2 [Chlorella sorokiniana]
OG0003591	RMZ53904.1 hypothetical protein APUTEX25_004747_ partial [Auxenochlorella protothecoides]	PRW61219.1 BRCT domain-containing protein [Chlorella sorokiniana]
OG0003592	RMZ53905.1 hypothetical protein APUTEX25_004748 [Auxenochlorella protothecoides]	PRW59925.1 Dynein light chain axonemal [Chlorella sorokiniana]
OG0003593	RMZ53916.1 hypothetical protein APUTEX25_004941 [Auxenochlorella protothecoides]	PRW45068.1 aceous RNase P chloroplastic mitochondrial-like isoform X2 [Chlorella sorokiniana]
OG0003594	RMZ53937.1 hypothetical protein APUTEX25_004962 [Auxenochlorella protothecoides]	PRW44855.1 PLASTID TRANSCRIPTIONALLY ACTIVE 10-like isoform C [Chlorella sorokiniana], PRW44856.1 PLASTID TRANSCRIPTIONALLY ACTIVE 10-like isoform B [Chlorella sorokiniana], PRW44854.1 PLASTID TRANSCRIPTIONALLY ACTIVE 10-like isoform A [Chlorella sorokiniana]
OG0003595	RMZ53959.1 hypothetical protein APUTEX25_002536 [Auxenochlorella protothecoides]	PRW60440.1 pathogenesis-related 1-like [Chlorella sorokiniana]
OG0003596	RMZ53975.1 hypothetical protein APUTEX25_002552_ partial [Auxenochlorella protothecoides]	PRW59911.1 cysteine--tRNA cytoplasmic isoform X1 [Chlorella sorokiniana]
OG0003597	RMZ53987.1 hypothetical protein APUTEX25_002564_ partial [Auxenochlorella protothecoides]	PRW61199.1 Poly_A_ RNA polymerase [Chlorella sorokiniana]
OG0003598	RMZ54014.1 hypothetical protein APUTEX25_002591 [Auxenochlorella protothecoides]	PRW60561.1 dnaJ-like protein subfamily C member 2-like [Chlorella sorokiniana]
OG0003599	RMZ54015.1 hypothetical protein APUTEX25_002592_ partial [Auxenochlorella protothecoides]	PRW45041.1 tyrosine decarboxylase 1-like [Chlorella sorokiniana], PRW45132.1 tyrosine decarboxylase 1-like [Chlorella sorokiniana]
OG0003600	RMZ54022.1 hypothetical protein APUTEX25_002599 [Auxenochlorella protothecoides]	PRW45043.1 vacuolar -sorting-associated 33-like protein [Chlorella sorokiniana]
OG0003602	RMZ54037.1 hypothetical protein APUTEX25_002614_ partial [Auxenochlorella protothecoides]	PRW60729.1 dihydrolipoamide S-acetyltransferase [Chlorella sorokiniana]
OG0003604	RMZ54050.1 hypothetical protein APUTEX25_002627_ partial [Auxenochlorella protothecoides]	PRW45044.1 late embryogenesis abundant [Chlorella sorokiniana]
OG0003605	RMZ54066.1 hypothetical protein APUTEX25_002643 [Auxenochlorella protothecoides]	PRW56048.1 photosystem I reaction center subunit VI- chloroplastic-like [Chlorella sorokiniana]
OG0003606	RMZ54074.1 hypothetical protein APUTEX25_002651_ partial [Auxenochlorella protothecoides]	PRW59951.1 BTB POZ domain-containing [Chlorella sorokiniana]
OG0003607	RMZ54076.1 hypothetical protein APUTEX25_002653 [Auxenochlorella protothecoides]	PRW60816.1 Electron transfer flavo subunit beta [Chlorella sorokiniana]
OG0003608	RMZ54077.1 hypothetical protein APUTEX25_002654_ partial [Auxenochlorella protothecoides]	PRW60747.1 flagellar associated [Chlorella sorokiniana]
OG0003609	RMZ54087.1 hypothetical protein APUTEX25_002664 [Auxenochlorella protothecoides]	PRW45016.1 ATP synthase subunit alpha [Chlorella sorokiniana]
OG0003610	RMZ54090.1 hypothetical protein APUTEX25_002667 [Auxenochlorella protothecoides]	PRW39383.1 U7 snRNA-associated Sm LSm11 [Chlorella sorokiniana]
OG0003611	RMZ54095.1 hypothetical protein APUTEX25_002672 [Auxenochlorella protothecoides]	PRW45143.1 sm LSM7 [Chlorella sorokiniana]
OG0003612	RMZ54100.1 hypothetical protein APUTEX25_002677_ partial [Auxenochlorella protothecoides]	PRW60334.1 photosystem reaction center subunit H [Chlorella sorokiniana]
OG0003613	RMZ54119.1 hypothetical protein APUTEX25_002696 [Auxenochlorella protothecoides]	PRW60276.1 snRNA-activating complex subunit [Chlorella sorokiniana]
OG0003614	RMZ54122.1 hypothetical protein APUTEX25_005278 [Auxenochlorella protothecoides]	PRW50964.1 zinc finger A20 and AN1 domain-containing stress-associated 7-like [Chlorella sorokiniana]
OG0003615	RMZ54127.1 hypothetical protein APUTEX25_005283 [Auxenochlorella protothecoides]	PRW50816.1 cytochrome b-c1 complex subunit 6-like [Chlorella sorokiniana]
OG0003616	RMZ54129.1 hypothetical protein APUTEX25_005285 [Auxenochlorella protothecoides]	PRW57126.1 Photosystem II 10 kDa chloroplastic [Chlorella sorokiniana]
OG0003617	RMZ54139.1 hypothetical protein APUTEX25_005295 [Auxenochlorella protothecoides]	PRW51122.1 FAS-associated factor 2-like [Chlorella sorokiniana]
OG0003618	RMZ54143.1 hypothetical protein APUTEX25_005299 [Auxenochlorella protothecoides]	PRW51143.1 2-oxoisovalerate dehydrogenase subunit alpha mitochondrial-like [Chlorella sorokiniana]
OG0003619	RMZ54144.1 hypothetical protein APUTEX25_005300 [Auxenochlorella protothecoides]	PRW45184.1 60S ribosomal L12-1 [Chlorella sorokiniana]
OG0003620	RMZ54154.1 hypothetical protein APUTEX25_005310_ partial [Auxenochlorella protothecoides]	PRW44976.1 DNA-directed RNA polymerase III subunit RPC4-like isoform X1 [Chlorella sorokiniana]
OG0003621	RMZ54160.1 hypothetical protein APUTEX25_005316 [Auxenochlorella protothecoides]	PRW33597.1 DIS3-like exonuclease 2 [Chlorella sorokiniana]
OG0003623	RMZ54171.1 hypothetical protein APUTEX25_005327 [Auxenochlorella protothecoides]	PRW33513.1 spartin isoform X1 isoform A [Chlorella sorokiniana], PRW33514.1 spartin isoform X1 isoform B [Chlorella sorokiniana]
OG0003625	RMZ54194.1 hypothetical protein APUTEX25_005350 [Auxenochlorella protothecoides]	PRW39057.1 indole-3-glycerol phosphate synthase [Chlorella sorokiniana]
OG0003626	RMZ54199.1 hypothetical protein APUTEX25_005355_ partial [Auxenochlorella protothecoides]	PRW51020.1 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Chlorella sorokiniana]
OG0003627	RMZ54203.1 hypothetical protein APUTEX25_005359 [Auxenochlorella protothecoides]	PRW39112.1 CHROMATIN REMODELING 25 [Chlorella sorokiniana]
OG0003628	RMZ54205.1 hypothetical protein APUTEX25_005361 [Auxenochlorella protothecoides]	PRW45142.1 F-box-like WD repeat-containing TBL1XR1 [Chlorella sorokiniana]
OG0003629	RMZ54207.1 hypothetical protein APUTEX25_005363_ partial [Auxenochlorella protothecoides]	PRW61128.1 tryptophanase [Chlorella sorokiniana]
OG0003630	RMZ54208.1 hypothetical protein APUTEX25_005364 [Auxenochlorella protothecoides]	PRW45124.1 hypothetical protein C2E21_6400 [Chlorella sorokiniana], PRW45180.1 heavy metal tolerance [Chlorella sorokiniana]
OG0003631	RMZ54215.1 hypothetical protein APUTEX25_005371 [Auxenochlorella protothecoides]	PRW51059.1 SPT2 chromatin [Chlorella sorokiniana]
OG0003632	RMZ54235.1 hypothetical protein APUTEX25_000586 [Auxenochlorella protothecoides]	PRW20223.1 saccharopine dehydrogenase-like oxidoreductase isoform B [Chlorella sorokiniana], PRW20224.1 saccharopine dehydrogenase-like oxidoreductase isoform A [Chlorella sorokiniana]
OG0003633	RMZ54256.1 hypothetical protein APUTEX25_000607 [Auxenochlorella protothecoides]	PRW20216.1 Endoglucanase 1 [Chlorella sorokiniana], PRW20275.1 Endoglucanase A [Chlorella sorokiniana]
OG0003634	RMZ54258.1 hypothetical protein APUTEX25_000609_ partial [Auxenochlorella protothecoides]	PRW20227.1 malonyl- mitochondrial [Chlorella sorokiniana]
OG0003635	RMZ54261.1 hypothetical protein APUTEX25_000612 [Auxenochlorella protothecoides]	PRW20186.1 transcriptional coactivator p15 [Chlorella sorokiniana]
OG0003636	RMZ54275.1 hypothetical protein APUTEX25_001433 [Auxenochlorella protothecoides]	PRW59771.1 putative vacuolar membrane [Chlorella sorokiniana]
OG0003637	RMZ54289.1 hypothetical protein APUTEX25_001447 [Auxenochlorella protothecoides]	PRW59454.1 glucosidase 2 subunit beta [Chlorella sorokiniana]
OG0003638	RMZ54294.1 hypothetical protein APUTEX25_001452 [Auxenochlorella protothecoides]	PRW34014.1 hypothetical protein C2E21_7358 [Chlorella sorokiniana]
OG0003639	RMZ54303.1 hypothetical protein APUTEX25_001461 [Auxenochlorella protothecoides]	PRW60010.1 RNA-binding 42-like [Chlorella sorokiniana]
OG0003640	RMZ54309.1 hypothetical protein APUTEX25_001467 [Auxenochlorella protothecoides]	PRW59838.1 Transaldolase [Chlorella sorokiniana]
OG0003641	RMZ54315.1 hypothetical protein APUTEX25_001473 [Auxenochlorella protothecoides]	PRW59855.1 ribosomal RNA-processing [Chlorella sorokiniana]
OG0003642	RMZ54318.1 hypothetical protein APUTEX25_001476 [Auxenochlorella protothecoides]	PRW33689.1 lysine histidine transporter 1-like [Chlorella sorokiniana], PRW59978.1 Set1 Ash2 histone methyltransferase complex subunit ASH2 [Chlorella sorokiniana]
OG0003643	RMZ54320.1 hypothetical protein APUTEX25_001478 [Auxenochlorella protothecoides]	PRW59450.1 farnesyltransferase subunit beta [Chlorella sorokiniana]
OG0003644	RMZ54330.1 hypothetical protein APUTEX25_001488_ partial [Auxenochlorella protothecoides]	PRW59616.1 ubiquitin receptor RAD23b-like [Chlorella sorokiniana]
OG0003645	RMZ54333.1 hypothetical protein APUTEX25_001491 [Auxenochlorella protothecoides]	PRW59631.1 OTU domain-containing 6B-like [Chlorella sorokiniana]
OG0003646	RMZ54342.1 hypothetical protein APUTEX25_001500 [Auxenochlorella protothecoides]	PRW59508.1 putative cadmium zinc-transporting ATPase chloroplastic [Chlorella sorokiniana]
OG0003647	RMZ54354.1 hypothetical protein APUTEX25_001930 [Auxenochlorella protothecoides]	PRW57309.1 hypothetical protein C2E21_4331 [Chlorella sorokiniana]
OG0003649	RMZ54374.1 hypothetical protein APUTEX25_001950_ partial [Auxenochlorella protothecoides]	PRW32551.1 Nucleolar MIF4G domain-containing 1 isoform B [Chlorella sorokiniana], PRW32550.1 Nucleolar MIF4G domain-containing 1 isoform A [Chlorella sorokiniana]
OG0003650	RMZ54378.1 hypothetical protein APUTEX25_001954_ partial [Auxenochlorella protothecoides]	PRW44879.1 tyrosyl-tRNA synthetase [Chlorella sorokiniana]
OG0003651	RMZ54384.1 hypothetical protein APUTEX25_001960_ partial [Auxenochlorella protothecoides]	PRW20914.1 Proteasome subunit beta type-1 [Chlorella sorokiniana]
OG0003652	RMZ54401.1 hypothetical protein APUTEX25_001977 [Auxenochlorella protothecoides]	PRW44271.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0003653	RMZ54412.1 hypothetical protein APUTEX25_001988_ partial [Auxenochlorella protothecoides]	PRW32644.1 tRNA_m_4_X modification enzyme TRM13-like protein [Chlorella sorokiniana]
OG0003654	RMZ54419.1 hypothetical protein APUTEX25_001995 [Auxenochlorella protothecoides]	PRW58685.1 nucleoredoxin 1 [Chlorella sorokiniana]
OG0003655	RMZ54421.1 hypothetical protein APUTEX25_001997_ partial [Auxenochlorella protothecoides]	PRW59797.1 Alpha-1_3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase [Chlorella sorokiniana]
OG0003656	RMZ54424.1 hypothetical protein APUTEX25_002000 [Auxenochlorella protothecoides]	PRW51060.1 CASP-like [Chlorella sorokiniana]
OG0003657	RMZ54427.1 hypothetical protein APUTEX25_002003_ partial [Auxenochlorella protothecoides]	PRW32652.1 Transcription factor TFIIIB component B [Chlorella sorokiniana]
OG0003659	RMZ54447.1 hypothetical protein APUTEX25_002023 [Auxenochlorella protothecoides]	PRW56622.1 HPP family [Chlorella sorokiniana]
OG0003660	RMZ54478.1 hypothetical protein APUTEX25_002054 [Auxenochlorella protothecoides]	PRW59696.1 hypothetical protein C2E21_1393 [Chlorella sorokiniana]
OG0003661	RMZ54479.1 hypothetical protein APUTEX25_002055 [Auxenochlorella protothecoides]	PRW33176.1 von Willebrand type A [Chlorella sorokiniana]
OG0003662	RMZ54489.1 hypothetical protein APUTEX25_002065 [Auxenochlorella protothecoides]	PRW32632.1 DNA topoisomerase 6 subunit A [Chlorella sorokiniana]
OG0003663	RMZ54492.1 hypothetical protein APUTEX25_002068_ partial [Auxenochlorella protothecoides]	PRW44875.1 RNA polymerase II-associated 3-like isoform X1 [Chlorella sorokiniana]
OG0003664	RMZ54503.1 hypothetical protein APUTEX25_002079 [Auxenochlorella protothecoides]	PRW59898.1 NADH dehydrogenase [Chlorella sorokiniana]
OG0003665	RMZ54506.1 hypothetical protein APUTEX25_002082_ partial [Auxenochlorella protothecoides]	PRW59943.1 nuclear transcription factor Y subunit C-1 [Chlorella sorokiniana]
OG0003666	RMZ54510.1 hypothetical protein APUTEX25_002086_ partial [Auxenochlorella protothecoides]	PRW32518.1 family tRNA rRNA methyltransferase [Chlorella sorokiniana]
OG0003667	RMZ54515.1 hypothetical protein APUTEX25_002091_ partial [Auxenochlorella protothecoides]	PRW05951.1 ATP-dependent DNA ligase isoform B [Chlorella sorokiniana], PRW05952.1 ATP-dependent DNA ligase isoform A [Chlorella sorokiniana]
OG0003668	RMZ54517.1 hypothetical protein APUTEX25_002093 [Auxenochlorella protothecoides]	PRW44468.1 glutamine-dependent NAD_+_ synthetase [Chlorella sorokiniana]
OG0003669	RMZ54521.1 hypothetical protein APUTEX25_002097 [Auxenochlorella protothecoides]	PRW39169.1 Restriction endonuclease type II-like [Chlorella sorokiniana]
OG0003670	RMZ54529.1 hypothetical protein APUTEX25_002105 [Auxenochlorella protothecoides]	PRW58618.1 ALWAYS EARLY 3 [Chlorella sorokiniana]
OG0003671	RMZ54532.1 hypothetical protein APUTEX25_001704 [Auxenochlorella protothecoides]	PRW32623.1 hypothetical protein C2E21_8205 [Chlorella sorokiniana]
OG0003672	RMZ54544.1 hypothetical protein APUTEX25_002119 [Auxenochlorella protothecoides]	PRW56549.1 Peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]
OG0003674	RMZ54548.1 hypothetical protein APUTEX25_002123 [Auxenochlorella protothecoides]	PRW45566.1 mRNA-decapping enzyme subunit 2 [Chlorella sorokiniana]
OG0003675	RMZ54565.1 hypothetical protein APUTEX25_002140 [Auxenochlorella protothecoides]	PRW56543.1 Endoglucanase A [Chlorella sorokiniana]
OG0003676	RMZ54577.1 hypothetical protein APUTEX25_002152 [Auxenochlorella protothecoides]	PRW56737.1 ribonuclease III [Chlorella sorokiniana]
OG0003677	RMZ54581.1 hypothetical protein APUTEX25_002167 [Auxenochlorella protothecoides]	PRW32558.1 transcription factor S [Chlorella sorokiniana]
OG0003678	RMZ54594.1 hypothetical protein APUTEX25_002180 [Auxenochlorella protothecoides]	PRW33144.1 carotene isomerase [Chlorella sorokiniana]
OG0003679	RMZ54607.1 hypothetical protein APUTEX25_002193 [Auxenochlorella protothecoides]	PRW33152.1 GTP-binding-like protein [Chlorella sorokiniana]
OG0003680	RMZ54613.1 hypothetical protein APUTEX25_002199 [Auxenochlorella protothecoides]	PRW05807.1 alternative oxidase [Chlorella sorokiniana]
OG0003681	RMZ54617.1 hypothetical protein APUTEX25_002203 [Auxenochlorella protothecoides]	PRW33141.1 Ribosomal RNA small subunit methyltransferase B isoform A [Chlorella sorokiniana], PRW33140.1 Ribosomal RNA small subunit methyltransferase B isoform C [Chlorella sorokiniana], PRW33142.1 Ribosomal RNA small subunit methyltransferase B isoform B [Chlorella sorokiniana]
OG0003682	RMZ54624.1 hypothetical protein APUTEX25_003002 [Auxenochlorella protothecoides]	PRW56804.1 spermine oxidase-like [Chlorella sorokiniana]
OG0003683	RMZ54625.1 hypothetical protein APUTEX25_003003 [Auxenochlorella protothecoides]	PRW20277.1 S-adenosylmethionine carrier chloroplastic mitochondrial [Chlorella sorokiniana]
OG0003684	RMZ54629.1 hypothetical protein APUTEX25_003007_ partial [Auxenochlorella protothecoides]	PRW58632.1 E3 ubiquitin- ligase AIP2 [Chlorella sorokiniana]
OG0003685	RMZ54635.1 hypothetical protein APUTEX25_003013_ partial [Auxenochlorella protothecoides]	PRW20461.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]
OG0003686	RMZ54641.1 hypothetical protein APUTEX25_003019 [Auxenochlorella protothecoides]	PRW58205.1 strawberry notch-like [Chlorella sorokiniana]
OG0003687	RMZ54644.1 hypothetical protein APUTEX25_003022 [Auxenochlorella protothecoides]	PRW58007.1 DUF1279-domain-containing [Chlorella sorokiniana]
OG0003688	RMZ54651.1 hypothetical protein APUTEX25_003029 [Auxenochlorella protothecoides]	PRW33019.1 pseudouridine-5 -monophosphatase [Chlorella sorokiniana]
OG0003689	RMZ54654.1 hypothetical protein APUTEX25_003032 [Auxenochlorella protothecoides]	PRW33020.1 ubiquitin-like modifier-activating enzyme ATG7 isoform X1 [Chlorella sorokiniana]
OG0003690	RMZ54668.1 hypothetical protein APUTEX25_003046 [Auxenochlorella protothecoides]	PRW58547.1 Sterol-4-alpha-carboxylate 3- decarboxylating [Chlorella sorokiniana]
OG0003691	RMZ54671.1 hypothetical protein APUTEX25_003049_ partial [Auxenochlorella protothecoides]	PRW20570.1 E3 ubiquitin- ligase RNF14 [Chlorella sorokiniana]
OG0003692	RMZ54677.1 hypothetical protein APUTEX25_003055 [Auxenochlorella protothecoides]	PRW32870.1 Isochorismatase domain-containing 2 [Chlorella sorokiniana]
OG0003693	RMZ54680.1 hypothetical protein APUTEX25_003058_ partial [Auxenochlorella protothecoides]	PRW58683.1 Suf-domain-containing [Chlorella sorokiniana]
OG0003694	RMZ54682.1 hypothetical protein APUTEX25_003060 [Auxenochlorella protothecoides]	PRW20528.1 RNA RNP complex-1-interacting phosphatase [Chlorella sorokiniana]
OG0003695	RMZ54687.1 hypothetical protein APUTEX25_003065 [Auxenochlorella protothecoides]	PRW20594.1 Peroxisomal membrane PMP22 [Chlorella sorokiniana]
OG0003696	RMZ54698.1 hypothetical protein APUTEX25_003076 [Auxenochlorella protothecoides]	PRW20462.1 Syntaxin-81 [Chlorella sorokiniana]
OG0003697	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]	PRW20256.1 DEAD-box ATP-dependent RNA helicase 22 [Chlorella sorokiniana]
OG0003698	RMZ54716.1 hypothetical protein APUTEX25_003094 [Auxenochlorella protothecoides]	PRW58471.1 no exine formation 1 [Chlorella sorokiniana]
