Orthogroup	Chlorella_Vulgaris2111P	Auxenochlorella_protothecoides
OG0003853	KAI3431466.1 hypothetical protein D9Q98_004518 [Chlorella vulgaris]	RMZ55856.1 hypothetical protein APUTEX25_003822 [Auxenochlorella protothecoides]
OG0003854	KAI3431301.1 hypothetical protein D9Q98_004360 [Chlorella vulgaris]	RMZ55890.1 hypothetical protein APUTEX25_003856 [Auxenochlorella protothecoides]
OG0003855	KAI3431375.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris], KAI3431374.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris]	RMZ55893.1 hypothetical protein APUTEX25_003859_ partial [Auxenochlorella protothecoides]
OG0003856	KAI3431475.1 hypothetical protein D9Q98_004527 [Chlorella vulgaris]	RMZ55894.1 hypothetical protein APUTEX25_003860 [Auxenochlorella protothecoides]
OG0003857	KAI3438293.1 hypothetical protein D9Q98_000727 [Chlorella vulgaris]	RMZ55911.1 hypothetical protein APUTEX25_004335_ partial [Auxenochlorella protothecoides]
OG0003858	KAI3427117.1 hypothetical protein D9Q98_007054 [Chlorella vulgaris]	RMZ55914.1 hypothetical protein APUTEX25_004338 [Auxenochlorella protothecoides]
OG0003859	KAI3438285.1 hypothetical protein D9Q98_000720 [Chlorella vulgaris]	RMZ55917.1 hypothetical protein APUTEX25_004341_ partial [Auxenochlorella protothecoides]
OG0003860	KAI3427103.1 hypothetical protein D9Q98_007042 [Chlorella vulgaris]	RMZ55920.1 hypothetical protein APUTEX25_004344_ partial [Auxenochlorella protothecoides]
OG0003861	KAI3432603.1 hypothetical protein D9Q98_004150 [Chlorella vulgaris]	RMZ55926.1 hypothetical protein APUTEX25_004350 [Auxenochlorella protothecoides]
OG0003862	KAI3431862.1 hypothetical protein D9Q98_010613 [Chlorella vulgaris]	RMZ55928.1 hypothetical protein APUTEX25_004352 [Auxenochlorella protothecoides]
OG0003863	KAI3438404.1 hypothetical protein D9Q98_000836 [Chlorella vulgaris]	RMZ55937.1 hypothetical protein APUTEX25_004361 [Auxenochlorella protothecoides]
OG0003864	KAI3433505.1 hypothetical protein D9Q98_003317 [Chlorella vulgaris]	RMZ55950.1 hypothetical protein APUTEX25_004374 [Auxenochlorella protothecoides]
OG0003865	KAI3428068.1 hypothetical protein D9Q98_006452 [Chlorella vulgaris]	RMZ55951.1 hypothetical protein APUTEX25_004375_ partial [Auxenochlorella protothecoides]
OG0003866	KAI3433643.1 hypothetical protein D9Q98_003452 [Chlorella vulgaris]	RMZ55958.1 hypothetical protein APUTEX25_004382_ partial [Auxenochlorella protothecoides]
OG0003867	KAI3428092.1 hypothetical protein D9Q98_006475 [Chlorella vulgaris]	RMZ55978.1 hypothetical protein APUTEX25_004402 [Auxenochlorella protothecoides]
OG0003868	KAI3431798.1 hypothetical protein D9Q98_010551 [Chlorella vulgaris]	RMZ55982.1 hypothetical protein APUTEX25_004406_ partial [Auxenochlorella protothecoides]
OG0003869	KAI3433638.1 hypothetical protein D9Q98_003447 [Chlorella vulgaris]	RMZ55994.1 hypothetical protein APUTEX25_004418_ partial [Auxenochlorella protothecoides]
OG0003870	KAI3431784.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris], KAI3431785.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris]	RMZ56010.1 hypothetical protein APUTEX25_004434_ partial [Auxenochlorella protothecoides]
OG0003871	KAI3432377.1 hypothetical protein D9Q98_003934 [Chlorella vulgaris]	RMZ56012.1 hypothetical protein APUTEX25_004436 [Auxenochlorella protothecoides]
OG0003872	KAI3431759.1 hypothetical protein D9Q98_004801 [Chlorella vulgaris]	RMZ56020.1 hypothetical protein APUTEX25_004444 [Auxenochlorella protothecoides]
OG0003873	KAI3425846.1 hypothetical protein D9Q98_007820 [Chlorella vulgaris]	RMZ56023.1 hypothetical protein APUTEX25_004447_ partial [Auxenochlorella protothecoides]
OG0003874	KAI3428094.1 hypothetical protein D9Q98_006477 [Chlorella vulgaris]	RMZ56031.1 hypothetical protein APUTEX25_004455 [Auxenochlorella protothecoides]
OG0003875	KAI3438310.1 hypothetical protein D9Q98_000744 [Chlorella vulgaris]	RMZ56041.1 hypothetical protein APUTEX25_004465 [Auxenochlorella protothecoides]
OG0003876	KAI3433624.1 hypothetical protein D9Q98_003433 [Chlorella vulgaris]	RMZ56045.1 hypothetical protein APUTEX25_004469 [Auxenochlorella protothecoides]
OG0003877	KAI3438930.1 hypothetical protein D9Q98_001344 [Chlorella vulgaris]	RMZ56053.1 hypothetical protein APUTEX25_004477 [Auxenochlorella protothecoides]
OG0003878	KAI3431758.1 hypothetical protein D9Q98_004800 [Chlorella vulgaris]	RMZ56055.1 hypothetical protein APUTEX25_004479 [Auxenochlorella protothecoides]
OG0003879	KAI3438925.1 hypothetical protein D9Q98_001339 [Chlorella vulgaris]	RMZ56059.1 hypothetical protein APUTEX25_004483 [Auxenochlorella protothecoides]
OG0003880	KAI3433552.1 hypothetical protein D9Q98_003363 [Chlorella vulgaris]	RMZ56065.1 hypothetical protein APUTEX25_004489 [Auxenochlorella protothecoides]
OG0003881	KAI3428123.1 hypothetical protein D9Q98_006506 [Chlorella vulgaris]	RMZ56076.1 hypothetical protein APUTEX25_004500 [Auxenochlorella protothecoides]
OG0003882	KAI3433486.1 hypothetical protein D9Q98_003298 [Chlorella vulgaris]	RMZ56077.1 hypothetical protein APUTEX25_004501 [Auxenochlorella protothecoides]
OG0003883	KAI3438405.1 hypothetical protein D9Q98_000837 [Chlorella vulgaris]	RMZ56078.1 hypothetical protein APUTEX25_004502 [Auxenochlorella protothecoides]
OG0003884	KAI3434847.1 hypothetical protein D9Q98_002901 [Chlorella vulgaris]	RMZ56101.1 hypothetical protein APUTEX25_004525 [Auxenochlorella protothecoides]
OG0003885	KAI3431373.1 hypothetical protein D9Q98_004428 [Chlorella vulgaris]	RMZ56104.1 hypothetical protein APUTEX25_004528_ partial [Auxenochlorella protothecoides]
OG0003886	KAI3433554.1 hypothetical protein D9Q98_003365 [Chlorella vulgaris]	RMZ56135.1 hypothetical protein APUTEX25_004559 [Auxenochlorella protothecoides]
OG0003887	KAI3428067.1 hypothetical protein D9Q98_006451 [Chlorella vulgaris]	RMZ56157.1 hypothetical protein APUTEX25_004581 [Auxenochlorella protothecoides]
OG0003888	KAI3423599.1 hypothetical protein D9Q98_010783_ partial _chloroplast_ [Chlorella vulgaris], KAI3425847.1 hypothetical protein D9Q98_007821 [Chlorella vulgaris]	RMZ56160.1 hypothetical protein APUTEX25_004584_ partial [Auxenochlorella protothecoides]
OG0003889	KAI3428107.1 hypothetical protein D9Q98_006490 [Chlorella vulgaris]	RMZ56165.1 hypothetical protein APUTEX25_004589 [Auxenochlorella protothecoides]
OG0003890	KAI3433530.1 hypothetical protein D9Q98_003340 [Chlorella vulgaris]	RMZ56166.1 hypothetical protein APUTEX25_004590_ partial [Auxenochlorella protothecoides]
OG0003891	KAI3432605.1 hypothetical protein D9Q98_004152 [Chlorella vulgaris]	RMZ56179.1 hypothetical protein APUTEX25_004603 [Auxenochlorella protothecoides]
OG0003892	KAI3431474.1 hypothetical protein D9Q98_004526 [Chlorella vulgaris]	RMZ56181.1 hypothetical protein APUTEX25_005729_ partial [Auxenochlorella protothecoides]
OG0003893	KAI3425099.1 hypothetical protein D9Q98_008477 [Chlorella vulgaris]	RMZ56187.1 hypothetical protein APUTEX25_002377_ partial [Auxenochlorella protothecoides]
OG0003894	KAI3428526.1 hypothetical protein D9Q98_007349 [Chlorella vulgaris]	RMZ56192.1 hypothetical protein APUTEX25_002382 [Auxenochlorella protothecoides]
OG0003895	KAI3430318.1 hypothetical protein D9Q98_004914 [Chlorella vulgaris]	RMZ56201.1 hypothetical protein APUTEX25_002391 [Auxenochlorella protothecoides]
OG0003896	KAI3428511.1 hypothetical protein D9Q98_007335 [Chlorella vulgaris]	RMZ56213.1 hypothetical protein APUTEX25_002403 [Auxenochlorella protothecoides]
OG0003897	KAI3428519.1 hypothetical protein D9Q98_007342 [Chlorella vulgaris]	RMZ56221.1 hypothetical protein APUTEX25_002411 [Auxenochlorella protothecoides]
OG0003898	KAI3428509.1 hypothetical protein D9Q98_007333 [Chlorella vulgaris]	RMZ56222.1 hypothetical protein APUTEX25_002412_ partial [Auxenochlorella protothecoides]
OG0003899	KAI3428529.1 hypothetical protein D9Q98_007352 [Chlorella vulgaris], KAI3428528.1 hypothetical protein D9Q98_007351 [Chlorella vulgaris]	RMZ56223.1 hypothetical protein APUTEX25_002413_ partial [Auxenochlorella protothecoides]
OG0003900	KAI3430364.1 hypothetical protein D9Q98_004959 [Chlorella vulgaris]	RMZ56225.1 hypothetical protein APUTEX25_002415 [Auxenochlorella protothecoides]
OG0003901	KAI3427095.1 hypothetical protein D9Q98_007034 [Chlorella vulgaris]	RMZ56236.1 hypothetical protein APUTEX25_002426_ partial [Auxenochlorella protothecoides]
OG0003902	KAI3430346.1 hypothetical protein D9Q98_004941 [Chlorella vulgaris]	RMZ56242.1 hypothetical protein APUTEX25_002432 [Auxenochlorella protothecoides]
OG0003903	KAI3428539.1 hypothetical protein D9Q98_007361 [Chlorella vulgaris]	RMZ56244.1 hypothetical protein APUTEX25_002434 [Auxenochlorella protothecoides]
OG0003904	KAI3425062.1 hypothetical protein D9Q98_008439 [Chlorella vulgaris]	RMZ56265.1 hypothetical protein APUTEX25_002455 [Auxenochlorella protothecoides]
OG0003905	KAI3438823.1 hypothetical protein D9Q98_001240 [Chlorella vulgaris]	RMZ56269.1 hypothetical protein APUTEX25_002459 [Auxenochlorella protothecoides]
OG0003906	KAI3432397.1 hypothetical protein D9Q98_003953 [Chlorella vulgaris]	RMZ56278.1 hypothetical protein APUTEX25_002468 [Auxenochlorella protothecoides]
OG0003907	KAI3432873.1 hypothetical protein D9Q98_010456 [Chlorella vulgaris]	RMZ56279.1 hypothetical protein APUTEX25_002469_ partial [Auxenochlorella protothecoides]
OG0003908	KAI3428535.1 hypothetical protein D9Q98_007358 [Chlorella vulgaris]	RMZ56286.1 hypothetical protein APUTEX25_002476 [Auxenochlorella protothecoides]
OG0003909	KAI3434717.1 hypothetical protein D9Q98_002778 [Chlorella vulgaris]	RMZ56293.1 hypothetical protein APUTEX25_000532 [Auxenochlorella protothecoides]
OG0003910	KAI3434685.1 hypothetical protein D9Q98_002748 [Chlorella vulgaris]	RMZ56296.1 hypothetical protein APUTEX25_000535 [Auxenochlorella protothecoides]
OG0003911	KAI3434711.1 hypothetical protein D9Q98_002772 [Chlorella vulgaris]	RMZ56297.1 hypothetical protein APUTEX25_000536_ partial [Auxenochlorella protothecoides]
OG0003912	KAI3434692.1 hypothetical protein D9Q98_002755 [Chlorella vulgaris]	RMZ56303.1 hypothetical protein APUTEX25_000542_ partial [Auxenochlorella protothecoides]
OG0003913	KAI3438695.1 hypothetical protein D9Q98_001115 [Chlorella vulgaris]	RMZ56306.1 hypothetical protein APUTEX25_000545 [Auxenochlorella protothecoides]
OG0003914	KAI3434713.1 hypothetical protein D9Q98_002774 [Chlorella vulgaris]	RMZ56319.1 hypothetical protein APUTEX25_000558 [Auxenochlorella protothecoides]
OG0003915	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]	RMZ56330.1 hypothetical protein APUTEX25_003490 [Auxenochlorella protothecoides]
OG0003917	KAI3432691.1 hypothetical protein D9Q98_004234 [Chlorella vulgaris]	RMZ56349.1 hypothetical protein APUTEX25_004706_ partial [Auxenochlorella protothecoides]
OG0003918	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]	RMZ56358.1 hypothetical protein APUTEX25_004715 [Auxenochlorella protothecoides]
OG0003919	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]	RMZ56367.1 hypothetical protein APUTEX25_004724 [Auxenochlorella protothecoides]
OG0003920	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]	RMZ56371.1 hypothetical protein APUTEX25_004728 [Auxenochlorella protothecoides]
OG0003921	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]	RMZ56377.1 hypothetical protein APUTEX25_004734 [Auxenochlorella protothecoides]
OG0003922	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]	RMZ56382.1 hypothetical protein APUTEX25_004739_ partial [Auxenochlorella protothecoides]
OG0003923	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]	RMZ56398.1 hypothetical protein APUTEX25_004621 [Auxenochlorella protothecoides]
OG0003924	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]	RMZ56407.1 hypothetical protein APUTEX25_004630 [Auxenochlorella protothecoides]
OG0003925	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]	RMZ56410.1 hypothetical protein APUTEX25_004633_ partial [Auxenochlorella protothecoides]
OG0003926	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]	RMZ56411.1 hypothetical protein APUTEX25_004634 [Auxenochlorella protothecoides]
OG0003927	KAI3428174.1 hypothetical protein D9Q98_006554 [Chlorella vulgaris]	RMZ56416.1 hypothetical protein APUTEX25_004639 [Auxenochlorella protothecoides]
OG0003928	KAI3436089.1 hypothetical protein D9Q98_002147 [Chlorella vulgaris], KAI3436088.1 hypothetical protein D9Q98_002146 [Chlorella vulgaris]	RMZ56422.1 hypothetical protein APUTEX25_004645 [Auxenochlorella protothecoides]
OG0003929	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]	RMZ56424.1 hypothetical protein APUTEX25_004647 [Auxenochlorella protothecoides]
OG0003930	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]	RMZ56429.1 hypothetical protein APUTEX25_004652 [Auxenochlorella protothecoides]
OG0003931	KAI3428239.1 hypothetical protein D9Q98_006619 [Chlorella vulgaris]	RMZ56439.1 hypothetical protein APUTEX25_004662 [Auxenochlorella protothecoides]
OG0003932	KAI3436056.1 hypothetical protein D9Q98_002115 [Chlorella vulgaris]	RMZ56442.1 hypothetical protein APUTEX25_004665 [Auxenochlorella protothecoides]
OG0003933	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]	RMZ56446.1 hypothetical protein APUTEX25_004669 [Auxenochlorella protothecoides]
OG0003934	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]	RMZ56459.1 hypothetical protein APUTEX25_004682_ partial [Auxenochlorella protothecoides]
OG0003935	KAI3436070.1 hypothetical protein D9Q98_002128 [Chlorella vulgaris]	RMZ56461.1 hypothetical protein APUTEX25_004684 [Auxenochlorella protothecoides]
OG0003936	KAI3436158.1 hypothetical protein D9Q98_002215 [Chlorella vulgaris], KAI3436157.1 hypothetical protein D9Q98_002214 [Chlorella vulgaris]	RMZ56465.1 hypothetical protein APUTEX25_004688 [Auxenochlorella protothecoides]
OG0003937	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]	RMZ56477.1 hypothetical protein APUTEX25_001324 [Auxenochlorella protothecoides]
OG0003938	KAI3429895.1 hypothetical protein D9Q98_010206 [Chlorella vulgaris]	RMZ56490.1 hypothetical protein APUTEX25_001337_ partial [Auxenochlorella protothecoides]
OG0003939	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]	RMZ56500.1 hypothetical protein APUTEX25_001347 [Auxenochlorella protothecoides]
OG0003940	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]	RMZ56501.1 hypothetical protein APUTEX25_001348_ partial [Auxenochlorella protothecoides]
OG0003941	KAI3429851.1 hypothetical protein D9Q98_010163 [Chlorella vulgaris]	RMZ56515.1 hypothetical protein APUTEX25_001362_ partial [Auxenochlorella protothecoides]
OG0003942	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]	RMZ56517.1 hypothetical protein APUTEX25_001364_ partial [Auxenochlorella protothecoides]
OG0003943	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]	RMZ56536.1 hypothetical protein APUTEX25_001383 [Auxenochlorella protothecoides]
OG0003944	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]	RMZ56541.1 hypothetical protein APUTEX25_001388 [Auxenochlorella protothecoides]
OG0003945	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]	RMZ56543.1 hypothetical protein APUTEX25_001390 [Auxenochlorella protothecoides]
OG0003946	KAI3429779.1 hypothetical protein D9Q98_010092 [Chlorella vulgaris]	RMZ56555.1 hypothetical protein APUTEX25_001402_ partial [Auxenochlorella protothecoides]
OG0003947	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]	RMZ56565.1 hypothetical protein APUTEX25_001412 [Auxenochlorella protothecoides]
OG0003948	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]	RMZ56568.1 hypothetical protein APUTEX25_001415 [Auxenochlorella protothecoides]
OG0003949	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]	RMZ56573.1 hypothetical protein APUTEX25_001420 [Auxenochlorella protothecoides]
OG0003950	KAI3434518.1 hypothetical protein D9Q98_002591 [Chlorella vulgaris]	RMZ56580.1 hypothetical protein APUTEX25_001427 [Auxenochlorella protothecoides]
OG0003951	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]	RMZ56581.1 hypothetical protein APUTEX25_001428 [Auxenochlorella protothecoides]
OG0003952	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]	RMZ56584.1 hypothetical protein APUTEX25_001431 [Auxenochlorella protothecoides]
OG0003953	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]	RMZ56586.1 hypothetical protein APUTEX25_003496 [Auxenochlorella protothecoides]
OG0003954	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]	RMZ56592.1 hypothetical protein APUTEX25_004756 [Auxenochlorella protothecoides]
OG0003955	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]	RMZ56597.1 hypothetical protein APUTEX25_004761 [Auxenochlorella protothecoides]
OG0003956	KAI3434850.1 hypothetical protein D9Q98_002904 [Chlorella vulgaris]	RMZ56616.1 hypothetical protein APUTEX25_002705 [Auxenochlorella protothecoides]
OG0003957	KAI3425294.1 hypothetical protein D9Q98_009060 [Chlorella vulgaris], KAI3425293.1 hypothetical protein D9Q98_009059 [Chlorella vulgaris]	RMZ56639.1 hypothetical protein APUTEX25_002728 [Auxenochlorella protothecoides]
OG0003958	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]	RMZ56648.1 hypothetical protein APUTEX25_002737 [Auxenochlorella protothecoides]
OG0003959	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]	RMZ56649.1 hypothetical protein APUTEX25_002738_ partial [Auxenochlorella protothecoides]
OG0003960	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]	RMZ56660.1 hypothetical protein APUTEX25_002749 [Auxenochlorella protothecoides]
OG0003961	KAI3435917.1 hypothetical protein D9Q98_001975 [Chlorella vulgaris]	RMZ56662.1 hypothetical protein APUTEX25_002751 [Auxenochlorella protothecoides]
OG0003962	KAI3436889.1 hypothetical protein D9Q98_006297 [Chlorella vulgaris]	RMZ56668.1 hypothetical protein APUTEX25_002757 [Auxenochlorella protothecoides]
OG0003963	KAI3424466.1 hypothetical protein D9Q98_010017 [Chlorella vulgaris]	RMZ56669.1 hypothetical protein APUTEX25_002758_ partial [Auxenochlorella protothecoides]
OG0003964	KAI3434992.1 hypothetical protein D9Q98_003044 [Chlorella vulgaris]	RMZ56679.1 hypothetical protein APUTEX25_002768 [Auxenochlorella protothecoides]
OG0003965	KAI3428363.1 hypothetical protein D9Q98_006743 [Chlorella vulgaris]	RMZ56687.1 hypothetical protein APUTEX25_002776_ partial [Auxenochlorella protothecoides]
OG0003966	KAI3438828.1 hypothetical protein D9Q98_001245 [Chlorella vulgaris]	RMZ56697.1 hypothetical protein APUTEX25_002786 [Auxenochlorella protothecoides]
OG0003967	KAI3436818.1 hypothetical protein D9Q98_006228 [Chlorella vulgaris], KAI3436813.1 hypothetical protein D9Q98_006223 [Chlorella vulgaris], KAI3436817.1 hypothetical protein D9Q98_006227 [Chlorella vulgaris]	RMZ56701.1 hypothetical protein APUTEX25_002790 [Auxenochlorella protothecoides]
OG0003968	KAI3424439.1 hypothetical protein D9Q98_009991 [Chlorella vulgaris]	RMZ56706.1 hypothetical protein APUTEX25_002795 [Auxenochlorella protothecoides]
OG0003969	KAI3435930.1 hypothetical protein D9Q98_001988 [Chlorella vulgaris]	RMZ56711.1 hypothetical protein APUTEX25_002800_ partial [Auxenochlorella protothecoides]
OG0003970	KAI3438437.1 hypothetical protein D9Q98_000868 [Chlorella vulgaris]	RMZ56718.1 hypothetical protein APUTEX25_002807_ partial [Auxenochlorella protothecoides]
OG0003971	KAI3435920.1 hypothetical protein D9Q98_001978 [Chlorella vulgaris]	RMZ56723.1 hypothetical protein APUTEX25_002812 [Auxenochlorella protothecoides]
OG0003972	KAI3426470.1 hypothetical protein D9Q98_008837 [Chlorella vulgaris]	RMZ56736.1 hypothetical protein APUTEX25_002825_ partial [Auxenochlorella protothecoides]
OG0003973	KAI3426462.1 hypothetical protein D9Q98_008829 [Chlorella vulgaris]	RMZ56747.1 hypothetical protein APUTEX25_002836 [Auxenochlorella protothecoides]
OG0003974	KAI3430216.1 hypothetical protein D9Q98_004814 [Chlorella vulgaris]	RMZ56766.1 hypothetical protein APUTEX25_002855 [Auxenochlorella protothecoides]
OG0003975	KAI3435896.1 hypothetical protein D9Q98_001954 [Chlorella vulgaris]	RMZ56772.1 hypothetical protein APUTEX25_002861 [Auxenochlorella protothecoides]
OG0003976	KAI3428342.1 hypothetical protein D9Q98_006722 [Chlorella vulgaris]	RMZ56773.1 hypothetical protein APUTEX25_002862 [Auxenochlorella protothecoides]
OG0003977	KAI3438837.1 hypothetical protein D9Q98_001254 [Chlorella vulgaris]	RMZ56781.1 hypothetical protein APUTEX25_002870 [Auxenochlorella protothecoides]
OG0003978	KAI3430213.1 hypothetical protein D9Q98_004811 [Chlorella vulgaris]	RMZ56789.1 hypothetical protein APUTEX25_002878 [Auxenochlorella protothecoides]
OG0003979	KAI3428327.1 hypothetical protein D9Q98_006707 [Chlorella vulgaris]	RMZ56794.1 hypothetical protein APUTEX25_002883 [Auxenochlorella protothecoides]
OG0003980	KAI3435935.1 hypothetical protein D9Q98_001993 [Chlorella vulgaris]	RMZ56804.1 hypothetical protein APUTEX25_002893 [Auxenochlorella protothecoides]
OG0003981	KAI3435903.1 hypothetical protein D9Q98_001961 [Chlorella vulgaris]	RMZ56805.1 hypothetical protein APUTEX25_002894 [Auxenochlorella protothecoides]
OG0003982	KAI3433371.1 hypothetical protein D9Q98_003188 [Chlorella vulgaris]	RMZ56812.1 hypothetical protein APUTEX25_002901 [Auxenochlorella protothecoides]
OG0003983	KAI3426477.1 hypothetical protein D9Q98_008843 [Chlorella vulgaris]	RMZ56816.1 hypothetical protein APUTEX25_002905 [Auxenochlorella protothecoides]
OG0003984	KAI3428838.1 hypothetical protein D9Q98_007655 [Chlorella vulgaris]	RMZ56820.1 hypothetical protein APUTEX25_002909 [Auxenochlorella protothecoides]
OG0003985	KAI3436890.1 hypothetical protein D9Q98_006298 [Chlorella vulgaris]	RMZ56822.1 hypothetical protein APUTEX25_002911 [Auxenochlorella protothecoides]
OG0003986	KAI3434869.1 hypothetical protein D9Q98_002923 [Chlorella vulgaris]	RMZ56823.1 hypothetical protein APUTEX25_002912 [Auxenochlorella protothecoides]
OG0003987	KAI3424465.1 hypothetical protein D9Q98_010016 [Chlorella vulgaris]	RMZ56838.1 hypothetical protein APUTEX25_002927 [Auxenochlorella protothecoides]
OG0003988	KAI3428841.1 hypothetical protein D9Q98_007658 [Chlorella vulgaris]	RMZ56842.1 hypothetical protein APUTEX25_002931_ partial [Auxenochlorella protothecoides]
OG0003989	KAI3424420.1 hypothetical protein D9Q98_009972 [Chlorella vulgaris]	RMZ56855.1 hypothetical protein APUTEX25_002944 [Auxenochlorella protothecoides]
OG0003990	KAI3425324.1 hypothetical protein D9Q98_009088 [Chlorella vulgaris]	RMZ56878.1 hypothetical protein APUTEX25_002967 [Auxenochlorella protothecoides]
OG0003991	KAI3428383.1 hypothetical protein D9Q98_006763 [Chlorella vulgaris]	RMZ56881.1 hypothetical protein APUTEX25_002970 [Auxenochlorella protothecoides]
OG0003992	KAI3435844.1 hypothetical protein D9Q98_001902 [Chlorella vulgaris]	RMZ56900.1 hypothetical protein APUTEX25_002989 [Auxenochlorella protothecoides]
OG0003993	KAI3435908.1 hypothetical protein D9Q98_001966 [Chlorella vulgaris]	RMZ56904.1 hypothetical protein APUTEX25_002993 [Auxenochlorella protothecoides]
OG0003994	KAI3438270.1 hypothetical protein D9Q98_000705 [Chlorella vulgaris]	RMZ56912.1 hypothetical protein APUTEX25_004974 [Auxenochlorella protothecoides]
OG0003995	KAI3428765.1 hypothetical protein D9Q98_007586 [Chlorella vulgaris]	RMZ56920.1 hypothetical protein APUTEX25_004982 [Auxenochlorella protothecoides]
OG0003996	KAI3424722.1 hypothetical protein D9Q98_008111 [Chlorella vulgaris]	RMZ56929.1 hypothetical protein APUTEX25_004991 [Auxenochlorella protothecoides]
OG0003997	KAI3426077.1 hypothetical protein D9Q98_008045 [Chlorella vulgaris]	RMZ56932.1 hypothetical protein APUTEX25_004994_ partial [Auxenochlorella protothecoides]
OG0003998	KAI3428668.1 hypothetical protein D9Q98_007491 [Chlorella vulgaris]	RMZ56934.1 hypothetical protein APUTEX25_004996_ partial [Auxenochlorella protothecoides]
OG0003999	KAI3428692.1 hypothetical protein D9Q98_007515 [Chlorella vulgaris]	RMZ56935.1 hypothetical protein APUTEX25_004997_ partial [Auxenochlorella protothecoides]
OG0004000	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]	RMZ56937.1 hypothetical protein APUTEX25_004999 [Auxenochlorella protothecoides]
OG0004001	KAI3438274.1 hypothetical protein D9Q98_000709 [Chlorella vulgaris]	RMZ56940.1 hypothetical protein APUTEX25_005002 [Auxenochlorella protothecoides]
OG0004002	KAI3435943.1 hypothetical protein D9Q98_002001 [Chlorella vulgaris]	RMZ56943.1 hypothetical protein APUTEX25_005005_ partial [Auxenochlorella protothecoides]
OG0004003	KAI3428680.1 hypothetical protein D9Q98_007503 [Chlorella vulgaris]	RMZ56944.1 hypothetical protein APUTEX25_005006_ partial [Auxenochlorella protothecoides]
OG0004004	KAI3426492.1 hypothetical protein D9Q98_008858 [Chlorella vulgaris]	RMZ56948.1 hypothetical protein APUTEX25_005010 [Auxenochlorella protothecoides]
OG0004005	KAI3428689.1 hypothetical protein D9Q98_007512 [Chlorella vulgaris]	RMZ56964.1 hypothetical protein APUTEX25_005026 [Auxenochlorella protothecoides]
OG0004006	KAI3428756.1 hypothetical protein D9Q98_007578 [Chlorella vulgaris]	RMZ56974.1 hypothetical protein APUTEX25_005036 [Auxenochlorella protothecoides]
OG0004007	KAI3438282.1 hypothetical protein D9Q98_000717 [Chlorella vulgaris]	RMZ56980.1 hypothetical protein APUTEX25_005042 [Auxenochlorella protothecoides]
OG0004008	KAI3428667.1 hypothetical protein D9Q98_007490 [Chlorella vulgaris]	RMZ56986.1 hypothetical protein APUTEX25_005048_ partial [Auxenochlorella protothecoides]
OG0004009	KAI3428768.1 hypothetical protein D9Q98_007589 [Chlorella vulgaris]	RMZ56987.1 hypothetical protein APUTEX25_005049 [Auxenochlorella protothecoides]
