Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_PABB004
OG0004391	KAI3436636.1 hypothetical protein D9Q98_006052 [Chlorella vulgaris]	KAF8068212.1 hypothetical protein HT031_001898 [Scenedesmus sp. PABB004]
OG0004392	KAI3436608.1 hypothetical protein D9Q98_006025 [Chlorella vulgaris]	KAF8060468.1 TRS130 [Scenedesmus sp. PABB004]
OG0004421	KAI3434668.1 hypothetical protein D9Q98_002732 [Chlorella vulgaris]	KAF8057867.1 Lto1 [Scenedesmus sp. PABB004]
OG0004423	KAI3423936.1 hypothetical protein D9Q98_009770 [Chlorella vulgaris]	KAF8068192.1 mrm1 [Scenedesmus sp. PABB004]
OG0004427	KAI3424137.1 hypothetical protein D9Q98_009497 [Chlorella vulgaris]	KAF8072709.1 NADK2 [Scenedesmus sp. PABB004]
OG0004432	KAI3424131.1 hypothetical protein D9Q98_009491 [Chlorella vulgaris]	KAF8073216.1 AE7 [Scenedesmus sp. PABB004]
OG0004434	KAI3424243.1 hypothetical protein D9Q98_009599 [Chlorella vulgaris]	KAF8065492.1 TPP1 [Scenedesmus sp. PABB004]
OG0004438	KAI3423435.1 hypothetical protein D9Q98_010651 [Chlorella vulgaris]	KAF8073184.1 hypothetical protein HT031_000845 [Scenedesmus sp. PABB004]
OG0004439	KAI3432256.1 hypothetical protein D9Q98_003817 [Chlorella vulgaris]	KAF8069366.1 rpsM [Scenedesmus sp. PABB004]
OG0004441	KAI3433389.1 hypothetical protein D9Q98_003205 [Chlorella vulgaris]	KAF8055925.1 RFS2 [Scenedesmus sp. PABB004]
OG0004442	KAI3430900.1 hypothetical protein D9Q98_009309 [Chlorella vulgaris]	KAF8064577.1 BOLA2 [Scenedesmus sp. PABB004]
OG0004444	KAI3432426.1 hypothetical protein D9Q98_003980 [Chlorella vulgaris]	KAF8058112.1 GCP4 [Scenedesmus sp. PABB004]
OG0004446	KAI3438517.1 hypothetical protein D9Q98_000945 [Chlorella vulgaris]	KAF8057274.1 Oxsr1 [Scenedesmus sp. PABB004]
OG0004457	KAI3438550.1 hypothetical protein D9Q98_000978 [Chlorella vulgaris]	KAF8057939.1 hypothetical protein HT031_005885 [Scenedesmus sp. PABB004]
OG0004464	KAI3425075.1 hypothetical protein D9Q98_008453 [Chlorella vulgaris]	KAF8061312.1 hypothetical protein HT031_004403 [Scenedesmus sp. PABB004]
OG0004465	KAI3437707.1 hypothetical protein D9Q98_000155 [Chlorella vulgaris]	KAF8057768.1 phospholipid scramblase family protein [Scenedesmus sp. PABB004]
OG0004467	KAI3429528.1 hypothetical protein D9Q98_005616 [Chlorella vulgaris]	KAF8067191.1 msrB [Scenedesmus sp. PABB004]
OG0004469	KAI3431700.1 hypothetical protein D9Q98_004745 [Chlorella vulgaris]	KAF8073213.1 hypothetical protein HT031_000874 [Scenedesmus sp. PABB004]
OG0004470	KAI3429320.1 hypothetical protein D9Q98_005415 [Chlorella vulgaris]	KAF8064687.1 EIF2B3 [Scenedesmus sp. PABB004]
OG0004471	KAI3435978.1 hypothetical protein D9Q98_002036 [Chlorella vulgaris]	KAF8072393.1 hypothetical protein HT031_000052 [Scenedesmus sp. PABB004]
OG0004472	KAI3428569.1 hypothetical protein D9Q98_007391 [Chlorella vulgaris]	KAF8070966.1 VDE1 [Scenedesmus sp. PABB004]
OG0004491	KAI3424753.1 hypothetical protein D9Q98_008142 [Chlorella vulgaris]	KAF8068174.1 CDKE-1 [Scenedesmus sp. PABB004]
OG0004493	KAI3429521.1 hypothetical protein D9Q98_005610 [Chlorella vulgaris]	KAF8060521.1 GTF3C3 [Scenedesmus sp. PABB004]
OG0004498	KAI3437590.1 hypothetical protein D9Q98_000043 [Chlorella vulgaris]	KAF8058886.1 GRXS16 [Scenedesmus sp. PABB004]
OG0004500	KAI3429332.1 hypothetical protein D9Q98_005427 [Chlorella vulgaris]	KAF8057740.1 RNA pseudouridine synthase 2 [Scenedesmus sp. PABB004]
OG0004505	KAI3429442.1 hypothetical protein D9Q98_005536 [Chlorella vulgaris]	KAF8059414.1 FTSZ2-1 [Scenedesmus sp. PABB004]
OG0004506	KAI3435780.1 hypothetical protein D9Q98_001838 [Chlorella vulgaris]	KAF8065805.1 Pdcd5 [Scenedesmus sp. PABB004]
OG0004509	KAI3429471.1 hypothetical protein D9Q98_005563 [Chlorella vulgaris]	KAF8060614.1 PUS1 [Scenedesmus sp. PABB004]
OG0004513	KAI3431279.1 hypothetical protein D9Q98_004340 [Chlorella vulgaris]	KAF8056434.1 hypothetical protein HT031_006291 [Scenedesmus sp. PABB004]
OG0004516	KAI3439003.1 hypothetical protein D9Q98_001415 [Chlorella vulgaris]	KAF8068228.1 SETD3 [Scenedesmus sp. PABB004]
OG0004518	KAI3433337.1 hypothetical protein D9Q98_003155 [Chlorella vulgaris]	KAF8071200.1 Vcpkmt [Scenedesmus sp. PABB004]
OG0004520	KAI3432838.1 hypothetical protein D9Q98_010422 [Chlorella vulgaris]	KAF8071152.1 calcium uniporter [Scenedesmus sp. PABB004]
OG0004522	KAI3432445.1 hypothetical protein D9Q98_003997 [Chlorella vulgaris]	KAF8058117.1 hypothetical protein HT031_005777 [Scenedesmus sp. PABB004]
OG0004523	KAI3425712.1 hypothetical protein D9Q98_007688 [Chlorella vulgaris]	KAF8061923.1 CFIS2 [Scenedesmus sp. PABB004]
OG0004524	KAI3438933.1 hypothetical protein D9Q98_001347 [Chlorella vulgaris]	KAF8063823.1 hypothetical protein HT031_003680 [Scenedesmus sp. PABB004]
OG0004525	KAI3432801.1 hypothetical protein D9Q98_010385 [Chlorella vulgaris]	KAF8070912.1 hypothetical protein HT031_000993 [Scenedesmus sp. PABB004]
OG0004526	KAI3432334.1 hypothetical protein D9Q98_003892 [Chlorella vulgaris], KAI3432328.1 hypothetical protein D9Q98_003887 [Chlorella vulgaris]	KAF8072644.1 cysQ [Scenedesmus sp. PABB004]
OG0004530	KAI3429807.1 hypothetical protein D9Q98_010120 [Chlorella vulgaris]	KAF8061988.1 Actinidain [Scenedesmus sp. PABB004]
OG0004531	KAI3433321.1 hypothetical protein D9Q98_003139 [Chlorella vulgaris]	KAF8060048.1 hypothetical protein HT031_004986 [Scenedesmus sp. PABB004]
OG0004532	KAI3438339.1 hypothetical protein D9Q98_000772 [Chlorella vulgaris]	KAF8062068.1 rpmG [Scenedesmus sp. PABB004]
OG0004533	KAI3431694.1 hypothetical protein D9Q98_004740 [Chlorella vulgaris]	KAF8069391.1 cwc2 [Scenedesmus sp. PABB004]
OG0004534	KAI3431747.1 hypothetical protein D9Q98_004789 [Chlorella vulgaris]	KAF8058883.1 cwf25 [Scenedesmus sp. PABB004]
OG0004535	KAI3434830.1 hypothetical protein D9Q98_002885 [Chlorella vulgaris]	KAF8070995.1 Rbmx2 [Scenedesmus sp. PABB004]
OG0004545	KAI3431726.1 hypothetical protein D9Q98_004768 [Chlorella vulgaris]	KAF8071111.1 PDCD2 [Scenedesmus sp. PABB004]
OG0004546	KAI3429654.1 hypothetical protein D9Q98_005739 [Chlorella vulgaris]	KAF8060619.1 rplL [Scenedesmus sp. PABB004]
OG0004547	KAI3433450.1 hypothetical protein D9Q98_003263 [Chlorella vulgaris]	KAF8066316.1 hypothetical protein HT031_002639 [Scenedesmus sp. PABB004]
OG0004550	KAI3435659.1 hypothetical protein D9Q98_001717 [Chlorella vulgaris]	KAF8058096.1 ABCB28 [Scenedesmus sp. PABB004]
OG0004551	KAI3436560.1 hypothetical protein D9Q98_005976 [Chlorella vulgaris]	KAF8072378.1 AFC2 [Scenedesmus sp. PABB004]
OG0004552	KAI3426914.1 hypothetical protein D9Q98_006858 [Chlorella vulgaris]	KAF8069610.1 threonine aspartase [Scenedesmus sp. PABB004]
OG0004553	KAI3432212.1 hypothetical protein D9Q98_003774 [Chlorella vulgaris]	KAF8071049.1 efp [Scenedesmus sp. PABB004]
OG0004558	KAI3435663.1 hypothetical protein D9Q98_001721 [Chlorella vulgaris]	KAF8067375.1 frr [Scenedesmus sp. PABB004]
OG0004559	KAI3437903.1 hypothetical protein D9Q98_000348 [Chlorella vulgaris]	KAF8058872.1 hypothetical protein HT031_005440 [Scenedesmus sp. PABB004]
OG0004561	KAI3435644.1 hypothetical protein D9Q98_001702 [Chlorella vulgaris]	KAF8063839.1 UBL5 [Scenedesmus sp. PABB004]
OG0004562	KAI3434394.1 hypothetical protein D9Q98_002472 [Chlorella vulgaris]	KAF8065629.1 hypothetical protein HT031_003230 [Scenedesmus sp. PABB004]
OG0004563	KAI3434388.1 hypothetical protein D9Q98_002466 [Chlorella vulgaris]	KAF8068156.1 Tr1 [Scenedesmus sp. PABB004]
OG0004565	KAI3424314.1 hypothetical protein D9Q98_009867 [Chlorella vulgaris]	KAF8060325.1 hypothetical protein HT031_004861 [Scenedesmus sp. PABB004]
OG0004567	KAI3436540.1 hypothetical protein D9Q98_005957 [Chlorella vulgaris]	KAF8063809.1 groS [Scenedesmus sp. PABB004]
OG0004568	KAI3424735.1 hypothetical protein D9Q98_008124 [Chlorella vulgaris]	KAF8070903.1 hypothetical protein HT031_000984 [Scenedesmus sp. PABB004]
OG0004572	KAI3424741.1 hypothetical protein D9Q98_008130 [Chlorella vulgaris]	KAF8055831.1 EGY2 [Scenedesmus sp. PABB004]
OG0004574	KAI3430296.1 hypothetical protein D9Q98_004892 [Chlorella vulgaris]	KAF8067253.1 hypothetical protein HT031_002300 [Scenedesmus sp. PABB004]
OG0004575	KAI3430286.1 hypothetical protein D9Q98_004882 [Chlorella vulgaris]	KAF8062715.1 hypothetical protein HT031_004045 [Scenedesmus sp. PABB004]
OG0004578	KAI3429510.1 hypothetical protein D9Q98_005599 [Chlorella vulgaris]	KAF8057905.1 potD [Scenedesmus sp. PABB004]
OG0004581	KAI3426169.1 hypothetical protein D9Q98_008546 [Chlorella vulgaris]	KAF8067398.1 PTRHD1 [Scenedesmus sp. PABB004]
OG0004586	KAI3426316.1 hypothetical protein D9Q98_008689 [Chlorella vulgaris]	KAF8071298.1 apgM1 [Scenedesmus sp. PABB004]
OG0004590	KAI3426447.1 hypothetical protein D9Q98_008814 [Chlorella vulgaris]	KAF8055478.1 IPO11 [Scenedesmus sp. PABB004]
OG0004593	KAI3436214.1 hypothetical protein D9Q98_002268 [Chlorella vulgaris]	KAF8068248.1 yippee-like protein [Scenedesmus sp. PABB004]
OG0004599	KAI3426973.1 hypothetical protein D9Q98_006917 [Chlorella vulgaris]	KAF8069566.1 hypothetical protein HT031_001683 [Scenedesmus sp. PABB004]
OG0004600	KAI3429555.1 hypothetical protein D9Q98_005643 [Chlorella vulgaris]	KAF8072545.1 hypothetical protein HT031_000205 [Scenedesmus sp. PABB004]
OG0004602	KAI3424239.1 hypothetical protein D9Q98_009595 [Chlorella vulgaris]	KAF8072826.1 Peroxisomal 2_4-dienoyl-CoA reductase [Scenedesmus sp. PABB004]
OG0004605	KAI3426846.1 hypothetical protein D9Q98_006792 [Chlorella vulgaris]	KAF8068436.1 TCD2 [Scenedesmus sp. PABB004]
OG0004611	KAI3426906.1 hypothetical protein D9Q98_006850 [Chlorella vulgaris]	KAF8061116.1 alyref-a [Scenedesmus sp. PABB004]
OG0004612	KAI3430485.1 hypothetical protein D9Q98_005080 [Chlorella vulgaris]	KAF8057276.1 PGPS1 [Scenedesmus sp. PABB004]
OG0004614	KAI3431001.1 hypothetical protein D9Q98_009403 [Chlorella vulgaris]	KAF8058454.1 esf2 [Scenedesmus sp. PABB004]
OG0004616	KAI3436287.1 hypothetical protein D9Q98_002340 [Chlorella vulgaris]	KAF8065648.1 hypothetical protein HT031_003249 [Scenedesmus sp. PABB004]
OG0004617	KAI3439138.1 hypothetical protein D9Q98_001546 [Chlorella vulgaris], KAI3429900.1 hypothetical protein D9Q98_010211 [Chlorella vulgaris]	KAF8059359.1 PEP-related development arrested 1 [Scenedesmus sp. PABB004]
OG0004619	KAI3435967.1 hypothetical protein D9Q98_002025 [Chlorella vulgaris]	KAF8058360.1 hypothetical protein HT031_005678 [Scenedesmus sp. PABB004]
OG0004620	KAI3436299.1 hypothetical protein D9Q98_002352 [Chlorella vulgaris]	KAF8071070.1 Tmtc4 [Scenedesmus sp. PABB004]
OG0004625	KAI3426294.1 hypothetical protein D9Q98_008667 [Chlorella vulgaris]	KAF8061996.1 hypothetical protein HT031_004256 [Scenedesmus sp. PABB004]
OG0004632	KAI3436649.1 hypothetical protein D9Q98_006065 [Chlorella vulgaris]	KAF8056260.1 hypothetical protein HT031_006448 [Scenedesmus sp. PABB004]
OG0004635	KAI3429407.1 hypothetical protein D9Q98_005502 [Chlorella vulgaris]	KAF8065605.1 mmcm-1 [Scenedesmus sp. PABB004]
OG0004636	KAI3438743.1 hypothetical protein D9Q98_001162 [Chlorella vulgaris]	KAF8072966.1 POP4 [Scenedesmus sp. PABB004]
OG0004637	KAI3437711.1 hypothetical protein D9Q98_000159 [Chlorella vulgaris]	KAF8071378.1 hypothetical protein HT031_001462 [Scenedesmus sp. PABB004]
OG0004638	KAI3435733.1 hypothetical protein D9Q98_001791 [Chlorella vulgaris]	KAF8072824.1 CDKF-1 [Scenedesmus sp. PABB004]
OG0004640	KAI3427963.1 hypothetical protein D9Q98_006353 [Chlorella vulgaris]	KAF8072781.1 RPS20 [Scenedesmus sp. PABB004]
OG0004641	KAI3438746.1 hypothetical protein D9Q98_001165 [Chlorella vulgaris]	KAF8071279.1 signal peptidase complex subunit 2 [Scenedesmus sp. PABB004]
OG0004644	KAI3438752.1 hypothetical protein D9Q98_001171 [Chlorella vulgaris]	KAF8061919.1 SMD3B [Scenedesmus sp. PABB004]
OG0004645	KAI3431828.1 hypothetical protein D9Q98_010581 [Chlorella vulgaris]	KAF8072597.1 hypothetical protein HT031_000257 [Scenedesmus sp. PABB004]
OG0004647	KAI3431802.1 hypothetical protein D9Q98_010555 [Chlorella vulgaris]	KAF8057283.1 hypothetical protein HT031_006091 [Scenedesmus sp. PABB004]
OG0004650	KAI3433771.1 hypothetical protein D9Q98_003577 [Chlorella vulgaris]	KAF8064498.1 TMEM167A [Scenedesmus sp. PABB004]
OG0004653	KAI3428241.1 hypothetical protein D9Q98_006621 [Chlorella vulgaris]	KAF8073092.1 Wdr5 [Scenedesmus sp. PABB004]
OG0004659	KAI3434884.1 hypothetical protein D9Q98_002938 [Chlorella vulgaris]	KAF8066281.1 STR11 [Scenedesmus sp. PABB004]
OG0004662	KAI3434891.1 hypothetical protein D9Q98_002945 [Chlorella vulgaris]	KAF8057292.1 jmjd4 [Scenedesmus sp. PABB004]
OG0004665	KAI3424963.1 hypothetical protein D9Q98_008344 [Chlorella vulgaris]	KAF8071242.1 EZ1 [Scenedesmus sp. PABB004]
OG0004666	KAI3425759.1 hypothetical protein D9Q98_007734 [Chlorella vulgaris]	KAF8059135.1 setd3 [Scenedesmus sp. PABB004]
OG0004667	KAI3424940.1 hypothetical protein D9Q98_008323 [Chlorella vulgaris]	KAF8062009.1 Desi1 [Scenedesmus sp. PABB004]
OG0004669	KAI3434725.1 hypothetical protein D9Q98_002786 [Chlorella vulgaris]	KAF8065645.1 TIM9 [Scenedesmus sp. PABB004]
OG0004671	KAI3435998.1 hypothetical protein D9Q98_002055 [Chlorella vulgaris]	KAF8069557.1 hypothetical protein HT031_001674 [Scenedesmus sp. PABB004]
OG0004674	KAI3425918.1 hypothetical protein D9Q98_007890 [Chlorella vulgaris]	KAF8061366.1 hypothetical protein HT031_004457 [Scenedesmus sp. PABB004]
OG0004675	KAI3438570.1 hypothetical protein D9Q98_000997 [Chlorella vulgaris]	KAF8073168.1 rpsU [Scenedesmus sp. PABB004]
OG0004685	KAI3428409.1 hypothetical protein D9Q98_007236 [Chlorella vulgaris]	KAF8071084.1 NUP43 [Scenedesmus sp. PABB004]
OG0004687	KAI3438520.1 hypothetical protein D9Q98_000948 [Chlorella vulgaris], KAI3438521.1 hypothetical protein D9Q98_000949 [Chlorella vulgaris]	KAF8070968.1 YLMG2 [Scenedesmus sp. PABB004]
OG0004688	KAI3434943.1 hypothetical protein D9Q98_002997 [Chlorella vulgaris]	KAF8067273.1 Telo2 [Scenedesmus sp. PABB004]
OG0004690	KAI3438486.1 hypothetical protein D9Q98_000914 [Chlorella vulgaris]	KAF8072374.1 LRRC72 [Scenedesmus sp. PABB004]
OG0004693	KAI3423946.1 hypothetical protein D9Q98_009780 [Chlorella vulgaris]	KAF8062934.1 hypothetical protein HT031_003773 [Scenedesmus sp. PABB004]
OG0004694	KAI3431768.1 hypothetical protein D9Q98_010524 [Chlorella vulgaris]	KAF8060054.1 hypothetical protein HT031_004993 [Scenedesmus sp. PABB004]
OG0004695	KAI3428407.1 hypothetical protein D9Q98_007234 [Chlorella vulgaris]	KAF8056233.1 infB [Scenedesmus sp. PABB004]
OG0004697	KAI3438899.1 hypothetical protein D9Q98_001314 [Chlorella vulgaris]	KAF8072481.1 Abcd4 [Scenedesmus sp. PABB004]
OG0004698	KAI3423917.1 hypothetical protein D9Q98_009751 [Chlorella vulgaris]	KAF8062051.1 PAF2 [Scenedesmus sp. PABB004]
OG0004700	KAI3438138.1 hypothetical protein D9Q98_000579 [Chlorella vulgaris]	KAF8058071.1 FAM136A [Scenedesmus sp. PABB004]
OG0004711	KAI3428143.1 hypothetical protein D9Q98_006527 [Chlorella vulgaris]	KAF8055824.1 ISU1 [Scenedesmus sp. PABB004]
OG0004713	KAI3432585.1 hypothetical protein D9Q98_004134 [Chlorella vulgaris], KAI3432586.1 hypothetical protein D9Q98_004134 [Chlorella vulgaris]	KAF8071071.1 hypothetical protein HT031_001153 [Scenedesmus sp. PABB004]
OG0004718	KAI3428020.1 hypothetical protein D9Q98_006406 [Chlorella vulgaris]	KAF8059415.1 ARP7 [Scenedesmus sp. PABB004]
OG0004719	KAI3430536.1 hypothetical protein D9Q98_005129 [Chlorella vulgaris]	KAF8064634.1 CYCA2-1 [Scenedesmus sp. PABB004]
OG0004722	KAI3430572.1 hypothetical protein D9Q98_005165 [Chlorella vulgaris]	KAF8062740.1 eif1ad [Scenedesmus sp. PABB004]
OG0004723	KAI3434705.1 hypothetical protein D9Q98_002766 [Chlorella vulgaris]	KAF8061886.1 ATG26 [Scenedesmus sp. PABB004]
OG0004725	KAI3424204.1 hypothetical protein D9Q98_009560 [Chlorella vulgaris]	KAF8057750.1 TIM22-2 [Scenedesmus sp. PABB004]
OG0004727	KAI3430511.1 hypothetical protein D9Q98_005106 [Chlorella vulgaris]	KAF8060612.1 FAP2 [Scenedesmus sp. PABB004]
OG0004728	KAI3425999.1 hypothetical protein D9Q98_007967 [Chlorella vulgaris]	KAF8061999.1 hypothetical protein HT031_004259 [Scenedesmus sp. PABB004]
OG0004732	KAI3425906.1 hypothetical protein D9Q98_007878 [Chlorella vulgaris]	KAF8061098.1 small nuclear ribonucleoprotein F [Scenedesmus sp. PABB004]
OG0004735	KAI3428549.1 hypothetical protein D9Q98_007371 [Chlorella vulgaris]	KAF8070869.1 SDG40 [Scenedesmus sp. PABB004]
OG0004740	KAI3431402.1 hypothetical protein D9Q98_004455 [Chlorella vulgaris]	KAF8071276.1 hypothetical protein HT031_001359 [Scenedesmus sp. PABB004]
OG0004747	KAI3428072.1 hypothetical protein D9Q98_006456 [Chlorella vulgaris]	KAF8063711.1 scn1 [Scenedesmus sp. PABB004]
OG0004748	KAI3433399.1 hypothetical protein D9Q98_003215 [Chlorella vulgaris]	KAF8060622.1 vioD [Scenedesmus sp. PABB004]
OG0004749	KAI3438304.1 hypothetical protein D9Q98_000738 [Chlorella vulgaris]	KAF8068200.1 PRP40C [Scenedesmus sp. PABB004]
OG0004751	KAI3425837.1 hypothetical protein D9Q98_007811 [Chlorella vulgaris]	KAF8068244.1 macro domain-containing protein [Scenedesmus sp. PABB004]
OG0004752	KAI3433510.1 hypothetical protein D9Q98_003321 [Chlorella vulgaris]	KAF8069465.1 VPS2.3 [Scenedesmus sp. PABB004]
OG0004761	KAI3430355.1 hypothetical protein D9Q98_004950 [Chlorella vulgaris]	KAF8061324.1 DNApol-iota [Scenedesmus sp. PABB004]
OG0004762	KAI3428432.1 hypothetical protein D9Q98_007259 [Chlorella vulgaris]	KAF8057118.1 Dml [Scenedesmus sp. PABB004]
OG0004766	KAI3431408.1 hypothetical protein D9Q98_004461 [Chlorella vulgaris]	KAF8065834.1 P58IPK [Scenedesmus sp. PABB004]
OG0004770	KAI3427051.1 hypothetical protein D9Q98_006992 [Chlorella vulgaris]	KAF8069537.1 Ess2 [Scenedesmus sp. PABB004]
OG0004774	KAI3438470.1 hypothetical protein D9Q98_000899 [Chlorella vulgaris]	KAF8073137.1 JHS1 [Scenedesmus sp. PABB004]
OG0004781	KAI3428205.1 hypothetical protein D9Q98_006585 [Chlorella vulgaris]	KAF8073161.1 MED27 [Scenedesmus sp. PABB004]
OG0004784	KAI3429757.1 hypothetical protein D9Q98_010070 [Chlorella vulgaris]	KAF8058853.1 hypothetical protein HT031_005421 [Scenedesmus sp. PABB004]
OG0004785	KAI3437916.1 hypothetical protein D9Q98_000361 [Chlorella vulgaris]	KAF8062944.1 rtf2 [Scenedesmus sp. PABB004]
OG0004787	KAI3426230.1 hypothetical protein D9Q98_008606 [Chlorella vulgaris]	KAF8063084.1 hypothetical protein HT031_003923 [Scenedesmus sp. PABB004]
OG0004790	KAI3429809.1 hypothetical protein D9Q98_010122 [Chlorella vulgaris]	KAF8058858.1 Cpsf2 [Scenedesmus sp. PABB004]
OG0004792	KAI3436563.1 hypothetical protein D9Q98_005979 [Chlorella vulgaris]	KAF8058110.1 hypothetical protein HT031_005770 [Scenedesmus sp. PABB004]
OG0004795	KAI3435872.1 hypothetical protein D9Q98_001930 [Chlorella vulgaris]	KAF8068282.1 hypothetical protein HT031_001969 [Scenedesmus sp. PABB004]
OG0004800	KAI3428354.1 hypothetical protein D9Q98_006734 [Chlorella vulgaris]	KAF8073163.1 LPLAT1 [Scenedesmus sp. PABB004]
OG0004804	KAI3429720.1 hypothetical protein D9Q98_010036 [Chlorella vulgaris]	KAF8071096.1 hypothetical protein HT031_001178 [Scenedesmus sp. PABB004]
OG0004806	KAI3429709.1 hypothetical protein D9Q98_005794 [Chlorella vulgaris]	KAF8065950.1 Ycf3-interacting protein 1 [Scenedesmus sp. PABB004]
OG0004809	KAI3426478.1 hypothetical protein D9Q98_008844 [Chlorella vulgaris]	KAF8069491.1 hypothetical protein HT031_001607 [Scenedesmus sp. PABB004]
OG0004811	KAI3434776.1 hypothetical protein D9Q98_002836 [Chlorella vulgaris]	KAF8059671.1 FHA1 [Scenedesmus sp. PABB004]
OG0004815	KAI3430215.1 hypothetical protein D9Q98_004813 [Chlorella vulgaris]	KAF8064676.1 hypothetical protein HT031_003478 [Scenedesmus sp. PABB004]
OG0004817	KAI3428671.1 hypothetical protein D9Q98_007494 [Chlorella vulgaris]	KAF8063021.1 PAPP5 [Scenedesmus sp. PABB004]
OG0004820	KAI3438280.1 hypothetical protein D9Q98_000715 [Chlorella vulgaris]	KAF8061989.1 FHY1 [Scenedesmus sp. PABB004]
OG0004824	KAI3424842.1 hypothetical protein D9Q98_008228 [Chlorella vulgaris]	KAF8065471.1 hypothetical protein HT031_003072 [Scenedesmus sp. PABB004]
OG0004830	KAI3438671.1 hypothetical protein D9Q98_001092 [Chlorella vulgaris]	KAF8067303.1 RIBC2 [Scenedesmus sp. PABB004]
OG0004834	KAI3425255.1 hypothetical protein D9Q98_009023 [Chlorella vulgaris]	KAF8056460.1 Mettl26 [Scenedesmus sp. PABB004]
OG0004836	KAI3436787.1 hypothetical protein D9Q98_006198 [Chlorella vulgaris]	KAF8065644.1 CBWD2 [Scenedesmus sp. PABB004]
OG0004839	KAI3426329.1 hypothetical protein D9Q98_008702 [Chlorella vulgaris]	KAF8057286.1 srp72 [Scenedesmus sp. PABB004]
OG0004840	KAI3433665.1 hypothetical protein D9Q98_003474 [Chlorella vulgaris]	KAF8069693.1 hypothetical protein HT031_001810 [Scenedesmus sp. PABB004]
OG0004843	KAI3430654.1 hypothetical protein D9Q98_005246 [Chlorella vulgaris]	KAF8064519.1 GRXS15 [Scenedesmus sp. PABB004]
OG0004846	KAI3428332.1 hypothetical protein D9Q98_006712 [Chlorella vulgaris]	KAF8065542.1 hypothetical protein HT031_003143 [Scenedesmus sp. PABB004]
OG0004847	KAI3429275.1 hypothetical protein D9Q98_005371 [Chlorella vulgaris]	KAF8067112.1 RPS16-2 [Scenedesmus sp. PABB004]
OG0004850	KAI3430729.1 hypothetical protein D9Q98_005315 [Chlorella vulgaris]	KAF8068289.1 gafA [Scenedesmus sp. PABB004]
OG0004853	KAI3430663.1 hypothetical protein D9Q98_005255 [Chlorella vulgaris]	KAF8071100.1 hypothetical protein HT031_001182 [Scenedesmus sp. PABB004]
OG0004856	KAI3429341.1 hypothetical protein D9Q98_005436 [Chlorella vulgaris]	KAF8068236.1 hypothetical protein HT031_001922 [Scenedesmus sp. PABB004]
OG0004861	KAI3433690.1 hypothetical protein D9Q98_003499 [Chlorella vulgaris]	KAF8072991.1 hypothetical protein HT031_000651 [Scenedesmus sp. PABB004]
OG0004864	KAI3438620.1 hypothetical protein D9Q98_001043 [Chlorella vulgaris]	KAF8058060.1 OST3 [Scenedesmus sp. PABB004]
OG0004867	KAI3438630.1 hypothetical protein D9Q98_001052 [Chlorella vulgaris]	KAF8057262.1 SETD3 [Scenedesmus sp. PABB004]
OG0004868	KAI3433927.1 hypothetical protein D9Q98_003729 [Chlorella vulgaris]	KAF8061973.1 UBC27 [Scenedesmus sp. PABB004]
OG0004869	KAI3426385.1 hypothetical protein D9Q98_008756 [Chlorella vulgaris]	KAF8060296.1 hypothetical protein HT031_004831 [Scenedesmus sp. PABB004]
OG0004871	KAI3434853.1 hypothetical protein D9Q98_002907 [Chlorella vulgaris]	KAF8063853.1 PDX2 [Scenedesmus sp. PABB004]
OG0004872	KAI3433922.1 hypothetical protein D9Q98_003724 [Chlorella vulgaris]	KAF8069510.1 NUDT19 [Scenedesmus sp. PABB004]
OG0004878	KAI3434917.1 hypothetical protein D9Q98_002971 [Chlorella vulgaris]	KAF8067214.1 magnesium transporter [Scenedesmus sp. PABB004]
OG0004882	KAI3433296.1 hypothetical protein D9Q98_003115 [Chlorella vulgaris]	KAF8071173.1 hypothetical protein HT031_001255 [Scenedesmus sp. PABB004]
OG0004883	KAI3423905.1 hypothetical protein D9Q98_009739 [Chlorella vulgaris]	KAF8072776.1 RUS3 [Scenedesmus sp. PABB004]
OG0004887	KAI3434559.1 hypothetical protein D9Q98_002632 [Chlorella vulgaris]	KAF8073257.1 Threonine--tRNA ligase [Scenedesmus sp. PABB004]
OG0004889	KAI3430449.1 hypothetical protein D9Q98_005044 [Chlorella vulgaris]	KAF8067135.1 hypothetical protein HT031_002182 [Scenedesmus sp. PABB004]
OG0004890	KAI3426011.1 hypothetical protein D9Q98_007979 [Chlorella vulgaris]	KAF8056854.1 KIN7D [Scenedesmus sp. PABB004]
OG0004894	KAI3427053.1 hypothetical protein D9Q98_006994 [Chlorella vulgaris]	KAF8073221.1 hypothetical protein HT031_000882 [Scenedesmus sp. PABB004]
OG0004895	KAI3427223.1 hypothetical protein D9Q98_007158 [Chlorella vulgaris]	KAF8067377.1 Spag1 [Scenedesmus sp. PABB004]
OG0004897	KAI3437770.1 hypothetical protein D9Q98_000217 [Chlorella vulgaris]	KAF8059160.1 CALS7 [Scenedesmus sp. PABB004], KAF8059158.1 CALS3 [Scenedesmus sp. PABB004]
OG0004899	KAI3432811.1 hypothetical protein D9Q98_010394 [Chlorella vulgaris]	KAF8060082.1 hslV [Scenedesmus sp. PABB004]
OG0004900	KAI3432270.1 hypothetical protein D9Q98_003830 [Chlorella vulgaris]	KAF8071009.1 Cytochrome b-c1 complex subunit Rieske-1 [Scenedesmus sp. PABB004]
