Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_NREL
OG0003908	KAI3428535.1 hypothetical protein D9Q98_007358 [Chlorella vulgaris]	KAF6253456.1 hypothetical protein COO60DRAFT_1546810 [Scenedesmus sp. NREL 46B-D3], KAF6253449.1 hypothetical protein COO60DRAFT_418890 [Scenedesmus sp. NREL 46B-D3]
OG0003909	KAI3434717.1 hypothetical protein D9Q98_002778 [Chlorella vulgaris]	KAF6255333.1 hypothetical protein COO60DRAFT_1272562 [Scenedesmus sp. NREL 46B-D3]
OG0003910	KAI3434685.1 hypothetical protein D9Q98_002748 [Chlorella vulgaris]	KAF6265924.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003911	KAI3434711.1 hypothetical protein D9Q98_002772 [Chlorella vulgaris]	KAF6257796.1 PGPD14 protein [Scenedesmus sp. NREL 46B-D3]
OG0003912	KAI3434692.1 hypothetical protein D9Q98_002755 [Chlorella vulgaris]	KAF6260737.1 hypothetical protein COO60DRAFT_1505181 [Scenedesmus sp. NREL 46B-D3]
OG0003913	KAI3438695.1 hypothetical protein D9Q98_001115 [Chlorella vulgaris]	KAF6259521.1 hypothetical protein COO60DRAFT_1513000 [Scenedesmus sp. NREL 46B-D3]
OG0003914	KAI3434713.1 hypothetical protein D9Q98_002774 [Chlorella vulgaris]	KAF6266270.1 histone acetyltransferase subunit NuA4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003915	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]	KAF6263395.1 plastid/chloroplast ribosomal protein L31 [Scenedesmus sp. NREL 46B-D3]
OG0003917	KAI3432691.1 hypothetical protein D9Q98_004234 [Chlorella vulgaris]	KAF6256744.1 hypothetical protein COO60DRAFT_85689 [Scenedesmus sp. NREL 46B-D3]
OG0003918	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]	KAF6251138.1 hypothetical protein COO60DRAFT_669331 [Scenedesmus sp. NREL 46B-D3]
OG0003919	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]	KAF6253044.1 cytosolic 3-hydroxy-3-methylglutaryl-CoA synthase [Scenedesmus sp. NREL 46B-D3]
OG0003920	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]	KAF6258504.1 Brix domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003921	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]	KAF6253090.1 anthranilate phosphoribosyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003922	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]	KAF6262464.1 O-linked N-acetylglucosamine transferase [Scenedesmus sp. NREL 46B-D3]
OG0003923	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]	KAF6261665.1 plastid ribosomal protein L9 [Scenedesmus sp. NREL 46B-D3]
OG0003924	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]	KAF6258775.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003925	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]	KAF6262217.1 SOUL heme-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0003926	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]	KAF6255975.1 hypothetical protein COO60DRAFT_1641081 [Scenedesmus sp. NREL 46B-D3]
OG0003929	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]	KAF6253592.1 hypothetical protein COO60DRAFT_1703730 [Scenedesmus sp. NREL 46B-D3], KAF6264979.1 hypothetical protein COO60DRAFT_1634031 [Scenedesmus sp. NREL 46B-D3]
OG0003930	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]	KAF6255566.1 hypothetical protein COO60DRAFT_199476 [Scenedesmus sp. NREL 46B-D3]
OG0003931	KAI3428239.1 hypothetical protein D9Q98_006619 [Chlorella vulgaris]	KAF6262086.1 hypothetical protein COO60DRAFT_1636290 [Scenedesmus sp. NREL 46B-D3]
OG0003932	KAI3436056.1 hypothetical protein D9Q98_002115 [Chlorella vulgaris]	KAF6251392.1 TB2/DP1_ HVA22 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257201.1 TB2/DP1_ HVA22 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003933	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]	KAF6260019.1 tetraspanning membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0003934	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]	KAF6264697.1 hypothetical protein COO60DRAFT_1634069 [Scenedesmus sp. NREL 46B-D3]
OG0003936	KAI3436158.1 hypothetical protein D9Q98_002215 [Chlorella vulgaris], KAI3436157.1 hypothetical protein D9Q98_002214 [Chlorella vulgaris]	KAF6266607.1 hypothetical protein COO60DRAFT_5721 [Scenedesmus sp. NREL 46B-D3]
OG0003937	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]	KAF6253764.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003938	KAI3429895.1 hypothetical protein D9Q98_010206 [Chlorella vulgaris]	KAF6266593.1 hypothetical protein COO60DRAFT_1623418 [Scenedesmus sp. NREL 46B-D3]
OG0003939	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]	KAF6254623.1 hypothetical protein COO60DRAFT_1703206_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003940	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]	KAF6259291.1 mago nashi-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003941	KAI3429851.1 hypothetical protein D9Q98_010163 [Chlorella vulgaris]	KAF6256582.1 Qb-SNARE_ Gos1/GS28-family [Scenedesmus sp. NREL 46B-D3]
OG0003942	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]	KAF6257207.1 ClpP/crotonase [Scenedesmus sp. NREL 46B-D3]
OG0003943	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]	KAF6266784.1 hypothetical protein COO60DRAFT_1473496 [Scenedesmus sp. NREL 46B-D3]
OG0003944	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]	KAF6261508.1 galactose-binding domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003945	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]	KAF6248609.1 O-methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003946	KAI3429779.1 hypothetical protein D9Q98_010092 [Chlorella vulgaris]	KAF6264663.1 C type cyclin [Scenedesmus sp. NREL 46B-D3]
OG0003947	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]	KAF6256450.1 hypothetical protein COO60DRAFT_1657786 [Scenedesmus sp. NREL 46B-D3]
OG0003948	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]	KAF6259830.1 hypothetical protein COO60DRAFT_1700606 [Scenedesmus sp. NREL 46B-D3]
OG0003949	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]	KAF6259303.1 putative 60S acidic ribosomal protein P1 [Scenedesmus sp. NREL 46B-D3]
OG0003950	KAI3434518.1 hypothetical protein D9Q98_002591 [Chlorella vulgaris]	KAF6266809.1 dynein light chain 2_ cytoplasmic-like protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003951	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]	KAF6258592.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003952	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]	KAF6257315.1 hypothetical protein COO60DRAFT_1240456 [Scenedesmus sp. NREL 46B-D3]
OG0003953	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]	KAF6257298.1 hypothetical protein COO60DRAFT_1524440 [Scenedesmus sp. NREL 46B-D3]
OG0003954	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]	KAF6252838.1 hypothetical protein COO60DRAFT_1671299 [Scenedesmus sp. NREL 46B-D3]
OG0003955	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]	KAF6262865.1 transcription initiation factor IIF_ beta subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003958	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]	KAF6251220.1 eukaryotic rRNA processing [Scenedesmus sp. NREL 46B-D3]
OG0003959	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]	KAF6263324.1 nuclear condensing complex subunit [Scenedesmus sp. NREL 46B-D3]
OG0003960	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]	KAF6261849.1 Asparaginase/glutaminase [Scenedesmus sp. NREL 46B-D3]
OG0003961	KAI3435917.1 hypothetical protein D9Q98_001975 [Chlorella vulgaris]	KAF6256560.1 assembly factor 2 for F1 mitochondrial ATP synthase_ splice variant a [Scenedesmus sp. NREL 46B-D3]
OG0003963	KAI3424466.1 hypothetical protein D9Q98_010017 [Chlorella vulgaris]	KAF6259823.1 carbamoyl-phosphate synthase L chain_ ATP binding domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003964	KAI3434992.1 hypothetical protein D9Q98_003044 [Chlorella vulgaris]	KAF6260744.1 chaperonin 10 [Scenedesmus sp. NREL 46B-D3]
OG0003965	KAI3428363.1 hypothetical protein D9Q98_006743 [Chlorella vulgaris]	KAF6252216.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0003966	KAI3438828.1 hypothetical protein D9Q98_001245 [Chlorella vulgaris]	KAF6262882.1 hypothetical protein COO60DRAFT_1493172 [Scenedesmus sp. NREL 46B-D3]
OG0003967	KAI3436818.1 hypothetical protein D9Q98_006228 [Chlorella vulgaris], KAI3436813.1 hypothetical protein D9Q98_006223 [Chlorella vulgaris], KAI3436817.1 hypothetical protein D9Q98_006227 [Chlorella vulgaris]	KAF6253714.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003968	KAI3424439.1 hypothetical protein D9Q98_009991 [Chlorella vulgaris]	KAF6253095.1 hypothetical protein COO60DRAFT_1703985 [Scenedesmus sp. NREL 46B-D3]
OG0003969	KAI3435930.1 hypothetical protein D9Q98_001988 [Chlorella vulgaris]	KAF6259298.1 hypothetical protein COO60DRAFT_1514203 [Scenedesmus sp. NREL 46B-D3]
OG0003970	KAI3438437.1 hypothetical protein D9Q98_000868 [Chlorella vulgaris]	KAF6257061.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003971	KAI3435920.1 hypothetical protein D9Q98_001978 [Chlorella vulgaris]	KAF6260180.1 ferredoxin thioredoxin reductase beta chain [Scenedesmus sp. NREL 46B-D3]
OG0003972	KAI3426470.1 hypothetical protein D9Q98_008837 [Chlorella vulgaris]	KAF6257302.1 hypothetical protein COO60DRAFT_1696499 [Scenedesmus sp. NREL 46B-D3]
OG0003973	KAI3426462.1 hypothetical protein D9Q98_008829 [Chlorella vulgaris]	KAF6257060.1 component of TRAPP complex [Scenedesmus sp. NREL 46B-D3]
OG0003975	KAI3435896.1 hypothetical protein D9Q98_001954 [Chlorella vulgaris]	KAF6251687.1 hypothetical protein COO60DRAFT_594541 [Scenedesmus sp. NREL 46B-D3]
OG0003976	KAI3428342.1 hypothetical protein D9Q98_006722 [Chlorella vulgaris]	KAF6264163.1 FLU chloroplast precursor_ alternative spliced version s-FLP [Scenedesmus sp. NREL 46B-D3]
OG0003977	KAI3438837.1 hypothetical protein D9Q98_001254 [Chlorella vulgaris]	KAF6254489.1 hypothetical protein COO60DRAFT_1540374 [Scenedesmus sp. NREL 46B-D3]
OG0003977	KAI3438838.1 hypothetical protein D9Q98_001255 [Chlorella vulgaris]	KAF6253804.1 hypothetical protein COO60DRAFT_386325 [Scenedesmus sp. NREL 46B-D3]
OG0003978	KAI3430213.1 hypothetical protein D9Q98_004811 [Chlorella vulgaris]	KAF6256076.1 hypothetical protein COO60DRAFT_1531218 [Scenedesmus sp. NREL 46B-D3]
OG0003979	KAI3428327.1 hypothetical protein D9Q98_006707 [Chlorella vulgaris]	KAF6255931.1 hypothetical protein COO60DRAFT_1702567 [Scenedesmus sp. NREL 46B-D3], KAF6255930.1 hypothetical protein COO60DRAFT_1641107 [Scenedesmus sp. NREL 46B-D3]
OG0003980	KAI3435935.1 hypothetical protein D9Q98_001993 [Chlorella vulgaris]	KAF6255028.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003981	KAI3435903.1 hypothetical protein D9Q98_001961 [Chlorella vulgaris]	KAF6264991.1 hypothetical protein COO60DRAFT_1698075 [Scenedesmus sp. NREL 46B-D3]
OG0003982	KAI3433371.1 hypothetical protein D9Q98_003188 [Chlorella vulgaris]	KAF6258319.1 ribosomal protein L24 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0003983	KAI3426477.1 hypothetical protein D9Q98_008843 [Chlorella vulgaris]	KAF6254331.1 hypothetical protein COO60DRAFT_1703369 [Scenedesmus sp. NREL 46B-D3]
OG0003984	KAI3428838.1 hypothetical protein D9Q98_007655 [Chlorella vulgaris]	KAF6263589.1 SecY subunit domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003985	KAI3436890.1 hypothetical protein D9Q98_006298 [Chlorella vulgaris]	KAF6251194.1 magnesium transporter [Scenedesmus sp. NREL 46B-D3]
OG0003986	KAI3434869.1 hypothetical protein D9Q98_002923 [Chlorella vulgaris]	KAF6253072.1 hypothetical protein COO60DRAFT_468899 [Scenedesmus sp. NREL 46B-D3]
OG0003987	KAI3424465.1 hypothetical protein D9Q98_010016 [Chlorella vulgaris]	KAF6266489.1 ClpP/crotonase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003988	KAI3428841.1 hypothetical protein D9Q98_007658 [Chlorella vulgaris]	KAF6257300.1 hypothetical protein COO60DRAFT_1461216 [Scenedesmus sp. NREL 46B-D3]
OG0003989	KAI3424420.1 hypothetical protein D9Q98_009972 [Chlorella vulgaris]	KAF6264683.1 MEKHLA domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003990	KAI3425324.1 hypothetical protein D9Q98_009088 [Chlorella vulgaris]	KAF6264485.1 vacuolar ATP synthase subunit E [Scenedesmus sp. NREL 46B-D3]
OG0003991	KAI3428383.1 hypothetical protein D9Q98_006763 [Chlorella vulgaris]	KAF6258190.1 acetyl-CoA biotin carboxyl carrier [Scenedesmus sp. NREL 46B-D3]
OG0003993	KAI3435908.1 hypothetical protein D9Q98_001966 [Chlorella vulgaris]	KAF6263039.1 hypothetical protein COO60DRAFT_533362 [Scenedesmus sp. NREL 46B-D3]
OG0003994	KAI3438270.1 hypothetical protein D9Q98_000705 [Chlorella vulgaris]	KAF6259159.1 hypothetical protein COO60DRAFT_1514923 [Scenedesmus sp. NREL 46B-D3]
OG0003995	KAI3428765.1 hypothetical protein D9Q98_007586 [Chlorella vulgaris]	KAF6259702.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6252285.1 cycloartenol-C-24-methyltransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003996	KAI3424722.1 hypothetical protein D9Q98_008111 [Chlorella vulgaris]	KAF6253428.1 autophagy protein Apg9-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003997	KAI3426077.1 hypothetical protein D9Q98_008045 [Chlorella vulgaris]	KAF6256518.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]
OG0003999	KAI3428692.1 hypothetical protein D9Q98_007515 [Chlorella vulgaris]	KAF6250985.1 Endoribonuclease L-PSP/chorismate mutase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004000	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]	KAF6266464.1 pre-rRNA processing protein [Scenedesmus sp. NREL 46B-D3]
OG0004001	KAI3438274.1 hypothetical protein D9Q98_000709 [Chlorella vulgaris]	KAF6260281.1 Reticulon-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004002	KAI3435943.1 hypothetical protein D9Q98_002001 [Chlorella vulgaris]	KAF6261685.1 hypothetical protein COO60DRAFT_1699727 [Scenedesmus sp. NREL 46B-D3]
OG0004003	KAI3428680.1 hypothetical protein D9Q98_007503 [Chlorella vulgaris]	KAF6259991.1 hypothetical protein COO60DRAFT_1637929 [Scenedesmus sp. NREL 46B-D3]
OG0004004	KAI3426492.1 hypothetical protein D9Q98_008858 [Chlorella vulgaris]	KAF6251777.1 HRDC-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004005	KAI3428689.1 hypothetical protein D9Q98_007512 [Chlorella vulgaris]	KAF6259015.1 PSI-D1 precursor [Scenedesmus sp. NREL 46B-D3]
OG0004006	KAI3428756.1 hypothetical protein D9Q98_007578 [Chlorella vulgaris]	KAF6259614.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004007	KAI3438282.1 hypothetical protein D9Q98_000717 [Chlorella vulgaris]	KAF6259150.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0004008	KAI3428667.1 hypothetical protein D9Q98_007490 [Chlorella vulgaris]	KAF6264325.1 UbiA prenyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004009	KAI3428768.1 hypothetical protein D9Q98_007589 [Chlorella vulgaris]	KAF6252359.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004010	KAI3428681.1 hypothetical protein D9Q98_007504 [Chlorella vulgaris]	KAF6258152.1 Nsp1-like C-terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004011	KAI3428758.1 hypothetical protein D9Q98_007580 [Chlorella vulgaris]	KAF6264507.1 hypothetical protein COO60DRAFT_1698316 [Scenedesmus sp. NREL 46B-D3]
OG0004012	KAI3438281.1 hypothetical protein D9Q98_000716 [Chlorella vulgaris]	KAF6263187.1 hypothetical protein COO60DRAFT_1698948 [Scenedesmus sp. NREL 46B-D3]
OG0004013	KAI3428686.1 hypothetical protein D9Q98_007509 [Chlorella vulgaris]	KAF6264274.1 hypothetical protein COO60DRAFT_1660302 [Scenedesmus sp. NREL 46B-D3]
OG0004014	KAI3436771.1 hypothetical protein D9Q98_006183 [Chlorella vulgaris]	KAF6261199.1 hypothetical protein COO60DRAFT_801593 [Scenedesmus sp. NREL 46B-D3]
OG0004015	KAI3424778.1 hypothetical protein D9Q98_008166 [Chlorella vulgaris]	KAF6258789.1 ribosomal protein L10-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004016	KAI3431306.1 hypothetical protein D9Q98_004365 [Chlorella vulgaris]	KAF6259598.1 biotin-protein ligase [Scenedesmus sp. NREL 46B-D3]
OG0004017	KAI3436756.1 hypothetical protein D9Q98_006168 [Chlorella vulgaris]	KAF6252943.1 plastid ribosomal protein L10 [Scenedesmus sp. NREL 46B-D3]
OG0004018	KAI3424829.1 hypothetical protein D9Q98_008215 [Chlorella vulgaris]	KAF6264466.1 hypothetical protein COO60DRAFT_1634365 [Scenedesmus sp. NREL 46B-D3]
OG0004019	KAI3434893.1 hypothetical protein D9Q98_002947 [Chlorella vulgaris]	KAF6259423.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004020	KAI3434904.1 hypothetical protein D9Q98_002958 [Chlorella vulgaris]	KAF6266472.1 HotDog domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004021	KAI3434513.1 hypothetical protein D9Q98_002586 [Chlorella vulgaris]	KAF6265343.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]
OG0004022	KAI3436707.1 hypothetical protein D9Q98_006122 [Chlorella vulgaris]	KAF6258269.1 phosphoribosylglycinamide synthetase [Scenedesmus sp. NREL 46B-D3]
OG0004023	KAI3438668.1 hypothetical protein D9Q98_001089 [Chlorella vulgaris]	KAF6263103.1 hypothetical protein COO60DRAFT_1491788 [Scenedesmus sp. NREL 46B-D3]
OG0004024	KAI3428579.1 hypothetical protein D9Q98_007401 [Chlorella vulgaris], KAI3423532.1 hypothetical protein D9Q98_010712 [Chlorella vulgaris]	KAF6256214.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004025	KAI3424811.1 hypothetical protein D9Q98_008197 [Chlorella vulgaris]	KAF6256611.1 hypothetical protein COO60DRAFT_1702240 [Scenedesmus sp. NREL 46B-D3]
OG0004026	KAI3436700.1 hypothetical protein D9Q98_006115 [Chlorella vulgaris]	KAF6257131.1 hypothetical protein COO60DRAFT_33728 [Scenedesmus sp. NREL 46B-D3]
OG0004027	KAI3424827.1 hypothetical protein D9Q98_008213 [Chlorella vulgaris]	KAF6257713.1 heat shock protein Hsp70C [Scenedesmus sp. NREL 46B-D3]
OG0004028	KAI3424790.1 hypothetical protein D9Q98_008177 [Chlorella vulgaris]	KAF6262795.1 NADH ubiquinone oxidoreductase subunit NDUFA12-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004029	KAI3425841.1 hypothetical protein D9Q98_007815 [Chlorella vulgaris]	KAF6263257.1 hypothetical protein COO60DRAFT_1267638 [Scenedesmus sp. NREL 46B-D3]
OG0004030	KAI3436764.1 hypothetical protein D9Q98_006176 [Chlorella vulgaris]	KAF6263111.1 hypothetical protein COO60DRAFT_1635344 [Scenedesmus sp. NREL 46B-D3]
OG0004031	KAI3438674.1 hypothetical protein D9Q98_001095 [Chlorella vulgaris]	KAF6255452.1 Nup93/Nic96-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004032	KAI3424826.1 hypothetical protein D9Q98_008212 [Chlorella vulgaris]	KAF6253438.1 hypothetical protein COO60DRAFT_422084 [Scenedesmus sp. NREL 46B-D3]
OG0004033	KAI3438070.1 hypothetical protein D9Q98_000512 [Chlorella vulgaris], KAI3438071.1 hypothetical protein D9Q98_000513 [Chlorella vulgaris]	KAF6257212.1 hypothetical protein COO60DRAFT_30635 [Scenedesmus sp. NREL 46B-D3]
OG0004035	KAI3429266.1 hypothetical protein D9Q98_005363 [Chlorella vulgaris]	KAF6262951.1 voltage gated chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004036	KAI3432615.1 hypothetical protein D9Q98_004161 [Chlorella vulgaris]	KAF6265162.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004037	KAI3433649.1 hypothetical protein D9Q98_003458 [Chlorella vulgaris]	KAF6263705.1 autophagy protein Apg5-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004039	KAI3424990.1 hypothetical protein D9Q98_008371 [Chlorella vulgaris]	KAF6253424.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]
OG0004040	KAI3428751.1 hypothetical protein D9Q98_007573 [Chlorella vulgaris]	KAF6258295.1 hypothetical protein COO60DRAFT_1701381 [Scenedesmus sp. NREL 46B-D3]
OG0004041	KAI3424981.1 hypothetical protein D9Q98_008362 [Chlorella vulgaris]	KAF6251171.1 carbon-nitrogen hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0004042	KAI3429268.1 hypothetical protein D9Q98_005365 [Chlorella vulgaris]	KAF6264893.1 hypothetical protein COO60DRAFT_1481321 [Scenedesmus sp. NREL 46B-D3]
OG0004043	KAI3429342.1 hypothetical protein D9Q98_005437 [Chlorella vulgaris]	KAF6262501.1 ubiquitin fusion degradation protein UFD1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004044	KAI3429420.1 hypothetical protein D9Q98_005515 [Chlorella vulgaris]	KAF6256036.1 anion-transporting ATPase [Scenedesmus sp. NREL 46B-D3]
OG0004046	KAI3430632.1 hypothetical protein D9Q98_005225 [Chlorella vulgaris]	KAF6258443.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004048	KAI3430419.1 hypothetical protein D9Q98_005014 [Chlorella vulgaris]	KAF6266752.1 Ribokinase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004050	KAI3435817.1 hypothetical protein D9Q98_001875 [Chlorella vulgaris]	KAF6265378.1 PIG-P-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004051	KAI3430423.1 hypothetical protein D9Q98_005018 [Chlorella vulgaris]	KAF6256024.1 hypothetical protein COO60DRAFT_1627324 [Scenedesmus sp. NREL 46B-D3]
OG0004052	KAI3433691.1 hypothetical protein D9Q98_003500 [Chlorella vulgaris]	KAF6263562.1 cytochrome b-c1 complex subunit 7 [Scenedesmus sp. NREL 46B-D3]
OG0004053	KAI3432816.1 hypothetical protein D9Q98_010400 [Chlorella vulgaris]	KAF6265289.1 prefoldin subunit 6 [Scenedesmus sp. NREL 46B-D3]
OG0004054	KAI3429376.1 hypothetical protein D9Q98_005471 [Chlorella vulgaris]	KAF6251381.1 NAC domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004055	KAI3429391.1 hypothetical protein D9Q98_005486 [Chlorella vulgaris]	KAF6251239.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]
OG0004056	KAI3429808.1 hypothetical protein D9Q98_010121 [Chlorella vulgaris]	KAF6259676.1 hypothetical protein COO60DRAFT_990519 [Scenedesmus sp. NREL 46B-D3]
OG0004057	KAI3435960.1 hypothetical protein D9Q98_002018 [Chlorella vulgaris]	KAF6257560.1 hypothetical protein COO60DRAFT_1622225 [Scenedesmus sp. NREL 46B-D3]
OG0004058	KAI3439113.1 hypothetical protein D9Q98_001522 [Chlorella vulgaris]	KAF6260586.1 regulator of volume decrease after cellular swelling-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004059	KAI3428088.1 hypothetical protein D9Q98_006471 [Chlorella vulgaris], KAI3428087.1 hypothetical protein D9Q98_006471 [Chlorella vulgaris]	KAF6258747.1 hypothetical protein COO60DRAFT_1090312 [Scenedesmus sp. NREL 46B-D3]
OG0004060	KAI3430433.1 hypothetical protein D9Q98_005028 [Chlorella vulgaris]	KAF6264468.1 B18 subunit of NADH_ubiquinone oxidoreductase [Scenedesmus sp. NREL 46B-D3]
OG0004061	KAI3426239.1 hypothetical protein D9Q98_008615 [Chlorella vulgaris]	KAF6254347.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004063	KAI3431838.1 hypothetical protein D9Q98_010590 [Chlorella vulgaris]	KAF6256241.1 cytokinesis-related protein [Scenedesmus sp. NREL 46B-D3]
OG0004064	KAI3428053.1 hypothetical protein D9Q98_006438 [Chlorella vulgaris]	KAF6251291.1 Homogentisate 1_2-dioxygenase [Scenedesmus sp. NREL 46B-D3]
OG0004065	KAI3434483.1 hypothetical protein D9Q98_002559 [Chlorella vulgaris]	KAF6255662.1 hypothetical protein COO60DRAFT_191946 [Scenedesmus sp. NREL 46B-D3]
OG0004066	KAI3428497.1 hypothetical protein D9Q98_007321 [Chlorella vulgaris]	KAF6251103.1 mitochondrial ribosomal death-associated protein 3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004067	KAI3429427.1 hypothetical protein D9Q98_005521 [Chlorella vulgaris]	KAF6254251.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
