Orthogroup	Chlorella_Vulgaris2111P	Chlorella_VariabilisNC64A
OG0006406	KAI3427092.1 hypothetical protein D9Q98_007031 [Chlorella vulgaris]	XP_005848895.1 hypothetical protein CHLNCDRAFT_144287 [Chlorella variabilis]
OG0006407	KAI3436870.1 hypothetical protein D9Q98_006280 [Chlorella vulgaris]	XP_005850553.1 hypothetical protein CHLNCDRAFT_11032_ partial [Chlorella variabilis]
OG0006409	KAI3436828.1 hypothetical protein D9Q98_006238 [Chlorella vulgaris]	XP_005850575.1 hypothetical protein CHLNCDRAFT_140492 [Chlorella variabilis]
OG0006410	KAI3436520.1 hypothetical protein D9Q98_005937 [Chlorella vulgaris]	XP_005851003.1 hypothetical protein CHLNCDRAFT_140837 [Chlorella variabilis]
OG0006411	KAI3436604.1 hypothetical protein D9Q98_006021 [Chlorella vulgaris], KAI3433346.1 hypothetical protein D9Q98_003164 [Chlorella vulgaris]	XP_005851618.1 hypothetical protein CHLNCDRAFT_138162 [Chlorella variabilis]
OG0006412	KAI3436426.1 hypothetical protein D9Q98_005843 [Chlorella vulgaris]	XP_005850754.1 hypothetical protein CHLNCDRAFT_140911 [Chlorella variabilis]
OG0006413	KAI3436612.1 hypothetical protein D9Q98_006029 [Chlorella vulgaris]	XP_005850967.1 hypothetical protein CHLNCDRAFT_140747 [Chlorella variabilis]
OG0006414	KAI3436618.1 hypothetical protein D9Q98_006035 [Chlorella vulgaris]	XP_005850673.1 hypothetical protein CHLNCDRAFT_140726 [Chlorella variabilis]
OG0006415	KAI3436600.1 hypothetical protein D9Q98_006017 [Chlorella vulgaris]	XP_005850966.1 hypothetical protein CHLNCDRAFT_140744 [Chlorella variabilis]
OG0006416	KAI3436497.1 hypothetical protein D9Q98_005914 [Chlorella vulgaris]	XP_005850729.1 hypothetical protein CHLNCDRAFT_140852 [Chlorella variabilis]
OG0006417	KAI3436653.1 hypothetical protein D9Q98_006069 [Chlorella vulgaris]	XP_005850655.1 hypothetical protein CHLNCDRAFT_140675 [Chlorella variabilis]
OG0006418	KAI3436737.1 hypothetical protein D9Q98_006152 [Chlorella vulgaris]	XP_005850896.1 hypothetical protein CHLNCDRAFT_140573 [Chlorella variabilis]
OG0006419	KAI3436660.1 hypothetical protein D9Q98_006076 [Chlorella vulgaris]	XP_005845368.1 hypothetical protein CHLNCDRAFT_137206 [Chlorella variabilis]
OG0006421	KAI3436595.1 hypothetical protein D9Q98_006012 [Chlorella vulgaris]	XP_005850685.1 hypothetical protein CHLNCDRAFT_140752 [Chlorella variabilis]
OG0006422	KAI3436523.1 hypothetical protein D9Q98_005940 [Chlorella vulgaris]	XP_005850720.1 hypothetical protein CHLNCDRAFT_140834 [Chlorella variabilis]
OG0006423	KAI3436703.1 hypothetical protein D9Q98_006118 [Chlorella vulgaris]	XP_005850916.1 hypothetical protein CHLNCDRAFT_48542 [Chlorella variabilis]
OG0006424	KAI3436768.1 hypothetical protein D9Q98_006180 [Chlorella vulgaris]	XP_005850886.1 hypothetical protein CHLNCDRAFT_140545 [Chlorella variabilis]
OG0006425	KAI3428008.1 hypothetical protein D9Q98_006394 [Chlorella vulgaris]	XP_005850267.1 expressed protein [Chlorella variabilis]
OG0006426	KAI3428036.1 hypothetical protein D9Q98_006422 [Chlorella vulgaris]	XP_005850029.1 hypothetical protein CHLNCDRAFT_20577_ partial [Chlorella variabilis]
OG0006427	KAI3428218.1 hypothetical protein D9Q98_006598 [Chlorella vulgaris]	XP_005850368.1 hypothetical protein CHLNCDRAFT_142223 [Chlorella variabilis]
OG0006428	KAI3428038.1 hypothetical protein D9Q98_006424 [Chlorella vulgaris]	XP_005850282.1 hypothetical protein CHLNCDRAFT_142011 [Chlorella variabilis]
OG0006429	KAI3427972.1 hypothetical protein D9Q98_006362 [Chlorella vulgaris]	XP_005850253.1 hypothetical protein CHLNCDRAFT_141939 [Chlorella variabilis]
OG0006430	KAI3427916.1 hypothetical protein D9Q98_006308 [Chlorella vulgaris]	XP_005849973.1 hypothetical protein CHLNCDRAFT_141868 [Chlorella variabilis]
OG0006431	KAI3428221.1 hypothetical protein D9Q98_006601 [Chlorella vulgaris]	XP_005850126.1 hypothetical protein CHLNCDRAFT_142226 [Chlorella variabilis]
OG0006432	KAI3428075.1 hypothetical protein D9Q98_006459 [Chlorella vulgaris]	XP_005850299.1 hypothetical protein CHLNCDRAFT_142047 [Chlorella variabilis]
OG0006433	KAI3428215.1 hypothetical protein D9Q98_006595 [Chlorella vulgaris]	XP_005850123.1 hypothetical protein CHLNCDRAFT_142217 [Chlorella variabilis]
OG0006434	KAI3437865.1 hypothetical protein D9Q98_000311 [Chlorella vulgaris]	XP_005848056.1 hypothetical protein CHLNCDRAFT_145264 [Chlorella variabilis]
OG0006435	KAI3437849.1 hypothetical protein D9Q98_000295 [Chlorella vulgaris]	XP_005848066.1 hypothetical protein CHLNCDRAFT_145281 [Chlorella variabilis]
OG0006436	KAI3437887.1 hypothetical protein D9Q98_000332 [Chlorella vulgaris]	XP_005847887.1 hypothetical protein CHLNCDRAFT_145241 [Chlorella variabilis]
OG0006438	KAI3438217.1 hypothetical protein D9Q98_000654 [Chlorella vulgaris]	XP_005847067.1 hypothetical protein CHLNCDRAFT_134737 [Chlorella variabilis]
OG0006439	KAI3438173.1 hypothetical protein D9Q98_000610 [Chlorella vulgaris]	XP_005847087.1 hypothetical protein CHLNCDRAFT_134781 [Chlorella variabilis]
OG0006440	KAI3438177.1 hypothetical protein D9Q98_000614 [Chlorella vulgaris]	XP_005847086.1 hypothetical protein CHLNCDRAFT_134778 [Chlorella variabilis]
OG0006442	KAI3437793.1 hypothetical protein D9Q98_000240 [Chlorella vulgaris]	XP_005847931.1 hypothetical protein CHLNCDRAFT_145355 [Chlorella variabilis], XP_005847932.1 hypothetical protein CHLNCDRAFT_145356 [Chlorella variabilis]
OG0006443	KAI3438242.1 hypothetical protein D9Q98_000679 [Chlorella vulgaris]	XP_005847053.1 expressed protein [Chlorella variabilis]
OG0006444	KAI3437804.1 hypothetical protein D9Q98_000251 [Chlorella vulgaris]	XP_005847926.1 hypothetical protein CHLNCDRAFT_145344 [Chlorella variabilis]
OG0006446	KAI3438323.1 hypothetical protein D9Q98_000757 [Chlorella vulgaris]	XP_005847022.1 expressed protein [Chlorella variabilis]
OG0006447	KAI3438397.1 hypothetical protein D9Q98_000829 [Chlorella vulgaris]	XP_005849449.1 hypothetical protein CHLNCDRAFT_142712 [Chlorella variabilis]
OG0006449	KAI3438141.1 hypothetical protein D9Q98_000582 [Chlorella vulgaris]	XP_005847099.1 hypothetical protein CHLNCDRAFT_134810 [Chlorella variabilis]
OG0006450	KAI3438000.1 hypothetical protein D9Q98_000443 [Chlorella vulgaris]	XP_005847181.1 hypothetical protein CHLNCDRAFT_134967 [Chlorella variabilis]
OG0006451	KAI3438162.1 hypothetical protein D9Q98_000599 [Chlorella vulgaris]	XP_005847095.1 hypothetical protein CHLNCDRAFT_134798 [Chlorella variabilis]
OG0006452	KAI3438210.1 hypothetical protein D9Q98_000647 [Chlorella vulgaris]	XP_005846891.1 hypothetical protein CHLNCDRAFT_134746 [Chlorella variabilis]
OG0006454	KAI3438299.1 hypothetical protein D9Q98_000733 [Chlorella vulgaris]	XP_005847028.1 hypothetical protein CHLNCDRAFT_31396 [Chlorella variabilis]
OG0006457	KAI3425844.1 hypothetical protein D9Q98_007818 [Chlorella vulgaris]	XP_005847777.1 hypothetical protein CHLNCDRAFT_133909 [Chlorella variabilis]
OG0006458	KAI3425833.1 hypothetical protein D9Q98_007808 [Chlorella vulgaris]	XP_005847602.1 hypothetical protein CHLNCDRAFT_133889 [Chlorella variabilis]
OG0006460	KAI3434775.1 hypothetical protein D9Q98_002835 [Chlorella vulgaris]	XP_005849142.1 hypothetical protein CHLNCDRAFT_143752 [Chlorella variabilis]
OG0006462	KAI3434609.1 hypothetical protein D9Q98_002677 [Chlorella vulgaris]	XP_005849219.1 hypothetical protein CHLNCDRAFT_14902_ partial [Chlorella variabilis]
OG0006463	KAI3425692.1 hypothetical protein D9Q98_007669 [Chlorella vulgaris]	XP_005847715.1 hypothetical protein CHLNCDRAFT_133755 [Chlorella variabilis]
OG0006464	KAI3425901.1 hypothetical protein D9Q98_007874 [Chlorella vulgaris]	XP_005847801.1 hypothetical protein CHLNCDRAFT_133982 [Chlorella variabilis]
OG0006466	KAI3425826.1 hypothetical protein D9Q98_007801 [Chlorella vulgaris]	XP_005847766.1 hypothetical protein CHLNCDRAFT_17980_ partial [Chlorella variabilis]
OG0006467	KAI3434603.1 hypothetical protein D9Q98_002671 [Chlorella vulgaris]	XP_005849222.1 hypothetical protein CHLNCDRAFT_143975 [Chlorella variabilis]
OG0006468	KAI3434757.1 hypothetical protein D9Q98_002817 [Chlorella vulgaris]	XP_005849353.1 hypothetical protein CHLNCDRAFT_143784 [Chlorella variabilis]
OG0006469	KAI3434678.1 hypothetical protein D9Q98_002742 [Chlorella vulgaris]	XP_005849395.1 hypothetical protein CHLNCDRAFT_143889 [Chlorella variabilis]
OG0006470	KAI3433905.1 hypothetical protein D9Q98_003707 [Chlorella vulgaris]	XP_005851067.1 hypothetical protein CHLNCDRAFT_137563 [Chlorella variabilis]
OG0006471	KAI3433549.1 hypothetical protein D9Q98_003360 [Chlorella vulgaris]	XP_005851237.1 hypothetical protein CHLNCDRAFT_137956 [Chlorella variabilis]
OG0006472	KAI3425059.1 hypothetical protein D9Q98_008436 [Chlorella vulgaris], KAI3425058.1 hypothetical protein D9Q98_008436 [Chlorella vulgaris]	XP_005843295.1 hypothetical protein CHLNCDRAFT_141362 [Chlorella variabilis]
OG0006474	KAI3433682.1 hypothetical protein D9Q98_003491 [Chlorella vulgaris]	XP_005851457.1 hypothetical protein CHLNCDRAFT_137806 [Chlorella variabilis]
OG0006475	KAI3433653.1 hypothetical protein D9Q98_003462 [Chlorella vulgaris]	XP_005851472.1 hypothetical protein CHLNCDRAFT_137840 [Chlorella variabilis]
OG0006476	KAI3433568.1 hypothetical protein D9Q98_003379 [Chlorella vulgaris]	XP_005851226.1 hypothetical protein CHLNCDRAFT_49967 [Chlorella variabilis]
OG0006477	KAI3433327.1 hypothetical protein D9Q98_003145 [Chlorella vulgaris]	XP_005851629.1 expressed protein [Chlorella variabilis]
OG0006479	KAI3433878.1 hypothetical protein D9Q98_003680 [Chlorella vulgaris]	XP_005851385.1 expressed protein [Chlorella variabilis]
OG0006481	KAI3433368.1 hypothetical protein D9Q98_003185 [Chlorella vulgaris]	XP_005851609.1 hypothetical protein CHLNCDRAFT_13113_ partial [Chlorella variabilis]
OG0006484	KAI3433629.1 hypothetical protein D9Q98_003438 [Chlorella vulgaris]	XP_005851197.1 hypothetical protein CHLNCDRAFT_137870 [Chlorella variabilis]
OG0006485	KAI3433646.1 hypothetical protein D9Q98_003455 [Chlorella vulgaris]	XP_005851479.1 hypothetical protein CHLNCDRAFT_137849 [Chlorella variabilis], XP_005847637.1 hypothetical protein CHLNCDRAFT_133975 [Chlorella variabilis]
OG0006487	KAI3433836.1 hypothetical protein D9Q98_003639 [Chlorella vulgaris]	XP_005851104.1 hypothetical protein CHLNCDRAFT_137653 [Chlorella variabilis]
OG0006488	KAI3433365.1 hypothetical protein D9Q98_003182 [Chlorella vulgaris], KAI3433362.1 hypothetical protein D9Q98_003179 [Chlorella vulgaris]	XP_005851610.1 hypothetical protein CHLNCDRAFT_50071 [Chlorella variabilis]
OG0006489	KAI3433630.1 hypothetical protein D9Q98_003439 [Chlorella vulgaris]	XP_005851488.1 hypothetical protein CHLNCDRAFT_137869 [Chlorella variabilis]
OG0006490	KAI3433332.1 hypothetical protein D9Q98_003150 [Chlorella vulgaris]	XP_005851320.1 hypothetical protein CHLNCDRAFT_59562 [Chlorella variabilis]
OG0006492	KAI3433446.1 hypothetical protein D9Q98_003260 [Chlorella vulgaris]	XP_005851271.1 hypothetical protein CHLNCDRAFT_138043 [Chlorella variabilis]
OG0006493	KAI3433529.1 hypothetical protein D9Q98_003339 [Chlorella vulgaris]	XP_005851249.1 expressed protein [Chlorella variabilis]
OG0006494	KAI3433648.1 hypothetical protein D9Q98_003457 [Chlorella vulgaris]	XP_005851186.1 hypothetical protein CHLNCDRAFT_137845 [Chlorella variabilis]
OG0006496	KAI3433931.1 hypothetical protein D9Q98_003733 [Chlorella vulgaris]	XP_005851074.1 hypothetical protein CHLNCDRAFT_49782 [Chlorella variabilis]
OG0006497	KAI3438847.1 hypothetical protein D9Q98_001264 [Chlorella vulgaris]	XP_005849922.1 hypothetical protein CHLNCDRAFT_51132 [Chlorella variabilis]
OG0006499	KAI3438809.1 hypothetical protein D9Q98_001226 [Chlorella vulgaris]	XP_005849652.1 hypothetical protein CHLNCDRAFT_143184 [Chlorella variabilis]
OG0006501	KAI3438845.1 hypothetical protein D9Q98_001262 [Chlorella vulgaris]	XP_005849674.1 hypothetical protein CHLNCDRAFT_143228 [Chlorella variabilis]
OG0006502	KAI3439090.1 hypothetical protein D9Q98_001500 [Chlorella vulgaris]	XP_005843430.1 hypothetical protein CHLNCDRAFT_55184 [Chlorella variabilis]
OG0006502	KAI3439089.1 hypothetical protein D9Q98_001499 [Chlorella vulgaris]	XP_005843429.1 hypothetical protein CHLNCDRAFT_141094 [Chlorella variabilis]
OG0006503	KAI3437926.1 hypothetical protein D9Q98_000370 [Chlorella vulgaris], KAI3437925.1 hypothetical protein D9Q98_000370 [Chlorella vulgaris]	XP_005847868.1 hypothetical protein CHLNCDRAFT_145196 [Chlorella variabilis]
OG0006505	KAI3430335.1 hypothetical protein D9Q98_004930 [Chlorella vulgaris]	XP_005844597.1 hypothetical protein CHLNCDRAFT_58866 [Chlorella variabilis]
OG0006507	KAI3438661.1 hypothetical protein D9Q98_001082 [Chlorella vulgaris]	XP_005849582.1 hypothetical protein CHLNCDRAFT_20868_ partial [Chlorella variabilis]
OG0006508	KAI3438718.1 hypothetical protein D9Q98_001138 [Chlorella vulgaris]	XP_005849612.1 hypothetical protein CHLNCDRAFT_143092 [Chlorella variabilis]
OG0006509	KAI3438777.1 hypothetical protein D9Q98_001194 [Chlorella vulgaris]	XP_005849897.1 hypothetical protein CHLNCDRAFT_143149 [Chlorella variabilis]
OG0006510	KAI3438491.1 hypothetical protein D9Q98_000919 [Chlorella vulgaris]	XP_005849760.1 expressed protein [Chlorella variabilis]
OG0006511	KAI3438835.1 hypothetical protein D9Q98_001252 [Chlorella vulgaris]	XP_005849669.1 hypothetical protein CHLNCDRAFT_143217 [Chlorella variabilis]
OG0006512	KAI3438916.1 hypothetical protein D9Q98_001330 [Chlorella vulgaris]	XP_005849950.1 hypothetical protein CHLNCDRAFT_57342 [Chlorella variabilis]
OG0006513	KAI3436330.1 hypothetical protein D9Q98_002383 [Chlorella vulgaris]	XP_005842996.1 hypothetical protein CHLNCDRAFT_28616 [Chlorella variabilis]
OG0006514	KAI3435687.1 hypothetical protein D9Q98_001745 [Chlorella vulgaris]	XP_005846370.1 hypothetical protein CHLNCDRAFT_58317 [Chlorella variabilis]
OG0006515	KAI3435968.1 hypothetical protein D9Q98_002026 [Chlorella vulgaris]	XP_005846227.1 hypothetical protein CHLNCDRAFT_9200_ partial [Chlorella variabilis]
OG0006516	KAI3435730.1 hypothetical protein D9Q98_001788 [Chlorella vulgaris]	XP_005846517.1 hypothetical protein CHLNCDRAFT_53248 [Chlorella variabilis]
OG0006517	KAI3436096.1 hypothetical protein D9Q98_002154 [Chlorella vulgaris]	XP_005845347.1 hypothetical protein CHLNCDRAFT_53942 [Chlorella variabilis]
OG0006518	KAI3436307.1 hypothetical protein D9Q98_002360 [Chlorella vulgaris]	XP_005845378.1 hypothetical protein CHLNCDRAFT_58571 [Chlorella variabilis]
OG0006519	KAI3436028.1 hypothetical protein D9Q98_002085 [Chlorella vulgaris]	XP_005845511.1 hypothetical protein CHLNCDRAFT_13097_ partial [Chlorella variabilis]
OG0006520	KAI3436000.1 hypothetical protein D9Q98_002057 [Chlorella vulgaris]	XP_005842823.1 hypothetical protein CHLNCDRAFT_142594 [Chlorella variabilis]
OG0006521	KAI3435916.1 hypothetical protein D9Q98_001974 [Chlorella vulgaris]	XP_005846258.1 hypothetical protein CHLNCDRAFT_135563 [Chlorella variabilis]
OG0006523	KAI3435868.1 hypothetical protein D9Q98_001926 [Chlorella vulgaris]	XP_005846454.1 hypothetical protein CHLNCDRAFT_53170 [Chlorella variabilis]
OG0006524	KAI3435956.1 hypothetical protein D9Q98_002014 [Chlorella vulgaris]	XP_005846233.1 hypothetical protein CHLNCDRAFT_53116 [Chlorella variabilis]
OG0006525	KAI3436144.1 hypothetical protein D9Q98_002201 [Chlorella vulgaris]	XP_005845458.1 hypothetical protein CHLNCDRAFT_137100 [Chlorella variabilis]
OG0006526	KAI3436163.1 hypothetical protein D9Q98_002220 [Chlorella vulgaris]	XP_005845315.1 hypothetical protein CHLNCDRAFT_137079 [Chlorella variabilis]
OG0006527	KAI3436127.1 hypothetical protein D9Q98_002185 [Chlorella vulgaris]	XP_005845330.1 hypothetical protein CHLNCDRAFT_12993_ partial [Chlorella variabilis]
OG0006528	KAI3429554.1 hypothetical protein D9Q98_005642 [Chlorella vulgaris]	XP_005851811.1 hypothetical protein CHLNCDRAFT_133268 [Chlorella variabilis]
OG0006529	KAI3429708.1 hypothetical protein D9Q98_005793 [Chlorella vulgaris]	XP_005852222.1 hypothetical protein CHLNCDRAFT_133478 [Chlorella variabilis]
OG0006530	KAI3429868.1 hypothetical protein D9Q98_010179 [Chlorella vulgaris]	XP_005852275.1 hypothetical protein CHLNCDRAFT_133669 [Chlorella variabilis]
OG0006531	KAI3429317.1 hypothetical protein D9Q98_005412 [Chlorella vulgaris]	XP_005851694.1 hypothetical protein CHLNCDRAFT_132975 [Chlorella variabilis]
OG0006533	KAI3429348.1 hypothetical protein D9Q98_005443 [Chlorella vulgaris]	XP_005851705.1 hypothetical protein CHLNCDRAFT_133013 [Chlorella variabilis]
OG0006535	KAI3435776.1 hypothetical protein D9Q98_001834 [Chlorella vulgaris]	XP_005846500.1 hypothetical protein CHLNCDRAFT_53225 [Chlorella variabilis]
OG0006536	KAI3429617.1 hypothetical protein D9Q98_005703 [Chlorella vulgaris]	XP_005851833.1 hypothetical protein CHLNCDRAFT_133324 [Chlorella variabilis]
OG0006537	KAI3429242.1 hypothetical protein D9Q98_005341 [Chlorella vulgaris]	XP_005851665.1 hypothetical protein CHLNCDRAFT_49318 [Chlorella variabilis]
OG0006538	KAI3429306.1 hypothetical protein D9Q98_005401 [Chlorella vulgaris]	XP_005851687.1 hypothetical protein CHLNCDRAFT_56449 [Chlorella variabilis]
OG0006539	KAI3429601.1 hypothetical protein D9Q98_005687 [Chlorella vulgaris]	XP_005851842.1 hypothetical protein CHLNCDRAFT_49552 [Chlorella variabilis]
OG0006540	KAI3429799.1 hypothetical protein D9Q98_010112 [Chlorella vulgaris]	XP_005852252.1 hypothetical protein CHLNCDRAFT_133577 [Chlorella variabilis]
OG0006542	KAI3429656.1 hypothetical protein D9Q98_005741 [Chlorella vulgaris]	XP_005852199.1 hypothetical protein CHLNCDRAFT_17435_ partial [Chlorella variabilis]
OG0006543	KAI3427048.1 hypothetical protein D9Q98_006989 [Chlorella vulgaris]	XP_005849931.1 hypothetical protein CHLNCDRAFT_143246 [Chlorella variabilis]
OG0006544	KAI3429509.1 hypothetical protein D9Q98_005598 [Chlorella vulgaris]	XP_005851784.1 hypothetical protein CHLNCDRAFT_133202 [Chlorella variabilis]
OG0006546	KAI3429607.1 hypothetical protein D9Q98_005693 [Chlorella vulgaris]	XP_005842558.1 hypothetical protein CHLNCDRAFT_144613_ partial [Chlorella variabilis], XP_005851839.1 hypothetical protein CHLNCDRAFT_133338 [Chlorella variabilis]
OG0006547	KAI3429324.1 hypothetical protein D9Q98_005419 [Chlorella vulgaris]	XP_005851697.1 hypothetical protein CHLNCDRAFT_132983 [Chlorella variabilis]
OG0006549	KAI3423425.1 hypothetical protein D9Q98_010641 [Chlorella vulgaris]	XP_005845622.1 expressed protein [Chlorella variabilis]
OG0006553	KAI3432670.1 hypothetical protein D9Q98_004214 [Chlorella vulgaris]	XP_005843544.1 hypothetical protein CHLNCDRAFT_140160 [Chlorella variabilis]
OG0006554	KAI3436843.1 hypothetical protein D9Q98_006253 [Chlorella vulgaris], KAI3436842.1 hypothetical protein D9Q98_006252 [Chlorella vulgaris]	XP_005846822.1 hypothetical protein CHLNCDRAFT_135403 [Chlorella variabilis]
OG0006557	KAI3424261.1 hypothetical protein D9Q98_009615 [Chlorella vulgaris]	XP_005842861.1 hypothetical protein CHLNCDRAFT_59445 [Chlorella variabilis]
OG0006558	KAI3424182.1 hypothetical protein D9Q98_009540 [Chlorella vulgaris], KAI3424181.1 hypothetical protein D9Q98_009540 [Chlorella vulgaris]	XP_005845530.1 hypothetical protein CHLNCDRAFT_136650 [Chlorella variabilis]
OG0006559	KAI3424472.1 hypothetical protein D9Q98_010023 [Chlorella vulgaris], KAI3424473.1 hypothetical protein D9Q98_010023 [Chlorella vulgaris]	XP_005843119.1 hypothetical protein CHLNCDRAFT_141567 [Chlorella variabilis]
OG0006560	KAI3432411.1 hypothetical protein D9Q98_003965 [Chlorella vulgaris]	XP_005844361.1 hypothetical protein CHLNCDRAFT_139170 [Chlorella variabilis]
OG0006563	KAI3432774.1 hypothetical protein D9Q98_004314 [Chlorella vulgaris]	XP_005843511.1 hypothetical protein CHLNCDRAFT_141047 [Chlorella variabilis]
OG0006564	KAI3432249.1 hypothetical protein D9Q98_003810 [Chlorella vulgaris]	XP_005851484.1 hypothetical protein CHLNCDRAFT_137860 [Chlorella variabilis]
OG0006565	KAI3424138.1 hypothetical protein D9Q98_009498 [Chlorella vulgaris]	XP_005845550.1 hypothetical protein CHLNCDRAFT_136700 [Chlorella variabilis]
OG0006566	KAI3432726.1 hypothetical protein D9Q98_004268 [Chlorella vulgaris]	XP_005843493.1 hypothetical protein CHLNCDRAFT_141012 [Chlorella variabilis]
OG0006571	KAI3423914.1 hypothetical protein D9Q98_009748 [Chlorella vulgaris]	XP_005842878.1 hypothetical protein CHLNCDRAFT_142515 [Chlorella variabilis]
OG0006572	KAI3430984.1 hypothetical protein D9Q98_009387 [Chlorella vulgaris], KAI3430983.1 hypothetical protein D9Q98_009387 [Chlorella vulgaris]	XP_005842917.1 hypothetical protein CHLNCDRAFT_55506 [Chlorella variabilis]
OG0006573	KAI3436342.1 hypothetical protein D9Q98_002395 [Chlorella vulgaris], KAI3436341.1 hypothetical protein D9Q98_002394 [Chlorella vulgaris]	XP_005842995.1 hypothetical protein CHLNCDRAFT_141710 [Chlorella variabilis]
OG0006574	KAI3432642.1 hypothetical protein D9Q98_004188 [Chlorella vulgaris]	XP_005843558.1 hypothetical protein CHLNCDRAFT_28011 [Chlorella variabilis]
OG0006575	KAI3432600.1 hypothetical protein D9Q98_004148 [Chlorella vulgaris]	XP_005843574.1 hypothetical protein CHLNCDRAFT_140221 [Chlorella variabilis]
OG0006576	KAI3424321.1 hypothetical protein D9Q98_009874 [Chlorella vulgaris], KAI3424319.1 hypothetical protein D9Q98_009872 [Chlorella vulgaris]	XP_005843669.1 hypothetical protein CHLNCDRAFT_140052 [Chlorella variabilis], XP_005844565.1 hypothetical protein CHLNCDRAFT_138788 [Chlorella variabilis], XP_005843670.1 hypothetical protein CHLNCDRAFT_140053 [Chlorella variabilis]
OG0006579	KAI3430571.1 hypothetical protein D9Q98_005164 [Chlorella vulgaris], KAI3430570.1 hypothetical protein D9Q98_005163 [Chlorella vulgaris]	XP_005843991.1 hypothetical protein CHLNCDRAFT_139476 [Chlorella variabilis]
OG0006580	KAI3432220.1 hypothetical protein D9Q98_003782 [Chlorella vulgaris]	XP_005844170.1 hypothetical protein CHLNCDRAFT_27230 [Chlorella variabilis]
OG0006582	KAI3430267.1 hypothetical protein D9Q98_004863 [Chlorella vulgaris]	XP_005844528.1 hypothetical protein CHLNCDRAFT_138933 [Chlorella variabilis]
OG0006583	KAI3430269.1 hypothetical protein D9Q98_004865 [Chlorella vulgaris]	XP_005844645.1 hypothetical protein CHLNCDRAFT_138974 [Chlorella variabilis]
OG0006585	KAI3431615.1 hypothetical protein D9Q98_004664 [Chlorella vulgaris]	XP_005844890.1 hypothetical protein CHLNCDRAFT_26478_ partial [Chlorella variabilis]
OG0006586	KAI3424850.1 hypothetical protein D9Q98_008234 [Chlorella vulgaris]	XP_005845095.1 hypothetical protein CHLNCDRAFT_137428 [Chlorella variabilis]
OG0006587	KAI3436122.1 hypothetical protein D9Q98_002180 [Chlorella vulgaris]	XP_005845335.1 hypothetical protein CHLNCDRAFT_137126 [Chlorella variabilis]
OG0006588	KAI3436081.1 hypothetical protein D9Q98_002139 [Chlorella vulgaris]	XP_005845355.1 hypothetical protein CHLNCDRAFT_32279 [Chlorella variabilis]
OG0006589	KAI3424200.1 hypothetical protein D9Q98_009556 [Chlorella vulgaris]	XP_005845647.1 hypothetical protein CHLNCDRAFT_136675 [Chlorella variabilis]
OG0006590	KAI3427120.1 hypothetical protein D9Q98_007057 [Chlorella vulgaris]	XP_005848873.1 hypothetical protein CHLNCDRAFT_57495 [Chlorella variabilis], XP_005845733.1 hypothetical protein CHLNCDRAFT_136324 [Chlorella variabilis], XP_005848677.1 hypothetical protein CHLNCDRAFT_51550 [Chlorella variabilis]
OG0006591	KAI3431304.1 hypothetical protein D9Q98_004363 [Chlorella vulgaris]	XP_005846094.1 hypothetical protein CHLNCDRAFT_135976 [Chlorella variabilis]
OG0006592	KAI3431399.1 hypothetical protein D9Q98_004452 [Chlorella vulgaris]	XP_005846144.1 hypothetical protein CHLNCDRAFT_25319 [Chlorella variabilis]
OG0006593	KAI3435994.1 hypothetical protein D9Q98_002051 [Chlorella vulgaris]	XP_005846216.1 hypothetical protein CHLNCDRAFT_13193_ partial [Chlorella variabilis]
OG0006594	KAI3423904.1 hypothetical protein D9Q98_009738 [Chlorella vulgaris]	XP_005846564.1 hypothetical protein CHLNCDRAFT_135085 [Chlorella variabilis]
OG0006595	KAI3424966.1 hypothetical protein D9Q98_008347 [Chlorella vulgaris]	XP_005846679.1 hypothetical protein CHLNCDRAFT_13547_ partial [Chlorella variabilis]
OG0006596	KAI3428029.1 hypothetical protein D9Q98_006415 [Chlorella vulgaris], KAI3428030.1 hypothetical protein D9Q98_006416 [Chlorella vulgaris]	XP_005851073.1 hypothetical protein CHLNCDRAFT_49781 [Chlorella variabilis], XP_005846701.1 hypothetical protein CHLNCDRAFT_135079 [Chlorella variabilis], XP_005850278.1 hypothetical protein CHLNCDRAFT_142002 [Chlorella variabilis]
OG0006597	KAI3438321.1 hypothetical protein D9Q98_000755 [Chlorella vulgaris]	XP_005846844.1 hypothetical protein CHLNCDRAFT_134633 [Chlorella variabilis]
OG0006598	KAI3438213.1 hypothetical protein D9Q98_000650 [Chlorella vulgaris]	XP_005846889.1 hypothetical protein CHLNCDRAFT_134741 [Chlorella variabilis]
OG0006599	KAI3437945.1 hypothetical protein D9Q98_000389 [Chlorella vulgaris]	XP_005852094.1 hypothetical protein CHLNCDRAFT_133138 [Chlorella variabilis], XP_005847005.1 hypothetical protein CHLNCDRAFT_135027 [Chlorella variabilis]
OG0006600	KAI3438284.1 hypothetical protein D9Q98_000719 [Chlorella vulgaris]	XP_005847033.1 hypothetical protein CHLNCDRAFT_23912 [Chlorella variabilis]
OG0006602	KAI3428655.1 hypothetical protein D9Q98_007478 [Chlorella vulgaris]	XP_005847267.1 hypothetical protein CHLNCDRAFT_134284 [Chlorella variabilis]
OG0006604	KAI3425746.1 hypothetical protein D9Q98_007722 [Chlorella vulgaris]	XP_005847554.1 hypothetical protein CHLNCDRAFT_133778 [Chlorella variabilis]
