Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
OG0019414									KAF6265256.1 hypothetical protein COO60DRAFT_1689724 [Scenedesmus sp. NREL 46B-D3]	
OG0019415									KAF6265265.1 hypothetical protein COO60DRAFT_1457171 [Scenedesmus sp. NREL 46B-D3]	
OG0019416									KAF6265266.1 hypothetical protein COO60DRAFT_1037353 [Scenedesmus sp. NREL 46B-D3]	
OG0019417									KAF6265269.1 hypothetical protein COO60DRAFT_1037391 [Scenedesmus sp. NREL 46B-D3]	
OG0019418									KAF6265276.1 hypothetical protein COO60DRAFT_1479725_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019419									KAF6265280.1 hypothetical protein COO60DRAFT_1037895 [Scenedesmus sp. NREL 46B-D3]	
OG0019420									KAF6265283.1 hypothetical protein COO60DRAFT_1038186 [Scenedesmus sp. NREL 46B-D3]	
OG0019421									KAF6265285.1 hypothetical protein COO60DRAFT_1479735 [Scenedesmus sp. NREL 46B-D3]	
OG0019422									KAF6265291.1 hypothetical protein COO60DRAFT_1479742_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019423									KAF6265293.1 hypothetical protein COO60DRAFT_1479745 [Scenedesmus sp. NREL 46B-D3]	
OG0019424									KAF6265299.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	
OG0019425									KAF6265300.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	
OG0019426									KAF6265301.1 hypothetical protein COO60DRAFT_1697872 [Scenedesmus sp. NREL 46B-D3]	
OG0019427									KAF6265302.1 hypothetical protein COO60DRAFT_1479797_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019428									KAF6265315.1 hypothetical protein COO60DRAFT_1039415 [Scenedesmus sp. NREL 46B-D3]	
OG0019429									KAF6265316.1 hypothetical protein COO60DRAFT_1039440 [Scenedesmus sp. NREL 46B-D3]	
OG0019430									KAF6265317.1 hypothetical protein COO60DRAFT_1039453 [Scenedesmus sp. NREL 46B-D3]	
OG0019431									KAF6265319.1 hypothetical protein COO60DRAFT_1479865 [Scenedesmus sp. NREL 46B-D3]	
OG0019432									KAF6265321.1 hypothetical protein COO60DRAFT_1479870 [Scenedesmus sp. NREL 46B-D3]	
OG0019433									KAF6265325.1 hypothetical protein COO60DRAFT_1039678 [Scenedesmus sp. NREL 46B-D3]	
OG0019434									KAF6265327.1 hypothetical protein COO60DRAFT_1039687 [Scenedesmus sp. NREL 46B-D3]	
OG0019435									KAF6265329.1 hypothetical protein COO60DRAFT_1039802 [Scenedesmus sp. NREL 46B-D3]	
OG0019436									KAF6265331.1 hypothetical protein COO60DRAFT_1479916 [Scenedesmus sp. NREL 46B-D3]	
OG0019437									KAF6265334.1 hypothetical protein COO60DRAFT_1697891 [Scenedesmus sp. NREL 46B-D3]	
OG0019438									KAF6265335.1 hypothetical protein COO60DRAFT_1039856 [Scenedesmus sp. NREL 46B-D3]	
OG0019439									KAF6265344.1 hypothetical protein COO60DRAFT_1040728 [Scenedesmus sp. NREL 46B-D3]	
OG0019440									KAF6265345.1 hypothetical protein COO60DRAFT_1480003 [Scenedesmus sp. NREL 46B-D3]	
OG0019441									KAF6265346.1 hypothetical protein COO60DRAFT_1040823 [Scenedesmus sp. NREL 46B-D3]	
OG0019442									KAF6265355.1 hypothetical protein COO60DRAFT_1633780 [Scenedesmus sp. NREL 46B-D3]	
OG0019443									KAF6265359.1 hypothetical protein COO60DRAFT_1633784 [Scenedesmus sp. NREL 46B-D3]	
OG0019444									KAF6265360.1 hypothetical protein COO60DRAFT_1041179 [Scenedesmus sp. NREL 46B-D3]	
OG0019445									KAF6265363.1 hypothetical protein COO60DRAFT_1623966 [Scenedesmus sp. NREL 46B-D3]	
OG0019446									KAF6265365.1 hypothetical protein COO60DRAFT_1041526 [Scenedesmus sp. NREL 46B-D3]	
OG0019447									KAF6265370.1 hypothetical protein COO60DRAFT_1480171 [Scenedesmus sp. NREL 46B-D3]	
OG0019448									KAF6265371.1 hypothetical protein COO60DRAFT_1480176_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019449									KAF6265372.1 hypothetical protein COO60DRAFT_1042058 [Scenedesmus sp. NREL 46B-D3]	
OG0019450									KAF6265373.1 hypothetical protein COO60DRAFT_1042088 [Scenedesmus sp. NREL 46B-D3]	
OG0019451									KAF6265379.1 hypothetical protein COO60DRAFT_1480206_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019452									KAF6265381.1 hypothetical protein COO60DRAFT_1042581 [Scenedesmus sp. NREL 46B-D3]	
OG0019453									KAF6265385.1 hypothetical protein COO60DRAFT_1042880 [Scenedesmus sp. NREL 46B-D3]	
OG0019454									KAF6265386.1 hypothetical protein COO60DRAFT_1042942 [Scenedesmus sp. NREL 46B-D3]	
OG0019455									KAF6265395.1 hypothetical protein COO60DRAFT_952352 [Scenedesmus sp. NREL 46B-D3]	
OG0019456									KAF6265410.1 hypothetical protein COO60DRAFT_954062 [Scenedesmus sp. NREL 46B-D3]	
OG0019457									KAF6265412.1 hypothetical protein COO60DRAFT_1478338 [Scenedesmus sp. NREL 46B-D3]	
OG0019458									KAF6265413.1 hypothetical protein COO60DRAFT_1478343_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019459									KAF6265419.1 hypothetical protein COO60DRAFT_954896 [Scenedesmus sp. NREL 46B-D3]	
OG0019460									KAF6265421.1 hypothetical protein COO60DRAFT_1478400 [Scenedesmus sp. NREL 46B-D3]	
OG0019461									KAF6265422.1 hypothetical protein COO60DRAFT_1633545 [Scenedesmus sp. NREL 46B-D3]	
OG0019462									KAF6265429.1 hypothetical protein COO60DRAFT_1478415 [Scenedesmus sp. NREL 46B-D3]	
OG0019463									KAF6265431.1 hypothetical protein COO60DRAFT_1478500 [Scenedesmus sp. NREL 46B-D3]	
OG0019464									KAF6265432.1 hypothetical protein COO60DRAFT_1478505_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019465									KAF6265433.1 hypothetical protein COO60DRAFT_955812 [Scenedesmus sp. NREL 46B-D3]	
OG0019466									KAF6265434.1 hypothetical protein COO60DRAFT_955837 [Scenedesmus sp. NREL 46B-D3]	
OG0019467									KAF6265437.1 hypothetical protein COO60DRAFT_956335 [Scenedesmus sp. NREL 46B-D3]	
OG0019468									KAF6265442.1 hypothetical protein COO60DRAFT_956331 [Scenedesmus sp. NREL 46B-D3]	
OG0019469									KAF6265450.1 hypothetical protein COO60DRAFT_1478563 [Scenedesmus sp. NREL 46B-D3]	
OG0019470									KAF6265454.1 hypothetical protein COO60DRAFT_1478577 [Scenedesmus sp. NREL 46B-D3]	
OG0019471									KAF6265457.1 hypothetical protein COO60DRAFT_1697756 [Scenedesmus sp. NREL 46B-D3]	
OG0019472									KAF6265458.1 hypothetical protein COO60DRAFT_957275 [Scenedesmus sp. NREL 46B-D3]	
OG0019473									KAF6265460.1 hypothetical protein COO60DRAFT_1478585 [Scenedesmus sp. NREL 46B-D3]	
OG0019474									KAF6265462.1 hypothetical protein COO60DRAFT_957430 [Scenedesmus sp. NREL 46B-D3]	
OG0019475									KAF6265465.1 hypothetical protein COO60DRAFT_957527 [Scenedesmus sp. NREL 46B-D3]	
OG0019476									KAF6265467.1 hypothetical protein COO60DRAFT_957539 [Scenedesmus sp. NREL 46B-D3]	
OG0019477									KAF6265471.1 hypothetical protein COO60DRAFT_957698 [Scenedesmus sp. NREL 46B-D3]	
OG0019478									KAF6265472.1 hypothetical protein COO60DRAFT_1478619 [Scenedesmus sp. NREL 46B-D3]	
OG0019479									KAF6265473.1 hypothetical protein COO60DRAFT_957815 [Scenedesmus sp. NREL 46B-D3]	
OG0019480									KAF6265484.1 hypothetical protein COO60DRAFT_1478726_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019481									KAF6265486.1 hypothetical protein COO60DRAFT_958686 [Scenedesmus sp. NREL 46B-D3]	
OG0019482									KAF6265487.1 hypothetical protein COO60DRAFT_1478733 [Scenedesmus sp. NREL 46B-D3]	
OG0019483									KAF6265488.1 hypothetical protein COO60DRAFT_958827 [Scenedesmus sp. NREL 46B-D3]	
OG0019484									KAF6265492.1 hypothetical protein COO60DRAFT_1478828_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019485									KAF6265495.1 hypothetical protein COO60DRAFT_959220 [Scenedesmus sp. NREL 46B-D3]	
OG0019486									KAF6265499.1 hypothetical protein COO60DRAFT_1478890 [Scenedesmus sp. NREL 46B-D3]	
OG0019487									KAF6265500.1 hypothetical protein COO60DRAFT_959581 [Scenedesmus sp. NREL 46B-D3]	
OG0019488									KAF6265502.1 hypothetical protein COO60DRAFT_959781 [Scenedesmus sp. NREL 46B-D3]	
OG0019489									KAF6265508.1 hypothetical protein COO60DRAFT_960213 [Scenedesmus sp. NREL 46B-D3]	
OG0019490									KAF6265513.1 hypothetical protein COO60DRAFT_1478955 [Scenedesmus sp. NREL 46B-D3]	
OG0019491									KAF6265517.1 hypothetical protein COO60DRAFT_1478973 [Scenedesmus sp. NREL 46B-D3]	
OG0019492									KAF6265518.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	
OG0019493									KAF6265520.1 hypothetical protein COO60DRAFT_1633629 [Scenedesmus sp. NREL 46B-D3]	
OG0019494									KAF6265523.1 hypothetical protein COO60DRAFT_961798 [Scenedesmus sp. NREL 46B-D3]	
OG0019495									KAF6265526.1 hypothetical protein COO60DRAFT_1457112 [Scenedesmus sp. NREL 46B-D3]	
OG0019496									KAF6265531.1 hypothetical protein COO60DRAFT_962168 [Scenedesmus sp. NREL 46B-D3]	
OG0019497									KAF6265533.1 hypothetical protein COO60DRAFT_1479173 [Scenedesmus sp. NREL 46B-D3]	
OG0019498									KAF6265535.1 hypothetical protein COO60DRAFT_1479176 [Scenedesmus sp. NREL 46B-D3]	
OG0019499									KAF6265539.1 hypothetical protein COO60DRAFT_962528 [Scenedesmus sp. NREL 46B-D3]	
OG0019500									KAF6265540.1 hypothetical protein COO60DRAFT_962557 [Scenedesmus sp. NREL 46B-D3]	
OG0019501									KAF6265546.1 hypothetical protein COO60DRAFT_1479350 [Scenedesmus sp. NREL 46B-D3]	
OG0019502									KAF6265547.1 hypothetical protein COO60DRAFT_963005 [Scenedesmus sp. NREL 46B-D3]	
OG0019503									KAF6265549.1 hypothetical protein COO60DRAFT_963008 [Scenedesmus sp. NREL 46B-D3]	
OG0019504									KAF6265550.1 hypothetical protein COO60DRAFT_1479360 [Scenedesmus sp. NREL 46B-D3]	
OG0019505									KAF6265555.1 hypothetical protein COO60DRAFT_1768437 [Scenedesmus sp. NREL 46B-D3]	
OG0019506									KAF6265559.1 hypothetical protein COO60DRAFT_1477260 [Scenedesmus sp. NREL 46B-D3]	
OG0019507									KAF6265563.1 hypothetical protein COO60DRAFT_862496 [Scenedesmus sp. NREL 46B-D3]	
OG0019508									KAF6265566.1 hypothetical protein COO60DRAFT_1477271 [Scenedesmus sp. NREL 46B-D3]	
OG0019509									KAF6265567.1 hypothetical protein COO60DRAFT_862686 [Scenedesmus sp. NREL 46B-D3]	
OG0019510									KAF6265568.1 hypothetical protein COO60DRAFT_1477276 [Scenedesmus sp. NREL 46B-D3]	
OG0019511									KAF6265569.1 hypothetical protein COO60DRAFT_862681 [Scenedesmus sp. NREL 46B-D3]	
OG0019512									KAF6265576.1 hypothetical protein COO60DRAFT_1456951 [Scenedesmus sp. NREL 46B-D3]	
OG0019513									KAF6265577.1 hypothetical protein COO60DRAFT_1683743 [Scenedesmus sp. NREL 46B-D3]	
OG0019514									KAF6265584.1 hypothetical protein COO60DRAFT_863352 [Scenedesmus sp. NREL 46B-D3]	
OG0019515									KAF6265585.1 hypothetical protein COO60DRAFT_863370 [Scenedesmus sp. NREL 46B-D3]	
OG0019516									KAF6265586.1 hypothetical protein COO60DRAFT_863378 [Scenedesmus sp. NREL 46B-D3]	
OG0019517									KAF6265594.1 hypothetical protein COO60DRAFT_1477326 [Scenedesmus sp. NREL 46B-D3]	
OG0019518									KAF6265597.1 hypothetical protein COO60DRAFT_863787 [Scenedesmus sp. NREL 46B-D3]	
OG0019519									KAF6265599.1 hypothetical protein COO60DRAFT_863880 [Scenedesmus sp. NREL 46B-D3]	
OG0019520									KAF6265601.1 hypothetical protein COO60DRAFT_863922 [Scenedesmus sp. NREL 46B-D3]	
OG0019521									KAF6265602.1 hypothetical protein COO60DRAFT_1477384 [Scenedesmus sp. NREL 46B-D3]	
OG0019522									KAF6265603.1 hypothetical protein COO60DRAFT_864082 [Scenedesmus sp. NREL 46B-D3]	
OG0019523									KAF6265609.1 hypothetical protein COO60DRAFT_864369 [Scenedesmus sp. NREL 46B-D3]	
OG0019524									KAF6265612.1 hypothetical protein COO60DRAFT_864532 [Scenedesmus sp. NREL 46B-D3]	
OG0019525									KAF6265613.1 hypothetical protein COO60DRAFT_864548 [Scenedesmus sp. NREL 46B-D3]	
OG0019526									KAF6265616.1 hypothetical protein COO60DRAFT_1477466 [Scenedesmus sp. NREL 46B-D3]	
OG0019527									KAF6265624.1 hypothetical protein COO60DRAFT_1456975 [Scenedesmus sp. NREL 46B-D3]	
OG0019528									KAF6265625.1 hypothetical protein COO60DRAFT_865404 [Scenedesmus sp. NREL 46B-D3]	
OG0019529									KAF6265626.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019530									KAF6265632.1 hypothetical protein COO60DRAFT_865573 [Scenedesmus sp. NREL 46B-D3]	
OG0019531									KAF6265633.1 hypothetical protein COO60DRAFT_865604 [Scenedesmus sp. NREL 46B-D3]	
OG0019532									KAF6265636.1 hypothetical protein COO60DRAFT_865712 [Scenedesmus sp. NREL 46B-D3]	
OG0019533									KAF6265638.1 hypothetical protein COO60DRAFT_865749 [Scenedesmus sp. NREL 46B-D3]	
OG0019534									KAF6265640.1 hypothetical protein COO60DRAFT_865704 [Scenedesmus sp. NREL 46B-D3]	
OG0019535									KAF6265643.1 hypothetical protein COO60DRAFT_865883 [Scenedesmus sp. NREL 46B-D3]	
OG0019536									KAF6265646.1 hypothetical protein COO60DRAFT_865926 [Scenedesmus sp. NREL 46B-D3]	
OG0019537									KAF6265647.1 hypothetical protein COO60DRAFT_865922 [Scenedesmus sp. NREL 46B-D3]	
OG0019538									KAF6265650.1 hypothetical protein COO60DRAFT_1683873 [Scenedesmus sp. NREL 46B-D3]	
OG0019539									KAF6265651.1 hypothetical protein COO60DRAFT_866088 [Scenedesmus sp. NREL 46B-D3]	
OG0019540									KAF6265653.1 hypothetical protein COO60DRAFT_1477717 [Scenedesmus sp. NREL 46B-D3]	
OG0019541									KAF6265656.1 hypothetical protein COO60DRAFT_866348 [Scenedesmus sp. NREL 46B-D3]	
OG0019542									KAF6265658.1 hypothetical protein COO60DRAFT_866427 [Scenedesmus sp. NREL 46B-D3]	
OG0019543									KAF6265659.1 hypothetical protein COO60DRAFT_1477736 [Scenedesmus sp. NREL 46B-D3]	
OG0019544									KAF6265665.1 hypothetical protein COO60DRAFT_1477771 [Scenedesmus sp. NREL 46B-D3]	
OG0019545									KAF6265666.1 hypothetical protein COO60DRAFT_866809 [Scenedesmus sp. NREL 46B-D3]	
OG0019546									KAF6265667.1 hypothetical protein COO60DRAFT_1477775 [Scenedesmus sp. NREL 46B-D3]	
OG0019547									KAF6265668.1 hypothetical protein COO60DRAFT_866874 [Scenedesmus sp. NREL 46B-D3]	
OG0019548									KAF6265669.1 hypothetical protein COO60DRAFT_866861 [Scenedesmus sp. NREL 46B-D3]	
OG0019549									KAF6265670.1 hypothetical protein COO60DRAFT_1683903 [Scenedesmus sp. NREL 46B-D3]	
OG0019550									KAF6265671.1 hypothetical protein COO60DRAFT_866921 [Scenedesmus sp. NREL 46B-D3]	
OG0019551									KAF6265675.1 cora-like Mg2+ transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019552									KAF6265689.1 hypothetical protein COO60DRAFT_1477897_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019553									KAF6265690.1 hypothetical protein COO60DRAFT_1477898 [Scenedesmus sp. NREL 46B-D3]	
OG0019554									KAF6265695.1 hypothetical protein COO60DRAFT_1633475 [Scenedesmus sp. NREL 46B-D3]	
OG0019555									KAF6265698.1 hypothetical protein COO60DRAFT_868734 [Scenedesmus sp. NREL 46B-D3]	
OG0019556									KAF6265713.1 hypothetical protein COO60DRAFT_1633491 [Scenedesmus sp. NREL 46B-D3]	
OG0019557									KAF6265715.1 hypothetical protein COO60DRAFT_869620 [Scenedesmus sp. NREL 46B-D3]	
OG0019558									KAF6265716.1 hypothetical protein COO60DRAFT_869617 [Scenedesmus sp. NREL 46B-D3]	
OG0019559									KAF6265720.1 hypothetical protein COO60DRAFT_1478089 [Scenedesmus sp. NREL 46B-D3]	
OG0019560									KAF6265724.1 hypothetical protein COO60DRAFT_869981 [Scenedesmus sp. NREL 46B-D3]	
OG0019561									KAF6265725.1 hypothetical protein COO60DRAFT_869966 [Scenedesmus sp. NREL 46B-D3]	
OG0019562									KAF6265729.1 hypothetical protein COO60DRAFT_1623827 [Scenedesmus sp. NREL 46B-D3]	
OG0019563									KAF6265730.1 hypothetical protein COO60DRAFT_870256 [Scenedesmus sp. NREL 46B-D3]	
OG0019564									KAF6265733.1 hypothetical protein COO60DRAFT_870733 [Scenedesmus sp. NREL 46B-D3]	
OG0019565									KAF6265738.1 hypothetical protein COO60DRAFT_1478135 [Scenedesmus sp. NREL 46B-D3]	
OG0019566									KAF6265739.1 hypothetical protein COO60DRAFT_871063 [Scenedesmus sp. NREL 46B-D3]	
OG0019567									KAF6265743.1 hypothetical protein COO60DRAFT_871453 [Scenedesmus sp. NREL 46B-D3]	
OG0019568									KAF6265744.1 hypothetical protein COO60DRAFT_871492 [Scenedesmus sp. NREL 46B-D3]	
OG0019569									KAF6265751.1 hypothetical protein COO60DRAFT_871674 [Scenedesmus sp. NREL 46B-D3]	
OG0019570									KAF6265752.1 hypothetical protein COO60DRAFT_1478199 [Scenedesmus sp. NREL 46B-D3]	
OG0019571									KAF6265755.1 hypothetical protein COO60DRAFT_760766 [Scenedesmus sp. NREL 46B-D3]	
OG0019572									KAF6265765.1 hypothetical protein COO60DRAFT_1476024_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019573									KAF6265766.1 hypothetical protein COO60DRAFT_1680256 [Scenedesmus sp. NREL 46B-D3]	
OG0019574									KAF6265768.1 hypothetical protein COO60DRAFT_761349 [Scenedesmus sp. NREL 46B-D3]	
OG0019575									KAF6265771.1 hypothetical protein COO60DRAFT_1476059 [Scenedesmus sp. NREL 46B-D3]	
OG0019576									KAF6265772.1 hypothetical protein COO60DRAFT_761876 [Scenedesmus sp. NREL 46B-D3]	
OG0019577									KAF6265773.1 hypothetical protein COO60DRAFT_761901 [Scenedesmus sp. NREL 46B-D3]	
OG0019578									KAF6265775.1 hypothetical protein COO60DRAFT_1633237 [Scenedesmus sp. NREL 46B-D3]	
OG0019579									KAF6265776.1 hypothetical protein COO60DRAFT_762041 [Scenedesmus sp. NREL 46B-D3]	
OG0019580									KAF6265784.1 hypothetical protein COO60DRAFT_1476148 [Scenedesmus sp. NREL 46B-D3]	
OG0019581									KAF6265785.1 hypothetical protein COO60DRAFT_1476150 [Scenedesmus sp. NREL 46B-D3]	
OG0019582									KAF6265787.1 hypothetical protein COO60DRAFT_1476153_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019583									KAF6265791.1 hypothetical protein COO60DRAFT_762428 [Scenedesmus sp. NREL 46B-D3]	
OG0019584									KAF6265792.1 hypothetical protein COO60DRAFT_762426 [Scenedesmus sp. NREL 46B-D3]	
OG0019585									KAF6265794.1 hypothetical protein COO60DRAFT_762501 [Scenedesmus sp. NREL 46B-D3]	
OG0019586									KAF6265796.1 hypothetical protein COO60DRAFT_762515 [Scenedesmus sp. NREL 46B-D3]	
OG0019587									KAF6265799.1 hypothetical protein COO60DRAFT_762597_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019588									KAF6265804.1 hypothetical protein COO60DRAFT_1476220 [Scenedesmus sp. NREL 46B-D3]	
OG0019589									KAF6265808.1 hypothetical protein COO60DRAFT_1476266 [Scenedesmus sp. NREL 46B-D3]	
OG0019590									KAF6265809.1 hypothetical protein COO60DRAFT_1633257 [Scenedesmus sp. NREL 46B-D3]	
OG0019591									KAF6265812.1 hypothetical protein COO60DRAFT_1476287_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019592									KAF6265817.1 hypothetical protein COO60DRAFT_1476294 [Scenedesmus sp. NREL 46B-D3]	
OG0019593									KAF6265821.1 hypothetical protein COO60DRAFT_763930 [Scenedesmus sp. NREL 46B-D3]	
OG0019594									KAF6265824.1 hypothetical protein COO60DRAFT_1476314_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019595									KAF6265828.1 hypothetical protein COO60DRAFT_764107 [Scenedesmus sp. NREL 46B-D3]	
OG0019596									KAF6265829.1 hypothetical protein COO60DRAFT_764255 [Scenedesmus sp. NREL 46B-D3]	
OG0019597									KAF6265830.1 hypothetical protein COO60DRAFT_764148 [Scenedesmus sp. NREL 46B-D3]	
OG0019598									KAF6265831.1 hypothetical protein COO60DRAFT_764168 [Scenedesmus sp. NREL 46B-D3]	
OG0019599									KAF6265834.1 hypothetical protein COO60DRAFT_764308 [Scenedesmus sp. NREL 46B-D3]	
OG0019600									KAF6265842.1 hypothetical protein COO60DRAFT_765002 [Scenedesmus sp. NREL 46B-D3]	
OG0019601									KAF6265855.1 hypothetical protein COO60DRAFT_1476463 [Scenedesmus sp. NREL 46B-D3]	
OG0019602									KAF6265857.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019603									KAF6265858.1 hypothetical protein COO60DRAFT_766770 [Scenedesmus sp. NREL 46B-D3]	
OG0019604									KAF6265863.1 hypothetical protein COO60DRAFT_767052 [Scenedesmus sp. NREL 46B-D3]	
OG0019605									KAF6265864.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019606									KAF6265868.1 hypothetical protein COO60DRAFT_1476527 [Scenedesmus sp. NREL 46B-D3]	
OG0019607									KAF6265872.1 hypothetical protein COO60DRAFT_1456888 [Scenedesmus sp. NREL 46B-D3]	
OG0019608									KAF6265873.1 hypothetical protein COO60DRAFT_1476535 [Scenedesmus sp. NREL 46B-D3]	
OG0019609									KAF6265876.1 hypothetical protein COO60DRAFT_1476582 [Scenedesmus sp. NREL 46B-D3]	
OG0019610									KAF6265879.1 hypothetical protein COO60DRAFT_767621 [Scenedesmus sp. NREL 46B-D3]	
OG0019611									KAF6265881.1 hypothetical protein COO60DRAFT_767673 [Scenedesmus sp. NREL 46B-D3]	
OG0019612									KAF6265882.1 hypothetical protein COO60DRAFT_767692 [Scenedesmus sp. NREL 46B-D3]	
OG0019613									KAF6265884.1 hypothetical protein COO60DRAFT_1476590 [Scenedesmus sp. NREL 46B-D3]	
OG0019614									KAF6265888.1 hypothetical protein COO60DRAFT_767927 [Scenedesmus sp. NREL 46B-D3]	
OG0019615									KAF6265891.1 hypothetical protein COO60DRAFT_768188 [Scenedesmus sp. NREL 46B-D3]	
OG0019616									KAF6265893.1 hypothetical protein COO60DRAFT_768228 [Scenedesmus sp. NREL 46B-D3]	
OG0019617									KAF6265895.1 hypothetical protein COO60DRAFT_1476636 [Scenedesmus sp. NREL 46B-D3]	
OG0019618									KAF6265898.1 hypothetical protein COO60DRAFT_768497 [Scenedesmus sp. NREL 46B-D3]	
OG0019619									KAF6265904.1 hypothetical protein COO60DRAFT_768690 [Scenedesmus sp. NREL 46B-D3]	
OG0019620									KAF6265911.1 hypothetical protein COO60DRAFT_1476658 [Scenedesmus sp. NREL 46B-D3]	
OG0019621									KAF6265920.1 hypothetical protein COO60DRAFT_1697584 [Scenedesmus sp. NREL 46B-D3]	
OG0019622									KAF6265923.1 hypothetical protein COO60DRAFT_769426 [Scenedesmus sp. NREL 46B-D3]	
OG0019623									KAF6265926.1 hypothetical protein COO60DRAFT_1476766 [Scenedesmus sp. NREL 46B-D3]	
OG0019624									KAF6265933.1 hypothetical protein COO60DRAFT_1633334 [Scenedesmus sp. NREL 46B-D3]	
OG0019625									KAF6265938.1 hypothetical protein COO60DRAFT_1476928 [Scenedesmus sp. NREL 46B-D3]	
OG0019626									KAF6265939.1 hypothetical protein COO60DRAFT_770194 [Scenedesmus sp. NREL 46B-D3]	
OG0019627									KAF6265941.1 hypothetical protein COO60DRAFT_1697600 [Scenedesmus sp. NREL 46B-D3]	
OG0019628									KAF6265942.1 hypothetical protein COO60DRAFT_1477007 [Scenedesmus sp. NREL 46B-D3]	
OG0019629									KAF6265944.1 hypothetical protein COO60DRAFT_770715 [Scenedesmus sp. NREL 46B-D3]	
OG0019630									KAF6265948.1 hypothetical protein COO60DRAFT_771232 [Scenedesmus sp. NREL 46B-D3]	
OG0019631									KAF6265955.1 hypothetical protein COO60DRAFT_771567 [Scenedesmus sp. NREL 46B-D3]	
OG0019632									KAF6265957.1 hypothetical protein COO60DRAFT_771768 [Scenedesmus sp. NREL 46B-D3]	
OG0019633									KAF6265960.1 hypothetical protein COO60DRAFT_771851 [Scenedesmus sp. NREL 46B-D3]	
OG0019634									KAF6265962.1 hypothetical protein COO60DRAFT_771899 [Scenedesmus sp. NREL 46B-D3]	
OG0019635									KAF6265966.1 hypothetical protein COO60DRAFT_772086 [Scenedesmus sp. NREL 46B-D3]	
OG0019636									KAF6265967.1 hypothetical protein COO60DRAFT_772096 [Scenedesmus sp. NREL 46B-D3]	
OG0019637									KAF6265970.1 hypothetical protein COO60DRAFT_1633364 [Scenedesmus sp. NREL 46B-D3]	
OG0019638									KAF6265977.1 hypothetical protein COO60DRAFT_1477179 [Scenedesmus sp. NREL 46B-D3]	
OG0019639									KAF6265980.1 hypothetical protein COO60DRAFT_1477182 [Scenedesmus sp. NREL 46B-D3]	
OG0019640									KAF6265989.1 hypothetical protein COO60DRAFT_1266051 [Scenedesmus sp. NREL 46B-D3]	
OG0019641									KAF6265990.1 hypothetical protein COO60DRAFT_1676372 [Scenedesmus sp. NREL 46B-D3]	
OG0019642									KAF6265998.1 hypothetical protein COO60DRAFT_1475090 [Scenedesmus sp. NREL 46B-D3]	
OG0019643									KAF6266000.1 hypothetical protein COO60DRAFT_638140 [Scenedesmus sp. NREL 46B-D3]	
OG0019644									KAF6266001.1 hypothetical protein COO60DRAFT_638331 [Scenedesmus sp. NREL 46B-D3]	
OG0019645									KAF6266002.1 hypothetical protein COO60DRAFT_638293 [Scenedesmus sp. NREL 46B-D3]	
OG0019646									KAF6266012.1 hypothetical protein COO60DRAFT_1475167 [Scenedesmus sp. NREL 46B-D3]	
OG0019647									KAF6266013.1 hypothetical protein COO60DRAFT_639127 [Scenedesmus sp. NREL 46B-D3]	
OG0019648									KAF6266015.1 hypothetical protein COO60DRAFT_1633080 [Scenedesmus sp. NREL 46B-D3]	
OG0019649									KAF6266023.1 hypothetical protein COO60DRAFT_639513 [Scenedesmus sp. NREL 46B-D3]	
OG0019650									KAF6266027.1 hypothetical protein COO60DRAFT_640015 [Scenedesmus sp. NREL 46B-D3]	
OG0019651									KAF6266030.1 hypothetical protein COO60DRAFT_1475257 [Scenedesmus sp. NREL 46B-D3]	
OG0019652									KAF6266032.1 AEX-3 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019653									KAF6266033.1 hypothetical protein COO60DRAFT_1623625 [Scenedesmus sp. NREL 46B-D3]	
