Orthogroup	Chlorella_KRBP	Chlorella_Sorokiniana1602
OG0002169	QAXK01012387.1_1585-757	PRW59149.1 eukaryotic translation initiation factor 3 subunit A-like [Chlorella sorokiniana]
OG0002171	QAXK01000446.1_58269-64323	PRW33984.1 carbamoyl-phosphate synthase large chloroplastic [Chlorella sorokiniana]
OG0002172	QAXK01012305.1_2510-4620	PRW44541.1 60S ribosomal L32-1 [Chlorella sorokiniana]
OG0002173	QAXK01000596.1_14630-16935	PRW44343.1 vacuolar sorting-associated 4-like [Chlorella sorokiniana]
OG0002175	QAXK01001681.1_26607-28630	PRW33773.1 Diphthine synthase [Chlorella sorokiniana]
OG0002176	QAXK01006378.1_6447-7421	PRW44545.1 Protoheme IX mitochondrial [Chlorella sorokiniana]
OG0002177	QAXK01001458.1_24314-19030	PRW44609.1 importin subunit beta-1-like [Chlorella sorokiniana]
OG0002179	QAXK01000816.1_3651-1777	PRW44378.1 pre-mRNA-splicing factor SPF27-like protein isoform A [Chlorella sorokiniana], PRW44377.1 pre-mRNA-splicing factor SPF27-like protein isoform B [Chlorella sorokiniana]
OG0002180	QAXK01013408.1_2179-3352	PRW33865.1 Trafficking particle complex subunit 5 [Chlorella sorokiniana]
OG0002181	QAXK01001085.1_14460-16185	PRW44402.1 putative transcriptional regulatory protein [Chlorella sorokiniana]
OG0002182	QAXK01011403.1_8648-10184	PRW55886.1 Golgi apparatus membrane ECHIDNA [Chlorella sorokiniana]
OG0002185	QAXK01004305.1_1287-2625	PRW45732.1 50S ribosomal L4 [Chlorella sorokiniana]
OG0002187	QAXK01008561.1_1927-3583	PRW45742.1 ADP-ribosylation factor 2 [Chlorella sorokiniana]
OG0002194	QAXK01000283.1_35828-37170	PRW56915.1 tubulin folding cofactor B [Chlorella sorokiniana]
OG0002195	QAXK01004230.1_16730-15188	PRW59308.1 succinyl- -ligase alpha subunit [Chlorella sorokiniana]
OG0002201	QAXK01010560.1_4646-7806	PRW20303.1 DDB1- and CUL4-associated factor 13 [Chlorella sorokiniana]
OG0002202	QAXK01015485.1_1487-4220	PRW51124.1 vacuolar sorting-associated 26A-like isoform B [Chlorella sorokiniana], PRW51123.1 vacuolar sorting-associated 26A-like isoform A [Chlorella sorokiniana]
OG0002203	QAXK01002836.1_26336-33102	PRW56878.1 putative manganese-transporting ATPase PDR2 isoform B [Chlorella sorokiniana], PRW56879.1 putative manganese-transporting ATPase PDR2 isoform A [Chlorella sorokiniana]
OG0002205	QAXK01006533.1_2359-4576	PRW61491.1 CCR4-associated factor [Chlorella sorokiniana]
OG0002206	QAXK01001756.1_16985-18889	PRW33646.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]
OG0002211	QAXK01002337.1_17192-14208	PRW59591.1 SNW SKI-interacting -like [Chlorella sorokiniana]
OG0002212	QAXK01004985.1_1921-3702	PRW61385.1 lipoate- ligase A isoform X1 [Chlorella sorokiniana]
OG0002214	QAXK01004099.1_10602-7616	PRW60021.1 Bystin [Chlorella sorokiniana]
OG0002216	QAXK01008333.1_5211-755	PRW32977.1 Eukaryotic translation initiation factor 2D [Chlorella sorokiniana]
OG0002218	QAXK01008568.1_4370-1172	PRW60362.1 DEAD-box ATP-dependent RNA helicase 17 [Chlorella sorokiniana]
OG0002219	QAXK01000926.1_8546-11734	PRW45510.1 LL-diaminopimelate chloroplastic [Chlorella sorokiniana]
OG0002221	QAXK01000669.1_13732-11344	PRW32974.1 SEC12 2 [Chlorella sorokiniana]
OG0002223	QAXK01002445.1_7314-8396	PRW61524.1 HSP20-like chaperone [Chlorella sorokiniana]
OG0002227	QAXK01002658.1_19503-16448	PRW58650.1 Amidophosphoribosyltransferase [Chlorella sorokiniana]
OG0002228	QAXK01005657.1_4133-2964	PRW58087.1 rRNA-processing FCF1-like protein [Chlorella sorokiniana]
OG0002229	QAXK01012523.1_554-5993	PRW58148.1 Multiple RNA-binding domain-containing 1 [Chlorella sorokiniana]
OG0002231	QAXK01000465.1_13752-12830	PRW45568.1 thioredoxin domain-containing PLP3B-like [Chlorella sorokiniana]
OG0002232	QAXK01003345.1_4291-6594	PRW44465.1 lariat debranching enzyme [Chlorella sorokiniana]
OG0002233	QAXK01000437.1_11961-16259	PRW45148.1 UDP-sugar pyrophosphorylase 1 [Chlorella sorokiniana]
OG0002235	QAXK01001803.1_9702-7639	PRW44924.1 U3 small nucleolar ribonucleo IMP4 [Chlorella sorokiniana]
OG0002238	QAXK01001182.1_10605-8247	PRW60726.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Chlorella sorokiniana]
OG0002241	QAXK01018825.1_5368-4150	PRW45484.1 40S ribosomal S14-2 [Chlorella sorokiniana]
OG0002243	QAXK01000459.1_16579-20716	PRW34103.1 CTP synthase [Chlorella sorokiniana]
OG0002246	QAXK01004963.1_17662-16561	PRW33755.1 RNA binding [Chlorella sorokiniana]
OG0002250	QAXK01009768.1_6744-3068	PRW45437.1 G patch domain-containing TGH-like isoform X1 [Chlorella sorokiniana]
OG0002257	QAXK01003840.1_2463-275	PRW60321.1 18S rRNA biogenesis RCL1 [Chlorella sorokiniana]
OG0002262	QAXK01009985.1_8201-11435	PRW50824.1 RAN GTPase-activating 1 [Chlorella sorokiniana]
OG0002280	QAXK01000180.1_9982-8131	PRW56310.1 UDP-galactose UDP-glucose transporter 3 [Chlorella sorokiniana]
OG0002282	QAXK01000502.1_36980-37941	PRW59735.1 thylakoid lumenal chloroplastic [Chlorella sorokiniana]
OG0002289	QAXK01009887.1_2599-389	PRW20893.1 8-amino-7-oxononanoate synthase [Chlorella sorokiniana]
OG0002367	QAXK01000828.1_1794-5888	PRW57423.1 U3 small nucleolar RNA-associated 6-like protein [Chlorella sorokiniana]
OG0002368	QAXK01012125.1_2420-651	PRW57447.1 Sulfhydryl oxidase 1 [Chlorella sorokiniana], PRW44318.1 protease Do-like 9 [Chlorella sorokiniana]
OG0002374	QAXK01003443.1_1888-4145	PRW20764.1 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [Chlorella sorokiniana]
OG0002375	QAXK01000611.1_344-2643	PRW57174.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]
OG0002377	QAXK01000070.1_5006-2926	PRW20621.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Chlorella sorokiniana]
OG0002391	QAXK01001032.1_529-3021	PRW61099.1 UPF0160 -like [Chlorella sorokiniana]
OG0002392	QAXK01004092.1_39419-40407	PRW57894.1 zeta- subunit of COP-I complex [Chlorella sorokiniana]
OG0002393	QAXK01004425.1_5700-7015	PRW61084.1 thioredoxin YLS8 [Chlorella sorokiniana]
OG0002398	QAXK01007630.1_3354-1779	PRW58000.1 THYLAKOID chloroplastic [Chlorella sorokiniana]
OG0002400	QAXK01009758.1_1852-165	PRW57876.1 zinc finger CCCH domain-containing 13-like [Chlorella sorokiniana]
OG0002402	QAXK01006527.1_8708-6017	PRW60953.1 DEAD-box ATP-dependent RNA helicase 5 [Chlorella sorokiniana]
OG0002404	QAXK01000840.1_31502-30180	PRW61006.1 20S proteasome beta type 4 [Chlorella sorokiniana]
OG0002407	QAXK01002424.1_5771-2597	PRW21034.1 SAND-like isoform X1 [Chlorella sorokiniana]
OG0002409	QAXK01003096.1_14696-17609	PRW61450.1 iron-sulfur cluster biosynthesis family [Chlorella sorokiniana]
OG0002410	QAXK01000328.1_7305-8962	PRW61430.1 Acetylglutamate kinase [Chlorella sorokiniana]
OG0002415	QAXK01018530.1_1173-3834	PRW60347.1 Pantoate--beta-alanine ligase [Chlorella sorokiniana]
OG0002417	QAXK01014946.1_5937-4091	PRW60324.1 Mitochondrial thiamine pyrophosphate carrier [Chlorella sorokiniana]
OG0002421	QAXK01000019.1_127-3831	PRW18348.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]
OG0002424	QAXK01004230.1_13015-11861	PRW32899.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Chlorella sorokiniana]
OG0002429	QAXK01018188.1_2713-2029	PRW57070.1 putative U6 snRNA-associated Sm LSm4 [Chlorella sorokiniana]
OG0002433	QAXK01010016.1_2591-4898	PRW56928.1 mitochondrial iron import [Chlorella sorokiniana]
OG0002435	QAXK01006642.1_4903-8475	PRW59081.1 DEAD-box ATP-dependent RNA helicase 20-like [Chlorella sorokiniana]
OG0002439	QAXK01006012.1_4611-6378	PRW58988.1 UPF0586 C9orf41 [Chlorella sorokiniana]
OG0002441	QAXK01000523.1_8909-7053	PRW59335.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Chlorella sorokiniana]
OG0002447	QAXK01011649.1_6227-2645	PRW59004.1 Peroxisome biogenesis 5 [Chlorella sorokiniana]
OG0002451	QAXK01000979.1_11011-9108	PRW45238.1 nifU mitochondrial [Chlorella sorokiniana]
OG0002454	QAXK01017228.1_872-211	PRW59583.1 ankyrin repeat [Chlorella sorokiniana]
OG0002461	QAXK01008372.1_4504-1777	PRW58994.1 peroxisome biogenesis 2 isoform X1 [Chlorella sorokiniana]
OG0002470	QAXK01004760.1_349-2010	PRW44322.1 Surfeit locus 1 [Chlorella sorokiniana]
OG0002473	QAXK01005580.1_145-5612	PRW34096.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Chlorella sorokiniana]
OG0002481	QAXK01019295.1_5920-5732	PRW59048.1 60S ribosomal L38 [Chlorella sorokiniana]
OG0002489	QAXK01011332.1_7730-6306	PRW20336.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Chlorella sorokiniana]
OG0002490	QAXK01005493.1_5709-8739	PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]
OG0002491	QAXK01001982.1_13111-9273	PRW56036.1 AP-4 complex subunit mu [Chlorella sorokiniana]
OG0002493	QAXK01003356.1_3976-6343	PRW32984.1 ubiquinone biosynthesis [Chlorella sorokiniana]
OG0002501	QAXK01015333.1_8887-6386	PRW20751.1 survival of motor neuron-related-splicing factor 30 [Chlorella sorokiniana]
OG0002502	QAXK01004701.1_7826-2022	PRW57084.1 N-alpha-acetyltransferase auxiliary subunit [Chlorella sorokiniana]
OG0002509	QAXK01002072.1_7784-4601	PRW45723.1 la 1 [Chlorella sorokiniana]
OG0002520	QAXK01004095.1_2354-706	PRW44450.1 ankyrin repeat [Chlorella sorokiniana]
OG0002524	QAXK01000577.1_7847-8807	PRW57355.1 60S ribosomal L44 [Chlorella sorokiniana]
OG0002525	QAXK01004000.1_12088-10081	PRW44303.1 dimethyladenosine transferase [Chlorella sorokiniana]
OG0002540	QAXK01000802.1_2542-6601	PRW59453.1 hypothetical protein C2E21_1555 [Chlorella sorokiniana]
OG0002550	QAXK01001082.1_16962-21149	PRW61158.1 GTPase Der [Chlorella sorokiniana]
OG0002551	QAXK01000484.1_4718-2307	PRW61003.1 Peptidyl-prolyl cis-trans isomerase-like 4 [Chlorella sorokiniana]
OG0002552	QAXK01001169.1_7647-4609	PRW60895.1 ion channel [Chlorella sorokiniana]
OG0002561	QAXK01000325.1_52702-51360	PRW61086.1 mitochondrial import receptor subunit TOM40-1-like [Chlorella sorokiniana]
OG0002563	QAXK01010777.1_196-929	PRW61337.1 zinc finger CCCH domain-containing 69-like [Chlorella sorokiniana]
OG0002569	QAXK01008095.1_6073-1465	PRW56451.1 GTP-binding 1 [Chlorella sorokiniana]
OG0002570	QAXK01004879.1_5868-4307	PRW59920.1 Nucleolar 16 [Chlorella sorokiniana]
OG0002572	QAXK01003017.1_10269-9177	PRW33295.1 metaxin 1 [Chlorella sorokiniana]
OG0002575	QAXK01018811.1_5082-3547	PRW60230.1 60S ribosomal L27a-3 [Chlorella sorokiniana]
OG0002578	QAXK01006849.1_22455-23625	PRW61612.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4 [Chlorella sorokiniana]
OG0002581	QAXK01000799.1_52275-51787	PRW05881.1 Mitochondrial import inner membrane translocase subunit TIM10 [Chlorella sorokiniana]
OG0002587	QAXK01003879.1_1866-205	PRW61501.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Chlorella sorokiniana], PRW61427.1 arogenate prephenate dehydratase [Chlorella sorokiniana]
OG0002596	QAXK01013827.1_4630-1867	PRW21109.1 malate dehydrogenase [Chlorella sorokiniana]
OG0002601	QAXK01013188.1_5354-2685	PRW55982.1 Inositol monophosphatase 3 [Chlorella sorokiniana]
OG0002608	QAXK01001306.1_3606-5501	PRW44889.1 OTU domain-containing 3 isoform X1 [Chlorella sorokiniana]
OG0002610	QAXK01006881.1_2636-4947	PRW33671.1 UPF0553 -like [Chlorella sorokiniana]
OG0002611	QAXK01008206.1_13328-14330	PRW59895.1 N-terminal acetyltransferase complex C component MAK3 [Chlorella sorokiniana]
OG0002613	QAXK01001336.1_4314-5769	PRW59628.1 UPF0603 chloroplastic [Chlorella sorokiniana]
OG0002615	QAXK01018285.1_3833-2399	PRW20579.1 biotin-- ligase 2-like [Chlorella sorokiniana]
OG0002620	QAXK01005400.1_31209-29659	PRW60240.1 Serine threonine- kinase ATG1 [Chlorella sorokiniana]
OG0002627	QAXK01000679.1_20862-23970	PRW45053.1 Aspartate carbamoyltransferase chloroplastic [Chlorella sorokiniana]
OG0002632	QAXK01000208.1_858-3327	PRW45146.1 3-methyl-2-oxobutanoate hydroxymethyltransferase mitochondrial [Chlorella sorokiniana]
OG0002633	QAXK01015735.1_789-3208	PRW59110.1 nucleolar GTP-binding 1 [Chlorella sorokiniana]
OG0002634	QAXK01005319.1_15043-16886	PRW51138.1 Ribosomal RNA small subunit methyltransferase H [Chlorella sorokiniana]
OG0002641	QAXK01001768.1_11195-11945	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]
OG0002654	QAXK01008540.1_14282-12509	PRW44878.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]
OG0002656	QAXK01008693.1_1704-2778	PRW39267.1 60S ribosomal L22-2 [Chlorella sorokiniana]
OG0002657	QAXK01001396.1_8898-9977	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]
OG0002663	QAXK01005614.1_2666-5868	PRW20203.1 60S ribosomal L7a [Chlorella sorokiniana]
OG0002665	QAXK01013120.1_9967-12816	PRW20199.1 formamidopyrimidine-DNA glycosylase isoform X2 [Chlorella sorokiniana]
OG0002670	QAXK01006673.1_15764-13631	PRW20367.1 WD repeat-containing 44 [Chlorella sorokiniana]
OG0002674	QAXK01009777.1_8817-6577	PRW60102.1 Proline iminopeptidase [Chlorella sorokiniana]
OG0002680	QAXK01002348.1_28743-27471	PRW59542.1 ras GTPase-activating -binding 2-like [Chlorella sorokiniana]
OG0002684	QAXK01009099.1_14211-12777	PRW50990.1 rRNA-processing UTP23-like protein [Chlorella sorokiniana]
OG0002690	QAXK01002281.1_18158-20087	PRW33197.1 Ribosome production factor 1 [Chlorella sorokiniana]
OG0002691	QAXK01017025.1_286-4417	PRW44984.1 5 -nucleotidase domain-containing 4 isoform X2 [Chlorella sorokiniana]
OG0002692	QAXK01018733.1_2749-2003	PRW33178.1 chloroplast precursor [Chlorella sorokiniana]
OG0002693	QAXK01001086.1_9229-7556	PRW58528.1 serine threonine- phosphatase 2A activator [Chlorella sorokiniana]
OG0002695	QAXK01007477.1_3698-5226	PRW60258.1 WD repeat-containing 20-like [Chlorella sorokiniana]
OG0002710	QAXK01005359.1_3667-6796	PRW32515.1 regulatory-associated of TOR 1 [Chlorella sorokiniana]
OG0002714	QAXK01008206.1_4068-2028	PRW59344.1 casein kinase II subunit beta [Chlorella sorokiniana]
OG0002716	QAXK01002299.1_25676-26628	PRW33283.1 malignant T-cell-amplified sequence 1-like protein [Chlorella sorokiniana]
OG0002723	QAXK01001735.1_19259-17991	PRW32901.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002725	QAXK01014870.1_4125-17	PRW32898.1 ATP-dependent RNA helicase isoform X1 [Chlorella sorokiniana]
OG0002728	QAXK01001551.1_13518-17077	PRW20584.1 DNA topoisomerase 1-like [Chlorella sorokiniana]
OG0002729	QAXK01006977.1_27647-33279	PRW20218.1 putative glucan 1_3-alpha-glucosidase [Chlorella sorokiniana]
OG0002737	QAXK01003565.1_11016-9575	PRW58425.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Chlorella sorokiniana]
OG0002740	QAXK01008073.1_769-1809	PRW56198.1 N-alpha-acetyltransferase 50 [Chlorella sorokiniana]
OG0002747	QAXK01003905.1_20331-25213	PRW57918.1 DEAD-box ATP-dependent RNA helicase 16 [Chlorella sorokiniana]
OG0002748	QAXK01006264.1_6024-5189	PRW56269.1 putative CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 [Chlorella sorokiniana]
OG0002758	QAXK01000240.1_34950-34312	PRW56712.1 hypothetical protein C2E21_4424 [Chlorella sorokiniana]
OG0002759	QAXK01007099.1_3453-8857	PRW59503.1 U4 tri-snRNP-associated 2-like [Chlorella sorokiniana]
OG0002761	QAXK01001947.1_20720-25947	PRW59767.1 uridine 5 - monophosphate synthase [Chlorella sorokiniana]
OG0002768	QAXK01003475.1_1733-1302	PRW58017.1 hypothetical protein C2E21_3709 [Chlorella sorokiniana]
OG0002771	QAXK01011921.1_1066-3701	PRW55957.1 PAT1 1 [Chlorella sorokiniana]
OG0002772	QAXK01003475.1_2682-4175	PRW56156.1 RTF2-like protein [Chlorella sorokiniana]
OG0002773	QAXK01017743.1_4283-978	PRW33934.1 chlorophyll synthetase [Chlorella sorokiniana]
OG0002777	QAXK01014000.1_19150-23189	PRW34018.1 trans-2-enoyl- reductase [Chlorella sorokiniana]
OG0002781	QAXK01008309.1_4393-845	PRW56344.1 nucleotide-diphospho-sugar transferase [Chlorella sorokiniana]
OG0002791	QAXK01006910.1_4587-4039	PRW05813.1 tRNA threonylcarbamoyladenosine biosynthesis [Chlorella sorokiniana]
OG0002793	QAXK01003026.1_6033-13877	PRW59010.1 chloroplast inner envelope translocon [Chlorella sorokiniana]
OG0002799	QAXK01000454.1_923-1568	PRW21135.1 Transmembrane Tmp21 [Chlorella sorokiniana]
OG0002810	QAXK01009911.1_30762-28414	PRW18289.1 lysosomal amino acid transporter 1-like protein [Chlorella sorokiniana]
OG0002812	QAXK01008556.1_5708-3352	PRW56992.1 hypothetical protein C2E21_4196 [Chlorella sorokiniana]
OG0002818	QAXK01001221.1_1240-326	PRW18300.1 DNA-directed RNA polymerase I subunit RPA12 [Chlorella sorokiniana]
OG0002819	QAXK01001402.1_3021-777	PRW18397.1 tocopherol cyclase [Chlorella sorokiniana]
OG0002820	QAXK01007101.1_2486-3500	PRW18354.1 ubiquinone biosynthesis O- mitochondrial [Chlorella sorokiniana]
OG0002821	QAXK01001240.1_4320-118	PRW58351.1 AP-1 complex subunit gamma-2-like isoform X1 [Chlorella sorokiniana]
OG0002827	QAXK01001575.1_9213-11802	PRW57513.1 Ubiquitin-like domain-containing CTD phosphatase [Chlorella sorokiniana]
OG0002829	QAXK01008464.1_4921-314	PRW57461.1 mRNA-capping enzyme-like [Chlorella sorokiniana]
OG0002831	QAXK01009471.1_2975-111	PRW56900.1 Eukaryotic translation initiation factor 2 subunit alpha [Chlorella sorokiniana]
OG0002842	QAXK01002063.1_17610-18209	PRW56617.1 60S ribosomal L36-3-like [Chlorella sorokiniana]
OG0002852	QAXK01002795.1_1894-3499	PRW61169.1 histidine methyltransferase 1-like protein isoform X7 [Chlorella sorokiniana]
OG0002853	QAXK01006222.1_6005-7514	PRW56414.1 Nudix hydrolase 8 [Chlorella sorokiniana]
OG0002854	QAXK01000274.1_4441-2040	PRW56874.1 WAT1-related chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002861	QAXK01000336.1_29701-28621	PRW33811.1 Glycerol-3-phosphate chloroplastic [Chlorella sorokiniana]
OG0002871	QAXK01001665.1_2326-3883	PRW33316.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]
OG0002877	QAXK01001383.1_16600-17459	PRW33018.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana]
OG0002889	QAXK01014533.1_1995-3733	PRW33855.1 Tetratricopeptide-like helical domain containing [Chlorella sorokiniana]
OG0002890	QAXK01012468.1_6191-5064	PRW20958.1 sufE chloroplastic [Chlorella sorokiniana]
OG0002892	QAXK01004675.1_1944-4753	PRW33798.1 phosphoribulokinase [Chlorella sorokiniana]
OG0002895	QAXK01006273.1_11056-8644	PRW57914.1 tRNA pseudouridine_38 39_ synthase isoform X1 [Chlorella sorokiniana]
OG0002898	QAXK01013787.1_6935-10103	PRW18365.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]
OG0002900	QAXK01000573.1_11483-12681	PRW39255.1 Rossmann-like alpha beta alpha sandwich fold [Chlorella sorokiniana]
OG0002903	QAXK01008701.1_3697-2030	PRW59052.1 cytochrome c-type biogenesis ccda-like chloroplastic 1 [Chlorella sorokiniana]
OG0002915	QAXK01000080.1_1794-5623	PRW57113.1 RFT1-like protein [Chlorella sorokiniana]
OG0002916	QAXK01010627.1_8219-6389	PRW58197.1 hypothetical protein C2E21_2952 [Chlorella sorokiniana]
OG0002918	QAXK01005102.1_8833-5901	PRW56195.1 squamous cell carcinoma antigen recognized by T-cells 3 [Chlorella sorokiniana]
OG0002927	QAXK01012487.1_1571-2566	PRW57736.1 hypothetical protein C2E21_3641 [Chlorella sorokiniana]
OG0002931	QAXK01009697.1_3987-6949	PRW59226.1 NADPH_adrenodoxin mitochondrial [Chlorella sorokiniana]
OG0002940	QAXK01000147.1_17903-18595	PRW57307.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Chlorella sorokiniana]
OG0002946	QAXK01002261.1_40148-34742	PRW58237.1 U3 small nucleolar RNA-associated 21-like protein [Chlorella sorokiniana]
OG0002948	QAXK01005661.1_3614-5576	PRW58319.1 FAM63A-like isoform X2 [Chlorella sorokiniana]
OG0002955	QAXK01003496.1_4117-1328	PRW57437.1 U2 small nuclear ribonucleo A [Chlorella sorokiniana]
OG0002962	QAXK01002423.1_4870-1549	PRW44504.1 Rab GDP dissociation inhibitor [Chlorella sorokiniana]
OG0002965	QAXK01009311.1_5086-9550	PRW20458.1 putative ATP-dependent RNA helicase DDX11 [Chlorella sorokiniana]
OG0002969	QAXK01007111.1_9724-10631	PRW44588.1 coiled-coil domain-containing 94-like protein [Chlorella sorokiniana]
OG0002971	QAXK01004485.1_1816-3388	PRW57895.1 cornichon-like protein 1 [Chlorella sorokiniana]
OG0002974	QAXK01000635.1_9875-7571	PRW61402.1 glycerol-3-phosphate acyltransferase 3-like [Chlorella sorokiniana]
OG0002988	QAXK01005019.1_7837-6195	PRW20298.1 NADH dehydrogenase _ubiquinone_ complex assembly factor 6 [Chlorella sorokiniana]
OG0002994	QAXK01008641.1_5826-4936	PRW59816.1 DNA replication complex GINS PSF2 [Chlorella sorokiniana]
OG0002996	QAXK01008356.1_1994-1323	PRW60458.1 hypothetical protein C2E21_1190 [Chlorella sorokiniana]
OG0003000	QAXK01018219.1_153-1479	PRW60916.1 Thioredoxin-like chloroplastic [Chlorella sorokiniana]
OG0003006	QAXK01009127.1_2830-5632	PRW60529.1 Peroxisome biogenesis 7 [Chlorella sorokiniana]
OG0003009	QAXK01001726.1_8268-6818	PRW60702.1 p21-activated kinase-interacting 1-like [Chlorella sorokiniana]
OG0003015	QAXK01017394.1_3188-4	PRW39263.1 cell division cycle 16-like protein isoform X1 [Chlorella sorokiniana]
OG0003017	QAXK01001070.1_5974-4798	PRW20652.1 low molecular mass early light-induced [Chlorella sorokiniana]
OG0003026	QAXK01001672.1_6564-5317	PRW57748.1 nuclear receptor coactivator 7-like isoform X2 [Chlorella sorokiniana]
OG0003036	QAXK01000724.1_14653-15848	PRW56485.1 Autophagy-related 18 [Chlorella sorokiniana]
OG0003041	QAXK01001704.1_7113-6556	PRW20490.1 hypothetical protein C2E21_9003 [Chlorella sorokiniana]
OG0003042	QAXK01014526.1_3534-6424	PRW59755.1 ER membrane complex subunit 1 [Chlorella sorokiniana]
OG0003049	QAXK01005731.1_3330-6743	PRW33940.1 Phosphatidate cytidylyltransferase [Chlorella sorokiniana]
OG0003059	QAXK01007133.1_7499-8797	PRW56326.1 AP-4 complex subunit sigma [Chlorella sorokiniana]
OG0003064	QAXK01005457.1_8974-4681	PRW44444.1 pyridoxine pyridoxamine 5 -phosphate oxidase chloroplastic-like [Chlorella sorokiniana]
OG0003068	QAXK01015536.1_9170-6903	PRW44507.1 cytochrome c oxidase assembly COX15 [Chlorella sorokiniana]
OG0003075	QAXK01016351.1_22-2386	PRW58193.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Chlorella sorokiniana]
OG0003087	QAXK01003513.1_13194-9646	PRW58063.1 nuclear poly_A_ polymerase 1 [Chlorella sorokiniana]
OG0003091	QAXK01014943.1_5708-4249	PRW39342.1 geranyl diphosphate synthase [Chlorella sorokiniana]
OG0003097	QAXK01008899.1_16518-18484	PRW20184.1 prostaglandin E synthase 2-like [Chlorella sorokiniana]
OG0003105	QAXK01001158.1_6748-4261	PRW33737.1 U3 small nucleolar RNA-associated 18-like protein [Chlorella sorokiniana]
OG0003107	QAXK01014862.1_4087-1458	PRW61418.1 diphthine methyltransferase-like protein [Chlorella sorokiniana]
OG0003111	QAXK01008798.1_739-2238	PRW60819.1 vacuolar sorting-associated 41-like protein isoform X1 [Chlorella sorokiniana]
OG0003123	QAXK01008567.1_4740-6650	PRW60363.1 Phosphoribosylglycinamide chloroplastic [Chlorella sorokiniana]
OG0003125	QAXK01001243.1_11567-10056	PRW45608.1 2-methoxy-6-polyprenyl-1_4-benzoquinol mitochondrial [Chlorella sorokiniana]
OG0003126	QAXK01016483.1_12203-9679	PRW61162.1 iron-sulfur cluster assembly [Chlorella sorokiniana]
OG0003127	QAXK01017290.1_11269-8021	PRW59253.1 tRNA dimethylallyltransferase 9 [Chlorella sorokiniana]
OG0003129	QAXK01002314.1_19744-18688	PRW59434.1 DUF866 domain-containing [Chlorella sorokiniana]
OG0003133	QAXK01000525.1_12654-17162	PRW58133.1 NEDD8-activating enzyme E1 regulatory subunit [Chlorella sorokiniana]
OG0003137	QAXK01001082.1_3989-724	PRW45432.1 translation initiation factor eIF-2B subunit beta [Chlorella sorokiniana]
OG0003142	QAXK01011367.1_1094-2688	PRW58243.1 RETICULATA-RELATED 1-like [Chlorella sorokiniana]
OG0003148	QAXK01012193.1_12536-14034	PRW44932.1 ribosome biogenesis TSR3-like protein [Chlorella sorokiniana]
OG0003149	QAXK01012663.1_1560-2913	PRW45323.1 photosystem II S4 domain [Chlorella sorokiniana]
OG0003151	QAXK01010249.1_1617-3048	PRW44867.1 psbP chloroplastic [Chlorella sorokiniana]
OG0003152	QAXK01003852.1_5090-8561	PRW59011.1 ribosome biogenesis BOP1-like protein [Chlorella sorokiniana]
OG0003160	QAXK01000595.1_5567-8159	PRW33824.1 Actin-related 6 [Chlorella sorokiniana]
OG0003164	QAXK01009877.1_4970-2684	PRW45504.1 tRNA _adenine_58_-N_1__-methyltransferase catalytic subunit trmt61a isoform B [Chlorella sorokiniana], PRW45503.1 tRNA _adenine_58_-N_1__-methyltransferase catalytic subunit trmt61a isoform A [Chlorella sorokiniana]
OG0003167	QAXK01014051.1_13887-12133	PRW44873.1 Sphingosine-1-phosphate lyase [Chlorella sorokiniana]
OG0003172	QAXK01000415.1_5823-6484	PRW45048.1 V-type proton ATPase subunit F [Chlorella sorokiniana]
OG0003191	QAXK01004389.1_4946-6334	PRW60195.1 WD repeat domain-containing 83 [Chlorella sorokiniana]
