Orthogroup	Chlorella_KRBP	Chlorella_VariabilisNC64A
OG0002131	QAXK01001894.1_15083-15978	XP_005852270.1 hypothetical protein CHLNCDRAFT_33701 [Chlorella variabilis]
OG0002132	QAXK01009974.1_15390-17483	XP_005848592.1 hypothetical protein CHLNCDRAFT_22033 [Chlorella variabilis]
OG0002134	QAXK01000252.1_16687-14824	XP_005851967.1 hypothetical protein CHLNCDRAFT_133685 [Chlorella variabilis]
OG0002138	QAXK01015692.1_7967-6370	XP_005850578.1 hypothetical protein CHLNCDRAFT_140496 [Chlorella variabilis]
OG0002139	QAXK01003183.1_18810-17365	XP_005850179.1 hypothetical protein CHLNCDRAFT_56045 [Chlorella variabilis]
OG0002141	QAXK01004474.1_7154-5648	XP_005849340.1 hypothetical protein CHLNCDRAFT_21468 [Chlorella variabilis]
OG0002142	QAXK01011512.1_2962-4685	XP_005850452.1 hypothetical protein CHLNCDRAFT_59611 [Chlorella variabilis]
OG0002144	QAXK01000452.1_14665-16837	XP_005852223.1 hypothetical protein CHLNCDRAFT_18700 [Chlorella variabilis]
OG0002145	QAXK01000208.1_15729-14120	XP_005843157.1 hypothetical protein CHLNCDRAFT_141566 [Chlorella variabilis]
OG0002146	QAXK01014393.1_10002-7696	XP_005846425.1 hypothetical protein CHLNCDRAFT_53139 [Chlorella variabilis]
OG0002147	QAXK01000383.1_6224-8512	XP_005850839.1 hypothetical protein CHLNCDRAFT_19927_ partial [Chlorella variabilis]
OG0002149	QAXK01007800.1_664-2473	XP_005849527.1 hypothetical protein CHLNCDRAFT_20952 [Chlorella variabilis]
OG0002153	QAXK01004231.1_9560-10863	XP_005849915.1 hypothetical protein CHLNCDRAFT_30464_ partial [Chlorella variabilis]
OG0002154	QAXK01001673.1_7134-5531	XP_005850444.1 hypothetical protein CHLNCDRAFT_57139 [Chlorella variabilis]
OG0002158	QAXK01000427.1_69010-61523	XP_005850880.1 hypothetical protein CHLNCDRAFT_34097 [Chlorella variabilis]
OG0002159	QAXK01001947.1_6933-16171	XP_005852294.1 hypothetical protein CHLNCDRAFT_135070_ partial [Chlorella variabilis]
OG0002161	QAXK01000667.1_5631-9231	XP_005845858.1 hypothetical protein CHLNCDRAFT_25481 [Chlorella variabilis]
OG0002162	QAXK01001956.1_6721-5102	XP_005843140.1 hypothetical protein CHLNCDRAFT_37575 [Chlorella variabilis]
OG0002165	QAXK01004616.1_9420-16745	XP_005849136.1 hypothetical protein CHLNCDRAFT_21506 [Chlorella variabilis]
OG0002167	QAXK01011260.1_4573-3532	XP_005849133.1 hypothetical protein CHLNCDRAFT_15032_ partial [Chlorella variabilis], XP_005849134.1 hypothetical protein CHLNCDRAFT_15221_ partial [Chlorella variabilis]
OG0002169	QAXK01012387.1_1585-757	XP_005849728.1 hypothetical protein CHLNCDRAFT_21333 [Chlorella variabilis]
OG0002171	QAXK01000446.1_58269-64323	XP_005844164.1 hypothetical protein CHLNCDRAFT_49120 [Chlorella variabilis]
OG0002172	QAXK01012305.1_2510-4620	XP_005847255.1 hypothetical protein CHLNCDRAFT_35552 [Chlorella variabilis]
OG0002173	QAXK01000596.1_14630-16935	XP_005847253.1 hypothetical protein CHLNCDRAFT_134244 [Chlorella variabilis]
OG0002175	QAXK01001681.1_26607-28630	XP_005844249.1 hypothetical protein CHLNCDRAFT_54649 [Chlorella variabilis]
OG0002176	QAXK01006378.1_6447-7421	XP_005847368.1 hypothetical protein CHLNCDRAFT_23545 [Chlorella variabilis]
OG0002177	QAXK01001458.1_24314-19030	XP_005847395.1 hypothetical protein CHLNCDRAFT_134241 [Chlorella variabilis]
OG0002179	QAXK01000816.1_3651-1777	XP_005847268.1 hypothetical protein CHLNCDRAFT_35582 [Chlorella variabilis]
OG0002180	QAXK01013408.1_2179-3352	XP_005844238.1 hypothetical protein CHLNCDRAFT_27224 [Chlorella variabilis]
OG0002181	QAXK01001085.1_14460-16185	XP_005847266.1 hypothetical protein CHLNCDRAFT_52504 [Chlorella variabilis]
OG0002182	QAXK01011403.1_8648-10184	XP_005850913.1 hypothetical protein CHLNCDRAFT_19961 [Chlorella variabilis]
OG0002185	QAXK01004305.1_1287-2625	XP_005845097.1 hypothetical protein CHLNCDRAFT_49059 [Chlorella variabilis]
OG0002187	QAXK01008561.1_1927-3583	XP_005846649.1 hypothetical protein CHLNCDRAFT_24653 [Chlorella variabilis]
OG0002194	QAXK01000283.1_35828-37170	XP_005846953.1 hypothetical protein CHLNCDRAFT_17401_ partial [Chlorella variabilis]
OG0002195	QAXK01004230.1_16730-15188	XP_005843440.1 hypothetical protein CHLNCDRAFT_141133 [Chlorella variabilis]
OG0002201	QAXK01010560.1_4646-7806	XP_005844122.1 hypothetical protein CHLNCDRAFT_139585 [Chlorella variabilis]
OG0002202	QAXK01015485.1_1487-4220	XP_005848838.1 hypothetical protein CHLNCDRAFT_30650 [Chlorella variabilis]
OG0002203	QAXK01002836.1_26336-33102	XP_005850052.1 hypothetical protein CHLNCDRAFT_142059 [Chlorella variabilis]
OG0002205	QAXK01006533.1_2359-4576	XP_005843563.1 hypothetical protein CHLNCDRAFT_59811 [Chlorella variabilis]
OG0002206	QAXK01001756.1_16985-18889	XP_005845784.1 hypothetical protein CHLNCDRAFT_10117_ partial [Chlorella variabilis]
OG0002211	QAXK01002337.1_17192-14208	XP_005846232.1 hypothetical protein CHLNCDRAFT_25137 [Chlorella variabilis]
OG0002212	QAXK01004985.1_1921-3702	XP_005848910.1 hypothetical protein CHLNCDRAFT_144336 [Chlorella variabilis]
OG0002214	QAXK01004099.1_10602-7616	XP_005846412.1 hypothetical protein CHLNCDRAFT_135512 [Chlorella variabilis]
OG0002216	QAXK01008333.1_5211-755	XP_005844466.1 hypothetical protein CHLNCDRAFT_138791 [Chlorella variabilis]
OG0002218	QAXK01008568.1_4370-1172	XP_005851667.1 hypothetical protein CHLNCDRAFT_56430 [Chlorella variabilis]
OG0002219	QAXK01000926.1_8546-11734	XP_005846808.1 hypothetical protein CHLNCDRAFT_135366_ partial [Chlorella variabilis]
OG0002221	QAXK01000669.1_13732-11344	XP_005844566.1 hypothetical protein CHLNCDRAFT_138790 [Chlorella variabilis]
OG0002223	QAXK01002445.1_7314-8396	XP_005844198.1 hypothetical protein CHLNCDRAFT_139383 [Chlorella variabilis]
OG0002227	QAXK01002658.1_19503-16448	XP_005851401.1 hypothetical protein CHLNCDRAFT_137657 [Chlorella variabilis]
OG0002228	QAXK01005657.1_4133-2964	XP_005851107.1 hypothetical protein CHLNCDRAFT_48459 [Chlorella variabilis]
OG0002229	QAXK01012523.1_554-5993	XP_005851402.1 hypothetical protein CHLNCDRAFT_7238_ partial [Chlorella variabilis]
OG0002231	QAXK01000465.1_13752-12830	XP_005845215.1 hypothetical protein CHLNCDRAFT_26239 [Chlorella variabilis]
OG0002232	QAXK01003345.1_4291-6594	XP_005847385.1 hypothetical protein CHLNCDRAFT_57928 [Chlorella variabilis]
OG0002233	QAXK01000437.1_11961-16259	XP_005848528.1 hypothetical protein CHLNCDRAFT_35169 [Chlorella variabilis]
OG0002235	QAXK01001803.1_9702-7639	XP_005848524.1 hypothetical protein CHLNCDRAFT_51897 [Chlorella variabilis]
OG0002238	QAXK01001182.1_10605-8247	XP_005852114.1 hypothetical protein CHLNCDRAFT_55933 [Chlorella variabilis]
OG0002241	QAXK01018825.1_5368-4150	XP_005846821.1 40S ribosomal protein S14 [Chlorella variabilis]
OG0002243	QAXK01000459.1_16579-20716	XP_005844162.1 hypothetical protein CHLNCDRAFT_139286 [Chlorella variabilis]
OG0002246	QAXK01004963.1_17662-16561	XP_005849051.1 hypothetical protein CHLNCDRAFT_143500 [Chlorella variabilis]
OG0002250	QAXK01009768.1_6744-3068	XP_005846668.1 hypothetical protein CHLNCDRAFT_53051 [Chlorella variabilis]
OG0002257	QAXK01003840.1_2463-275	XP_005851941.1 hypothetical protein CHLNCDRAFT_48441 [Chlorella variabilis]
OG0002262	QAXK01009985.1_8201-11435	XP_005848671.1 hypothetical protein CHLNCDRAFT_144240 [Chlorella variabilis]
OG0002280	QAXK01000180.1_9982-8131	XP_005850951.1 hypothetical protein CHLNCDRAFT_34185 [Chlorella variabilis]
OG0002282	QAXK01000502.1_36980-37941	XP_005846229.1 hypothetical protein CHLNCDRAFT_31689 [Chlorella variabilis]
OG0002289	QAXK01009887.1_2599-389	XP_005847955.1 hypothetical protein CHLNCDRAFT_22749 [Chlorella variabilis], XP_005847956.1 hypothetical protein CHLNCDRAFT_22676_ partial [Chlorella variabilis]
OG0002367	QAXK01000828.1_1794-5888	XP_005846946.1 hypothetical protein CHLNCDRAFT_134882 [Chlorella variabilis]
OG0002368	QAXK01012125.1_2420-651	XP_005847088.1 hypothetical protein CHLNCDRAFT_134783 [Chlorella variabilis]
OG0002374	QAXK01003443.1_1888-4145	XP_005843853.1 hypothetical protein CHLNCDRAFT_49159 [Chlorella variabilis]
OG0002375	QAXK01000611.1_344-2643	XP_005846945.1 hypothetical protein CHLNCDRAFT_48897 [Chlorella variabilis]
OG0002377	QAXK01000070.1_5006-2926	XP_005843851.1 hypothetical protein CHLNCDRAFT_32827 [Chlorella variabilis]
OG0002391	QAXK01001032.1_529-3021	XP_005845580.1 hypothetical protein CHLNCDRAFT_56260 [Chlorella variabilis]
OG0002392	QAXK01004092.1_39419-40407	XP_005849320.1 hypothetical protein CHLNCDRAFT_21511 [Chlorella variabilis]
OG0002393	QAXK01004425.1_5700-7015	XP_005843152.1 thioredoxin domain 2 [Chlorella variabilis]
OG0002398	QAXK01007630.1_3354-1779	XP_005849113.1 hypothetical protein CHLNCDRAFT_143677 [Chlorella variabilis]
OG0002400	QAXK01009758.1_1852-165	XP_005849321.1 hypothetical protein CHLNCDRAFT_143678 [Chlorella variabilis]
OG0002402	QAXK01006527.1_8708-6017	XP_005845552.1 hypothetical protein CHLNCDRAFT_36420 [Chlorella variabilis]
OG0002404	QAXK01000840.1_31502-30180	XP_005845583.1 hypothetical protein CHLNCDRAFT_25653 [Chlorella variabilis]
OG0002407	QAXK01002424.1_5771-2597	XP_005842937.1 hypothetical protein CHLNCDRAFT_141799 [Chlorella variabilis]
OG0002409	QAXK01003096.1_14696-17609	XP_005844800.1 hypothetical protein CHLNCDRAFT_138698 [Chlorella variabilis]
OG0002410	QAXK01000328.1_7305-8962	XP_005844279.1 hypothetical protein CHLNCDRAFT_37029 [Chlorella variabilis]
OG0002415	QAXK01018530.1_1173-3834	XP_005842718.1 hypothetical protein CHLNCDRAFT_28947 [Chlorella variabilis]
OG0002417	QAXK01014946.1_5937-4091	XP_005851892.1 hypothetical protein CHLNCDRAFT_18725 [Chlorella variabilis]
OG0002421	QAXK01000019.1_127-3831	XP_005850494.1 DNA polymerase delta subunit [Chlorella variabilis]
OG0002424	QAXK01004230.1_13015-11861	XP_005843415.1 hypothetical protein CHLNCDRAFT_55270 [Chlorella variabilis]
OG0002429	QAXK01018188.1_2713-2029	XP_005847890.1 hypothetical protein CHLNCDRAFT_22901 [Chlorella variabilis]
OG0002433	QAXK01010016.1_2591-4898	XP_005848065.1 hypothetical protein CHLNCDRAFT_145279 [Chlorella variabilis]
OG0002435	QAXK01006642.1_4903-8475	XP_005849797.1 hypothetical protein CHLNCDRAFT_34665 [Chlorella variabilis]
OG0002439	QAXK01006012.1_4611-6378	XP_005849465.1 hypothetical protein CHLNCDRAFT_142741 [Chlorella variabilis]
OG0002441	QAXK01000523.1_8909-7053	XP_005849743.1 hypothetical protein CHLNCDRAFT_21048 [Chlorella variabilis]
OG0002447	QAXK01011649.1_6227-2645	XP_005849526.1 hypothetical protein CHLNCDRAFT_21245 [Chlorella variabilis]
OG0002451	QAXK01000979.1_11011-9108	XP_005848344.1 hypothetical protein CHLNCDRAFT_48753 [Chlorella variabilis]
OG0002454	QAXK01017228.1_872-211	XP_005845395.1 hypothetical protein CHLNCDRAFT_25875 [Chlorella variabilis]
OG0002461	QAXK01008372.1_4504-1777	XP_005849658.1 hypothetical protein CHLNCDRAFT_34767 [Chlorella variabilis]
OG0002470	QAXK01004760.1_349-2010	XP_005847527.1 hypothetical protein CHLNCDRAFT_134584 [Chlorella variabilis]
OG0002473	QAXK01005580.1_145-5612	XP_005844143.1 hypothetical protein CHLNCDRAFT_54625 [Chlorella variabilis]
OG0002481	QAXK01019295.1_5920-5732	XP_005849842.1 hypothetical protein CHLNCDRAFT_143002 [Chlorella variabilis]
OG0002489	QAXK01011332.1_7730-6306	XP_005843739.1 hypothetical protein CHLNCDRAFT_27798_ partial [Chlorella variabilis]
OG0002490	QAXK01005493.1_5709-8739	XP_005843896.1 hypothetical protein CHLNCDRAFT_139756 [Chlorella variabilis]
OG0002491	QAXK01001982.1_13111-9273	XP_005850669.1 hypothetical protein CHLNCDRAFT_140708 [Chlorella variabilis]
OG0002493	QAXK01003356.1_3976-6343	XP_005843392.1 hypothetical protein CHLNCDRAFT_141230 [Chlorella variabilis]
OG0002501	QAXK01015333.1_8887-6386	XP_005843953.1 hypothetical protein CHLNCDRAFT_59114 [Chlorella variabilis]
OG0002502	QAXK01004701.1_7826-2022	XP_005847916.1 hypothetical protein CHLNCDRAFT_35269 [Chlorella variabilis]
OG0002509	QAXK01002072.1_7784-4601	XP_005846785.1 hypothetical protein CHLNCDRAFT_135301 [Chlorella variabilis]
OG0002520	QAXK01004095.1_2354-706	XP_005847375.1 hypothetical protein CHLNCDRAFT_134191 [Chlorella variabilis]
OG0002524	QAXK01000577.1_7847-8807	XP_005846917.1 hypothetical protein CHLNCDRAFT_134811 [Chlorella variabilis]
OG0002525	QAXK01004000.1_12088-10081	XP_005847372.1 hypothetical protein CHLNCDRAFT_23464 [Chlorella variabilis]
OG0002540	QAXK01000802.1_2542-6601	XP_005846446.1 hypothetical protein CHLNCDRAFT_9535_ partial [Chlorella variabilis]
OG0002550	QAXK01001082.1_16962-21149	XP_005843504.1 hypothetical protein CHLNCDRAFT_37436 [Chlorella variabilis]
OG0002551	QAXK01000484.1_4718-2307	XP_005844202.1 hypothetical protein CHLNCDRAFT_56335 [Chlorella variabilis]
OG0002552	QAXK01001169.1_7647-4609	XP_005848911.1 hypothetical protein CHLNCDRAFT_17690_ partial [Chlorella variabilis]
OG0002561	QAXK01000325.1_52702-51360	XP_005844399.1 hypothetical protein CHLNCDRAFT_36871 [Chlorella variabilis]
OG0002563	QAXK01010777.1_196-929	XP_005852185.1 hypothetical protein CHLNCDRAFT_18295 [Chlorella variabilis]
OG0002569	QAXK01008095.1_6073-1465	XP_005850168.1 hypothetical protein CHLNCDRAFT_57128 [Chlorella variabilis]
OG0002570	QAXK01004879.1_5868-4307	XP_005846461.1 hypothetical protein CHLNCDRAFT_58265 [Chlorella variabilis]
OG0002572	QAXK01003017.1_10269-9177	XP_005844882.1 hypothetical protein CHLNCDRAFT_58754 [Chlorella variabilis]
OG0002575	QAXK01018811.1_5082-3547	XP_005851754.1 hypothetical protein CHLNCDRAFT_133134 [Chlorella variabilis]
OG0002581	QAXK01000799.1_52275-51787	XP_005843212.1 hypothetical protein CHLNCDRAFT_28371 [Chlorella variabilis]
OG0002588	QAXK01006532.1_11118-4758	XP_005843513.1 hypothetical protein CHLNCDRAFT_28079_ partial [Chlorella variabilis]
OG0002596	QAXK01013827.1_4630-1867	XP_005844749.1 malate dehydrogenase_ cytoplasmic [Chlorella variabilis]
OG0002601	QAXK01013188.1_5354-2685	XP_005851022.1 hypothetical protein CHLNCDRAFT_34254 [Chlorella variabilis]
OG0002604	QAXK01003755.1_5170-9460	XP_005843161.1 hypothetical protein CHLNCDRAFT_28367 [Chlorella variabilis]
OG0002608	QAXK01001306.1_3606-5501	XP_005848267.1 hypothetical protein CHLNCDRAFT_57612_ partial [Chlorella variabilis]
OG0002610	QAXK01006881.1_2636-4947	XP_005846536.1 hypothetical protein CHLNCDRAFT_135827 [Chlorella variabilis]
OG0002611	QAXK01008206.1_13328-14330	XP_005846533.1 hypothetical protein CHLNCDRAFT_14420_ partial [Chlorella variabilis]
OG0002613	QAXK01001336.1_4314-5769	XP_005846362.1 hypothetical protein CHLNCDRAFT_58309 [Chlorella variabilis]
OG0002615	QAXK01018285.1_3833-2399	XP_005844611.1 hypothetical protein CHLNCDRAFT_26827 [Chlorella variabilis]
OG0002620	QAXK01005400.1_31209-29659	XP_005851786.1 hypothetical protein CHLNCDRAFT_56513 [Chlorella variabilis]
OG0002627	QAXK01000679.1_20862-23970	XP_005848545.1 hypothetical protein CHLNCDRAFT_48757 [Chlorella variabilis]
OG0002632	QAXK01000208.1_858-3327	XP_005848356.1 hypothetical protein CHLNCDRAFT_30881 [Chlorella variabilis]
OG0002633	QAXK01015735.1_789-3208	XP_005849535.1 hypothetical protein CHLNCDRAFT_16774_ partial [Chlorella variabilis]
OG0002634	QAXK01005319.1_15043-16886	XP_005848745.1 hypothetical protein CHLNCDRAFT_144447 [Chlorella variabilis]
OG0002641	QAXK01001768.1_11195-11945	XP_005844917.1 hypothetical protein CHLNCDRAFT_138485 [Chlorella variabilis]
OG0002642	QAXK01002348.1_6292-8730	XP_005852175.1 hypothetical protein CHLNCDRAFT_59537 [Chlorella variabilis]
OG0002654	QAXK01008540.1_14282-12509	XP_005848256.1 hypothetical protein CHLNCDRAFT_57607 [Chlorella variabilis]
OG0002656	QAXK01008693.1_1704-2778	XP_005846060.1 hypothetical protein CHLNCDRAFT_14518_ partial [Chlorella variabilis]
OG0002657	QAXK01001396.1_8898-9977	XP_005848250.1 hypothetical protein CHLNCDRAFT_51790 [Chlorella variabilis]
OG0002663	QAXK01005614.1_2666-5868	XP_005842960.1 hypothetical protein CHLNCDRAFT_59830 [Chlorella variabilis]
OG0002665	QAXK01013120.1_9967-12816	XP_005844037.1 hypothetical protein CHLNCDRAFT_9497_ partial [Chlorella variabilis]
OG0002670	QAXK01006673.1_15764-13631	XP_005843714.1 hypothetical protein CHLNCDRAFT_27787_ partial [Chlorella variabilis]
OG0002674	QAXK01009777.1_8817-6577	XP_005843022.1 hypothetical protein CHLNCDRAFT_141711 [Chlorella variabilis]
OG0002680	QAXK01002348.1_28743-27471	XP_005843003.1 hypothetical protein CHLNCDRAFT_141731 [Chlorella variabilis]
OG0002684	QAXK01009099.1_14211-12777	XP_005848863.1 hypothetical protein CHLNCDRAFT_57491 [Chlorella variabilis]
OG0002690	QAXK01002281.1_18158-20087	XP_005844978.1 hypothetical protein CHLNCDRAFT_26344 [Chlorella variabilis]
OG0002691	QAXK01017025.1_286-4417	XP_005848285.1 hypothetical protein CHLNCDRAFT_30799 [Chlorella variabilis]
OG0002692	QAXK01018733.1_2749-2003	XP_005844862.1 hypothetical protein CHLNCDRAFT_48299 [Chlorella variabilis]
OG0002693	QAXK01001086.1_9229-7556	XP_005851574.1 hypothetical protein CHLNCDRAFT_18967 [Chlorella variabilis]
OG0002695	QAXK01007477.1_3698-5226	XP_005852143.1 hypothetical protein CHLNCDRAFT_133267 [Chlorella variabilis]
OG0002710	QAXK01005359.1_3667-6796	XP_005846608.1 hypothetical protein CHLNCDRAFT_135218 [Chlorella variabilis]
OG0002711	QAXK01000142.1_2803-4675	XP_005852191.1 hypothetical protein CHLNCDRAFT_18754_ partial [Chlorella variabilis], XP_005851505.1 hypothetical protein CHLNCDRAFT_33857 [Chlorella variabilis]
OG0002714	QAXK01008206.1_4068-2028	XP_005849628.1 hypothetical protein CHLNCDRAFT_11464_ partial [Chlorella variabilis]
OG0002716	QAXK01002299.1_25676-26628	XP_005843294.1 hypothetical protein CHLNCDRAFT_56407 [Chlorella variabilis]
OG0002723	QAXK01001735.1_19259-17991	XP_005844003.1 hypothetical protein CHLNCDRAFT_27382 [Chlorella variabilis]
OG0002725	QAXK01014870.1_4125-17	XP_005844013.1 hypothetical protein CHLNCDRAFT_139542 [Chlorella variabilis]
OG0002728	QAXK01001551.1_13518-17077	XP_005844529.1 hypothetical protein CHLNCDRAFT_36846 [Chlorella variabilis]
OG0002729	QAXK01006977.1_27647-33279	XP_005844108.1 hypothetical protein CHLNCDRAFT_139544_ partial [Chlorella variabilis]
OG0002737	QAXK01003565.1_11016-9575	XP_005851444.1 hypothetical protein CHLNCDRAFT_137774 [Chlorella variabilis]
OG0002740	QAXK01008073.1_769-1809	XP_005850764.1 hypothetical protein CHLNCDRAFT_13632_ partial [Chlorella variabilis]
OG0002747	QAXK01003905.1_20331-25213	XP_005847764.1 hypothetical protein CHLNCDRAFT_23258 [Chlorella variabilis]
OG0002748	QAXK01006264.1_6024-5189	XP_005851053.1 hypothetical protein CHLNCDRAFT_19755 [Chlorella variabilis]
OG0002758	QAXK01000240.1_34950-34312	XP_005849988.1 hypothetical protein CHLNCDRAFT_141902 [Chlorella variabilis]
OG0002759	QAXK01007099.1_3453-8857	XP_005842836.1 hypothetical protein CHLNCDRAFT_33393 [Chlorella variabilis]
OG0002761	QAXK01001947.1_20720-25947	XP_005846403.1 hypothetical protein CHLNCDRAFT_135487 [Chlorella variabilis]
OG0002768	QAXK01003475.1_1733-1302	XP_005847729.1 hypothetical protein CHLNCDRAFT_133791 [Chlorella variabilis]
OG0002771	QAXK01011921.1_1066-3701	XP_005850599.1 expressed protein [Chlorella variabilis]
OG0002772	QAXK01003475.1_2682-4175	XP_005851016.1 hypothetical protein CHLNCDRAFT_140862 [Chlorella variabilis]
OG0002773	QAXK01017743.1_4283-978	XP_005849286.1 hypothetical protein CHLNCDRAFT_34863 [Chlorella variabilis]
OG0002777	QAXK01014000.1_19150-23189	XP_005844235.1 hypothetical protein CHLNCDRAFT_27061 [Chlorella variabilis]
OG0002778	QAXK01002678.1_2058-278	XP_005844609.1 hypothetical protein CHLNCDRAFT_49093 [Chlorella variabilis]
OG0002781	QAXK01008309.1_4393-845	XP_005850851.1 hypothetical protein CHLNCDRAFT_140453 [Chlorella variabilis]
OG0002791	QAXK01006910.1_4587-4039	XP_005850219.1 hypothetical protein CHLNCDRAFT_57163 [Chlorella variabilis]
OG0002793	QAXK01003026.1_6033-13877	XP_005844387.1 hypothetical protein CHLNCDRAFT_139027 [Chlorella variabilis]
OG0002799	QAXK01000454.1_923-1568	XP_005844721.1 hypothetical protein CHLNCDRAFT_138690 [Chlorella variabilis]
OG0002810	QAXK01009911.1_30762-28414	XP_005850821.1 hypothetical protein CHLNCDRAFT_140375 [Chlorella variabilis]
OG0002812	QAXK01008556.1_5708-3352	XP_005846994.1 hypothetical protein CHLNCDRAFT_24112 [Chlorella variabilis]
OG0002818	QAXK01001221.1_1240-326	XP_005850517.1 hypothetical protein CHLNCDRAFT_140360 [Chlorella variabilis]
OG0002819	QAXK01001402.1_3021-777	XP_005850523.1 hypothetical protein CHLNCDRAFT_19624 [Chlorella variabilis]
OG0002820	QAXK01007101.1_2486-3500	XP_005850516.1 hypothetical protein CHLNCDRAFT_12117_ partial [Chlorella variabilis]
OG0002821	QAXK01001240.1_4320-118	XP_005851641.1 hypothetical protein CHLNCDRAFT_18984_ partial [Chlorella variabilis]
OG0002827	QAXK01001575.1_9213-11802	XP_005846933.1 hypothetical protein CHLNCDRAFT_134850 [Chlorella variabilis]
OG0002829	QAXK01008464.1_4921-314	XP_005846920.1 hypothetical protein CHLNCDRAFT_24090 [Chlorella variabilis]
OG0002831	QAXK01009471.1_2975-111	XP_005847096.1 hypothetical protein CHLNCDRAFT_134805 [Chlorella variabilis]
OG0002842	QAXK01002063.1_17610-18209	XP_005850248.1 hypothetical protein CHLNCDRAFT_141923 [Chlorella variabilis]
OG0002848	QAXK01011190.1_3792-5177	XP_005843901.1 hypothetical protein CHLNCDRAFT_139764 [Chlorella variabilis]
OG0002852	QAXK01002795.1_1894-3499	XP_005847578.1 hypothetical protein CHLNCDRAFT_133833 [Chlorella variabilis]
OG0002853	QAXK01006222.1_6005-7514	XP_005850271.1 hypothetical protein CHLNCDRAFT_11561_ partial [Chlorella variabilis]
OG0002854	QAXK01000274.1_4441-2040	XP_005850027.1 hypothetical protein CHLNCDRAFT_142001 [Chlorella variabilis]
OG0002871	QAXK01001665.1_2326-3883	XP_005844861.1 hypothetical protein CHLNCDRAFT_26451_ partial [Chlorella variabilis]
OG0002877	QAXK01001383.1_16600-17459	XP_005844072.1 hypothetical protein CHLNCDRAFT_37075 [Chlorella variabilis]
OG0002889	QAXK01014533.1_1995-3733	XP_005847829.1 hypothetical protein CHLNCDRAFT_134051 [Chlorella variabilis]
OG0002890	QAXK01012468.1_6191-5064	XP_005848191.1 hypothetical protein CHLNCDRAFT_145612 [Chlorella variabilis]
OG0002892	QAXK01004675.1_1944-4753	XP_005847700.1 phosphoribulokinase precursor_ partial [Chlorella variabilis]
OG0002895	QAXK01006273.1_11056-8644	XP_005847645.1 hypothetical protein CHLNCDRAFT_133992 [Chlorella variabilis]
OG0002898	QAXK01013787.1_6935-10103	XP_005850526.1 hypothetical protein CHLNCDRAFT_34039 [Chlorella variabilis]
OG0002900	QAXK01000573.1_11483-12681	XP_005846147.1 hypothetical protein CHLNCDRAFT_136117 [Chlorella variabilis]
OG0002903	QAXK01008701.1_3697-2030	XP_005849676.1 hypothetical protein CHLNCDRAFT_20834 [Chlorella variabilis]
OG0002915	QAXK01000080.1_1794-5623	XP_005846853.1 hypothetical protein CHLNCDRAFT_134653 [Chlorella variabilis]
OG0002916	QAXK01010627.1_8219-6389	XP_005851190.1 hypothetical protein CHLNCDRAFT_56722 [Chlorella variabilis]
OG0002918	QAXK01005102.1_8833-5901	XP_005850875.1 hypothetical protein CHLNCDRAFT_19664 [Chlorella variabilis]
OG0002927	QAXK01012487.1_1571-2566	XP_005847782.1 hypothetical protein CHLNCDRAFT_133923 [Chlorella variabilis]
OG0002931	QAXK01009697.1_3987-6949	XP_005849944.1 hypothetical protein CHLNCDRAFT_34805 [Chlorella variabilis]
OG0002938	QAXK01014057.1_8141-7852	XP_005847021.1 hypothetical protein CHLNCDRAFT_134630 [Chlorella variabilis]
OG0002940	QAXK01000147.1_17903-18595	XP_005847026.1 hypothetical protein CHLNCDRAFT_23947 [Chlorella variabilis]
OG0002946	QAXK01002261.1_40148-34742	XP_005851597.1 hypothetical protein CHLNCDRAFT_33926 [Chlorella variabilis]
OG0002948	QAXK01005661.1_3614-5576	XP_005851200.1 hypothetical protein CHLNCDRAFT_137880 [Chlorella variabilis]
OG0002955	QAXK01003496.1_4117-1328	XP_005847027.1 hypothetical protein CHLNCDRAFT_11894_ partial [Chlorella variabilis]
OG0002962	QAXK01002423.1_4870-1549	XP_005847470.1 hypothetical protein CHLNCDRAFT_35621 [Chlorella variabilis]
OG0002965	QAXK01009311.1_5086-9550	XP_005844595.1 hypothetical protein CHLNCDRAFT_58862 [Chlorella variabilis]
OG0002969	QAXK01007111.1_9724-10631	XP_005847306.1 hypothetical protein CHLNCDRAFT_14184_ partial [Chlorella variabilis]
OG0002971	QAXK01004485.1_1816-3388	XP_005849373.1 hypothetical protein CHLNCDRAFT_21686 [Chlorella variabilis]
OG0002988	QAXK01005019.1_7837-6195	XP_005844117.1 hypothetical protein CHLNCDRAFT_27289 [Chlorella variabilis]
OG0002994	QAXK01008641.1_5826-4936	XP_005846441.1 hypothetical protein CHLNCDRAFT_17561_ partial [Chlorella variabilis]
OG0002996	QAXK01008356.1_1994-1323	XP_005851902.1 hypothetical protein CHLNCDRAFT_133517 [Chlorella variabilis]
OG0003000	QAXK01018219.1_153-1479	XP_005847851.1 hypothetical protein CHLNCDRAFT_134092 [Chlorella variabilis], XP_005851922.1 hypothetical protein CHLNCDRAFT_18066_ partial [Chlorella variabilis]
OG0003006	QAXK01009127.1_2830-5632	XP_005852269.1 hypothetical protein CHLNCDRAFT_33699 [Chlorella variabilis]
OG0003009	QAXK01001726.1_8268-6818	XP_005852245.1 hypothetical protein CHLNCDRAFT_133558 [Chlorella variabilis]
