Orthogroup	Chlorella_KRBP	Chlorella_Vulgaris2111P
OG0002212	QAXK01004985.1_1921-3702	KAI3427057.1 hypothetical protein D9Q98_006997 [Chlorella vulgaris]
OG0002214	QAXK01004099.1_10602-7616	KAI3435957.1 hypothetical protein D9Q98_002015 [Chlorella vulgaris]
OG0002216	QAXK01008333.1_5211-755	KAI3430409.1 hypothetical protein D9Q98_005004 [Chlorella vulgaris]
OG0002218	QAXK01008568.1_4370-1172	KAI3429249.1 hypothetical protein D9Q98_005346 [Chlorella vulgaris]
OG0002219	QAXK01000926.1_8546-11734	KAI3424991.1 hypothetical protein D9Q98_008372 [Chlorella vulgaris]
OG0002221	QAXK01000669.1_13732-11344	KAI3430410.1 hypothetical protein D9Q98_005005 [Chlorella vulgaris]
OG0002223	QAXK01002445.1_7314-8396	KAI3432351.1 hypothetical protein D9Q98_003908 [Chlorella vulgaris]
OG0002227	QAXK01002658.1_19503-16448	KAI3433830.1 hypothetical protein D9Q98_003634 [Chlorella vulgaris]
OG0002228	QAXK01005657.1_4133-2964	KAI3433827.1 hypothetical protein D9Q98_003631 [Chlorella vulgaris]
OG0002229	QAXK01012523.1_554-5993	KAI3433828.1 hypothetical protein D9Q98_003632 [Chlorella vulgaris]
OG0002231	QAXK01000465.1_13752-12830	KAI3424886.1 hypothetical protein D9Q98_008270 [Chlorella vulgaris]
OG0002232	QAXK01003345.1_4291-6594	KAI3428714.1 hypothetical protein D9Q98_007538 [Chlorella vulgaris]
OG0002233	QAXK01000437.1_11961-16259	KAI3426393.1 hypothetical protein D9Q98_008764 [Chlorella vulgaris]
OG0002235	QAXK01001803.1_9702-7639	KAI3426378.1 hypothetical protein D9Q98_008749 [Chlorella vulgaris]
OG0002238	QAXK01001182.1_10605-8247	KAI3429495.1 hypothetical protein D9Q98_005584 [Chlorella vulgaris]
OG0002241	QAXK01018825.1_5368-4150	KAI3424970.1 hypothetical protein D9Q98_008351 [Chlorella vulgaris]
OG0002243	QAXK01000459.1_16579-20716	KAI3426099.1 hypothetical protein D9Q98_008067 [Chlorella vulgaris]
OG0002246	QAXK01004963.1_17662-16561	KAI3434960.1 hypothetical protein D9Q98_003014 [Chlorella vulgaris]
OG0002250	QAXK01009768.1_6744-3068	KAI3424986.1 hypothetical protein D9Q98_008367 [Chlorella vulgaris]
OG0002257	QAXK01003840.1_2463-275	KAI3429824.1 hypothetical protein D9Q98_010137 [Chlorella vulgaris]
OG0002262	QAXK01009985.1_8201-11435	KAI3427130.1 hypothetical protein D9Q98_007067 [Chlorella vulgaris]
OG0002280	QAXK01000180.1_9982-8131	KAI3436633.1 hypothetical protein D9Q98_006049 [Chlorella vulgaris]
OG0002282	QAXK01000502.1_36980-37941	KAI3435966.1 hypothetical protein D9Q98_002024 [Chlorella vulgaris]
OG0002289	QAXK01009887.1_2599-389	KAI3437748.1 hypothetical protein D9Q98_000196 [Chlorella vulgaris]
OG0002367	QAXK01000828.1_1794-5888	KAI3438077.1 hypothetical protein D9Q98_000519 [Chlorella vulgaris]
OG0002368	QAXK01012125.1_2420-651	KAI3438172.1 hypothetical protein D9Q98_000609 [Chlorella vulgaris]
OG0002374	QAXK01003443.1_1888-4145	KAI3434542.1 hypothetical protein D9Q98_002615 [Chlorella vulgaris]
OG0002375	QAXK01000611.1_344-2643	KAI3438079.1 hypothetical protein D9Q98_000521 [Chlorella vulgaris]
OG0002377	QAXK01000070.1_5006-2926	KAI3434567.1 hypothetical protein D9Q98_002639 [Chlorella vulgaris]
OG0002391	QAXK01001032.1_529-3021	KAI3424083.1 hypothetical protein D9Q98_009445 [Chlorella vulgaris]
OG0002392	QAXK01004092.1_39419-40407	KAI3434836.1 hypothetical protein D9Q98_002891 [Chlorella vulgaris]
OG0002393	QAXK01004425.1_5700-7015	KAI3424463.1 hypothetical protein D9Q98_010014 [Chlorella vulgaris]
OG0002398	QAXK01007630.1_3354-1779	KAI3434833.1 hypothetical protein D9Q98_002888 [Chlorella vulgaris]
OG0002400	QAXK01009758.1_1852-165	KAI3434832.1 hypothetical protein D9Q98_002887 [Chlorella vulgaris]
OG0002402	QAXK01006527.1_8708-6017	KAI3424136.1 hypothetical protein D9Q98_009496 [Chlorella vulgaris]
OG0002404	QAXK01000840.1_31502-30180	KAI3424077.1 hypothetical protein D9Q98_009440 [Chlorella vulgaris]
OG0002407	QAXK01002424.1_5771-2597	KAI3430901.1 hypothetical protein D9Q98_009310 [Chlorella vulgaris]
OG0002409	QAXK01003096.1_14696-17609	KAI3430860.1 hypothetical protein D9Q98_009269 [Chlorella vulgaris]
OG0002410	QAXK01000328.1_7305-8962	KAI3432355.1 hypothetical protein D9Q98_003912 [Chlorella vulgaris]
OG0002415	QAXK01018530.1_1173-3834	KAI3429730.1 hypothetical protein D9Q98_010045 [Chlorella vulgaris]
OG0002417	QAXK01014946.1_5937-4091	KAI3429728.1 hypothetical protein D9Q98_010043 [Chlorella vulgaris]
OG0002421	QAXK01000019.1_127-3831	KAI3435597.1 hypothetical protein D9Q98_001662 [Chlorella vulgaris]
OG0002424	QAXK01004230.1_13015-11861	KAI3430442.1 hypothetical protein D9Q98_005037 [Chlorella vulgaris]
OG0002429	QAXK01018188.1_2713-2029	KAI3437878.1 hypothetical protein D9Q98_000324 [Chlorella vulgaris]
OG0002433	QAXK01010016.1_2591-4898	KAI3437851.1 hypothetical protein D9Q98_000297 [Chlorella vulgaris]
OG0002435	QAXK01006642.1_4903-8475	KAI3438571.1 hypothetical protein D9Q98_000998 [Chlorella vulgaris]
OG0002439	QAXK01006012.1_4611-6378	KAI3438426.1 hypothetical protein D9Q98_000857 [Chlorella vulgaris]
OG0002441	QAXK01000523.1_8909-7053	KAI3438443.1 hypothetical protein D9Q98_000873 [Chlorella vulgaris]
OG0002447	QAXK01011649.1_6227-2645	KAI3438553.1 hypothetical protein D9Q98_000981 [Chlorella vulgaris]
OG0002451	QAXK01000979.1_11011-9108	KAI3426399.1 hypothetical protein D9Q98_008769 [Chlorella vulgaris]
OG0002454	QAXK01017228.1_872-211	KAI3436267.1 hypothetical protein D9Q98_002320 [Chlorella vulgaris]
OG0002461	QAXK01008372.1_4504-1777	KAI3438817.1 hypothetical protein D9Q98_001234 [Chlorella vulgaris]
OG0002470	QAXK01004760.1_349-2010	KAI3428420.1 hypothetical protein D9Q98_007247 [Chlorella vulgaris]
OG0002473	QAXK01005580.1_145-5612	KAI3426053.1 hypothetical protein D9Q98_008021 [Chlorella vulgaris]
OG0002481	QAXK01019295.1_5920-5732	KAI3438662.1 hypothetical protein D9Q98_001083 [Chlorella vulgaris]
OG0002489	QAXK01011332.1_7730-6306	KAI3424295.1 hypothetical protein D9Q98_009850 [Chlorella vulgaris]
OG0002490	QAXK01005493.1_5709-8739	KAI3434481.1 hypothetical protein D9Q98_002557 [Chlorella vulgaris]
OG0002491	QAXK01001982.1_13111-9273	KAI3436629.1 hypothetical protein D9Q98_006046 [Chlorella vulgaris]
OG0002493	QAXK01003356.1_3976-6343	KAI3430480.1 hypothetical protein D9Q98_005075 [Chlorella vulgaris]
OG0002501	QAXK01015333.1_8887-6386	KAI3434533.1 hypothetical protein D9Q98_002606 [Chlorella vulgaris]
OG0002502	QAXK01004701.1_7826-2022	KAI3437820.1 hypothetical protein D9Q98_000267 [Chlorella vulgaris]
OG0002509	QAXK01002072.1_7784-4601	KAI3425047.1 hypothetical protein D9Q98_008425 [Chlorella vulgaris]
OG0002520	QAXK01004095.1_2354-706	KAI3428739.1 hypothetical protein D9Q98_007562 [Chlorella vulgaris]
OG0002524	QAXK01000577.1_7847-8807	KAI3438140.1 hypothetical protein D9Q98_000581 [Chlorella vulgaris]
OG0002525	QAXK01004000.1_12088-10081	KAI3428743.1 hypothetical protein D9Q98_007566 [Chlorella vulgaris]
OG0002540	QAXK01000802.1_2542-6601	KAI3435887.1 hypothetical protein D9Q98_001945 [Chlorella vulgaris]
OG0002550	QAXK01001082.1_16962-21149	KAI3432686.1 hypothetical protein D9Q98_004229 [Chlorella vulgaris]
OG0002551	QAXK01000484.1_4718-2307	KAI3432364.1 hypothetical protein D9Q98_003921 [Chlorella vulgaris]
OG0002552	QAXK01001169.1_7647-4609	KAI3427056.1 hypothetical protein D9Q98_006996 [Chlorella vulgaris]
OG0002561	QAXK01000325.1_52702-51360	KAI3432799.1 hypothetical protein D9Q98_010383 [Chlorella vulgaris]
OG0002563	QAXK01010777.1_196-929	KAI3429637.1 hypothetical protein D9Q98_005723 [Chlorella vulgaris]
OG0002569	QAXK01008095.1_6073-1465	KAI3428319.1 hypothetical protein D9Q98_006699 [Chlorella vulgaris]
OG0002570	QAXK01004879.1_5868-4307	KAI3435856.1 hypothetical protein D9Q98_001914 [Chlorella vulgaris]
OG0002572	QAXK01003017.1_10269-9177	KAI3431636.1 hypothetical protein D9Q98_004683 [Chlorella vulgaris]
OG0002575	QAXK01018811.1_5082-3547	KAI3429449.1 hypothetical protein D9Q98_005542 [Chlorella vulgaris]
OG0002578	QAXK01006849.1_22455-23625	KAI3432660.1 hypothetical protein D9Q98_004204 [Chlorella vulgaris]
OG0002581	QAXK01000799.1_52275-51787	KAI3427331.1 hypothetical protein D9Q98_010248 [Chlorella vulgaris]
OG0002587	QAXK01003879.1_1866-205	KAI3432211.1 hypothetical protein D9Q98_003773 [Chlorella vulgaris]
OG0002588	QAXK01006532.1_11118-4758	KAI3432683.1 hypothetical protein D9Q98_004226 [Chlorella vulgaris]
OG0002596	QAXK01013827.1_4630-1867	KAI3430749.1 hypothetical protein D9Q98_009161 [Chlorella vulgaris]
OG0002601	QAXK01013188.1_5354-2685	KAI3436471.1 hypothetical protein D9Q98_005888 [Chlorella vulgaris]
OG0002604	QAXK01003755.1_5170-9460	KAI3427439.1 hypothetical protein D9Q98_010354 [Chlorella vulgaris]
OG0002608	QAXK01001306.1_3606-5501	KAI3426257.1 hypothetical protein D9Q98_008632 [Chlorella vulgaris]
OG0002610	QAXK01006881.1_2636-4947	KAI3435683.1 hypothetical protein D9Q98_001741 [Chlorella vulgaris]
OG0002611	QAXK01008206.1_13328-14330	KAI3435679.1 hypothetical protein D9Q98_001736 [Chlorella vulgaris]
OG0002613	QAXK01001336.1_4314-5769	KAI3435689.1 hypothetical protein D9Q98_001747 [Chlorella vulgaris]
OG0002615	QAXK01018285.1_3833-2399	KAI3430292.1 hypothetical protein D9Q98_004888 [Chlorella vulgaris]
OG0002620	QAXK01005400.1_31209-29659	KAI3429516.1 hypothetical protein D9Q98_005605 [Chlorella vulgaris]
OG0002627	QAXK01000679.1_20862-23970	KAI3426426.1 hypothetical protein D9Q98_008794 [Chlorella vulgaris]
OG0002632	QAXK01000208.1_858-3327	KAI3426433.1 hypothetical protein D9Q98_008801 [Chlorella vulgaris]
OG0002633	QAXK01015735.1_789-3208	KAI3438579.1 hypothetical protein D9Q98_001004 [Chlorella vulgaris]
OG0002634	QAXK01005319.1_15043-16886	KAI3426954.1 hypothetical protein D9Q98_006898 [Chlorella vulgaris]
OG0002641	QAXK01001768.1_11195-11945	KAI3431569.1 hypothetical protein D9Q98_004619 [Chlorella vulgaris]
OG0002642	QAXK01002348.1_6292-8730	KAI3429589.1 hypothetical protein D9Q98_005675 [Chlorella vulgaris]
OG0002654	QAXK01008540.1_14282-12509	KAI3426231.1 hypothetical protein D9Q98_008607 [Chlorella vulgaris]
OG0002656	QAXK01008693.1_1704-2778	KAI3431516.1 hypothetical protein D9Q98_004566 [Chlorella vulgaris]
OG0002657	QAXK01001396.1_8898-9977	KAI3426218.1 hypothetical protein D9Q98_008594 [Chlorella vulgaris]
OG0002663	QAXK01005614.1_2666-5868	KAI3430727.1 hypothetical protein D9Q98_005313 [Chlorella vulgaris]
OG0002665	QAXK01013120.1_9967-12816	KAI3430672.1 hypothetical protein D9Q98_005263 [Chlorella vulgaris]
OG0002670	QAXK01006673.1_15764-13631	KAI3424363.1 hypothetical protein D9Q98_009916 [Chlorella vulgaris]
OG0002674	QAXK01009777.1_8817-6577	KAI3436340.1 hypothetical protein D9Q98_002393 [Chlorella vulgaris]
OG0002680	QAXK01002348.1_28743-27471	KAI3436312.1 hypothetical protein D9Q98_002365 [Chlorella vulgaris]
OG0002684	QAXK01009099.1_14211-12777	KAI3427138.1 hypothetical protein D9Q98_007075 [Chlorella vulgaris]
OG0002690	QAXK01002281.1_18158-20087	KAI3431661.1 hypothetical protein D9Q98_004708 [Chlorella vulgaris]
OG0002691	QAXK01017025.1_286-4417	KAI3426291.1 hypothetical protein D9Q98_008664 [Chlorella vulgaris]
OG0002692	QAXK01018733.1_2749-2003	KAI3431670.1 hypothetical protein D9Q98_004717 [Chlorella vulgaris]
OG0002693	QAXK01001086.1_9229-7556	KAI3433441.1 hypothetical protein D9Q98_003255 [Chlorella vulgaris]
OG0002695	QAXK01007477.1_3698-5226	KAI3429553.1 hypothetical protein D9Q98_005641 [Chlorella vulgaris]
OG0002710	QAXK01005359.1_3667-6796	KAI3423826.1 hypothetical protein D9Q98_009662 [Chlorella vulgaris]
OG0002711	QAXK01000142.1_2803-4675	KAI3433593.1 hypothetical protein D9Q98_003404 [Chlorella vulgaris]
OG0002714	QAXK01008206.1_4068-2028	KAI3438753.1 hypothetical protein D9Q98_001172 [Chlorella vulgaris]
OG0002716	QAXK01002299.1_25676-26628	KAI3431803.1 hypothetical protein D9Q98_010556 [Chlorella vulgaris]
OG0002723	QAXK01001735.1_19259-17991	KAI3430598.1 hypothetical protein D9Q98_005191 [Chlorella vulgaris]
OG0002725	QAXK01014870.1_4125-17	KAI3430619.1 hypothetical protein D9Q98_005211 [Chlorella vulgaris]
OG0002728	QAXK01001551.1_13518-17077	KAI3430266.1 hypothetical protein D9Q98_004862 [Chlorella vulgaris]
OG0002737	QAXK01003565.1_11016-9575	KAI3433712.1 hypothetical protein D9Q98_003521 [Chlorella vulgaris]
OG0002740	QAXK01008073.1_769-1809	KAI3436413.1 hypothetical protein D9Q98_005830 [Chlorella vulgaris]
OG0002747	QAXK01003905.1_20331-25213	KAI3425821.1 hypothetical protein D9Q98_007796 [Chlorella vulgaris]
OG0002748	QAXK01006264.1_6024-5189	KAI3436390.1 hypothetical protein D9Q98_005807 [Chlorella vulgaris]
OG0002758	QAXK01000240.1_34950-34312	KAI3427950.1 hypothetical protein D9Q98_006340 [Chlorella vulgaris]
OG0002759	QAXK01007099.1_3453-8857	KAI3435999.1 hypothetical protein D9Q98_002056 [Chlorella vulgaris]
OG0002761	QAXK01001947.1_20720-25947	KAI3435980.1 hypothetical protein D9Q98_002038 [Chlorella vulgaris]
OG0002768	QAXK01003475.1_1733-1302	KAI3425758.1 hypothetical protein D9Q98_007733 [Chlorella vulgaris]
OG0002771	QAXK01011921.1_1066-3701	KAI3436776.1 hypothetical protein D9Q98_006188 [Chlorella vulgaris]
OG0002772	QAXK01003475.1_2682-4175	KAI3436485.1 hypothetical protein D9Q98_005902 [Chlorella vulgaris]
OG0002773	QAXK01017743.1_4283-978	KAI3434883.1 hypothetical protein D9Q98_002937 [Chlorella vulgaris]
OG0002777	QAXK01014000.1_19150-23189	KAI3426067.1 hypothetical protein D9Q98_008035 [Chlorella vulgaris]
OG0002778	QAXK01002678.1_2058-278	KAI3430293.1 hypothetical protein D9Q98_004889 [Chlorella vulgaris]
OG0002781	QAXK01008309.1_4393-845	KAI3436854.1 hypothetical protein D9Q98_006264 [Chlorella vulgaris]
OG0002791	QAXK01006910.1_4587-4039	KAI3428791.1 hypothetical protein D9Q98_007610 [Chlorella vulgaris]
OG0002793	QAXK01003026.1_6033-13877	KAI3439092.1 hypothetical protein D9Q98_001502 [Chlorella vulgaris]
OG0002799	QAXK01000454.1_923-1568	KAI3430855.1 hypothetical protein D9Q98_009264 [Chlorella vulgaris]
OG0002810	QAXK01009911.1_30762-28414	KAI3435496.1 hypothetical protein D9Q98_001562 [Chlorella vulgaris]
OG0002812	QAXK01008556.1_5708-3352	KAI3437958.1 hypothetical protein D9Q98_000402 [Chlorella vulgaris]
OG0002818	QAXK01001221.1_1240-326	KAI3435507.1 hypothetical protein D9Q98_001573 [Chlorella vulgaris]
OG0002819	QAXK01001402.1_3021-777	KAI3435497.1 hypothetical protein D9Q98_001563 [Chlorella vulgaris]
OG0002820	QAXK01007101.1_2486-3500	KAI3435509.1 hypothetical protein D9Q98_001575 [Chlorella vulgaris]
OG0002821	QAXK01001240.1_4320-118	KAI3433299.1 hypothetical protein D9Q98_003118 [Chlorella vulgaris]
OG0002827	QAXK01001575.1_9213-11802	KAI3438101.1 hypothetical protein D9Q98_000543 [Chlorella vulgaris]
OG0002829	QAXK01008464.1_4921-314	KAI3438129.1 hypothetical protein D9Q98_000570 [Chlorella vulgaris]
OG0002831	QAXK01009471.1_2975-111	KAI3438146.1 hypothetical protein D9Q98_000587 [Chlorella vulgaris]
OG0002842	QAXK01002063.1_17610-18209	KAI3427967.1 hypothetical protein D9Q98_006357 [Chlorella vulgaris]
OG0002848	QAXK01011190.1_3792-5177	KAI3434477.1 hypothetical protein D9Q98_002553 [Chlorella vulgaris]
OG0002852	QAXK01002795.1_1894-3499	KAI3425785.1 hypothetical protein D9Q98_007760 [Chlorella vulgaris]
OG0002853	QAXK01006222.1_6005-7514	KAI3428013.1 hypothetical protein D9Q98_006399 [Chlorella vulgaris]
OG0002854	QAXK01000274.1_4441-2040	KAI3428028.1 hypothetical protein D9Q98_006414 [Chlorella vulgaris]
OG0002861	QAXK01000336.1_29701-28621	KAI3435020.1 hypothetical protein D9Q98_003072 [Chlorella vulgaris]
OG0002871	QAXK01001665.1_2326-3883	KAI3431671.1 hypothetical protein D9Q98_004718 [Chlorella vulgaris]
OG0002877	QAXK01001383.1_16600-17459	KAI3430558.1 hypothetical protein D9Q98_005151 [Chlorella vulgaris]
OG0002889	QAXK01014533.1_1995-3733	KAI3425968.1 hypothetical protein D9Q98_007936 [Chlorella vulgaris]
OG0002890	QAXK01012468.1_6191-5064	KAI3437570.1 hypothetical protein D9Q98_000023 [Chlorella vulgaris]
OG0002892	QAXK01004675.1_1944-4753	KAI3426031.1 hypothetical protein D9Q98_007999 [Chlorella vulgaris]
OG0002895	QAXK01006273.1_11056-8644	KAI3425910.1 hypothetical protein D9Q98_007882 [Chlorella vulgaris]
OG0002898	QAXK01013787.1_6935-10103	KAI3435492.1 hypothetical protein D9Q98_001558 [Chlorella vulgaris]
OG0002900	QAXK01000573.1_11483-12681	KAI3431405.1 hypothetical protein D9Q98_004458 [Chlorella vulgaris]
OG0002903	QAXK01008701.1_3697-2030	KAI3438848.1 hypothetical protein D9Q98_001265 [Chlorella vulgaris]
OG0002915	QAXK01000080.1_1794-5623	KAI3438298.1 hypothetical protein D9Q98_000732 [Chlorella vulgaris]
OG0002916	QAXK01010627.1_8219-6389	KAI3433640.1 hypothetical protein D9Q98_003449 [Chlorella vulgaris]
OG0002918	QAXK01005102.1_8833-5901	KAI3436793.1 hypothetical protein D9Q98_006204 [Chlorella vulgaris]
OG0002927	QAXK01012487.1_1571-2566	KAI3425858.1 hypothetical protein D9Q98_007832 [Chlorella vulgaris]
OG0002931	QAXK01009697.1_3987-6949	KAI3438904.1 hypothetical protein D9Q98_001319 [Chlorella vulgaris]
OG0002938	QAXK01014057.1_8141-7852	KAI3438325.1 hypothetical protein D9Q98_000759 [Chlorella vulgaris]
OG0002940	QAXK01000147.1_17903-18595	KAI3438308.1 hypothetical protein D9Q98_000742 [Chlorella vulgaris]
OG0002946	QAXK01002261.1_40148-34742	KAI3433400.1 hypothetical protein D9Q98_003216 [Chlorella vulgaris]
OG0002948	QAXK01005661.1_3614-5576	KAI3433619.1 hypothetical protein D9Q98_003428 [Chlorella vulgaris]
OG0002955	QAXK01003496.1_4117-1328	KAI3438301.1 hypothetical protein D9Q98_000735 [Chlorella vulgaris]
OG0002962	QAXK01002423.1_4870-1549	KAI3428540.1 hypothetical protein D9Q98_007362 [Chlorella vulgaris]
OG0002965	QAXK01009311.1_5086-9550	KAI3430344.1 hypothetical protein D9Q98_004939 [Chlorella vulgaris]
OG0002969	QAXK01007111.1_9724-10631	KAI3428530.1 hypothetical protein D9Q98_007353 [Chlorella vulgaris]
OG0002971	QAXK01004485.1_1816-3388	KAI3434716.1 hypothetical protein D9Q98_002777 [Chlorella vulgaris]
OG0002974	QAXK01000635.1_9875-7571	KAI3432730.1 hypothetical protein D9Q98_004271 [Chlorella vulgaris]
OG0002988	QAXK01005019.1_7837-6195	KAI3430645.1 hypothetical protein D9Q98_005238 [Chlorella vulgaris]
OG0002994	QAXK01008641.1_5826-4936	KAI3435894.1 hypothetical protein D9Q98_001952 [Chlorella vulgaris]
OG0002996	QAXK01008356.1_1994-1323	KAI3429741.1 hypothetical protein D9Q98_010056 [Chlorella vulgaris]
OG0003000	QAXK01018219.1_153-1479	KAI3429789.1 hypothetical protein D9Q98_010102 [Chlorella vulgaris]
OG0003006	QAXK01009127.1_2830-5632	KAI3429865.1 hypothetical protein D9Q98_010176 [Chlorella vulgaris]
OG0003009	QAXK01001726.1_8268-6818	KAI3429783.1 hypothetical protein D9Q98_010096 [Chlorella vulgaris]
OG0003011	QAXK01014149.1_4580-2650	KAI3437941.1 hypothetical protein D9Q98_000385 [Chlorella vulgaris]
OG0003015	QAXK01017394.1_3188-4	KAI3431589.1 hypothetical protein D9Q98_004639 [Chlorella vulgaris]
OG0003017	QAXK01001070.1_5974-4798	KAI3434492.1 hypothetical protein D9Q98_002567 [Chlorella vulgaris]
OG0003026	QAXK01001672.1_6564-5317	KAI3425789.1 hypothetical protein D9Q98_007764 [Chlorella vulgaris]
OG0003036	QAXK01000724.1_14653-15848	KAI3428373.1 hypothetical protein D9Q98_006753 [Chlorella vulgaris]
OG0003041	QAXK01001704.1_7113-6556	KAI3430373.1 hypothetical protein D9Q98_004968 [Chlorella vulgaris]
OG0003042	QAXK01014526.1_3534-6424	KAI3435883.1 hypothetical protein D9Q98_001941 [Chlorella vulgaris]
OG0003049	QAXK01005731.1_3330-6743	KAI3434991.1 hypothetical protein D9Q98_003043 [Chlorella vulgaris]
OG0003059	QAXK01007133.1_7499-8797	KAI3436886.1 hypothetical protein D9Q98_006294 [Chlorella vulgaris]
OG0003064	QAXK01005457.1_8974-4681	KAI3428662.1 hypothetical protein D9Q98_007485 [Chlorella vulgaris]
OG0003068	QAXK01015536.1_9170-6903	KAI3428676.1 hypothetical protein D9Q98_007499 [Chlorella vulgaris]
OG0003075	QAXK01016351.1_22-2386	KAI3433671.1 hypothetical protein D9Q98_003480 [Chlorella vulgaris]
OG0003087	QAXK01003513.1_13194-9646	KAI3425876.1 hypothetical protein D9Q98_007849 [Chlorella vulgaris]
OG0003091	QAXK01014943.1_5708-4249	KAI3431341.1 hypothetical protein D9Q98_004398 [Chlorella vulgaris]
OG0003097	QAXK01008899.1_16518-18484	KAI3430682.1 hypothetical protein D9Q98_005271 [Chlorella vulgaris]
OG0003105	QAXK01001158.1_6748-4261	KAI3425118.1 hypothetical protein D9Q98_008890 [Chlorella vulgaris]
OG0003107	QAXK01014862.1_4087-1458	KAI3432740.1 hypothetical protein D9Q98_004281 [Chlorella vulgaris]
OG0003111	QAXK01008798.1_739-2238	KAI3429426.1 hypothetical protein D9Q98_005520 [Chlorella vulgaris]
OG0003123	QAXK01008567.1_4740-6650	KAI3429267.1 hypothetical protein D9Q98_005364 [Chlorella vulgaris]
OG0003125	QAXK01001243.1_11567-10056	KAI3424965.1 hypothetical protein D9Q98_008346 [Chlorella vulgaris]
OG0003126	QAXK01016483.1_12203-9679	KAI3432656.1 hypothetical protein D9Q98_004200 [Chlorella vulgaris]
OG0003127	QAXK01017290.1_11269-8021	KAI3439117.1 hypothetical protein D9Q98_001526 [Chlorella vulgaris]
OG0003129	QAXK01002314.1_19744-18688	KAI3438806.1 hypothetical protein D9Q98_001223 [Chlorella vulgaris]
OG0003133	QAXK01000525.1_12654-17162	KAI3433666.1 hypothetical protein D9Q98_003475 [Chlorella vulgaris]
OG0003142	QAXK01011367.1_1094-2688	KAI3433810.1 hypothetical protein D9Q98_003614 [Chlorella vulgaris]
OG0003148	QAXK01012193.1_12536-14034	KAI3426346.1 hypothetical protein D9Q98_008719 [Chlorella vulgaris]
OG0003149	QAXK01012663.1_1560-2913	KAI3424968.1 hypothetical protein D9Q98_008349 [Chlorella vulgaris]
OG0003151	QAXK01010249.1_1617-3048	KAI3426366.1 hypothetical protein D9Q98_008738 [Chlorella vulgaris]
OG0003152	QAXK01003852.1_5090-8561	KAI3438768.1 hypothetical protein D9Q98_001186 [Chlorella vulgaris]
OG0003157	QAXK01018936.1_2-1001	KAI3424884.1 hypothetical protein D9Q98_008268 [Chlorella vulgaris]
OG0003160	QAXK01000595.1_5567-8159	KAI3426082.1 hypothetical protein D9Q98_008050 [Chlorella vulgaris]
OG0003164	QAXK01009877.1_4970-2684	KAI3424875.1 hypothetical protein D9Q98_008259 [Chlorella vulgaris]
OG0003167	QAXK01014051.1_13887-12133	KAI3426347.1 hypothetical protein D9Q98_008720 [Chlorella vulgaris]
OG0003172	QAXK01000415.1_5823-6484	KAI3426392.1 hypothetical protein D9Q98_008763 [Chlorella vulgaris]
OG0003191	QAXK01004389.1_4946-6334	KAI3429735.1 hypothetical protein D9Q98_010050 [Chlorella vulgaris]
OG0003196	QAXK01000596.1_17342-21595	KAI3426108.1 hypothetical protein D9Q98_008487 [Chlorella vulgaris]
OG0003197	QAXK01003298.1_5048-551	KAI3426341.1 hypothetical protein D9Q98_008714 [Chlorella vulgaris]
OG0003198	QAXK01002898.1_4695-10345	KAI3426179.1 hypothetical protein D9Q98_008556 [Chlorella vulgaris]
OG0003204	QAXK01006378.1_2719-127	KAI3428832.1 hypothetical protein D9Q98_007649 [Chlorella vulgaris]
OG0003209	QAXK01011390.1_6757-10508	KAI3426333.1 hypothetical protein D9Q98_008706 [Chlorella vulgaris]
OG0003212	QAXK01003629.1_5946-3703	KAI3424929.1 hypothetical protein D9Q98_008313 [Chlorella vulgaris]
OG0003217	QAXK01017651.1_111-3535	KAI3435649.1 hypothetical protein D9Q98_001707 [Chlorella vulgaris]
OG0003218	QAXK01003131.1_36278-34367	KAI3435805.1 hypothetical protein D9Q98_001863 [Chlorella vulgaris]
OG0003219	QAXK01002499.1_5466-6313	KAI3435886.1 hypothetical protein D9Q98_001944 [Chlorella vulgaris]
OG0003220	QAXK01004108.1_13829-15654	KAI3436072.1 hypothetical protein D9Q98_002130 [Chlorella vulgaris]
OG0003226	QAXK01003220.1_8522-13953	KAI3438255.1 hypothetical protein D9Q98_000691 [Chlorella vulgaris]
OG0003227	QAXK01003375.1_5219-43	KAI3428440.1 hypothetical protein D9Q98_007267 [Chlorella vulgaris]
OG0003230	QAXK01000382.1_1570-3458	KAI3424192.1 hypothetical protein D9Q98_009548 [Chlorella vulgaris]
OG0003235	QAXK01014478.1_11654-8522	KAI3436546.1 hypothetical protein D9Q98_005962 [Chlorella vulgaris]
OG0003239	QAXK01009911.1_3900-1880	KAI3434747.1 hypothetical protein D9Q98_002807 [Chlorella vulgaris]
OG0003243	QAXK01012462.1_308-2720	KAI3436601.1 hypothetical protein D9Q98_006018 [Chlorella vulgaris]
OG0003245	QAXK01014831.1_1377-156	KAI3429473.1 hypothetical protein D9Q98_005565 [Chlorella vulgaris]
OG0003248	QAXK01003339.1_1231-2678	KAI3435568.1 hypothetical protein D9Q98_001633 [Chlorella vulgaris]
OG0003249	QAXK01001710.1_3704-3307	KAI3438216.1 hypothetical protein D9Q98_000653 [Chlorella vulgaris]
OG0003250	QAXK01003319.1_3618-13354	KAI3438655.1 hypothetical protein D9Q98_001077 [Chlorella vulgaris]
OG0003251	QAXK01015706.1_7236-11105	KAI3439135.1 hypothetical protein D9Q98_001543 [Chlorella vulgaris]
