Orthogroup	Chlorella_KRBP	Scenedesmus_NREL
OG0001824	QAXK01003744.1_2800-6411	KAF6263737.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001826	QAXK01000105.1_5499-2693	KAF6249501.1 chaperonin subunit 8 theta [Scenedesmus sp. NREL 46B-D3]
OG0001832	QAXK01005654.1_7220-1642	KAF6255654.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0001837	QAXK01000842.1_51041-53429	KAF6256206.1 AICARFT/IMPCHase bienzyme-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001838	QAXK01003976.1_8556-3734	KAF6265681.1 hypothetical protein COO60DRAFT_867682 [Scenedesmus sp. NREL 46B-D3]
OG0001841	QAXK01000976.1_10766-5866	KAF6252209.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001842	QAXK01006275.1_27485-25822	KAF6251288.1 acyl-ACP thioesterase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001843	QAXK01004149.1_22375-24958	KAF6264312.1 eukaryotic translation initiation factor 2 gamma [Scenedesmus sp. NREL 46B-D3]
OG0001845	QAXK01001702.1_1666-273	KAF6255581.1 hypothetical protein COO60DRAFT_199906 [Scenedesmus sp. NREL 46B-D3]
OG0001847	QAXK01009311.1_428-2889	KAF6266544.1 SecY subunit domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001849	QAXK01007671.1_6596-4238	KAF6264825.1 Protochlorophyllide reductase_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0001855	QAXK01000335.1_27254-25603	KAF6252750.1 hypothetical protein COO60DRAFT_1551587 [Scenedesmus sp. NREL 46B-D3]
OG0001856	QAXK01003506.1_17890-19170	KAF6259928.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001857	QAXK01002176.1_5254-6169	KAF6264935.1 ran-like small GTPase [Scenedesmus sp. NREL 46B-D3]
OG0001858	QAXK01017983.1_2022-269	KAF6255062.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001860	QAXK01000036.1_15496-18071	KAF6264537.1 tRNA synthetases class II core domain _F_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001861	QAXK01001933.1_13708-11461	KAF6256691.1 hypothetical protein COO60DRAFT_1622288 [Scenedesmus sp. NREL 46B-D3]
OG0001862	QAXK01002439.1_1431-31	KAF6257795.1 YIF1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001863	QAXK01000006.1_11270-7049	KAF6261374.1 SM/Sec1-family protein [Scenedesmus sp. NREL 46B-D3]
OG0001864	QAXK01001807.1_30588-28596	KAF6261105.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001866	QAXK01004671.1_3332-9990	KAF6256068.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001867	QAXK01006658.1_2089-1110	KAF6262544.1 complex I intermediate-associated protein 30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001868	QAXK01018034.1_4900-2264	KAF6254074.1 Pep3/Vps18/deep orange family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001869	QAXK01002273.1_12619-10163	KAF6255199.1 hypothetical protein COO60DRAFT_1285921 [Scenedesmus sp. NREL 46B-D3]
OG0001870	QAXK01007444.1_11468-13953	KAF6260966.1 10 TM acyl transferase domain found in Cas1p-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001873	QAXK01003671.1_1285-5252	KAF6251091.1 hypothetical protein COO60DRAFT_1563392 [Scenedesmus sp. NREL 46B-D3]
OG0001874	QAXK01002443.1_10680-7074	KAF6259627.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001879	QAXK01014786.1_3020-29	KAF6253015.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Scenedesmus sp. NREL 46B-D3]
OG0001880	QAXK01014616.1_960-3765	KAF6258482.1 hypothetical protein COO60DRAFT_1284549 [Scenedesmus sp. NREL 46B-D3]
OG0001882	QAXK01001694.1_21339-20476	KAF6266563.1 SOR/SNZ family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001883	QAXK01000225.1_2559-365	KAF6254103.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0001887	QAXK01004187.1_1760-33	KAF6261148.1 subunit of ESCRT-II complex [Scenedesmus sp. NREL 46B-D3]
OG0001888	QAXK01016711.1_4152-7100	KAF6257475.1 putative 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]
OG0001890	QAXK01010406.1_2162-130	KAF6253011.1 hypothetical protein COO60DRAFT_476829 [Scenedesmus sp. NREL 46B-D3], KAF6248317.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001893	QAXK01002579.1_17292-15497	KAF6254001.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001895	QAXK01016971.1_2990-681	KAF6251483.1 hypothetical protein COO60DRAFT_1287529 [Scenedesmus sp. NREL 46B-D3]
OG0001898	QAXK01001156.1_3180-1500	KAF6264754.1 hypothetical protein COO60DRAFT_19013 [Scenedesmus sp. NREL 46B-D3]
OG0001900	QAXK01009399.1_423-2536	KAF6264712.1 ubiquitin fusion degradation protein UFD1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001902	QAXK01008314.1_4813-7042	KAF6257524.1 Ribokinase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001907	QAXK01003345.1_36704-34696	KAF6263907.1 histone acetyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001911	QAXK01003378.1_5209-366	KAF6262956.1 hypothetical protein COO60DRAFT_1699075 [Scenedesmus sp. NREL 46B-D3]
OG0001915	QAXK01004688.1_3441-5908	KAF6264241.1 regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II [Scenedesmus sp. NREL 46B-D3]
OG0001916	QAXK01001344.1_15728-16873	KAF6260163.1 hypothetical protein COO60DRAFT_1700490 [Scenedesmus sp. NREL 46B-D3]
OG0001917	QAXK01010657.1_2437-238	KAF6262762.1 hypothetical protein COO60DRAFT_1635750 [Scenedesmus sp. NREL 46B-D3]
OG0001918	QAXK01003671.1_14459-17304	KAF6254644.1 acetylornithine aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0001919	QAXK01001468.1_4935-8852	KAF6257815.1 small subunit of acetolactate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001920	QAXK01000770.1_6276-4831	KAF6253920.1 hypothetical protein COO60DRAFT_1703589 [Scenedesmus sp. NREL 46B-D3]
OG0001921	QAXK01004635.1_12023-13891	KAF6249508.1 ATP synthase subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001922	QAXK01011133.1_12839-6837	KAF6253231.1 kinesin-like calmodulin binding protein [Scenedesmus sp. NREL 46B-D3]
OG0001928	QAXK01003150.1_16472-17917	KAF6257246.1 hypothetical protein COO60DRAFT_1701930 [Scenedesmus sp. NREL 46B-D3]
OG0001930	QAXK01003163.1_7337-4796	KAF6264720.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001931	QAXK01002575.1_2869-493	KAF6258618.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001934	QAXK01001681.1_35798-38541	KAF6255653.1 RCC1/BLIP-II [Scenedesmus sp. NREL 46B-D3]
OG0001935	QAXK01001208.1_4428-3497	KAF6260332.1 NADH_ubiquinone oxidoreductase subunit 8 [Scenedesmus sp. NREL 46B-D3]
OG0001936	QAXK01000947.1_9658-8064	KAF6253476.1 mitochondrial carrier protein [Scenedesmus sp. NREL 46B-D3]
OG0001937	QAXK01002895.1_11877-8991	KAF6265455.1 RIO1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001938	QAXK01006045.1_3548-5265	KAF6266384.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001943	QAXK01001495.1_35130-32135	KAF6254175.1 eukaryotic release factor 1 [Scenedesmus sp. NREL 46B-D3]
OG0001945	QAXK01006788.1_3504-1107	KAF6266818.1 pachytene checkpoint protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001946	QAXK01006196.1_6560-8156	KAF6251396.1 coatomer epsilon subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001947	QAXK01001881.1_90892-88031	KAF6254452.1 putative leucyl tRNA synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001951	QAXK01010684.1_1460-556	KAF6258288.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0001952	QAXK01001616.1_0-2161	KAF6258690.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]
OG0001954	QAXK01014389.1_130-668	KAF6261917.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6259801.1 hypothetical protein COO60DRAFT_1687420 [Scenedesmus sp. NREL 46B-D3]
OG0001956	QAXK01004150.1_9770-14859	KAF6264142.1 hypothetical protein COO60DRAFT_220797 [Scenedesmus sp. NREL 46B-D3]
OG0001958	QAXK01007010.1_8318-9471	KAF6258420.1 heme peroxidase [Scenedesmus sp. NREL 46B-D3], KAF6238216.1 heme peroxidase_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001960	QAXK01005538.1_9255-7797	KAF6254085.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001961	QAXK01009093.1_4766-1793	KAF6257872.1 glycyl-tRNA synthetase beta subunit-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001966	QAXK01016188.1_2666-4256	KAF6259414.1 ataxin-3 [Scenedesmus sp. NREL 46B-D3], KAF6259412.1 hypothetical protein COO60DRAFT_1513245 [Scenedesmus sp. NREL 46B-D3]
OG0001967	QAXK01000446.1_47170-46172	KAF6263415.1 ribosomal protein S19-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001969	QAXK01002063.1_20394-18703	KAF6252991.1 cytosolic Fe-S cluster assembly factor NUBP1 [Scenedesmus sp. NREL 46B-D3]
OG0001970	QAXK01001186.1_3380-493	KAF6264792.1 hypothetical protein COO60DRAFT_1266780 [Scenedesmus sp. NREL 46B-D3]
OG0001973	QAXK01000335.1_27471-29404	KAF6254186.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. NREL 46B-D3]
OG0001979	QAXK01001265.1_1827-4399	KAF6260556.1 putative nucleolar protein 5-2-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001980	QAXK01003309.1_3370-103	KAF6263123.1 vacuolar ATP synthase subunit H [Scenedesmus sp. NREL 46B-D3]
OG0001986	QAXK01000295.1_10054-5194	KAF6264019.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001991	QAXK01002862.1_2144-4831	KAF6254449.1 hemolysin-III related-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001993	QAXK01002212.1_3400-1645	KAF6261980.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001995	QAXK01014184.1_2136-4076	KAF6258536.1 hypothetical protein COO60DRAFT_1701294 [Scenedesmus sp. NREL 46B-D3]
OG0001996	QAXK01001275.1_1545-3783	KAF6252519.1 hypothetical protein COO60DRAFT_1287067 [Scenedesmus sp. NREL 46B-D3]
OG0001998	QAXK01000407.1_9246-10753	KAF6255411.1 cyclopropyl isomerase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001999	QAXK01001060.1_158-4769	KAF6253882.1 hypothetical protein COO60DRAFT_1703604 [Scenedesmus sp. NREL 46B-D3], KAF6253885.1 hypothetical protein COO60DRAFT_1628088 [Scenedesmus sp. NREL 46B-D3]
OG0002000	QAXK01003280.1_21069-16498	KAF6260117.1 hypothetical protein COO60DRAFT_1294530 [Scenedesmus sp. NREL 46B-D3]
OG0002001	QAXK01007038.1_3322-7876	KAF6260650.1 LMBR1-like membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0002003	QAXK01002652.1_3797-1393	KAF6260998.1 XAP5_ circadian clock regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002004	QAXK01012829.1_4377-6139	KAF6252308.1 Qb-snare protein_ Bos1/Membrin family [Scenedesmus sp. NREL 46B-D3]
OG0002005	QAXK01004007.1_7633-6740	KAF6257829.1 hypothetical protein COO60DRAFT_1190510 [Scenedesmus sp. NREL 46B-D3]
OG0002006	QAXK01000137.1_21575-22932	KAF6257400.1 minor chlorophyll a/b-binding protein of photosystem II [Scenedesmus sp. NREL 46B-D3]
OG0002007	QAXK01009439.1_10946-16439	KAF6252903.1 CAS/CSE protein [Scenedesmus sp. NREL 46B-D3]
OG0002008	QAXK01000685.1_2507-3830	KAF6258506.1 hypothetical protein COO60DRAFT_1626402 [Scenedesmus sp. NREL 46B-D3]
OG0002010	QAXK01004465.1_1413-1889	KAF6254357.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256850.1 transcription factor NF-Y_ CCAAT-binding like protein [Scenedesmus sp. NREL 46B-D3]
OG0002011	QAXK01008697.1_3621-1	KAF6262268.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002012	QAXK01008479.1_22-1572	KAF6259161.1 diacylglycerol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002013	QAXK01000704.1_865-2353	KAF6261663.1 cytochrome c oxidase assembly factor [Scenedesmus sp. NREL 46B-D3]
OG0002014	QAXK01001731.1_8237-12954	KAF6260124.1 hypothetical protein COO60DRAFT_1685901 [Scenedesmus sp. NREL 46B-D3]
OG0002015	QAXK01001095.1_1607-5427	KAF6259215.1 glutamic-gamma-semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002018	QAXK01000579.1_6879-2831	KAF6261455.1 hypothetical protein COO60DRAFT_1283060 [Scenedesmus sp. NREL 46B-D3]
OG0002023	QAXK01004467.1_4446-2978	KAF6264272.1 ribosomal protein S5 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0002024	QAXK01007476.1_6843-3464	KAF6259557.1 MATH-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002026	QAXK01000116.1_15959-12419	KAF6253098.1 GC-rich sequence DNA-binding factor-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002027	QAXK01000153.1_10025-9224	KAF6261692.1 phosphoribosyltransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002028	QAXK01001007.1_9576-3460	KAF6261976.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]
OG0002029	QAXK01001726.1_9416-10685	KAF6260568.1 actin family [Scenedesmus sp. NREL 46B-D3]
OG0002032	QAXK01018007.1_11683-5307	KAF6257873.1 Dynamin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002035	QAXK01001162.1_4704-11654	KAF6262252.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]
OG0002036	QAXK01003552.1_4945-952	KAF6247865.1 hypothetical protein COO60DRAFT_1649434 [Scenedesmus sp. NREL 46B-D3]
OG0002040	QAXK01004862.1_20323-24029	KAF6256743.1 acetohydroxyacid dehydratase_ partial [Scenedesmus sp. NREL 46B-D3]
OG0002043	QAXK01000495.1_11359-8819	KAF6263998.1 DNA polymerase epsilon_ subunit B [Scenedesmus sp. NREL 46B-D3]
OG0002046	QAXK01003370.1_5253-2449	KAF6260819.1 ribosomal protein S2_ flavodoxin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002049	QAXK01004800.1_3523-170	KAF6259361.1 Mre11 DNA-binding presumed domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6235446.1 MRE11 eukaryotic DNA repair protein [Scenedesmus sp. NREL 46B-D3]
OG0002051	QAXK01005999.1_9988-12832	KAF6262555.1 hypothetical protein COO60DRAFT_1282656 [Scenedesmus sp. NREL 46B-D3]
OG0002063	QAXK01001387.1_26607-27895	KAF6258940.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002070	QAXK01003882.1_7725-3343	KAF6264933.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002072	QAXK01000401.1_8251-6577	KAF6257779.1 porphobilinogen deaminase [Scenedesmus sp. NREL 46B-D3]
OG0002073	QAXK01011684.1_2005-861	KAF6265745.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0002074	QAXK01005165.1_9870-10888	KAF6251235.1 ribosomal protein L24e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002075	QAXK01000112.1_21457-19158	KAF6254194.1 myo-inositol-1-phosphate synthase [Scenedesmus sp. NREL 46B-D3]
OG0002080	QAXK01005319.1_1852-5123	KAF6266274.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0002081	QAXK01000024.1_6845-4701	KAF6262034.1 putative diphthamide synthesis protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002082	QAXK01003767.1_15037-16578	KAF6255848.1 20S proteasome alpha subunit D [Scenedesmus sp. NREL 46B-D3]
OG0002086	QAXK01000416.1_236-1468	KAF6266323.1 HIT-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002088	QAXK01004430.1_4845-10525	KAF6258280.1 TPR-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002090	QAXK01000004.1_10133-7859	KAF6261749.1 20S proteasome alpha subunit G [Scenedesmus sp. NREL 46B-D3]
OG0002092	QAXK01001415.1_8205-13561	KAF6263534.1 Spb1 C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002095	QAXK01000224.1_15148-12485	KAF6250419.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0002103	QAXK01000770.1_6581-10685	KAF6255102.1 acyl-CoA dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002105	QAXK01018040.1_3609-5929	KAF6265016.1 ribosomal protein L5 [Scenedesmus sp. NREL 46B-D3]
OG0002110	QAXK01007447.1_7916-1145	KAF6251089.1 hypothetical protein COO60DRAFT_1629131 [Scenedesmus sp. NREL 46B-D3]
OG0002111	QAXK01013514.1_9351-7632	KAF6260478.1 apoptosis antagonizing transcription factor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002112	QAXK01015359.1_10390-8068	KAF6258232.1 ribosomal protein L27 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002120	QAXK01005023.1_11393-17094	KAF6254209.1 component of oligomeric golgi complex 5 [Scenedesmus sp. NREL 46B-D3], KAF6250671.1 component of oligomeric golgi complex 5 [Scenedesmus sp. NREL 46B-D3]
OG0002122	QAXK01010373.1_8651-6830	KAF6266618.1 KDEL receptor A [Scenedesmus sp. NREL 46B-D3]
OG0002123	QAXK01000700.1_5491-3572	KAF6261841.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002124	QAXK01004007.1_8647-10727	KAF6255524.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002127	QAXK01001495.1_27698-29888	KAF6262753.1 vacuolar H+ ATPase V1 sector_ subunit C [Scenedesmus sp. NREL 46B-D3]
OG0002128	QAXK01002518.1_56-2855	KAF6265401.1 pre-mRNA-splicing ATP-dependent RNA helicase [Scenedesmus sp. NREL 46B-D3]
OG0002131	QAXK01001894.1_15083-15978	KAF6262651.1 hypothetical protein COO60DRAFT_601699 [Scenedesmus sp. NREL 46B-D3]
OG0002132	QAXK01009974.1_15390-17483	KAF6253349.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002134	QAXK01000252.1_16687-14824	KAF6258983.1 NAD binding domain of 6-phosphogluconate dehydrogenase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262725.1 6-phosphogluconate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002138	QAXK01015692.1_7967-6370	KAF6266142.1 hypothetical protein COO60DRAFT_1281100 [Scenedesmus sp. NREL 46B-D3]
OG0002139	QAXK01003183.1_18810-17365	KAF6259747.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002141	QAXK01004474.1_7154-5648	KAF6255601.1 ribosomal protein L6 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002142	QAXK01011512.1_2962-4685	KAF6258200.1 Qc-snare protein_ Syn8/Syntaxin8-family [Scenedesmus sp. NREL 46B-D3], KAF6258201.1 hypothetical protein COO60DRAFT_1145294 [Scenedesmus sp. NREL 46B-D3]
OG0002144	QAXK01000452.1_14665-16837	KAF6264267.1 cation efflux family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002145	QAXK01000208.1_15729-14120	KAF6258958.1 Clp protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252983.1 Clp protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002146	QAXK01014393.1_10002-7696	KAF6259497.1 hypothetical protein COO60DRAFT_1622042 [Scenedesmus sp. NREL 46B-D3]
OG0002147	QAXK01000383.1_6224-8512	KAF6266808.1 mitochondrial ribosomal protein L13 [Scenedesmus sp. NREL 46B-D3]
OG0002149	QAXK01007800.1_664-2473	KAF6260509.1 thymidylate kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002153	QAXK01004231.1_9560-10863	KAF6265596.1 Snf7-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265598.1 hypothetical protein COO60DRAFT_863753 [Scenedesmus sp. NREL 46B-D3]
OG0002154	QAXK01001673.1_7134-5531	KAF6253711.1 hypothetical protein COO60DRAFT_1667849 [Scenedesmus sp. NREL 46B-D3], KAF6253708.1 hypothetical protein COO60DRAFT_1703688 [Scenedesmus sp. NREL 46B-D3]
OG0002158	QAXK01000427.1_69010-61523	KAF6255490.1 PRP1 splicing factor_ N-terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002159	QAXK01001947.1_6933-16171	KAF6260720.1 phosphatidylinositol 3-kinase [Scenedesmus sp. NREL 46B-D3]
OG0002161	QAXK01000667.1_5631-9231	KAF6250341.1 ADC synthase [Scenedesmus sp. NREL 46B-D3]
OG0002162	QAXK01001956.1_6721-5102	KAF6259748.1 60S ribosomal protein L5 [Scenedesmus sp. NREL 46B-D3]
OG0002163	QAXK01000249.1_23024-26432	KAF6253591.1 component of oligomeric golgi complex 8 [Scenedesmus sp. NREL 46B-D3], KAF6253607.1 hypothetical protein COO60DRAFT_1668193 [Scenedesmus sp. NREL 46B-D3]
OG0002165	QAXK01004616.1_9420-16745	KAF6250446.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]
OG0002167	QAXK01011260.1_4573-3532	KAF6260235.1 hypothetical protein COO60DRAFT_1700452 [Scenedesmus sp. NREL 46B-D3]
OG0002169	QAXK01012387.1_1585-757	KAF6256090.1 eukaryotic translation initiation factor 3a [Scenedesmus sp. NREL 46B-D3]
OG0002171	QAXK01000446.1_58269-64323	KAF6262033.1 hypothetical protein COO60DRAFT_1621809 [Scenedesmus sp. NREL 46B-D3]
OG0002172	QAXK01012305.1_2510-4620	KAF6252570.1 ribosomal protein L32e [Scenedesmus sp. NREL 46B-D3]
OG0002173	QAXK01000596.1_14630-16935	KAF6266664.1 AAA-ATPase of VPS4/SKD1 family [Scenedesmus sp. NREL 46B-D3]
OG0002175	QAXK01001681.1_26607-28630	KAF6251057.1 tetrapyrrole methylase [Scenedesmus sp. NREL 46B-D3]
OG0002176	QAXK01006378.1_6447-7421	KAF6258304.1 hypothetical protein COO60DRAFT_1131809 [Scenedesmus sp. NREL 46B-D3], KAF6258300.1 UbiA prenyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002177	QAXK01001458.1_24314-19030	KAF6251652.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0002179	QAXK01000816.1_3651-1777	KAF6256679.1 breast carcinoma amplified sequence 2 [Scenedesmus sp. NREL 46B-D3]
OG0002180	QAXK01013408.1_2179-3352	KAF6259263.1 component of TRAPP complex [Scenedesmus sp. NREL 46B-D3]
OG0002181	QAXK01001085.1_14460-16185	KAF6264513.1 YebC-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002182	QAXK01011403.1_8648-10184	KAF6263599.1 hypothetical protein COO60DRAFT_1488952 [Scenedesmus sp. NREL 46B-D3]
OG0002185	QAXK01004305.1_1287-2625	KAF6259405.1 hypothetical protein COO60DRAFT_1626075 [Scenedesmus sp. NREL 46B-D3]
OG0002187	QAXK01008561.1_1927-3583	KAF6256133.1 ARF-like GTPase [Scenedesmus sp. NREL 46B-D3], KAF6262286.1 small Arf-related GTPase [Scenedesmus sp. NREL 46B-D3]
OG0002194	QAXK01000283.1_35828-37170	KAF6260862.1 tubulin folding cofactor B [Scenedesmus sp. NREL 46B-D3]
OG0002195	QAXK01004230.1_16730-15188	KAF6262600.1 succinyl-CoA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002201	QAXK01010560.1_4646-7806	KAF6252435.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002202	QAXK01015485.1_1487-4220	KAF6257338.1 vacuolar protein sorting-associated protein 26-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002203	QAXK01002836.1_26336-33102	KAF6259993.1 cation-transporting ATPase [Scenedesmus sp. NREL 46B-D3]
OG0002205	QAXK01006533.1_2359-4576	KAF6262633.1 CCR4-associated factor [Scenedesmus sp. NREL 46B-D3]
OG0002206	QAXK01001756.1_16985-18889	KAF6263675.1 lipid transfer machine permease [Scenedesmus sp. NREL 46B-D3]
OG0002211	QAXK01002337.1_17192-14208	KAF6266696.1 SKIP/SNW domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002212	QAXK01004985.1_1921-3702	KAF6255713.1 hypothetical protein COO60DRAFT_1285707 [Scenedesmus sp. NREL 46B-D3]
OG0002214	QAXK01004099.1_10602-7616	KAF6259059.1 bystin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002216	QAXK01008333.1_5211-755	KAF6250354.1 hypothetical protein COO60DRAFT_1576296 [Scenedesmus sp. NREL 46B-D3]
OG0002218	QAXK01008568.1_4370-1172	KAF6251247.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254673.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002219	QAXK01000926.1_8546-11734	KAF6264490.1 LL-diaminopimelate aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0002221	QAXK01000669.1_13732-11344	KAF6263968.1 hypothetical protein COO60DRAFT_1698480 [Scenedesmus sp. NREL 46B-D3]
OG0002223	QAXK01002445.1_7314-8396	KAF6260975.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3]
OG0002227	QAXK01002658.1_19503-16448	KAF6266096.1 purF protein [Scenedesmus sp. NREL 46B-D3]
OG0002228	QAXK01005657.1_4133-2964	KAF6257634.1 Fcf1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002229	QAXK01012523.1_554-5993	KAF6257633.1 hypothetical protein COO60DRAFT_1212651 [Scenedesmus sp. NREL 46B-D3]
