Orthogroup	Chlorella_KRBP	Micractinium_SAG24180
OG0002393	QAXK01004425.1_5700-7015	PSC74738.1 Thioredoxin 4A [Micractinium conductrix]
OG0002398	QAXK01007630.1_3354-1779	PSC76070.1 THYLAKOID chloroplastic [Micractinium conductrix]
OG0002400	QAXK01009758.1_1852-165	PSC76410.1 histone deacetylation Rxt3 [Micractinium conductrix]
OG0002402	QAXK01006527.1_8708-6017	PSC74000.1 DEAD-box ATP-dependent RNA helicase 5 [Micractinium conductrix]
OG0002404	QAXK01000840.1_31502-30180	PSC74210.1 20S proteasome beta type 4 [Micractinium conductrix]
OG0002407	QAXK01002424.1_5771-2597	PSC71734.1 SAND-like isoform X1 [Micractinium conductrix]
OG0002409	QAXK01003096.1_14696-17609	PSC67601.1 iron-sulfur cluster biosynthesis family [Micractinium conductrix]
OG0002410	QAXK01000328.1_7305-8962	PSC73451.1 Acetylglutamate kinase [Micractinium conductrix]
OG0002415	QAXK01018530.1_1173-3834	PSC74190.1 Pantoate-beta-alanine ligase [Micractinium conductrix]
OG0002417	QAXK01014946.1_5937-4091	PSC74220.1 Mitochondrial thiamine pyrophosphate carrier [Micractinium conductrix]
OG0002421	QAXK01000019.1_127-3831	PSC71316.1 DNA polymerase delta catalytic subunit [Micractinium conductrix]
OG0002424	QAXK01004230.1_13015-11861	PSC73182.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Micractinium conductrix]
OG0002429	QAXK01018188.1_2713-2029	PSC70748.1 putative U6 snRNA-associated Sm LSm4 [Micractinium conductrix]
OG0002433	QAXK01010016.1_2591-4898	PSC70664.1 Solute carrier family 25 member 38 [Micractinium conductrix]
OG0002435	QAXK01006642.1_4903-8475	PSC76672.1 ATP-dependent RNA helicase DBP2-like isoform X1 [Micractinium conductrix]
OG0002439	QAXK01006012.1_4611-6378	PSC76385.1 UPF0586 C9orf41 [Micractinium conductrix]
OG0002441	QAXK01000523.1_8909-7053	PSC76321.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Micractinium conductrix]
OG0002447	QAXK01011649.1_6227-2645	PSC73938.1 Peroxisome biogenesis 5 [Micractinium conductrix]
OG0002451	QAXK01000979.1_11011-9108	PSC70877.1 nifU mitochondrial [Micractinium conductrix]
OG0002454	QAXK01017228.1_872-211	PSC73186.1 transcription elongation factor B polypeptide 1 [Micractinium conductrix]
OG0002461	QAXK01008372.1_4504-1777	PSC76742.1 peroxisome biogenesis 2 [Micractinium conductrix]
OG0002470	QAXK01004760.1_349-2010	PSC69935.1 Surfeit locus 1 [Micractinium conductrix]
OG0002473	QAXK01005580.1_145-5612	PSC70161.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Micractinium conductrix]
OG0002481	QAXK01019295.1_5920-5732	PSC75552.1 60S ribosomal L38 isoform B [Micractinium conductrix], PSC75553.1 60S ribosomal L38 isoform A [Micractinium conductrix]
OG0002489	QAXK01011332.1_7730-6306	PSC74694.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Micractinium conductrix]
OG0002491	QAXK01001982.1_13111-9273	PSC72777.1 AP-4 complex subunit mu [Micractinium conductrix]
OG0002493	QAXK01003356.1_3976-6343	PSC76530.1 ubiquinone biosynthesis [Micractinium conductrix]
OG0002501	QAXK01015333.1_8887-6386	PSC74490.1 survival of motorneuron-related-splicing factor 30 [Micractinium conductrix]
OG0002502	QAXK01004701.1_7826-2022	PSC69532.1 N-alpha-acetyltransferase auxiliary subunit [Micractinium conductrix]
OG0002509	QAXK01002072.1_7784-4601	PSC69422.1 la 1 [Micractinium conductrix]
OG0002520	QAXK01004095.1_2354-706	PSC75312.1 ankyrin repeat [Micractinium conductrix]
OG0002524	QAXK01000577.1_7847-8807	PSC72269.1 60S ribosomal L44 [Micractinium conductrix]
OG0002525	QAXK01004000.1_12088-10081	PSC75956.1 putative dimethyladenosine transferase [Micractinium conductrix]
OG0002540	QAXK01000802.1_2542-6601	PSC71344.1 hypothetical protein C2E20_5375 [Micractinium conductrix]
OG0002550	QAXK01001082.1_16962-21149	PSC70640.1 GTPase Der [Micractinium conductrix]
OG0002551	QAXK01000484.1_4718-2307	PSC70565.1 peptidyl-prolyl cis-trans isomerase CYP59 [Micractinium conductrix]
OG0002563	QAXK01010777.1_196-929	PSC73474.1 E3 ubiquitin-ligase makorin [Micractinium conductrix]
OG0002569	QAXK01008095.1_6073-1465	PSC69725.1 GTP-binding 1 [Micractinium conductrix]
OG0002570	QAXK01004879.1_5868-4307	PSC71374.1 Nucleolar 16 [Micractinium conductrix]
OG0002572	QAXK01003017.1_10269-9177	PSC73709.1 metaxin-1 isoform X2 [Micractinium conductrix]
OG0002575	QAXK01018811.1_5082-3547	PSC74966.1 60S ribosomal L27a-3 [Micractinium conductrix]
OG0002578	QAXK01006849.1_22455-23625	PSC74264.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4-like [Micractinium conductrix]
OG0002581	QAXK01000799.1_52275-51787	PSC67786.1 Mitochondrial import inner membrane translocase subunit TIM10 isoform B [Micractinium conductrix], PSC67785.1 Mitochondrial import inner membrane translocase subunit TIM10 isoform A [Micractinium conductrix]
OG0002587	QAXK01003879.1_1866-205	PSC73521.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Micractinium conductrix]
OG0002588	QAXK01006532.1_11118-4758	PSC74924.1 peptidyl-prolyl cis-trans isomerase CYP71 [Micractinium conductrix]
OG0002596	QAXK01013827.1_4630-1867	PSC71793.1 malate dehydrogenase [Micractinium conductrix]
OG0002601	QAXK01013188.1_5354-2685	PSC69083.1 Inositol monophosphatase 3 [Micractinium conductrix]
OG0002604	QAXK01003755.1_5170-9460	PSC68530.1 3_4-dihydroxy-2-butanone kinase [Micractinium conductrix]
OG0002608	QAXK01001306.1_3606-5501	PSC70470.1 OTU domain-containing 3 isoform X1 [Micractinium conductrix]
OG0002610	QAXK01006881.1_2636-4947	PSC76624.1 UPF0553 -like [Micractinium conductrix]
OG0002611	QAXK01008206.1_13328-14330	PSC69630.1 N-alpha-acetyltransferase MAK3 [Micractinium conductrix]
OG0002613	QAXK01001336.1_4314-5769	PSC69667.1 UPF0603 chloroplastic [Micractinium conductrix]
OG0002615	QAXK01018285.1_3833-2399	PSC67985.1 biotin-ligase 2-like isoform X2 [Micractinium conductrix]
OG0002620	QAXK01005400.1_31209-29659	PSC74949.1 Kinase superfamily isoform 4 isoform B [Micractinium conductrix], PSC74948.1 Kinase superfamily isoform 4 isoform A [Micractinium conductrix]
OG0002627	QAXK01000679.1_20862-23970	PSC67787.1 Aspartate carbamoyltransferase chloroplastic [Micractinium conductrix]
OG0002632	QAXK01000208.1_858-3327	PSC67800.1 ketopantoate hydroxymethyltransferase [Micractinium conductrix]
OG0002633	QAXK01015735.1_789-3208	PSC76441.1 nucleolar GTP-binding 1 [Micractinium conductrix]
OG0002634	QAXK01005319.1_15043-16886	PSC75684.1 16S rRNA _cytosine_1402_-N_4__-methyltransferase [Micractinium conductrix]
OG0002641	QAXK01001768.1_11195-11945	PSC67253.1 SWR1 complex subunit 6 [Micractinium conductrix]
OG0002642	QAXK01002348.1_6292-8730	PSC69409.1 Enoyl-[acyl-carrier] reductase [NADH] chloroplastic [Micractinium conductrix]
OG0002654	QAXK01008540.1_14282-12509	PSC70308.1 putative sugar phosphate phosphate translocator [Micractinium conductrix]
OG0002656	QAXK01008693.1_1704-2778	PSC67669.1 60S ribosomal L22-2 [Micractinium conductrix]
OG0002657	QAXK01001396.1_8898-9977	PSC70339.1 ATPase of the AAA+ superfamily _ISS_ [Micractinium conductrix]
OG0002663	QAXK01005614.1_2666-5868	PSC70790.1 60S ribosomal L7a [Micractinium conductrix]
OG0002665	QAXK01013120.1_9967-12816	PSC70784.1 formamidopyrimidine-DNA glycosylase isoform X2 [Micractinium conductrix]
OG0002670	QAXK01006673.1_15764-13631	PSC74579.1 signal transducer [Micractinium conductrix]
OG0002674	QAXK01009777.1_8817-6577	PSC70862.1 Proline iminopeptidase [Micractinium conductrix]
OG0002680	QAXK01002348.1_28743-27471	PSC67396.1 G3BP isoform X1 [Micractinium conductrix]
OG0002684	QAXK01009099.1_14211-12777	PSC75513.1 rRNA-processing UTP23-like protein [Micractinium conductrix]
OG0002690	QAXK01002281.1_18158-20087	PSC71393.1 Ribosome production factor 1 isoform A [Micractinium conductrix]
OG0002691	QAXK01017025.1_286-4417	PSC70445.1 5 -nucleotidase domain-containing 4-like isoform X2 [Micractinium conductrix]
OG0002692	QAXK01018733.1_2749-2003	PSC68694.1 chloroplast precursor [Micractinium conductrix]
OG0002693	QAXK01001086.1_9229-7556	PSC73914.1 serine threonine-phosphatase 2A activator [Micractinium conductrix]
OG0002695	QAXK01007477.1_3698-5226	PSC74864.1 WD repeat-containing 20-like [Micractinium conductrix]
OG0002710	QAXK01005359.1_3667-6796	PSC68711.1 Regulatory-associated of TOR 1 [Micractinium conductrix]
OG0002711	QAXK01000142.1_2803-4675	PSC68243.1 cytidine deaminase 1 [Micractinium conductrix]
OG0002714	QAXK01008206.1_4068-2028	PSC76755.1 Casein kinase II subunit beta [Micractinium conductrix]
OG0002716	QAXK01002299.1_25676-26628	PSC69287.1 malignant T-cell-amplified sequence 1-like protein [Micractinium conductrix]
OG0002723	QAXK01001735.1_19259-17991	PSC74843.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Micractinium conductrix]
OG0002725	QAXK01014870.1_4125-17	PSC68280.1 ATP-dependent RNA helicase isoform X1 [Micractinium conductrix]
OG0002728	QAXK01001551.1_13518-17077	PSC70005.1 DNA topoisomerase 1 [Micractinium conductrix]
OG0002729	QAXK01006977.1_27647-33279	PSC68247.1 putative glucan 1_3-alpha-glucosidase [Micractinium conductrix]
OG0002737	QAXK01003565.1_11016-9575	PSC67360.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Micractinium conductrix]
OG0002740	QAXK01008073.1_769-1809	PSC69043.1 N-alpha-acetyltransferase 50 [Micractinium conductrix]
OG0002747	QAXK01003905.1_20331-25213	PSC74391.1 DEAD-box ATP-dependent RNA helicase 16 [Micractinium conductrix]
OG0002748	QAXK01006264.1_6024-5189	PSC69031.1 phosphatidylinositol synthase [Micractinium conductrix]
OG0002758	QAXK01000240.1_34950-34312	PSC72489.1 hypothetical protein C2E20_4316 [Micractinium conductrix]
OG0002759	QAXK01007099.1_3453-8857	PSC71207.1 U4 tri-snRNP-associated 2 [Micractinium conductrix]
OG0002768	QAXK01003475.1_1733-1302	PSC74381.1 hypothetical protein C2E20_2190 [Micractinium conductrix]
OG0002771	QAXK01011921.1_1066-3701	PSC71465.1 PAT1-like protein 1-like isoform X2 [Micractinium conductrix]
OG0002772	QAXK01003475.1_2682-4175	PSC69044.1 RTF2-like protein [Micractinium conductrix]
OG0002773	QAXK01017743.1_4283-978	PSC76066.1 chlorophyll synthetase [Micractinium conductrix]
OG0002777	QAXK01014000.1_19150-23189	PSC70227.1 trans-2-enoyl-reductase [Micractinium conductrix]
OG0002778	QAXK01002678.1_2058-278	PSC67984.1 Pre-mRNA-splicing factor 38A [Micractinium conductrix]
OG0002781	QAXK01008309.1_4393-845	PSC72756.1 nucleotide-diphospho-sugar transferase [Micractinium conductrix]
OG0002791	QAXK01006910.1_4587-4039	PSC75749.1 tRNA threonylcarbamoyladenosine biosynthesis [Micractinium conductrix]
OG0002793	QAXK01003026.1_6033-13877	PSC73353.1 chloroplastic isoform X2 [Micractinium conductrix]
OG0002799	QAXK01000454.1_923-1568	PSC71761.1 transmembrane emp24 domain-containing p24delta4-like [Micractinium conductrix]
OG0002810	QAXK01009911.1_30762-28414	PSC72789.1 Seven transmembrane 1 [Micractinium conductrix]
OG0002812	QAXK01008556.1_5708-3352	PSC71072.1 hypothetical protein C2E20_5531 [Micractinium conductrix]
OG0002818	QAXK01001221.1_1240-326	PSC72694.1 DNA-directed RNA polymerase I subunit RPA12 [Micractinium conductrix]
OG0002819	QAXK01001402.1_3021-777	PSC72651.1 Tocopherol chloroplastic [Micractinium conductrix]
OG0002820	QAXK01007101.1_2486-3500	PSC72742.1 ubiquinone biosynthesis O-methyltransferase [Micractinium conductrix]
OG0002821	QAXK01001240.1_4320-118	PSC77011.1 AP-1 complex subunit gamma-2-like isoform X2 [Micractinium conductrix]
OG0002827	QAXK01001575.1_9213-11802	PSC72065.1 Ubiquitin-like domain-containing CTD phosphatase [Micractinium conductrix]
OG0002829	QAXK01008464.1_4921-314	PSC72146.1 mRNA-capping enzyme isoform X1 [Micractinium conductrix]
OG0002831	QAXK01009471.1_2975-111	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]
OG0002848	QAXK01011190.1_3792-5177	PSC67503.1 ribosomal L1 [Micractinium conductrix]
OG0002852	QAXK01002795.1_1894-3499	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]
OG0002853	QAXK01006222.1_6005-7514	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]
OG0002854	QAXK01000274.1_4441-2040	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]
OG0002861	QAXK01000336.1_29701-28621	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]
OG0002871	QAXK01001665.1_2326-3883	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]
OG0002877	QAXK01001383.1_16600-17459	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]
OG0002889	QAXK01014533.1_1995-3733	PSC70214.1 Hop-interacting protein [Micractinium conductrix]
OG0002890	QAXK01012468.1_6191-5064	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]
OG0002892	QAXK01004675.1_1944-4753	PSC70170.1 phosphoribulokinase [Micractinium conductrix]
OG0002895	QAXK01006273.1_11056-8644	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]
OG0002898	QAXK01013787.1_6935-10103	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]
OG0002900	QAXK01000573.1_11483-12681	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]
OG0002903	QAXK01008701.1_3697-2030	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]
OG0002915	QAXK01000080.1_1794-5623	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]
OG0002916	QAXK01010627.1_8219-6389	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]
OG0002918	QAXK01005102.1_8833-5901	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]
OG0002927	QAXK01012487.1_1571-2566	PSC74554.1 DNA-directed RNA polymerase subunit beta [Micractinium conductrix]
OG0002931	QAXK01009697.1_3987-6949	PSC73632.1 NADPH_adrenodoxin mitochondrial isoform X1 [Micractinium conductrix]
OG0002938	QAXK01014057.1_8141-7852	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]
OG0002940	QAXK01000147.1_17903-18595	PSC72126.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Micractinium conductrix]
OG0002946	QAXK01002261.1_40148-34742	PSC76836.1 U3 small nucleolar RNA-associated 21-like protein [Micractinium conductrix]
OG0002948	QAXK01005661.1_3614-5576	PSC68829.1 FAM63A-like isoform X2 [Micractinium conductrix]
OG0002962	QAXK01002423.1_4870-1549	PSC69885.1 Rab GDP dissociation inhibitor [Micractinium conductrix]
OG0002965	QAXK01009311.1_5086-9550	PSC69979.1 putative ATP-dependent RNA helicase DDX11 [Micractinium conductrix]
OG0002971	QAXK01004485.1_1816-3388	PSC73122.1 cornichon-like protein 1 [Micractinium conductrix]
OG0002974	QAXK01000635.1_9875-7571	PSC73996.1 glycerol-3-phosphate acyltransferase 3-like [Micractinium conductrix]
OG0002988	QAXK01005019.1_7837-6195	PSC71301.1 NADH dehydrogenase _ubiquinone_ complex assembly factor 6 [Micractinium conductrix]
OG0002994	QAXK01008641.1_5826-4936	PSC71362.1 DNA replication complex GINS PSF2 [Micractinium conductrix]
OG0002996	QAXK01008356.1_1994-1323	PSC74043.1 GNAT family N-acetyltransferase [Micractinium conductrix]
OG0003006	QAXK01009127.1_2830-5632	PSC68551.1 Peroxisome biogenesis 7 [Micractinium conductrix]
OG0003009	QAXK01001726.1_8268-6818	PSC74135.1 p21-activated kinase-interacting 1-like [Micractinium conductrix]
OG0003015	QAXK01017394.1_3188-4	PSC73346.1 anaphase-promoting complex subunit 6 [Micractinium conductrix]
OG0003017	QAXK01001070.1_5974-4798	PSC74627.1 low molecular mass early light-induced [Micractinium conductrix]
OG0003036	QAXK01000724.1_14653-15848	PSC69839.1 gamma carbonic anhydrase mitochondrial [Micractinium conductrix]
OG0003041	QAXK01001704.1_7113-6556	PSC69180.1 hypothetical protein C2E20_7357 [Micractinium conductrix]
OG0003042	QAXK01014526.1_3534-6424	PSC71404.1 ER membrane complex subunit 1 [Micractinium conductrix]
OG0003049	QAXK01005731.1_3330-6743	PSC76990.1 phosphatidate cytidylyltransferase-like [Micractinium conductrix]
OG0003059	QAXK01007133.1_7499-8797	PSC67464.1 hypothetical protein C2E20_8859 [Micractinium conductrix]
OG0003064	QAXK01005457.1_8974-4681	PSC70861.1 pyridoxine pyridoxamine 5 -phosphate oxidase chloroplastic-like [Micractinium conductrix]
OG0003068	QAXK01015536.1_9170-6903	PSC75229.1 cytochrome c oxidase assembly COX15 [Micractinium conductrix]
OG0003075	QAXK01016351.1_22-2386	PSC68822.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Micractinium conductrix]
OG0003087	QAXK01003513.1_13194-9646	PSC74388.1 nuclear poly_A_ polymerase 1 [Micractinium conductrix]
OG0003091	QAXK01014943.1_5708-4249	PSC71876.1 geranyl diphosphate synthase [Micractinium conductrix]
OG0003097	QAXK01008899.1_16518-18484	PSC71399.1 prostaglandin E synthase 2-like [Micractinium conductrix]
OG0003105	QAXK01001158.1_6748-4261	PSC69396.1 U3 small nucleolar RNA-associated 18-like protein [Micractinium conductrix]
OG0003107	QAXK01014862.1_4087-1458	PSC70580.1 diphthamide biosynthesis 7 [Micractinium conductrix]
OG0003111	QAXK01008798.1_739-2238	PSC74814.1 vacuolar sorting-associated 41-like protein [Micractinium conductrix]
OG0003123	QAXK01008567.1_4740-6650	PSC75099.1 Phosphoribosylglycinamide chloroplastic [Micractinium conductrix]
OG0003125	QAXK01001243.1_11567-10056	PSC68960.1 2-methoxy-6-polyprenyl-1_4-benzoquinol mitochondrial [Micractinium conductrix]
OG0003126	QAXK01016483.1_12203-9679	PSC70496.1 iron-sulfur cluster assembly [Micractinium conductrix]
OG0003127	QAXK01017290.1_11269-8021	PSC67902.1 tRNA dimethylallyltransferase 9 [Micractinium conductrix]
OG0003129	QAXK01002314.1_19744-18688	PSC76257.1 DUF866 domain-containing [Micractinium conductrix]
OG0003133	QAXK01000525.1_12654-17162	PSC68884.1 NEDD8-activating enzyme E1 regulatory subunit [Micractinium conductrix]
OG0003137	QAXK01001082.1_3989-724	PSC72427.1 translation initiation factor eIF-2B subunit beta [Micractinium conductrix]
OG0003148	QAXK01012193.1_12536-14034	PSC70379.1 ribosome biogenesis TSR3-like protein [Micractinium conductrix]
OG0003149	QAXK01012663.1_1560-2913	PSC68957.1 photosystem II S4 domain [Micractinium conductrix]
OG0003151	QAXK01010249.1_1617-3048	PSC70397.1 psbP chloroplastic [Micractinium conductrix]
OG0003152	QAXK01003852.1_5090-8561	PSC76374.1 ribosome biogenesis BOP1-like protein [Micractinium conductrix]
OG0003157	QAXK01018936.1_2-1001	PSC68630.1 monothiol glutaredoxin-S17 [Micractinium conductrix]
OG0003160	QAXK01000595.1_5567-8159	PSC70298.1 Actin-related 6 [Micractinium conductrix]
OG0003164	QAXK01009877.1_4970-2684	PSC73714.1 tRNA _adenine_58_-N_1__-methyltransferase catalytic subunit trmt61a [Micractinium conductrix]
OG0003167	QAXK01014051.1_13887-12133	PSC70321.1 Sphingosine-1-phosphate lyase [Micractinium conductrix]
OG0003172	QAXK01000415.1_5823-6484	PSC70903.1 V-type proton ATPase subunit F [Micractinium conductrix]
OG0003191	QAXK01004389.1_4946-6334	PSC74259.1 WD repeat domain-containing 83 [Micractinium conductrix]
OG0003196	QAXK01000596.1_17342-21595	PSC67520.1 chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Micractinium conductrix]
OG0003197	QAXK01003298.1_5048-551	PSC70334.1 conserved oligomeric Golgi complex subunit 3 [Micractinium conductrix]
OG0003198	QAXK01002898.1_4695-10345	PSC73344.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Micractinium conductrix]
OG0003204	QAXK01006378.1_2719-127	PSC69750.1 Cleavage and polyadenylation specificity factor subunit 3 [Micractinium conductrix]
OG0003209	QAXK01011390.1_6757-10508	PSC70300.1 putative DNA helicase MCM8 isoform X1 [Micractinium conductrix]
OG0003212	QAXK01003629.1_5946-3703	PSC68636.1 violaxanthin de-epoxidase-related [Micractinium conductrix]
OG0003217	QAXK01017651.1_111-3535	PSC69693.1 Fibronectin-binding A domain [Micractinium conductrix]
OG0003218	QAXK01003131.1_36278-34367	PSC68372.1 26S proteasome non-ATPase regulatory subunit 7-like protein A-like [Micractinium conductrix]
OG0003220	QAXK01004108.1_13829-15654	PSC76230.1 RNA-binding pno1-like [Micractinium conductrix]
OG0003226	QAXK01003220.1_8522-13953	PSC72105.1 Pre-mRNA-splicing factor SYF1 [Micractinium conductrix]
OG0003227	QAXK01003375.1_5219-43	PSC69930.1 putative Xaa-Pro aminopeptidase P [Micractinium conductrix]
OG0003230	QAXK01000382.1_1570-3458	PSC70627.1 ATP synthase subunit mitochondrial [Micractinium conductrix]
OG0003235	QAXK01014478.1_11654-8522	PSC72776.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Micractinium conductrix]
OG0003239	QAXK01009911.1_3900-1880	PSC73023.1 family membrane [Micractinium conductrix]
OG0003243	QAXK01012462.1_308-2720	PSC72807.1 Deoxyhypusine synthase [Micractinium conductrix]
OG0003245	QAXK01014831.1_1377-156	PSC75116.1 ribosome production factor 2-like protein [Micractinium conductrix]
OG0003248	QAXK01003339.1_1231-2678	PSC72859.1 glucosamine 6-phosphate N-acetyltransferase [Micractinium conductrix]
OG0003249	QAXK01001710.1_3704-3307	PSC72169.1 hypothetical protein C2E20_4472 [Micractinium conductrix]
OG0003250	QAXK01003319.1_3618-13354	PSC75527.1 splicing factor 3B subunit 3-like [Micractinium conductrix], PSC75463.1 splicing factor 3B subunit 3-like [Micractinium conductrix]
OG0003251	QAXK01015706.1_7236-11105	PSC67190.1 cryptochrome-1-like [Micractinium conductrix], PSC67921.1 cryptochrome-1-like isoform X1 [Micractinium conductrix]
OG0003252	QAXK01000655.1_17305-22319	PSC73253.1 origin of replication complex subunit 1B-like [Micractinium conductrix]
OG0003253	QAXK01000965.1_18464-16425	PSC70371.1 RNA binding [Micractinium conductrix]
OG0003254	QAXK01000983.1_27514-29192	PSC71487.1 pantothenate kinase-like [Micractinium conductrix]
OG0003255	QAXK01010066.1_5264-7166	PSC73281.1 glutathione S-transferase [Micractinium conductrix], PSC73230.1 glutathione S-transferase [Micractinium conductrix]
OG0003256	QAXK01014762.1_15208-13635	PSC73005.1 HD repeat domain-containing [Micractinium conductrix]
OG0003257	QAXK01001567.1_22308-20679	PSC76670.1 nudix hydrolase mitochondrial-like [Micractinium conductrix]
OG0003258	QAXK01005019.1_6054-4921	PSC70916.1 ubiquitin carboxyl-terminal hydrolase isozyme L3 [Micractinium conductrix], PSC70982.1 ubiquitin carboxyl-terminal hydrolase family [Micractinium conductrix]
OG0003259	QAXK01003400.1_3813-5064	PSC67754.1 60S ribosomal L23A [Micractinium conductrix]
OG0003357	QAXK01001354.1_4891-5217	PSC69154.1 Cytochrome b5 [Micractinium conductrix]
OG0003361	QAXK01008796.1_1534-1839	PSC72135.1 Prefoldin subunit 2 [Micractinium conductrix]
OG0003363	QAXK01009044.1_6855-8605	PSC74300.1 ABC transporter I family member chloroplastic [Micractinium conductrix]
OG0003365	QAXK01013436.1_3075-257	PSC74068.1 acetyl coenzyme A transporter [Micractinium conductrix]
OG0003376	QAXK01015973.1_3186-2635	PSC73976.1 rhodanese-like domain-containing 12 [Micractinium conductrix]
OG0003378	QAXK01007832.1_7613-8663	PSC74714.1 40S ribosomal S11 [Micractinium conductrix]
OG0003389	QAXK01000807.1_2417-1282	PSC72783.1 TBC1 domain family member 20 [Micractinium conductrix]
OG0003390	QAXK01002975.1_1945-3061	PSC73497.1 rRNA methyltransferase mitochondrial [Micractinium conductrix]
OG0003400	QAXK01011269.1_6226-3244	PSC74035.1 geranylgeranyl transferase type-2 subunit beta-like isoform X1 [Micractinium conductrix]
OG0003418	QAXK01004430.1_3720-2428	PSC77030.1 DUF455 family [Micractinium conductrix]
OG0003427	QAXK01017428.1_6517-5288	PSC68994.1 tRNA _guanine_9_-N1_-methyltransferase [Micractinium conductrix]
OG0003452	QAXK01012596.1_9132-5856	PSC73624.1 methyltransferase MT-_ISS_ [Micractinium conductrix]
OG0003460	QAXK01010334.1_16568-22208	PSC75864.1 Armadillo-type fold [Micractinium conductrix]
OG0003462	QAXK01004703.1_12039-13879	PSC70500.1 Serine threonine-kinase haspin [Micractinium conductrix]
OG0003465	QAXK01007075.1_15495-16375	PSC75410.1 50S ribosomal L17 [Micractinium conductrix]
OG0003474	QAXK01010270.1_2969-2237	PSC76338.1 NHP2 1 [Micractinium conductrix]
OG0003481	QAXK01002106.1_10876-11265	PSC68427.1 sm LSM8 [Micractinium conductrix]
OG0003502	QAXK01000365.1_3565-4942	PSC68315.1 DNA-directed RNA polymerase II subunit RPB7 [Micractinium conductrix]
OG0003509	QAXK01011852.1_1562-2354	PSC68364.1 trafficking particle complex subunit 2-like [Micractinium conductrix]
OG0003538	QAXK01008337.1_3990-5243	PSC74114.1 CGLD23 required for cyt b6 assembly [Micractinium conductrix]
OG0003540	QAXK01001088.1_16015-14943	PSC67565.1 hypothetical protein C2E20_8782 [Micractinium conductrix]
OG0003568	QAXK01002228.1_1968-3201	PSC71491.1 cytochrome b561 domain-containing 2 [Micractinium conductrix]
OG0003579	QAXK01005668.1_9092-7561	PSC71555.1 hypothetical protein C2E20_5127 [Micractinium conductrix]
OG0003597	QAXK01004574.1_6183-8163	PSC73275.1 hypothetical protein C2E20_3343 [Micractinium conductrix]
OG0003598	QAXK01002968.1_5239-542	PSC67935.1 dnaJ-like protein subfamily C member 2 [Micractinium conductrix]
OG0003601	QAXK01016048.1_1933-545	PSC68076.1 Trafficking particle complex subunit 6B [Micractinium conductrix]
OG0003625	QAXK01001997.1_7467-5438	PSC67663.1 indole-3-glycerol phosphate chloroplastic-like [Micractinium conductrix]
OG0003643	QAXK01000249.1_16165-13537	PSC67803.1 farnesyltransferase subunit beta [Micractinium conductrix]
OG0003644	QAXK01008360.1_3542-5458	PSC73075.1 ubiquitin receptor RAD23b-like [Micractinium conductrix]
OG0003666	QAXK01003616.1_6090-7285	PSC75588.1 family tRNA rRNA methyltransferase [Micractinium conductrix]
OG0003672	QAXK01004402.1_2407-3301	PSC72483.1 Peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]
OG0003687	QAXK01006494.1_1594-1032	PSC73210.1 DUF1279-domain-containing [Micractinium conductrix]
OG0003693	QAXK01003706.1_3896-8573	PSC73688.1 Suf-domain-containing [Micractinium conductrix]
OG0003697	QAXK01004373.1_28195-25392	PSC68272.1 Pentatricopeptide repeat-containing [Micractinium conductrix]
