Orthogroup	Chlorella_KRBP	Auxenochlorella_protothecoides
OG0002374	QAXK01003443.1_1888-4145	RMZ52045.1 hypothetical protein APUTEX25_001239 [Auxenochlorella protothecoides]
OG0002375	QAXK01000611.1_344-2643	RMZ52048.1 hypothetical protein APUTEX25_001242 [Auxenochlorella protothecoides]
OG0002377	QAXK01000070.1_5006-2926	RMZ52054.1 hypothetical protein APUTEX25_001248_ partial [Auxenochlorella protothecoides]
OG0002391	QAXK01001032.1_529-3021	RMZ52163.1 hypothetical protein APUTEX25_001553 [Auxenochlorella protothecoides]
OG0002392	QAXK01004092.1_39419-40407	RMZ52187.1 hypothetical protein APUTEX25_001577 [Auxenochlorella protothecoides]
OG0002393	QAXK01004425.1_5700-7015	RMZ52201.1 hypothetical protein APUTEX25_001591_ partial [Auxenochlorella protothecoides]
OG0002398	QAXK01007630.1_3354-1779	RMZ52235.1 hypothetical protein APUTEX25_001625 [Auxenochlorella protothecoides]
OG0002400	QAXK01009758.1_1852-165	RMZ52240.1 hypothetical protein APUTEX25_001630 [Auxenochlorella protothecoides]
OG0002402	QAXK01006527.1_8708-6017	RMZ52245.1 hypothetical protein APUTEX25_001635 [Auxenochlorella protothecoides]
OG0002404	QAXK01000840.1_31502-30180	RMZ52264.1 hypothetical protein APUTEX25_001654 [Auxenochlorella protothecoides]
OG0002407	QAXK01002424.1_5771-2597	RMZ52282.1 hypothetical protein APUTEX25_001672 [Auxenochlorella protothecoides]
OG0002409	QAXK01003096.1_14696-17609	RMZ52309.1 hypothetical protein APUTEX25_005062 [Auxenochlorella protothecoides]
OG0002410	QAXK01000328.1_7305-8962	RMZ52310.1 hypothetical protein APUTEX25_005063_ partial [Auxenochlorella protothecoides]
OG0002415	QAXK01018530.1_1173-3834	RMZ52356.1 hypothetical protein APUTEX25_000631 [Auxenochlorella protothecoides]
OG0002417	QAXK01014946.1_5937-4091	RMZ52367.1 hypothetical protein APUTEX25_000642 [Auxenochlorella protothecoides]
OG0002421	QAXK01000019.1_127-3831	RMZ52391.1 hypothetical protein APUTEX25_000666 [Auxenochlorella protothecoides]
OG0002424	QAXK01004230.1_13015-11861	RMZ52429.1 hypothetical protein APUTEX25_000008 [Auxenochlorella protothecoides]
OG0002429	QAXK01018188.1_2713-2029	RMZ52443.1 hypothetical protein APUTEX25_000022_ partial [Auxenochlorella protothecoides]
OG0002433	QAXK01010016.1_2591-4898	RMZ52464.1 hypothetical protein APUTEX25_000043 [Auxenochlorella protothecoides]
OG0002435	QAXK01006642.1_4903-8475	RMZ52478.1 hypothetical protein APUTEX25_003621 [Auxenochlorella protothecoides]
OG0002439	QAXK01006012.1_4611-6378	RMZ52515.1 hypothetical protein APUTEX25_003658 [Auxenochlorella protothecoides]
OG0002441	QAXK01000523.1_8909-7053	RMZ52527.1 hypothetical protein APUTEX25_003670 [Auxenochlorella protothecoides]
OG0002447	QAXK01011649.1_6227-2645	RMZ52553.1 hypothetical protein APUTEX25_003696_ partial [Auxenochlorella protothecoides]
OG0002451	QAXK01000979.1_11011-9108	RMZ52565.1 hypothetical protein APUTEX25_003708 [Auxenochlorella protothecoides]
OG0002454	QAXK01017228.1_872-211	RMZ52616.1 hypothetical protein APUTEX25_000735 [Auxenochlorella protothecoides]
OG0002461	QAXK01008372.1_4504-1777	RMZ52658.1 hypothetical protein APUTEX25_000777 [Auxenochlorella protothecoides]
OG0002470	QAXK01004760.1_349-2010	RMZ52689.1 hypothetical protein APUTEX25_000808_ partial [Auxenochlorella protothecoides]
OG0002473	QAXK01005580.1_145-5612	RMZ52724.1 hypothetical protein APUTEX25_000843_ partial [Auxenochlorella protothecoides]
OG0002481	QAXK01019295.1_5920-5732	RMZ52816.1 hypothetical protein APUTEX25_000935_ partial [Auxenochlorella protothecoides]
OG0002489	QAXK01011332.1_7730-6306	RMZ52875.1 hypothetical protein APUTEX25_000994 [Auxenochlorella protothecoides]
OG0002490	QAXK01005493.1_5709-8739	RMZ52882.1 hypothetical protein APUTEX25_001001 [Auxenochlorella protothecoides]
OG0002491	QAXK01001982.1_13111-9273	RMZ52889.1 hypothetical protein APUTEX25_001008 [Auxenochlorella protothecoides]
OG0002493	QAXK01003356.1_3976-6343	RMZ52912.1 hypothetical protein APUTEX25_001031_ partial [Auxenochlorella protothecoides]
OG0002501	QAXK01015333.1_8887-6386	RMZ52956.1 hypothetical protein APUTEX25_001075_ partial [Auxenochlorella protothecoides]
OG0002502	QAXK01004701.1_7826-2022	RMZ52958.1 hypothetical protein APUTEX25_001077_ partial [Auxenochlorella protothecoides]
OG0002509	QAXK01002072.1_7784-4601	RMZ53027.1 hypothetical protein APUTEX25_001146_ partial [Auxenochlorella protothecoides]
OG0002520	QAXK01004095.1_2354-706	RMZ53155.1 hypothetical protein APUTEX25_005144 [Auxenochlorella protothecoides]
OG0002524	QAXK01000577.1_7847-8807	RMZ53166.1 hypothetical protein APUTEX25_005155 [Auxenochlorella protothecoides]
OG0002525	QAXK01004000.1_12088-10081	RMZ53174.1 hypothetical protein APUTEX25_005163 [Auxenochlorella protothecoides]
OG0002540	QAXK01000802.1_2542-6601	RMZ53275.1 hypothetical protein APUTEX25_005264 [Auxenochlorella protothecoides]
OG0002550	QAXK01001082.1_16962-21149	RMZ53322.1 hypothetical protein APUTEX25_004810 [Auxenochlorella protothecoides]
OG0002551	QAXK01000484.1_4718-2307	RMZ53329.1 hypothetical protein APUTEX25_004817 [Auxenochlorella protothecoides]
OG0002552	QAXK01001169.1_7647-4609	RMZ53331.1 hypothetical protein APUTEX25_004819_ partial [Auxenochlorella protothecoides]
OG0002561	QAXK01000325.1_52702-51360	RMZ53420.1 hypothetical protein APUTEX25_004908_ partial [Auxenochlorella protothecoides]
OG0002563	QAXK01010777.1_196-929	RMZ53426.1 hypothetical protein APUTEX25_004914 [Auxenochlorella protothecoides]
OG0002569	QAXK01008095.1_6073-1465	RMZ53490.1 hypothetical protein APUTEX25_003312 [Auxenochlorella protothecoides]
OG0002570	QAXK01004879.1_5868-4307	RMZ53500.1 hypothetical protein APUTEX25_003322_ partial [Auxenochlorella protothecoides]
OG0002572	QAXK01003017.1_10269-9177	RMZ53557.1 hypothetical protein APUTEX25_003379_ partial [Auxenochlorella protothecoides]
OG0002575	QAXK01018811.1_5082-3547	RMZ53584.1 hypothetical protein APUTEX25_003406 [Auxenochlorella protothecoides]
OG0002578	QAXK01006849.1_22455-23625	RMZ53606.1 hypothetical protein APUTEX25_003140 [Auxenochlorella protothecoides]
OG0002581	QAXK01000799.1_52275-51787	RMZ53622.1 hypothetical protein APUTEX25_003156 [Auxenochlorella protothecoides]
OG0002587	QAXK01003879.1_1866-205	RMZ53671.1 hypothetical protein APUTEX25_003205 [Auxenochlorella protothecoides]
OG0002588	QAXK01006532.1_11118-4758	RMZ53678.1 hypothetical protein APUTEX25_003212_ partial [Auxenochlorella protothecoides]
OG0002596	QAXK01013827.1_4630-1867	RMZ53761.1 hypothetical protein APUTEX25_003900 [Auxenochlorella protothecoides]
OG0002601	QAXK01013188.1_5354-2685	RMZ53798.1 hypothetical protein APUTEX25_003937 [Auxenochlorella protothecoides]
OG0002604	QAXK01003755.1_5170-9460	RMZ53826.1 hypothetical protein APUTEX25_003965 [Auxenochlorella protothecoides]
OG0002608	QAXK01001306.1_3606-5501	RMZ53849.1 hypothetical protein APUTEX25_005595 [Auxenochlorella protothecoides]
OG0002610	QAXK01006881.1_2636-4947	RMZ53853.1 hypothetical protein APUTEX25_005599 [Auxenochlorella protothecoides]
OG0002611	QAXK01008206.1_13328-14330	RMZ53856.1 hypothetical protein APUTEX25_005602_ partial [Auxenochlorella protothecoides]
OG0002613	QAXK01001336.1_4314-5769	RMZ53863.1 hypothetical protein APUTEX25_005609 [Auxenochlorella protothecoides]
OG0002615	QAXK01018285.1_3833-2399	RMZ53870.1 hypothetical protein APUTEX25_005616_ partial [Auxenochlorella protothecoides]
OG0002620	QAXK01005400.1_31209-29659	RMZ53892.1 hypothetical protein APUTEX25_005574 [Auxenochlorella protothecoides]
OG0002627	QAXK01000679.1_20862-23970	RMZ53974.1 hypothetical protein APUTEX25_002551 [Auxenochlorella protothecoides]
OG0002632	QAXK01000208.1_858-3327	RMZ54018.1 hypothetical protein APUTEX25_002595_ partial [Auxenochlorella protothecoides]
OG0002633	QAXK01015735.1_789-3208	RMZ54028.1 hypothetical protein APUTEX25_002605 [Auxenochlorella protothecoides]
OG0002634	QAXK01005319.1_15043-16886	RMZ54029.1 hypothetical protein APUTEX25_002606 [Auxenochlorella protothecoides]
OG0002641	QAXK01001768.1_11195-11945	RMZ54078.1 hypothetical protein APUTEX25_002655 [Auxenochlorella protothecoides]
OG0002642	QAXK01002348.1_6292-8730	RMZ54081.1 hypothetical protein APUTEX25_002658 [Auxenochlorella protothecoides]
OG0002654	QAXK01008540.1_14282-12509	RMZ54158.1 hypothetical protein APUTEX25_005314 [Auxenochlorella protothecoides]
OG0002656	QAXK01008693.1_1704-2778	RMZ54169.1 hypothetical protein APUTEX25_005325 [Auxenochlorella protothecoides]
OG0002657	QAXK01001396.1_8898-9977	RMZ54174.1 hypothetical protein APUTEX25_005330 [Auxenochlorella protothecoides]
OG0002663	QAXK01005614.1_2666-5868	RMZ54225.1 hypothetical protein APUTEX25_000576 [Auxenochlorella protothecoides]
OG0002665	QAXK01013120.1_9967-12816	RMZ54241.1 hypothetical protein APUTEX25_000592 [Auxenochlorella protothecoides]
OG0002670	QAXK01006673.1_15764-13631	RMZ54272.1 hypothetical protein APUTEX25_000623 [Auxenochlorella protothecoides]
OG0002674	QAXK01009777.1_8817-6577	RMZ54304.1 hypothetical protein APUTEX25_001462 [Auxenochlorella protothecoides]
OG0002680	QAXK01002348.1_28743-27471	RMZ54338.1 hypothetical protein APUTEX25_001496 [Auxenochlorella protothecoides]
OG0002684	QAXK01009099.1_14211-12777	RMZ54360.1 hypothetical protein APUTEX25_001936 [Auxenochlorella protothecoides]
OG0002690	QAXK01002281.1_18158-20087	RMZ54394.1 hypothetical protein APUTEX25_001970 [Auxenochlorella protothecoides]
OG0002691	QAXK01017025.1_286-4417	RMZ54397.1 hypothetical protein APUTEX25_001973 [Auxenochlorella protothecoides]
OG0002692	QAXK01018733.1_2749-2003	RMZ54404.1 hypothetical protein APUTEX25_001980 [Auxenochlorella protothecoides]
OG0002693	QAXK01001086.1_9229-7556	RMZ54409.1 hypothetical protein APUTEX25_001985 [Auxenochlorella protothecoides]
OG0002695	QAXK01007477.1_3698-5226	RMZ54416.1 hypothetical protein APUTEX25_001992 [Auxenochlorella protothecoides]
OG0002710	QAXK01005359.1_3667-6796	RMZ54534.1 hypothetical protein APUTEX25_001706 [Auxenochlorella protothecoides]
OG0002711	QAXK01000142.1_2803-4675	RMZ54538.1 hypothetical protein APUTEX25_002113 [Auxenochlorella protothecoides]
OG0002714	QAXK01008206.1_4068-2028	RMZ54550.1 hypothetical protein APUTEX25_002125 [Auxenochlorella protothecoides]
OG0002716	QAXK01002299.1_25676-26628	RMZ54583.1 hypothetical protein APUTEX25_002169 [Auxenochlorella protothecoides]
OG0002723	QAXK01001735.1_19259-17991	RMZ54632.1 hypothetical protein APUTEX25_003010 [Auxenochlorella protothecoides]
OG0002725	QAXK01014870.1_4125-17	RMZ54661.1 hypothetical protein APUTEX25_003039 [Auxenochlorella protothecoides]
OG0002728	QAXK01001551.1_13518-17077	RMZ54674.1 hypothetical protein APUTEX25_003052 [Auxenochlorella protothecoides]
OG0002729	QAXK01006977.1_27647-33279	RMZ54675.1 hypothetical protein APUTEX25_003053 [Auxenochlorella protothecoides]
OG0002737	QAXK01003565.1_11016-9575	RMZ54736.1 hypothetical protein APUTEX25_003114 [Auxenochlorella protothecoides]
OG0002740	QAXK01008073.1_769-1809	RMZ54757.1 hypothetical protein APUTEX25_000274 [Auxenochlorella protothecoides]
OG0002747	QAXK01003905.1_20331-25213	RMZ54785.1 hypothetical protein APUTEX25_000302 [Auxenochlorella protothecoides]
OG0002748	QAXK01006264.1_6024-5189	RMZ54789.1 hypothetical protein APUTEX25_000306 [Auxenochlorella protothecoides]
OG0002758	QAXK01000240.1_34950-34312	RMZ54840.1 hypothetical protein APUTEX25_000357 [Auxenochlorella protothecoides]
OG0002759	QAXK01007099.1_3453-8857	RMZ54841.1 hypothetical protein APUTEX25_000358 [Auxenochlorella protothecoides]
OG0002761	QAXK01001947.1_20720-25947	RMZ54845.1 hypothetical protein APUTEX25_000362 [Auxenochlorella protothecoides]
OG0002768	QAXK01003475.1_1733-1302	RMZ54880.1 hypothetical protein APUTEX25_000397 [Auxenochlorella protothecoides]
OG0002771	QAXK01011921.1_1066-3701	RMZ54896.1 hypothetical protein APUTEX25_000413 [Auxenochlorella protothecoides]
OG0002772	QAXK01003475.1_2682-4175	RMZ54911.1 hypothetical protein APUTEX25_000428 [Auxenochlorella protothecoides]
OG0002773	QAXK01017743.1_4283-978	RMZ54915.1 hypothetical protein APUTEX25_000432 [Auxenochlorella protothecoides]
OG0002777	QAXK01014000.1_19150-23189	RMZ54931.1 hypothetical protein APUTEX25_000448 [Auxenochlorella protothecoides]
OG0002778	QAXK01002678.1_2058-278	RMZ54944.1 hypothetical protein APUTEX25_000461 [Auxenochlorella protothecoides]
OG0002781	QAXK01008309.1_4393-845	RMZ54963.1 hypothetical protein APUTEX25_000480_ partial [Auxenochlorella protothecoides]
OG0002791	QAXK01006910.1_4587-4039	RMZ55056.1 hypothetical protein APUTEX25_005682 [Auxenochlorella protothecoides]
OG0002793	QAXK01003026.1_6033-13877	RMZ55064.1 hypothetical protein APUTEX25_005690_ partial [Auxenochlorella protothecoides]
OG0002799	QAXK01000454.1_923-1568	RMZ55098.1 hypothetical protein APUTEX25_005724 [Auxenochlorella protothecoides]
OG0002810	QAXK01009911.1_30762-28414	RMZ55178.1 hypothetical protein APUTEX25_005456 [Auxenochlorella protothecoides]
OG0002812	QAXK01008556.1_5708-3352	RMZ55190.1 hypothetical protein APUTEX25_005468 [Auxenochlorella protothecoides]
OG0002818	QAXK01001221.1_1240-326	RMZ55231.1 hypothetical protein APUTEX25_005509 [Auxenochlorella protothecoides]
OG0002819	QAXK01001402.1_3021-777	RMZ55233.1 hypothetical protein APUTEX25_005511 [Auxenochlorella protothecoides]
OG0002820	QAXK01007101.1_2486-3500	RMZ55240.1 hypothetical protein APUTEX25_005518_ partial [Auxenochlorella protothecoides]
OG0002821	QAXK01001240.1_4320-118	RMZ55243.1 hypothetical protein APUTEX25_005521_ partial [Auxenochlorella protothecoides]
OG0002827	QAXK01001575.1_9213-11802	RMZ55300.1 hypothetical protein APUTEX25_003438 [Auxenochlorella protothecoides]
OG0002829	QAXK01008464.1_4921-314	RMZ55306.1 hypothetical protein APUTEX25_003444_ partial [Auxenochlorella protothecoides]
OG0002831	QAXK01009471.1_2975-111	RMZ55314.1 hypothetical protein APUTEX25_003452 [Auxenochlorella protothecoides]
OG0002842	QAXK01002063.1_17610-18209	RMZ55383.1 hypothetical protein APUTEX25_003507 [Auxenochlorella protothecoides]
OG0002848	QAXK01011190.1_3792-5177	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]
OG0002852	QAXK01002795.1_1894-3499	RMZ55425.1 hypothetical protein APUTEX25_003549 [Auxenochlorella protothecoides]
OG0002853	QAXK01006222.1_6005-7514	RMZ55427.1 hypothetical protein APUTEX25_003551 [Auxenochlorella protothecoides]
OG0002854	QAXK01000274.1_4441-2040	RMZ55428.1 hypothetical protein APUTEX25_003552 [Auxenochlorella protothecoides]
OG0002861	QAXK01000336.1_29701-28621	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]
OG0002871	QAXK01001665.1_2326-3883	RMZ55579.1 hypothetical protein APUTEX25_000162 [Auxenochlorella protothecoides]
OG0002877	QAXK01001383.1_16600-17459	RMZ55640.1 hypothetical protein APUTEX25_000223 [Auxenochlorella protothecoides]
OG0002889	QAXK01014533.1_1995-3733	RMZ55737.1 hypothetical protein APUTEX25_005778_ partial [Auxenochlorella protothecoides]
OG0002890	QAXK01012468.1_6191-5064	RMZ55738.1 hypothetical protein APUTEX25_005779 [Auxenochlorella protothecoides]
OG0002892	QAXK01004675.1_1944-4753	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]
OG0002895	QAXK01006273.1_11056-8644	RMZ55783.1 hypothetical protein APUTEX25_005824 [Auxenochlorella protothecoides]
OG0002898	QAXK01013787.1_6935-10103	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]
OG0002900	QAXK01000573.1_11483-12681	RMZ55820.1 hypothetical protein APUTEX25_003786 [Auxenochlorella protothecoides]
OG0002903	QAXK01008701.1_3697-2030	RMZ55838.1 hypothetical protein APUTEX25_003804 [Auxenochlorella protothecoides]
OG0002915	QAXK01000080.1_1794-5623	RMZ55930.1 hypothetical protein APUTEX25_004354_ partial [Auxenochlorella protothecoides]
OG0002916	QAXK01010627.1_8219-6389	RMZ55941.1 hypothetical protein APUTEX25_004365 [Auxenochlorella protothecoides]
OG0002918	QAXK01005102.1_8833-5901	RMZ55947.1 hypothetical protein APUTEX25_004371 [Auxenochlorella protothecoides]
OG0002927	QAXK01012487.1_1571-2566	RMZ55988.1 hypothetical protein APUTEX25_004412 [Auxenochlorella protothecoides]
OG0002931	QAXK01009697.1_3987-6949	RMZ56001.1 hypothetical protein APUTEX25_004425_ partial [Auxenochlorella protothecoides]
OG0002938	QAXK01014057.1_8141-7852	RMZ56044.1 hypothetical protein APUTEX25_004468 [Auxenochlorella protothecoides]
OG0002940	QAXK01000147.1_17903-18595	RMZ56048.1 hypothetical protein APUTEX25_004472 [Auxenochlorella protothecoides]
OG0002946	QAXK01002261.1_40148-34742	RMZ56081.1 hypothetical protein APUTEX25_004505 [Auxenochlorella protothecoides]
OG0002948	QAXK01005661.1_3614-5576	RMZ56091.1 hypothetical protein APUTEX25_004515_ partial [Auxenochlorella protothecoides]
OG0002955	QAXK01003496.1_4117-1328	RMZ56136.1 hypothetical protein APUTEX25_004560 [Auxenochlorella protothecoides]
OG0002962	QAXK01002423.1_4870-1549	RMZ56224.1 hypothetical protein APUTEX25_002414 [Auxenochlorella protothecoides]
OG0002965	QAXK01009311.1_5086-9550	RMZ56248.1 hypothetical protein APUTEX25_002438 [Auxenochlorella protothecoides]
OG0002969	QAXK01007111.1_9724-10631	RMZ56266.1 hypothetical protein APUTEX25_002456 [Auxenochlorella protothecoides]
OG0002971	QAXK01004485.1_1816-3388	RMZ56299.1 hypothetical protein APUTEX25_000538 [Auxenochlorella protothecoides]
OG0002974	QAXK01000635.1_9875-7571	RMZ56337.1 hypothetical protein APUTEX25_004694_ partial [Auxenochlorella protothecoides]
OG0002988	QAXK01005019.1_7837-6195	RMZ56419.1 hypothetical protein APUTEX25_004642 [Auxenochlorella protothecoides]
OG0002994	QAXK01008641.1_5826-4936	RMZ56471.1 hypothetical protein APUTEX25_001318 [Auxenochlorella protothecoides], RMZ56636.1 hypothetical protein APUTEX25_002725 [Auxenochlorella protothecoides]
OG0002996	QAXK01008356.1_1994-1323	RMZ56476.1 hypothetical protein APUTEX25_001323 [Auxenochlorella protothecoides]
OG0003000	QAXK01018219.1_153-1479	RMZ56493.1 hypothetical protein APUTEX25_001340 [Auxenochlorella protothecoides]
OG0003006	QAXK01009127.1_2830-5632	RMZ56513.1 hypothetical protein APUTEX25_001360 [Auxenochlorella protothecoides]
OG0003009	QAXK01001726.1_8268-6818	RMZ56531.1 hypothetical protein APUTEX25_001378 [Auxenochlorella protothecoides]
OG0003011	QAXK01014149.1_4580-2650	RMZ56538.1 hypothetical protein APUTEX25_001385 [Auxenochlorella protothecoides]
OG0003015	QAXK01017394.1_3188-4	RMZ56557.1 hypothetical protein APUTEX25_001404 [Auxenochlorella protothecoides]
OG0003017	QAXK01001070.1_5974-4798	RMZ56562.1 hypothetical protein APUTEX25_001409 [Auxenochlorella protothecoides]
OG0003026	QAXK01001672.1_6564-5317	RMZ56651.1 hypothetical protein APUTEX25_002740 [Auxenochlorella protothecoides]
OG0003036	QAXK01000724.1_14653-15848	RMZ56714.1 hypothetical protein APUTEX25_002803 [Auxenochlorella protothecoides]
OG0003041	QAXK01001704.1_7113-6556	RMZ56770.1 hypothetical protein APUTEX25_002859 [Auxenochlorella protothecoides]
OG0003042	QAXK01014526.1_3534-6424	RMZ56776.1 hypothetical protein APUTEX25_002865 [Auxenochlorella protothecoides]
OG0003049	QAXK01005731.1_3330-6743	RMZ56821.1 hypothetical protein APUTEX25_002910 [Auxenochlorella protothecoides]
OG0003059	QAXK01007133.1_7499-8797	RMZ56869.1 hypothetical protein APUTEX25_002958 [Auxenochlorella protothecoides]
OG0003064	QAXK01005457.1_8974-4681	RMZ56918.1 hypothetical protein APUTEX25_004980 [Auxenochlorella protothecoides]
OG0003068	QAXK01015536.1_9170-6903	RMZ56957.1 hypothetical protein APUTEX25_005019 [Auxenochlorella protothecoides]
OG0003075	QAXK01016351.1_22-2386	RMZ57023.1 hypothetical protein APUTEX25_002255_ partial [Auxenochlorella protothecoides]
OG0003087	QAXK01003513.1_13194-9646	RMZ57078.1 hypothetical protein APUTEX25_002310 [Auxenochlorella protothecoides]
OG0003091	QAXK01014943.1_5708-4249	RMZ57096.1 hypothetical protein APUTEX25_002328 [Auxenochlorella protothecoides]
OG0003097	QAXK01008899.1_16518-18484	RMZ57153.1 hypothetical protein APUTEX25_003987 [Auxenochlorella protothecoides]
OG0003105	QAXK01001158.1_6748-4261	RMZ57213.1 hypothetical protein APUTEX25_004047 [Auxenochlorella protothecoides]
OG0003107	QAXK01014862.1_4087-1458	RMZ57219.1 hypothetical protein APUTEX25_004053_ partial [Auxenochlorella protothecoides]
OG0003111	QAXK01008798.1_739-2238	RMZ57277.1 hypothetical protein APUTEX25_004111 [Auxenochlorella protothecoides]
OG0003123	QAXK01008567.1_4740-6650	RMZ57354.1 hypothetical protein APUTEX25_004188 [Auxenochlorella protothecoides]
OG0003125	QAXK01001243.1_11567-10056	RMZ57356.1 hypothetical protein APUTEX25_004190 [Auxenochlorella protothecoides]
OG0003126	QAXK01016483.1_12203-9679	RMZ57359.1 hypothetical protein APUTEX25_004193 [Auxenochlorella protothecoides]
OG0003127	QAXK01017290.1_11269-8021	RMZ57367.1 hypothetical protein APUTEX25_004201 [Auxenochlorella protothecoides]
OG0003129	QAXK01002314.1_19744-18688	RMZ57373.1 hypothetical protein APUTEX25_004207_ partial [Auxenochlorella protothecoides]
OG0003133	QAXK01000525.1_12654-17162	RMZ57394.1 hypothetical protein APUTEX25_004228_ partial [Auxenochlorella protothecoides]
OG0003137	QAXK01001082.1_3989-724	RMZ57425.1 hypothetical protein APUTEX25_004259_ partial [Auxenochlorella protothecoides]
OG0003142	QAXK01011367.1_1094-2688	RMZ57495.1 hypothetical protein APUTEX25_003738 [Auxenochlorella protothecoides]
OG0003148	QAXK01012193.1_12536-14034	RMZ57540.1 hypothetical protein APUTEX25_001740 [Auxenochlorella protothecoides]
OG0003149	QAXK01012663.1_1560-2913	RMZ57542.1 hypothetical protein APUTEX25_001742 [Auxenochlorella protothecoides]
OG0003151	QAXK01010249.1_1617-3048	RMZ57556.1 hypothetical protein APUTEX25_001756_ partial [Auxenochlorella protothecoides]
OG0003152	QAXK01003852.1_5090-8561	RMZ57557.1 hypothetical protein APUTEX25_001757 [Auxenochlorella protothecoides]
OG0003157	QAXK01018936.1_2-1001	RMZ57574.1 hypothetical protein APUTEX25_001774 [Auxenochlorella protothecoides]
OG0003160	QAXK01000595.1_5567-8159	RMZ57587.1 hypothetical protein APUTEX25_001787 [Auxenochlorella protothecoides]
OG0003164	QAXK01009877.1_4970-2684	RMZ57639.1 hypothetical protein APUTEX25_001839 [Auxenochlorella protothecoides]
OG0003167	QAXK01014051.1_13887-12133	RMZ57662.1 hypothetical protein APUTEX25_001862 [Auxenochlorella protothecoides]
OG0003172	QAXK01000415.1_5823-6484	RMZ57677.1 hypothetical protein APUTEX25_001877 [Auxenochlorella protothecoides]
OG0003357	QAXK01001354.1_4891-5217	RMZ52074.1 hypothetical protein APUTEX25_001268 [Auxenochlorella protothecoides]
OG0003361	QAXK01008796.1_1534-1839	RMZ52100.1 hypothetical protein APUTEX25_001294 [Auxenochlorella protothecoides]
OG0003363	QAXK01009044.1_6855-8605	RMZ52126.1 hypothetical protein APUTEX25_001516 [Auxenochlorella protothecoides]
OG0003365	QAXK01013436.1_3075-257	RMZ52145.1 hypothetical protein APUTEX25_001535 [Auxenochlorella protothecoides]
OG0003376	QAXK01015973.1_3186-2635	RMZ52208.1 hypothetical protein APUTEX25_001598 [Auxenochlorella protothecoides]
OG0003378	QAXK01007832.1_7613-8663	RMZ52226.1 hypothetical protein APUTEX25_001616 [Auxenochlorella protothecoides]
OG0003389	QAXK01000807.1_2417-1282	RMZ52308.1 hypothetical protein APUTEX25_005061_ partial [Auxenochlorella protothecoides]
OG0003390	QAXK01002975.1_1945-3061	RMZ52314.1 hypothetical protein APUTEX25_005067 [Auxenochlorella protothecoides]
OG0003400	QAXK01011269.1_6226-3244	RMZ52405.1 hypothetical protein APUTEX25_000680_ partial [Auxenochlorella protothecoides]
OG0003418	QAXK01004430.1_3720-2428	RMZ52491.1 hypothetical protein APUTEX25_003634_ partial [Auxenochlorella protothecoides]
OG0003427	QAXK01017428.1_6517-5288	RMZ52558.1 hypothetical protein APUTEX25_003701_ partial [Auxenochlorella protothecoides]
OG0003452	QAXK01012596.1_9132-5856	RMZ52734.1 hypothetical protein APUTEX25_000853 [Auxenochlorella protothecoides]
OG0003460	QAXK01010334.1_16568-22208	RMZ52847.1 hypothetical protein APUTEX25_000966 [Auxenochlorella protothecoides]
OG0003462	QAXK01004703.1_12039-13879	RMZ52870.1 hypothetical protein APUTEX25_000989 [Auxenochlorella protothecoides]
OG0003465	QAXK01007075.1_15495-16375	RMZ52890.1 hypothetical protein APUTEX25_001009_ partial [Auxenochlorella protothecoides]
OG0003474	QAXK01010270.1_2969-2237	RMZ52962.1 hypothetical protein APUTEX25_001081_ partial [Auxenochlorella protothecoides]
OG0003481	QAXK01002106.1_10876-11265	RMZ52999.1 hypothetical protein APUTEX25_001118 [Auxenochlorella protothecoides]
OG0003502	QAXK01000365.1_3565-4942	RMZ53132.1 hypothetical protein APUTEX25_005121 [Auxenochlorella protothecoides]
OG0003509	QAXK01011852.1_1562-2354	RMZ53210.1 hypothetical protein APUTEX25_005199_ partial [Auxenochlorella protothecoides]
OG0003538	QAXK01008337.1_3990-5243	RMZ53433.1 hypothetical protein APUTEX25_004921 [Auxenochlorella protothecoides]
OG0003540	QAXK01001088.1_16015-14943	RMZ53455.1 hypothetical protein APUTEX25_003277 [Auxenochlorella protothecoides]
OG0003568	QAXK01002228.1_1968-3201	RMZ53655.1 hypothetical protein APUTEX25_003189_ partial [Auxenochlorella protothecoides]
OG0003579	QAXK01005668.1_9092-7561	RMZ53713.1 hypothetical protein APUTEX25_003247 [Auxenochlorella protothecoides]
OG0003597	QAXK01004574.1_6183-8163	RMZ53987.1 hypothetical protein APUTEX25_002564_ partial [Auxenochlorella protothecoides]
OG0003598	QAXK01002968.1_5239-542	RMZ54014.1 hypothetical protein APUTEX25_002591 [Auxenochlorella protothecoides]
OG0003601	QAXK01016048.1_1933-545	RMZ54034.1 hypothetical protein APUTEX25_002611 [Auxenochlorella protothecoides]
OG0003625	QAXK01001997.1_7467-5438	RMZ54194.1 hypothetical protein APUTEX25_005350 [Auxenochlorella protothecoides]
OG0003643	QAXK01000249.1_16165-13537	RMZ54320.1 hypothetical protein APUTEX25_001478 [Auxenochlorella protothecoides]
