Orthogroup	Scenedesmus_NREL	Auxenochlorella_protothecoides
OG0004672	KAF6250638.1 hypothetical protein COO60DRAFT_785980 [Scenedesmus sp. NREL 46B-D3]	RMZ54939.1 hypothetical protein APUTEX25_000456 [Auxenochlorella protothecoides]
OG0004673	KAF6258347.1 hypothetical protein COO60DRAFT_1133810 [Scenedesmus sp. NREL 46B-D3]	RMZ54947.1 hypothetical protein APUTEX25_000464 [Auxenochlorella protothecoides]
OG0004674	KAF6256119.1 hypothetical protein COO60DRAFT_143844 [Scenedesmus sp. NREL 46B-D3]	RMZ54954.1 hypothetical protein APUTEX25_000471 [Auxenochlorella protothecoides]
OG0004675	KAF6260360.1 plastid/chloroplast ribosomal protein S21 [Scenedesmus sp. NREL 46B-D3]	RMZ54965.1 hypothetical protein APUTEX25_000482 [Auxenochlorella protothecoides]
OG0004676	KAF6257321.1 hypothetical protein COO60DRAFT_1240608 [Scenedesmus sp. NREL 46B-D3]	RMZ54986.1 hypothetical protein APUTEX25_000503 [Auxenochlorella protothecoides]
OG0004678	KAF6262245.1 Tat binding protein 1-interacting protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55035.1 hypothetical protein APUTEX25_005661_ partial [Auxenochlorella protothecoides]
OG0004680	KAF6255448.1 hypothetical protein COO60DRAFT_212602 [Scenedesmus sp. NREL 46B-D3]	RMZ55051.1 hypothetical protein APUTEX25_005677_ partial [Auxenochlorella protothecoides]
OG0004681	KAF6259949.1 hypothetical protein COO60DRAFT_1294635 [Scenedesmus sp. NREL 46B-D3]	RMZ55057.1 hypothetical protein APUTEX25_005683_ partial [Auxenochlorella protothecoides]
OG0004683	KAF6264340.1 anaphase-promoting complex_ cyclosome_ subunit 4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55095.1 hypothetical protein APUTEX25_005721 [Auxenochlorella protothecoides]
OG0004684	KAF6254105.1 photosystem II Pbs27-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55111.1 hypothetical protein APUTEX25_005389 [Auxenochlorella protothecoides]
OG0004685	KAF6265931.1 hypothetical protein COO60DRAFT_1697591 [Scenedesmus sp. NREL 46B-D3]	RMZ55142.1 hypothetical protein APUTEX25_005420_ partial [Auxenochlorella protothecoides]
OG0004686	KAF6259626.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ55144.1 hypothetical protein APUTEX25_005422 [Auxenochlorella protothecoides]
OG0004688	KAF6251593.1 hypothetical protein COO60DRAFT_606161 [Scenedesmus sp. NREL 46B-D3]	RMZ55193.1 hypothetical protein APUTEX25_005471 [Auxenochlorella protothecoides]
OG0004689	KAF6254086.1 bucentaur or craniofacial development-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55198.1 hypothetical protein APUTEX25_005476 [Auxenochlorella protothecoides]
OG0004690	KAF6259124.1 hypothetical protein COO60DRAFT_1689948 [Scenedesmus sp. NREL 46B-D3]	RMZ55201.1 hypothetical protein APUTEX25_005479 [Auxenochlorella protothecoides]
OG0004692	KAF6266527.1 hypothetical protein COO60DRAFT_1654215 [Scenedesmus sp. NREL 46B-D3]	RMZ55217.1 hypothetical protein APUTEX25_005495_ partial [Auxenochlorella protothecoides]
OG0004694	KAF6251411.1 YbaK/prolyl-tRNA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55252.1 hypothetical protein APUTEX25_005530_ partial [Auxenochlorella protothecoides]
OG0004695	KAF6262631.1 hypothetical protein COO60DRAFT_1699193 [Scenedesmus sp. NREL 46B-D3]	RMZ55267.1 hypothetical protein APUTEX25_005545 [Auxenochlorella protothecoides]
OG0004696	KAF6252569.1 hypothetical protein COO60DRAFT_1704213 [Scenedesmus sp. NREL 46B-D3]	RMZ55268.1 hypothetical protein APUTEX25_005546 [Auxenochlorella protothecoides]
OG0004697	KAF6263113.1 ABC transporter type 1_ transmembrane domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55272.1 hypothetical protein APUTEX25_005550_ partial [Auxenochlorella protothecoides]
OG0004698	KAF6263042.1 20S proteasome alpha subunit F [Scenedesmus sp. NREL 46B-D3]	RMZ55274.1 hypothetical protein APUTEX25_005552_ partial [Auxenochlorella protothecoides]
OG0004699	KAF6261217.1 hypothetical protein COO60DRAFT_1459237 [Scenedesmus sp. NREL 46B-D3]	RMZ55275.1 hypothetical protein APUTEX25_005553 [Auxenochlorella protothecoides]
OG0004700	KAF6261189.1 hypothetical protein COO60DRAFT_1502684 [Scenedesmus sp. NREL 46B-D3]	RMZ55294.1 hypothetical protein APUTEX25_003432 [Auxenochlorella protothecoides]
OG0004701	KAF6262459.1 cysteine-rich PDZ-binding protein-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55296.1 hypothetical protein APUTEX25_003434 [Auxenochlorella protothecoides]
OG0004703	KAF6262367.1 hypothetical protein COO60DRAFT_1636041 [Scenedesmus sp. NREL 46B-D3]	RMZ55312.1 hypothetical protein APUTEX25_003450 [Auxenochlorella protothecoides]
OG0004704	KAF6253138.1 hypothetical protein COO60DRAFT_464867 [Scenedesmus sp. NREL 46B-D3], KAF6248626.1 hypothetical protein COO60DRAFT_1058078 [Scenedesmus sp. NREL 46B-D3]	RMZ55329.1 hypothetical protein APUTEX25_003467 [Auxenochlorella protothecoides]
OG0004705	KAF6260320.1 hypothetical protein COO60DRAFT_1767206 [Scenedesmus sp. NREL 46B-D3]	RMZ55339.1 hypothetical protein APUTEX25_003477_ partial [Auxenochlorella protothecoides]
OG0004706	KAF6251542.1 activator of Hsp90 ATPase [Scenedesmus sp. NREL 46B-D3]	RMZ55348.1 hypothetical protein APUTEX25_003486 [Auxenochlorella protothecoides]
OG0004707	KAF6259170.1 cytidine deaminase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55357.1 hypothetical protein APUTEX25_002215 [Auxenochlorella protothecoides]
OG0004708	KAF6255989.1 Fibrillarin [Scenedesmus sp. NREL 46B-D3]	RMZ55368.1 hypothetical protein APUTEX25_002226 [Auxenochlorella protothecoides]
OG0004709	KAF6250713.1 Clp protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55369.1 hypothetical protein APUTEX25_002227 [Auxenochlorella protothecoides]
OG0004711	KAF6244147.1 NifU-like N terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55380.1 hypothetical protein APUTEX25_003504 [Auxenochlorella protothecoides]
OG0004712	KAF6258272.1 HD-domain/PDEase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55385.1 hypothetical protein APUTEX25_003509 [Auxenochlorella protothecoides]
OG0004714	KAF6262430.1 dUTPase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55413.1 hypothetical protein APUTEX25_003537 [Auxenochlorella protothecoides]
OG0004716	KAF6266141.1 plastid/chloroplast ribosomal protein L28 [Scenedesmus sp. NREL 46B-D3]	RMZ55445.1 hypothetical protein APUTEX25_003569 [Auxenochlorella protothecoides]
OG0004717	KAF6258142.1 UV radiation resistance protein and autophagy-related subunit 14-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55457.1 hypothetical protein APUTEX25_003581_ partial [Auxenochlorella protothecoides]
OG0004719	KAF6256028.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55472.1 hypothetical protein APUTEX25_000055 [Auxenochlorella protothecoides]
OG0004721	KAF6262427.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55533.1 hypothetical protein APUTEX25_000116_ partial [Auxenochlorella protothecoides]
OG0004722	KAF6259225.1 hypothetical protein COO60DRAFT_1030707 [Scenedesmus sp. NREL 46B-D3]	RMZ55569.1 hypothetical protein APUTEX25_000152_ partial [Auxenochlorella protothecoides]
OG0004723	KAF6262863.1 hypothetical protein COO60DRAFT_1624783 [Scenedesmus sp. NREL 46B-D3], KAF6260083.1 hypothetical protein COO60DRAFT_931819 [Scenedesmus sp. NREL 46B-D3]	RMZ55591.1 hypothetical protein APUTEX25_000174 [Auxenochlorella protothecoides]
OG0004724	KAF6258510.1 hypothetical protein COO60DRAFT_1622138 [Scenedesmus sp. NREL 46B-D3]	RMZ55602.1 hypothetical protein APUTEX25_000185_ partial [Auxenochlorella protothecoides]
OG0004725	KAF6255698.1 hypothetical protein COO60DRAFT_187159 [Scenedesmus sp. NREL 46B-D3]	RMZ55673.1 hypothetical protein APUTEX25_000256 [Auxenochlorella protothecoides]
OG0004726	KAF6260753.1 107-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55680.1 hypothetical protein APUTEX25_000263 [Auxenochlorella protothecoides]
OG0004727	KAF6264171.1 chalcone isomerase [Scenedesmus sp. NREL 46B-D3]	RMZ55687.1 hypothetical protein APUTEX25_000270 [Auxenochlorella protothecoides]
OG0004728	KAF6259084.1 mttA/Hcf106 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55704.1 hypothetical protein APUTEX25_005745_ partial [Auxenochlorella protothecoides]
OG0004729	KAF6258909.1 hypothetical protein COO60DRAFT_1067124 [Scenedesmus sp. NREL 46B-D3]	RMZ55709.1 hypothetical protein APUTEX25_005750 [Auxenochlorella protothecoides]
OG0004730	KAF6263327.1 hypothetical protein COO60DRAFT_455441 [Scenedesmus sp. NREL 46B-D3]	RMZ55724.1 hypothetical protein APUTEX25_005765_ partial [Auxenochlorella protothecoides]
OG0004731	KAF6266227.1 mercaptopyruvate sulfurtransferase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55734.1 hypothetical protein APUTEX25_005775 [Auxenochlorella protothecoides]
OG0004732	KAF6261888.1 hypothetical protein COO60DRAFT_1499077 [Scenedesmus sp. NREL 46B-D3]	RMZ55745.1 hypothetical protein APUTEX25_005786 [Auxenochlorella protothecoides]
OG0004733	KAF6262398.1 hypothetical protein COO60DRAFT_1624958 [Scenedesmus sp. NREL 46B-D3]	RMZ55754.1 hypothetical protein APUTEX25_005795 [Auxenochlorella protothecoides]
OG0004734	KAF6259535.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	RMZ55764.1 hypothetical protein APUTEX25_005805 [Auxenochlorella protothecoides]
OG0004735	KAF6264965.1 hypothetical protein COO60DRAFT_1634018 [Scenedesmus sp. NREL 46B-D3]	RMZ55791.1 hypothetical protein APUTEX25_005832_ partial [Auxenochlorella protothecoides]
OG0004736	KAF6251140.1 hypothetical protein COO60DRAFT_669368 [Scenedesmus sp. NREL 46B-D3]	RMZ55792.1 hypothetical protein APUTEX25_005833 [Auxenochlorella protothecoides]
OG0004737	KAF6259636.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55813.1 hypothetical protein APUTEX25_003779 [Auxenochlorella protothecoides]
OG0004738	KAF6261437.1 SEC61-gamma subunit OR ER translocon [Scenedesmus sp. NREL 46B-D3]	RMZ55825.1 hypothetical protein APUTEX25_003791 [Auxenochlorella protothecoides]
OG0004739	KAF6265021.1 hypothetical protein COO60DRAFT_1621556 [Scenedesmus sp. NREL 46B-D3]	RMZ55833.1 hypothetical protein APUTEX25_003799_ partial [Auxenochlorella protothecoides]
OG0004740	KAF6260577.1 hypothetical protein COO60DRAFT_1637521 [Scenedesmus sp. NREL 46B-D3]	RMZ55858.1 hypothetical protein APUTEX25_003824 [Auxenochlorella protothecoides]
OG0004741	KAF6251372.1 mitochondrial alternative oxidase [Scenedesmus sp. NREL 46B-D3]	RMZ55863.1 hypothetical protein APUTEX25_003829 [Auxenochlorella protothecoides]
OG0004742	KAF6262610.1 hypothetical protein COO60DRAFT_1635775 [Scenedesmus sp. NREL 46B-D3]	RMZ55868.1 hypothetical protein APUTEX25_003834 [Auxenochlorella protothecoides]
OG0004744	KAF6259655.1 hypothetical protein COO60DRAFT_989147 [Scenedesmus sp. NREL 46B-D3]	RMZ55898.1 hypothetical protein APUTEX25_003864 [Auxenochlorella protothecoides]
OG0004745	KAF6259002.1 hypothetical protein COO60DRAFT_1515701_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55907.1 hypothetical protein APUTEX25_004331 [Auxenochlorella protothecoides]
OG0004746	KAF6256746.1 hypothetical protein COO60DRAFT_1461557 [Scenedesmus sp. NREL 46B-D3]	RMZ55909.1 hypothetical protein APUTEX25_004333 [Auxenochlorella protothecoides]
OG0004747	KAF6261963.1 TatD related DNase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55936.1 hypothetical protein APUTEX25_004360 [Auxenochlorella protothecoides]
OG0004748	KAF6250599.1 aminotransferase_ classes I and II [Scenedesmus sp. NREL 46B-D3]	RMZ55938.1 hypothetical protein APUTEX25_004362_ partial [Auxenochlorella protothecoides]
OG0004749	KAF6252607.1 hypothetical protein COO60DRAFT_513840 [Scenedesmus sp. NREL 46B-D3]	RMZ55962.1 hypothetical protein APUTEX25_004386 [Auxenochlorella protothecoides]
OG0004750	KAF6262361.1 Hsp70 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55965.1 hypothetical protein APUTEX25_004389_ partial [Auxenochlorella protothecoides]
OG0004752	KAF6255180.1 subunit of the ESCRT-III complex [Scenedesmus sp. NREL 46B-D3]	RMZ55986.1 hypothetical protein APUTEX25_004410 [Auxenochlorella protothecoides]
OG0004753	KAF6257019.1 hypothetical protein COO60DRAFT_1655857 [Scenedesmus sp. NREL 46B-D3]	RMZ55990.1 hypothetical protein APUTEX25_004414 [Auxenochlorella protothecoides]
OG0004754	KAF6255533.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]	RMZ56019.1 hypothetical protein APUTEX25_004443_ partial [Auxenochlorella protothecoides]
OG0004755	KAF6266252.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56029.1 hypothetical protein APUTEX25_004453 [Auxenochlorella protothecoides]
OG0004756	KAF6255164.1 dephospho-CoA kinase [Scenedesmus sp. NREL 46B-D3]	RMZ56043.1 hypothetical protein APUTEX25_004467 [Auxenochlorella protothecoides]
OG0004757	KAF6250741.1 Clavaminate synthase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56057.1 hypothetical protein APUTEX25_004481_ partial [Auxenochlorella protothecoides]
OG0004758	KAF6256923.1 SUI1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56087.1 hypothetical protein APUTEX25_004511 [Auxenochlorella protothecoides]
OG0004759	KAF6259114.1 hypothetical protein COO60DRAFT_1043981 [Scenedesmus sp. NREL 46B-D3]	RMZ56114.1 hypothetical protein APUTEX25_004538_ partial [Auxenochlorella protothecoides]
OG0004762	KAF6251058.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56206.1 hypothetical protein APUTEX25_002396 [Auxenochlorella protothecoides]
OG0004763	KAF6264679.1 Non-structural maintenance of chromosomes element 1 [Scenedesmus sp. NREL 46B-D3]	RMZ56217.1 hypothetical protein APUTEX25_002407_ partial [Auxenochlorella protothecoides]
OG0004765	KAF6260392.1 cwf18 pre-mRNA splicing factor-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ56276.1 hypothetical protein APUTEX25_002466 [Auxenochlorella protothecoides]
OG0004766	KAF6255146.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56277.1 hypothetical protein APUTEX25_002467 [Auxenochlorella protothecoides]
OG0004767	KAF6261915.1 hypothetical protein COO60DRAFT_714761 [Scenedesmus sp. NREL 46B-D3]	RMZ56292.1 hypothetical protein APUTEX25_000531 [Auxenochlorella protothecoides]
OG0004768	KAF6264559.1 hypothetical protein COO60DRAFT_1698177 [Scenedesmus sp. NREL 46B-D3]	RMZ56301.1 hypothetical protein APUTEX25_000540_ partial [Auxenochlorella protothecoides]
OG0004769	KAF6252748.1 peptidase family C50-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56318.1 hypothetical protein APUTEX25_000557 [Auxenochlorella protothecoides]
OG0004770	KAF6265392.1 nuclear protein Es2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56328.1 hypothetical protein APUTEX25_000568_ partial [Auxenochlorella protothecoides]
OG0004771	KAF6263497.1 cytidylyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56346.1 hypothetical protein APUTEX25_004703 [Auxenochlorella protothecoides]
OG0004772	KAF6255335.1 mitochondrial ribosomal protein L29 [Scenedesmus sp. NREL 46B-D3]	RMZ56381.1 hypothetical protein APUTEX25_004738 [Auxenochlorella protothecoides]
OG0004773	KAF6265407.1 uridine kinase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56389.1 hypothetical protein APUTEX25_004772_ partial [Auxenochlorella protothecoides]
OG0004774	KAF6257941.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56391.1 hypothetical protein APUTEX25_003980_ partial [Auxenochlorella protothecoides]
OG0004776	KAF6264710.1 hypothetical protein COO60DRAFT_1698102 [Scenedesmus sp. NREL 46B-D3]	RMZ56404.1 hypothetical protein APUTEX25_004627 [Auxenochlorella protothecoides]
OG0004778	KAF6250533.1 hypothetical protein COO60DRAFT_1571960 [Scenedesmus sp. NREL 46B-D3]	RMZ56417.1 hypothetical protein APUTEX25_004640_ partial [Auxenochlorella protothecoides]
OG0004779	KAF6259731.1 DNA-directed RNA polymerase II_ 14.5 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]	RMZ56420.1 hypothetical protein APUTEX25_004643 [Auxenochlorella protothecoides]
OG0004780	KAF6260221.1 ribosomal protein L4 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56440.1 hypothetical protein APUTEX25_004663 [Auxenochlorella protothecoides]
OG0004781	KAF6260399.1 hypothetical protein COO60DRAFT_1700377 [Scenedesmus sp. NREL 46B-D3]	RMZ56448.1 hypothetical protein APUTEX25_004671 [Auxenochlorella protothecoides]
OG0004782	KAF6255873.1 hypothetical protein COO60DRAFT_168881 [Scenedesmus sp. NREL 46B-D3]	RMZ56452.1 hypothetical protein APUTEX25_004675 [Auxenochlorella protothecoides]
OG0004783	KAF6249504.1 hypothetical protein COO60DRAFT_1580714 [Scenedesmus sp. NREL 46B-D3]	RMZ56460.1 hypothetical protein APUTEX25_004683 [Auxenochlorella protothecoides]
OG0004785	KAF6256677.1 Rtf2 RING-finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56495.1 hypothetical protein APUTEX25_001342 [Auxenochlorella protothecoides]
OG0004786	KAF6251814.1 hypothetical protein COO60DRAFT_582446 [Scenedesmus sp. NREL 46B-D3]	RMZ56521.1 hypothetical protein APUTEX25_001368 [Auxenochlorella protothecoides]
OG0004787	KAF6258244.1 hypothetical protein COO60DRAFT_1519717 [Scenedesmus sp. NREL 46B-D3]	RMZ56526.1 hypothetical protein APUTEX25_001373 [Auxenochlorella protothecoides]
OG0004788	KAF6255846.1 U1 zinc finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56533.1 hypothetical protein APUTEX25_001380 [Auxenochlorella protothecoides]
OG0004790	KAF6258496.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56558.1 hypothetical protein APUTEX25_001405 [Auxenochlorella protothecoides]
OG0004791	KAF6259871.1 hypothetical protein COO60DRAFT_966344 [Scenedesmus sp. NREL 46B-D3]	RMZ56561.1 hypothetical protein APUTEX25_001408 [Auxenochlorella protothecoides]
OG0004792	KAF6261049.1 oxidoreductase [Scenedesmus sp. NREL 46B-D3]	RMZ56575.1 hypothetical protein APUTEX25_001422 [Auxenochlorella protothecoides]
OG0004793	KAF6263632.1 hypothetical protein COO60DRAFT_1698694 [Scenedesmus sp. NREL 46B-D3]	RMZ56578.1 hypothetical protein APUTEX25_001425_ partial [Auxenochlorella protothecoides]
OG0004794	KAF6265630.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	RMZ56583.1 hypothetical protein APUTEX25_001430 [Auxenochlorella protothecoides], RMZ57740.1 hypothetical protein APUTEX25_005566_ partial [Auxenochlorella protothecoides]
OG0004795	KAF6256463.1 hypothetical protein COO60DRAFT_1461676 [Scenedesmus sp. NREL 46B-D3]	RMZ56619.1 hypothetical protein APUTEX25_002708 [Auxenochlorella protothecoides]
OG0004796	KAF6257374.1 mitochondrial 39-S ribosomal protein L47 _MRP-L47_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56623.1 hypothetical protein APUTEX25_002712 [Auxenochlorella protothecoides]
OG0004799	KAF6265749.1 Molybdopterin synthase sulfur carrier subunit [Scenedesmus sp. NREL 46B-D3]	RMZ56686.1 hypothetical protein APUTEX25_002775 [Auxenochlorella protothecoides]
OG0004800	KAF6260388.1 membrane bound O-acyl transferase family protein [Scenedesmus sp. NREL 46B-D3]	RMZ56692.1 hypothetical protein APUTEX25_002781_ partial [Auxenochlorella protothecoides]
OG0004801	KAF6254836.1 hypothetical protein COO60DRAFT_1642040 [Scenedesmus sp. NREL 46B-D3]	RMZ56734.1 hypothetical protein APUTEX25_002823_ partial [Auxenochlorella protothecoides]
OG0004802	KAF6255345.1 hypothetical protein COO60DRAFT_1702876 [Scenedesmus sp. NREL 46B-D3]	RMZ56748.1 hypothetical protein APUTEX25_002837_ partial [Auxenochlorella protothecoides]
OG0004803	KAF6261676.1 SRP40_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56750.1 hypothetical protein APUTEX25_002839_ partial [Auxenochlorella protothecoides]
OG0004804	KAF6265979.1 hypothetical protein COO60DRAFT_1633369 [Scenedesmus sp. NREL 46B-D3]	RMZ56755.1 hypothetical protein APUTEX25_002844 [Auxenochlorella protothecoides]
OG0004805	KAF6254696.1 hypothetical protein COO60DRAFT_1539281 [Scenedesmus sp. NREL 46B-D3]	RMZ56779.1 hypothetical protein APUTEX25_002868 [Auxenochlorella protothecoides]
OG0004806	KAF6256581.1 hypothetical protein COO60DRAFT_96847 [Scenedesmus sp. NREL 46B-D3]	RMZ56782.1 hypothetical protein APUTEX25_002871 [Auxenochlorella protothecoides]
OG0004807	KAF6254442.1 hypothetical protein COO60DRAFT_321184 [Scenedesmus sp. NREL 46B-D3]	RMZ56799.1 hypothetical protein APUTEX25_002888 [Auxenochlorella protothecoides]
OG0004808	KAF6255700.1 hypothetical protein COO60DRAFT_187177 [Scenedesmus sp. NREL 46B-D3]	RMZ56848.1 hypothetical protein APUTEX25_002937 [Auxenochlorella protothecoides]
OG0004809	KAF6265290.1 hypothetical protein COO60DRAFT_1479739 [Scenedesmus sp. NREL 46B-D3]	RMZ56850.1 hypothetical protein APUTEX25_002939 [Auxenochlorella protothecoides]
OG0004811	KAF6263803.1 hypothetical protein COO60DRAFT_1634937 [Scenedesmus sp. NREL 46B-D3]	RMZ56866.1 hypothetical protein APUTEX25_002955_ partial [Auxenochlorella protothecoides]
OG0004812	KAF6255043.1 PIN domain-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56870.1 hypothetical protein APUTEX25_002959 [Auxenochlorella protothecoides]
OG0004813	KAF6261227.1 nucleolar protein_Nop52-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56872.1 hypothetical protein APUTEX25_002961_ partial [Auxenochlorella protothecoides]
OG0004814	KAF6252710.1 ankyrin repeat protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ56874.1 hypothetical protein APUTEX25_002963 [Auxenochlorella protothecoides]
OG0004817	KAF6250888.1 phosphatase 5-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56938.1 hypothetical protein APUTEX25_005000 [Auxenochlorella protothecoides]
OG0004818	KAF6254741.1 programmed cell death protein 2 [Scenedesmus sp. NREL 46B-D3]	RMZ56955.1 hypothetical protein APUTEX25_005017 [Auxenochlorella protothecoides]
OG0004820	KAF6256642.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56972.1 hypothetical protein APUTEX25_005034_ partial [Auxenochlorella protothecoides]
OG0004821	KAF6266495.1 ribosomal protein L30p/L7e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56991.1 hypothetical protein APUTEX25_005053 [Auxenochlorella protothecoides]
OG0004822	KAF6253427.1 hypothetical protein COO60DRAFT_1273727 [Scenedesmus sp. NREL 46B-D3]	RMZ57052.1 hypothetical protein APUTEX25_002284_ partial [Auxenochlorella protothecoides]
OG0004823	KAF6259926.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]	RMZ57059.1 hypothetical protein APUTEX25_002291 [Auxenochlorella protothecoides]
OG0004824	KAF6263471.1 hypothetical protein COO60DRAFT_1489839 [Scenedesmus sp. NREL 46B-D3]	RMZ57061.1 hypothetical protein APUTEX25_002293_ partial [Auxenochlorella protothecoides]
OG0004825	KAF6263692.1 hypothetical protein COO60DRAFT_382053 [Scenedesmus sp. NREL 46B-D3]	RMZ57064.1 hypothetical protein APUTEX25_002296_ partial [Auxenochlorella protothecoides]
OG0004826	KAF6258787.1 hypothetical protein COO60DRAFT_1638882 [Scenedesmus sp. NREL 46B-D3]	RMZ57073.1 hypothetical protein APUTEX25_002305 [Auxenochlorella protothecoides]
OG0004827	KAF6261445.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57088.1 hypothetical protein APUTEX25_002320 [Auxenochlorella protothecoides]
OG0004828	KAF6264671.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	RMZ57092.1 hypothetical protein APUTEX25_002324 [Auxenochlorella protothecoides]
OG0004829	KAF6260943.1 hypothetical protein COO60DRAFT_829658 [Scenedesmus sp. NREL 46B-D3]	RMZ57103.1 hypothetical protein APUTEX25_002335_ partial [Auxenochlorella protothecoides]
OG0004830	KAF6260758.1 coiled-coil protein associated with protofilament ribbons [Scenedesmus sp. NREL 46B-D3]	RMZ57112.1 hypothetical protein APUTEX25_002344 [Auxenochlorella protothecoides]
OG0004831	KAF6263429.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	RMZ57117.1 hypothetical protein APUTEX25_002349 [Auxenochlorella protothecoides]
OG0004832	KAF6257932.1 Per1-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ57129.1 hypothetical protein APUTEX25_002361 [Auxenochlorella protothecoides]
OG0004833	KAF6251511.1 hypothetical protein COO60DRAFT_610828 [Scenedesmus sp. NREL 46B-D3]	RMZ57130.1 hypothetical protein APUTEX25_002362 [Auxenochlorella protothecoides]
OG0004834	KAF6266460.1 hypothetical protein COO60DRAFT_454490 [Scenedesmus sp. NREL 46B-D3]	RMZ57151.1 hypothetical protein APUTEX25_003985 [Auxenochlorella protothecoides]
OG0004836	KAF6255739.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57182.1 hypothetical protein APUTEX25_004016 [Auxenochlorella protothecoides]
OG0004837	KAF6257364.1 hypothetical protein COO60DRAFT_1461188 [Scenedesmus sp. NREL 46B-D3]	RMZ57191.1 hypothetical protein APUTEX25_004025 [Auxenochlorella protothecoides]
OG0004838	KAF6266685.1 hypothetical protein COO60DRAFT_9480 [Scenedesmus sp. NREL 46B-D3]	RMZ57200.1 hypothetical protein APUTEX25_004034 [Auxenochlorella protothecoides]
OG0004839	KAF6263846.1 hypothetical protein COO60DRAFT_1698540 [Scenedesmus sp. NREL 46B-D3]	RMZ57205.1 hypothetical protein APUTEX25_004039 [Auxenochlorella protothecoides]
OG0004841	KAF6253634.1 hypothetical protein COO60DRAFT_403327 [Scenedesmus sp. NREL 46B-D3]	RMZ57233.1 hypothetical protein APUTEX25_004067 [Auxenochlorella protothecoides]
