Orthogroup	Scenedesmus_NREL	Chlorella_VariabilisNC64A
OG0004723	KAF6262863.1 hypothetical protein COO60DRAFT_1624783 [Scenedesmus sp. NREL 46B-D3], KAF6260083.1 hypothetical protein COO60DRAFT_931819 [Scenedesmus sp. NREL 46B-D3]	XP_005849183.1 hypothetical protein CHLNCDRAFT_143849 [Chlorella variabilis]
OG0004724	KAF6258510.1 hypothetical protein COO60DRAFT_1622138 [Scenedesmus sp. NREL 46B-D3]	XP_005843984.1 hypothetical protein CHLNCDRAFT_59044 [Chlorella variabilis]
OG0004725	KAF6255698.1 hypothetical protein COO60DRAFT_187159 [Scenedesmus sp. NREL 46B-D3]	XP_005845692.1 hypothetical protein CHLNCDRAFT_58549 [Chlorella variabilis]
OG0004726	KAF6260753.1 107-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843304.1 hypothetical protein CHLNCDRAFT_141164 [Chlorella variabilis]
OG0004727	KAF6264171.1 chalcone isomerase [Scenedesmus sp. NREL 46B-D3]	XP_005843375.1 hypothetical protein CHLNCDRAFT_55230 [Chlorella variabilis]
OG0004728	KAF6259084.1 mttA/Hcf106 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847683.1 hypothetical protein CHLNCDRAFT_15569_ partial [Chlorella variabilis]
OG0004729	KAF6258909.1 hypothetical protein COO60DRAFT_1067124 [Scenedesmus sp. NREL 46B-D3]	XP_005847804.1 hypothetical protein CHLNCDRAFT_133990 [Chlorella variabilis]
OG0004730	KAF6263327.1 hypothetical protein COO60DRAFT_455441 [Scenedesmus sp. NREL 46B-D3]	XP_005847865.1 hypothetical protein CHLNCDRAFT_52421 [Chlorella variabilis]
OG0004731	KAF6266227.1 mercaptopyruvate sulfurtransferase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005843010.1 hypothetical protein CHLNCDRAFT_141671 [Chlorella variabilis], XP_005844095.1 hypothetical protein CHLNCDRAFT_37095 [Chlorella variabilis]
OG0004732	KAF6261888.1 hypothetical protein COO60DRAFT_1499077 [Scenedesmus sp. NREL 46B-D3]	XP_005847803.1 hypothetical protein CHLNCDRAFT_23084_ partial [Chlorella variabilis]
OG0004733	KAF6262398.1 hypothetical protein COO60DRAFT_1624958 [Scenedesmus sp. NREL 46B-D3]	XP_005844283.1 hypothetical protein CHLNCDRAFT_37039 [Chlorella variabilis]
OG0004734	KAF6259535.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005847360.1 hypothetical protein CHLNCDRAFT_134594 [Chlorella variabilis]
OG0004736	KAF6251140.1 hypothetical protein COO60DRAFT_669368 [Scenedesmus sp. NREL 46B-D3]	XP_005843996.1 hypothetical protein CHLNCDRAFT_139489 [Chlorella variabilis]
OG0004737	KAF6259636.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846169.1 hypothetical protein CHLNCDRAFT_136164 [Chlorella variabilis]
OG0004738	KAF6261437.1 SEC61-gamma subunit OR ER translocon [Scenedesmus sp. NREL 46B-D3]	XP_005846175.1 hypothetical protein CHLNCDRAFT_136180 [Chlorella variabilis]
OG0004739	KAF6265021.1 hypothetical protein COO60DRAFT_1621556 [Scenedesmus sp. NREL 46B-D3]	XP_005845979.1 hypothetical protein CHLNCDRAFT_56237 [Chlorella variabilis]
OG0004740	KAF6260577.1 hypothetical protein COO60DRAFT_1637521 [Scenedesmus sp. NREL 46B-D3]	XP_005846146.1 hypothetical protein CHLNCDRAFT_136113 [Chlorella variabilis]
OG0004741	KAF6251372.1 mitochondrial alternative oxidase [Scenedesmus sp. NREL 46B-D3]	XP_005849955.1 hypothetical protein CHLNCDRAFT_143310 [Chlorella variabilis]
OG0004742	KAF6262610.1 hypothetical protein COO60DRAFT_1635775 [Scenedesmus sp. NREL 46B-D3]	XP_005846128.1 hypothetical protein CHLNCDRAFT_53397 [Chlorella variabilis]
OG0004744	KAF6259655.1 hypothetical protein COO60DRAFT_989147 [Scenedesmus sp. NREL 46B-D3]	XP_005845981.1 hypothetical protein CHLNCDRAFT_136023 [Chlorella variabilis]
OG0004745	KAF6259002.1 hypothetical protein COO60DRAFT_1515701_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005848888.1 hypothetical protein CHLNCDRAFT_59647 [Chlorella variabilis]
OG0004746	KAF6256746.1 hypothetical protein COO60DRAFT_1461557 [Scenedesmus sp. NREL 46B-D3]	XP_005846882.1 hypothetical protein CHLNCDRAFT_12290_ partial [Chlorella variabilis]
OG0004747	KAF6261963.1 TatD related DNase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850300.1 hypothetical protein CHLNCDRAFT_142049 [Chlorella variabilis]
OG0004750	KAF6262361.1 Hsp70 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850066.1 hypothetical protein CHLNCDRAFT_142093 [Chlorella variabilis]
OG0004752	KAF6255180.1 subunit of the ESCRT-III complex [Scenedesmus sp. NREL 46B-D3]	XP_005851546.1 hypothetical protein CHLNCDRAFT_138002 [Chlorella variabilis]
OG0004753	KAF6257019.1 hypothetical protein COO60DRAFT_1655857 [Scenedesmus sp. NREL 46B-D3]	XP_005850325.1 hypothetical protein CHLNCDRAFT_50630 [Chlorella variabilis]
OG0004754	KAF6255533.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]	XP_005850317.1 hypothetical protein CHLNCDRAFT_142087 [Chlorella variabilis]
OG0004755	KAF6266252.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844411.1 hypothetical protein CHLNCDRAFT_16563_ partial [Chlorella variabilis]
OG0004756	KAF6255164.1 dephospho-CoA kinase [Scenedesmus sp. NREL 46B-D3]	XP_005851262.1 hypothetical protein CHLNCDRAFT_138020 [Chlorella variabilis]
OG0004757	KAF6250741.1 Clavaminate synthase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005851527.1 hypothetical protein CHLNCDRAFT_19374 [Chlorella variabilis]
OG0004758	KAF6256923.1 SUI1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846860.1 hypothetical protein CHLNCDRAFT_134666 [Chlorella variabilis]
OG0004759	KAF6259114.1 hypothetical protein COO60DRAFT_1043981 [Scenedesmus sp. NREL 46B-D3]	XP_005847031.1 expressed protein [Chlorella variabilis]
OG0004763	KAF6264679.1 Non-structural maintenance of chromosomes element 1 [Scenedesmus sp. NREL 46B-D3]	XP_005847453.1 hypothetical protein CHLNCDRAFT_134372 [Chlorella variabilis]
OG0004765	KAF6260392.1 cwf18 pre-mRNA splicing factor-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005843872.1 hypothetical protein CHLNCDRAFT_139725 [Chlorella variabilis]
OG0004766	KAF6255146.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005846018.1 hypothetical protein CHLNCDRAFT_25268_ partial [Chlorella variabilis]
OG0004767	KAF6261915.1 hypothetical protein COO60DRAFT_714761 [Scenedesmus sp. NREL 46B-D3]	XP_005849379.1 hypothetical protein CHLNCDRAFT_143853 [Chlorella variabilis]
OG0004768	KAF6264559.1 hypothetical protein COO60DRAFT_1698177 [Scenedesmus sp. NREL 46B-D3]	XP_005849398.1 hypothetical protein CHLNCDRAFT_34927 [Chlorella variabilis], XP_005849397.1 hypothetical protein CHLNCDRAFT_143896 [Chlorella variabilis]
OG0004769	KAF6252748.1 peptidase family C50-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849192.1 hypothetical protein CHLNCDRAFT_143874 [Chlorella variabilis]
OG0004770	KAF6265392.1 nuclear protein Es2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848913.1 hypothetical protein CHLNCDRAFT_51586 [Chlorella variabilis]
OG0004771	KAF6263497.1 cytidylyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850210.1 hypothetical protein CHLNCDRAFT_20445 [Chlorella variabilis]
OG0004772	KAF6255335.1 mitochondrial ribosomal protein L29 [Scenedesmus sp. NREL 46B-D3]	XP_005843516.1 hypothetical protein CHLNCDRAFT_140968 [Chlorella variabilis]
OG0004773	KAF6265407.1 uridine kinase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847011.1 hypothetical protein CHLNCDRAFT_52890 [Chlorella variabilis]
OG0004776	KAF6264710.1 hypothetical protein COO60DRAFT_1698102 [Scenedesmus sp. NREL 46B-D3]	XP_005845489.1 hypothetical protein CHLNCDRAFT_137170 [Chlorella variabilis], XP_005845490.1 hypothetical protein CHLNCDRAFT_12569_ partial [Chlorella variabilis]
OG0004778	KAF6250533.1 hypothetical protein COO60DRAFT_1571960 [Scenedesmus sp. NREL 46B-D3]	XP_005850375.1 hypothetical protein CHLNCDRAFT_30113 [Chlorella variabilis]
OG0004779	KAF6259731.1 DNA-directed RNA polymerase II_ 14.5 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]	XP_005845360.1 hypothetical protein CHLNCDRAFT_25864 [Chlorella variabilis]
OG0004780	KAF6260221.1 ribosomal protein L4 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850361.1 hypothetical protein CHLNCDRAFT_142203 [Chlorella variabilis]
OG0004782	KAF6255873.1 hypothetical protein COO60DRAFT_168881 [Scenedesmus sp. NREL 46B-D3]	XP_005850104.1 hypothetical protein CHLNCDRAFT_142175 [Chlorella variabilis]
OG0004783	KAF6249504.1 hypothetical protein COO60DRAFT_1580714 [Scenedesmus sp. NREL 46B-D3]	XP_005850108.1 hypothetical protein CHLNCDRAFT_142183 [Chlorella variabilis]
OG0004785	KAF6256677.1 Rtf2 RING-finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847871.1 hypothetical protein CHLNCDRAFT_145206 [Chlorella variabilis]
OG0004786	KAF6251814.1 hypothetical protein COO60DRAFT_582446 [Scenedesmus sp. NREL 46B-D3]	XP_005851968.1 hypothetical protein CHLNCDRAFT_49741 [Chlorella variabilis]
OG0004787	KAF6258244.1 hypothetical protein COO60DRAFT_1519717 [Scenedesmus sp. NREL 46B-D3]	XP_005848455.1 hypothetical protein CHLNCDRAFT_144835 [Chlorella variabilis]
OG0004788	KAF6255846.1 U1 zinc finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843297.1 hypothetical protein CHLNCDRAFT_59317 [Chlorella variabilis]
OG0004791	KAF6259871.1 hypothetical protein COO60DRAFT_966344 [Scenedesmus sp. NREL 46B-D3]	XP_005851943.1 hypothetical protein CHLNCDRAFT_56616 [Chlorella variabilis]
OG0004792	KAF6261049.1 oxidoreductase [Scenedesmus sp. NREL 46B-D3]	XP_005850985.1 hypothetical protein CHLNCDRAFT_50409 [Chlorella variabilis]
OG0004793	KAF6263632.1 hypothetical protein COO60DRAFT_1698694 [Scenedesmus sp. NREL 46B-D3]	XP_005843541.1 expressed protein [Chlorella variabilis], XP_005843540.1 expressed protein [Chlorella variabilis]
OG0004795	KAF6256463.1 hypothetical protein COO60DRAFT_1461676 [Scenedesmus sp. NREL 46B-D3]	XP_005846453.1 hypothetical protein CHLNCDRAFT_135612 [Chlorella variabilis]
OG0004796	KAF6257374.1 mitochondrial 39-S ribosomal protein L47 _MRP-L47_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845748.1 hypothetical protein CHLNCDRAFT_136365 [Chlorella variabilis]
OG0004799	KAF6265749.1 Molybdopterin synthase sulfur carrier subunit [Scenedesmus sp. NREL 46B-D3]	XP_005849469.1 hypothetical protein CHLNCDRAFT_142748 [Chlorella variabilis]
OG0004800	KAF6260388.1 membrane bound O-acyl transferase family protein [Scenedesmus sp. NREL 46B-D3]	XP_005850438.1 hypothetical protein CHLNCDRAFT_20761 [Chlorella variabilis]
OG0004801	KAF6254836.1 hypothetical protein COO60DRAFT_1642040 [Scenedesmus sp. NREL 46B-D3]	XP_005847574.1 hypothetical protein CHLNCDRAFT_133827 [Chlorella variabilis]
OG0004802	KAF6255345.1 hypothetical protein COO60DRAFT_1702876 [Scenedesmus sp. NREL 46B-D3]	XP_005850827.1 hypothetical protein CHLNCDRAFT_140398 [Chlorella variabilis]
OG0004803	KAF6261676.1 SRP40_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846471.1 hypothetical protein CHLNCDRAFT_58271 [Chlorella variabilis]
OG0004804	KAF6265979.1 hypothetical protein COO60DRAFT_1633369 [Scenedesmus sp. NREL 46B-D3]	XP_005852229.1 hypothetical protein CHLNCDRAFT_133495 [Chlorella variabilis]
OG0004805	KAF6254696.1 hypothetical protein COO60DRAFT_1539281 [Scenedesmus sp. NREL 46B-D3]	XP_005846253.1 hypothetical protein CHLNCDRAFT_53140 [Chlorella variabilis]
OG0004806	KAF6256581.1 hypothetical protein COO60DRAFT_96847 [Scenedesmus sp. NREL 46B-D3]	XP_005851888.1 hypothetical protein CHLNCDRAFT_133479 [Chlorella variabilis]
OG0004807	KAF6254442.1 hypothetical protein COO60DRAFT_321184 [Scenedesmus sp. NREL 46B-D3]	XP_005847624.1 hypothetical protein CHLNCDRAFT_133947 [Chlorella variabilis]
OG0004808	KAF6255700.1 hypothetical protein COO60DRAFT_187177 [Scenedesmus sp. NREL 46B-D3]	XP_005850443.1 hypothetical protein CHLNCDRAFT_142390 [Chlorella variabilis]
OG0004809	KAF6265290.1 hypothetical protein COO60DRAFT_1479739 [Scenedesmus sp. NREL 46B-D3]	XP_005848572.1 hypothetical protein CHLNCDRAFT_145140 [Chlorella variabilis]
OG0004811	KAF6263803.1 hypothetical protein COO60DRAFT_1634937 [Scenedesmus sp. NREL 46B-D3]	XP_005849141.1 hypothetical protein CHLNCDRAFT_143751 [Chlorella variabilis]
OG0004812	KAF6255043.1 PIN domain-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005849037.1 hypothetical protein CHLNCDRAFT_143468 [Chlorella variabilis]
OG0004813	KAF6261227.1 nucleolar protein_Nop52-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850531.1 hypothetical protein CHLNCDRAFT_140389 [Chlorella variabilis]
OG0004814	KAF6252710.1 ankyrin repeat protein_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005845027.1 hypothetical protein CHLNCDRAFT_137250 [Chlorella variabilis]
OG0004818	KAF6254741.1 programmed cell death protein 2 [Scenedesmus sp. NREL 46B-D3]	XP_005847398.1 hypothetical protein CHLNCDRAFT_134246 [Chlorella variabilis]
OG0004820	KAF6256642.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847036.1 hypothetical protein CHLNCDRAFT_52708 [Chlorella variabilis]
OG0004821	KAF6266495.1 ribosomal protein L30p/L7e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848579.1 expressed protein [Chlorella variabilis]
OG0004822	KAF6253427.1 hypothetical protein COO60DRAFT_1273727 [Scenedesmus sp. NREL 46B-D3]	XP_005845090.1 hypothetical protein CHLNCDRAFT_11954_ partial [Chlorella variabilis]
OG0004823	KAF6259926.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]	XP_005845178.1 hypothetical protein CHLNCDRAFT_36644 [Chlorella variabilis]
OG0004824	KAF6263471.1 hypothetical protein COO60DRAFT_1489839 [Scenedesmus sp. NREL 46B-D3]	XP_005845092.1 hypothetical protein CHLNCDRAFT_12745_ partial [Chlorella variabilis]
OG0004825	KAF6263692.1 hypothetical protein COO60DRAFT_382053 [Scenedesmus sp. NREL 46B-D3]	XP_005846188.1 hypothetical protein CHLNCDRAFT_136208 [Chlorella variabilis]
OG0004826	KAF6258787.1 hypothetical protein COO60DRAFT_1638882 [Scenedesmus sp. NREL 46B-D3]	XP_005845167.1 hypothetical protein CHLNCDRAFT_58681 [Chlorella variabilis]
OG0004827	KAF6261445.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848477.1 hypothetical protein CHLNCDRAFT_144895 [Chlorella variabilis]
OG0004828	KAF6264671.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	XP_005849352.1 hypothetical protein CHLNCDRAFT_143782 [Chlorella variabilis]
OG0004829	KAF6260943.1 hypothetical protein COO60DRAFT_829658 [Scenedesmus sp. NREL 46B-D3]	XP_005845188.1 expressed protein [Chlorella variabilis]
OG0004830	KAF6260758.1 coiled-coil protein associated with protofilament ribbons [Scenedesmus sp. NREL 46B-D3]	XP_005849587.1 hypothetical protein CHLNCDRAFT_143013 [Chlorella variabilis]
OG0004831	KAF6263429.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005845189.1 hypothetical protein CHLNCDRAFT_26186_ partial [Chlorella variabilis]
OG0004832	KAF6257932.1 Per1-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005845196.1 hypothetical protein CHLNCDRAFT_26223_ partial [Chlorella variabilis]
OG0004833	KAF6251511.1 hypothetical protein COO60DRAFT_610828 [Scenedesmus sp. NREL 46B-D3]	XP_005849845.1 hypothetical protein CHLNCDRAFT_17952_ partial [Chlorella variabilis]
OG0004834	KAF6266460.1 hypothetical protein COO60DRAFT_454490 [Scenedesmus sp. NREL 46B-D3]	XP_005845874.1 hypothetical protein CHLNCDRAFT_53568 [Chlorella variabilis]
OG0004836	KAF6255739.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850878.1 hypothetical protein CHLNCDRAFT_29783 [Chlorella variabilis]
OG0004838	KAF6266685.1 hypothetical protein COO60DRAFT_9480 [Scenedesmus sp. NREL 46B-D3]	XP_005845864.1 hypothetical protein CHLNCDRAFT_136378 [Chlorella variabilis]
OG0004839	KAF6263846.1 hypothetical protein COO60DRAFT_1698540 [Scenedesmus sp. NREL 46B-D3]	XP_005848308.1 hypothetical protein CHLNCDRAFT_51862 [Chlorella variabilis]
OG0004841	KAF6253634.1 hypothetical protein COO60DRAFT_403327 [Scenedesmus sp. NREL 46B-D3]	XP_005848534.1 hypothetical protein CHLNCDRAFT_145059 [Chlorella variabilis]
OG0004842	KAF6264780.1 hypothetical protein COO60DRAFT_1698139 [Scenedesmus sp. NREL 46B-D3]	XP_005846411.1 hypothetical protein CHLNCDRAFT_24956_ partial [Chlorella variabilis]
OG0004843	KAF6255947.1 hypothetical protein COO60DRAFT_1702577 [Scenedesmus sp. NREL 46B-D3]	XP_005844119.1 hypothetical protein CHLNCDRAFT_27369_ partial [Chlorella variabilis]
OG0004845	KAF6255511.1 hypothetical protein COO60DRAFT_1534611 [Scenedesmus sp. NREL 46B-D3]	XP_005848052.1 hypothetical protein CHLNCDRAFT_52003 [Chlorella variabilis]
OG0004846	KAF6261408.1 hypothetical protein COO60DRAFT_1459160 [Scenedesmus sp. NREL 46B-D3]	XP_005850172.1 hypothetical protein CHLNCDRAFT_50770 [Chlorella variabilis]
OG0004850	KAF6256448.1 putative GAF sensor protein [Scenedesmus sp. NREL 46B-D3]	XP_005842926.1 hypothetical protein CHLNCDRAFT_141776 [Chlorella variabilis]
OG0004851	KAF6251380.1 hypothetical protein COO60DRAFT_623068 [Scenedesmus sp. NREL 46B-D3]	XP_005852069.1 hypothetical protein CHLNCDRAFT_133074 [Chlorella variabilis]
OG0004853	KAF6251340.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844032.1 hypothetical protein CHLNCDRAFT_12025_ partial [Chlorella variabilis]
OG0004854	KAF6263031.1 hypothetical protein COO60DRAFT_533205 [Scenedesmus sp. NREL 46B-D3]	XP_005850040.1 hypothetical protein CHLNCDRAFT_57044 [Chlorella variabilis]
OG0004856	KAF6256907.1 methionine synthase reductase [Scenedesmus sp. NREL 46B-D3]	XP_005852037.1 hypothetical protein CHLNCDRAFT_7300_ partial [Chlorella variabilis]
OG0004857	KAF6262338.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005847590.1 hypothetical protein CHLNCDRAFT_133862 [Chlorella variabilis]
OG0004860	KAF6255616.1 hypothetical protein COO60DRAFT_195905 [Scenedesmus sp. NREL 46B-D3]	XP_005851718.1 expressed protein [Chlorella variabilis]
OG0004861	KAF6266539.1 hypothetical protein COO60DRAFT_1632643 [Scenedesmus sp. NREL 46B-D3]	XP_005851453.1 hypothetical protein CHLNCDRAFT_137796 [Chlorella variabilis]
OG0004864	KAF6261066.1 hypothetical protein COO60DRAFT_821537 [Scenedesmus sp. NREL 46B-D3]	XP_005849823.1 hypothetical protein CHLNCDRAFT_59632 [Chlorella variabilis]
OG0004867	KAF6263984.1 hypothetical protein COO60DRAFT_266676 [Scenedesmus sp. NREL 46B-D3]	XP_005842751.1 hypothetical protein CHLNCDRAFT_59475 [Chlorella variabilis]
OG0004868	KAF6256614.1 ubiquitin conjugating enzyme [Scenedesmus sp. NREL 46B-D3]	XP_005851370.1 hypothetical protein CHLNCDRAFT_19318_ partial [Chlorella variabilis]
OG0004870	KAF6262570.1 prolyl oligopeptidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849563.1 hypothetical protein CHLNCDRAFT_51004 [Chlorella variabilis]
OG0004871	KAF6260238.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005849308.1 hypothetical protein CHLNCDRAFT_11969_ partial [Chlorella variabilis]
OG0004872	KAF6265328.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6265330.1 nucleosome assembly protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851368.1 hypothetical protein CHLNCDRAFT_137573 [Chlorella variabilis]
OG0004874	KAF6260514.1 Prefoldin subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847393.1 hypothetical protein CHLNCDRAFT_134230 [Chlorella variabilis]
OG0004875	KAF6252090.1 Aph-1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848522.1 hypothetical protein CHLNCDRAFT_145022 [Chlorella variabilis]
OG0004876	KAF6262518.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005852115.1 hypothetical protein CHLNCDRAFT_133185 [Chlorella variabilis]
OG0004877	KAF6254113.1 cytochrome b6-f complex subunit [Scenedesmus sp. NREL 46B-D3]	XP_005845104.1 hypothetical protein CHLNCDRAFT_26122 [Chlorella variabilis]
OG0004879	KAF6258998.1 hypothetical protein COO60DRAFT_1701054 [Scenedesmus sp. NREL 46B-D3]	XP_005848760.1 hypothetical protein CHLNCDRAFT_144506 [Chlorella variabilis]
OG0004881	KAF6260771.1 hypothetical protein COO60DRAFT_846345 [Scenedesmus sp. NREL 46B-D3]	XP_005846748.1 hypothetical protein CHLNCDRAFT_135206 [Chlorella variabilis]
OG0004883	KAF6259262.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846704.1 hypothetical protein CHLNCDRAFT_135084 [Chlorella variabilis]
OG0004885	KAF6264068.1 amidohydrolase 3 [Scenedesmus sp. NREL 46B-D3]	XP_005851323.1 hypothetical protein CHLNCDRAFT_138182 [Chlorella variabilis], XP_005845881.1 hypothetical protein CHLNCDRAFT_136426 [Chlorella variabilis]
OG0004886	KAF6257933.1 chloroplast phytoene synthase precursor [Scenedesmus sp. NREL 46B-D3]	XP_005843898.1 hypothetical protein CHLNCDRAFT_27599 [Chlorella variabilis]
OG0004887	KAF6255855.1 hypothetical protein COO60DRAFT_1272283 [Scenedesmus sp. NREL 46B-D3]	XP_005843892.1 hypothetical protein CHLNCDRAFT_56367 [Chlorella variabilis]
OG0004889	KAF6253488.1 pyruvate phosphate dikinase [Scenedesmus sp. NREL 46B-D3]	XP_005843346.1 hypothetical protein CHLNCDRAFT_141269 [Chlorella variabilis]
OG0004890	KAF6263298.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005847856.1 hypothetical protein CHLNCDRAFT_10695_ partial [Chlorella variabilis]
OG0004892	KAF6256352.1 hypothetical protein COO60DRAFT_1640773 [Scenedesmus sp. NREL 46B-D3]	XP_005849135.1 hypothetical protein CHLNCDRAFT_143734 [Chlorella variabilis]
OG0004893	KAF6254199.1 hypothetical protein COO60DRAFT_347180 [Scenedesmus sp. NREL 46B-D3]	XP_005848695.1 hypothetical protein CHLNCDRAFT_144327 [Chlorella variabilis]
OG0004894	KAF6256424.1 chloroplast ATP synthase subunit delta precursor [Scenedesmus sp. NREL 46B-D3]	XP_005842663.1 hypothetical protein CHLNCDRAFT_138755 [Chlorella variabilis]
OG0004895	KAF6260615.1 hypothetical protein COO60DRAFT_1700224 [Scenedesmus sp. NREL 46B-D3]	XP_005848621.1 hypothetical protein CHLNCDRAFT_51491 [Chlorella variabilis]
OG0004896	KAF6264793.1 elongation factor TS-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843451.1 hypothetical protein CHLNCDRAFT_37444 [Chlorella variabilis]
OG0004900	KAF6265764.1 Rieske [2Fe-2S] iron-sulfur domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844181.1 hypothetical protein CHLNCDRAFT_36997 [Chlorella variabilis]
OG0004901	KAF6266078.1 multi protein bridging factor 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843191.1 hypothetical protein CHLNCDRAFT_28362 [Chlorella variabilis]
OG0004903	KAF6253744.1 acyl-CoA dehydrogenase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843402.1 hypothetical protein CHLNCDRAFT_56404 [Chlorella variabilis]
OG0004905	KAF6265028.1 chromate transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847809.1 hypothetical protein CHLNCDRAFT_35448 [Chlorella variabilis]
OG0004907	KAF6266441.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847097.1 hypothetical protein CHLNCDRAFT_134806 [Chlorella variabilis]
OG0004910	KAF6252969.1 hypothetical protein COO60DRAFT_478397 [Scenedesmus sp. NREL 46B-D3]	XP_005849814.1 hypothetical protein CHLNCDRAFT_142935 [Chlorella variabilis], XP_005844296.1 hypothetical protein CHLNCDRAFT_139420 [Chlorella variabilis]
OG0004912	KAF6263346.1 hypothetical protein COO60DRAFT_1621684 [Scenedesmus sp. NREL 46B-D3]	XP_005846694.1 expressed protein [Chlorella variabilis]
OG0004913	KAF6236641.1 inactive subunit of chloroplast ClpP complex [Scenedesmus sp. NREL 46B-D3]	XP_005850049.1 hypothetical protein CHLNCDRAFT_11056_ partial [Chlorella variabilis]
OG0004914	KAF6265030.1 hypothetical protein COO60DRAFT_1281484 [Scenedesmus sp. NREL 46B-D3]	XP_005843920.1 hypothetical protein CHLNCDRAFT_59780 [Chlorella variabilis]
OG0004916	KAF6256086.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]	XP_005843479.1 hypothetical protein CHLNCDRAFT_140967 [Chlorella variabilis]
OG0004918	KAF6250981.1 At2g23090 like protein [Scenedesmus sp. NREL 46B-D3]	XP_005846361.1 hypothetical protein CHLNCDRAFT_135809 [Chlorella variabilis]
OG0004919	KAF6265022.1 protein disulfide isomerase [Scenedesmus sp. NREL 46B-D3]	XP_005845323.1 hypothetical protein CHLNCDRAFT_137098 [Chlorella variabilis]
OG0004925	KAF6261839.1 cytochrome P450_ nitric oxide reductase [Scenedesmus sp. NREL 46B-D3]	XP_005848845.1 hypothetical protein CHLNCDRAFT_51513 [Chlorella variabilis]
OG0004926	KAF6251043.1 hypothetical protein COO60DRAFT_683495 [Scenedesmus sp. NREL 46B-D3]	XP_005847517.1 hypothetical protein CHLNCDRAFT_58003 [Chlorella variabilis]
