Orthogroup	Scenedesmus_NREL	Chlorella_A99
OG0003108	KAF6251578.1 hypothetical protein COO60DRAFT_1298245 [Scenedesmus sp. NREL 46B-D3], KAF6248354.1 hypothetical protein COO60DRAFT_1707102 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g652 [Chlorella sp. A99]
OG0003110	KAF6259754.1 glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2739 [Chlorella sp. A99]
OG0003111	KAF6251385.1 hypothetical protein COO60DRAFT_1704853 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3362 [Chlorella sp. A99]
OG0003112	KAF6254598.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255002.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3334 [Chlorella sp. A99]
OG0003113	KAF6263654.1 sister chromatid cohesion C-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000073.1 g1972 [Chlorella sp. A99]
OG0003114	KAF6266824.1 hypothetical protein COO60DRAFT_15796 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3282 [Chlorella sp. A99]
OG0003116	KAF6254231.1 hypothetical protein COO60DRAFT_1542620 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2107 [Chlorella sp. A99]
OG0003117	KAF6265610.1 50S ribosomal protein L30e-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g990 [Chlorella sp. A99]
OG0003118	KAF6266626.1 hypothetical protein COO60DRAFT_1697171 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2096 [Chlorella sp. A99]
OG0003120	KAF6262920.1 TCP-1/cpn60 chaperonin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g505 [Chlorella sp. A99]
OG0003121	KAF6262972.1 hypothetical protein COO60DRAFT_557117 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2478 [Chlorella sp. A99]
OG0003122	KAF6265504.1 hypothetical protein COO60DRAFT_959587 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2945 [Chlorella sp. A99]
OG0003124	KAF6266708.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3278 [Chlorella sp. A99]
OG0003128	KAF6266795.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1763 [Chlorella sp. A99]
OG0003129	KAF6266137.1 hypothetical protein COO60DRAFT_1475747 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3224 [Chlorella sp. A99]
OG0003131	KAF6256122.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3327 [Chlorella sp. A99]
OG0003132	KAF6266312.1 hypothetical protein COO60DRAFT_1456644 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g77 [Chlorella sp. A99]
OG0003133	KAF6256211.1 hypothetical protein COO60DRAFT_135121 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g80 [Chlorella sp. A99]
OG0003134	KAF6263786.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000012.1 g1841 [Chlorella sp. A99]
OG0003135	KAF6265076.1 hypothetical protein COO60DRAFT_1697941 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g81 [Chlorella sp. A99]
OG0003137	KAF6257780.1 nagb/rpia/CoA transferase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000073.1 g1961 [Chlorella sp. A99]
OG0003139	KAF6253046.1 solute carrier protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g647 [Chlorella sp. A99]
OG0003142	KAF6253674.1 hypothetical protein COO60DRAFT_1545566 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g37 [Chlorella sp. A99]
OG0003143	KAF6265503.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g38 [Chlorella sp. A99]
OG0003144	KAF6248884.1 hypothetical protein COO60DRAFT_1648436 [Scenedesmus sp. NREL 46B-D3], KAF6256041.1 general substrate transporter [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g57 [Chlorella sp. A99]
OG0003147	KAF6266234.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g8 [Chlorella sp. A99]
OG0003150	KAF6254446.1 Longin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1507 [Chlorella sp. A99]
OG0003151	KAF6259582.1 PsbP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g892 [Chlorella sp. A99]
OG0003153	KAF6252883.1 glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1107 [Chlorella sp. A99]
OG0003155	KAF6254056.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2990 [Chlorella sp. A99]
OG0003157	KAF6260884.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g966 [Chlorella sp. A99]
OG0003158	KAF6254340.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2999 [Chlorella sp. A99]
OG0003159	KAF6258758.1 hypothetical protein COO60DRAFT_1638864 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2676 [Chlorella sp. A99]
OG0003161	KAF6252369.1 DNA replication factor C complex subunit 5 [Scenedesmus sp. NREL 46B-D3], KAF6237057.1 DNA replication factor C complex subunit 5 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1515 [Chlorella sp. A99]
OG0003162	KAF6261961.1 Aldehyde/histidinol dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g897 [Chlorella sp. A99]
OG0003165	KAF6251761.1 hypothetical protein COO60DRAFT_1622674 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2895 [Chlorella sp. A99]
OG0003166	KAF6260546.1 20S proteasome alpha subunit B [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1508 [Chlorella sp. A99]
OG0003167	KAF6262831.1 PLP-dependent transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g890 [Chlorella sp. A99]
OG0003168	KAF6264390.1 succinate semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g3 [Chlorella sp. A99]
OG0003170	KAF6252915.1 LETM1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g6 [Chlorella sp. A99]
OG0003171	KAF6258880.1 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2673 [Chlorella sp. A99]
OG0003172	KAF6262068.1 vacuolar ATP synthase subunit F [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g907 [Chlorella sp. A99]
OG0003173	KAF6261424.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2645 [Chlorella sp. A99]
OG0003174	KAF6253269.1 hypothetical protein COO60DRAFT_1703894 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g880 [Chlorella sp. A99]
OG0003175	KAF6261384.1 fructose-1_6-bisphosphatase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g909 [Chlorella sp. A99]
OG0003180	KAF6255084.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g646 [Chlorella sp. A99]
OG0003181	KAF6254153.1 hypothetical protein COO60DRAFT_1627983 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g22 [Chlorella sp. A99]
OG0003182	KAF6266676.1 hypothetical protein COO60DRAFT_8900 [Scenedesmus sp. NREL 46B-D3], KAF6266674.1 hypothetical protein COO60DRAFT_8922 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g45 [Chlorella sp. A99]
OG0003183	KAF6252888.1 5' nucleotidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g68 [Chlorella sp. A99]
OG0003186	KAF6252896.1 hypothetical protein COO60DRAFT_1550635 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g153 [Chlorella sp. A99]
OG0003187	KAF6264400.1 GBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263812.1 GBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g168 [Chlorella sp. A99]
OG0003190	KAF6255870.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g307 [Chlorella sp. A99]
OG0003191	KAF6256358.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g448 [Chlorella sp. A99]
OG0003192	KAF6254612.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g537 [Chlorella sp. A99]
OG0003193	KAF6265976.1 concanavalin A-like lectin/glucanase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g736 [Chlorella sp. A99]
OG0003194	KAF6258267.1 hypothetical protein COO60DRAFT_1139442 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g772 [Chlorella sp. A99]
OG0003195	KAF6250314.1 hypothetical protein COO60DRAFT_895183 [Scenedesmus sp. NREL 46B-D3], KAF6263575.1 hypothetical protein COO60DRAFT_375379 [Scenedesmus sp. NREL 46B-D3], KAF6263574.1 hypothetical protein COO60DRAFT_1624514 [Scenedesmus sp. NREL 46B-D3], KAF6250311.1 hypothetical protein COO60DRAFT_895138 [Scenedesmus sp. NREL 46B-D3], KAF6250312.1 hypothetical protein COO60DRAFT_895156 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g773 [Chlorella sp. A99]
OG0003196	KAF6261909.1 putative chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g867 [Chlorella sp. A99]
OG0003197	KAF6258560.1 component of oligomeric golgi complex 3 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g879 [Chlorella sp. A99]
OG0003198	KAF6257926.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g915 [Chlorella sp. A99]
OG0003199	KAF6253763.1 hypothetical protein COO60DRAFT_388193 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g920 [Chlorella sp. A99]
OG0003200	KAF6257266.1 hypothetical protein COO60DRAFT_1524832 [Scenedesmus sp. NREL 46B-D3], KAF6257129.1 hypothetical protein COO60DRAFT_33644 [Scenedesmus sp. NREL 46B-D3], KAF6260704.1 hypothetical protein COO60DRAFT_1637357 [Scenedesmus sp. NREL 46B-D3], KAF6265361.1 RNA dependent RNA polymerase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265362.1 hypothetical protein COO60DRAFT_1697907 [Scenedesmus sp. NREL 46B-D3], KAF6263068.1 hypothetical protein COO60DRAFT_1699000 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g929 [Chlorella sp. A99]
OG0003202	KAF6256924.1 kinesin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6256922.1 cGMP-dependent protein kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1025 [Chlorella sp. A99]
OG0003203	KAF6257372.1 hypothetical protein COO60DRAFT_1234110 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1069 [Chlorella sp. A99]
OG0003204	KAF6258928.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1098 [Chlorella sp. A99]
OG0003205	KAF6247246.1 ABC1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250401.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1172 [Chlorella sp. A99]
OG0003206	KAF6256210.1 katanin p60 catalytic subunit [Scenedesmus sp. NREL 46B-D3], KAF6260796.1 katanin [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1195 [Chlorella sp. A99]
OG0003207	KAF6257249.1 actin-related protein Arp4 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1218 [Chlorella sp. A99]
OG0003208	KAF6251602.1 hypothetical protein COO60DRAFT_1558505 [Scenedesmus sp. NREL 46B-D3], KAF6248756.1 hypothetical protein COO60DRAFT_1706813 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1220 [Chlorella sp. A99]
OG0003209	KAF6258257.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1498 [Chlorella sp. A99]
OG0003210	KAF6252312.1 FAD dependent oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1512 [Chlorella sp. A99]
OG0003211	KAF6263917.1 hypothetical protein COO60DRAFT_1487931 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1582 [Chlorella sp. A99]
OG0003212	KAF6260070.1 hypothetical protein COO60DRAFT_1621990 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1714 [Chlorella sp. A99]
OG0003213	KAF6254590.1 hypothetical protein COO60DRAFT_1642241 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1759 [Chlorella sp. A99]
OG0003214	KAF6253027.1 hypothetical protein COO60DRAFT_1670509 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1917 [Chlorella sp. A99]
OG0003215	KAF6251915.1 hypothetical protein COO60DRAFT_1298073 [Scenedesmus sp. NREL 46B-D3], KAF6255462.1 hypothetical protein COO60DRAFT_1702793 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1923 [Chlorella sp. A99]
OG0003216	KAF6264304.1 hypothetical protein COO60DRAFT_1485498 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1931 [Chlorella sp. A99]
OG0003217	KAF6261230.1 fibronectin-binding protein A N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g1989 [Chlorella sp. A99]
OG0003218	KAF6263029.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2047 [Chlorella sp. A99]
OG0003219	KAF6266706.1 ubiquitin-related domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2064 [Chlorella sp. A99]
OG0003220	KAF6252130.1 hypothetical protein COO60DRAFT_1274500 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2145 [Chlorella sp. A99]
OG0003221	KAF6258246.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000023.1 g2234 [Chlorella sp. A99]
OG0003222	KAF6259934.1 flavo protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2346 [Chlorella sp. A99]
OG0003223	KAF6262522.1 flavodoxin-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2347 [Chlorella sp. A99]
OG0003224	KAF6263054.1 inhibitor of apoptosis-promoting Bax1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263282.1 inhibitor of apoptosis-promoting Bax1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253236.1 inhibitor of apoptosis-promoting Bax1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2359 [Chlorella sp. A99]
OG0003226	KAF6261373.1 protein prenylyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2454 [Chlorella sp. A99]
OG0003227	KAF6262047.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2486 [Chlorella sp. A99]
OG0003228	KAF6266490.1 hypothetical protein COO60DRAFT_1697102 [Scenedesmus sp. NREL 46B-D3], KAF6263558.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2499 [Chlorella sp. A99]
OG0003229	KAF6251801.1 hypothetical protein COO60DRAFT_1557008 [Scenedesmus sp. NREL 46B-D3], KAF6251802.1 hypothetical protein COO60DRAFT_1674389 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2527 [Chlorella sp. A99]
OG0003230	KAF6263325.1 F1F0 ATP synthase_ subunit G_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000025.1 g2566 [Chlorella sp. A99], PCFQ01000011.1 g2756 [Chlorella sp. A99]
OG0003231	KAF6262340.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2669 [Chlorella sp. A99]
OG0003233	KAF6265007.1 tRNA-guanine_15_ transglycosylase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2821 [Chlorella sp. A99]
OG0003234	KAF6264222.1 L-aspartate oxidase [Scenedesmus sp. NREL 46B-D3], KAF6252760.1 L-aspartate oxidase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2831 [Chlorella sp. A99]
OG0003235	KAF6263340.1 Quinolinate phosphoribosyl transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2836 [Chlorella sp. A99]
OG0003236	KAF6251106.1 tRNA uridine 5-carboxymethylaminomethyl modification enzyme [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2935 [Chlorella sp. A99]
OG0003237	KAF6261570.1 hypothetical protein COO60DRAFT_1699761 [Scenedesmus sp. NREL 46B-D3], KAF6261571.1 hypothetical protein COO60DRAFT_754120 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2994 [Chlorella sp. A99]
OG0003238	KAF6264677.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3036 [Chlorella sp. A99]
OG0003239	KAF6265810.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3058 [Chlorella sp. A99]
OG0003240	KAF6244604.1 formyl transferase_ partial [Scenedesmus sp. NREL 46B-D3], KAF6255382.1 formyl transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3084 [Chlorella sp. A99]
OG0003241	KAF6261239.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3096 [Chlorella sp. A99]
OG0003242	KAF6256115.1 hypothetical protein COO60DRAFT_1640964 [Scenedesmus sp. NREL 46B-D3], KAF6259426.1 hypothetical protein COO60DRAFT_1513264 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3130 [Chlorella sp. A99]
OG0003243	KAF6261048.1 deoxypusine synthase 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3148 [Chlorella sp. A99]
OG0003244	KAF6261288.1 hypothetical protein COO60DRAFT_1681284 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3181 [Chlorella sp. A99]
OG0003245	KAF6250832.1 Brix domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252067.1 Brix domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3293 [Chlorella sp. A99]
OG0003246	KAF6255943.1 hypothetical protein COO60DRAFT_1702574 [Scenedesmus sp. NREL 46B-D3], KAF6261666.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3303 [Chlorella sp. A99]
OG0003247	KAF6256451.1 hypothetical protein COO60DRAFT_106044 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3359 [Chlorella sp. A99]
OG0003349	KAF6252442.1 hypothetical protein COO60DRAFT_1553084 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3050 [Chlorella sp. A99]
OG0003355	KAF6254042.1 N-D-ribosylpurine ribohydrolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g787 [Chlorella sp. A99]
OG0003356	KAF6253065.1 vacuolar protein sorting-associated [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g781 [Chlorella sp. A99]
OG0003358	KAF6252792.1 aminotransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3075 [Chlorella sp. A99]
OG0003359	KAF6251627.1 IMP-specific 5'-nucleotidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1303 [Chlorella sp. A99]
OG0003368	KAF6260203.1 glycogen synthase kinase 3 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1357 [Chlorella sp. A99]
OG0003372	KAF6265887.1 AP-2 complex subunit alpha-2-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1919 [Chlorella sp. A99]
OG0003375	KAF6257642.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g273 [Chlorella sp. A99]
OG0003379	KAF6252624.1 hypothetical protein COO60DRAFT_1704191 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g135 [Chlorella sp. A99]
OG0003380	KAF6255316.1 Brix domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1430 [Chlorella sp. A99]
OG0003381	KAF6252549.1 pyrophosphate-energised proton pump [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2773 [Chlorella sp. A99]
OG0003386	KAF6255732.1 inositol hexakisphosphate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g373 [Chlorella sp. A99]
OG0003392	KAF6265062.1 hypothetical protein COO60DRAFT_1697938 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1936 [Chlorella sp. A99]
OG0003394	KAF6262873.1 peroxisomal biogenesis factor 11 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2891 [Chlorella sp. A99]
OG0003395	KAF6265974.1 histidinol dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g1993 [Chlorella sp. A99]
OG0003415	KAF6253969.1 hypothetical protein COO60DRAFT_1297247 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2184 [Chlorella sp. A99]
OG0003416	KAF6257930.1 small nuclear ribonucleoprotein Sm D2_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g810 [Chlorella sp. A99]
OG0003420	KAF6258323.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g793 [Chlorella sp. A99]
OG0003425	KAF6259588.1 plastid/chloroplast ribosomal protein S1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g802 [Chlorella sp. A99]
OG0003428	KAF6258705.1 hypothetical protein COO60DRAFT_1638930 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2919 [Chlorella sp. A99]
OG0003434	KAF6265732.1 chloroplast lycopene beta cyclase precursor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2674 [Chlorella sp. A99]
OG0003435	KAF6264020.1 hypothetical protein COO60DRAFT_1634701 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2500 [Chlorella sp. A99]
OG0003436	KAF6266324.1 hypothetical protein COO60DRAFT_1632953 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2617 [Chlorella sp. A99]
OG0003445	KAF6261989.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2194 [Chlorella sp. A99]
OG0003446	KAF6262035.1 hypothetical protein COO60DRAFT_687595 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3269 [Chlorella sp. A99]
OG0003452	KAF6257441.1 hypothetical protein COO60DRAFT_1227867 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g862 [Chlorella sp. A99]
OG0003454	KAF6265560.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3237 [Chlorella sp. A99]
OG0003455	KAF6264300.1 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3267 [Chlorella sp. A99]
OG0003456	KAF6265136.1 cytosine deaminase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1470 [Chlorella sp. A99]
OG0003462	KAF6266125.1 hypothetical protein COO60DRAFT_1470084 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3241 [Chlorella sp. A99]
OG0003469	KAF6264399.1 adenylate kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2004 [Chlorella sp. A99]
OG0003471	KAF6252510.1 hypothetical protein COO60DRAFT_1297825 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g387 [Chlorella sp. A99]
OG0003476	KAF6259827.1 5-Formyltetrahydrofolate cycloligase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g861 [Chlorella sp. A99]
OG0003478	KAF6266494.1 RNA polymerase Rpb5_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2452 [Chlorella sp. A99]
OG0003490	KAF6266635.1 hypothetical protein COO60DRAFT_7048 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3280 [Chlorella sp. A99]
OG0003492	KAF6257508.1 FANCI solenoid 4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g851 [Chlorella sp. A99]
OG0003495	KAF6252791.1 inward rectifier potassium channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2714 [Chlorella sp. A99]
OG0003499	KAF6266213.1 glutamyl-tRNA reductase binding protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1556 [Chlorella sp. A99]
OG0003506	KAF6258912.1 hypothetical protein COO60DRAFT_1067186 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2766 [Chlorella sp. A99]
OG0003508	KAF6253233.1 ribosomal protein L21e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1695 [Chlorella sp. A99]
OG0003510	KAF6253617.1 hypothetical protein COO60DRAFT_1643033 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2778 [Chlorella sp. A99]
OG0003512	KAF6251033.1 cytochrome P450_ carotenoid hydroxylase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3289 [Chlorella sp. A99]
OG0003528	KAF6252913.1 hypothetical protein COO60DRAFT_1274040 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2745 [Chlorella sp. A99]
OG0003529	KAF6250945.1 minichromosome maintenance protein 2 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1250 [Chlorella sp. A99]
OG0003539	KAF6263342.1 voltage-dependent anion-selective channel protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2983 [Chlorella sp. A99]
OG0003540	KAF6258266.1 ribosomal protein L14 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g433 [Chlorella sp. A99]
