Orthogroup	Scenedesmus_NREL	Scenedesmus_PABB004
OG0005992	KAF6256778.1 hypothetical protein COO60DRAFT_79441 [Scenedesmus sp. NREL 46B-D3], KAF6256777.1 hypothetical protein COO60DRAFT_79428 [Scenedesmus sp. NREL 46B-D3], KAF6256765.1 hypothetical protein COO60DRAFT_1461507 [Scenedesmus sp. NREL 46B-D3]	KAF8064581.1 NUP160 [Scenedesmus sp. PABB004]
OG0005992	KAF6256766.1 hypothetical protein COO60DRAFT_1702160 [Scenedesmus sp. NREL 46B-D3]	KAF8064580.1 hypothetical protein HT031_003380 [Scenedesmus sp. PABB004]
OG0005993	KAF6258642.1 hypothetical protein COO60DRAFT_1638974 [Scenedesmus sp. NREL 46B-D3]	KAF8059189.1 hypothetical protein HT031_005361 [Scenedesmus sp. PABB004]
OG0005993	KAF6256985.1 hypothetical protein COO60DRAFT_1626940 [Scenedesmus sp. NREL 46B-D3], KAF6258641.1 hypothetical protein COO60DRAFT_1701222 [Scenedesmus sp. NREL 46B-D3], KAF6256986.1 Six-hairpin glycosidase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8065624.1 celF [Scenedesmus sp. PABB004]
OG0005995	KAF6260435.1 Spc98 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260441.1 hypothetical protein COO60DRAFT_891537 [Scenedesmus sp. NREL 46B-D3], KAF6260442.1 Chs5p-Arf1p-binding proteins-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260437.1 hypothetical protein COO60DRAFT_891177 [Scenedesmus sp. NREL 46B-D3], KAF6260436.1 hypothetical protein COO60DRAFT_891176 [Scenedesmus sp. NREL 46B-D3]	KAF8069630.1 SPBC31F10.16 [Scenedesmus sp. PABB004]
OG0006027	KAF6257496.1 hypothetical protein COO60DRAFT_1222437 [Scenedesmus sp. NREL 46B-D3], KAF6257493.1 pre protein translocase secY subunit [Scenedesmus sp. NREL 46B-D3]	KAF8073118.1 secY [Scenedesmus sp. PABB004]
OG0006035	KAF6261417.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8065540.1 V2 [Scenedesmus sp. PABB004]
OG0006038	KAF6248981.1 hypothetical protein COO60DRAFT_1277184 [Scenedesmus sp. NREL 46B-D3]	KAF8058856.1 hypothetical protein HT031_005424 [Scenedesmus sp. PABB004]
OG0006057	KAF6263767.1 rRNA small subunit methyltransferase G-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059693.1 rsmG [Scenedesmus sp. PABB004]
OG0006079	KAF6258021.1 hypothetical protein COO60DRAFT_1694071 [Scenedesmus sp. NREL 46B-D3], KAF6251857.1 hypothetical protein COO60DRAFT_1704577 [Scenedesmus sp. NREL 46B-D3]	KAF8057106.1 osbI [Scenedesmus sp. PABB004]
OG0006086	KAF6250418.1 mitochondrial carrier family [Scenedesmus sp. NREL 46B-D3]	KAF8064482.1 mcfE [Scenedesmus sp. PABB004]
OG0006145	KAF6258507.1 hypothetical protein COO60DRAFT_1691946 [Scenedesmus sp. NREL 46B-D3]	KAF8069477.1 hypothetical protein HT031_001593 [Scenedesmus sp. PABB004]
OG0006154	KAF6258412.1 hypothetical protein COO60DRAFT_1127976 [Scenedesmus sp. NREL 46B-D3]	KAF8060068.1 Rnft2 [Scenedesmus sp. PABB004]
OG0006190	KAF6265274.1 hypothetical protein COO60DRAFT_1623933 [Scenedesmus sp. NREL 46B-D3]	KAF8069498.1 PAP8 [Scenedesmus sp. PABB004]
OG0006193	KAF6263819.1 hypothetical protein COO60DRAFT_1698649 [Scenedesmus sp. NREL 46B-D3]	KAF8059667.1 setd6 [Scenedesmus sp. PABB004]
OG0006202	KAF6260358.1 non-SMC mitotic condensation complex subunit 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073170.1 Ncapd3 [Scenedesmus sp. PABB004]
OG0006249	KAF6254554.1 hypothetical protein COO60DRAFT_302384 [Scenedesmus sp. NREL 46B-D3]	KAF8068350.1 hypothetical protein HT031_002039 [Scenedesmus sp. PABB004]
OG0006265	KAF6256460.1 hypothetical protein COO60DRAFT_1271908 [Scenedesmus sp. NREL 46B-D3]	KAF8068272.1 hypothetical protein HT031_001959 [Scenedesmus sp. PABB004]
OG0006270	KAF6263621.1 rieske ferredoxin [Scenedesmus sp. NREL 46B-D3]	KAF8072624.1 hypothetical protein HT031_000284 [Scenedesmus sp. PABB004]
OG0006271	KAF6261053.1 hypothetical protein COO60DRAFT_1503852 [Scenedesmus sp. NREL 46B-D3]	KAF8058107.1 FAX1 [Scenedesmus sp. PABB004]
OG0006274	KAF6266127.1 40S ribosomal protein S29_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8055743.1 RPS29 [Scenedesmus sp. PABB004]
OG0006280	KAF6253605.1 hypothetical protein COO60DRAFT_1546013 [Scenedesmus sp. NREL 46B-D3]	KAF8070904.1 maltose excess protein 1 [Scenedesmus sp. PABB004]
OG0006284	KAF6261274.1 ras-related protein RHN1-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8071340.1 RABF1 [Scenedesmus sp. PABB004]
OG0006299	KAF6263394.1 hypothetical protein COO60DRAFT_1698824 [Scenedesmus sp. NREL 46B-D3]	KAF8066410.1 hypothetical protein HT031_002734 [Scenedesmus sp. PABB004]
OG0006310	KAF6265445.1 hypothetical protein COO60DRAFT_1478529 [Scenedesmus sp. NREL 46B-D3]	KAF8066333.1 BICP0 [Scenedesmus sp. PABB004]
OG0006340	KAF6253359.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8058294.1 Spag6 [Scenedesmus sp. PABB004]
OG0006341	KAF6254414.1 hypothetical protein COO60DRAFT_1665298_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8065964.1 RNF32 [Scenedesmus sp. PABB004]
OG0006349	KAF6258473.1 ADP-ribosylation/Crystallin J1 [Scenedesmus sp. NREL 46B-D3], KAF6259861.1 ADP-ribosylation/Crystallin J1 [Scenedesmus sp. NREL 46B-D3]	KAF8058928.1 adprs [Scenedesmus sp. PABB004]
OG0006364	KAF6264180.1 hypothetical protein COO60DRAFT_1634607 [Scenedesmus sp. NREL 46B-D3]	KAF8060628.1 hypothetical protein HT031_004805 [Scenedesmus sp. PABB004]
OG0006392	KAF6258770.1 hypothetical protein COO60DRAFT_1270555 [Scenedesmus sp. NREL 46B-D3]	KAF8061929.1 MBS1 [Scenedesmus sp. PABB004]
OG0006406	KAF6262702.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	KAF8060306.1 Spherulin-4 [Scenedesmus sp. PABB004]
OG0006407	KAF6251940.1 alpha carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]	KAF8073239.1 ecaA [Scenedesmus sp. PABB004]
OG0006409	KAF6254510.1 Ecdysteroid kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065456.1 MYB105 [Scenedesmus sp. PABB004]
OG0006416	KAF6253996.1 hypothetical protein COO60DRAFT_1628048 [Scenedesmus sp. NREL 46B-D3]	KAF8060537.1 hypothetical protein HT031_004714 [Scenedesmus sp. PABB004]
OG0006420	KAF6251865.1 hypothetical protein COO60DRAFT_1644571 [Scenedesmus sp. NREL 46B-D3], KAF6256822.1 hypothetical protein COO60DRAFT_1527345_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8056134.1 hypothetical protein HT031_006485 [Scenedesmus sp. PABB004], KAF8057288.1 hypothetical protein HT031_006096 [Scenedesmus sp. PABB004]
OG0006424	KAF6260683.1 hypothetical protein COO60DRAFT_854544 [Scenedesmus sp. NREL 46B-D3]	KAF8067341.1 bpaC [Scenedesmus sp. PABB004]
OG0006445	KAF6262736.1 hypothetical protein COO60DRAFT_587710 [Scenedesmus sp. NREL 46B-D3]	KAF8058463.1 hypothetical protein HT031_005587 [Scenedesmus sp. PABB004]
OG0006448	KAF6264465.1 hypothetical protein COO60DRAFT_1624241 [Scenedesmus sp. NREL 46B-D3]	KAF8072619.1 hypothetical protein HT031_000279 [Scenedesmus sp. PABB004]
OG0006453	KAF6263908.1 hypothetical protein COO60DRAFT_1634833 [Scenedesmus sp. NREL 46B-D3]	KAF8066191.1 FIS1A [Scenedesmus sp. PABB004]
OG0006455	KAF6260992.1 hypothetical protein COO60DRAFT_1504209 [Scenedesmus sp. NREL 46B-D3]	KAF8072723.1 GSTL3 [Scenedesmus sp. PABB004]
OG0006461	KAF6254697.1 hypothetical protein COO60DRAFT_1664184 [Scenedesmus sp. NREL 46B-D3]	KAF8071145.1 hypothetical protein HT031_001227 [Scenedesmus sp. PABB004]
OG0006473	KAF6250565.1 protein histidine triad nucleotide-binding 4 [Scenedesmus sp. NREL 46B-D3]	KAF8059125.1 HINT4 [Scenedesmus sp. PABB004]
OG0006483	KAF6254187.1 hypothetical protein COO60DRAFT_346605 [Scenedesmus sp. NREL 46B-D3]	KAF8064495.1 hypothetical protein HT031_003294 [Scenedesmus sp. PABB004]
OG0006486	KAF6264439.1 hypothetical protein COO60DRAFT_1457574 [Scenedesmus sp. NREL 46B-D3]	KAF8072626.1 U2AF65A [Scenedesmus sp. PABB004]
OG0006489	KAF6266147.1 nucleoside phosphorylase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055740.1 purine nucleoside phosphorylase [Scenedesmus sp. PABB004]
OG0006491	KAF6259607.1 hypothetical protein COO60DRAFT_1512708 [Scenedesmus sp. NREL 46B-D3]	KAF8069378.1 hypothetical protein HT031_001493 [Scenedesmus sp. PABB004]
OG0006500	KAF6266394.1 hypothetical protein COO60DRAFT_1456678 [Scenedesmus sp. NREL 46B-D3]	KAF8057940.1 GGP4 [Scenedesmus sp. PABB004]
OG0006506	KAF6260537.1 hypothetical protein COO60DRAFT_1505809 [Scenedesmus sp. NREL 46B-D3]	KAF8071254.1 hypothetical protein HT031_001337 [Scenedesmus sp. PABB004]
OG0006534	KAF6262244.1 hypothetical protein COO60DRAFT_1699388 [Scenedesmus sp. NREL 46B-D3]	KAF8056372.1 hypothetical protein HT031_006371 [Scenedesmus sp. PABB004]
OG0006535	KAF6262460.1 TLD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057677.1 PAP17 [Scenedesmus sp. PABB004]
OG0006556	KAF6265901.1 DnaJ-like zinc-finger protein [Scenedesmus sp. NREL 46B-D3]	KAF8071063.1 BSD2 [Scenedesmus sp. PABB004]
OG0006561	KAF6254104.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8055489.1 RRP46 [Scenedesmus sp. PABB004]
OG0006562	KAF6260316.1 hypothetical protein COO60DRAFT_909475 [Scenedesmus sp. NREL 46B-D3]	KAF8055401.1 hypothetical protein HT031_006769 [Scenedesmus sp. PABB004]
OG0006571	KAF6255576.1 hypothetical protein COO60DRAFT_199711 [Scenedesmus sp. NREL 46B-D3]	KAF8060561.1 hypothetical protein HT031_004738 [Scenedesmus sp. PABB004]
OG0006573	KAF6254543.1 translation machinery associated TMA7 [Scenedesmus sp. NREL 46B-D3]	KAF8065857.1 tma7 [Scenedesmus sp. PABB004]
OG0006574	KAF6264699.1 signal recognition particle_ SRP14 subunit [Scenedesmus sp. NREL 46B-D3]	KAF8065715.1 SRP14 [Scenedesmus sp. PABB004]
OG0006575	KAF6256007.1 hypothetical protein COO60DRAFT_1702519 [Scenedesmus sp. NREL 46B-D3]	KAF8064614.1 dnaJ [Scenedesmus sp. PABB004]
OG0006578	KAF6264113.1 integral membrane protein [Scenedesmus sp. NREL 46B-D3]	KAF8060583.1 VTE6 [Scenedesmus sp. PABB004]
OG0006579	KAF6251862.1 hypothetical protein COO60DRAFT_579237 [Scenedesmus sp. NREL 46B-D3]	KAF8064645.1 hypothetical protein HT031_003446 [Scenedesmus sp. PABB004]
OG0006582	KAF6255450.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3], KAF6260717.1 hypothetical protein COO60DRAFT_1683532 [Scenedesmus sp. NREL 46B-D3]	KAF8067334.1 Ccdc96 [Scenedesmus sp. PABB004]
OG0006583	KAF6261719.1 tubby C-terminal-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061132.1 LURP-related protein [Scenedesmus sp. PABB004]
OG0006585	KAF6260968.1 hypothetical protein COO60DRAFT_1504115 [Scenedesmus sp. NREL 46B-D3]	KAF8072746.1 hypothetical protein HT031_000406 [Scenedesmus sp. PABB004]
OG0006591	KAF6265813.1 hypothetical protein COO60DRAFT_763421 [Scenedesmus sp. NREL 46B-D3]	KAF8071016.1 LPPE2 [Scenedesmus sp. PABB004]
OG0006592	KAF6254536.1 mttA/Hcf106 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065854.1 hypothetical protein HT031_002914 [Scenedesmus sp. PABB004]
OG0006593	KAF6254220.1 hypothetical protein COO60DRAFT_1642516 [Scenedesmus sp. NREL 46B-D3]	KAF8065814.1 PAP11 [Scenedesmus sp. PABB004]
OG0006594	KAF6257472.1 hypothetical protein COO60DRAFT_1229303 [Scenedesmus sp. NREL 46B-D3]	KAF8068417.1 fpr2 [Scenedesmus sp. PABB004]
OG0006597	KAF6263209.1 hypothetical protein COO60DRAFT_1492358 [Scenedesmus sp. NREL 46B-D3]	KAF8072533.1 hypothetical protein HT031_000193 [Scenedesmus sp. PABB004]
OG0006598	KAF6263446.1 hypothetical protein COO60DRAFT_1489739 [Scenedesmus sp. NREL 46B-D3]	KAF8065481.1 hypothetical protein HT031_003082 [Scenedesmus sp. PABB004]
OG0006603	KAF6264824.1 hypothetical protein COO60DRAFT_1482715 [Scenedesmus sp. NREL 46B-D3]	KAF8065765.1 mshD [Scenedesmus sp. PABB004]
OG0006608	KAF6263646.1 hypothetical protein COO60DRAFT_1698701 [Scenedesmus sp. NREL 46B-D3]	KAF8072642.1 Atpalpha [Scenedesmus sp. PABB004]
OG0006609	KAF6252416.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8071113.1 rppH [Scenedesmus sp. PABB004]
OG0006610	KAF6259253.1 hypothetical protein COO60DRAFT_1022029 [Scenedesmus sp. NREL 46B-D3], KAF6250917.1 TLP18.3_ Psb32 and MOLO-1 founding proteins of phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261357.1 TLP18.3_ Psb32 and MOLO-1 founding proteins of phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071290.1 hypothetical protein HT031_001373 [Scenedesmus sp. PABB004]
OG0006613	KAF6255405.1 hypothetical protein COO60DRAFT_217099 [Scenedesmus sp. NREL 46B-D3]	KAF8067197.1 hypothetical protein HT031_002244 [Scenedesmus sp. PABB004]
OG0006617	KAF6261709.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8063002.1 Ank1 [Scenedesmus sp. PABB004]
OG0006619	KAF6260156.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]	KAF8059370.1 pin1 [Scenedesmus sp. PABB004]
OG0006620	KAF6264765.1 hypothetical protein COO60DRAFT_1624134 [Scenedesmus sp. NREL 46B-D3]	KAF8065732.1 hypothetical protein HT031_002792 [Scenedesmus sp. PABB004]
OG0006624	KAF6258579.1 hypothetical protein COO60DRAFT_1518042 [Scenedesmus sp. NREL 46B-D3]	KAF8064549.1 hypothetical protein HT031_003349 [Scenedesmus sp. PABB004]
OG0006625	KAF6255858.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8073254.1 Pstk [Scenedesmus sp. PABB004]
OG0006629	KAF6259664.1 hypothetical protein COO60DRAFT_989903 [Scenedesmus sp. NREL 46B-D3]	KAF8057643.1 SPBC3B9.04 [Scenedesmus sp. PABB004]
OG0006631	KAF6259062.1 cytidine deaminase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8062015.1 hypothetical protein HT031_004275 [Scenedesmus sp. PABB004]
OG0006633	KAF6265790.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]	KAF8071028.1 mns1 [Scenedesmus sp. PABB004]
OG0006635	KAF6259979.1 hypothetical protein COO60DRAFT_937829 [Scenedesmus sp. NREL 46B-D3]	KAF8062937.1 KIN14Q [Scenedesmus sp. PABB004]
OG0006638	KAF6253229.1 hypothetical protein COO60DRAFT_436340 [Scenedesmus sp. NREL 46B-D3]	KAF8058885.1 zinc finger CCCH domain-containing protein 67 [Scenedesmus sp. PABB004]
OG0006639	KAF6259927.1 hypothetical protein COO60DRAFT_1269775_ partial [Scenedesmus sp. NREL 46B-D3], KAF6257035.1 cytochrome c oxidase_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8054283.1 cox1 _mitochondrion_ [Scenedesmus sp. PABB004], KAF8054280.1 hypothetical protein HT031_007084 _mitochondrion_ [Scenedesmus sp. PABB004]
OG0006640	KAF6263704.1 SMAD/FHA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072664.1 Snip1 [Scenedesmus sp. PABB004]
OG0006641	KAF6263167.1 mitochondrial ribosomal protein S19 [Scenedesmus sp. NREL 46B-D3]	KAF8054445.1 rps19 _chloroplast_ [Scenedesmus sp. PABB004], KAF8054360.1 rps19 _chloroplast_ [Scenedesmus sp. PABB004]
OG0006645	KAF6253588.1 hypothetical protein COO60DRAFT_1546238 [Scenedesmus sp. NREL 46B-D3], KAF6245155.1 hypothetical protein COO60DRAFT_1707901 [Scenedesmus sp. NREL 46B-D3]	KAF8072409.1 hypothetical protein HT031_000068 [Scenedesmus sp. PABB004]
OG0006647	KAF6260105.1 hypothetical protein COO60DRAFT_1509388 [Scenedesmus sp. NREL 46B-D3], KAF6254617.1 hypothetical protein COO60DRAFT_1703243 [Scenedesmus sp. NREL 46B-D3], KAF6260104.1 hypothetical protein COO60DRAFT_932553 [Scenedesmus sp. NREL 46B-D3]	KAF8063763.1 hypothetical protein HT031_003620 [Scenedesmus sp. PABB004]
OG0006652	KAF6255798.1 hypothetical protein COO60DRAFT_1532809 [Scenedesmus sp. NREL 46B-D3], KAF6265428.1 hypothetical protein COO60DRAFT_955386 [Scenedesmus sp. NREL 46B-D3]	KAF8066352.1 ARR1 [Scenedesmus sp. PABB004]
OG0006656	KAF6262234.1 hypothetical protein COO60DRAFT_1699383 [Scenedesmus sp. NREL 46B-D3]	KAF8056359.1 hypothetical protein HT031_006358 [Scenedesmus sp. PABB004]
OG0006657	KAF6253652.1 hypothetical protein COO60DRAFT_1643000 [Scenedesmus sp. NREL 46B-D3]	KAF8056744.1 STL1 [Scenedesmus sp. PABB004]
OG0006661	KAF6252440.1 hypothetical protein COO60DRAFT_1553080 [Scenedesmus sp. NREL 46B-D3], KAF6254072.1 hypothetical protein COO60DRAFT_1462905 [Scenedesmus sp. NREL 46B-D3], KAF6252439.1 hypothetical protein COO60DRAFT_524976 [Scenedesmus sp. NREL 46B-D3]	KAF8071119.1 hypothetical protein HT031_001201 [Scenedesmus sp. PABB004]
OG0006663	KAF6262681.1 hypothetical protein COO60DRAFT_1699215 [Scenedesmus sp. NREL 46B-D3], KAF6262481.1 hypothetical protein COO60DRAFT_1635991 [Scenedesmus sp. NREL 46B-D3], KAF6262680.1 hypothetical protein COO60DRAFT_1635831 [Scenedesmus sp. NREL 46B-D3]	KAF8057684.1 hypothetical protein HT031_006033 [Scenedesmus sp. PABB004]
OG0006668	KAF6248736.1 galactose oxidase [Scenedesmus sp. NREL 46B-D3], KAF6259376.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259377.1 TLC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065913.1 protein phosphatase 2C 68 [Scenedesmus sp. PABB004]
OG0006669	KAF6252187.1 hypothetical protein COO60DRAFT_546764 [Scenedesmus sp. NREL 46B-D3], KAF6252190.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057765.1 Nek1 [Scenedesmus sp. PABB004]
OG0006670	KAF6259998.1 cryptococcal mannosyltransferase 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062933.1 hypothetical protein HT031_003772 [Scenedesmus sp. PABB004]
OG0006674	KAF6266748.1 GDP-mannose 4_6-dehydratase [Scenedesmus sp. NREL 46B-D3]	KAF8072884.1 gmd [Scenedesmus sp. PABB004]
OG0006675	KAF6265408.1 hypothetical protein COO60DRAFT_1623841 [Scenedesmus sp. NREL 46B-D3]	KAF8066340.1 ydjA [Scenedesmus sp. PABB004]
OG0006676	KAF6264903.1 hypothetical protein COO60DRAFT_1694605 [Scenedesmus sp. NREL 46B-D3], KAF6253633.1 TATA element modulatory factor 1 TATA binding protein [Scenedesmus sp. NREL 46B-D3], KAF6252052.1 TATA element modulatory factor 1 TATA binding protein [Scenedesmus sp. NREL 46B-D3]	KAF8067232.1 GC5 [Scenedesmus sp. PABB004]
OG0006678	KAF6262229.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6256823.1 hypothetical protein COO60DRAFT_1640423 [Scenedesmus sp. NREL 46B-D3]	KAF8057287.1 hypothetical protein HT031_006095 [Scenedesmus sp. PABB004]
OG0006679	KAF6258133.1 hypothetical protein COO60DRAFT_1639391 [Scenedesmus sp. NREL 46B-D3]	KAF8072467.1 hypothetical protein HT031_000126 [Scenedesmus sp. PABB004]
OG0006681	KAF6252232.1 hypothetical protein COO60DRAFT_1463811 [Scenedesmus sp. NREL 46B-D3], KAF6266357.1 hypothetical protein COO60DRAFT_448867 [Scenedesmus sp. NREL 46B-D3], KAF6252233.1 hypothetical protein COO60DRAFT_546283 [Scenedesmus sp. NREL 46B-D3]	KAF8054989.1 Serp2 [Scenedesmus sp. PABB004]
OG0006682	KAF6259152.1 hypothetical protein COO60DRAFT_1046113 [Scenedesmus sp. NREL 46B-D3], KAF6262517.1 transmembrane protein adipocyte-associated 1 [Scenedesmus sp. NREL 46B-D3], KAF6262516.1 hypothetical protein COO60DRAFT_1635866 [Scenedesmus sp. NREL 46B-D3]	KAF8073048.1 CAND8 [Scenedesmus sp. PABB004]
OG0006684	KAF6260785.1 formamidase [Scenedesmus sp. NREL 46B-D3]	KAF8059411.1 fmdA [Scenedesmus sp. PABB004]
OG0006685	KAF6251748.1 hypothetical protein COO60DRAFT_591008 [Scenedesmus sp. NREL 46B-D3], KAF6251750.1 hypothetical protein COO60DRAFT_591014 [Scenedesmus sp. NREL 46B-D3], KAF6251749.1 hypothetical protein COO60DRAFT_591009 [Scenedesmus sp. NREL 46B-D3]	KAF8065649.1 Sacs [Scenedesmus sp. PABB004]
OG0006686	KAF6260395.1 hypothetical protein COO60DRAFT_1637653 [Scenedesmus sp. NREL 46B-D3], KAF6260351.1 hypothetical protein COO60DRAFT_1700353 [Scenedesmus sp. NREL 46B-D3], KAF6260355.1 hypothetical protein COO60DRAFT_1625749 [Scenedesmus sp. NREL 46B-D3]	KAF8073172.1 SKL2 [Scenedesmus sp. PABB004]
OG0006687	KAF6252402.1 hypothetical protein COO60DRAFT_1704319 [Scenedesmus sp. NREL 46B-D3], KAF6252635.1 hypothetical protein COO60DRAFT_504509 [Scenedesmus sp. NREL 46B-D3], KAF6252645.1 hypothetical protein COO60DRAFT_1704182 [Scenedesmus sp. NREL 46B-D3]	KAF8056013.1 ABCC2 [Scenedesmus sp. PABB004]
OG0006688	KAF6265614.1 hypothetical protein COO60DRAFT_864737 [Scenedesmus sp. NREL 46B-D3]	KAF8063802.1 FBXL2 [Scenedesmus sp. PABB004]
OG0006688	KAF6254073.1 hypothetical protein COO60DRAFT_1703521 [Scenedesmus sp. NREL 46B-D3]	KAF8063803.1 hypothetical protein HT031_003660 [Scenedesmus sp. PABB004]
OG0006689	KAF6266277.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6266422.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6251708.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	KAF8071285.1 cyp26b1 [Scenedesmus sp. PABB004]
OG0006699	KAF6239167.1 cytochrome P450_ partial [Scenedesmus sp. NREL 46B-D3], KAF6239165.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6256096.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6251874.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	KAF8064654.1 DED1 [Scenedesmus sp. PABB004]
OG0006705	KAF6250588.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253022.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260470.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260497.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069639.1 protein phosphatase 2C 8 [Scenedesmus sp. PABB004]
OG0006708	KAF6251909.1 hypothetical protein COO60DRAFT_577781 [Scenedesmus sp. NREL 46B-D3], KAF6253659.1 hypothetical protein COO60DRAFT_1545940 [Scenedesmus sp. NREL 46B-D3]	KAF8066336.1 hypothetical protein HT031_002660 [Scenedesmus sp. PABB004], KAF8061404.1 hypothetical protein HT031_004495 [Scenedesmus sp. PABB004], KAF8061403.1 hypothetical protein HT031_004494 [Scenedesmus sp. PABB004]
OG0006711	KAF6252064.1 hypothetical protein COO60DRAFT_1673833 [Scenedesmus sp. NREL 46B-D3], KAF6255313.1 hypothetical protein COO60DRAFT_231640 [Scenedesmus sp. NREL 46B-D3], KAF6255314.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261882.1 hypothetical protein COO60DRAFT_712878 [Scenedesmus sp. NREL 46B-D3]	KAF8061104.1 BAK1 [Scenedesmus sp. PABB004]
OG0006713	KAF6266055.1 hypothetical protein COO60DRAFT_640959 [Scenedesmus sp. NREL 46B-D3], KAF6252250.1 hypothetical protein COO60DRAFT_1704383 [Scenedesmus sp. NREL 46B-D3], KAF6252248.1 hypothetical protein COO60DRAFT_544594 [Scenedesmus sp. NREL 46B-D3], KAF6263935.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8066185.1 Wdr54 [Scenedesmus sp. PABB004]
OG0006714	KAF6256487.1 hypothetical protein COO60DRAFT_1627150 [Scenedesmus sp. NREL 46B-D3], KAF6252854.1 hypothetical protein COO60DRAFT_492877 [Scenedesmus sp. NREL 46B-D3], KAF6257617.1 hypothetical protein COO60DRAFT_1639813 [Scenedesmus sp. NREL 46B-D3], KAF6256486.1 hypothetical protein COO60DRAFT_1657583 [Scenedesmus sp. NREL 46B-D3]	KAF8062699.1 hypothetical protein HT031_004028 [Scenedesmus sp. PABB004]
OG0006716	KAF6253060.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072366.1 hypothetical protein HT031_000025 [Scenedesmus sp. PABB004]
OG0006716	KAF6264752.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256959.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063723.1 Subtilisin BL [Scenedesmus sp. PABB004]
OG0006717	KAF6261158.1 hypothetical protein COO60DRAFT_1637052 [Scenedesmus sp. NREL 46B-D3], KAF6257957.1 hypothetical protein COO60DRAFT_1694322 [Scenedesmus sp. NREL 46B-D3], KAF6258969.1 hypothetical protein COO60DRAFT_1701041 [Scenedesmus sp. NREL 46B-D3], KAF6253153.1 hypothetical protein COO60DRAFT_1643395 [Scenedesmus sp. NREL 46B-D3]	KAF8060305.1 hypothetical protein HT031_004841 [Scenedesmus sp. PABB004]
