Orthogroup	Scenedesmus_NREL	Chlorella_Sorokiniana1602
OG0005794	KAF6261868.1 ubiquitin fold modifier 1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57451.1 Ubiquitin-fold modifier 1 [Chlorella sorokiniana]
OG0005795	KAF6266104.1 vacuolar trafficking protein [Scenedesmus sp. NREL 46B-D3]	PRW57493.1 vacuolar sorting-associated 55-like protein [Chlorella sorokiniana]
OG0005796	KAF6266284.1 hypothetical protein COO60DRAFT_1474231 [Scenedesmus sp. NREL 46B-D3]	PRW57552.1 hydrolase [Chlorella sorokiniana]
OG0005797	KAF6263465.1 hypothetical protein COO60DRAFT_411654 [Scenedesmus sp. NREL 46B-D3]	PRW57554.1 hypothetical protein C2E21_3392 [Chlorella sorokiniana]
OG0005799	KAF6261950.1 Low iron-inducible periplasmic protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57721.1 Fe-assimilating 1 [Chlorella sorokiniana]
OG0005801	KAF6259214.1 hypothetical protein COO60DRAFT_1029764 [Scenedesmus sp. NREL 46B-D3]	PRW57804.1 phosphoglycerate mutase [Chlorella sorokiniana]
OG0005802	KAF6264093.1 hypothetical protein COO60DRAFT_1470318 [Scenedesmus sp. NREL 46B-D3]	PRW57903.1 hypothetical protein C2E21_3557 [Chlorella sorokiniana]
OG0005803	KAF6252986.1 hypothetical protein COO60DRAFT_1297609 [Scenedesmus sp. NREL 46B-D3]	PRW58093.1 E3 ubiquitin- ligase Su_dx_-like [Chlorella sorokiniana]
OG0005805	KAF6249655.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254143.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253250.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	PRW58185.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase [Chlorella sorokiniana]
OG0005806	KAF6244985.1 hypothetical protein COO60DRAFT_59847 [Scenedesmus sp. NREL 46B-D3], KAF6264221.1 hypothetical protein COO60DRAFT_1698458 [Scenedesmus sp. NREL 46B-D3]	PRW58198.1 peptidase M38 [Chlorella sorokiniana]
OG0005807	KAF6250423.1 hypothetical protein COO60DRAFT_846029 [Scenedesmus sp. NREL 46B-D3]	PRW58250.1 T-cell activation mitochondrial [Chlorella sorokiniana]
OG0005808	KAF6260510.1 hypothetical protein COO60DRAFT_881987 [Scenedesmus sp. NREL 46B-D3]	PRW58254.1 cytochrome c oxidase assembly COX19-like [Chlorella sorokiniana]
OG0005809	KAF6265080.1 hypothetical protein COO60DRAFT_1633845 [Scenedesmus sp. NREL 46B-D3]	PRW58255.1 cytochrome b5 [Chlorella sorokiniana]
OG0005812	KAF6263748.1 PLP-dependent transferase [Scenedesmus sp. NREL 46B-D3]	PRW58306.1 Ethanolamine-phosphate phospho-lyase [Chlorella sorokiniana]
OG0005813	KAF6252980.1 hypothetical protein COO60DRAFT_1704030 [Scenedesmus sp. NREL 46B-D3], KAF6258955.1 hypothetical protein COO60DRAFT_1701108 [Scenedesmus sp. NREL 46B-D3]	PRW58320.1 Oxoglutarate iron-dependent dioxygenase [Chlorella sorokiniana]
OG0005814	KAF6257346.1 hypothetical protein COO60DRAFT_1285071 [Scenedesmus sp. NREL 46B-D3]	PRW58323.1 hypothetical protein C2E21_3211 [Chlorella sorokiniana]
OG0005815	KAF6261419.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58335.1 DNA mismatch repair MSH4 [Chlorella sorokiniana]
OG0005817	KAF6253038.1 dynein light chain_ type I [Scenedesmus sp. NREL 46B-D3]	PRW58361.1 dynein light type 1 [Chlorella sorokiniana]
OG0005818	KAF6260220.1 methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58393.1 Ribosomal RNA-processing 8 [Chlorella sorokiniana]
OG0005821	KAF6264953.1 cytochrome b5-like heme/steroid binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58439.1 cytochrome b5 [Chlorella sorokiniana]
OG0005823	KAF6252247.1 hypothetical protein COO60DRAFT_1644211 [Scenedesmus sp. NREL 46B-D3]	PRW58501.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Chlorella sorokiniana]
OG0005824	KAF6264253.1 rubredoxin [Scenedesmus sp. NREL 46B-D3], KAF6254799.1 rubredoxin [Scenedesmus sp. NREL 46B-D3]	PRW58553.1 Rubredoxin-like superfamily [Chlorella sorokiniana]
OG0005825	KAF6259999.1 complex 1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58577.1 LYR motif-containing 1 [Chlorella sorokiniana]
OG0005826	KAF6263790.1 hypothetical protein COO60DRAFT_1488494 [Scenedesmus sp. NREL 46B-D3]	PRW58583.1 50S ribosomal L33 [Chlorella sorokiniana]
OG0005828	KAF6264633.1 hypothetical protein COO60DRAFT_1634248 [Scenedesmus sp. NREL 46B-D3]	PRW58654.1 hsp70 nucleotide exchange factor FES1 isoform X1 [Chlorella sorokiniana]
OG0005830	KAF6263119.1 hypothetical protein COO60DRAFT_1624702 [Scenedesmus sp. NREL 46B-D3]	PRW58661.1 endoribonuclease L-PSP [Chlorella sorokiniana]
OG0005831	KAF6258359.1 hypothetical protein COO60DRAFT_1126136 [Scenedesmus sp. NREL 46B-D3]	PRW58676.1 hypothetical protein C2E21_3219 [Chlorella sorokiniana]
OG0005833	KAF6257102.1 hypothetical protein COO60DRAFT_40386 [Scenedesmus sp. NREL 46B-D3]	PRW58900.1 serine threonine- phosphatase 6 regulatory ankyrin repeat subunit B-like [Chlorella sorokiniana]
OG0005835	KAF6252464.1 hypothetical protein COO60DRAFT_1628535 [Scenedesmus sp. NREL 46B-D3]	PRW58971.1 GATA transcription factor 16 [Chlorella sorokiniana]
OG0005836	KAF6258222.1 hypothetical protein COO60DRAFT_1146479 [Scenedesmus sp. NREL 46B-D3]	PRW58983.1 basal body [Chlorella sorokiniana]
OG0005837	KAF6259195.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259226.1 hypothetical protein COO60DRAFT_1030833 [Scenedesmus sp. NREL 46B-D3]	PRW58992.1 sucrose-phosphate synthase [Chlorella sorokiniana]
OG0005838	KAF6266162.1 DAD/Ost2 [Scenedesmus sp. NREL 46B-D3]	PRW59033.1 Dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit DAD1 [Chlorella sorokiniana]
OG0005839	KAF6241963.1 hypothetical protein COO60DRAFT_255556 [Scenedesmus sp. NREL 46B-D3]	PRW59036.1 ankyrin PH and SEC7 domain containing secG-like [Chlorella sorokiniana]
OG0005840	KAF6257801.1 aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]	PRW59049.1 aldo keto reductase [Chlorella sorokiniana]
OG0005841	KAF6263112.1 NADH_ubiquinone oxidoreductase 22 kDa subunit [Scenedesmus sp. NREL 46B-D3]	PRW59051.1 NADH_ubiquinone oxidoreductase 22 kDa subunit [Chlorella sorokiniana]
OG0005842	KAF6250584.1 hypothetical protein COO60DRAFT_796953 [Scenedesmus sp. NREL 46B-D3]	PRW59134.1 DNA-dependent metalloprotease WSS1 [Chlorella sorokiniana]
OG0005843	KAF6265945.1 Tryptophan/tyrosine permease [Scenedesmus sp. NREL 46B-D3]	PRW59137.1 tyrosine-specific transport -like [Chlorella sorokiniana]
OG0005844	KAF6255743.1 hypothetical protein COO60DRAFT_1702699 [Scenedesmus sp. NREL 46B-D3], KAF6251313.1 hypothetical protein COO60DRAFT_636870 [Scenedesmus sp. NREL 46B-D3]	PRW59138.1 hypothetical protein C2E21_2378 [Chlorella sorokiniana]
OG0005845	KAF6264912.1 hypothetical protein COO60DRAFT_1633974 [Scenedesmus sp. NREL 46B-D3]	PRW59189.1 von Hippel-Lindau disease tumor suppressor [Chlorella sorokiniana]
OG0005846	KAF6266094.1 hypothetical protein COO60DRAFT_1456782 [Scenedesmus sp. NREL 46B-D3]	PRW59193.1 Peptide toxins Am-1 [Chlorella sorokiniana]
OG0005847	KAF6254454.1 hypothetical protein COO60DRAFT_1540584 [Scenedesmus sp. NREL 46B-D3]	PRW59306.1 Complex 1 LYR [Chlorella sorokiniana]
OG0005848	KAF6251941.1 hypothetical protein COO60DRAFT_1556042_ partial [Scenedesmus sp. NREL 46B-D3]	PRW59327.1 GCK domain-containing [Chlorella sorokiniana]
OG0005849	KAF6253398.1 astaxanthin vesicles associated protein [Scenedesmus sp. NREL 46B-D3]	PRW59518.1 plastid-lipid-associated chloroplastic-like [Chlorella sorokiniana]
OG0005850	KAF6261406.1 hypothetical protein COO60DRAFT_1268759 [Scenedesmus sp. NREL 46B-D3]	PRW59531.1 CCR4-NOT transcription complex subunit 11 [Chlorella sorokiniana]
OG0005851	KAF6256064.1 TspO/MBR-related protein [Scenedesmus sp. NREL 46B-D3]	PRW59611.1 tryptophan-rich sensory [Chlorella sorokiniana]
OG0005852	KAF6264760.1 hypothetical protein COO60DRAFT_1482516 [Scenedesmus sp. NREL 46B-D3]	PRW59621.1 seleno T [Chlorella sorokiniana]
OG0005854	KAF6264836.1 hypothetical protein COO60DRAFT_1698169 [Scenedesmus sp. NREL 46B-D3]	PRW59721.1 RNA methylase [Chlorella sorokiniana]
OG0005855	KAF6266611.1 hypothetical protein COO60DRAFT_1456472 [Scenedesmus sp. NREL 46B-D3]	PRW59804.1 molecular chaperone [Chlorella sorokiniana]
OG0005856	KAF6259334.1 hypothetical protein COO60DRAFT_1688932 [Scenedesmus sp. NREL 46B-D3]	PRW59830.1 flagella associated 50 [Chlorella sorokiniana]
OG0005857	KAF6254530.1 hypothetical protein COO60DRAFT_311664 [Scenedesmus sp. NREL 46B-D3]	PRW59863.1 hypothetical protein C2E21_1872 [Chlorella sorokiniana]
OG0005859	KAF6258772.1 RING/Ubox like zinc-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59884.1 general negative regulator of transcription subunit 4 [Chlorella sorokiniana]
OG0005860	KAF6264700.1 hypothetical protein COO60DRAFT_1654818 [Scenedesmus sp. NREL 46B-D3]	PRW59913.1 WD repeat-containing 90 [Chlorella sorokiniana]
OG0005861	KAF6253774.1 hypothetical protein COO60DRAFT_388665 [Scenedesmus sp. NREL 46B-D3]	PRW59935.1 acetamidase [Chlorella sorokiniana]
OG0005862	KAF6250518.1 hypothetical protein COO60DRAFT_1572163 [Scenedesmus sp. NREL 46B-D3], KAF6258010.1 hypothetical protein COO60DRAFT_1521097 [Scenedesmus sp. NREL 46B-D3]	PRW59936.1 hypothetical protein C2E21_1882 [Chlorella sorokiniana]
OG0005864	KAF6257984.1 hypothetical protein COO60DRAFT_1639472 [Scenedesmus sp. NREL 46B-D3]	PRW60018.1 EF hand [Chlorella sorokiniana]
OG0005865	KAF6251040.1 hypothetical protein COO60DRAFT_1275392 [Scenedesmus sp. NREL 46B-D3]	PRW60056.1 ATPase _AAA+ superfamily_ [Chlorella sorokiniana]
OG0005866	KAF6256722.1 hypothetical protein COO60DRAFT_84517 [Scenedesmus sp. NREL 46B-D3]	PRW60072.1 thioredoxin domain-containing 9-like protein [Chlorella sorokiniana]
OG0005867	KAF6252433.1 hypothetical protein COO60DRAFT_1622620 [Scenedesmus sp. NREL 46B-D3]	PRW60169.1 retinol dehydrogenase 13 [Chlorella sorokiniana]
OG0005868	KAF6265590.1 hypothetical protein COO60DRAFT_1697639 [Scenedesmus sp. NREL 46B-D3]	PRW60181.1 sugar transport [Chlorella sorokiniana]
OG0005869	KAF6261453.1 hypothetical protein COO60DRAFT_1501236 [Scenedesmus sp. NREL 46B-D3]	PRW60185.1 hypothetical protein C2E21_1687 [Chlorella sorokiniana]
OG0005870	KAF6266720.1 hypothetical protein COO60DRAFT_10327 [Scenedesmus sp. NREL 46B-D3], KAF6266719.1 hypothetical protein COO60DRAFT_10326 [Scenedesmus sp. NREL 46B-D3]	PRW60207.1 E3 ubiquitin- ligase CHFR isoform X4 [Chlorella sorokiniana]
OG0005873	KAF6254313.1 hypothetical protein COO60DRAFT_1542078_ partial [Scenedesmus sp. NREL 46B-D3]	PRW60310.1 F-box SKIP31-like isoform X1 [Chlorella sorokiniana]
OG0005876	KAF6253163.1 hypothetical protein COO60DRAFT_1548527 [Scenedesmus sp. NREL 46B-D3]	PRW60473.1 Transcriptional regulator family isoform 1 [Chlorella sorokiniana]
OG0005877	KAF6255772.1 glutathione peroxidase [Scenedesmus sp. NREL 46B-D3]	PRW60487.1 glutathione peroxidase [Chlorella sorokiniana]
OG0005878	KAF6259255.1 hypothetical protein COO60DRAFT_1700905 [Scenedesmus sp. NREL 46B-D3]	PRW60488.1 aspartyl asparaginyl beta-hydroxylase isoform X2 [Chlorella sorokiniana]
OG0005880	KAF6260896.1 hypothetical protein COO60DRAFT_1269129 [Scenedesmus sp. NREL 46B-D3]	PRW60575.1 sirohydrochlorin ferrochelatase-like isoform X1 [Chlorella sorokiniana]
OG0005881	KAF6266525.1 hypothetical protein COO60DRAFT_2299 [Scenedesmus sp. NREL 46B-D3]	PRW60596.1 cobalamin biosynthesis [Chlorella sorokiniana]
OG0005882	KAF6264916.1 hypothetical protein COO60DRAFT_1470218 [Scenedesmus sp. NREL 46B-D3]	PRW60606.1 small GTP-binding [Chlorella sorokiniana]
OG0005883	KAF6260120.1 phosphatidylinositol N-acetylglucosaminyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW60685.1 phosphatidylinositol N-acetylglucosaminyltransferase [Chlorella sorokiniana]
OG0005884	KAF6261114.1 microsomal signal peptidase 12 kDa subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW60845.1 putative signal peptidase complex subunit 1 [Chlorella sorokiniana]
OG0005885	KAF6266058.1 hypothetical protein COO60DRAFT_1623635 [Scenedesmus sp. NREL 46B-D3], KAF6266059.1 hypothetical protein COO60DRAFT_1676451 [Scenedesmus sp. NREL 46B-D3], KAF6251173.1 hypothetical protein COO60DRAFT_1677209 [Scenedesmus sp. NREL 46B-D3], KAF6254483.1 hypothetical protein COO60DRAFT_1642273 [Scenedesmus sp. NREL 46B-D3]	PRW60929.1 peptide synthetase [Chlorella sorokiniana]
OG0005886	KAF6253948.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3], KAF6254204.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]	PRW60959.1 flagellar associated [Chlorella sorokiniana]
OG0005887	KAF6258762.1 mitochondrial inner membrane protein Mitofilin [Scenedesmus sp. NREL 46B-D3]	PRW60968.1 formation of crista junctions 1 isoform X2 isoform B [Chlorella sorokiniana], PRW60967.1 formation of crista junctions 1 isoform X2 isoform A [Chlorella sorokiniana]
OG0005889	KAF6264377.1 hypothetical protein COO60DRAFT_1485854_ partial [Scenedesmus sp. NREL 46B-D3]	PRW61046.1 high-light-induced chloroplastic [Chlorella sorokiniana]
OG0005890	KAF6258137.1 activator of Hsp90 ATPase [Scenedesmus sp. NREL 46B-D3]	PRW61075.1 activator of 90 kDa heat shock ATPase-like protein 2 isoform X2 [Chlorella sorokiniana]
OG0005891	KAF6254421.1 hypothetical protein COO60DRAFT_1540930 [Scenedesmus sp. NREL 46B-D3]	PRW61180.1 hypothetical protein C2E21_0628 [Chlorella sorokiniana]
OG0005895	KAF6258614.1 hypothetical protein COO60DRAFT_1626392 [Scenedesmus sp. NREL 46B-D3]	PRW61331.1 membrane associated RING [Chlorella sorokiniana]
OG0005896	KAF6261026.1 hypothetical protein COO60DRAFT_1503781 [Scenedesmus sp. NREL 46B-D3]	PRW61359.1 molecular chaperone [Chlorella sorokiniana]
OG0005897	KAF6266128.1 hypothetical protein COO60DRAFT_1475718 [Scenedesmus sp. NREL 46B-D3]	PRW61398.1 putative small nuclear ribonucleo G [Chlorella sorokiniana]
OG0005899	KAF6259066.1 hypothetical protein COO60DRAFT_1515208 [Scenedesmus sp. NREL 46B-D3]	PRW61572.1 alpha beta hydrolase [Chlorella sorokiniana]
OG0006014	KAF6257429.1 galactose mutarotase-like protein [Scenedesmus sp. NREL 46B-D3]	PRW61431.1 glucose-6-phosphate 1-epimerase [Chlorella sorokiniana]
OG0006028	KAF6263124.1 hypothetical protein COO60DRAFT_1458230 [Scenedesmus sp. NREL 46B-D3]	PRW59350.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]
OG0006032	KAF6253221.1 hypothetical protein COO60DRAFT_1548061 [Scenedesmus sp. NREL 46B-D3]	PRW57481.1 myo-inositol proton symporter _MIT_ [Chlorella sorokiniana]
OG0006052	KAF6254579.1 hypothetical protein COO60DRAFT_303443 [Scenedesmus sp. NREL 46B-D3]	PRW56078.1 membrane -like [Chlorella sorokiniana]
OG0006055	KAF6252413.1 COP9 signalosome [Scenedesmus sp. NREL 46B-D3]	PRW56002.1 COP9 signalosome complex subunit 8 [Chlorella sorokiniana]
OG0006066	KAF6253892.1 Rec8 like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW60482.1 malate dehydrogenase [Chlorella sorokiniana]
OG0006067	KAF6251588.1 PIG-X [Scenedesmus sp. NREL 46B-D3]	PRW60106.1 phosphatidylinositol-glycan biosynthesis class X -like [Chlorella sorokiniana]
OG0006085	KAF6257539.1 hypothetical protein COO60DRAFT_1523258 [Scenedesmus sp. NREL 46B-D3]	PRW39282.1 hypothetical protein C2E21_6874 [Chlorella sorokiniana]
OG0006090	KAF6258596.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20200.1 phosphatase 2C 12 [Chlorella sorokiniana]
OG0006093	KAF6262985.1 hypothetical protein COO60DRAFT_530796 [Scenedesmus sp. NREL 46B-D3]	PRW34091.1 urea ABC transporter permease subunit [Chlorella sorokiniana]
OG0006098	KAF6261394.1 hypothetical protein COO60DRAFT_1268761 [Scenedesmus sp. NREL 46B-D3]	PRW58038.1 putative UDP-arabinopyranose mutase 5 isoform X2 isoform B [Chlorella sorokiniana], PRW58037.1 putative UDP-arabinopyranose mutase 5 isoform X2 isoform A [Chlorella sorokiniana]
OG0006101	KAF6264961.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	PRW59555.1 NTP pyrophosphohydrolase [Chlorella sorokiniana]
OG0006111	KAF6252059.1 single hybrid motif-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW33154.1 dihydrolipoamide acetyltransferase [Chlorella sorokiniana]
OG0006115	KAF6254724.1 PLC-like phosphodiesterase [Scenedesmus sp. NREL 46B-D3]	PRW33921.1 glycerophosphodiester phosphodiesterase GDPD4 isoform X1 [Chlorella sorokiniana]
OG0006116	KAF6252445.1 hypothetical protein COO60DRAFT_522094 [Scenedesmus sp. NREL 46B-D3]	PRW56173.1 hypothetical protein C2E21_5142 [Chlorella sorokiniana]
OG0006119	KAF6253713.1 histone acetyltransferase subunit NuA4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW50892.1 Chromatin modification-related MEAF6 [Chlorella sorokiniana]
OG0006120	KAF6266287.1 hypothetical protein COO60DRAFT_445799 [Scenedesmus sp. NREL 46B-D3]	PRW32865.1 MFS general substrate transporter isoform C [Chlorella sorokiniana]
OG0006121	KAF6252480.1 hypothetical protein COO60DRAFT_520219 [Scenedesmus sp. NREL 46B-D3]	PRW61483.1 Proteasome assembly chaperone 3 [Chlorella sorokiniana]
OG0006128	KAF6265019.1 hypothetical protein COO60DRAFT_1188720 [Scenedesmus sp. NREL 46B-D3]	PRW39086.1 Structure-specific recognition [Chlorella sorokiniana]
OG0006148	KAF6258675.1 hypothetical protein COO60DRAFT_1096167 [Scenedesmus sp. NREL 46B-D3]	PRW60032.1 Cytoplasmic tRNA 2-thiolation 2 [Chlorella sorokiniana]
OG0006154	KAF6258412.1 hypothetical protein COO60DRAFT_1127976 [Scenedesmus sp. NREL 46B-D3]	PRW18364.1 RING finger and transmembrane domain-containing 2-like [Chlorella sorokiniana]
OG0006177	KAF6257339.1 hypothetical protein COO60DRAFT_1640059 [Scenedesmus sp. NREL 46B-D3]	PRW60602.1 hypothetical protein C2E21_0843 [Chlorella sorokiniana]
OG0006186	KAF6255230.1 hypothetical protein COO60DRAFT_238868 [Scenedesmus sp. NREL 46B-D3]	PRW59634.1 zinc finger CCCH domain-containing 18 [Chlorella sorokiniana]
OG0006189	KAF6250386.1 hypothetical protein COO60DRAFT_859797 [Scenedesmus sp. NREL 46B-D3]	PRW58997.1 nucleolar transcription factor 1-like [Chlorella sorokiniana]
OG0006195	KAF6264956.1 hypothetical protein COO60DRAFT_1634010 [Scenedesmus sp. NREL 46B-D3]	PRW45137.1 Translation elongation factor G-related [Chlorella sorokiniana]
OG0006225	KAF6261136.1 FAD binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56901.1 fumarate reductase flavo [Chlorella sorokiniana]
OG0006231	KAF6259333.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]	PRW60157.1 DNA topoisomerase 3-beta isoform X1 [Chlorella sorokiniana]
OG0006234	KAF6264076.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW44586.1 peptidase S8 [Chlorella sorokiniana]
OG0006245	KAF6257006.1 nucleoside diphosphate kinase [Scenedesmus sp. NREL 46B-D3]	PRW18396.1 Ynk1p [Chlorella sorokiniana]
OG0006249	KAF6254554.1 hypothetical protein COO60DRAFT_302384 [Scenedesmus sp. NREL 46B-D3]	PRW05878.1 hypothetical protein C2E21_9485 [Chlorella sorokiniana]
OG0006254	KAF6261267.1 hypothetical protein COO60DRAFT_1699951 [Scenedesmus sp. NREL 46B-D3]	PRW18350.1 nuclear pore complex NUP58 [Chlorella sorokiniana]
OG0006257	KAF6245554.1 hypothetical protein COO60DRAFT_1278564 [Scenedesmus sp. NREL 46B-D3]	PRW18398.1 hypothetical protein C2E21_9262 [Chlorella sorokiniana]
OG0006260	KAF6249727.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]	PRW18413.1 tankyrase isoform X2 [Chlorella sorokiniana]
OG0006262	KAF6266625.1 acid phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20196.1 magnesium-dependent phosphatase 1-like [Chlorella sorokiniana]
OG0006264	KAF6261324.1 C2 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20270.1 elicitor-responsive 3-like isoform B [Chlorella sorokiniana], PRW20271.1 elicitor-responsive 3-like isoform A [Chlorella sorokiniana]
OG0006265	KAF6256460.1 hypothetical protein COO60DRAFT_1271908 [Scenedesmus sp. NREL 46B-D3]	PRW20292.1 TOR kinase binding [Chlorella sorokiniana]
OG0006270	KAF6263621.1 rieske ferredoxin [Scenedesmus sp. NREL 46B-D3]	PRW20446.1 ferredoxin component [Chlorella sorokiniana]
OG0006271	KAF6261053.1 hypothetical protein COO60DRAFT_1503852 [Scenedesmus sp. NREL 46B-D3]	PRW20473.1 FATTY ACID EXPORT chloroplastic-like [Chlorella sorokiniana]
OG0006274	KAF6266127.1 40S ribosomal protein S29_ partial [Scenedesmus sp. NREL 46B-D3]	PRW20600.1 40S ribosomal S29 [Chlorella sorokiniana]
OG0006278	KAF6265440.1 MIR motif-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20677.1 stromal cell-derived factor 2 [Chlorella sorokiniana]
OG0006280	KAF6253605.1 hypothetical protein COO60DRAFT_1546013 [Scenedesmus sp. NREL 46B-D3]	PRW20756.1 maltose excess chloroplastic-like [Chlorella sorokiniana]
OG0006281	KAF6256998.1 hypothetical protein COO60DRAFT_1702038 [Scenedesmus sp. NREL 46B-D3]	PRW20799.1 Vacuole membrane 1 [Chlorella sorokiniana]
OG0006282	KAF6254501.1 hypothetical protein COO60DRAFT_314397 [Scenedesmus sp. NREL 46B-D3]	PRW20840.1 poly-gamma-glutamate biosynthesis isoform A [Chlorella sorokiniana], PRW20841.1 poly-gamma-glutamate biosynthesis isoform B [Chlorella sorokiniana]
OG0006284	KAF6261274.1 ras-related protein RHN1-like protein [Scenedesmus sp. NREL 46B-D3]	PRW20941.1 Ras-related RABF1 [Chlorella sorokiniana]
OG0006288	KAF6252348.1 hypothetical protein COO60DRAFT_538233 [Scenedesmus sp. NREL 46B-D3]	PRW20997.1 hypothetical protein C2E21_8454 [Chlorella sorokiniana]
OG0006296	KAF6262198.1 hydroxymethylpyrimidine phosphate synthase [Scenedesmus sp. NREL 46B-D3]	PRW32586.1 phosphomethylpyrimidine chloroplastic isoform X1 [Chlorella sorokiniana]
OG0006299	KAF6263394.1 hypothetical protein COO60DRAFT_1698824 [Scenedesmus sp. NREL 46B-D3]	PRW32611.1 AAA+-type ATPase _ISS_ [Chlorella sorokiniana]
OG0006301	KAF6253753.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]	PRW39257.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana], PRW32874.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Chlorella sorokiniana]
OG0006305	KAF6262813.1 hypothetical protein COO60DRAFT_1624844 [Scenedesmus sp. NREL 46B-D3]	PRW33061.1 28 kDa heat- and acid-stable phospho -like isoform X1 [Chlorella sorokiniana]
OG0006309	KAF6251405.1 hypothetical protein COO60DRAFT_622144 [Scenedesmus sp. NREL 46B-D3]	PRW33114.1 putative serine threonine- phosphatase 2A regulatory subunit B subunit TON2 [Chlorella sorokiniana]
OG0006310	KAF6265445.1 hypothetical protein COO60DRAFT_1478529 [Scenedesmus sp. NREL 46B-D3]	PRW33183.1 ubiquitin E3 ligase ICP0 [Chlorella sorokiniana]
OG0006319	KAF6263885.1 zinc permease family [Scenedesmus sp. NREL 46B-D3], KAF6255307.1 hypothetical protein COO60DRAFT_1641644 [Scenedesmus sp. NREL 46B-D3]	PRW33534.1 zinc permease family [Chlorella sorokiniana]
OG0006322	KAF6265618.1 hypothetical protein COO60DRAFT_1477470 [Scenedesmus sp. NREL 46B-D3]	PRW33611.1 hypothetical protein C2E21_7719 [Chlorella sorokiniana]
OG0006324	KAF6258397.1 hypothetical protein COO60DRAFT_1127324 [Scenedesmus sp. NREL 46B-D3]	PRW33645.1 Extracellular serine ase [Chlorella sorokiniana]
OG0006325	KAF6261167.1 hypothetical protein COO60DRAFT_1637059 [Scenedesmus sp. NREL 46B-D3], KAF6254908.1 hypothetical protein COO60DRAFT_1703071 [Scenedesmus sp. NREL 46B-D3], KAF6266433.1 hypothetical protein COO60DRAFT_1633030 [Scenedesmus sp. NREL 46B-D3], KAF6263865.1 hypothetical protein COO60DRAFT_1457873 [Scenedesmus sp. NREL 46B-D3]	PRW33662.1 E3 ubiquitin- ligase Mdm2-like [Chlorella sorokiniana]
OG0006326	KAF6260937.1 hypothetical protein COO60DRAFT_1269072 [Scenedesmus sp. NREL 46B-D3]	PRW33719.1 tRNA pseudouridine synthase A [Chlorella sorokiniana]
OG0006327	KAF6262991.1 hypothetical protein COO60DRAFT_1698960 [Scenedesmus sp. NREL 46B-D3]	PRW33727.1 _RAP Annotation release2_ Galactose-binding like domain containing [Chlorella sorokiniana]
OG0006328	KAF6259872.1 acetolactate decarboxylase [Scenedesmus sp. NREL 46B-D3]	PRW33760.1 alpha-acetolactate decarboxylase [Chlorella sorokiniana]
OG0006329	KAF6253026.1 Nup85 nucleoporin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW33780.1 nuclear pore complex NUP85 [Chlorella sorokiniana]
OG0006330	KAF6256685.1 hypothetical protein COO60DRAFT_1461579 [Scenedesmus sp. NREL 46B-D3]	PRW33789.1 F-box LRR-repeat 2 isoform X1 [Chlorella sorokiniana]
