Orthogroup	Micractinium_SAG24180	Scenedesmus_NREL
OG0004640	PSC72419.1 30S ribosomal chloroplastic [Micractinium conductrix]	KAF6259277.1 plastid/chloroplast ribosomal protein S20 [Scenedesmus sp. NREL 46B-D3]
OG0004642	PSC76491.1 Kazal-type serine protease inhibitor domain-containing [Micractinium conductrix]	KAF6254079.1 hypothetical protein COO60DRAFT_354658 [Scenedesmus sp. NREL 46B-D3]
OG0004643	PSC75192.1 membrane family [Micractinium conductrix]	KAF6256876.1 hypothetical protein COO60DRAFT_1527157 [Scenedesmus sp. NREL 46B-D3]
OG0004645	PSC69292.1 thioesterase superfamily [Micractinium conductrix]	KAF6264506.1 HotDog domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004646	PSC69194.1 nickel transporter [Micractinium conductrix]	KAF6253117.1 hypothetical protein COO60DRAFT_1273879 [Scenedesmus sp. NREL 46B-D3]
OG0004648	PSC75721.1 ORM1 3 [Micractinium conductrix]	KAF6265279.1 ORMDL family [Scenedesmus sp. NREL 46B-D3]
OG0004649	PSC75902.1 polynucleotide 5 -hydroxyl-kinase NOL9 [Micractinium conductrix]	KAF6256470.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004651	PSC67362.1 Vacuolar sorting-associated 25 [Micractinium conductrix]	KAF6266190.1 subunit of ESCRT-II complex [Scenedesmus sp. NREL 46B-D3]
OG0004652	PSC68265.1 ATP-dependent RNA helicase DHX36-like [Micractinium conductrix]	KAF6254303.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004653	PSC71489.1 WD repeat-containing 5 [Micractinium conductrix]	KAF6258976.1 WD repeat-containing protein 5 [Scenedesmus sp. NREL 46B-D3]
OG0004655	PSC75878.1 hypothetical protein C2E20_1663 [Micractinium conductrix]	KAF6264517.1 hypothetical protein COO60DRAFT_129136 [Scenedesmus sp. NREL 46B-D3]
OG0004656	PSC69977.1 Origin recognition complex subunit 2 [Micractinium conductrix]	KAF6258564.1 origin recognition complex subunit 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004658	PSC70210.1 Reticulocyte-binding 2 a [Micractinium conductrix]	KAF6258584.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]
OG0004660	PSC75079.1 phosphatase 2C 70 [Micractinium conductrix]	KAF6260046.1 hypothetical protein COO60DRAFT_1509061 [Scenedesmus sp. NREL 46B-D3]
OG0004661	PSC74767.1 fatty acid delta-12 [Micractinium conductrix]	KAF6265807.1 fatty acid delta-12-desaturase [Scenedesmus sp. NREL 46B-D3]
OG0004662	PSC76737.1 MAP kinase phosphatase 6 [Micractinium conductrix]	KAF6256825.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004665	PSC68926.1 Histone-lysine N-methyltransferase [Micractinium conductrix]	KAF6260524.1 enhancer of zeste 2 [Scenedesmus sp. NREL 46B-D3]
OG0004671	PSC71023.1 Menin [Micractinium conductrix]	KAF6265242.1 hypothetical protein COO60DRAFT_1036222 [Scenedesmus sp. NREL 46B-D3]
OG0004672	PSC71644.1 CDK-activating kinase assembly factor MAT1 [Micractinium conductrix]	KAF6250638.1 hypothetical protein COO60DRAFT_785980 [Scenedesmus sp. NREL 46B-D3]
OG0004673	PSC67627.1 DNA topoisomerase 2-binding 1-A isoform X1 [Micractinium conductrix]	KAF6258347.1 hypothetical protein COO60DRAFT_1133810 [Scenedesmus sp. NREL 46B-D3]
OG0004674	PSC75076.1 WD repeat-containing 53 [Micractinium conductrix]	KAF6256119.1 hypothetical protein COO60DRAFT_143844 [Scenedesmus sp. NREL 46B-D3]
OG0004675	PSC73634.1 WAS family-like protein 1-like [Micractinium conductrix]	KAF6260360.1 plastid/chloroplast ribosomal protein S21 [Scenedesmus sp. NREL 46B-D3]
OG0004676	PSC75335.1 tubulin-folding cofactor E [Micractinium conductrix]	KAF6257321.1 hypothetical protein COO60DRAFT_1240608 [Scenedesmus sp. NREL 46B-D3]
OG0004678	PSC67907.1 homologous-pairing 2-like protein [Micractinium conductrix]	KAF6262245.1 Tat binding protein 1-interacting protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004680	PSC75810.1 polypyrimidine tract-binding-like protein 1 isoform X1 [Micractinium conductrix]	KAF6255448.1 hypothetical protein COO60DRAFT_212602 [Scenedesmus sp. NREL 46B-D3]
OG0004681	PSC75512.1 26S proteasome non-ATPase regulatory subunit 9 [Micractinium conductrix]	KAF6259949.1 hypothetical protein COO60DRAFT_1294635 [Scenedesmus sp. NREL 46B-D3]
OG0004683	PSC75422.1 Anaphase-promoting complex subunit 4 [Micractinium conductrix]	KAF6264340.1 anaphase-promoting complex_ cyclosome_ subunit 4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004684	PSC72733.1 photosystem II D1 precursor processing PSB27-chloroplastic isoform X1 [Micractinium conductrix]	KAF6254105.1 photosystem II Pbs27-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004686	PSC72845.1 putative arginine N-methyltransferase 3 isoform A [Micractinium conductrix], PSC72846.1 putative arginine N-methyltransferase 3 isoform B [Micractinium conductrix]	KAF6259626.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0004688	PSC76917.1 cupin superfamily subfamily [Micractinium conductrix]	KAF6251593.1 hypothetical protein COO60DRAFT_606161 [Scenedesmus sp. NREL 46B-D3]
OG0004689	PSC72773.1 craniofacial development 1 [Micractinium conductrix]	KAF6254086.1 bucentaur or craniofacial development-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004692	PSC76341.1 centromere kinetochore zw10-like protein [Micractinium conductrix]	KAF6266527.1 hypothetical protein COO60DRAFT_1654215 [Scenedesmus sp. NREL 46B-D3]
OG0004694	PSC69223.1 prolyl-tRNA synthetase [Micractinium conductrix]	KAF6251411.1 YbaK/prolyl-tRNA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004696	PSC68625.1 UV-stimulated scaffold A-like protein [Micractinium conductrix]	KAF6252569.1 hypothetical protein COO60DRAFT_1704213 [Scenedesmus sp. NREL 46B-D3]
OG0004697	PSC73387.1 ATP-binding cassette sub-family D member 4 [Micractinium conductrix]	KAF6263113.1 ABC transporter type 1_ transmembrane domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004699	PSC72886.1 DWNN a CCHC-type zinc finger [Micractinium conductrix]	KAF6261217.1 hypothetical protein COO60DRAFT_1459237 [Scenedesmus sp. NREL 46B-D3]
OG0004701	PSC72116.1 Cysteine-rich PDZ-binding [Micractinium conductrix]	KAF6262459.1 cysteine-rich PDZ-binding protein-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004703	PSC72129.1 TIC chloroplastic [Micractinium conductrix]	KAF6262367.1 hypothetical protein COO60DRAFT_1636041 [Scenedesmus sp. NREL 46B-D3]
OG0004704	PSC72249.1 Uncharacterized conserved UCP022280 [Micractinium conductrix]	KAF6253138.1 hypothetical protein COO60DRAFT_464867 [Scenedesmus sp. NREL 46B-D3], KAF6248626.1 hypothetical protein COO60DRAFT_1058078 [Scenedesmus sp. NREL 46B-D3]
OG0004705	PSC72330.1 putative WRKY transcription factor 33 [Micractinium conductrix]	KAF6260320.1 hypothetical protein COO60DRAFT_1767206 [Scenedesmus sp. NREL 46B-D3]
OG0004706	PSC70108.1 activator of 90 kDa heat shock ATPase-like protein 1 [Micractinium conductrix]	KAF6251542.1 activator of Hsp90 ATPase [Scenedesmus sp. NREL 46B-D3]
OG0004707	PSC77002.1 tRNA_adenine_34__ chloroplastic [Micractinium conductrix]	KAF6259170.1 cytidine deaminase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004708	PSC76532.1 rRNA 2 -O-methyltransferase fibrillarin [Micractinium conductrix]	KAF6255989.1 Fibrillarin [Scenedesmus sp. NREL 46B-D3]
OG0004709	PSC76032.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Micractinium conductrix]	KAF6250713.1 Clp protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004712	PSC72414.1 cAMP-specific 3_ 5 -cyclic phosphodiesterase 4C isoform X2 [Micractinium conductrix]	KAF6258272.1 HD-domain/PDEase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004714	PSC74089.1 Deoxyuridine 5 -triphosphate nucleotidohydrolase [Micractinium conductrix]	KAF6262430.1 dUTPase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004716	PSC72464.1 50S ribosomal L28 [Micractinium conductrix]	KAF6266141.1 plastid/chloroplast ribosomal protein L28 [Scenedesmus sp. NREL 46B-D3]
OG0004717	PSC74183.1 DNA-directed RNA polymerase II [Micractinium conductrix]	KAF6258142.1 UV radiation resistance protein and autophagy-related subunit 14-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004719	PSC76235.1 cyclin-A1-4-like isoform X1 [Micractinium conductrix]	KAF6256028.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004721	PSC73241.1 serine threonine-kinase dyrk2 [Micractinium conductrix]	KAF6262427.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004722	PSC76350.1 RNA-binding EIF1AD [Micractinium conductrix]	KAF6259225.1 hypothetical protein COO60DRAFT_1030707 [Scenedesmus sp. NREL 46B-D3]
OG0004724	PSC76506.1 F-box only 21 [Micractinium conductrix]	KAF6258510.1 hypothetical protein COO60DRAFT_1622138 [Scenedesmus sp. NREL 46B-D3]
OG0004725	PSC74053.1 mitochondrial import inner membrane translocase subunit TIM22-2-like [Micractinium conductrix]	KAF6255698.1 hypothetical protein COO60DRAFT_187159 [Scenedesmus sp. NREL 46B-D3]
OG0004726	PSC76458.1 nuclear pore complex NUP107 isoform A [Micractinium conductrix], PSC76457.1 nuclear pore complex NUP107 isoform B [Micractinium conductrix]	KAF6260753.1 107-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004727	PSC76918.1 fatty-acid-binding 1 [Micractinium conductrix]	KAF6264171.1 chalcone isomerase [Scenedesmus sp. NREL 46B-D3]
OG0004728	PSC70138.1 sec-independent translocase chloroplastic-like [Micractinium conductrix]	KAF6259084.1 mttA/Hcf106 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004729	PSC75059.1 G-box-binding factor 1 [Micractinium conductrix]	KAF6258909.1 hypothetical protein COO60DRAFT_1067124 [Scenedesmus sp. NREL 46B-D3]
OG0004730	PSC70299.1 UPF0118 membrane [Micractinium conductrix]	KAF6263327.1 hypothetical protein COO60DRAFT_455441 [Scenedesmus sp. NREL 46B-D3]
OG0004732	PSC75125.1 putative small nuclear ribonucleo F [Micractinium conductrix]	KAF6261888.1 hypothetical protein COO60DRAFT_1499077 [Scenedesmus sp. NREL 46B-D3]
OG0004733	PSC70595.1 pleckstrin homology domain-containing 1-like [Micractinium conductrix]	KAF6262398.1 hypothetical protein COO60DRAFT_1624958 [Scenedesmus sp. NREL 46B-D3]
OG0004734	PSC69947.1 Zinc finger CCCH domain-containing 62 [Micractinium conductrix]	KAF6259535.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004735	PSC70873.1 Histone-lysine N-methyltransferase setd3 [Micractinium conductrix]	KAF6264965.1 hypothetical protein COO60DRAFT_1634018 [Scenedesmus sp. NREL 46B-D3]
OG0004736	PSC71397.1 IMP dehydrogenase GMP reductase [Micractinium conductrix]	KAF6251140.1 hypothetical protein COO60DRAFT_669368 [Scenedesmus sp. NREL 46B-D3]
OG0004737	PSC72025.1 Serine threonine-kinase svkA [Micractinium conductrix]	KAF6259636.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004738	PSC71896.1 transport Sec61 subunit gamma-1 [Micractinium conductrix]	KAF6261437.1 SEC61-gamma subunit OR ER translocon [Scenedesmus sp. NREL 46B-D3]
OG0004739	PSC71925.1 PHD finger ALFIN-LIKE 2-like [Micractinium conductrix]	KAF6265021.1 hypothetical protein COO60DRAFT_1621556 [Scenedesmus sp. NREL 46B-D3]
OG0004740	PSC71902.1 ubiquitin-like-conjugating enzyme ATG10 [Micractinium conductrix]	KAF6260577.1 hypothetical protein COO60DRAFT_1637521 [Scenedesmus sp. NREL 46B-D3]
OG0004741	PSC67633.1 alternative oxidase [Micractinium conductrix]	KAF6251372.1 mitochondrial alternative oxidase [Scenedesmus sp. NREL 46B-D3]
OG0004742	PSC72028.1 serine threonine-kinase [Micractinium conductrix]	KAF6262610.1 hypothetical protein COO60DRAFT_1635775 [Scenedesmus sp. NREL 46B-D3]
OG0004744	PSC71900.1 zinc finger 830 [Micractinium conductrix]	KAF6259655.1 hypothetical protein COO60DRAFT_989147 [Scenedesmus sp. NREL 46B-D3]
OG0004745	PSC75352.1 tetratricopeptide repeat 1 [Micractinium conductrix]	KAF6259002.1 hypothetical protein COO60DRAFT_1515701_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004746	PSC72170.1 cytochrome b561 [Micractinium conductrix]	KAF6256746.1 hypothetical protein COO60DRAFT_1461557 [Scenedesmus sp. NREL 46B-D3]
OG0004747	PSC72408.1 deoxyribonuclease tatdn3 isoform X1 [Micractinium conductrix]	KAF6261963.1 TatD related DNase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004748	PSC76719.1 classes I and II [Micractinium conductrix]	KAF6250599.1 aminotransferase_ classes I and II [Scenedesmus sp. NREL 46B-D3]
OG0004749	PSC72075.1 pre-mRNA-processing 40C isoform X1 [Micractinium conductrix]	KAF6252607.1 hypothetical protein COO60DRAFT_513840 [Scenedesmus sp. NREL 46B-D3]
OG0004750	PSC72348.1 heat shock 70 [Micractinium conductrix]	KAF6262361.1 Hsp70 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004752	PSC73754.1 vacuolar sorting-associated 2-like protein 3 [Micractinium conductrix]	KAF6255180.1 subunit of the ESCRT-III complex [Scenedesmus sp. NREL 46B-D3]
OG0004753	PSC72514.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix]	KAF6257019.1 hypothetical protein COO60DRAFT_1655857 [Scenedesmus sp. NREL 46B-D3]
OG0004754	PSC72426.1 exodeoxyribonuclease iii [Micractinium conductrix]	KAF6255533.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]
OG0004755	PSC67293.1 dual specificity tyrosine-phosphorylation-regulated kinase 4-like isoform X3 [Micractinium conductrix]	KAF6266252.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004756	PSC73736.1 dephospho-kinase [Micractinium conductrix]	KAF6255164.1 dephospho-CoA kinase [Scenedesmus sp. NREL 46B-D3]
OG0004758	PSC72312.1 translation machinery-associated 22 [Micractinium conductrix]	KAF6256923.1 SUI1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004759	PSC72084.1 EGF domain-specific O-linked N-acetylglucosamine transferase [Micractinium conductrix]	KAF6259114.1 hypothetical protein COO60DRAFT_1043981 [Scenedesmus sp. NREL 46B-D3]
OG0004762	PSC69845.1 Phosphoenolpyruvate carboxylase family isoform 2 [Micractinium conductrix]	KAF6251058.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004763	PSC69856.1 non-structural maintenance of chromosomes element 1-like protein [Micractinium conductrix]	KAF6264679.1 Non-structural maintenance of chromosomes element 1 [Scenedesmus sp. NREL 46B-D3]
OG0004767	PSC73107.1 3-ketoacyl-thiolase peroxisomal [Micractinium conductrix]	KAF6261915.1 hypothetical protein COO60DRAFT_714761 [Scenedesmus sp. NREL 46B-D3]
OG0004768	PSC72987.1 glycolipid transfer [Micractinium conductrix]	KAF6264559.1 hypothetical protein COO60DRAFT_1698177 [Scenedesmus sp. NREL 46B-D3]
OG0004769	PSC72988.1 Regulator of spindle pole body duplication [Micractinium conductrix]	KAF6252748.1 peptidase family C50-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004771	PSC75575.1 Phosphatidate cytidylyltransferase [Micractinium conductrix]	KAF6263497.1 cytidylyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004772	PSC74452.1 50S ribosomal [Micractinium conductrix]	KAF6255335.1 mitochondrial ribosomal protein L29 [Scenedesmus sp. NREL 46B-D3]
OG0004773	PSC70801.1 DNA topoisomerase I [Micractinium conductrix]	KAF6265407.1 uridine kinase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004774	PSC71922.1 DNA replication ATP-dependent helicase dna2 [Micractinium conductrix]	KAF6257941.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004778	PSC71452.1 hypothetical protein C2E20_5041 [Micractinium conductrix]	KAF6250533.1 hypothetical protein COO60DRAFT_1571960 [Scenedesmus sp. NREL 46B-D3]
OG0004779	PSC76043.1 DNA-directed RNA polymerases IV and V subunit 9A [Micractinium conductrix]	KAF6259731.1 DNA-directed RNA polymerase II_ 14.5 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]
OG0004780	PSC72778.1 39S ribosomal mitochondrial [Micractinium conductrix]	KAF6260221.1 ribosomal protein L4 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004781	PSC72818.1 mediator of RNA polymerase II transcription subunit 27 [Micractinium conductrix]	KAF6260399.1 hypothetical protein COO60DRAFT_1700377 [Scenedesmus sp. NREL 46B-D3]
OG0004782	PSC72865.1 GRAM domain-containing 1A [Micractinium conductrix]	KAF6255873.1 hypothetical protein COO60DRAFT_168881 [Scenedesmus sp. NREL 46B-D3]
OG0004783	PSC72922.1 putative plastid-lipid-associated chloroplastic isoform X1 [Micractinium conductrix]	KAF6249504.1 hypothetical protein COO60DRAFT_1580714 [Scenedesmus sp. NREL 46B-D3]
OG0004785	PSC70694.1 DUF602-domain-containing [Micractinium conductrix]	KAF6256677.1 Rtf2 RING-finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004786	PSC68505.1 Mitochondrial calcium uniporter regulator 1 [Micractinium conductrix]	KAF6251814.1 hypothetical protein COO60DRAFT_582446 [Scenedesmus sp. NREL 46B-D3]
OG0004788	PSC69270.1 U1 small nuclear ribonucleo C-like [Micractinium conductrix]	KAF6255846.1 U1 zinc finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004790	PSC73960.1 cleavage and polyadenylation specificity factor subunit 2 [Micractinium conductrix]	KAF6258496.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004791	PSC68546.1 zinc finger CCHC domain-containing [Micractinium conductrix]	KAF6259871.1 hypothetical protein COO60DRAFT_966344 [Scenedesmus sp. NREL 46B-D3]
OG0004792	PSC72724.1 2-oxoglutarate and Fe_II_-dependent oxygenase superfamily isoform 1 [Micractinium conductrix]	KAF6261049.1 oxidoreductase [Scenedesmus sp. NREL 46B-D3]
OG0004793	PSC74313.1 coiled-coil domain-containing R3HCC1L [Micractinium conductrix]	KAF6263632.1 hypothetical protein COO60DRAFT_1698694 [Scenedesmus sp. NREL 46B-D3]
OG0004795	PSC71387.1 PIN2 TERF1-interacting telomerase inhibitor 1 [Micractinium conductrix]	KAF6256463.1 hypothetical protein COO60DRAFT_1461676 [Scenedesmus sp. NREL 46B-D3]
OG0004796	PSC74962.1 putative ethanolamine kinase [Micractinium conductrix]	KAF6257374.1 mitochondrial 39-S ribosomal protein L47 _MRP-L47_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004799	PSC76565.1 Molybdopterin synthase sulfur carrier subunit [Micractinium conductrix]	KAF6265749.1 Molybdopterin synthase sulfur carrier subunit [Scenedesmus sp. NREL 46B-D3]
OG0004801	PSC74357.1 Focal adhesion kinase 1 [Micractinium conductrix]	KAF6254836.1 hypothetical protein COO60DRAFT_1642040 [Scenedesmus sp. NREL 46B-D3]
OG0004802	PSC74169.1 SWIM zinc finger isoform A [Micractinium conductrix], PSC74170.1 SWIM zinc finger isoform B [Micractinium conductrix]	KAF6255345.1 hypothetical protein COO60DRAFT_1702876 [Scenedesmus sp. NREL 46B-D3]
OG0004803	PSC68366.1 Nucleolar and coiled-body phospho 1 [Micractinium conductrix]	KAF6261676.1 SRP40_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004804	PSC74055.1 transcription termination factor family [Micractinium conductrix]	KAF6265979.1 hypothetical protein COO60DRAFT_1633369 [Scenedesmus sp. NREL 46B-D3]
OG0004805	PSC71383.1 hypothetical protein C2E20_5334 [Micractinium conductrix]	KAF6254696.1 hypothetical protein COO60DRAFT_1539281 [Scenedesmus sp. NREL 46B-D3]
OG0004807	PSC74463.1 Smr domain-containing protein [Micractinium conductrix]	KAF6254442.1 hypothetical protein COO60DRAFT_321184 [Scenedesmus sp. NREL 46B-D3]
OG0004808	PSC69746.1 50S ribosomal L18 [Micractinium conductrix]	KAF6255700.1 hypothetical protein COO60DRAFT_187177 [Scenedesmus sp. NREL 46B-D3]
OG0004811	PSC73144.1 fork head transcription factor 1-like isoform X2 [Micractinium conductrix]	KAF6263803.1 hypothetical protein COO60DRAFT_1634937 [Scenedesmus sp. NREL 46B-D3]
OG0004812	PSC67428.1 phosphatidate cytidylyltransferase [Micractinium conductrix]	KAF6255043.1 PIN domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004813	PSC72643.1 Ribosomal RNA processing 1 B [Micractinium conductrix]	KAF6261227.1 nucleolar protein_Nop52-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004814	PSC67319.1 signal recognition particle 43 kDa chloroplastic [Micractinium conductrix]	KAF6252710.1 ankyrin repeat protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004817	PSC75771.1 Serine threonine-phosphatase 5 [Micractinium conductrix]	KAF6250888.1 phosphatase 5-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004818	PSC75300.1 Programmed cell death 2 [Micractinium conductrix]	KAF6254741.1 programmed cell death protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0004820	PSC72259.1 haloacid dehalogenase-like hydrolase _HAD_ superfamily [Micractinium conductrix]	KAF6256642.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004821	PSC68015.1 ribosomal L30 family [Micractinium conductrix]	KAF6266495.1 ribosomal protein L30p/L7e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004822	PSC73645.1 GTP cyclohydrolase I [Micractinium conductrix]	KAF6253427.1 hypothetical protein COO60DRAFT_1273727 [Scenedesmus sp. NREL 46B-D3]
OG0004823	PSC73724.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]	KAF6259926.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]
OG0004824	PSC73872.1 Fe-S assembly co-chaperone [Micractinium conductrix]	KAF6263471.1 hypothetical protein COO60DRAFT_1489839 [Scenedesmus sp. NREL 46B-D3]
OG0004826	PSC73625.1 FAM98A [Micractinium conductrix]	KAF6258787.1 hypothetical protein COO60DRAFT_1638882 [Scenedesmus sp. NREL 46B-D3]
OG0004827	PSC70389.1 lysine methyltransferase METTL21D isoform X1 [Micractinium conductrix]	KAF6261445.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004829	PSC73639.1 hypothetical protein C2E20_3039 [Micractinium conductrix]	KAF6260943.1 hypothetical protein COO60DRAFT_829658 [Scenedesmus sp. NREL 46B-D3]
OG0004830	PSC75704.1 RIB43A-like with coiled-coils 1 isoform X2 [Micractinium conductrix]	KAF6260758.1 coiled-coil protein associated with protofilament ribbons [Scenedesmus sp. NREL 46B-D3]
OG0004831	PSC73673.1 autophagy-related 16 [Micractinium conductrix]	KAF6263429.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004832	PSC73611.1 post-GPI attachment to s factor 3-like [Micractinium conductrix]	KAF6257932.1 Per1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004833	PSC75450.1 molecular chaperone [Micractinium conductrix]	KAF6251511.1 hypothetical protein COO60DRAFT_610828 [Scenedesmus sp. NREL 46B-D3]
OG0004834	PSC75091.1 SAM-dependent methyltransferase [Micractinium conductrix]	KAF6266460.1 hypothetical protein COO60DRAFT_454490 [Scenedesmus sp. NREL 46B-D3]
OG0004836	PSC71484.1 COBW domain-containing 1-like [Micractinium conductrix]	KAF6255739.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004837	PSC70093.1 hypothetical protein C2E20_6530 [Micractinium conductrix], PSC69981.1 hypothetical protein C2E20_6533 [Micractinium conductrix]	KAF6257364.1 hypothetical protein COO60DRAFT_1461188 [Scenedesmus sp. NREL 46B-D3]
OG0004838	PSC67376.1 54S ribosomal mitochondrial [Micractinium conductrix]	KAF6266685.1 hypothetical protein COO60DRAFT_9480 [Scenedesmus sp. NREL 46B-D3]
OG0004839	PSC70509.1 signal recognition particle subunit SRP72 [Micractinium conductrix]	KAF6263846.1 hypothetical protein COO60DRAFT_1698540 [Scenedesmus sp. NREL 46B-D3]
OG0004841	PSC70829.1 Golgin candidate 5 [Micractinium conductrix]	KAF6253634.1 hypothetical protein COO60DRAFT_403327 [Scenedesmus sp. NREL 46B-D3]
OG0004842	PSC71417.1 Yip1 domain-containing [Micractinium conductrix]	KAF6264780.1 hypothetical protein COO60DRAFT_1698139 [Scenedesmus sp. NREL 46B-D3]
OG0004843	PSC71379.1 monothiol glutaredoxin-mitochondrial-like [Micractinium conductrix]	KAF6255947.1 hypothetical protein COO60DRAFT_1702577 [Scenedesmus sp. NREL 46B-D3]
OG0004845	PSC70663.1 histone-like transcription factor [Micractinium conductrix]	KAF6255511.1 hypothetical protein COO60DRAFT_1534611 [Scenedesmus sp. NREL 46B-D3]
OG0004851	PSC68148.1 NAD dependent epimerase dehydratase family [Micractinium conductrix]	KAF6251380.1 hypothetical protein COO60DRAFT_623068 [Scenedesmus sp. NREL 46B-D3]
OG0004854	PSC72365.1 G patch domain-containing 4 [Micractinium conductrix]	KAF6263031.1 hypothetical protein COO60DRAFT_533205 [Scenedesmus sp. NREL 46B-D3]
OG0004856	PSC68435.1 methionine synthase reductase [Micractinium conductrix]	KAF6256907.1 methionine synthase reductase [Scenedesmus sp. NREL 46B-D3]
OG0004860	PSC68145.1 Nucleoporin Ndc1-Nup isoform A [Micractinium conductrix], PSC68144.1 Nucleoporin Ndc1-Nup isoform B [Micractinium conductrix]	KAF6255616.1 hypothetical protein COO60DRAFT_195905 [Scenedesmus sp. NREL 46B-D3]
OG0004861	PSC68888.1 CDT1 chloroplastic [Micractinium conductrix]	KAF6266539.1 hypothetical protein COO60DRAFT_1632643 [Scenedesmus sp. NREL 46B-D3]
OG0004865	PSC68587.1 Thioredoxin-like 3-3 isoform A [Micractinium conductrix], PSC68588.1 Thioredoxin-like 3-3 isoform B [Micractinium conductrix]	KAF6253618.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004866	PSC68577.1 DNA damage-inducible 1 [Micractinium conductrix]	KAF6258543.1 hypothetical protein COO60DRAFT_1108484 [Scenedesmus sp. NREL 46B-D3]
OG0004867	PSC67845.1 hypothetical protein C2E20_8514 [Micractinium conductrix]	KAF6263984.1 hypothetical protein COO60DRAFT_266676 [Scenedesmus sp. NREL 46B-D3]
OG0004870	PSC67881.1 prolyl endopeptidase-like [Micractinium conductrix]	KAF6262570.1 prolyl oligopeptidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
