Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Vulgaris2111P
OG0005925	EIE18449.1 hypothetical protein COCSUDRAFT_60117 [Coccomyxa subellipsoidea C-169]	KAI3428408.1 hypothetical protein D9Q98_007235 [Chlorella vulgaris]
OG0005926	EIE18018.1 ubiquitin-conjugating enzyme [Coccomyxa subellipsoidea C-169]	KAI3425947.1 hypothetical protein D9Q98_007917 [Chlorella vulgaris]
OG0005927	EIE24979.1 hypothetical protein COCSUDRAFT_52726 [Coccomyxa subellipsoidea C-169]	KAI3426008.1 hypothetical protein D9Q98_007976 [Chlorella vulgaris]
OG0005928	EIE27553.1 hypothetical protein COCSUDRAFT_39189 [Coccomyxa subellipsoidea C-169]	KAI3437885.1 hypothetical protein D9Q98_000330 [Chlorella vulgaris]
OG0005929	EIE27508.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]	KAI3437612.1 hypothetical protein D9Q98_000064 [Chlorella vulgaris]
OG0005930	EIE23693.1 hypothetical protein COCSUDRAFT_63219 [Coccomyxa subellipsoidea C-169]	KAI3426164.1 hypothetical protein D9Q98_008541 [Chlorella vulgaris]
OG0005931	EIE20641.1 pyridoxal kinase [Coccomyxa subellipsoidea C-169]	KAI3426315.1 hypothetical protein D9Q98_008688 [Chlorella vulgaris]
OG0005932	EIE22434.1 alkyl hydroperoxide reductase/ thiol specific antioxidant/ Mal allergen [Coccomyxa subellipsoidea C-169]	KAI3426328.1 hypothetical protein D9Q98_008701 [Chlorella vulgaris]
OG0005933	EIE22413.1 SufE-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3426434.1 hypothetical protein D9Q98_008802 [Chlorella vulgaris]
OG0005934	EIE18553.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3426983.1 hypothetical protein D9Q98_006927 [Chlorella vulgaris]
OG0005936	EIE19515.1 hypothetical protein COCSUDRAFT_83566_ partial [Coccomyxa subellipsoidea C-169]	KAI3438766.1 hypothetical protein D9Q98_001184 [Chlorella vulgaris]
OG0005937	EIE20594.1 hypothetical protein COCSUDRAFT_48573 [Coccomyxa subellipsoidea C-169], EIE20593.1 hypothetical protein COCSUDRAFT_57736 [Coccomyxa subellipsoidea C-169]	KAI3428129.1 hypothetical protein D9Q98_006512 [Chlorella vulgaris]
OG0005938	EIE22148.1 Prenylcysteine lyase [Coccomyxa subellipsoidea C-169]	KAI3428795.1 hypothetical protein D9Q98_007614 [Chlorella vulgaris]
OG0005941	EIE24021.1 hypothetical protein COCSUDRAFT_47104 [Coccomyxa subellipsoidea C-169]	KAI3436654.1 hypothetical protein D9Q98_006070 [Chlorella vulgaris]
OG0005943	EIE23987.1 TPR repeat-containing protein [Coccomyxa subellipsoidea C-169]	KAI3433901.1 hypothetical protein D9Q98_003703 [Chlorella vulgaris]
OG0005945	EIE20693.1 rhomboid-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3433503.1 hypothetical protein D9Q98_003315 [Chlorella vulgaris]
OG0005948	EIE22657.1 ribosomal protein S11 [Coccomyxa subellipsoidea C-169]	KAI3423015.1 hypothetical protein D9Q98_010858_ partial _mitochondrion_ [Chlorella vulgaris]
OG0005951	EIE21441.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE27058.1 hypothetical protein COCSUDRAFT_45719 [Coccomyxa subellipsoidea C-169], EIE21551.1 hypothetical protein COCSUDRAFT_43250 [Coccomyxa subellipsoidea C-169]	KAI3434660.1 hypothetical protein D9Q98_002724 [Chlorella vulgaris]
OG0006001	EIE26010.1 hypothetical protein COCSUDRAFT_52651 [Coccomyxa subellipsoidea C-169]	KAI3431551.1 hypothetical protein D9Q98_004600 [Chlorella vulgaris]
OG0006003	EIE25688.1 hypothetical protein COCSUDRAFT_52539 [Coccomyxa subellipsoidea C-169]	KAI3424066.1 hypothetical protein D9Q98_009429 [Chlorella vulgaris]
OG0006004	EIE25750.1 rhomboid-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3434703.1 hypothetical protein D9Q98_002764 [Chlorella vulgaris], KAI3434702.1 hypothetical protein D9Q98_002764 [Chlorella vulgaris]
OG0006007	EIE25255.1 translational machinery component [Coccomyxa subellipsoidea C-169]	KAI3438530.1 hypothetical protein D9Q98_000958 [Chlorella vulgaris]
OG0006011	EIE18533.1 hypothetical protein COCSUDRAFT_68251 [Coccomyxa subellipsoidea C-169]	KAI3426967.1 hypothetical protein D9Q98_006911 [Chlorella vulgaris]
OG0006014	EIE25671.1 galactose mutarotase-like protein [Coccomyxa subellipsoidea C-169]	KAI3432254.1 hypothetical protein D9Q98_003815 [Chlorella vulgaris]
OG0006019	EIE21037.1 ClpS-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3425711.1 hypothetical protein D9Q98_007687 [Chlorella vulgaris]
OG0006020	EIE24923.1 hypothetical protein COCSUDRAFT_62333 [Coccomyxa subellipsoidea C-169]	KAI3430474.1 hypothetical protein D9Q98_005069 [Chlorella vulgaris]
OG0006024	EIE18512.1 Zn-dependent exopeptidase [Coccomyxa subellipsoidea C-169]	KAI3427144.1 hypothetical protein D9Q98_007081 [Chlorella vulgaris]
OG0006033	EIE20680.1 translation elongation factor P [Coccomyxa subellipsoidea C-169]	KAI3435759.1 hypothetical protein D9Q98_001817 [Chlorella vulgaris]
OG0006034	EIE25324.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE19864.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3432592.1 hypothetical protein D9Q98_004140 [Chlorella vulgaris]
OG0006036	EIE24264.1 hypothetical protein COCSUDRAFT_47211 [Coccomyxa subellipsoidea C-169]	KAI3429481.1 hypothetical protein D9Q98_005572 [Chlorella vulgaris]
OG0006039	EIE26569.1 hypothetical protein COCSUDRAFT_59093 [Coccomyxa subellipsoidea C-169]	KAI3436661.1 hypothetical protein D9Q98_006077 [Chlorella vulgaris]
OG0006042	EIE21924.1 ubiquitinating enzyme [Coccomyxa subellipsoidea C-169]	KAI3432587.1 hypothetical protein D9Q98_004135 [Chlorella vulgaris]
OG0006044	EIE18277.1 hypothetical protein COCSUDRAFT_60469 [Coccomyxa subellipsoidea C-169]	KAI3432572.1 hypothetical protein D9Q98_004121 [Chlorella vulgaris]
OG0006045	EIE26453.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	KAI3428031.1 hypothetical protein D9Q98_006417 [Chlorella vulgaris]
OG0006050	EIE22066.1 hypothetical protein COCSUDRAFT_56498 [Coccomyxa subellipsoidea C-169]	KAI3428287.1 hypothetical protein D9Q98_006666 [Chlorella vulgaris]
OG0006051	EIE26855.1 hypothetical protein COCSUDRAFT_39831 [Coccomyxa subellipsoidea C-169]	KAI3435654.1 hypothetical protein D9Q98_001712 [Chlorella vulgaris]
OG0006056	EIE20138.1 hypothetical protein COCSUDRAFT_57865 [Coccomyxa subellipsoidea C-169]	KAI3436805.1 hypothetical protein D9Q98_006215 [Chlorella vulgaris]
OG0006057	EIE20288.1 methyltransferase GidB [Coccomyxa subellipsoidea C-169]	KAI3424771.1 hypothetical protein D9Q98_008159 [Chlorella vulgaris]
OG0006059	EIE20607.1 hypothetical protein COCSUDRAFT_54369 [Coccomyxa subellipsoidea C-169]	KAI3435852.1 hypothetical protein D9Q98_001910 [Chlorella vulgaris]
OG0006063	EIE21628.1 hypothetical protein COCSUDRAFT_33725 [Coccomyxa subellipsoidea C-169]	KAI3426309.1 hypothetical protein D9Q98_008682 [Chlorella vulgaris]
OG0006064	EIE21420.1 hypothetical protein COCSUDRAFT_56639 [Coccomyxa subellipsoidea C-169], EIE26360.1 hypothetical protein COCSUDRAFT_58896 [Coccomyxa subellipsoidea C-169]	KAI3431547.1 hypothetical protein D9Q98_004596 [Chlorella vulgaris]
OG0006070	EIE20094.1 general substrate transporter [Coccomyxa subellipsoidea C-169]	KAI3425038.1 hypothetical protein D9Q98_008416 [Chlorella vulgaris]
OG0006076	EIE26928.1 hypothetical protein COCSUDRAFT_64726 [Coccomyxa subellipsoidea C-169], EIE21139.1 hypothetical protein COCSUDRAFT_57056 [Coccomyxa subellipsoidea C-169]	KAI3433425.1 hypothetical protein D9Q98_003240 [Chlorella vulgaris]
OG0006081	EIE26099.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]	KAI3431664.1 hypothetical protein D9Q98_004711 [Chlorella vulgaris]
OG0006084	EIE23284.1 putative trytophanyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	KAI3433298.1 hypothetical protein D9Q98_003117 [Chlorella vulgaris]
OG0006089	EIE22047.1 hypothetical protein COCSUDRAFT_53945 [Coccomyxa subellipsoidea C-169]	KAI3428223.1 hypothetical protein D9Q98_006603 [Chlorella vulgaris]
OG0006091	EIE25330.1 hypothetical protein COCSUDRAFT_61552 [Coccomyxa subellipsoidea C-169]	KAI3428228.1 hypothetical protein D9Q98_006608 [Chlorella vulgaris]
OG0006100	EIE26346.1 hypothetical protein COCSUDRAFT_64448 [Coccomyxa subellipsoidea C-169]	KAI3434658.1 hypothetical protein D9Q98_002722 [Chlorella vulgaris]
OG0006102	EIE20351.1 hypothetical protein COCSUDRAFT_83551 [Coccomyxa subellipsoidea C-169]	KAI3425345.1 hypothetical protein D9Q98_009109 [Chlorella vulgaris]
OG0006103	EIE19421.1 hypothetical protein COCSUDRAFT_44746 [Coccomyxa subellipsoidea C-169]	KAI3439027.1 hypothetical protein D9Q98_001438 [Chlorella vulgaris]
OG0006113	EIE25758.1 hypothetical protein COCSUDRAFT_46368 [Coccomyxa subellipsoidea C-169]	KAI3434457.1 hypothetical protein D9Q98_002534 [Chlorella vulgaris]
OG0006118	EIE23792.1 hypothetical protein COCSUDRAFT_63314 [Coccomyxa subellipsoidea C-169]	KAI3430541.1 hypothetical protein D9Q98_005134 [Chlorella vulgaris]
OG0006124	EIE20644.1 hypothetical protein COCSUDRAFT_48347 [Coccomyxa subellipsoidea C-169]	KAI3426021.1 hypothetical protein D9Q98_007989 [Chlorella vulgaris]
OG0006131	EIE20125.1 hypothetical protein COCSUDRAFT_44093 [Coccomyxa subellipsoidea C-169]	KAI3425295.1 hypothetical protein D9Q98_009061 [Chlorella vulgaris]
OG0006137	EIE21917.1 Arl5-family small GTPase [Coccomyxa subellipsoidea C-169]	KAI3438324.1 hypothetical protein D9Q98_000758 [Chlorella vulgaris]
OG0006139	EIE22338.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	KAI3425936.1 hypothetical protein D9Q98_007908 [Chlorella vulgaris]
OG0006141	EIE21971.1 Rab5-interacting [Coccomyxa subellipsoidea C-169]	KAI3438286.1 hypothetical protein D9Q98_000721 [Chlorella vulgaris]
OG0006143	EIE19631.1 hypothetical protein COCSUDRAFT_58378 [Coccomyxa subellipsoidea C-169]	KAI3427164.1 hypothetical protein D9Q98_007101 [Chlorella vulgaris]
OG0006145	EIE26348.1 hypothetical protein COCSUDRAFT_39464 [Coccomyxa subellipsoidea C-169]	KAI3432279.1 hypothetical protein D9Q98_003839 [Chlorella vulgaris]
OG0006147	EIE25581.1 hypothetical protein COCSUDRAFT_65315 [Coccomyxa subellipsoidea C-169]	KAI3428187.1 hypothetical protein D9Q98_006567 [Chlorella vulgaris]
OG0006148	EIE21648.1 hypothetical protein COCSUDRAFT_48204 [Coccomyxa subellipsoidea C-169]	KAI3436064.1 hypothetical protein D9Q98_002122 [Chlorella vulgaris]
OG0006149	EIE27792.1 hypothetical protein COCSUDRAFT_55774 [Coccomyxa subellipsoidea C-169]	KAI3428188.1 hypothetical protein D9Q98_006568 [Chlorella vulgaris]
OG0006151	EIE26518.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	KAI3437949.1 hypothetical protein D9Q98_000393 [Chlorella vulgaris]
OG0006152	EIE25298.1 hypothetical protein COCSUDRAFT_65182 [Coccomyxa subellipsoidea C-169]	KAI3428364.1 hypothetical protein D9Q98_006744 [Chlorella vulgaris]
OG0006153	EIE25188.1 hypothetical protein COCSUDRAFT_46627 [Coccomyxa subellipsoidea C-169]	KAI3428821.1 hypothetical protein D9Q98_007638 [Chlorella vulgaris]
OG0006157	EIE25985.1 hypothetical protein COCSUDRAFT_52643 [Coccomyxa subellipsoidea C-169]	KAI3438719.1 hypothetical protein D9Q98_001139 [Chlorella vulgaris]
OG0006159	EIE19322.1 hypothetical protein COCSUDRAFT_34269 [Coccomyxa subellipsoidea C-169]	KAI3439066.1 hypothetical protein D9Q98_001476 [Chlorella vulgaris]
OG0006162	EIE27279.1 hypothetical protein COCSUDRAFT_55299 [Coccomyxa subellipsoidea C-169]	KAI3428682.1 hypothetical protein D9Q98_007505 [Chlorella vulgaris]
OG0006172	EIE27824.1 hypothetical protein COCSUDRAFT_83444 [Coccomyxa subellipsoidea C-169]	KAI3433696.1 hypothetical protein D9Q98_003505 [Chlorella vulgaris]
OG0006176	EIE24974.1 hypothetical protein COCSUDRAFT_83667 [Coccomyxa subellipsoidea C-169]	KAI3430649.1 hypothetical protein D9Q98_005242 [Chlorella vulgaris]
OG0006180	EIE19829.1 hypothetical protein COCSUDRAFT_44255 [Coccomyxa subellipsoidea C-169]	KAI3426237.1 hypothetical protein D9Q98_008613 [Chlorella vulgaris]
OG0006183	EIE25362.1 hypothetical protein COCSUDRAFT_46687_ partial [Coccomyxa subellipsoidea C-169]	KAI3431787.1 hypothetical protein D9Q98_010540 [Chlorella vulgaris]
OG0006184	EIE23711.1 DUF1118-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3429394.1 hypothetical protein D9Q98_005489 [Chlorella vulgaris]
OG0006185	EIE25356.1 hypothetical protein COCSUDRAFT_40627 [Coccomyxa subellipsoidea C-169]	KAI3432616.1 hypothetical protein D9Q98_004162 [Chlorella vulgaris]
OG0006187	EIE18723.1 hypothetical protein COCSUDRAFT_54867 [Coccomyxa subellipsoidea C-169]	KAI3433829.1 hypothetical protein D9Q98_003633 [Chlorella vulgaris]
OG0006197	EIE25783.1 hypothetical protein COCSUDRAFT_52573 [Coccomyxa subellipsoidea C-169]	KAI3434600.1 hypothetical protein D9Q98_002668 [Chlorella vulgaris]
OG0006199	EIE26893.1 hypothetical protein COCSUDRAFT_59397 [Coccomyxa subellipsoidea C-169]	KAI3426344.1 hypothetical protein D9Q98_008717 [Chlorella vulgaris]
OG0006200	EIE22503.1 hypothetical protein COCSUDRAFT_56177 [Coccomyxa subellipsoidea C-169]	KAI3426512.1 hypothetical protein D9Q98_008877 [Chlorella vulgaris]
OG0006206	EIE20735.1 hypothetical protein COCSUDRAFT_48382 [Coccomyxa subellipsoidea C-169]	KAI3433382.1 hypothetical protein D9Q98_003198 [Chlorella vulgaris]
OG0006208	EIE20711.1 Neutral/alkaline nonlysosomal ceramidase [Coccomyxa subellipsoidea C-169]	KAI3426049.1 hypothetical protein D9Q98_008017 [Chlorella vulgaris]
OG0006217	EIE25107.1 GIDA-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3428125.1 hypothetical protein D9Q98_006508 [Chlorella vulgaris]
OG0006218	EIE25804.1 hypothetical protein COCSUDRAFT_60816 [Coccomyxa subellipsoidea C-169]	KAI3438973.1 hypothetical protein D9Q98_001387 [Chlorella vulgaris], KAI3438972.1 hypothetical protein D9Q98_001386 [Chlorella vulgaris]
OG0006249	EIE25258.1 hypothetical protein COCSUDRAFT_61489 [Coccomyxa subellipsoidea C-169]	KAI3428805.1 hypothetical protein D9Q98_007622 [Chlorella vulgaris]
OG0006255	EIE22083.1 hypothetical protein COCSUDRAFT_56515 [Coccomyxa subellipsoidea C-169]	KAI3435554.1 hypothetical protein D9Q98_001619 [Chlorella vulgaris]
OG0006256	EIE27027.1 hypothetical protein COCSUDRAFT_83586 [Coccomyxa subellipsoidea C-169]	KAI3435537.1 hypothetical protein D9Q98_001602 [Chlorella vulgaris]
OG0006258	EIE26372.1 hypothetical protein COCSUDRAFT_58908 [Coccomyxa subellipsoidea C-169]	KAI3435573.1 hypothetical protein D9Q98_001638 [Chlorella vulgaris]
OG0006259	EIE27193.1 hypothetical protein COCSUDRAFT_55216 [Coccomyxa subellipsoidea C-169]	KAI3429640.1 hypothetical protein D9Q98_005726 [Chlorella vulgaris], KAI3429641.1 hypothetical protein D9Q98_005727 [Chlorella vulgaris]
OG0006262	EIE20814.1 hypothetical protein COCSUDRAFT_33899 [Coccomyxa subellipsoidea C-169]	KAI3430643.1 hypothetical protein D9Q98_005236 [Chlorella vulgaris]
OG0006263	EIE19392.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3430991.1 hypothetical protein D9Q98_009394 [Chlorella vulgaris]
OG0006273	EIE24729.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAI3430362.1 hypothetical protein D9Q98_004957 [Chlorella vulgaris]
OG0006281	EIE27679.1 hypothetical protein COCSUDRAFT_64330 [Coccomyxa subellipsoidea C-169]	KAI3437616.1 hypothetical protein D9Q98_000068 [Chlorella vulgaris]
OG0006283	EIE27499.1 hypothetical protein COCSUDRAFT_39154 [Coccomyxa subellipsoidea C-169]	KAI3437658.1 hypothetical protein D9Q98_000108 [Chlorella vulgaris]
OG0006285	EIE18173.1 hypothetical protein COCSUDRAFT_34613_ partial [Coccomyxa subellipsoidea C-169]	KAI3430863.1 hypothetical protein D9Q98_009272 [Chlorella vulgaris]
OG0006287	EIE23821.1 hypothetical protein COCSUDRAFT_83696 [Coccomyxa subellipsoidea C-169]	KAI3430837.1 hypothetical protein D9Q98_009248 [Chlorella vulgaris]
OG0006289	EIE18496.1 hypothetical protein COCSUDRAFT_60162 [Coccomyxa subellipsoidea C-169]	KAI3430906.1 hypothetical protein D9Q98_009315 [Chlorella vulgaris]
OG0006290	EIE21784.1 PHP domain-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3430972.1 hypothetical protein D9Q98_009376 [Chlorella vulgaris]
OG0006292	EIE20528.1 hypothetical protein COCSUDRAFT_48546 [Coccomyxa subellipsoidea C-169]	KAI3430975.1 hypothetical protein D9Q98_009379 [Chlorella vulgaris]
OG0006296	EIE20848.1 hydroxymethylpyrimidine phosphate synthase [Coccomyxa subellipsoidea C-169]	KAI3425322.1 hypothetical protein D9Q98_009086 [Chlorella vulgaris]
OG0006297	EIE22445.1 hypothetical protein COCSUDRAFT_56129 [Coccomyxa subellipsoidea C-169]	KAI3423813.1 hypothetical protein D9Q98_009649 [Chlorella vulgaris]
OG0006300	EIE20422.1 camp-binding domain-like protein [Coccomyxa subellipsoidea C-169]	KAI3423908.1 hypothetical protein D9Q98_009742 [Chlorella vulgaris]
OG0006304	EIE23703.1 hypothetical protein COCSUDRAFT_66058 [Coccomyxa subellipsoidea C-169]	KAI3430597.1 hypothetical protein D9Q98_005190 [Chlorella vulgaris]
OG0006305	EIE18480.1 hypothetical protein COCSUDRAFT_60146 [Coccomyxa subellipsoidea C-169]	KAI3430481.1 hypothetical protein D9Q98_005076 [Chlorella vulgaris]
OG0006306	EIE24742.1 hypothetical protein COCSUDRAFT_65502 [Coccomyxa subellipsoidea C-169]	KAI3430414.1 hypothetical protein D9Q98_005009 [Chlorella vulgaris]
OG0006312	EIE27649.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAI3425767.1 hypothetical protein D9Q98_007742 [Chlorella vulgaris]
OG0006322	EIE20304.1 hypothetical protein COCSUDRAFT_54460 [Coccomyxa subellipsoidea C-169]	KAI3425133.1 hypothetical protein D9Q98_008905 [Chlorella vulgaris]
OG0006326	EIE20251.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]	KAI3425343.1 hypothetical protein D9Q98_009107 [Chlorella vulgaris]
OG0006330	EIE18776.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAI3426060.1 hypothetical protein D9Q98_008028 [Chlorella vulgaris]
OG0006332	EIE18868.1 hypothetical protein COCSUDRAFT_20284_ partial [Coccomyxa subellipsoidea C-169]	KAI3434973.1 hypothetical protein D9Q98_003025 [Chlorella vulgaris]
OG0006333	EIE20764.1 hypothetical protein COCSUDRAFT_57325 [Coccomyxa subellipsoidea C-169]	KAI3426013.1 hypothetical protein D9Q98_007981 [Chlorella vulgaris]
OG0006334	EIE18833.1 hypothetical protein COCSUDRAFT_59764 [Coccomyxa subellipsoidea C-169]	KAI3435015.1 hypothetical protein D9Q98_003067 [Chlorella vulgaris]
OG0006336	EIE19580.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAI3427998.1 hypothetical protein D9Q98_006385 [Chlorella vulgaris]
OG0006337	EIE19695.1 hypothetical protein COCSUDRAFT_44528 [Coccomyxa subellipsoidea C-169]	KAI3426028.1 hypothetical protein D9Q98_007996 [Chlorella vulgaris]
OG0006338	EIE23501.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAI3435021.1 hypothetical protein D9Q98_003073 [Chlorella vulgaris]
OG0006339	EIE26138.1 tryptophan synthase beta subunit-like PLP-dependent enzyme [Coccomyxa subellipsoidea C-169]	KAI3431560.1 hypothetical protein D9Q98_004609 [Chlorella vulgaris]
OG0006346	EIE25896.1 cryptochrome [Coccomyxa subellipsoidea C-169], EIE19669.1 hypothetical protein COCSUDRAFT_54576 [Coccomyxa subellipsoidea C-169]	KAI3431434.1 hypothetical protein D9Q98_004486 [Chlorella vulgaris]
OG0006348	EIE27076.1 hypothetical protein COCSUDRAFT_45724 [Coccomyxa subellipsoidea C-169]	KAI3431477.1 hypothetical protein D9Q98_004529 [Chlorella vulgaris]
OG0006350	EIE23915.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE26112.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAI3431392.1 hypothetical protein D9Q98_004446 [Chlorella vulgaris]
OG0006351	EIE23456.1 hypothetical protein COCSUDRAFT_62992 [Coccomyxa subellipsoidea C-169]	KAI3431350.1 hypothetical protein D9Q98_004408 [Chlorella vulgaris]
OG0006355	EIE23159.1 CGI-32 protein [Coccomyxa subellipsoidea C-169]	KAI3428568.1 hypothetical protein D9Q98_007390 [Chlorella vulgaris]
OG0006356	EIE23196.1 hypothetical protein COCSUDRAFT_63555 [Coccomyxa subellipsoidea C-169]	KAI3428449.1 hypothetical protein D9Q98_007276 [Chlorella vulgaris]
OG0006357	EIE23247.1 hypothetical protein COCSUDRAFT_63603 [Coccomyxa subellipsoidea C-169]	KAI3428630.1 hypothetical protein D9Q98_007453 [Chlorella vulgaris]
OG0006358	EIE23033.1 hypothetical protein COCSUDRAFT_63416 [Coccomyxa subellipsoidea C-169]	KAI3428424.1 hypothetical protein D9Q98_007251 [Chlorella vulgaris]
OG0006359	EIE25474.1 hypothetical protein COCSUDRAFT_52881 [Coccomyxa subellipsoidea C-169]	KAI3428746.1 hypothetical protein D9Q98_007569 [Chlorella vulgaris]
OG0006360	EIE23268.1 hypothetical protein COCSUDRAFT_66248 [Coccomyxa subellipsoidea C-169]	KAI3428603.1 hypothetical protein D9Q98_007426 [Chlorella vulgaris]
OG0006362	EIE25218.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]	KAI3428645.1 hypothetical protein D9Q98_007468 [Chlorella vulgaris]
OG0006363	EIE24829.1 D-tyrosyl-tRNA deacylase [Coccomyxa subellipsoidea C-169]	KAI3428436.1 hypothetical protein D9Q98_007263 [Chlorella vulgaris]
OG0006365	EIE26913.1 hypothetical protein COCSUDRAFT_64718 [Coccomyxa subellipsoidea C-169]	KAI3426379.1 hypothetical protein D9Q98_008750 [Chlorella vulgaris]
OG0006371	EIE23528.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3424133.1 hypothetical protein D9Q98_009493 [Chlorella vulgaris]
OG0006372	EIE26966.1 DUF1682-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3426128.1 hypothetical protein D9Q98_008507 [Chlorella vulgaris]
OG0006378	EIE22457.1 hypothetical protein COCSUDRAFT_42758 [Coccomyxa subellipsoidea C-169]	KAI3424804.1 hypothetical protein D9Q98_008190 [Chlorella vulgaris]
OG0006379	EIE20302.1 hypothetical protein COCSUDRAFT_58012 [Coccomyxa subellipsoidea C-169]	KAI3425023.1 hypothetical protein D9Q98_008404 [Chlorella vulgaris]
OG0006384	EIE20092.1 hypothetical protein COCSUDRAFT_67476 [Coccomyxa subellipsoidea C-169]	KAI3425039.1 hypothetical protein D9Q98_008417 [Chlorella vulgaris]
OG0006393	EIE20152.1 hypothetical protein COCSUDRAFT_30787 [Coccomyxa subellipsoidea C-169], EIE20220.1 pyridoxamine 5'-phosphate oxidase-related FMN-binding protein [Coccomyxa subellipsoidea C-169]	KAI3438091.1 hypothetical protein D9Q98_000533 [Chlorella vulgaris]
OG0006394	EIE18585.1 hypothetical protein COCSUDRAFT_20517 [Coccomyxa subellipsoidea C-169]	KAI3427221.1 hypothetical protein D9Q98_007156 [Chlorella vulgaris]
OG0006397	EIE21300.1 hypothetical protein COCSUDRAFT_83524 [Coccomyxa subellipsoidea C-169]	KAI3427098.1 hypothetical protein D9Q98_007037 [Chlorella vulgaris]
OG0006405	EIE26499.1 hypothetical protein COCSUDRAFT_59031 [Coccomyxa subellipsoidea C-169]	KAI3426884.1 hypothetical protein D9Q98_006830 [Chlorella vulgaris]
OG0006408	EIE24394.1 hypothetical protein COCSUDRAFT_61819 [Coccomyxa subellipsoidea C-169]	KAI3429859.1 hypothetical protein D9Q98_010170 [Chlorella vulgaris]
OG0006410	EIE24108.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	KAI3436520.1 hypothetical protein D9Q98_005937 [Chlorella vulgaris]
OG0006412	EIE19795.1 hypothetical protein COCSUDRAFT_44606 [Coccomyxa subellipsoidea C-169]	KAI3436426.1 hypothetical protein D9Q98_005843 [Chlorella vulgaris]
OG0006413	EIE24377.1 hypothetical protein COCSUDRAFT_83681 [Coccomyxa subellipsoidea C-169]	KAI3436612.1 hypothetical protein D9Q98_006029 [Chlorella vulgaris]
OG0006414	EIE26559.1 hypothetical protein COCSUDRAFT_59085 [Coccomyxa subellipsoidea C-169]	KAI3436618.1 hypothetical protein D9Q98_006035 [Chlorella vulgaris]
OG0006417	EIE21307.1 hypothetical protein COCSUDRAFT_56529 [Coccomyxa subellipsoidea C-169]	KAI3436653.1 hypothetical protein D9Q98_006069 [Chlorella vulgaris]
OG0006421	EIE26521.1 hypothetical protein COCSUDRAFT_64531 [Coccomyxa subellipsoidea C-169]	KAI3436595.1 hypothetical protein D9Q98_006012 [Chlorella vulgaris]
OG0006426	EIE25204.1 hypothetical protein COCSUDRAFT_65151 [Coccomyxa subellipsoidea C-169]	KAI3428036.1 hypothetical protein D9Q98_006422 [Chlorella vulgaris]
OG0006427	EIE22030.1 zf-C3HC-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3428218.1 hypothetical protein D9Q98_006598 [Chlorella vulgaris]
OG0006428	EIE25200.1 hypothetical protein COCSUDRAFT_40523 [Coccomyxa subellipsoidea C-169]	KAI3428038.1 hypothetical protein D9Q98_006424 [Chlorella vulgaris]
OG0006436	EIE27839.1 hypothetical protein COCSUDRAFT_83459 [Coccomyxa subellipsoidea C-169]	KAI3437887.1 hypothetical protein D9Q98_000332 [Chlorella vulgaris]
OG0006438	EIE21035.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]	KAI3438217.1 hypothetical protein D9Q98_000654 [Chlorella vulgaris]
OG0006441	EIE27394.1 hypothetical protein COCSUDRAFT_55407 [Coccomyxa subellipsoidea C-169]	KAI3438205.1 hypothetical protein D9Q98_000642 [Chlorella vulgaris]
