Orthogroup	Coccomyxa_SubellipsoideaC169	Scenedesmus_NREL
OG0006081	EIE26099.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]	KAF6255440.1 hypothetical protein COO60DRAFT_1272498 [Scenedesmus sp. NREL 46B-D3]
OG0006084	EIE23284.1 putative trytophanyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	KAF6254163.1 tryptophanyl-tRNA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006093	EIE18872.1 hypothetical protein COCSUDRAFT_45025 [Coccomyxa subellipsoidea C-169]	KAF6262985.1 hypothetical protein COO60DRAFT_530796 [Scenedesmus sp. NREL 46B-D3]
OG0006121	EIE20140.1 hypothetical protein COCSUDRAFT_30781 [Coccomyxa subellipsoidea C-169]	KAF6252480.1 hypothetical protein COO60DRAFT_520219 [Scenedesmus sp. NREL 46B-D3]
OG0006141	EIE21971.1 Rab5-interacting [Coccomyxa subellipsoidea C-169]	KAF6253576.1 Rab5-interacting protein-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0006145	EIE26348.1 hypothetical protein COCSUDRAFT_39464 [Coccomyxa subellipsoidea C-169]	KAF6258507.1 hypothetical protein COO60DRAFT_1691946 [Scenedesmus sp. NREL 46B-D3]
OG0006148	EIE21648.1 hypothetical protein COCSUDRAFT_48204 [Coccomyxa subellipsoidea C-169]	KAF6258675.1 hypothetical protein COO60DRAFT_1096167 [Scenedesmus sp. NREL 46B-D3]
OG0006152	EIE25298.1 hypothetical protein COCSUDRAFT_65182 [Coccomyxa subellipsoidea C-169]	KAF6264820.1 hypothetical protein COO60DRAFT_1698161 [Scenedesmus sp. NREL 46B-D3]
OG0006154	EIE26740.1 hypothetical protein COCSUDRAFT_64636 [Coccomyxa subellipsoidea C-169]	KAF6258412.1 hypothetical protein COO60DRAFT_1127976 [Scenedesmus sp. NREL 46B-D3]
OG0006162	EIE27279.1 hypothetical protein COCSUDRAFT_55299 [Coccomyxa subellipsoidea C-169]	KAF6257597.1 hypothetical protein COO60DRAFT_1701739 [Scenedesmus sp. NREL 46B-D3]
OG0006180	EIE19829.1 hypothetical protein COCSUDRAFT_44255 [Coccomyxa subellipsoidea C-169]	KAF6261349.1 chlorophyll a/b-binding protein domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006183	EIE25362.1 hypothetical protein COCSUDRAFT_46687_ partial [Coccomyxa subellipsoidea C-169]	KAF6265017.1 hypothetical protein COO60DRAFT_1188646 [Scenedesmus sp. NREL 46B-D3]
OG0006193	EIE22761.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6263819.1 hypothetical protein COO60DRAFT_1698649 [Scenedesmus sp. NREL 46B-D3]
OG0006195	EIE20881.1 hypothetical protein COCSUDRAFT_57428 [Coccomyxa subellipsoidea C-169]	KAF6264956.1 hypothetical protein COO60DRAFT_1634010 [Scenedesmus sp. NREL 46B-D3]
OG0006202	EIE24970.1 hypothetical protein COCSUDRAFT_83663 [Coccomyxa subellipsoidea C-169]	KAF6260358.1 non-SMC mitotic condensation complex subunit 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006208	EIE20711.1 Neutral/alkaline nonlysosomal ceramidase [Coccomyxa subellipsoidea C-169]	KAF6266801.1 neutral ceramidase [Scenedesmus sp. NREL 46B-D3]
OG0006231	EIE22863.1 prokaryotic type I DNA topoisomerase [Coccomyxa subellipsoidea C-169]	KAF6259333.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]
OG0006249	EIE25258.1 hypothetical protein COCSUDRAFT_61489 [Coccomyxa subellipsoidea C-169]	KAF6254554.1 hypothetical protein COO60DRAFT_302384 [Scenedesmus sp. NREL 46B-D3]
OG0006262	EIE20814.1 hypothetical protein COCSUDRAFT_33899 [Coccomyxa subellipsoidea C-169]	KAF6266625.1 acid phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006274	EIE21608.1 40S ribosomal protein S29 [Coccomyxa subellipsoidea C-169]	KAF6266127.1 40S ribosomal protein S29_ partial [Scenedesmus sp. NREL 46B-D3]
OG0006278	EIE25740.1 hypothetical protein COCSUDRAFT_27403 [Coccomyxa subellipsoidea C-169]	KAF6265440.1 MIR motif-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006281	EIE27679.1 hypothetical protein COCSUDRAFT_64330 [Coccomyxa subellipsoidea C-169]	KAF6256998.1 hypothetical protein COO60DRAFT_1702038 [Scenedesmus sp. NREL 46B-D3]
OG0006284	EIE18123.1 Rab5a Gtpase domain At 1.05 A resolution_ partial [Coccomyxa subellipsoidea C-169]	KAF6261274.1 ras-related protein RHN1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006296	EIE20848.1 hydroxymethylpyrimidine phosphate synthase [Coccomyxa subellipsoidea C-169]	KAF6262198.1 hydroxymethylpyrimidine phosphate synthase [Scenedesmus sp. NREL 46B-D3]
OG0006301	EIE23709.1 hypothetical protein COCSUDRAFT_53436 [Coccomyxa subellipsoidea C-169]	KAF6253753.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]
OG0006305	EIE18480.1 hypothetical protein COCSUDRAFT_60146 [Coccomyxa subellipsoidea C-169]	KAF6262813.1 hypothetical protein COO60DRAFT_1624844 [Scenedesmus sp. NREL 46B-D3]
OG0006322	EIE20304.1 hypothetical protein COCSUDRAFT_54460 [Coccomyxa subellipsoidea C-169]	KAF6265618.1 hypothetical protein COO60DRAFT_1477470 [Scenedesmus sp. NREL 46B-D3]
OG0006326	EIE20251.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]	KAF6260937.1 hypothetical protein COO60DRAFT_1269072 [Scenedesmus sp. NREL 46B-D3]
OG0006330	EIE18776.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAF6256685.1 hypothetical protein COO60DRAFT_1461579 [Scenedesmus sp. NREL 46B-D3]
OG0006338	EIE23501.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAF6256052.1 hypothetical protein COO60DRAFT_1627299 [Scenedesmus sp. NREL 46B-D3]
OG0006348	EIE27076.1 hypothetical protein COCSUDRAFT_45724 [Coccomyxa subellipsoidea C-169]	KAF6251293.1 hypothetical protein COO60DRAFT_653935 [Scenedesmus sp. NREL 46B-D3]
OG0006355	EIE23159.1 CGI-32 protein [Coccomyxa subellipsoidea C-169]	KAF6266704.1 copper homeostasis protein cutC [Scenedesmus sp. NREL 46B-D3]
OG0006357	EIE23247.1 hypothetical protein COCSUDRAFT_63603 [Coccomyxa subellipsoidea C-169]	KAF6254826.1 hypothetical protein COO60DRAFT_282689 [Scenedesmus sp. NREL 46B-D3]
OG0006362	EIE25218.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]	KAF6258217.1 pseudouridine synthase [Scenedesmus sp. NREL 46B-D3]
OG0006368	EIE20722.1 hypothetical protein COCSUDRAFT_54209 [Coccomyxa subellipsoidea C-169]	KAF6253751.1 hypothetical protein COO60DRAFT_1628136 [Scenedesmus sp. NREL 46B-D3]
OG0006372	EIE26966.1 DUF1682-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6253742.1 hypothetical protein COO60DRAFT_1545215_ partial [Scenedesmus sp. NREL 46B-D3]
OG0006378	EIE22457.1 hypothetical protein COCSUDRAFT_42758 [Coccomyxa subellipsoidea C-169]	KAF6255457.1 hypothetical protein COO60DRAFT_213033 [Scenedesmus sp. NREL 46B-D3]
OG0006389	EIE20323.1 hypothetical protein COCSUDRAFT_58030 [Coccomyxa subellipsoidea C-169]	KAF6264473.1 hypothetical protein COO60DRAFT_127049 [Scenedesmus sp. NREL 46B-D3]
OG0006402	EIE21453.1 hypothetical protein COCSUDRAFT_43180 [Coccomyxa subellipsoidea C-169]	KAF6255417.1 hypothetical protein COO60DRAFT_1661649 [Scenedesmus sp. NREL 46B-D3]
OG0006413	EIE24377.1 hypothetical protein COCSUDRAFT_83681 [Coccomyxa subellipsoidea C-169]	KAF6251042.1 AKAP7 2'5' RNA ligase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006426	EIE25204.1 hypothetical protein COCSUDRAFT_65151 [Coccomyxa subellipsoidea C-169]	KAF6258318.1 putative rRNA methylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006447	EIE20772.1 hypothetical protein COCSUDRAFT_33887 [Coccomyxa subellipsoidea C-169]	KAF6256771.1 hypothetical protein COO60DRAFT_1702165 [Scenedesmus sp. NREL 46B-D3]
OG0006464	EIE22407.1 putative TAF5 [Coccomyxa subellipsoidea C-169]	KAF6259711.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0006466	EIE25478.1 hypothetical protein COCSUDRAFT_40713 [Coccomyxa subellipsoidea C-169]	KAF6249534.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006470	EIE27203.1 hypothetical protein COCSUDRAFT_38937 [Coccomyxa subellipsoidea C-169]	KAF6262364.1 hypothetical protein COO60DRAFT_650395 [Scenedesmus sp. NREL 46B-D3]
OG0006475	EIE20969.1 hypothetical protein COCSUDRAFT_83528 [Coccomyxa subellipsoidea C-169]	KAF6252999.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006482	EIE19838.1 hypothetical protein COCSUDRAFT_58075 [Coccomyxa subellipsoidea C-169], EIE19663.1 hypothetical protein COCSUDRAFT_58407 [Coccomyxa subellipsoidea C-169]	KAF6258438.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006495	EIE27644.1 hypothetical protein COCSUDRAFT_26843 [Coccomyxa subellipsoidea C-169]	KAF6255735.1 DNA directed RNA polymerase [Scenedesmus sp. NREL 46B-D3]
OG0006500	EIE24368.1 hypothetical protein COCSUDRAFT_83672 [Coccomyxa subellipsoidea C-169]	KAF6266394.1 hypothetical protein COO60DRAFT_1456678 [Scenedesmus sp. NREL 46B-D3]
OG0006504	EIE19499.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6253925.1 hypothetical protein COO60DRAFT_1642782 [Scenedesmus sp. NREL 46B-D3]
OG0006509	EIE19516.1 hypothetical protein COCSUDRAFT_83567 [Coccomyxa subellipsoidea C-169]	KAF6258386.1 hypothetical protein COO60DRAFT_1519093 [Scenedesmus sp. NREL 46B-D3]
OG0006534	EIE24175.1 hypothetical protein COCSUDRAFT_41460 [Coccomyxa subellipsoidea C-169]	KAF6262244.1 hypothetical protein COO60DRAFT_1699388 [Scenedesmus sp. NREL 46B-D3]
OG0006541	EIE24166.1 hypothetical protein COCSUDRAFT_47170 [Coccomyxa subellipsoidea C-169]	KAF6259891.1 hypothetical protein COO60DRAFT_967435 [Scenedesmus sp. NREL 46B-D3]
OG0006542	EIE23376.1 DUF1264-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6254797.1 DUF1264-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006543	EIE20114.1 DUF1348-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6258150.1 hypothetical protein COO60DRAFT_1520470 [Scenedesmus sp. NREL 46B-D3]
OG0006545	EIE23248.1 hypothetical protein COCSUDRAFT_63604 [Coccomyxa subellipsoidea C-169]	KAF6253901.1 hypothetical protein COO60DRAFT_1703616 [Scenedesmus sp. NREL 46B-D3]
OG0006550	EIE25395.1 presenilin enhancer 2 [Coccomyxa subellipsoidea C-169]	KAF6252454.1 presenilin enhancer 2 [Scenedesmus sp. NREL 46B-D3]
OG0006571	EIE19680.1 hypothetical protein COCSUDRAFT_58419 [Coccomyxa subellipsoidea C-169]	KAF6255576.1 hypothetical protein COO60DRAFT_199711 [Scenedesmus sp. NREL 46B-D3]
OG0006574	EIE25308.1 signal recognition particle_ SRP14 subunit [Coccomyxa subellipsoidea C-169]	KAF6264699.1 signal recognition particle_ SRP14 subunit [Scenedesmus sp. NREL 46B-D3]
OG0006575	EIE25447.1 hypothetical protein COCSUDRAFT_65248 [Coccomyxa subellipsoidea C-169]	KAF6256007.1 hypothetical protein COO60DRAFT_1702519 [Scenedesmus sp. NREL 46B-D3]
OG0006578	EIE23330.1 DUF92-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6264113.1 integral membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0006580	EIE26431.1 hypothetical protein COCSUDRAFT_64488 [Coccomyxa subellipsoidea C-169]	KAF6255463.1 transcription factor IIA_ alpha/beta subunit [Scenedesmus sp. NREL 46B-D3]
OG0006584	EIE20157.1 hypothetical protein COCSUDRAFT_57883 [Coccomyxa subellipsoidea C-169]	KAF6255681.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6250784.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0006588	EIE21647.1 histidine-phosphotransfer domain_ HPT domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6266613.1 histidine-aspartic acid phosphotransferase 1_ partial [Scenedesmus sp. NREL 46B-D3]
OG0006589	EIE19151.1 hypothetical protein COCSUDRAFT_67987 [Coccomyxa subellipsoidea C-169]	KAF6264249.1 hypothetical protein COO60DRAFT_226451 [Scenedesmus sp. NREL 46B-D3]
OG0006591	EIE24944.1 hypothetical protein COCSUDRAFT_53127 [Coccomyxa subellipsoidea C-169]	KAF6265813.1 hypothetical protein COO60DRAFT_763421 [Scenedesmus sp. NREL 46B-D3]
OG0006592	EIE22404.1 twin arginine-targeting protein trans [Coccomyxa subellipsoidea C-169]	KAF6254536.1 mttA/Hcf106 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006593	EIE23604.1 PAP fibrillin [Coccomyxa subellipsoidea C-169]	KAF6254220.1 hypothetical protein COO60DRAFT_1642516 [Scenedesmus sp. NREL 46B-D3]
OG0006595	EIE20550.1 hypothetical protein COCSUDRAFT_67413 [Coccomyxa subellipsoidea C-169]	KAF6257871.1 hypothetical protein COO60DRAFT_1639565 [Scenedesmus sp. NREL 46B-D3], KAF6260276.1 glycosyl hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0006597	EIE21916.1 hypothetical protein COCSUDRAFT_56362 [Coccomyxa subellipsoidea C-169]	KAF6263209.1 hypothetical protein COO60DRAFT_1492358 [Scenedesmus sp. NREL 46B-D3]
OG0006598	EIE23820.1 hypothetical protein COCSUDRAFT_83695 [Coccomyxa subellipsoidea C-169]	KAF6263446.1 hypothetical protein COO60DRAFT_1489739 [Scenedesmus sp. NREL 46B-D3]
OG0006600	EIE23952.1 hypothetical protein COCSUDRAFT_36201 [Coccomyxa subellipsoidea C-169]	KAF6263606.1 hypothetical protein COO60DRAFT_1282130 [Scenedesmus sp. NREL 46B-D3]
OG0006602	EIE25203.1 EF-hand [Coccomyxa subellipsoidea C-169]	KAF6251945.1 hypothetical protein COO60DRAFT_570376 [Scenedesmus sp. NREL 46B-D3]
OG0006603	EIE18732.1 hypothetical protein COCSUDRAFT_60039 [Coccomyxa subellipsoidea C-169]	KAF6264824.1 hypothetical protein COO60DRAFT_1482715 [Scenedesmus sp. NREL 46B-D3]
OG0006605	EIE21028.1 hypothetical protein COCSUDRAFT_17697_ partial [Coccomyxa subellipsoidea C-169]	KAF6257474.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3]
OG0006607	EIE27471.1 hypothetical protein COCSUDRAFT_55478 [Coccomyxa subellipsoidea C-169]	KAF6254577.1 hypothetical protein COO60DRAFT_1273063 [Scenedesmus sp. NREL 46B-D3], KAF6258792.1 hypothetical protein COO60DRAFT_1082527 [Scenedesmus sp. NREL 46B-D3]
OG0006609	EIE27588.1 hypothetical protein COCSUDRAFT_39213 [Coccomyxa subellipsoidea C-169]	KAF6252416.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006613	EIE19996.1 hypothetical protein COCSUDRAFT_58230 [Coccomyxa subellipsoidea C-169]	KAF6255405.1 hypothetical protein COO60DRAFT_217099 [Scenedesmus sp. NREL 46B-D3]
OG0006619	EIE20611.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	KAF6260156.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]
OG0006622	EIE25091.1 SGT1-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6262112.1 SGT1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006625	EIE23414.1 hypothetical protein COCSUDRAFT_62949 [Coccomyxa subellipsoidea C-169]	KAF6255858.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0006626	EIE27135.1 hypothetical protein COCSUDRAFT_55159 [Coccomyxa subellipsoidea C-169]	KAF6264585.1 inositol-pentakisphosphate 2-kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006628	EIE27783.1 hypothetical protein COCSUDRAFT_32107 [Coccomyxa subellipsoidea C-169]	KAF6261443.1 transmembrane proteins 14C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006629	EIE25446.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6259664.1 hypothetical protein COO60DRAFT_989903 [Scenedesmus sp. NREL 46B-D3]
OG0006631	EIE27533.1 hypothetical protein COCSUDRAFT_11631 [Coccomyxa subellipsoidea C-169]	KAF6259062.1 cytidine deaminase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006632	EIE24123.1 hypothetical protein COCSUDRAFT_65755 [Coccomyxa subellipsoidea C-169]	KAF6258328.1 hypothetical protein COO60DRAFT_1639251 [Scenedesmus sp. NREL 46B-D3]
OG0006633	EIE22153.1 hypothetical protein COCSUDRAFT_42535 [Coccomyxa subellipsoidea C-169]	KAF6265790.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]
OG0006636	EIE23512.1 glutathione peroxidase [Coccomyxa subellipsoidea C-169], EIE24436.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	KAF6265663.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006638	EIE21736.1 hypothetical protein COCSUDRAFT_53846 [Coccomyxa subellipsoidea C-169], EIE21719.1 hypothetical protein COCSUDRAFT_83508 [Coccomyxa subellipsoidea C-169]	KAF6253229.1 hypothetical protein COO60DRAFT_436340 [Scenedesmus sp. NREL 46B-D3]
OG0006640	EIE26201.1 SMAD/FHA domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6263704.1 SMAD/FHA domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006641	EIE26258.1 hypothetical protein COCSUDRAFT_12421 [Coccomyxa subellipsoidea C-169]	KAF6263167.1 mitochondrial ribosomal protein S19 [Scenedesmus sp. NREL 46B-D3]
OG0006654	EIE23507.1 hypothetical protein COCSUDRAFT_63043 [Coccomyxa subellipsoidea C-169]	KAF6263710.1 hypothetical protein COO60DRAFT_1698728 [Scenedesmus sp. NREL 46B-D3], KAF6251082.1 hypothetical protein COO60DRAFT_1705080 [Scenedesmus sp. NREL 46B-D3]
OG0006656	EIE25008.1 hypothetical protein COCSUDRAFT_52742 [Coccomyxa subellipsoidea C-169]	KAF6262234.1 hypothetical protein COO60DRAFT_1699383 [Scenedesmus sp. NREL 46B-D3]
OG0006657	EIE18111.1 hypothetical protein COCSUDRAFT_49414 [Coccomyxa subellipsoidea C-169], EIE18044.1 hypothetical protein COCSUDRAFT_49421 [Coccomyxa subellipsoidea C-169]	KAF6253652.1 hypothetical protein COO60DRAFT_1643000 [Scenedesmus sp. NREL 46B-D3]
OG0006661	EIE18636.1 hypothetical protein COCSUDRAFT_59945 [Coccomyxa subellipsoidea C-169]	KAF6252440.1 hypothetical protein COO60DRAFT_1553080 [Scenedesmus sp. NREL 46B-D3], KAF6254072.1 hypothetical protein COO60DRAFT_1462905 [Scenedesmus sp. NREL 46B-D3], KAF6252439.1 hypothetical protein COO60DRAFT_524976 [Scenedesmus sp. NREL 46B-D3]
OG0006663	EIE18694.1 hypothetical protein COCSUDRAFT_60004 [Coccomyxa subellipsoidea C-169]	KAF6262681.1 hypothetical protein COO60DRAFT_1699215 [Scenedesmus sp. NREL 46B-D3], KAF6262481.1 hypothetical protein COO60DRAFT_1635991 [Scenedesmus sp. NREL 46B-D3], KAF6262680.1 hypothetical protein COO60DRAFT_1635831 [Scenedesmus sp. NREL 46B-D3]
OG0006668	EIE19090.1 galactose oxidase [Coccomyxa subellipsoidea C-169]	KAF6248736.1 galactose oxidase [Scenedesmus sp. NREL 46B-D3], KAF6259376.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259377.1 TLC domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006669	EIE19300.1 hypothetical protein COCSUDRAFT_58594 [Coccomyxa subellipsoidea C-169], EIE25343.1 hypothetical protein COCSUDRAFT_46680 [Coccomyxa subellipsoidea C-169]	KAF6252187.1 hypothetical protein COO60DRAFT_546764 [Scenedesmus sp. NREL 46B-D3], KAF6252190.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006670	EIE23770.1 hypothetical protein COCSUDRAFT_63293 [Coccomyxa subellipsoidea C-169], EIE24877.1 hypothetical protein COCSUDRAFT_65574 [Coccomyxa subellipsoidea C-169], EIE19307.1 hypothetical protein COCSUDRAFT_48903 [Coccomyxa subellipsoidea C-169]	KAF6259998.1 cryptococcal mannosyltransferase 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006674	EIE21817.1 GDP-mannose 4_6-dehydratase [Coccomyxa subellipsoidea C-169]	KAF6266748.1 GDP-mannose 4_6-dehydratase [Scenedesmus sp. NREL 46B-D3]
OG0006675	EIE21927.1 Nitroreductase [Coccomyxa subellipsoidea C-169]	KAF6265408.1 hypothetical protein COO60DRAFT_1623841 [Scenedesmus sp. NREL 46B-D3]
OG0006676	EIE22340.1 hypothetical protein COCSUDRAFT_56033 [Coccomyxa subellipsoidea C-169]	KAF6264903.1 hypothetical protein COO60DRAFT_1694605 [Scenedesmus sp. NREL 46B-D3], KAF6253633.1 TATA element modulatory factor 1 TATA binding protein [Scenedesmus sp. NREL 46B-D3], KAF6252052.1 TATA element modulatory factor 1 TATA binding protein [Scenedesmus sp. NREL 46B-D3]
OG0006678	EIE22746.1 hypothetical protein COCSUDRAFT_29358 [Coccomyxa subellipsoidea C-169]	KAF6262229.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6256823.1 hypothetical protein COO60DRAFT_1640423 [Scenedesmus sp. NREL 46B-D3]
OG0006679	EIE23210.1 hypothetical protein COCSUDRAFT_63567 [Coccomyxa subellipsoidea C-169]	KAF6258133.1 hypothetical protein COO60DRAFT_1639391 [Scenedesmus sp. NREL 46B-D3]
OG0006679	EIE23209.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAF6258129.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006681	EIE23521.1 ribosome associated membrane RAMP4 [Coccomyxa subellipsoidea C-169]	KAF6252232.1 hypothetical protein COO60DRAFT_1463811 [Scenedesmus sp. NREL 46B-D3], KAF6266357.1 hypothetical protein COO60DRAFT_448867 [Scenedesmus sp. NREL 46B-D3], KAF6252233.1 hypothetical protein COO60DRAFT_546283 [Scenedesmus sp. NREL 46B-D3]
OG0006682	EIE24097.1 hypothetical protein COCSUDRAFT_23261 [Coccomyxa subellipsoidea C-169]	KAF6259152.1 hypothetical protein COO60DRAFT_1046113 [Scenedesmus sp. NREL 46B-D3], KAF6262517.1 transmembrane protein adipocyte-associated 1 [Scenedesmus sp. NREL 46B-D3], KAF6262516.1 hypothetical protein COO60DRAFT_1635866 [Scenedesmus sp. NREL 46B-D3]
OG0006684	EIE24615.1 formamidase [Coccomyxa subellipsoidea C-169]	KAF6260785.1 formamidase [Scenedesmus sp. NREL 46B-D3]
OG0006685	EIE26021.1 hypothetical protein COCSUDRAFT_46461 [Coccomyxa subellipsoidea C-169]	KAF6251748.1 hypothetical protein COO60DRAFT_591008 [Scenedesmus sp. NREL 46B-D3], KAF6251750.1 hypothetical protein COO60DRAFT_591014 [Scenedesmus sp. NREL 46B-D3], KAF6251749.1 hypothetical protein COO60DRAFT_591009 [Scenedesmus sp. NREL 46B-D3]
OG0006686	EIE26489.1 hypothetical protein COCSUDRAFT_64515 [Coccomyxa subellipsoidea C-169]	KAF6260395.1 hypothetical protein COO60DRAFT_1637653 [Scenedesmus sp. NREL 46B-D3], KAF6260351.1 hypothetical protein COO60DRAFT_1700353 [Scenedesmus sp. NREL 46B-D3], KAF6260355.1 hypothetical protein COO60DRAFT_1625749 [Scenedesmus sp. NREL 46B-D3]
OG0006687	EIE26923.1 hypothetical protein COCSUDRAFT_46284 [Coccomyxa subellipsoidea C-169]	KAF6252402.1 hypothetical protein COO60DRAFT_1704319 [Scenedesmus sp. NREL 46B-D3], KAF6252635.1 hypothetical protein COO60DRAFT_504509 [Scenedesmus sp. NREL 46B-D3], KAF6252645.1 hypothetical protein COO60DRAFT_1704182 [Scenedesmus sp. NREL 46B-D3]
OG0006688	EIE27055.1 hypothetical protein COCSUDRAFT_55082 [Coccomyxa subellipsoidea C-169]	KAF6265614.1 hypothetical protein COO60DRAFT_864737 [Scenedesmus sp. NREL 46B-D3], KAF6254073.1 hypothetical protein COO60DRAFT_1703521 [Scenedesmus sp. NREL 46B-D3]
OG0006689	EIE27770.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]	KAF6266277.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6266422.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6251708.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]
OG0006738	EIE22448.1 hypothetical protein COCSUDRAFT_56132 [Coccomyxa subellipsoidea C-169]	KAF6251199.1 flagellar basal body protein [Scenedesmus sp. NREL 46B-D3]
OG0006743	EIE22840.1 hypothetical protein COCSUDRAFT_9750_ partial [Coccomyxa subellipsoidea C-169]	KAF6262964.1 hypothetical protein COO60DRAFT_556864 [Scenedesmus sp. NREL 46B-D3]
OG0006746	EIE21398.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAF6264728.1 hypothetical protein COO60DRAFT_17560 [Scenedesmus sp. NREL 46B-D3]
OG0006752	EIE27683.1 hypothetical protein COCSUDRAFT_55671 [Coccomyxa subellipsoidea C-169]	KAF6261308.1 condensin II non structural maintenance of chromosomes subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006753	EIE25382.1 hypothetical protein COCSUDRAFT_61601 [Coccomyxa subellipsoidea C-169]	KAF6256146.1 hypothetical protein COO60DRAFT_1531116 [Scenedesmus sp. NREL 46B-D3]
OG0006768	EIE20991.1 SfsA-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6261582.1 hypothetical protein COO60DRAFT_754800 [Scenedesmus sp. NREL 46B-D3]
OG0006775	EIE25443.1 hypothetical protein COCSUDRAFT_32644 [Coccomyxa subellipsoidea C-169]	KAF6259339.1 hypothetical protein COO60DRAFT_1015352 [Scenedesmus sp. NREL 46B-D3]
OG0006787	EIE24977.1 hypothetical protein COCSUDRAFT_83670_ partial [Coccomyxa subellipsoidea C-169]	KAF6266658.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0006788	EIE21603.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	KAF6259415.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
