Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_A99
OG0003583	EIE19830.1 hypothetical protein COCSUDRAFT_30891 [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1790 [Chlorella sp. A99]
OG0003585	EIE23869.1 Maf1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2852 [Chlorella sp. A99]
OG0003589	EIE20924.1 alba-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g723 [Chlorella sp. A99]
OG0003592	EIE21135.1 outer Arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2102 [Chlorella sp. A99]
OG0003593	EIE26949.1 hypothetical protein COCSUDRAFT_59444 [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1799 [Chlorella sp. A99]
OG0003598	EIE24135.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3347 [Chlorella sp. A99]
OG0003603	EIE26693.1 hypothetical protein COCSUDRAFT_12364 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g96 [Chlorella sp. A99]
OG0003605	EIE24753.1 photosystem I reaction centre subunit VI [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2917 [Chlorella sp. A99]
OG0003612	EIE24251.1 hypothetical protein COCSUDRAFT_41517 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g434 [Chlorella sp. A99]
OG0003619	EIE18092.1 hypothetical protein COCSUDRAFT_55030 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g875 [Chlorella sp. A99]
OG0003622	EIE26979.1 iron-sulfur cluster assembly protein [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g751 [Chlorella sp. A99]
OG0003625	EIE23559.1 putative indole-3-glycerol phosphate synthase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g363 [Chlorella sp. A99]
OG0003627	EIE25998.1 hypothetical protein COCSUDRAFT_40188 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g377 [Chlorella sp. A99]
OG0003640	EIE25386.1 transaldolase [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1823 [Chlorella sp. A99]
OG0003651	EIE27461.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1633 [Chlorella sp. A99]
OG0003652	EIE23325.1 hypothetical protein COCSUDRAFT_83701 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2491 [Chlorella sp. A99]
OG0003668	EIE22941.1 glutamine-dependent NAD_+_ synthetase with GAT domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2468 [Chlorella sp. A99]
OG0003671	EIE18483.1 hypothetical protein COCSUDRAFT_38586 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g207 [Chlorella sp. A99]
OG0003674	EIE22770.1 DCP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g956 [Chlorella sp. A99]
OG0003678	EIE25844.1 carotenoid isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1041 [Chlorella sp. A99]
OG0003679	EIE25836.1 GTP-binding protein TypA [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1047 [Chlorella sp. A99]
OG0003685	EIE18947.1 hypothetical protein COCSUDRAFT_20220 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g734 [Chlorella sp. A99]
OG0003686	EIE23894.1 hypothetical protein COCSUDRAFT_14921_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g33 [Chlorella sp. A99]
OG0003704	EIE26388.1 DUF1754-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3099 [Chlorella sp. A99]
OG0003711	EIE25161.1 2-C-methyl-D-erythritol 4-phosphate cy [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1750 [Chlorella sp. A99]
OG0003722	EIE20945.1 translation initiation factor SU [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g549 [Chlorella sp. A99]
OG0003736	EIE25550.1 putative mitochondrial processing peptidase [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1099 [Chlorella sp. A99]
OG0003737	EIE25441.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2792 [Chlorella sp. A99]
OG0003740	EIE20163.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g1013 [Chlorella sp. A99]
OG0003745	EIE21167.1 transcriptional coactivator/pterin dehydratase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2139 [Chlorella sp. A99]
OG0003748	EIE25120.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1102 [Chlorella sp. A99]
OG0003760	EIE26749.1 APG6-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3158 [Chlorella sp. A99]
OG0003766	EIE21771.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g219 [Chlorella sp. A99]
OG0003770	EIE22159.1 hypothetical protein COCSUDRAFT_55858 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3179 [Chlorella sp. A99]
OG0003780	EIE22914.1 UPF0005-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2390 [Chlorella sp. A99]
OG0003788	EIE20315.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2203 [Chlorella sp. A99]
OG0003804	EIE23504.1 hypothetical protein COCSUDRAFT_53359 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2940 [Chlorella sp. A99]
OG0003806	EIE24568.1 acyl-CoA oxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1427 [Chlorella sp. A99]
OG0003813	EIE24268.1 hypothetical protein COCSUDRAFT_36350 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g425 [Chlorella sp. A99]
OG0003815	EIE18811.1 ribosomal protein L6 [Coccomyxa subellipsoidea C-169], EIE21464.1 60S ribosomal protein L6_ mitochondrial [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2941 [Chlorella sp. A99]
OG0003821	EIE20701.1 hypothetical protein COCSUDRAFT_54200 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g569 [Chlorella sp. A99]
OG0003827	EIE22647.1 sorbitol related enzyme [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1190 [Chlorella sp. A99]
OG0003834	EIE20938.1 DUF1118-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g568 [Chlorella sp. A99]
OG0003837	EIE20777.1 Bromodomain-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g495 [Chlorella sp. A99]
OG0003838	EIE20962.1 Cwf15/Cwc15 cell cycle control protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g570 [Chlorella sp. A99]
OG0003840	EIE25374.1 DRMBL-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g567 [Chlorella sp. A99]
OG0003845	EIE23329.1 CTP-phosphoethanolamine cytidylyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g331 [Chlorella sp. A99]
OG0003848	EIE23441.1 sucrose phosphatase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g341 [Chlorella sp. A99]
OG0003851	EIE23419.1 hypothetical protein COCSUDRAFT_23477 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1363 [Chlorella sp. A99]
OG0003852	EIE25915.1 small nuclear ribonucleo protein E [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g304 [Chlorella sp. A99]
OG0003854	EIE25947.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g310 [Chlorella sp. A99]
OG0003855	EIE26036.1 hypothetical protein COCSUDRAFT_61028 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g342 [Chlorella sp. A99]
OG0003863	EIE22919.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2357 [Chlorella sp. A99]
OG0003869	EIE18743.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g103 [Chlorella sp. A99]
OG0003871	EIE18345.1 photosystem II stability/assembly factor HCF136 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1301 [Chlorella sp. A99]
OG0003874	EIE25219.1 trimeric LpxA-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1114 [Chlorella sp. A99]
OG0003881	EIE25082.1 hypothetical protein COCSUDRAFT_40423 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1119 [Chlorella sp. A99]
OG0003882	EIE22935.1 hypothetical protein COCSUDRAFT_83707 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g197 [Chlorella sp. A99]
OG0003890	EIE26025.1 hypothetical protein COCSUDRAFT_61018 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g124 [Chlorella sp. A99]
OG0003892	EIE18657.1 hypothetical protein COCSUDRAFT_49156 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g299 [Chlorella sp. A99]
OG0003904	EIE20105.1 20S proteasome alpha subunit C [Coccomyxa subellipsoidea C-169]	PCFQ01000073.1 g1968 [Chlorella sp. A99]
OG0003906	EIE20482.1 photosystem I reaction centre subunit IV/PsaE [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1272 [Chlorella sp. A99]
OG0003907	EIE24242.1 40S ribosomal protein S8 [Coccomyxa subellipsoidea C-169]	PCFQ01000014.1 g1880 [Chlorella sp. A99]
OG0003912	EIE25841.1 UDP-D-glucuronic acid decarboxylase [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3037 [Chlorella sp. A99]
OG0003922	EIE26622.1 O-linked N-acetylglucosamine transferase [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1912 [Chlorella sp. A99]
OG0003923	EIE21661.1 hypothetical protein COCSUDRAFT_17670 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2115 [Chlorella sp. A99]
OG0003924	EIE21623.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2114 [Chlorella sp. A99]
OG0003935	EIE22152.1 hypothetical protein COCSUDRAFT_55851 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2146 [Chlorella sp. A99]
OG0003940	EIE24202.1 protein mago nashi 2 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3371 [Chlorella sp. A99]
OG0003959	EIE21059.1 hypothetical protein COCSUDRAFT_43416 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2069 [Chlorella sp. A99]
OG0003964	EIE25670.1 small molecular heat shock protein 10 [Coccomyxa subellipsoidea C-169]	PCFQ01000027.1 g2720 [Chlorella sp. A99]
OG0003970	EIE18107.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2400 [Chlorella sp. A99]
OG0003971	EIE21703.1 hypothetical protein COCSUDRAFT_24815 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2086 [Chlorella sp. A99]
OG0003972	EIE20459.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1500 [Chlorella sp. A99]
OG0003974	EIE24940.1 hypothetical protein COCSUDRAFT_32873 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g745 [Chlorella sp. A99]
OG0003981	EIE21134.1 SSrecog-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2077 [Chlorella sp. A99]
OG0003982	EIE20234.1 ribosomal protein L24 component of cytosolic 80S ribosome and 60S large subunit_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g171 [Chlorella sp. A99]
OG0003983	EIE25785.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1503 [Chlorella sp. A99]
OG0003992	EIE21655.1 hypothetical protein COCSUDRAFT_56852 [Coccomyxa subellipsoidea C-169], EIE21654.1 hypothetical protein COCSUDRAFT_48206 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2051 [Chlorella sp. A99]
OG0003995	EIE25361.1 sterol-C24-methyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1129 [Chlorella sp. A99]
OG0003997	EIE20898.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1519 [Chlorella sp. A99]
OG0003998	EIE27321.1 hypothetical protein COCSUDRAFT_34768 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g26 [Chlorella sp. A99]
OG0004000	EIE22075.1 pre-rRNA processing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3361 [Chlorella sp. A99]
OG0004003	EIE27277.1 hypothetical protein COCSUDRAFT_31967 [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1812 [Chlorella sp. A99]
OG0004005	EIE22496.1 PSI-D1 precursor [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1293 [Chlorella sp. A99]
OG0004010	EIE27278.1 hypothetical protein COCSUDRAFT_38998 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g792 [Chlorella sp. A99]
OG0004015	EIE22799.1 hypothetical protein COCSUDRAFT_66402 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g671 [Chlorella sp. A99]
OG0004017	EIE19579.1 hypothetical protein COCSUDRAFT_58328 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3113 [Chlorella sp. A99]
OG0004021	EIE19269.1 hypothetical protein COCSUDRAFT_48885 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3222 [Chlorella sp. A99]
OG0004034	EIE24657.1 hypothetical protein COCSUDRAFT_46897 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g82 [Chlorella sp. A99]
OG0004038	EIE24103.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3336 [Chlorella sp. A99]
OG0004053	EIE25073.1 hypothetical protein COCSUDRAFT_61316 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2351 [Chlorella sp. A99]
OG0004054	EIE24475.1 transcription factor [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3306 [Chlorella sp. A99]
OG0004058	EIE24935.1 hypothetical protein COCSUDRAFT_62344 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2578 [Chlorella sp. A99]
OG0004060	EIE24772.1 hypothetical protein COCSUDRAFT_53064 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g644 [Chlorella sp. A99]
OG0004062	EIE18126.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1765 [Chlorella sp. A99]
OG0004063	EIE27402.1 cytokinesis-related protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3287 [Chlorella sp. A99]
OG0004065	EIE21110.1 hypothetical protein COCSUDRAFT_48282 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3228 [Chlorella sp. A99]
OG0004069	EIE26844.1 hypothetical protein COCSUDRAFT_35261 [Coccomyxa subellipsoidea C-169]	PCFQ01000060.1 g2322 [Chlorella sp. A99]
OG0004077	EIE22986.1 hypothetical protein COCSUDRAFT_29046 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g36 [Chlorella sp. A99]
OG0004078	EIE21151.1 DnaJ-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g60 [Chlorella sp. A99]
OG0004083	EIE22311.1 AFG1-like ATPase [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1817 [Chlorella sp. A99]
OG0004087	EIE22190.1 YL1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g885 [Chlorella sp. A99]
OG0004088	EIE22500.1 hypothetical protein COCSUDRAFT_16734 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g905 [Chlorella sp. A99]
OG0004093	EIE25884.1 hypothetical protein COCSUDRAFT_64884 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2991 [Chlorella sp. A99]
OG0004096	EIE22236.1 protein phosphatase 2C catalytic subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g898 [Chlorella sp. A99]
OG0004097	EIE22180.1 hypothetical protein COCSUDRAFT_36939 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g881 [Chlorella sp. A99]
OG0004100	EIE26476.1 hypothetical protein COCSUDRAFT_11974 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1242 [Chlorella sp. A99]
OG0004103	EIE26160.1 hypothetical protein COCSUDRAFT_61150 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g11 [Chlorella sp. A99]
OG0004104	EIE18745.1 hypothetical protein COCSUDRAFT_68180 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g19 [Chlorella sp. A99]
OG0004105	EIE18685.1 carbamoyl-phosphate synthase S chain [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g102 [Chlorella sp. A99]
OG0004106	EIE20047.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g113 [Chlorella sp. A99]
OG0004107	EIE25400.1 hypothetical protein COCSUDRAFT_46702 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g115 [Chlorella sp. A99]
OG0004108	EIE26615.1 Aldo/keto reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g125 [Chlorella sp. A99]
OG0004109	EIE26663.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g152 [Chlorella sp. A99]
OG0004110	EIE20120.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g172 [Chlorella sp. A99]
OG0004112	EIE25678.1 hypothetical protein COCSUDRAFT_52537 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g280 [Chlorella sp. A99]
OG0004113	EIE23885.1 proteasome subunit alpha type-6 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g286 [Chlorella sp. A99]
OG0004116	EIE27746.1 EF-hand [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g312 [Chlorella sp. A99]
OG0004117	EIE18900.1 hypothetical protein COCSUDRAFT_31477 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g349 [Chlorella sp. A99]
OG0004118	EIE24038.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g392 [Chlorella sp. A99]
OG0004119	EIE24042.1 Dom34 protein [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g397 [Chlorella sp. A99]
OG0004120	EIE21966.1 hypothetical protein COCSUDRAFT_56409 [Coccomyxa subellipsoidea C-169], EIE18050.1 hypothetical protein COCSUDRAFT_55046 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g409 [Chlorella sp. A99]
OG0004121	EIE21539.1 Sodium/sulfate symporter [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g585 [Chlorella sp. A99]
OG0004122	EIE19457.1 hypothetical protein COCSUDRAFT_31253 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g622 [Chlorella sp. A99]
OG0004123	EIE18146.1 carbonic anhydrase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g628 [Chlorella sp. A99]
OG0004125	EIE24736.1 Mg2+ transporter protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g676 [Chlorella sp. A99]
OG0004126	EIE23098.1 hypothetical protein COCSUDRAFT_47495 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g681 [Chlorella sp. A99]
OG0004127	EIE23701.1 small nucleolar ribonucleo protein U3 component [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g692 [Chlorella sp. A99]
OG0004128	EIE23519.1 putative ABC transporter [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g711 [Chlorella sp. A99]
OG0004129	EIE18079.1 hypothetical protein COCSUDRAFT_34629 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2772 [Chlorella sp. A99], PCFQ01000037.1 g2515 [Chlorella sp. A99], PCFQ01000005.1 g757 [Chlorella sp. A99], PCFQ01000037.1 g2513 [Chlorella sp. A99]
OG0004130	EIE26211.1 dihydroorotase_ homodimeric type [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g788 [Chlorella sp. A99]
OG0004131	EIE22474.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g868 [Chlorella sp. A99]
OG0004133	EIE22186.1 hypothetical protein COCSUDRAFT_55881 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g887 [Chlorella sp. A99]
OG0004136	EIE20221.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g1004 [Chlorella sp. A99]
OG0004137	EIE21938.1 adenosine deaminase [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1060 [Chlorella sp. A99]
OG0004138	EIE25906.1 hypothetical protein COCSUDRAFT_27509 [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1072 [Chlorella sp. A99]
OG0004139	EIE25125.1 hypothetical protein COCSUDRAFT_35653 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1103 [Chlorella sp. A99]
OG0004140	EIE22022.1 hypothetical protein COCSUDRAFT_48029 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1150 [Chlorella sp. A99]
OG0004141	EIE27663.1 haloacid dehalogenase-like hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1185 [Chlorella sp. A99]
OG0004142	EIE27445.1 hypothetical protein COCSUDRAFT_45866 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1214 [Chlorella sp. A99]
OG0004143	EIE24999.1 light-harvesting chlorophyll a/b-binding protein Lhca3 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1299 [Chlorella sp. A99]
OG0004144	EIE26207.1 hypothetical protein COCSUDRAFT_61191 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1308 [Chlorella sp. A99]
OG0004145	EIE24810.1 Degreening-related dee76 protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1413 [Chlorella sp. A99]
OG0004147	EIE20620.1 hypothetical protein COCSUDRAFT_57762 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1431 [Chlorella sp. A99]
OG0004148	EIE18441.1 hypothetical protein COCSUDRAFT_34491 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1505 [Chlorella sp. A99]
OG0004149	EIE20747.1 hypothetical protein COCSUDRAFT_43672 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1511 [Chlorella sp. A99]
OG0004150	EIE20841.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1532 [Chlorella sp. A99]
OG0004151	EIE20915.1 hypothetical protein COCSUDRAFT_43789 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1534 [Chlorella sp. A99]
OG0004152	EIE20651.1 hypothetical protein COCSUDRAFT_30400 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1549 [Chlorella sp. A99]
OG0004154	EIE18976.1 Mog1p/PsbP-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1584 [Chlorella sp. A99]
OG0004155	EIE27612.1 hypothetical protein COCSUDRAFT_39232 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1614 [Chlorella sp. A99]
OG0004156	EIE18474.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1630 [Chlorella sp. A99]
OG0004157	EIE22531.1 hypothetical protein COCSUDRAFT_6698_ partial [Coccomyxa subellipsoidea C-169], EIE22530.1 hypothetical protein COCSUDRAFT_9431_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1671 [Chlorella sp. A99]
OG0004158	EIE25108.1 DNA polymerase kappa [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1672 [Chlorella sp. A99]
OG0004159	EIE27772.1 3-isopropylmalate dehydratase [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1694 [Chlorella sp. A99]
OG0004160	EIE22643.1 hypothetical protein COCSUDRAFT_63785 [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1715 [Chlorella sp. A99]
OG0004161	EIE21000.1 DUF1365-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1792 [Chlorella sp. A99]
OG0004163	EIE26984.1 catalytic/ hydrolase/ zinc ion binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1814 [Chlorella sp. A99]
OG0004164	EIE20350.1 hypothetical protein COCSUDRAFT_83550_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1830 [Chlorella sp. A99]
OG0004165	EIE22794.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1845 [Chlorella sp. A99]
OG0004166	EIE18573.1 hypothetical protein COCSUDRAFT_68271 [Coccomyxa subellipsoidea C-169], EIE18076.1 hypothetical protein COCSUDRAFT_60574 [Coccomyxa subellipsoidea C-169], EIE19990.1 hypothetical protein COCSUDRAFT_44377 [Coccomyxa subellipsoidea C-169], EIE18100.1 hypothetical protein COCSUDRAFT_55033 [Coccomyxa subellipsoidea C-169], EIE27032.1 hypothetical protein COCSUDRAFT_31905 [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1928 [Chlorella sp. A99]
OG0004167	EIE20511.1 hypothetical protein COCSUDRAFT_48540 [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1939 [Chlorella sp. A99]
OG0004168	EIE20933.1 B subunit of glutamyl-tRNA amidotransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g1992 [Chlorella sp. A99]
OG0004169	EIE26833.1 hypothetical protein COCSUDRAFT_21918 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2012 [Chlorella sp. A99]
OG0004170	EIE21577.1 cap-binding protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2045 [Chlorella sp. A99]
OG0004171	EIE25692.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2053 [Chlorella sp. A99]
OG0004172	EIE21159.1 granule-bound starch synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2056 [Chlorella sp. A99]
OG0004173	EIE21179.1 hypothetical protein COCSUDRAFT_48306 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2066 [Chlorella sp. A99]
OG0004174	EIE21609.1 snare-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2108 [Chlorella sp. A99]
OG0004175	EIE21595.1 hypothetical protein COCSUDRAFT_17258 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2121 [Chlorella sp. A99]
OG0004176	EIE22925.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2169 [Chlorella sp. A99]
OG0004177	EIE21696.1 deoxyhypusine hydroxylase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2201 [Chlorella sp. A99]
