Orthogroup	Chlorella_A99	Chlorella_Vulgaris2111P
OG0003572	PCFQ01000075.1 g1932 [Chlorella sp. A99]	KAI3432393.1 hypothetical protein D9Q98_003949 [Chlorella vulgaris]
OG0003573	PCFQ01000011.1 g2912 [Chlorella sp. A99]	KAI3436718.1 hypothetical protein D9Q98_006133 [Chlorella vulgaris]
OG0003574	PCFQ01000079.1 g1473 [Chlorella sp. A99]	KAI3438241.1 hypothetical protein D9Q98_000678 [Chlorella vulgaris]
OG0003577	PCFQ01000007.1 g1213 [Chlorella sp. A99]	KAI3437818.1 hypothetical protein D9Q98_000265 [Chlorella vulgaris]
OG0003583	PCFQ01000019.1 g1790 [Chlorella sp. A99]	KAI3434454.1 hypothetical protein D9Q98_002531 [Chlorella vulgaris]
OG0003585	PCFQ01000011.1 g2852 [Chlorella sp. A99]	KAI3436459.1 hypothetical protein D9Q98_005876 [Chlorella vulgaris]
OG0003589	PCFQ01000002.1 g723 [Chlorella sp. A99]	KAI3430301.1 hypothetical protein D9Q98_004897 [Chlorella vulgaris]
OG0003592	PCFQ01000078.1 g2102 [Chlorella sp. A99]	KAI3435945.1 hypothetical protein D9Q98_002003 [Chlorella vulgaris]
OG0003593	PCFQ01000019.1 g1799 [Chlorella sp. A99]	KAI3426455.1 hypothetical protein D9Q98_008822 [Chlorella vulgaris]
OG0003595	PCFQ01000018.1 g442 [Chlorella sp. A99]	KAI3429675.1 hypothetical protein D9Q98_005760 [Chlorella vulgaris]
OG0003598	PCFQ01000013.1 g3347 [Chlorella sp. A99]	KAI3429635.1 hypothetical protein D9Q98_005721 [Chlorella vulgaris]
OG0003603	PCFQ01000058.1 g96 [Chlorella sp. A99]	KAI3432832.1 hypothetical protein D9Q98_010416 [Chlorella vulgaris]
OG0003605	PCFQ01000011.1 g2917 [Chlorella sp. A99]	KAI3436498.1 hypothetical protein D9Q98_005915 [Chlorella vulgaris]
OG0003612	PCFQ01000018.1 g434 [Chlorella sp. A99]	KAI3429647.1 hypothetical protein D9Q98_005733 [Chlorella vulgaris]
OG0003619	PCFQ01000020.1 g875 [Chlorella sp. A99]	KAI3426197.1 hypothetical protein D9Q98_008574 [Chlorella vulgaris]
OG0003622	PCFQ01000005.1 g751 [Chlorella sp. A99]	KAI3426837.1 hypothetical protein D9Q98_006784 [Chlorella vulgaris]
OG0003625	PCFQ01000010.1 g363 [Chlorella sp. A99]	KAI3431529.1 hypothetical protein D9Q98_004579 [Chlorella vulgaris]
OG0003627	PCFQ01000010.1 g377 [Chlorella sp. A99]	KAI3431526.1 hypothetical protein D9Q98_004576 [Chlorella vulgaris]
OG0003640	PCFQ01000012.1 g1823 [Chlorella sp. A99]	KAI3436370.1 hypothetical protein D9Q98_002423 [Chlorella vulgaris]
OG0003651	PCFQ01000081.1 g1633 [Chlorella sp. A99]	KAI3437592.1 hypothetical protein D9Q98_000045 [Chlorella vulgaris]
OG0003652	PCFQ01000037.1 g2491 [Chlorella sp. A99]	KAI3428489.1 hypothetical protein D9Q98_007314 [Chlorella vulgaris]
OG0003668	PCFQ01000037.1 g2468 [Chlorella sp. A99]	KAI3428464.1 hypothetical protein D9Q98_007289 [Chlorella vulgaris]
OG0003671	PCFQ01000058.1 g207 [Chlorella sp. A99]	KAI3423833.1 hypothetical protein D9Q98_009669 [Chlorella vulgaris]
OG0003674	PCFQ01000001.1 g956 [Chlorella sp. A99]	KAI3425090.1 hypothetical protein D9Q98_008468 [Chlorella vulgaris]
OG0003678	PCFQ01000003.1 g1041 [Chlorella sp. A99]	KAI3431833.1 hypothetical protein D9Q98_010586 [Chlorella vulgaris]
OG0003679	PCFQ01000003.1 g1047 [Chlorella sp. A99]	KAI3431850.1 hypothetical protein D9Q98_010602 [Chlorella vulgaris]
OG0003685	PCFQ01000002.1 g734 [Chlorella sp. A99]	KAI3430252.1 hypothetical protein D9Q98_004848 [Chlorella vulgaris]
OG0003686	PCFQ01000058.1 g33 [Chlorella sp. A99]	KAI3433756.1 hypothetical protein D9Q98_003563 [Chlorella vulgaris]
OG0003704	PCFQ01000006.1 g3099 [Chlorella sp. A99]	KAI3436809.1 hypothetical protein D9Q98_006219 [Chlorella vulgaris]
OG0003711	PCFQ01000077.1 g1750 [Chlorella sp. A99]	KAI3427958.1 hypothetical protein D9Q98_006348 [Chlorella vulgaris]
OG0003722	PCFQ01000082.1 g549 [Chlorella sp. A99]	KAI3425794.1 hypothetical protein D9Q98_007769 [Chlorella vulgaris]
OG0003736	PCFQ01000008.1 g1099 [Chlorella sp. A99]	KAI3428788.1 hypothetical protein D9Q98_007607 [Chlorella vulgaris]
OG0003737	PCFQ01000011.1 g2792 [Chlorella sp. A99]	KAI3428304.1 hypothetical protein D9Q98_006683 [Chlorella vulgaris]
OG0003740	PCFQ01000001.1 g1013 [Chlorella sp. A99]	KAI3425160.1 hypothetical protein D9Q98_008931 [Chlorella vulgaris]
OG0003745	PCFQ01000078.1 g2139 [Chlorella sp. A99]	KAI3436095.1 hypothetical protein D9Q98_002153 [Chlorella vulgaris]
OG0003748	PCFQ01000008.1 g1102 [Chlorella sp. A99]	KAI3428794.1 hypothetical protein D9Q98_007613 [Chlorella vulgaris]
OG0003760	PCFQ01000006.1 g3158 [Chlorella sp. A99]	KAI3435500.1 hypothetical protein D9Q98_001566 [Chlorella vulgaris]
OG0003766	PCFQ01000058.1 g219 [Chlorella sp. A99]	KAI3423799.1 hypothetical protein D9Q98_009636 [Chlorella vulgaris]
OG0003767	PCFQ01000006.1 g3168 [Chlorella sp. A99]	KAI3435526.1 hypothetical protein D9Q98_001592 [Chlorella vulgaris]
OG0003770	PCFQ01000006.1 g3179 [Chlorella sp. A99]	KAI3435563.1 hypothetical protein D9Q98_001628 [Chlorella vulgaris]
OG0003772	PCFQ01000082.1 g631 [Chlorella sp. A99]	KAI3438055.1 hypothetical protein D9Q98_000498 [Chlorella vulgaris]
OG0003780	PCFQ01000037.1 g2390 [Chlorella sp. A99]	KAI3438415.1 hypothetical protein D9Q98_000846 [Chlorella vulgaris]
OG0003788	PCFQ01000078.1 g2203 [Chlorella sp. A99]	KAI3427230.1 hypothetical protein D9Q98_007165 [Chlorella vulgaris]
OG0003800	PCFQ01000079.1 g1367 [Chlorella sp. A99]	KAI3424189.1 hypothetical protein D9Q98_009546 [Chlorella vulgaris]
OG0003804	PCFQ01000015.1 g2940 [Chlorella sp. A99]	KAI3435026.1 hypothetical protein D9Q98_003078 [Chlorella vulgaris]
OG0003806	PCFQ01000079.1 g1427 [Chlorella sp. A99]	KAI3430531.1 hypothetical protein D9Q98_005124 [Chlorella vulgaris]
OG0003813	PCFQ01000018.1 g425 [Chlorella sp. A99]	KAI3429606.1 hypothetical protein D9Q98_005692 [Chlorella vulgaris]
OG0003815	PCFQ01000015.1 g2941 [Chlorella sp. A99]	KAI3435024.1 hypothetical protein D9Q98_003076 [Chlorella vulgaris]
OG0003821	PCFQ01000082.1 g569 [Chlorella sp. A99]	KAI3426020.1 hypothetical protein D9Q98_007988 [Chlorella vulgaris]
OG0003827	PCFQ01000007.1 g1190 [Chlorella sp. A99]	KAI3426282.1 hypothetical protein D9Q98_008655 [Chlorella vulgaris]
OG0003834	PCFQ01000082.1 g568 [Chlorella sp. A99]	KAI3425998.1 hypothetical protein D9Q98_007966 [Chlorella vulgaris]
OG0003837	PCFQ01000082.1 g495 [Chlorella sp. A99]	KAI3425886.1 hypothetical protein D9Q98_007859 [Chlorella vulgaris]
OG0003838	PCFQ01000082.1 g570 [Chlorella sp. A99]	KAI3426014.1 hypothetical protein D9Q98_007982 [Chlorella vulgaris]
OG0003840	PCFQ01000082.1 g567 [Chlorella sp. A99]	KAI3426019.1 hypothetical protein D9Q98_007987 [Chlorella vulgaris]
OG0003845	PCFQ01000010.1 g331 [Chlorella sp. A99]	KAI3431328.1 hypothetical protein D9Q98_004386 [Chlorella vulgaris]
OG0003848	PCFQ01000010.1 g341 [Chlorella sp. A99]	KAI3431372.1 hypothetical protein D9Q98_004427 [Chlorella vulgaris]
OG0003851	PCFQ01000079.1 g1363 [Chlorella sp. A99]	KAI3431403.1 hypothetical protein D9Q98_004456 [Chlorella vulgaris]
OG0003852	PCFQ01000010.1 g304 [Chlorella sp. A99]	KAI3431284.1 hypothetical protein D9Q98_004345 [Chlorella vulgaris]
OG0003854	PCFQ01000010.1 g310 [Chlorella sp. A99]	KAI3431301.1 hypothetical protein D9Q98_004360 [Chlorella vulgaris]
OG0003855	PCFQ01000010.1 g342 [Chlorella sp. A99]	KAI3431375.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris], KAI3431374.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris]
OG0003863	PCFQ01000037.1 g2357 [Chlorella sp. A99]	KAI3438404.1 hypothetical protein D9Q98_000836 [Chlorella vulgaris]
OG0003869	PCFQ01000058.1 g103 [Chlorella sp. A99]	KAI3433638.1 hypothetical protein D9Q98_003447 [Chlorella vulgaris]
OG0003871	PCFQ01000079.1 g1301 [Chlorella sp. A99]	KAI3432377.1 hypothetical protein D9Q98_003934 [Chlorella vulgaris]
OG0003874	PCFQ01000008.1 g1114 [Chlorella sp. A99]	KAI3428094.1 hypothetical protein D9Q98_006477 [Chlorella vulgaris]
OG0003875	PCFQ01000005.1 g778 [Chlorella sp. A99]	KAI3438310.1 hypothetical protein D9Q98_000744 [Chlorella vulgaris]
OG0003878	PCFQ01000003.1 g1037 [Chlorella sp. A99]	KAI3431758.1 hypothetical protein D9Q98_004800 [Chlorella vulgaris]
OG0003881	PCFQ01000008.1 g1119 [Chlorella sp. A99]	KAI3428123.1 hypothetical protein D9Q98_006506 [Chlorella vulgaris]
OG0003882	PCFQ01000058.1 g197 [Chlorella sp. A99]	KAI3433486.1 hypothetical protein D9Q98_003298 [Chlorella vulgaris]
OG0003890	PCFQ01000058.1 g124 [Chlorella sp. A99]	KAI3433530.1 hypothetical protein D9Q98_003340 [Chlorella vulgaris]
OG0003892	PCFQ01000010.1 g299 [Chlorella sp. A99]	KAI3431474.1 hypothetical protein D9Q98_004526 [Chlorella vulgaris]
OG0003893	PCFQ01000001.1 g947 [Chlorella sp. A99]	KAI3425099.1 hypothetical protein D9Q98_008477 [Chlorella vulgaris]
OG0003896	PCFQ01000037.1 g2477 [Chlorella sp. A99]	KAI3428511.1 hypothetical protein D9Q98_007335 [Chlorella vulgaris]
OG0003901	PCFQ01000014.1 g1889 [Chlorella sp. A99]	KAI3427095.1 hypothetical protein D9Q98_007034 [Chlorella vulgaris]
OG0003904	PCFQ01000073.1 g1968 [Chlorella sp. A99]	KAI3425062.1 hypothetical protein D9Q98_008439 [Chlorella vulgaris]
OG0003906	PCFQ01000079.1 g1272 [Chlorella sp. A99]	KAI3432397.1 hypothetical protein D9Q98_003953 [Chlorella vulgaris]
OG0003907	PCFQ01000014.1 g1880 [Chlorella sp. A99]	KAI3432873.1 hypothetical protein D9Q98_010456 [Chlorella vulgaris]
OG0003912	PCFQ01000015.1 g3037 [Chlorella sp. A99]	KAI3434692.1 hypothetical protein D9Q98_002755 [Chlorella vulgaris]
OG0003915	PCFQ01000005.1 g835 [Chlorella sp. A99]	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]
OG0003922	PCFQ01000075.1 g1912 [Chlorella sp. A99]	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]
OG0003923	PCFQ01000078.1 g2115 [Chlorella sp. A99]	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]
OG0003924	PCFQ01000078.1 g2114 [Chlorella sp. A99]	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]
OG0003927	PCFQ01000005.1 g785 [Chlorella sp. A99]	KAI3428174.1 hypothetical protein D9Q98_006554 [Chlorella vulgaris]
OG0003935	PCFQ01000078.1 g2146 [Chlorella sp. A99]	KAI3436070.1 hypothetical protein D9Q98_002128 [Chlorella vulgaris]
OG0003940	PCFQ01000013.1 g3371 [Chlorella sp. A99]	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]
OG0003957	PCFQ01000001.1 g1001 [Chlorella sp. A99]	KAI3425294.1 hypothetical protein D9Q98_009060 [Chlorella vulgaris], KAI3425293.1 hypothetical protein D9Q98_009059 [Chlorella vulgaris]
OG0003959	PCFQ01000078.1 g2069 [Chlorella sp. A99]	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]
OG0003964	PCFQ01000027.1 g2720 [Chlorella sp. A99]	KAI3434992.1 hypothetical protein D9Q98_003044 [Chlorella vulgaris]
OG0003970	PCFQ01000037.1 g2400 [Chlorella sp. A99]	KAI3438437.1 hypothetical protein D9Q98_000868 [Chlorella vulgaris]
OG0003971	PCFQ01000078.1 g2086 [Chlorella sp. A99]	KAI3435920.1 hypothetical protein D9Q98_001978 [Chlorella vulgaris]
OG0003972	PCFQ01000079.1 g1500 [Chlorella sp. A99]	KAI3426470.1 hypothetical protein D9Q98_008837 [Chlorella vulgaris]
OG0003974	PCFQ01000002.1 g745 [Chlorella sp. A99]	KAI3430216.1 hypothetical protein D9Q98_004814 [Chlorella vulgaris]
OG0003981	PCFQ01000078.1 g2077 [Chlorella sp. A99]	KAI3435903.1 hypothetical protein D9Q98_001961 [Chlorella vulgaris]
OG0003982	PCFQ01000058.1 g171 [Chlorella sp. A99]	KAI3433371.1 hypothetical protein D9Q98_003188 [Chlorella vulgaris]
OG0003983	PCFQ01000079.1 g1503 [Chlorella sp. A99]	KAI3426477.1 hypothetical protein D9Q98_008843 [Chlorella vulgaris]
OG0003992	PCFQ01000078.1 g2051 [Chlorella sp. A99]	KAI3435844.1 hypothetical protein D9Q98_001902 [Chlorella vulgaris]
OG0003995	PCFQ01000008.1 g1129 [Chlorella sp. A99]	KAI3428765.1 hypothetical protein D9Q98_007586 [Chlorella vulgaris]
OG0003997	PCFQ01000079.1 g1519 [Chlorella sp. A99]	KAI3426077.1 hypothetical protein D9Q98_008045 [Chlorella vulgaris]
OG0003998	PCFQ01000058.1 g26 [Chlorella sp. A99]	KAI3428668.1 hypothetical protein D9Q98_007491 [Chlorella vulgaris]
OG0004000	PCFQ01000013.1 g3361 [Chlorella sp. A99]	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]
OG0004003	PCFQ01000019.1 g1812 [Chlorella sp. A99]	KAI3428680.1 hypothetical protein D9Q98_007503 [Chlorella vulgaris]
OG0004005	PCFQ01000079.1 g1293 [Chlorella sp. A99]	KAI3428689.1 hypothetical protein D9Q98_007512 [Chlorella vulgaris]
OG0004010	PCFQ01000005.1 g792 [Chlorella sp. A99]	KAI3428681.1 hypothetical protein D9Q98_007504 [Chlorella vulgaris]
OG0004015	PCFQ01000002.1 g671 [Chlorella sp. A99]	KAI3424778.1 hypothetical protein D9Q98_008166 [Chlorella vulgaris]
OG0004017	PCFQ01000006.1 g3113 [Chlorella sp. A99]	KAI3436756.1 hypothetical protein D9Q98_006168 [Chlorella vulgaris]
OG0004021	PCFQ01000006.1 g3222 [Chlorella sp. A99]	KAI3434513.1 hypothetical protein D9Q98_002586 [Chlorella vulgaris]
OG0004034	PCFQ01000058.1 g82 [Chlorella sp. A99]	KAI3433659.1 hypothetical protein D9Q98_003468 [Chlorella vulgaris]
OG0004038	PCFQ01000013.1 g3336 [Chlorella sp. A99]	KAI3429333.1 hypothetical protein D9Q98_005428 [Chlorella vulgaris]
OG0004047	PCFQ01000078.1 g2097 [Chlorella sp. A99]	KAI3435820.1 hypothetical protein D9Q98_001878 [Chlorella vulgaris]
OG0004050	PCFQ01000078.1 g2095 [Chlorella sp. A99]	KAI3435817.1 hypothetical protein D9Q98_001875 [Chlorella vulgaris]
OG0004053	PCFQ01000037.1 g2351 [Chlorella sp. A99]	KAI3432816.1 hypothetical protein D9Q98_010400 [Chlorella vulgaris]
OG0004054	PCFQ01000013.1 g3306 [Chlorella sp. A99]	KAI3429376.1 hypothetical protein D9Q98_005471 [Chlorella vulgaris]
OG0004058	PCFQ01000004.1 g2578 [Chlorella sp. A99]	KAI3439113.1 hypothetical protein D9Q98_001522 [Chlorella vulgaris]
OG0004060	PCFQ01000002.1 g644 [Chlorella sp. A99]	KAI3430433.1 hypothetical protein D9Q98_005028 [Chlorella vulgaris]
OG0004063	PCFQ01000013.1 g3287 [Chlorella sp. A99]	KAI3431838.1 hypothetical protein D9Q98_010590 [Chlorella vulgaris]
OG0004065	PCFQ01000006.1 g3228 [Chlorella sp. A99]	KAI3434483.1 hypothetical protein D9Q98_002559 [Chlorella vulgaris]
OG0004069	PCFQ01000060.1 g2322 [Chlorella sp. A99]	KAI3425012.1 hypothetical protein D9Q98_008394 [Chlorella vulgaris]
OG0004077	PCFQ01000058.1 g36 [Chlorella sp. A99]	KAI3433814.1 hypothetical protein D9Q98_003618 [Chlorella vulgaris]
OG0004078	PCFQ01000058.1 g60 [Chlorella sp. A99]	KAI3433861.1 hypothetical protein D9Q98_003664 [Chlorella vulgaris]
OG0004083	PCFQ01000019.1 g1817 [Chlorella sp. A99]	KAI3426118.1 hypothetical protein D9Q98_008497 [Chlorella vulgaris]
OG0004087	PCFQ01000020.1 g885 [Chlorella sp. A99]	KAI3426354.1 hypothetical protein D9Q98_008726 [Chlorella vulgaris]
OG0004088	PCFQ01000020.1 g905 [Chlorella sp. A99]	KAI3426388.1 hypothetical protein D9Q98_008759 [Chlorella vulgaris]
OG0004092	PCFQ01000058.1 g116 [Chlorella sp. A99]	KAI3424905.1 hypothetical protein D9Q98_008289 [Chlorella vulgaris]
OG0004093	PCFQ01000015.1 g2991 [Chlorella sp. A99]	KAI3434930.1 hypothetical protein D9Q98_002984 [Chlorella vulgaris]
OG0004096	PCFQ01000020.1 g898 [Chlorella sp. A99]	KAI3426413.1 hypothetical protein D9Q98_008782 [Chlorella vulgaris]
OG0004097	PCFQ01000020.1 g881 [Chlorella sp. A99]	KAI3426358.1 hypothetical protein D9Q98_008730 [Chlorella vulgaris]
OG0004100	PCFQ01000079.1 g1242 [Chlorella sp. A99]	KAI3432885.1 hypothetical protein D9Q98_010467 [Chlorella vulgaris]
OG0004103	PCFQ01000058.1 g11 [Chlorella sp. A99]	KAI3433962.1 hypothetical protein D9Q98_003764 [Chlorella vulgaris]
OG0004104	PCFQ01000058.1 g19 [Chlorella sp. A99]	KAI3433817.1 hypothetical protein D9Q98_003621 [Chlorella vulgaris]
OG0004105	PCFQ01000058.1 g102 [Chlorella sp. A99]	KAI3433632.1 hypothetical protein D9Q98_003441 [Chlorella vulgaris]
OG0004106	PCFQ01000058.1 g113 [Chlorella sp. A99]	KAI3433572.1 hypothetical protein D9Q98_003383 [Chlorella vulgaris]
OG0004107	PCFQ01000058.1 g115 [Chlorella sp. A99]	KAI3433569.1 hypothetical protein D9Q98_003380 [Chlorella vulgaris]
OG0004108	PCFQ01000058.1 g125 [Chlorella sp. A99]	KAI3433531.1 hypothetical protein D9Q98_003341 [Chlorella vulgaris]
OG0004109	PCFQ01000058.1 g152 [Chlorella sp. A99]	KAI3435482.1 hypothetical protein D9Q98_001549 [Chlorella vulgaris]
OG0004110	PCFQ01000058.1 g172 [Chlorella sp. A99]	KAI3433373.1 hypothetical protein D9Q98_003190 [Chlorella vulgaris]
OG0004111	PCFQ01000058.1 g266 [Chlorella sp. A99]	KAI3430807.1 hypothetical protein D9Q98_009218 [Chlorella vulgaris]
OG0004112	PCFQ01000058.1 g280 [Chlorella sp. A99]	KAI3431458.1 hypothetical protein D9Q98_004510 [Chlorella vulgaris]
OG0004113	PCFQ01000058.1 g286 [Chlorella sp. A99]	KAI3434548.1 hypothetical protein D9Q98_002621 [Chlorella vulgaris]
OG0004114	PCFQ01000010.1 g292 [Chlorella sp. A99]	KAI3431281.1 hypothetical protein D9Q98_004342 [Chlorella vulgaris]
OG0004115	PCFQ01000010.1 g296 [Chlorella sp. A99]	KAI3431407.1 hypothetical protein D9Q98_004460 [Chlorella vulgaris]
OG0004116	PCFQ01000010.1 g312 [Chlorella sp. A99]	KAI3431308.1 hypothetical protein D9Q98_004367 [Chlorella vulgaris]
OG0004117	PCFQ01000010.1 g349 [Chlorella sp. A99]	KAI3431429.1 hypothetical protein D9Q98_004482 [Chlorella vulgaris]
OG0004118	PCFQ01000018.1 g392 [Chlorella sp. A99]	KAI3429788.1 hypothetical protein D9Q98_010101 [Chlorella vulgaris]
OG0004119	PCFQ01000018.1 g397 [Chlorella sp. A99]	KAI3429800.1 hypothetical protein D9Q98_010113 [Chlorella vulgaris]
OG0004120	PCFQ01000018.1 g409 [Chlorella sp. A99]	KAI3432815.1 hypothetical protein D9Q98_010398 [Chlorella vulgaris]
OG0004121	PCFQ01000082.1 g585 [Chlorella sp. A99]	KAI3433884.1 hypothetical protein D9Q98_003686 [Chlorella vulgaris]
OG0004122	PCFQ01000082.1 g622 [Chlorella sp. A99]	KAI3438755.1 hypothetical protein D9Q98_001174 [Chlorella vulgaris]
OG0004123	PCFQ01000082.1 g628 [Chlorella sp. A99]	KAI3431708.1 hypothetical protein D9Q98_004753 [Chlorella vulgaris]
OG0004124	PCFQ01000082.1 g629 [Chlorella sp. A99]	KAI3431261.1 hypothetical protein D9Q98_004323 [Chlorella vulgaris], KAI3436090.1 hypothetical protein D9Q98_002148 [Chlorella vulgaris]
OG0004125	PCFQ01000002.1 g676 [Chlorella sp. A99]	KAI3430656.1 hypothetical protein D9Q98_005248 [Chlorella vulgaris]
OG0004126	PCFQ01000002.1 g681 [Chlorella sp. A99]	KAI3430684.1 hypothetical protein D9Q98_005273 [Chlorella vulgaris]
OG0004127	PCFQ01000002.1 g692 [Chlorella sp. A99]	KAI3430607.1 hypothetical protein D9Q98_005200 [Chlorella vulgaris]
OG0004128	PCFQ01000002.1 g711 [Chlorella sp. A99]	KAI3430340.1 hypothetical protein D9Q98_004935 [Chlorella vulgaris]
OG0004130	PCFQ01000005.1 g788 [Chlorella sp. A99]	KAI3424907.1 hypothetical protein D9Q98_008291 [Chlorella vulgaris]
OG0004131	PCFQ01000020.1 g868 [Chlorella sp. A99]	KAI3426107.1 hypothetical protein D9Q98_008486 [Chlorella vulgaris]
OG0004132	PCFQ01000020.1 g878 [Chlorella sp. A99]	KAI3433410.1 hypothetical protein D9Q98_003226 [Chlorella vulgaris]
OG0004133	PCFQ01000020.1 g887 [Chlorella sp. A99]	KAI3426356.1 hypothetical protein D9Q98_008728 [Chlorella vulgaris]
OG0004134	PCFQ01000020.1 g894 [Chlorella sp. A99]	KAI3426371.1 hypothetical protein D9Q98_008743 [Chlorella vulgaris]
OG0004135	PCFQ01000020.1 g939 [Chlorella sp. A99], PCFQ01000020.1 g938 [Chlorella sp. A99]	KAI3429408.1 hypothetical protein D9Q98_005503 [Chlorella vulgaris]
OG0004136	PCFQ01000001.1 g1004 [Chlorella sp. A99]	KAI3425316.1 hypothetical protein D9Q98_009081 [Chlorella vulgaris]
OG0004137	PCFQ01000003.1 g1060 [Chlorella sp. A99]	KAI3436177.1 hypothetical protein D9Q98_002232 [Chlorella vulgaris]
OG0004138	PCFQ01000003.1 g1072 [Chlorella sp. A99]	KAI3431613.1 hypothetical protein D9Q98_004662 [Chlorella vulgaris]
OG0004139	PCFQ01000008.1 g1103 [Chlorella sp. A99]	KAI3428796.1 hypothetical protein D9Q98_007615 [Chlorella vulgaris]
OG0004140	PCFQ01000008.1 g1150 [Chlorella sp. A99]	KAI3428225.1 hypothetical protein D9Q98_006605 [Chlorella vulgaris]
OG0004141	PCFQ01000007.1 g1185 [Chlorella sp. A99]	KAI3437766.1 hypothetical protein D9Q98_000213 [Chlorella vulgaris]
OG0004142	PCFQ01000007.1 g1214 [Chlorella sp. A99]	KAI3437701.1 hypothetical protein D9Q98_000150 [Chlorella vulgaris]
OG0004143	PCFQ01000079.1 g1299 [Chlorella sp. A99]	KAI3432376.1 hypothetical protein D9Q98_003933 [Chlorella vulgaris]
OG0004144	PCFQ01000079.1 g1308 [Chlorella sp. A99]	KAI3424274.1 hypothetical protein D9Q98_009628 [Chlorella vulgaris]
OG0004145	PCFQ01000079.1 g1413 [Chlorella sp. A99]	KAI3430471.1 hypothetical protein D9Q98_005066 [Chlorella vulgaris]
OG0004146	PCFQ01000079.1 g1423 [Chlorella sp. A99]	KAI3430532.1 hypothetical protein D9Q98_005125 [Chlorella vulgaris]
OG0004147	PCFQ01000079.1 g1431 [Chlorella sp. A99]	KAI3430473.1 hypothetical protein D9Q98_005068 [Chlorella vulgaris], KAI3430472.1 hypothetical protein D9Q98_005067 [Chlorella vulgaris]
OG0004148	PCFQ01000079.1 g1505 [Chlorella sp. A99]	KAI3429636.1 hypothetical protein D9Q98_005722 [Chlorella vulgaris]
OG0004149	PCFQ01000079.1 g1511 [Chlorella sp. A99]	KAI3426484.1 hypothetical protein D9Q98_008850 [Chlorella vulgaris]
OG0004150	PCFQ01000079.1 g1532 [Chlorella sp. A99]	KAI3426094.1 hypothetical protein D9Q98_008062 [Chlorella vulgaris]
OG0004151	PCFQ01000079.1 g1534 [Chlorella sp. A99]	KAI3426074.1 hypothetical protein D9Q98_008042 [Chlorella vulgaris]
OG0004152	PCFQ01000081.1 g1549 [Chlorella sp. A99]	KAI3438045.1 hypothetical protein D9Q98_000488 [Chlorella vulgaris]
OG0004153	PCFQ01000077.1 g1735 [Chlorella sp. A99], PCFQ01000081.1 g1560 [Chlorella sp. A99]	KAI3431342.1 hypothetical protein D9Q98_004399 [Chlorella vulgaris], KAI3438937.1 hypothetical protein D9Q98_001351 [Chlorella vulgaris]
OG0004154	PCFQ01000081.1 g1584 [Chlorella sp. A99]	KAI3428703.1 hypothetical protein D9Q98_007527 [Chlorella vulgaris]
OG0004155	PCFQ01000081.1 g1614 [Chlorella sp. A99]	KAI3437960.1 hypothetical protein D9Q98_000404 [Chlorella vulgaris]
OG0004156	PCFQ01000081.1 g1630 [Chlorella sp. A99]	KAI3437840.1 hypothetical protein D9Q98_000286 [Chlorella vulgaris]
OG0004157	PCFQ01000009.1 g1671 [Chlorella sp. A99]	KAI3438082.1 hypothetical protein D9Q98_000524 [Chlorella vulgaris]
OG0004158	PCFQ01000009.1 g1672 [Chlorella sp. A99]	KAI3436867.1 hypothetical protein D9Q98_006277 [Chlorella vulgaris]
OG0004159	PCFQ01000009.1 g1694 [Chlorella sp. A99]	KAI3437975.1 hypothetical protein D9Q98_000419 [Chlorella vulgaris]
OG0004160	PCFQ01000009.1 g1715 [Chlorella sp. A99]	KAI3424921.1 hypothetical protein D9Q98_008305 [Chlorella vulgaris]
OG0004161	PCFQ01000019.1 g1792 [Chlorella sp. A99]	KAI3430464.1 hypothetical protein D9Q98_005059 [Chlorella vulgaris]
OG0004162	PCFQ01000019.1 g1801 [Chlorella sp. A99]	KAI3436008.1 hypothetical protein D9Q98_002065 [Chlorella vulgaris]
OG0004163	PCFQ01000019.1 g1814 [Chlorella sp. A99]	KAI3426111.1 hypothetical protein D9Q98_008490 [Chlorella vulgaris]
OG0004164	PCFQ01000012.1 g1830 [Chlorella sp. A99]	KAI3425298.1 hypothetical protein D9Q98_009064 [Chlorella vulgaris]
OG0004165	PCFQ01000012.1 g1845 [Chlorella sp. A99]	KAI3425252.1 hypothetical protein D9Q98_009020 [Chlorella vulgaris]
OG0004166	PCFQ01000075.1 g1928 [Chlorella sp. A99]	KAI3434644.1 hypothetical protein D9Q98_002709 [Chlorella vulgaris]
OG0004167	PCFQ01000075.1 g1939 [Chlorella sp. A99]	KAI3432368.1 hypothetical protein D9Q98_003925 [Chlorella vulgaris]
OG0004168	PCFQ01000078.1 g1992 [Chlorella sp. A99]	KAI3435587.1 hypothetical protein D9Q98_001652 [Chlorella vulgaris]
