Orthogroup	Chlorella_A99	Auxenochlorella_protothecoides
OG0002774	PCFQ01000011.1 g2811 [Chlorella sp. A99]	RMZ54919.1 hypothetical protein APUTEX25_000436_ partial [Auxenochlorella protothecoides]
OG0002775	PCFQ01000082.1 g602 [Chlorella sp. A99]	RMZ54921.1 hypothetical protein APUTEX25_000438 [Auxenochlorella protothecoides]
OG0002776	PCFQ01000011.1 g2877 [Chlorella sp. A99]	RMZ54930.1 hypothetical protein APUTEX25_000447 [Auxenochlorella protothecoides]
OG0002777	PCFQ01000079.1 g1528 [Chlorella sp. A99]	RMZ54931.1 hypothetical protein APUTEX25_000448 [Auxenochlorella protothecoides]
OG0002778	PCFQ01000002.1 g720 [Chlorella sp. A99]	RMZ54944.1 hypothetical protein APUTEX25_000461 [Auxenochlorella protothecoides]
OG0002779	PCFQ01000078.1 g2072 [Chlorella sp. A99]	RMZ54957.1 hypothetical protein APUTEX25_000474_ partial [Auxenochlorella protothecoides]
OG0002782	PCFQ01000015.1 g3060 [Chlorella sp. A99]	RMZ54976.1 hypothetical protein APUTEX25_000493 [Auxenochlorella protothecoides]
OG0002783	PCFQ01000077.1 g1753 [Chlorella sp. A99]	RMZ54979.1 hypothetical protein APUTEX25_000496_ partial [Auxenochlorella protothecoides]
OG0002785	PCFQ01000005.1 g770 [Chlorella sp. A99]	RMZ54994.1 hypothetical protein APUTEX25_000511 [Auxenochlorella protothecoides]
OG0002787	PCFQ01000005.1 g767 [Chlorella sp. A99]	RMZ55005.1 hypothetical protein APUTEX25_000522 [Auxenochlorella protothecoides]
OG0002788	PCFQ01000078.1 g2133 [Chlorella sp. A99]	RMZ55018.1 hypothetical protein APUTEX25_005644 [Auxenochlorella protothecoides]
OG0002789	PCFQ01000078.1 g2143 [Chlorella sp. A99]	RMZ55019.1 hypothetical protein APUTEX25_005645 [Auxenochlorella protothecoides]
OG0002792	PCFQ01000078.1 g2130 [Chlorella sp. A99]	RMZ55062.1 hypothetical protein APUTEX25_005688_ partial [Auxenochlorella protothecoides]
OG0002794	PCFQ01000079.1 g1416 [Chlorella sp. A99]	RMZ55067.1 hypothetical protein APUTEX25_005693 [Auxenochlorella protothecoides]
OG0002795	PCFQ01000020.1 g940 [Chlorella sp. A99]	RMZ55068.1 hypothetical protein APUTEX25_005694_ partial [Auxenochlorella protothecoides]
OG0002796	PCFQ01000040.1 g2302 [Chlorella sp. A99]	RMZ55076.1 hypothetical protein APUTEX25_005702 [Auxenochlorella protothecoides]
OG0002798	PCFQ01000023.1 g2226 [Chlorella sp. A99]	RMZ55091.1 hypothetical protein APUTEX25_005717 [Auxenochlorella protothecoides]
OG0002799	PCFQ01000079.1 g1399 [Chlorella sp. A99]	RMZ55098.1 hypothetical protein APUTEX25_005724 [Auxenochlorella protothecoides]
OG0002800	PCFQ01000078.1 g2103 [Chlorella sp. A99]	RMZ55115.1 hypothetical protein APUTEX25_005393 [Auxenochlorella protothecoides]
OG0002801	PCFQ01000006.1 g3156 [Chlorella sp. A99]	RMZ55117.1 hypothetical protein APUTEX25_005395 [Auxenochlorella protothecoides]
OG0002802	PCFQ01000015.1 g2987 [Chlorella sp. A99]	RMZ55124.1 hypothetical protein APUTEX25_005402 [Auxenochlorella protothecoides]
OG0002803	PCFQ01000046.1 g1847 [Chlorella sp. A99]	RMZ55127.1 hypothetical protein APUTEX25_005405 [Auxenochlorella protothecoides]
OG0002804	PCFQ01000006.1 g3180 [Chlorella sp. A99]	RMZ55135.1 hypothetical protein APUTEX25_005413_ partial [Auxenochlorella protothecoides]
OG0002805	PCFQ01000082.1 g523 [Chlorella sp. A99]	RMZ55140.1 hypothetical protein APUTEX25_005418 [Auxenochlorella protothecoides]
OG0002807	PCFQ01000006.1 g3178 [Chlorella sp. A99]	RMZ55165.1 hypothetical protein APUTEX25_005443 [Auxenochlorella protothecoides]
OG0002808	PCFQ01000058.1 g215 [Chlorella sp. A99]	RMZ55167.1 hypothetical protein APUTEX25_005445_ partial [Auxenochlorella protothecoides]
OG0002809	PCFQ01000006.1 g3163 [Chlorella sp. A99]	RMZ55170.1 hypothetical protein APUTEX25_005448 [Auxenochlorella protothecoides]
OG0002811	PCFQ01000058.1 g217 [Chlorella sp. A99]	RMZ55180.1 hypothetical protein APUTEX25_005458_ partial [Auxenochlorella protothecoides]
OG0002813	PCFQ01000006.1 g3185 [Chlorella sp. A99]	RMZ55199.1 hypothetical protein APUTEX25_005477_ partial [Auxenochlorella protothecoides]
OG0002814	PCFQ01000079.1 g1247 [Chlorella sp. A99]	RMZ55204.1 hypothetical protein APUTEX25_005482_ partial [Auxenochlorella protothecoides]
OG0002816	PCFQ01000058.1 g225 [Chlorella sp. A99]	RMZ55225.1 hypothetical protein APUTEX25_005503 [Auxenochlorella protothecoides]
OG0002817	PCFQ01000058.1 g222 [Chlorella sp. A99]	RMZ55229.1 hypothetical protein APUTEX25_005507 [Auxenochlorella protothecoides]
OG0002821	PCFQ01000058.1 g227 [Chlorella sp. A99]	RMZ55243.1 hypothetical protein APUTEX25_005521_ partial [Auxenochlorella protothecoides]
OG0002823	PCFQ01000006.1 g3176 [Chlorella sp. A99]	RMZ55258.1 hypothetical protein APUTEX25_005536_ partial [Auxenochlorella protothecoides]
OG0002824	PCFQ01000058.1 g224 [Chlorella sp. A99]	RMZ55261.1 hypothetical protein APUTEX25_005539_ partial [Auxenochlorella protothecoides]
OG0002826	PCFQ01000073.1 g1971 [Chlorella sp. A99]	RMZ55276.1 hypothetical protein APUTEX25_005554 [Auxenochlorella protothecoides]
OG0002828	PCFQ01000081.1 g1545 [Chlorella sp. A99]	RMZ55304.1 hypothetical protein APUTEX25_003442 [Auxenochlorella protothecoides]
OG0002830	PCFQ01000081.1 g1543 [Chlorella sp. A99]	RMZ55313.1 hypothetical protein APUTEX25_003451_ partial [Auxenochlorella protothecoides]
OG0002832	PCFQ01000009.1 g1673 [Chlorella sp. A99]	RMZ55315.1 hypothetical protein APUTEX25_003453 [Auxenochlorella protothecoides]
OG0002833	PCFQ01000010.1 g348 [Chlorella sp. A99]	RMZ57727.1 hypothetical protein APUTEX25_004606_ partial [Auxenochlorella protothecoides], RMZ55318.1 hypothetical protein APUTEX25_003456 [Auxenochlorella protothecoides]
OG0002835	PCFQ01000081.1 g1544 [Chlorella sp. A99]	RMZ55323.1 hypothetical protein APUTEX25_003461 [Auxenochlorella protothecoides]
OG0002837	PCFQ01000081.1 g1536 [Chlorella sp. A99]	RMZ55337.1 hypothetical protein APUTEX25_003475_ partial [Auxenochlorella protothecoides]
OG0002840	PCFQ01000004.1 g2608 [Chlorella sp. A99]	RMZ55351.1 hypothetical protein APUTEX25_002209_ partial [Auxenochlorella protothecoides]
OG0002843	PCFQ01000058.1 g281 [Chlorella sp. A99]	RMZ55387.1 hypothetical protein APUTEX25_003511 [Auxenochlorella protothecoides]
OG0002844	PCFQ01000077.1 g1785 [Chlorella sp. A99]	RMZ55389.1 hypothetical protein APUTEX25_003513 [Auxenochlorella protothecoides]
OG0002845	PCFQ01000077.1 g1774 [Chlorella sp. A99]	RMZ55395.1 hypothetical protein APUTEX25_003519 [Auxenochlorella protothecoides]
OG0002846	PCFQ01000020.1 g877 [Chlorella sp. A99]	RMZ55398.1 hypothetical protein APUTEX25_003522 [Auxenochlorella protothecoides]
OG0002847	PCFQ01000058.1 g287 [Chlorella sp. A99]	RMZ55405.1 hypothetical protein APUTEX25_003529_ partial [Auxenochlorella protothecoides]
OG0002848	PCFQ01000046.1 g1864 [Chlorella sp. A99]	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]
OG0002849	PCFQ01000008.1 g1111 [Chlorella sp. A99]	RMZ55409.1 hypothetical protein APUTEX25_003533 [Auxenochlorella protothecoides]
OG0002856	PCFQ01000078.1 g2014 [Chlorella sp. A99]	RMZ55443.1 hypothetical protein APUTEX25_003567 [Auxenochlorella protothecoides]
OG0002857	PCFQ01000010.1 g305 [Chlorella sp. A99]	RMZ55447.1 hypothetical protein APUTEX25_003571_ partial [Auxenochlorella protothecoides]
OG0002858	PCFQ01000046.1 g1863 [Chlorella sp. A99]	RMZ55451.1 hypothetical protein APUTEX25_003575 [Auxenochlorella protothecoides]
OG0002860	PCFQ01000079.1 g1438 [Chlorella sp. A99]	RMZ55495.1 hypothetical protein APUTEX25_000078_ partial [Auxenochlorella protothecoides]
OG0002861	PCFQ01000015.1 g2942 [Chlorella sp. A99]	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]
OG0002862	PCFQ01000079.1 g1333 [Chlorella sp. A99]	RMZ55504.1 hypothetical protein APUTEX25_000087 [Auxenochlorella protothecoides]
OG0002863	PCFQ01000037.1 g2355 [Chlorella sp. A99]	RMZ55510.1 hypothetical protein APUTEX25_000093 [Auxenochlorella protothecoides]
OG0002864	PCFQ01000079.1 g1359 [Chlorella sp. A99]	RMZ55514.1 hypothetical protein APUTEX25_000097 [Auxenochlorella protothecoides]
OG0002865	PCFQ01000079.1 g1449 [Chlorella sp. A99]	RMZ55520.1 hypothetical protein APUTEX25_000103_ partial [Auxenochlorella protothecoides]
OG0002866	PCFQ01000004.1 g2690 [Chlorella sp. A99]	RMZ55534.1 hypothetical protein APUTEX25_000117 [Auxenochlorella protothecoides]
OG0002868	PCFQ01000079.1 g1380 [Chlorella sp. A99]	RMZ55560.1 hypothetical protein APUTEX25_000143 [Auxenochlorella protothecoides]
OG0002869	PCFQ01000079.1 g1457 [Chlorella sp. A99]	RMZ55574.1 hypothetical protein APUTEX25_000157 [Auxenochlorella protothecoides]
OG0002870	PCFQ01000078.1 g2198 [Chlorella sp. A99]	RMZ55576.1 hypothetical protein APUTEX25_000159 [Auxenochlorella protothecoides]
OG0002873	PCFQ01000079.1 g1478 [Chlorella sp. A99]	RMZ55589.1 hypothetical protein APUTEX25_000172_ partial [Auxenochlorella protothecoides]
OG0002874	PCFQ01000078.1 g2197 [Chlorella sp. A99]	RMZ55607.1 hypothetical protein APUTEX25_000190 [Auxenochlorella protothecoides]
OG0002875	PCFQ01000011.1 g2868 [Chlorella sp. A99]	RMZ55622.1 hypothetical protein APUTEX25_000205_ partial [Auxenochlorella protothecoides]
OG0002880	PCFQ01000079.1 g1368 [Chlorella sp. A99]	RMZ55657.1 hypothetical protein APUTEX25_000240_ partial [Auxenochlorella protothecoides]
OG0002882	PCFQ01000037.1 g2529 [Chlorella sp. A99]	RMZ55691.1 hypothetical protein APUTEX25_005732 [Auxenochlorella protothecoides]
OG0002886	PCFQ01000007.1 g1193 [Chlorella sp. A99]	RMZ55729.1 hypothetical protein APUTEX25_005770 [Auxenochlorella protothecoides]
OG0002887	PCFQ01000082.1 g496 [Chlorella sp. A99]	RMZ55730.1 hypothetical protein APUTEX25_005771_ partial [Auxenochlorella protothecoides]
OG0002888	PCFQ01000082.1 g575 [Chlorella sp. A99]	RMZ55733.1 hypothetical protein APUTEX25_005774 [Auxenochlorella protothecoides]
OG0002891	PCFQ01000020.1 g932 [Chlorella sp. A99]	RMZ55751.1 hypothetical protein APUTEX25_005792 [Auxenochlorella protothecoides]
OG0002892	PCFQ01000082.1 g564 [Chlorella sp. A99]	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]
OG0002893	PCFQ01000007.1 g1194 [Chlorella sp. A99]	RMZ55768.1 hypothetical protein APUTEX25_005809 [Auxenochlorella protothecoides]
OG0002896	PCFQ01000037.1 g2530 [Chlorella sp. A99]	RMZ55787.1 hypothetical protein APUTEX25_005828 [Auxenochlorella protothecoides]
OG0002898	PCFQ01000006.1 g3152 [Chlorella sp. A99]	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]
OG0002904	PCFQ01000010.1 g333 [Chlorella sp. A99]	RMZ55841.1 hypothetical protein APUTEX25_003807 [Auxenochlorella protothecoides]
OG0002905	PCFQ01000010.1 g328 [Chlorella sp. A99]	RMZ55845.1 hypothetical protein APUTEX25_003811 [Auxenochlorella protothecoides]
OG0002908	PCFQ01000001.1 g999 [Chlorella sp. A99]	RMZ55862.1 hypothetical protein APUTEX25_003828 [Auxenochlorella protothecoides]
OG0002911	PCFQ01000004.1 g2715 [Chlorella sp. A99]	RMZ55886.1 hypothetical protein APUTEX25_003852 [Auxenochlorella protothecoides]
OG0002912	PCFQ01000010.1 g325 [Chlorella sp. A99]	RMZ55887.1 hypothetical protein APUTEX25_003853 [Auxenochlorella protothecoides]
OG0002913	PCFQ01000005.1 g816 [Chlorella sp. A99]	RMZ55916.1 hypothetical protein APUTEX25_004340_ partial [Auxenochlorella protothecoides]
OG0002914	PCFQ01000008.1 g1118 [Chlorella sp. A99]	RMZ55925.1 hypothetical protein APUTEX25_004349 [Auxenochlorella protothecoides]
OG0002917	PCFQ01000015.1 g3048 [Chlorella sp. A99]	RMZ55943.1 hypothetical protein APUTEX25_004367 [Auxenochlorella protothecoides]
OG0002920	PCFQ01000004.1 g2585 [Chlorella sp. A99]	RMZ55957.1 hypothetical protein APUTEX25_004381 [Auxenochlorella protothecoides]
OG0002921	PCFQ01000082.1 g522 [Chlorella sp. A99]	RMZ55964.1 hypothetical protein APUTEX25_004388 [Auxenochlorella protothecoides]
OG0002922	PCFQ01000079.1 g1294 [Chlorella sp. A99]	RMZ55970.1 hypothetical protein APUTEX25_004394_ partial [Auxenochlorella protothecoides]
OG0002923	PCFQ01000004.1 g2584 [Chlorella sp. A99]	RMZ55972.1 hypothetical protein APUTEX25_004396 [Auxenochlorella protothecoides]
OG0002924	PCFQ01000008.1 g1106 [Chlorella sp. A99]	RMZ55976.1 hypothetical protein APUTEX25_004400_ partial [Auxenochlorella protothecoides]
OG0002925	PCFQ01000079.1 g1516 [Chlorella sp. A99]	RMZ55981.1 hypothetical protein APUTEX25_004405 [Auxenochlorella protothecoides]
OG0002927	PCFQ01000082.1 g524 [Chlorella sp. A99]	RMZ55988.1 hypothetical protein APUTEX25_004412 [Auxenochlorella protothecoides]
OG0002929	PCFQ01000005.1 g822 [Chlorella sp. A99]	RMZ55993.1 hypothetical protein APUTEX25_004417_ partial [Auxenochlorella protothecoides]
OG0002930	PCFQ01000082.1 g540 [Chlorella sp. A99]	RMZ55996.1 hypothetical protein APUTEX25_004420_ partial [Auxenochlorella protothecoides]
OG0002931	PCFQ01000004.1 g2622 [Chlorella sp. A99]	RMZ56001.1 hypothetical protein APUTEX25_004425_ partial [Auxenochlorella protothecoides]
OG0002932	PCFQ01000008.1 g1113 [Chlorella sp. A99]	RMZ56008.1 hypothetical protein APUTEX25_004432 [Auxenochlorella protothecoides]
OG0002933	PCFQ01000008.1 g1120 [Chlorella sp. A99]	RMZ56011.1 hypothetical protein APUTEX25_004435 [Auxenochlorella protothecoides]
OG0002935	PCFQ01000004.1 g2625 [Chlorella sp. A99]	RMZ56032.1 hypothetical protein APUTEX25_004456 [Auxenochlorella protothecoides]
OG0002936	PCFQ01000016.1 g2269 [Chlorella sp. A99]	RMZ56033.1 hypothetical protein APUTEX25_004457 [Auxenochlorella protothecoides]
OG0002939	PCFQ01000058.1 g122 [Chlorella sp. A99]	RMZ56047.1 hypothetical protein APUTEX25_004471 [Auxenochlorella protothecoides]
OG0002941	PCFQ01000082.1 g529 [Chlorella sp. A99]	RMZ56051.1 hypothetical protein APUTEX25_004475 [Auxenochlorella protothecoides]
OG0002942	PCFQ01000037.1 g2364 [Chlorella sp. A99]	RMZ56056.1 hypothetical protein APUTEX25_004480_ partial [Auxenochlorella protothecoides]
OG0002943	PCFQ01000058.1 g101 [Chlorella sp. A99]	RMZ56064.1 hypothetical protein APUTEX25_004488_ partial [Auxenochlorella protothecoides]
OG0002944	PCFQ01000015.1 g2992 [Chlorella sp. A99]	RMZ56071.1 hypothetical protein APUTEX25_004495_ partial [Auxenochlorella protothecoides]
OG0002947	PCFQ01000058.1 g189 [Chlorella sp. A99]	RMZ56084.1 hypothetical protein APUTEX25_004508_ partial [Auxenochlorella protothecoides]
OG0002950	PCFQ01000005.1 g819 [Chlorella sp. A99]	RMZ56099.1 hypothetical protein APUTEX25_004523 [Auxenochlorella protothecoides]
OG0002953	PCFQ01000005.1 g821 [Chlorella sp. A99]	RMZ56122.1 hypothetical protein APUTEX25_004546_ partial [Auxenochlorella protothecoides]
OG0002954	PCFQ01000011.1 g2737 [Chlorella sp. A99]	RMZ56126.1 hypothetical protein APUTEX25_004550 [Auxenochlorella protothecoides]
OG0002955	PCFQ01000011.1 g2750 [Chlorella sp. A99]	RMZ56136.1 hypothetical protein APUTEX25_004560 [Auxenochlorella protothecoides]
OG0002956	PCFQ01000058.1 g90 [Chlorella sp. A99]	RMZ56141.1 hypothetical protein APUTEX25_004565_ partial [Auxenochlorella protothecoides]
OG0002959	PCFQ01000014.1 g1884 [Chlorella sp. A99]	RMZ56188.1 hypothetical protein APUTEX25_002378 [Auxenochlorella protothecoides]
OG0002960	PCFQ01000079.1 g1265 [Chlorella sp. A99]	RMZ56209.1 hypothetical protein APUTEX25_002399 [Auxenochlorella protothecoides]
OG0002961	PCFQ01000009.1 g1716 [Chlorella sp. A99]	RMZ56214.1 hypothetical protein APUTEX25_002404 [Auxenochlorella protothecoides]
OG0002965	PCFQ01000002.1 g712 [Chlorella sp. A99]	RMZ56248.1 hypothetical protein APUTEX25_002438 [Auxenochlorella protothecoides]
OG0002969	PCFQ01000037.1 g2535 [Chlorella sp. A99]	RMZ56266.1 hypothetical protein APUTEX25_002456 [Auxenochlorella protothecoides]
OG0002970	PCFQ01000015.1 g3039 [Chlorella sp. A99]	RMZ56298.1 hypothetical protein APUTEX25_000537 [Auxenochlorella protothecoides]
OG0002972	PCFQ01000015.1 g3032 [Chlorella sp. A99]	RMZ56316.1 hypothetical protein APUTEX25_000555_ partial [Auxenochlorella protothecoides]
OG0002974	PCFQ01000075.1 g1915 [Chlorella sp. A99]	RMZ56337.1 hypothetical protein APUTEX25_004694_ partial [Auxenochlorella protothecoides]
OG0002975	PCFQ01000008.1 g1095 [Chlorella sp. A99]	RMZ56339.1 hypothetical protein APUTEX25_004696 [Auxenochlorella protothecoides]
OG0002977	PCFQ01000058.1 g174 [Chlorella sp. A99], PCFQ01000058.1 g173 [Chlorella sp. A99]	RMZ56347.1 hypothetical protein APUTEX25_004704 [Auxenochlorella protothecoides]
OG0002979	PCFQ01000075.1 g1913 [Chlorella sp. A99]	RMZ56353.1 hypothetical protein APUTEX25_004710_ partial [Auxenochlorella protothecoides]
OG0002980	PCFQ01000075.1 g1916 [Chlorella sp. A99]	RMZ56363.1 hypothetical protein APUTEX25_004720 [Auxenochlorella protothecoides]
OG0002982	PCFQ01000079.1 g1371 [Chlorella sp. A99]	RMZ56369.1 hypothetical protein APUTEX25_004726 [Auxenochlorella protothecoides]
OG0002983	PCFQ01000075.1 g1910 [Chlorella sp. A99]	RMZ56370.1 hypothetical protein APUTEX25_004727 [Auxenochlorella protothecoides]
OG0002985	PCFQ01000008.1 g1161 [Chlorella sp. A99]	RMZ56399.1 hypothetical protein APUTEX25_004622 [Auxenochlorella protothecoides]
OG0002986	PCFQ01000008.1 g1166 [Chlorella sp. A99]	RMZ56403.1 hypothetical protein APUTEX25_004626 [Auxenochlorella protothecoides]
OG0002987	PCFQ01000078.1 g2109 [Chlorella sp. A99]	RMZ56413.1 hypothetical protein APUTEX25_004636_ partial [Auxenochlorella protothecoides]
OG0002990	PCFQ01000008.1 g1159 [Chlorella sp. A99]	RMZ56432.1 hypothetical protein APUTEX25_004655 [Auxenochlorella protothecoides]
OG0002991	PCFQ01000008.1 g1124 [Chlorella sp. A99]	RMZ56433.1 hypothetical protein APUTEX25_004656 [Auxenochlorella protothecoides]
OG0002992	PCFQ01000008.1 g1122 [Chlorella sp. A99]	RMZ56454.1 hypothetical protein APUTEX25_004677 [Auxenochlorella protothecoides]
OG0002995	PCFQ01000018.1 g403 [Chlorella sp. A99]	RMZ56473.1 hypothetical protein APUTEX25_001320 [Auxenochlorella protothecoides]
OG0002999	PCFQ01000010.1 g354 [Chlorella sp. A99]	RMZ56485.1 hypothetical protein APUTEX25_001332_ partial [Auxenochlorella protothecoides]
OG0003001	PCFQ01000015.1 g3067 [Chlorella sp. A99]	RMZ56494.1 hypothetical protein APUTEX25_001341 [Auxenochlorella protothecoides]
OG0003002	PCFQ01000079.1 g1405 [Chlorella sp. A99]	RMZ56496.1 hypothetical protein APUTEX25_001343 [Auxenochlorella protothecoides]
OG0003003	PCFQ01000018.1 g419 [Chlorella sp. A99]	RMZ56497.1 hypothetical protein APUTEX25_001344_ partial [Auxenochlorella protothecoides]
OG0003004	PCFQ01000006.1 g3196 [Chlorella sp. A99]	RMZ56502.1 hypothetical protein APUTEX25_001349 [Auxenochlorella protothecoides]
OG0003005	PCFQ01000018.1 g474 [Chlorella sp. A99]	RMZ56505.1 hypothetical protein APUTEX25_001352 [Auxenochlorella protothecoides]
OG0003007	PCFQ01000079.1 g1283 [Chlorella sp. A99]	RMZ56525.1 hypothetical protein APUTEX25_001372 [Auxenochlorella protothecoides]
OG0003008	PCFQ01000018.1 g401 [Chlorella sp. A99]	RMZ56529.1 hypothetical protein APUTEX25_001376 [Auxenochlorella protothecoides]
OG0003011	PCFQ01000081.1 g1621 [Chlorella sp. A99]	RMZ56538.1 hypothetical protein APUTEX25_001385 [Auxenochlorella protothecoides]
OG0003013	PCFQ01000079.1 g1393 [Chlorella sp. A99]	RMZ56548.1 hypothetical protein APUTEX25_001395 [Auxenochlorella protothecoides]
OG0003016	PCFQ01000079.1 g1286 [Chlorella sp. A99]	RMZ56560.1 hypothetical protein APUTEX25_001407 [Auxenochlorella protothecoides]
OG0003017	PCFQ01000018.1 g470 [Chlorella sp. A99]	RMZ56562.1 hypothetical protein APUTEX25_001409 [Auxenochlorella protothecoides]
OG0003018	PCFQ01000018.1 g391 [Chlorella sp. A99]	RMZ56574.1 hypothetical protein APUTEX25_001421_ partial [Auxenochlorella protothecoides]
OG0003019	PCFQ01000081.1 g1602 [Chlorella sp. A99]	RMZ56600.1 hypothetical protein APUTEX25_004764 [Auxenochlorella protothecoides]
OG0003020	PCFQ01000006.1 g3144 [Chlorella sp. A99]	RMZ56630.1 hypothetical protein APUTEX25_002719 [Auxenochlorella protothecoides]
OG0003021	PCFQ01000078.1 g2070 [Chlorella sp. A99]	RMZ56631.1 hypothetical protein APUTEX25_002720 [Auxenochlorella protothecoides]
OG0003023	PCFQ01000082.1 g595 [Chlorella sp. A99]	RMZ56635.1 hypothetical protein APUTEX25_002724 [Auxenochlorella protothecoides]
OG0003024	PCFQ01000078.1 g2067 [Chlorella sp. A99]	RMZ56643.1 hypothetical protein APUTEX25_002732 [Auxenochlorella protothecoides]
OG0003025	PCFQ01000002.1 g744 [Chlorella sp. A99]	RMZ56646.1 hypothetical protein APUTEX25_002735 [Auxenochlorella protothecoides]
OG0003027	PCFQ01000082.1 g516 [Chlorella sp. A99]	RMZ56654.1 hypothetical protein APUTEX25_002743 [Auxenochlorella protothecoides]
OG0003028	PCFQ01000082.1 g519 [Chlorella sp. A99]	RMZ56672.1 hypothetical protein APUTEX25_002761_ partial [Auxenochlorella protothecoides]
OG0003029	PCFQ01000006.1 g3101 [Chlorella sp. A99]	RMZ56681.1 hypothetical protein APUTEX25_002770 [Auxenochlorella protothecoides]
OG0003030	PCFQ01000008.1 g1089 [Chlorella sp. A99]	RMZ56682.1 hypothetical protein APUTEX25_002771 [Auxenochlorella protothecoides]
OG0003031	PCFQ01000002.1 g699 [Chlorella sp. A99]	RMZ56683.1 hypothetical protein APUTEX25_002772_ partial [Auxenochlorella protothecoides]
OG0003033	PCFQ01000020.1 g883 [Chlorella sp. A99]	RMZ56688.1 hypothetical protein APUTEX25_002777_ partial [Auxenochlorella protothecoides]
OG0003034	PCFQ01000018.1 g462 [Chlorella sp. A99], PCFQ01000037.1 g2345 [Chlorella sp. A99]	RMZ56705.1 hypothetical protein APUTEX25_002794 [Auxenochlorella protothecoides]
OG0003035	PCFQ01000037.1 g2410 [Chlorella sp. A99]	RMZ56707.1 hypothetical protein APUTEX25_002796 [Auxenochlorella protothecoides]
OG0003037	PCFQ01000078.1 g2076 [Chlorella sp. A99]	RMZ56715.1 hypothetical protein APUTEX25_002804 [Auxenochlorella protothecoides]
OG0003038	PCFQ01000037.1 g2409 [Chlorella sp. A99]	RMZ56716.1 hypothetical protein APUTEX25_002805 [Auxenochlorella protothecoides]
OG0003040	PCFQ01000008.1 g1086 [Chlorella sp. A99]	RMZ56744.1 hypothetical protein APUTEX25_002833_ partial [Auxenochlorella protothecoides]
OG0003043	PCFQ01000082.1 g518 [Chlorella sp. A99]	RMZ56783.1 hypothetical protein APUTEX25_002872 [Auxenochlorella protothecoides]
OG0003044	PCFQ01000078.1 g2063 [Chlorella sp. A99]	RMZ56788.1 hypothetical protein APUTEX25_002877 [Auxenochlorella protothecoides]
OG0003048	PCFQ01000008.1 g1087 [Chlorella sp. A99]	RMZ56817.1 hypothetical protein APUTEX25_002906 [Auxenochlorella protothecoides]
OG0003052	PCFQ01000018.1 g463 [Chlorella sp. A99]	RMZ56832.1 hypothetical protein APUTEX25_002921 [Auxenochlorella protothecoides]
OG0003053	PCFQ01000079.1 g1309 [Chlorella sp. A99]	RMZ56833.1 hypothetical protein APUTEX25_002922_ partial [Auxenochlorella protothecoides]
OG0003054	PCFQ01000011.1 g2801 [Chlorella sp. A99]	RMZ56839.1 hypothetical protein APUTEX25_002928 [Auxenochlorella protothecoides]
OG0003056	PCFQ01000006.1 g3139 [Chlorella sp. A99]	RMZ56845.1 hypothetical protein APUTEX25_002934 [Auxenochlorella protothecoides]
OG0003057	PCFQ01000008.1 g1085 [Chlorella sp. A99]	RMZ56853.1 hypothetical protein APUTEX25_002942 [Auxenochlorella protothecoides]
OG0003058	PCFQ01000037.1 g2406 [Chlorella sp. A99]	RMZ56862.1 hypothetical protein APUTEX25_002951_ partial [Auxenochlorella protothecoides]
OG0003065	PCFQ01000079.1 g1531 [Chlorella sp. A99]	RMZ56926.1 hypothetical protein APUTEX25_004988 [Auxenochlorella protothecoides]
OG0003066	PCFQ01000011.1 g2782 [Chlorella sp. A99]	RMZ56927.1 hypothetical protein APUTEX25_004989 [Auxenochlorella protothecoides]
OG0003067	PCFQ01000058.1 g201 [Chlorella sp. A99]	RMZ56941.1 hypothetical protein APUTEX25_005003 [Auxenochlorella protothecoides]
OG0003069	PCFQ01000079.1 g1288 [Chlorella sp. A99]	RMZ56961.1 hypothetical protein APUTEX25_005023 [Auxenochlorella protothecoides]
OG0003070	PCFQ01000079.1 g1530 [Chlorella sp. A99]	RMZ56965.1 hypothetical protein APUTEX25_005027 [Auxenochlorella protothecoides]
OG0003071	PCFQ01000008.1 g1131 [Chlorella sp. A99]	RMZ56966.1 hypothetical protein APUTEX25_005028 [Auxenochlorella protothecoides]
OG0003072	PCFQ01000058.1 g165 [Chlorella sp. A99]	RMZ56970.1 hypothetical protein APUTEX25_005032_ partial [Auxenochlorella protothecoides]
OG0003073	PCFQ01000037.1 g2420 [Chlorella sp. A99]	RMZ56976.1 hypothetical protein APUTEX25_005038 [Auxenochlorella protothecoides]
OG0003075	PCFQ01000058.1 g183 [Chlorella sp. A99]	RMZ57023.1 hypothetical protein APUTEX25_002255_ partial [Auxenochlorella protothecoides]
OG0003076	PCFQ01000018.1 g453 [Chlorella sp. A99]	RMZ57024.1 hypothetical protein APUTEX25_002256 [Auxenochlorella protothecoides]
OG0003077	PCFQ01000006.1 g3149 [Chlorella sp. A99]	RMZ57027.1 hypothetical protein APUTEX25_002259_ partial [Auxenochlorella protothecoides]
OG0003078	PCFQ01000006.1 g3120 [Chlorella sp. A99]	RMZ57037.1 hypothetical protein APUTEX25_002269_ partial [Auxenochlorella protothecoides]
