Orthogroup	Scenedesmus_PABB004	Chlorella_A99
OG0002562	KAF8058916.1 rlmE [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1356 [Chlorella sp. A99]
OG0002564	KAF8062696.1 hypothetical protein HT031_004025 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1569 [Chlorella sp. A99]
OG0002565	KAF8065634.1 BUD31-like protein [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1554 [Chlorella sp. A99]
OG0002573	KAF8062960.1 hypothetical protein HT031_003799 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1070 [Chlorella sp. A99]
OG0002574	KAF8072990.1 POL2A [Scenedesmus sp. PABB004]	PCFQ01000002.1 g746 [Chlorella sp. A99]
OG0002577	KAF8059167.1 RPS4 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2789 [Chlorella sp. A99]
OG0002580	KAF8071093.1 ME6 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2904 [Chlorella sp. A99]
OG0002582	KAF8072638.1 hypothetical protein HT031_000298 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1259 [Chlorella sp. A99]
OG0002584	KAF8071051.1 KEA1 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1908 [Chlorella sp. A99]
OG0002586	KAF8057676.1 REV1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2911 [Chlorella sp. A99]
OG0002589	KAF8066217.1 Extracellular serine proteinase [Scenedesmus sp. PABB004]	PCFQ01000001.1 g951 [Chlorella sp. A99]
OG0002590	KAF8058069.1 PDH2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g1988 [Chlorella sp. A99]
OG0002592	KAF8058912.1 DRG3 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1595 [Chlorella sp. A99]
OG0002595	KAF8062799.1 MCSU3 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g388 [Chlorella sp. A99]
OG0002597	KAF8064551.1 Mccc2 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g630 [Chlorella sp. A99]
OG0002598	KAF8072370.1 ALDH10A8 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2605 [Chlorella sp. A99]
OG0002600	KAF8058873.1 XRCC2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2881 [Chlorella sp. A99]
OG0002602	KAF8073123.1 ravA [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2687 [Chlorella sp. A99]
OG0002603	KAF8068255.1 Mlh1 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1787 [Chlorella sp. A99]
OG0002609	KAF8072719.1 grpE [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2003 [Chlorella sp. A99]
OG0002614	KAF8062773.1 CCT5 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g722 [Chlorella sp. A99]
OG0002616	KAF8063767.1 long chain base biosynthesis protein 2d [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1492 [Chlorella sp. A99]
OG0002622	KAF8069478.1 RPS23 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1798 [Chlorella sp. A99]
OG0002623	KAF8072911.1 hypothetical protein HT031_000571 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1804 [Chlorella sp. A99]
OG0002626	KAF8058052.1 CPN60-2 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g924 [Chlorella sp. A99]
OG0002631	KAF8063092.1 Monodehydroascorbate reductase [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2339 [Chlorella sp. A99]
OG0002635	KAF8066181.1 LHCSR1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g446 [Chlorella sp. A99]
OG0002636	KAF8056015.1 SVR3 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1918 [Chlorella sp. A99]
OG0002637	KAF8068362.1 hypothetical protein HT031_002051 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g768 [Chlorella sp. A99]
OG0002642	KAF8056341.1 Enoyl-[acyl-carrier-protein] reductase [NADH] [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3351 [Chlorella sp. A99]
OG0002646	KAF8057622.1 Roc1a [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2120 [Chlorella sp. A99]
OG0002648	KAF8066183.1 itsn1 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g992 [Chlorella sp. A99]
OG0002649	KAF8069616.1 TL17 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g753 [Chlorella sp. A99]
OG0002651	KAF8063658.1 rps5 [Scenedesmus sp. PABB004]	PCFQ01000080.1 g1954 [Chlorella sp. A99]
OG0002652	KAF8060331.1 hypothetical protein HT031_004867 [Scenedesmus sp. PABB004]	PCFQ01000080.1 g1957 [Chlorella sp. A99]
OG0002658	KAF8063650.1 NPF8.5 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g756 [Chlorella sp. A99]
OG0002659	KAF8072609.1 ASNAP2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1325 [Chlorella sp. A99]
OG0002660	KAF8060103.1 hypothetical protein HT031_005042 [Scenedesmus sp. PABB004], KAF8069562.1 RANBP1C [Scenedesmus sp. PABB004]	PCFQ01000005.1 g755 [Chlorella sp. A99]
OG0002661	KAF8068347.1 hypothetical protein HT031_002036 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1391 [Chlorella sp. A99]
OG0002667	KAF8070920.1 Histidine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1469 [Chlorella sp. A99]
OG0002669	KAF8073141.1 OST1A [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1409 [Chlorella sp. A99]
OG0002672	KAF8056443.1 Napepld [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2395 [Chlorella sp. A99]
OG0002673	KAF8070930.1 RPL26A [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2218 [Chlorella sp. A99]
OG0002677	KAF8066396.1 Flad1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2211 [Chlorella sp. A99]
OG0002682	KAF8065853.1 PGLP2 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1067 [Chlorella sp. A99]
OG0002685	KAF8058083.1 osbI [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2020 [Chlorella sp. A99]
OG0002686	KAF8068383.1 CMP-sialic acid transporter 2 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g838 [Chlorella sp. A99]
OG0002687	KAF8060515.1 ribosome-binding factor A [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3296 [Chlorella sp. A99]
OG0002688	KAF8071232.1 Phenylalanine--tRNA ligase beta subunit [Scenedesmus sp. PABB004]	PCFQ01000053.1 g2549 [Chlorella sp. A99]
OG0002697	KAF8055111.1 TIM44-2 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3375 [Chlorella sp. A99]
OG0002701	KAF8061935.1 UTR5B [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1631 [Chlorella sp. A99]
OG0002702	KAF8067285.1 ACLB-1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2494 [Chlorella sp. A99]
OG0002703	KAF8056734.1 B3galt6 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g856 [Chlorella sp. A99]
OG0002704	KAF8064578.1 DDX1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3315 [Chlorella sp. A99]
OG0002706	KAF8055279.1 HTATIP2 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1230 [Chlorella sp. A99]
OG0002707	KAF8064500.1 MTN2 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1066 [Chlorella sp. A99]
OG0002713	KAF8060549.1 BRO1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1741 [Chlorella sp. A99]
OG0002715	KAF8065496.1 hypothetical protein HT031_003097 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1743 [Chlorella sp. A99]
OG0002719	KAF8058318.1 GINS4 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g267 [Chlorella sp. A99]
OG0002720	KAF8061924.1 VIP2 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1040 [Chlorella sp. A99]
OG0002721	KAF8068211.1 hypothetical protein HT031_001897 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g71 [Chlorella sp. A99]
OG0002722	KAF8061365.1 cmfB [Scenedesmus sp. PABB004]	PCFQ01000002.1 g703 [Chlorella sp. A99]
OG0002727	KAF8069500.1 hypothetical protein HT031_001616 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1148 [Chlorella sp. A99]
OG0002729	KAF8064543.1 PSL5 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g662 [Chlorella sp. A99]
OG0002731	KAF8072779.1 atad3-b [Scenedesmus sp. PABB004]	PCFQ01000002.1 g743 [Chlorella sp. A99]
OG0002734	KAF8056841.1 hypothetical protein HT031_006185 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g695 [Chlorella sp. A99]
OG0002735	KAF8067193.1 PBC1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1165 [Chlorella sp. A99]
OG0002736	KAF8058302.1 TOP3A [Scenedesmus sp. PABB004]	PCFQ01000002.1 g667 [Chlorella sp. A99]
OG0002741	KAF8066369.1 CCT4 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2882 [Chlorella sp. A99]
OG0002743	KAF8057146.1 ISA1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2013 [Chlorella sp. A99]
OG0002746	KAF8055985.1 haloacid dehalogenase-like hydrolase domain-containing protein [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2833 [Chlorella sp. A99]
OG0002750	KAF8065799.1 TAPT1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2104 [Chlorella sp. A99]
OG0002752	KAF8067424.1 PYD3 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2806 [Chlorella sp. A99]
OG0002753	KAF8061899.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g548 [Chlorella sp. A99]
OG0002754	KAF8055037.1 RFC2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2812 [Chlorella sp. A99]
OG0002756	KAF8056754.1 CWC21 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3124 [Chlorella sp. A99]
OG0002757	KAF8059724.1 CIB22 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1722 [Chlorella sp. A99]
OG0002761	KAF8072795.1 PYR5-6 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2158 [Chlorella sp. A99]
OG0002762	KAF8067404.1 ADI1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2805 [Chlorella sp. A99]
OG0002765	KAF8073210.1 NSA2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1527 [Chlorella sp. A99]
OG0002767	KAF8069405.1 RPL18C [Scenedesmus sp. PABB004]	PCFQ01000082.1 g614 [Chlorella sp. A99]
OG0002769	KAF8058072.1 40S ribosomal protein S13-2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3100 [Chlorella sp. A99]
OG0002770	KAF8065475.1 RPL7C [Scenedesmus sp. PABB004]	PCFQ01000082.1 g613 [Chlorella sp. A99]
OG0002773	KAF8061120.1 hypothetical protein HT031_004581 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2958 [Chlorella sp. A99]
OG0002774	KAF8065929.1 hypothetical protein HT031_002990 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2811 [Chlorella sp. A99]
OG0002775	KAF8069377.1 TIC40 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g602 [Chlorella sp. A99]
OG0002776	KAF8061376.1 eif2b1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2877 [Chlorella sp. A99]
OG0002777	KAF8071026.1 mecr [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1528 [Chlorella sp. A99]
OG0002778	KAF8068453.1 PRP38 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g720 [Chlorella sp. A99]
OG0002779	KAF8065718.1 OST48 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2072 [Chlorella sp. A99]
OG0002782	KAF8071364.1 RCE1 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3060 [Chlorella sp. A99]
OG0002783	KAF8073090.1 Letm1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1753 [Chlorella sp. A99]
OG0002785	KAF8068428.1 clcD [Scenedesmus sp. PABB004]	PCFQ01000005.1 g770 [Chlorella sp. A99]
OG0002787	KAF8068379.1 hypothetical protein HT031_002068 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g767 [Chlorella sp. A99]
OG0002789	KAF8061112.1 DDB2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2143 [Chlorella sp. A99]
OG0002792	KAF8070892.1 CCT7 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2130 [Chlorella sp. A99]
OG0002794	KAF8059217.1 VPS51 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1416 [Chlorella sp. A99]
OG0002796	KAF8062977.1 hypothetical protein HT031_003816 [Scenedesmus sp. PABB004]	PCFQ01000040.1 g2302 [Chlorella sp. A99]
OG0002798	KAF8066253.1 ERY2 [Scenedesmus sp. PABB004]	PCFQ01000023.1 g2226 [Chlorella sp. A99]
OG0002799	KAF8071156.1 emp24 domain-containing protein [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1399 [Chlorella sp. A99]
OG0002800	KAF8065760.1 ADK1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2103 [Chlorella sp. A99]
OG0002801	KAF8058113.1 hemE [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3156 [Chlorella sp. A99]
OG0002803	KAF8066223.1 hypothetical protein HT031_002545 [Scenedesmus sp. PABB004]	PCFQ01000046.1 g1847 [Chlorella sp. A99]
OG0002804	KAF8067401.1 RFC2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3180 [Chlorella sp. A99]
OG0002805	KAF8071015.1 AERO1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g523 [Chlorella sp. A99]
OG0002807	KAF8067411.1 SEC22 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3178 [Chlorella sp. A99]
OG0002808	KAF8065614.1 Zeta-carotene desaturase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g215 [Chlorella sp. A99]
OG0002809	KAF8071064.1 bli-1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3163 [Chlorella sp. A99]
OG0002811	KAF8059156.1 hypothetical protein HT031_005328 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g217 [Chlorella sp. A99]
OG0002813	KAF8055334.1 KLHDC4 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3185 [Chlorella sp. A99]
OG0002814	KAF8060011.1 TIC22L [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1247 [Chlorella sp. A99]
OG0002816	KAF8060481.1 Gspt2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g225 [Chlorella sp. A99]
OG0002817	KAF8056436.1 SMCHD1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g222 [Chlorella sp. A99]
OG0002821	KAF8069711.1 AP-1 complex subunit gamma-2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g227 [Chlorella sp. A99]
OG0002823	KAF8067157.1 folD1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3176 [Chlorella sp. A99]
OG0002826	KAF8065892.1 SR34A [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1971 [Chlorella sp. A99]
OG0002828	KAF8063830.1 RWDD1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1545 [Chlorella sp. A99]
OG0002830	KAF8060315.1 protein phosphatase 2C [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1543 [Chlorella sp. A99]
OG0002832	KAF8068220.1 PI4KA1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1673 [Chlorella sp. A99]
OG0002837	KAF8072537.1 REV3 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1536 [Chlorella sp. A99]
OG0002840	KAF8064693.1 DRP1C [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2608 [Chlorella sp. A99]
OG0002843	KAF8057924.1 oma1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g281 [Chlorella sp. A99]
OG0002844	KAF8069363.1 sf3b1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1785 [Chlorella sp. A99]
OG0002845	KAF8061080.1 AUR1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1774 [Chlorella sp. A99]
OG0002846	KAF8072554.1 RAD9A [Scenedesmus sp. PABB004]	PCFQ01000020.1 g877 [Chlorella sp. A99]
OG0002847	KAF8059363.1 hypothetical protein HT031_005168 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g287 [Chlorella sp. A99]
OG0002848	KAF8070870.1 RSL1D1 [Scenedesmus sp. PABB004]	PCFQ01000046.1 g1864 [Chlorella sp. A99]
OG0002849	KAF8072917.1 larB [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1111 [Chlorella sp. A99]
OG0002856	KAF8059424.1 erkB [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2014 [Chlorella sp. A99]
OG0002857	KAF8061405.1 Zadh2 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g305 [Chlorella sp. A99]
OG0002858	KAF8055822.1 PRL1 [Scenedesmus sp. PABB004]	PCFQ01000046.1 g1863 [Chlorella sp. A99]
OG0002860	KAF8062683.1 FZR2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1438 [Chlorella sp. A99]
OG0002861	KAF8057857.1 Glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2942 [Chlorella sp. A99]
OG0002862	KAF8071383.1 ABCF3 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1333 [Chlorella sp. A99]
OG0002864	KAF8055652.1 LST8-1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1359 [Chlorella sp. A99]
OG0002865	KAF8064557.1 SEC23 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1449 [Chlorella sp. A99]
OG0002866	KAF8061975.1 RPN9A [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2690 [Chlorella sp. A99]
OG0002868	KAF8073102.1 LTA2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1380 [Chlorella sp. A99]
OG0002869	KAF8067287.1 ABC1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1457 [Chlorella sp. A99]
OG0002870	KAF8062017.1 hypothetical protein HT031_004277 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2198 [Chlorella sp. A99]
OG0002873	KAF8070950.1 6_7-dimethyl-8-ribityllumazine synthase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1478 [Chlorella sp. A99]
OG0002875	KAF8068216.1 hypothetical protein HT031_001902 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2868 [Chlorella sp. A99]
OG0002882	KAF8064570.1 ERDJ3B [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2529 [Chlorella sp. A99]
OG0002886	KAF8065960.1 PSS2 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1193 [Chlorella sp. A99]
OG0002887	KAF8067218.1 PYROXD1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g496 [Chlorella sp. A99]
OG0002888	KAF8069653.1 zinc finger CCCH domain-containing protein 11 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g575 [Chlorella sp. A99]
OG0002891	KAF8057109.1 ccp1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g932 [Chlorella sp. A99]
OG0002892	KAF8067414.1 hypothetical protein HT031_002462 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g564 [Chlorella sp. A99]
OG0002893	KAF8063791.1 RPL35 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1194 [Chlorella sp. A99]
OG0002896	KAF8073018.1 ABC1K3 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2530 [Chlorella sp. A99]
OG0002904	KAF8069699.1 ergic3 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g333 [Chlorella sp. A99]
OG0002905	KAF8071275.1 ychF [Scenedesmus sp. PABB004]	PCFQ01000010.1 g328 [Chlorella sp. A99]
OG0002908	KAF8072751.1 hypothetical protein HT031_000411 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g999 [Chlorella sp. A99]
OG0002911	KAF8064490.1 mok12 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2715 [Chlorella sp. A99]
OG0002912	KAF8056116.1 ergic3 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g325 [Chlorella sp. A99]
OG0002913	KAF8069594.1 hypothetical protein HT031_001711 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g816 [Chlorella sp. A99]
OG0002914	KAF8069473.1 hypothetical protein HT031_001589 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1118 [Chlorella sp. A99]
OG0002917	KAF8056140.1 AK1 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3048 [Chlorella sp. A99]
OG0002920	KAF8062703.1 BETAA-AD [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2585 [Chlorella sp. A99]
OG0002921	KAF8059143.1 eukaryotic translation initiation factor 3 subunit M [Scenedesmus sp. PABB004]	PCFQ01000082.1 g522 [Chlorella sp. A99]
OG0002922	KAF8072399.1 hypothetical protein HT031_000058 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1294 [Chlorella sp. A99]
OG0002924	KAF8072493.1 ORTH2 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1106 [Chlorella sp. A99]
OG0002925	KAF8072354.1 hypothetical protein HT031_000013 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1516 [Chlorella sp. A99]
OG0002929	KAF8073236.1 hypothetical protein HT031_000897 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g822 [Chlorella sp. A99]
OG0002930	KAF8061931.1 SULP2 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g540 [Chlorella sp. A99]
OG0002932	KAF8073088.1 TRPA1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1113 [Chlorella sp. A99]
OG0002933	KAF8066215.1 FKBP20-2 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1120 [Chlorella sp. A99]
OG0002935	KAF8069489.1 PETs [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2625 [Chlorella sp. A99]
OG0002939	KAF8072515.1 CDC14A [Scenedesmus sp. PABB004]	PCFQ01000058.1 g122 [Chlorella sp. A99]
OG0002941	KAF8059124.1 RIN1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g529 [Chlorella sp. A99]
OG0002942	KAF8060471.1 Pclo [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2364 [Chlorella sp. A99]
OG0002943	KAF8068297.1 pdhC [Scenedesmus sp. PABB004]	PCFQ01000058.1 g101 [Chlorella sp. A99]
OG0002944	KAF8069470.1 ABCB26 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2992 [Chlorella sp. A99]
OG0002950	KAF8072407.1 SMC4 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g819 [Chlorella sp. A99]
OG0002953	KAF8069567.1 POX1 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g821 [Chlorella sp. A99]
OG0002954	KAF8070994.1 RPS24B [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2737 [Chlorella sp. A99]
OG0002955	KAF8072405.1 U2 small nuclear ribonucleoprotein A-like protein [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2750 [Chlorella sp. A99]
OG0002956	KAF8071065.1 SMC3 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g90 [Chlorella sp. A99]
OG0002959	KAF8061391.1 ileS [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1884 [Chlorella sp. A99]
OG0002960	KAF8060067.1 POLR3B [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1265 [Chlorella sp. A99]
OG0002961	KAF8058467.1 MAP1A [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1716 [Chlorella sp. A99]
OG0002969	KAF8072814.1 yju2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2535 [Chlorella sp. A99]
OG0002970	KAF8069467.1 hypothetical protein HT031_001583 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3039 [Chlorella sp. A99]
OG0002972	KAF8061097.1 ALDH22A1 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3032 [Chlorella sp. A99]
OG0002974	KAF8059176.1 GPAT9 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1915 [Chlorella sp. A99]
OG0002975	KAF8072910.1 PUR5 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1095 [Chlorella sp. A99]
OG0002979	KAF8063054.1 TXNDC5 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1913 [Chlorella sp. A99]
OG0002980	KAF8060346.1 NMT1 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1916 [Chlorella sp. A99]
OG0002982	KAF8060078.1 hypothetical protein HT031_005017 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1371 [Chlorella sp. A99]
OG0002983	KAF8060061.1 CSN3 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1910 [Chlorella sp. A99]
OG0002985	KAF8069680.1 RPL17 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1161 [Chlorella sp. A99]
OG0002986	KAF8065916.1 RBM39 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1166 [Chlorella sp. A99]
OG0002987	KAF8065722.1 hypothetical protein HT031_002782 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2109 [Chlorella sp. A99]
OG0002990	KAF8072480.1 PPT2 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1159 [Chlorella sp. A99]
OG0002991	KAF8069453.1 CHR11 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1124 [Chlorella sp. A99]
OG0002992	KAF8067357.1 trmA [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1122 [Chlorella sp. A99]
OG0002995	KAF8064579.1 CHMP1A [Scenedesmus sp. PABB004]	PCFQ01000018.1 g403 [Chlorella sp. A99]
OG0002999	KAF8061411.1 TPP2 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g354 [Chlorella sp. A99]
OG0003001	KAF8068294.1 hypothetical protein HT031_001981 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3067 [Chlorella sp. A99]
OG0003002	KAF8057136.1 ABCB25 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1405 [Chlorella sp. A99]
OG0003003	KAF8063865.1 DOT2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g419 [Chlorella sp. A99]
OG0003004	KAF8069464.1 SF1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3196 [Chlorella sp. A99]
OG0003005	KAF8073261.1 hypothetical protein HT031_000922 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g474 [Chlorella sp. A99]
OG0003007	KAF8058400.1 RPL13 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1283 [Chlorella sp. A99]
OG0003008	KAF8072591.1 HEMA1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g401 [Chlorella sp. A99]
OG0003013	KAF8060065.1 Zeaxanthin epoxidase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1393 [Chlorella sp. A99]
