Orthogroup	Scenedesmus_PABB004	Chlorella_KRBP
OG0002946	KAF8055387.1 WDR36 [Scenedesmus sp. PABB004]	QAXK01002261.1_40148-34742
OG0002948	KAF8066312.1 MINDY1 [Scenedesmus sp. PABB004]	QAXK01005661.1_3614-5576
OG0002955	KAF8072405.1 U2 small nuclear ribonucleoprotein A-like protein [Scenedesmus sp. PABB004]	QAXK01003496.1_4117-1328
OG0002962	KAF8072901.1 GDI2 [Scenedesmus sp. PABB004]	QAXK01002423.1_4870-1549
OG0002969	KAF8072814.1 yju2 [Scenedesmus sp. PABB004]	QAXK01007111.1_9724-10631
OG0002971	KAF8058833.1 L-lactate permease [Scenedesmus sp. PABB004]	QAXK01004485.1_1816-3388
OG0002974	KAF8059176.1 GPAT9 [Scenedesmus sp. PABB004]	QAXK01000635.1_9875-7571
OG0002988	KAF8062035.1 NDUFAF6 [Scenedesmus sp. PABB004]	QAXK01005019.1_7837-6195
OG0002996	KAF8071035.1 hypothetical protein HT031_001117 [Scenedesmus sp. PABB004]	QAXK01008356.1_1994-1323
OG0003000	KAF8056238.1 thioredoxin-like 2 [Scenedesmus sp. PABB004]	QAXK01018219.1_153-1479
OG0003006	KAF8072869.1 PEX7 [Scenedesmus sp. PABB004]	QAXK01009127.1_2830-5632
OG0003009	KAF8064666.1 pak1ip1 [Scenedesmus sp. PABB004]	QAXK01001726.1_8268-6818
OG0003015	KAF8071217.1 APC6 [Scenedesmus sp. PABB004]	QAXK01017394.1_3188-4
OG0003026	KAF8069683.1 Oxr1 [Scenedesmus sp. PABB004]	QAXK01001672.1_6564-5317
OG0003036	KAF8066255.1 ATG18B [Scenedesmus sp. PABB004]	QAXK01000724.1_14653-15848
OG0003041	KAF8063016.1 hypothetical protein HT031_003855 [Scenedesmus sp. PABB004]	QAXK01001704.1_7113-6556
OG0003042	KAF8059199.1 EMC1 [Scenedesmus sp. PABB004]	QAXK01014526.1_3534-6424
OG0003049	KAF8067188.1 CDS2 [Scenedesmus sp. PABB004]	QAXK01005731.1_3330-6743
OG0003059	KAF8063774.1 AP-4 complex subunit sigma [Scenedesmus sp. PABB004]	QAXK01007133.1_7499-8797
OG0003064	KAF8072363.1 PPOX1 [Scenedesmus sp. PABB004]	QAXK01005457.1_8974-4681
OG0003068	KAF8072411.1 COX15 [Scenedesmus sp. PABB004]	QAXK01015536.1_9170-6903
OG0003087	KAF8062765.1 PAPS4 [Scenedesmus sp. PABB004]	QAXK01003513.1_13194-9646
OG0003091	KAF8069450.1 SPS1 [Scenedesmus sp. PABB004]	QAXK01014943.1_5708-4249
OG0003105	KAF8072604.1 U3 small nucleolar RNA-associated-like protein [Scenedesmus sp. PABB004]	QAXK01001158.1_6748-4261
OG0003107	KAF8062794.1 Dph7 [Scenedesmus sp. PABB004]	QAXK01014862.1_4087-1458
OG0003123	KAF8069580.1 PUR3 [Scenedesmus sp. PABB004]	QAXK01008567.1_4740-6650
OG0003125	KAF8069583.1 COQ5 [Scenedesmus sp. PABB004]	QAXK01001243.1_11567-10056
OG0003126	KAF8065543.1 IDA4 [Scenedesmus sp. PABB004]	QAXK01016483.1_12203-9679
OG0003127	KAF8062946.1 IPT9 [Scenedesmus sp. PABB004]	QAXK01017290.1_11269-8021
OG0003137	KAF8063033.1 eif2b2 [Scenedesmus sp. PABB004]	QAXK01001082.1_3989-724
OG0003142	KAF8059115.1 hypothetical protein HT031_005287 [Scenedesmus sp. PABB004]	QAXK01011367.1_1094-2688
OG0003148	KAF8055593.1 Tsr3 [Scenedesmus sp. PABB004]	QAXK01012193.1_12536-14034
OG0003149	KAF8069439.1 Hnrnph2 [Scenedesmus sp. PABB004]	QAXK01012663.1_1560-2913
OG0003152	KAF8063694.1 BOP1-like protein [Scenedesmus sp. PABB004]	QAXK01003852.1_5090-8561
OG0003157	KAF8061416.1 glrx3 [Scenedesmus sp. PABB004]	QAXK01018936.1_2-1001
OG0003160	KAF8061323.1 ARP6 [Scenedesmus sp. PABB004]	QAXK01000595.1_5567-8159
OG0003191	KAF8061308.1 WDR83 [Scenedesmus sp. PABB004]	QAXK01004389.1_4946-6334
OG0003196	KAF8061087.1 hypothetical protein HT031_004547 [Scenedesmus sp. PABB004]	QAXK01000596.1_17342-21595
OG0003197	KAF8064544.1 COG3 [Scenedesmus sp. PABB004]	QAXK01003298.1_5048-551
OG0003198	KAF8073149.1 RPN2B [Scenedesmus sp. PABB004]	QAXK01002898.1_4695-10345
OG0003204	KAF8069419.1 CPSF73-I [Scenedesmus sp. PABB004]	QAXK01006378.1_2719-127
OG0003209	KAF8063080.1 MCM8 [Scenedesmus sp. PABB004]	QAXK01011390.1_6757-10508
OG0003212	KAF8063768.1 hypothetical protein HT031_003625 [Scenedesmus sp. PABB004]	QAXK01003629.1_5946-3703
OG0003217	KAF8058048.1 rqcH [Scenedesmus sp. PABB004]	QAXK01017651.1_111-3535
OG0003218	KAF8062047.1 RPN8B [Scenedesmus sp. PABB004]	QAXK01003131.1_36278-34367
OG0003219	KAF8072890.1 PUX4 [Scenedesmus sp. PABB004]	QAXK01002499.1_5466-6313
OG0003220	KAF8060093.1 KCS4 [Scenedesmus sp. PABB004]	QAXK01004108.1_13829-15654
OG0003226	KAF8065563.1 Xab2 [Scenedesmus sp. PABB004]	QAXK01003220.1_8522-13953
OG0003227	KAF8062662.1 APP2 [Scenedesmus sp. PABB004]	QAXK01003375.1_5219-43
OG0003235	KAF8066371.1 hypothetical protein HT031_002695 [Scenedesmus sp. PABB004]	QAXK01014478.1_11654-8522
OG0003239	KAF8071019.1 dedA [Scenedesmus sp. PABB004]	QAXK01009911.1_3900-1880
OG0003243	KAF8058111.1 dhps [Scenedesmus sp. PABB004]	QAXK01012462.1_308-2720
OG0003245	KAF8067235.1 choline monooxygenase [Scenedesmus sp. PABB004]	QAXK01014831.1_1377-156
OG0003249	KAF8062915.1 rbpE [Scenedesmus sp. PABB004]	QAXK01001710.1_3704-3307
OG0003250	KAF8071175.1 SAP130B [Scenedesmus sp. PABB004]	QAXK01003319.1_3618-13354
OG0003251	KAF8061969.1 UVR3 [Scenedesmus sp. PABB004]	QAXK01015706.1_7236-11105
OG0003252	KAF8073069.1 ORC1A [Scenedesmus sp. PABB004]	QAXK01000655.1_17305-22319
OG0003253	KAF8055656.1 RPA1A [Scenedesmus sp. PABB004]	QAXK01000965.1_18464-16425
OG0003254	KAF8066326.1 damage-control phosphatase [Scenedesmus sp. PABB004]	QAXK01000983.1_27514-29192
OG0003255	KAF8069416.1 GST3 [Scenedesmus sp. PABB004]	QAXK01010066.1_5264-7166
OG0003256	KAF8062694.1 ypgQ [Scenedesmus sp. PABB004]	QAXK01014762.1_15208-13635
OG0003257	KAF8059434.1 NUDT12 [Scenedesmus sp. PABB004]	QAXK01001567.1_22308-20679
OG0003259	KAF8058435.1 RPL23A [Scenedesmus sp. PABB004]	QAXK01003400.1_3813-5064
OG0003363	KAF8067265.1 ABCI10 [Scenedesmus sp. PABB004]	QAXK01009044.1_6855-8605
OG0003365	KAF8059178.1 hypothetical protein HT031_005350 [Scenedesmus sp. PABB004]	QAXK01013436.1_3075-257
OG0003376	KAF8068286.1 PpiC domain-containing protein 12 [Scenedesmus sp. PABB004]	QAXK01015973.1_3186-2635
OG0003390	KAF8055115.1 ysgA [Scenedesmus sp. PABB004]	QAXK01002975.1_1945-3061
OG0003418	KAF8063064.1 hypothetical protein HT031_003903 [Scenedesmus sp. PABB004]	QAXK01004430.1_3720-2428
OG0003460	KAF8068447.1 xpo4 [Scenedesmus sp. PABB004]	QAXK01010334.1_16568-22208
OG0003465	KAF8064515.1 rplQ [Scenedesmus sp. PABB004]	QAXK01007075.1_15495-16375
OG0003509	KAF8059170.1 Trappc2 [Scenedesmus sp. PABB004]	QAXK01011852.1_1562-2354
OG0003601	KAF8063037.1 trappc6b [Scenedesmus sp. PABB004]	QAXK01016048.1_1933-545
OG0003644	KAF8056132.1 RAD23B [Scenedesmus sp. PABB004]	QAXK01008360.1_3542-5458
OG0003697	KAF8067263.1 RH22 [Scenedesmus sp. PABB004]	QAXK01004373.1_28195-25392
OG0003713	KAF8069418.1 TRM112B [Scenedesmus sp. PABB004]	QAXK01002432.1_4248-4930
OG0003755	KAF8069597.1 hypothetical protein HT031_001714 [Scenedesmus sp. PABB004]	QAXK01002565.1_12559-10828
OG0003771	KAF8065550.1 hypothetical protein HT031_003151 [Scenedesmus sp. PABB004]	QAXK01010052.1_3190-4640
OG0003784	KAF8056755.1 RPL24 [Scenedesmus sp. PABB004]	QAXK01007229.1_11545-10178
OG0003813	KAF8072573.1 OEP80 [Scenedesmus sp. PABB004]	QAXK01000036.1_13891-8955
OG0003826	KAF8071302.1 rnhB [Scenedesmus sp. PABB004]	QAXK01015643.1_1434-3404
OG0003841	KAF8072971.1 hypothetical protein HT031_000631 [Scenedesmus sp. PABB004]	QAXK01006012.1_2971-2223
OG0003944	KAF8058416.1 PITH domain-containing protein 1 [Scenedesmus sp. PABB004]	QAXK01005846.1_7514-8614
OG0003954	KAF8056133.1 Phosphopantetheine adenylyltransferase 1 [Scenedesmus sp. PABB004]	QAXK01004732.1_20335-21271
OG0003958	KAF8065586.1 EBP2 [Scenedesmus sp. PABB004]	QAXK01001698.1_16624-15571
OG0004131	KAF8060334.1 AAK6 [Scenedesmus sp. PABB004]	QAXK01008931.1_8768-10630
OG0004184	KAF8071085.1 thermostable carboxypeptidase 1 [Scenedesmus sp. PABB004]	QAXK01001360.1_2587-7675
OG0004221	KAF8055475.1 CYCB1-2 [Scenedesmus sp. PABB004]	QAXK01006710.1_2565-2167
OG0004222	KAF8066318.1 RPA3B [Scenedesmus sp. PABB004]	QAXK01017090.1_773-1260
OG0004223	KAF8072610.1 atxn10 [Scenedesmus sp. PABB004]	QAXK01019447.1_2073-2396
OG0004224	KAF8061418.1 hypothetical protein HT031_004509 [Scenedesmus sp. PABB004]	QAXK01003931.1_8204-3520
OG0004225	KAF8064640.1 FPS1 [Scenedesmus sp. PABB004]	QAXK01001471.1_7507-5855
OG0004226	KAF8055836.1 STR8 [Scenedesmus sp. PABB004], KAF8067347.1 PAP28 [Scenedesmus sp. PABB004]	QAXK01014810.1_5618-8818
OG0004228	KAF8062953.1 WDR12-like protein [Scenedesmus sp. PABB004]	QAXK01010701.1_10887-7922
OG0004229	KAF8061319.1 mnmE [Scenedesmus sp. PABB004]	QAXK01014803.1_67-2405
OG0004230	KAF8072686.1 DEGP8 [Scenedesmus sp. PABB004]	QAXK01004000.1_7642-5232
OG0004231	KAF8067427.1 TDA3 [Scenedesmus sp. PABB004]	QAXK01004677.1_1252-4060
OG0004232	KAF8061169.1 hypothetical protein HT031_004631 [Scenedesmus sp. PABB004]	QAXK01001218.1_22461-19740
OG0004234	KAF8060050.1 Sbds [Scenedesmus sp. PABB004]	QAXK01003347.1_1758-3582
OG0004235	KAF8068263.1 TAF6 [Scenedesmus sp. PABB004]	QAXK01003902.1_8341-5830
OG0004236	KAF8065856.1 hypothetical protein HT031_002916 [Scenedesmus sp. PABB004]	QAXK01008198.1_2951-5520
OG0004237	KAF8065522.1 rmt2 [Scenedesmus sp. PABB004]	QAXK01011268.1_2959-4791
OG0004238	KAF8072809.1 LRRC6 [Scenedesmus sp. PABB004]	QAXK01018044.1_1256-217
OG0004239	KAF8072643.1 DPH2 [Scenedesmus sp. PABB004]	QAXK01009544.1_7380-9706
OG0004240	KAF8070889.1 APC10 [Scenedesmus sp. PABB004]	QAXK01003572.1_4178-5128
OG0004241	KAF8065640.1 hypothetical protein HT031_003241 [Scenedesmus sp. PABB004]	QAXK01011839.1_9-1697
OG0004242	KAF8072886.1 Utp11 [Scenedesmus sp. PABB004]	QAXK01001749.1_8132-6905
OG0004243	KAF8057767.1 MTM1 [Scenedesmus sp. PABB004]	QAXK01010227.1_10470-11308
OG0004244	KAF8067331.1 PHD finger-like domain-containing protein 5B [Scenedesmus sp. PABB004]	QAXK01015529.1_1845-2785
OG0004247	KAF8059715.1 signal peptidase complex subunit 3A [Scenedesmus sp. PABB004]	QAXK01003581.1_1217-562
OG0004248	KAF8061134.1 hypothetical protein HT031_004595 [Scenedesmus sp. PABB004]	QAXK01004599.1_5331-3218
OG0004249	KAF8065556.1 SGR1 [Scenedesmus sp. PABB004]	QAXK01000848.1_19191-20023
OG0004423	KAF8068192.1 mrm1 [Scenedesmus sp. PABB004]	QAXK01000899.1_12678-10778
OG0004581	KAF8067398.1 PTRHD1 [Scenedesmus sp. PABB004]	QAXK01003359.1_6916-7635
OG0004941	KAF8071352.1 gpn1 [Scenedesmus sp. PABB004]	QAXK01007127.1_5270-7296
OG0005615	KAF8068335.1 hypothetical protein HT031_002023 [Scenedesmus sp. PABB004]	QAXK01002408.1_3172-1756
