Orthogroup	Scenedesmus_PABB004	Chlorella_VariabilisNC64A
OG0004083	KAF8055927.1 Afg1l [Scenedesmus sp. PABB004]	XP_005848206.1 hypothetical protein CHLNCDRAFT_22338_ partial [Chlorella variabilis]
OG0004086	KAF8063649.1 IPK2 [Scenedesmus sp. PABB004]	XP_005846676.1 hypothetical protein CHLNCDRAFT_135402 [Chlorella variabilis]
OG0004087	KAF8072932.1 hypothetical protein HT031_000592 [Scenedesmus sp. PABB004]	XP_005848321.1 hypothetical protein CHLNCDRAFT_144994 [Chlorella variabilis]
OG0004088	KAF8068151.1 Gpn2 [Scenedesmus sp. PABB004]	XP_005848527.1 hypothetical protein CHLNCDRAFT_17217_ partial [Chlorella variabilis]
OG0004089	KAF8062801.1 RD21C [Scenedesmus sp. PABB004]	XP_005844244.1 hypothetical protein CHLNCDRAFT_139276 [Chlorella variabilis]
OG0004091	KAF8059449.1 hypothetical protein HT031_005254 [Scenedesmus sp. PABB004]	XP_005845103.1 hypothetical protein CHLNCDRAFT_137452 [Chlorella variabilis]
OG0004092	KAF8065906.1 UPF1 [Scenedesmus sp. PABB004]	XP_005845229.1 hypothetical protein CHLNCDRAFT_137486 [Chlorella variabilis]
OG0004094	KAF8062929.1 hypothetical protein HT031_003768 [Scenedesmus sp. PABB004]	XP_005849854.1 hypothetical protein CHLNCDRAFT_143031 [Chlorella variabilis]
OG0004095	KAF8059100.1 esf1 [Scenedesmus sp. PABB004]	XP_005849562.1 hypothetical protein CHLNCDRAFT_57252 [Chlorella variabilis]
OG0004097	KAF8063751.1 GTG2 [Scenedesmus sp. PABB004]	XP_005848513.1 hypothetical protein CHLNCDRAFT_144997 [Chlorella variabilis]
OG0004098	KAF8059672.1 MED6 [Scenedesmus sp. PABB004]	XP_005846675.1 hypothetical protein CHLNCDRAFT_135400 [Chlorella variabilis]
OG0004100	KAF8070857.1 RPN10 [Scenedesmus sp. PABB004]	XP_005844325.1 hypothetical protein CHLNCDRAFT_54537 [Chlorella variabilis]
OG0004101	KAF8058857.1 XBAT31 [Scenedesmus sp. PABB004]	XP_005847571.1 hypothetical protein CHLNCDRAFT_133822 [Chlorella variabilis]
OG0004103	KAF8066205.1 BAS1 [Scenedesmus sp. PABB004]	XP_005851354.1 hypothetical protein CHLNCDRAFT_137539 [Chlorella variabilis]
OG0004105	KAF8059196.1 hypothetical protein HT031_005368 [Scenedesmus sp. PABB004]	XP_005851195.1 hypothetical protein CHLNCDRAFT_18988 [Chlorella variabilis]
OG0004106	KAF8063745.1 STN8 [Scenedesmus sp. PABB004]	XP_005851225.1 hypothetical protein CHLNCDRAFT_137928 [Chlorella variabilis]
OG0004108	KAF8062037.1 tas [Scenedesmus sp. PABB004]	XP_005851535.1 hypothetical protein CHLNCDRAFT_48483 [Chlorella variabilis]
OG0004109	KAF8067336.1 MCM9 [Scenedesmus sp. PABB004]	XP_005850536.1 hypothetical protein CHLNCDRAFT_34046 [Chlorella variabilis]
OG0004110	KAF8056109.1 Atad1 [Scenedesmus sp. PABB004]	XP_005851607.1 hypothetical protein CHLNCDRAFT_19045 [Chlorella variabilis]
OG0004112	KAF8068399.1 hypothetical protein HT031_002088 [Scenedesmus sp. PABB004]	XP_005846038.1 hypothetical protein CHLNCDRAFT_136172 [Chlorella variabilis]
OG0004113	KAF8059119.1 ALA10 [Scenedesmus sp. PABB004]	XP_005843942.1 hypothetical protein CHLNCDRAFT_27583 [Chlorella variabilis]
OG0004114	KAF8071365.1 hypothetical protein HT031_001449 [Scenedesmus sp. PABB004]	XP_005846088.1 hypothetical protein CHLNCDRAFT_135947 [Chlorella variabilis]
OG0004116	KAF8061964.1 CML25 [Scenedesmus sp. PABB004]	XP_005845968.1 hypothetical protein CHLNCDRAFT_135979 [Chlorella variabilis]
OG0004117	KAF8056827.1 PSRP1 [Scenedesmus sp. PABB004]	XP_005842579.1 hypothetical protein CHLNCDRAFT_143423_ partial [Chlorella variabilis], XP_005846155.1 hypothetical protein CHLNCDRAFT_136132 [Chlorella variabilis]
OG0004118	KAF8072840.1 ASHH2 [Scenedesmus sp. PABB004]	XP_005851921.1 hypothetical protein CHLNCDRAFT_18588_ partial [Chlorella variabilis]
OG0004120	KAF8056741.1 glutamate--tRNA ligase [Scenedesmus sp. PABB004]	XP_005844319.1 hypothetical protein CHLNCDRAFT_54534 [Chlorella variabilis]
OG0004121	KAF8059157.1 DIT2-1 [Scenedesmus sp. PABB004]	XP_005851090.1 hypothetical protein CHLNCDRAFT_137616 [Chlorella variabilis]
OG0004122	KAF8060508.1 hypothetical protein HT031_004684 [Scenedesmus sp. PABB004]	XP_005849887.1 hypothetical protein CHLNCDRAFT_143130 [Chlorella variabilis]
OG0004126	KAF8056850.1 SCC3 [Scenedesmus sp. PABB004]	XP_005844044.1 hypothetical protein CHLNCDRAFT_139605_ partial [Chlorella variabilis]
OG0004130	KAF8059750.1 pyrC [Scenedesmus sp. PABB004]	XP_005845230.1 hypothetical protein CHLNCDRAFT_137490 [Chlorella variabilis]
OG0004131	KAF8060334.1 AAK6 [Scenedesmus sp. PABB004]	XP_005848391.1 hypothetical protein CHLNCDRAFT_144675 [Chlorella variabilis]
OG0004132	KAF8055338.1 lysine-specific histone demethylase [Scenedesmus sp. PABB004]	XP_005851295.1 hypothetical protein CHLNCDRAFT_138105 [Chlorella variabilis], XP_005851294.1 hypothetical protein CHLNCDRAFT_50047 [Chlorella variabilis]
OG0004134	KAF8073217.1 Cyp4v2 [Scenedesmus sp. PABB004]	XP_005848521.1 hypothetical protein CHLNCDRAFT_145017 [Chlorella variabilis]
OG0004138	KAF8065904.1 nardilysin-like protein [Scenedesmus sp. PABB004]	XP_005844891.1 hypothetical protein CHLNCDRAFT_138430 [Chlorella variabilis]
OG0004139	KAF8063034.1 STY17 [Scenedesmus sp. PABB004]	XP_005850216.1 hypothetical protein CHLNCDRAFT_142454 [Chlorella variabilis]
OG0004140	KAF8059682.1 ATG11 [Scenedesmus sp. PABB004]	XP_005850372.1 hypothetical protein CHLNCDRAFT_57098 [Chlorella variabilis]
OG0004141	KAF8061109.1 TOC34 [Scenedesmus sp. PABB004]	XP_005848104.1 hypothetical protein CHLNCDRAFT_22679_ partial [Chlorella variabilis]
OG0004142	KAF8058945.1 DDM1 [Scenedesmus sp. PABB004]	XP_005848135.1 hypothetical protein CHLNCDRAFT_22847 [Chlorella variabilis]
OG0004143	KAF8067296.1 LHCA4 [Scenedesmus sp. PABB004]	XP_005844196.1 hypothetical protein CHLNCDRAFT_32710 [Chlorella variabilis]
OG0004144	KAF8072730.1 Zmat2 [Scenedesmus sp. PABB004]	XP_005842850.1 hypothetical protein CHLNCDRAFT_59438 [Chlorella variabilis]
OG0004145	KAF8071140.1 DEE76 [Scenedesmus sp. PABB004]	XP_005843401.1 hypothetical protein CHLNCDRAFT_37505 [Chlorella variabilis]
OG0004146	KAF8063776.1 U2AF65B [Scenedesmus sp. PABB004]	XP_005843365.1 hypothetical protein CHLNCDRAFT_28196 [Chlorella variabilis]
OG0004148	KAF8066225.1 abcF4 [Scenedesmus sp. PABB004]	XP_005852155.1 hypothetical protein CHLNCDRAFT_133300 [Chlorella variabilis]
OG0004149	KAF8069401.1 hypothetical protein HT031_001516 [Scenedesmus sp. PABB004]	XP_005848574.1 hypothetical protein CHLNCDRAFT_145146 [Chlorella variabilis]
OG0004150	KAF8064667.1 stk3 [Scenedesmus sp. PABB004]	XP_005844245.1 hypothetical protein CHLNCDRAFT_36950_ partial [Chlorella variabilis]
OG0004152	KAF8059183.1 NDK1 [Scenedesmus sp. PABB004]	XP_005846963.1 hypothetical protein CHLNCDRAFT_35834 [Chlorella variabilis]
OG0004155	KAF8058455.1 protein phosphatase 2C 26 [Scenedesmus sp. PABB004]	XP_005846993.1 hypothetical protein CHLNCDRAFT_135009 [Chlorella variabilis]
OG0004156	KAF8058924.1 MKK3 [Scenedesmus sp. PABB004]	XP_005848070.1 hypothetical protein CHLNCDRAFT_22641 [Chlorella variabilis]
OG0004158	KAF8067324.1 hypothetical protein HT031_002372 [Scenedesmus sp. PABB004]	XP_005850846.1 hypothetical protein CHLNCDRAFT_140443 [Chlorella variabilis]
OG0004159	KAF8058925.1 SSU1 [Scenedesmus sp. PABB004]	XP_005847195.1 hypothetical protein CHLNCDRAFT_12715_ partial [Chlorella variabilis]
OG0004160	KAF8067420.1 hypothetical protein HT031_002468 [Scenedesmus sp. PABB004]	XP_005845236.1 hypothetical protein CHLNCDRAFT_54122 [Chlorella variabilis]
OG0004163	KAF8069501.1 TAD2 [Scenedesmus sp. PABB004]	XP_005848394.1 hypothetical protein CHLNCDRAFT_144679 [Chlorella variabilis]
OG0004165	KAF8059673.1 VIP3 [Scenedesmus sp. PABB004]	XP_005845765.1 hypothetical protein CHLNCDRAFT_36331 [Chlorella variabilis]
OG0004167	KAF8068410.1 GCP3 [Scenedesmus sp. PABB004]	XP_005844286.1 hypothetical protein CHLNCDRAFT_139395 [Chlorella variabilis]
OG0004168	KAF8058122.1 hypothetical protein HT031_005782 [Scenedesmus sp. PABB004]	XP_005850490.1 hypothetical protein CHLNCDRAFT_50146 [Chlorella variabilis]
OG0004169	KAF8065489.1 mis3 [Scenedesmus sp. PABB004]	XP_005846376.1 hypothetical protein CHLNCDRAFT_58322 [Chlorella variabilis]
OG0004170	KAF8065861.1 CBP20 [Scenedesmus sp. PABB004]	XP_005846487.1 hypothetical protein CHLNCDRAFT_14225_ partial [Chlorella variabilis]
OG0004171	KAF8066234.1 pds [Scenedesmus sp. PABB004]	XP_005850768.1 hypothetical protein CHLNCDRAFT_29963 [Chlorella variabilis]
OG0004172	KAF8065808.1 hypothetical protein HT031_002868 [Scenedesmus sp. PABB004]	XP_005846457.1 hypothetical protein CHLNCDRAFT_58262 [Chlorella variabilis]
OG0004175	KAF8065932.1 efhc2 [Scenedesmus sp. PABB004]	XP_005845373.1 hypothetical protein CHLNCDRAFT_25920_ partial [Chlorella variabilis]
OG0004177	KAF8065761.1 dohh [Scenedesmus sp. PABB004]	XP_005845264.1 hypothetical protein CHLNCDRAFT_36505 [Chlorella variabilis]
OG0004179	KAF8063715.1 splA [Scenedesmus sp. PABB004]	XP_005843749.1 hypothetical protein CHLNCDRAFT_139834 [Chlorella variabilis]
OG0004180	KAF8058064.1 hypothetical protein HT031_005724 [Scenedesmus sp. PABB004]	XP_005849507.1 hypothetical protein CHLNCDRAFT_142839 [Chlorella variabilis]
OG0004181	KAF8056380.1 NAT1 [Scenedesmus sp. PABB004]	XP_005843144.1 hypothetical protein CHLNCDRAFT_141545 [Chlorella variabilis]
OG0004183	KAF8067240.1 E1-BETA-2 [Scenedesmus sp. PABB004]	XP_005847420.1 hypothetical protein CHLNCDRAFT_48843 [Chlorella variabilis]
OG0004186	KAF8073245.1 CAND7 [Scenedesmus sp. PABB004]	XP_005849965.1 hypothetical protein CHLNCDRAFT_143330 [Chlorella variabilis]
OG0004187	KAF8061335.1 hypothetical protein HT031_004426 [Scenedesmus sp. PABB004]	XP_005846735.1 hypothetical protein CHLNCDRAFT_59702 [Chlorella variabilis]
OG0004189	KAF8069414.1 TMEM184A [Scenedesmus sp. PABB004]	XP_005843565.1 hypothetical protein CHLNCDRAFT_27935_ partial [Chlorella variabilis]
OG0004190	KAF8065529.1 IMPL1 [Scenedesmus sp. PABB004]	XP_005850411.1 hypothetical protein CHLNCDRAFT_34459 [Chlorella variabilis]
OG0004191	KAF8073073.1 ema [Scenedesmus sp. PABB004]	XP_005850171.1 hypothetical protein CHLNCDRAFT_14802_ partial [Chlorella variabilis]
OG0004192	KAF8058849.1 LHCA4 [Scenedesmus sp. PABB004]	XP_005850988.1 hypothetical protein CHLNCDRAFT_29899 [Chlorella variabilis]
OG0004193	KAF8068420.1 LHCA4 [Scenedesmus sp. PABB004]	XP_005850709.1 hypothetical protein CHLNCDRAFT_50418 [Chlorella variabilis]
OG0004194	KAF8061330.1 NAD_P_H dehydrogenase _quinone_ FQR1-like 1 [Scenedesmus sp. PABB004]	XP_005850710.1 hypothetical protein CHLNCDRAFT_56954 [Chlorella variabilis]
OG0004196	KAF8056437.1 hypothetical protein HT031_006294 [Scenedesmus sp. PABB004]	XP_005851880.1 hypothetical protein CHLNCDRAFT_14026_ partial [Chlorella variabilis]
OG0004198	KAF8060496.1 Eefsec [Scenedesmus sp. PABB004]	XP_005850912.1 hypothetical protein CHLNCDRAFT_48540 [Chlorella variabilis]
OG0004199	KAF8062733.1 LSM6B [Scenedesmus sp. PABB004]	XP_005851037.1 hypothetical protein CHLNCDRAFT_34269 [Chlorella variabilis]
OG0004200	KAF8063698.1 ADA2 [Scenedesmus sp. PABB004]	XP_005851052.1 hypothetical protein CHLNCDRAFT_140953 [Chlorella variabilis]
OG0004202	KAF8067202.1 hypothetical protein HT031_002249 [Scenedesmus sp. PABB004]	XP_005849273.1 hypothetical protein CHLNCDRAFT_143552 [Chlorella variabilis]
OG0004204	KAF8063771.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	XP_005849377.1 hypothetical protein CHLNCDRAFT_143847 [Chlorella variabilis]
OG0004205	KAF8072986.1 trmH [Scenedesmus sp. PABB004]	XP_005849356.1 hypothetical protein CHLNCDRAFT_21737 [Chlorella variabilis]
OG0004207	KAF8063732.1 SURF2 [Scenedesmus sp. PABB004]	XP_005849430.1 hypothetical protein CHLNCDRAFT_51442 [Chlorella variabilis]
OG0004208	KAF8067340.1 TIM22-1 [Scenedesmus sp. PABB004]	XP_005850576.1 hypothetical protein CHLNCDRAFT_140493 [Chlorella variabilis]
OG0004209	KAF8072637.1 cation-transporting ATPase [Scenedesmus sp. PABB004]	XP_005850833.1 hypothetical protein CHLNCDRAFT_140416 [Chlorella variabilis]
OG0004210	KAF8071042.1 RtcB-like protein [Scenedesmus sp. PABB004]	XP_005850548.1 hypothetical protein CHLNCDRAFT_55997 [Chlorella variabilis]
OG0004211	KAF8059996.1 ARSM2 [Scenedesmus sp. PABB004]	XP_005850812.1 hypothetical protein CHLNCDRAFT_140353 [Chlorella variabilis]
OG0004212	KAF8067342.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]	XP_005848798.1 hypothetical protein CHLNCDRAFT_34951 [Chlorella variabilis]
OG0004213	KAF8065541.1 Z-ISO [Scenedesmus sp. PABB004]	XP_005843229.1 hypothetical protein CHLNCDRAFT_59823 [Chlorella variabilis]
OG0004214	KAF8065781.1 hypothetical protein HT031_002841 [Scenedesmus sp. PABB004]	XP_005843199.1 expressed protein [Chlorella variabilis]
OG0004215	KAF8064627.1 ORP3B [Scenedesmus sp. PABB004]	XP_005852097.1 hypothetical protein CHLNCDRAFT_133152 [Chlorella variabilis]
OG0004216	KAF8070851.1 SUVH4 [Scenedesmus sp. PABB004]	XP_005850072.1 hypothetical protein CHLNCDRAFT_142107 [Chlorella variabilis]
OG0004217	KAF8064566.1 hypothetical protein HT031_003366 [Scenedesmus sp. PABB004]	XP_005851710.1 hypothetical protein CHLNCDRAFT_133026 [Chlorella variabilis]
OG0004218	KAF8064598.1 rnaseh2b [Scenedesmus sp. PABB004]	XP_005852018.1 hypothetical protein CHLNCDRAFT_132961 [Chlorella variabilis]
OG0004219	KAF8055669.1 Calmodulin [Scenedesmus sp. PABB004]	XP_005851659.1 hypothetical protein CHLNCDRAFT_132869 [Chlorella variabilis]
OG0004220	KAF8072816.1 HHL1 [Scenedesmus sp. PABB004]	XP_005852074.1 hypothetical protein CHLNCDRAFT_133084 [Chlorella variabilis]
OG0004221	KAF8055475.1 CYCB1-2 [Scenedesmus sp. PABB004]	XP_005850459.1 hypothetical protein CHLNCDRAFT_142429 [Chlorella variabilis]
OG0004222	KAF8066318.1 RPA3B [Scenedesmus sp. PABB004]	XP_005850857.1 hypothetical protein CHLNCDRAFT_140465 [Chlorella variabilis]
OG0004223	KAF8072610.1 atxn10 [Scenedesmus sp. PABB004]	XP_005844246.1 hypothetical protein CHLNCDRAFT_27021 [Chlorella variabilis]
OG0004224	KAF8061418.1 hypothetical protein HT031_004509 [Scenedesmus sp. PABB004]	XP_005847156.1 hypothetical protein CHLNCDRAFT_24125_ partial [Chlorella variabilis]
OG0004225	KAF8064640.1 FPS1 [Scenedesmus sp. PABB004]	XP_005851791.1 hypothetical protein CHLNCDRAFT_33543 [Chlorella variabilis]
OG0004226	KAF8055836.1 STR8 [Scenedesmus sp. PABB004], KAF8067347.1 PAP28 [Scenedesmus sp. PABB004]	XP_005850742.1 hypothetical protein CHLNCDRAFT_10350_ partial [Chlorella variabilis]
OG0004228	KAF8062953.1 WDR12-like protein [Scenedesmus sp. PABB004]	XP_005843260.1 hypothetical protein CHLNCDRAFT_141384 [Chlorella variabilis]
OG0004229	KAF8061319.1 mnmE [Scenedesmus sp. PABB004]	XP_005850980.1 hypothetical protein CHLNCDRAFT_19706_ partial [Chlorella variabilis]
OG0004230	KAF8072686.1 DEGP8 [Scenedesmus sp. PABB004]	XP_005845406.1 hypothetical protein CHLNCDRAFT_25936 [Chlorella variabilis]
OG0004231	KAF8067427.1 TDA3 [Scenedesmus sp. PABB004]	XP_005850975.1 hypothetical protein CHLNCDRAFT_140762 [Chlorella variabilis]
OG0004232	KAF8061169.1 hypothetical protein HT031_004631 [Scenedesmus sp. PABB004]	XP_005847872.1 hypothetical protein CHLNCDRAFT_23011 [Chlorella variabilis]
OG0004234	KAF8060050.1 Sbds [Scenedesmus sp. PABB004]	XP_005852215.1 hypothetical protein CHLNCDRAFT_11851_ partial [Chlorella variabilis]
OG0004235	KAF8068263.1 TAF6 [Scenedesmus sp. PABB004]	XP_005843945.1 hypothetical protein CHLNCDRAFT_139708 [Chlorella variabilis]
OG0004236	KAF8065856.1 hypothetical protein HT031_002916 [Scenedesmus sp. PABB004]	XP_005845341.1 hypothetical protein CHLNCDRAFT_59740 [Chlorella variabilis]
OG0004237	KAF8065522.1 rmt2 [Scenedesmus sp. PABB004]	XP_005848667.1 hypothetical protein CHLNCDRAFT_144236 [Chlorella variabilis]
OG0004238	KAF8072809.1 LRRC6 [Scenedesmus sp. PABB004]	XP_005847842.1 hypothetical protein CHLNCDRAFT_52395 [Chlorella variabilis]
OG0004239	KAF8072643.1 DPH2 [Scenedesmus sp. PABB004]	XP_005844008.1 hypothetical protein CHLNCDRAFT_139532 [Chlorella variabilis]
OG0004240	KAF8070889.1 APC10 [Scenedesmus sp. PABB004]	XP_005843763.1 hypothetical protein CHLNCDRAFT_139870 [Chlorella variabilis]
OG0004241	KAF8065640.1 hypothetical protein HT031_003241 [Scenedesmus sp. PABB004]	XP_005847446.1 hypothetical protein CHLNCDRAFT_134354 [Chlorella variabilis]
OG0004242	KAF8072886.1 Utp11 [Scenedesmus sp. PABB004]	XP_005843607.1 hypothetical protein CHLNCDRAFT_140183 [Chlorella variabilis]
OG0004243	KAF8057767.1 MTM1 [Scenedesmus sp. PABB004]	XP_005850203.1 hypothetical protein CHLNCDRAFT_142424 [Chlorella variabilis]
OG0004244	KAF8067331.1 PHD finger-like domain-containing protein 5B [Scenedesmus sp. PABB004]	XP_005842945.1 hypothetical protein CHLNCDRAFT_49281 [Chlorella variabilis]
OG0004247	KAF8059715.1 signal peptidase complex subunit 3A [Scenedesmus sp. PABB004]	XP_005844204.1 hypothetical protein CHLNCDRAFT_13794_ partial [Chlorella variabilis]
OG0004248	KAF8061134.1 hypothetical protein HT031_004595 [Scenedesmus sp. PABB004]	XP_005847898.1 expressed protein_ partial [Chlorella variabilis]
OG0004249	KAF8065556.1 SGR1 [Scenedesmus sp. PABB004]	XP_005850408.1 hypothetical protein CHLNCDRAFT_142305 [Chlorella variabilis]
OG0004251	KAF8054453.1 rpl14 _chloroplast_ [Scenedesmus sp. PABB004]	XP_005843182.1 hypothetical protein CHLNCDRAFT_28356 [Chlorella variabilis]
OG0004252	KAF8058115.1 SLC35F6 [Scenedesmus sp. PABB004]	XP_005850826.1 hypothetical protein CHLNCDRAFT_9879_ partial [Chlorella variabilis]
OG0004253	KAF8072716.1 Mbd4 [Scenedesmus sp. PABB004]	XP_005850518.1 hypothetical protein CHLNCDRAFT_50183 [Chlorella variabilis]
OG0004254	KAF8071030.1 hypothetical protein HT031_001112 [Scenedesmus sp. PABB004]	XP_005846551.1 hypothetical protein CHLNCDRAFT_24892 [Chlorella variabilis]
OG0004255	KAF8067120.1 hypothetical protein HT031_002167 [Scenedesmus sp. PABB004]	XP_005844047.1 hypothetical protein CHLNCDRAFT_139610 [Chlorella variabilis]
OG0004256	KAF8067264.1 hypothetical protein HT031_002311 [Scenedesmus sp. PABB004]	XP_005842943.1 hypothetical protein CHLNCDRAFT_141740 [Chlorella variabilis]
OG0004258	KAF8065636.1 RABH1B [Scenedesmus sp. PABB004]	XP_005844627.1 GTP binding protein [Chlorella variabilis]
OG0004259	KAF8056131.1 hypothetical protein HT031_006482 [Scenedesmus sp. PABB004]	XP_005847251.1 hypothetical protein CHLNCDRAFT_134240 [Chlorella variabilis]
OG0004260	KAF8069627.1 BET11 [Scenedesmus sp. PABB004]	XP_005843973.1 hypothetical protein CHLNCDRAFT_139780 [Chlorella variabilis]
OG0004261	KAF8059212.1 hypothetical protein HT031_005384 [Scenedesmus sp. PABB004]	XP_005847980.1 hypothetical protein CHLNCDRAFT_145484 [Chlorella variabilis]
OG0004264	KAF8056136.1 Zmynd10 [Scenedesmus sp. PABB004]	XP_005848129.1 hypothetical protein CHLNCDRAFT_17459_ partial [Chlorella variabilis]
OG0004265	KAF8066208.1 Pepd [Scenedesmus sp. PABB004]	XP_005848177.1 hypothetical protein CHLNCDRAFT_31053 [Chlorella variabilis]
OG0004267	KAF8067428.1 hypothetical protein HT031_002476 [Scenedesmus sp. PABB004]	XP_005844662.1 hypothetical protein CHLNCDRAFT_138545 [Chlorella variabilis]
OG0004268	KAF8062685.1 Upf1 [Scenedesmus sp. PABB004]	XP_005842966.1 hypothetical protein CHLNCDRAFT_59413 [Chlorella variabilis]
OG0004269	KAF8068257.1 FKBP17-2 [Scenedesmus sp. PABB004]	XP_005844702.1 hypothetical protein CHLNCDRAFT_138638 [Chlorella variabilis]
OG0004276	KAF8071239.1 protein phosphatase [Scenedesmus sp. PABB004]	XP_005843271.1 hypothetical protein CHLNCDRAFT_55285 [Chlorella variabilis]
OG0004278	KAF8071139.1 RPI4 [Scenedesmus sp. PABB004]	XP_005843235.1 hypothetical protein CHLNCDRAFT_141332 [Chlorella variabilis]
OG0004280	KAF8056348.1 chid1 [Scenedesmus sp. PABB004]	XP_005845825.1 hypothetical protein CHLNCDRAFT_136282 [Chlorella variabilis], XP_005845826.1 hypothetical protein CHLNCDRAFT_136283 [Chlorella variabilis]
OG0004281	KAF8066385.1 h [Scenedesmus sp. PABB004]	XP_005845880.1 hypothetical protein CHLNCDRAFT_136424 [Chlorella variabilis]
OG0004282	KAF8065609.1 LHT2 [Scenedesmus sp. PABB004]	XP_005845822.1 hypothetical protein CHLNCDRAFT_136575 [Chlorella variabilis]
OG0004283	KAF8071342.1 hypothetical protein HT031_001426 [Scenedesmus sp. PABB004]	XP_005847713.1 expressed protein [Chlorella variabilis], XP_005849307.1 hypothetical protein CHLNCDRAFT_143630 [Chlorella variabilis]
OG0004288	KAF8056243.1 WDTC1 [Scenedesmus sp. PABB004]	XP_005846057.1 hypothetical protein CHLNCDRAFT_136223 [Chlorella variabilis]
OG0004289	KAF8069497.1 K02F3.12 [Scenedesmus sp. PABB004]	XP_005846059.1 hypothetical protein CHLNCDRAFT_25381_ partial [Chlorella variabilis]
OG0004290	KAF8068309.1 CAC3 [Scenedesmus sp. PABB004]	XP_005845985.1 hypothetical protein CHLNCDRAFT_36222 [Chlorella variabilis]
OG0004291	KAF8062749.1 fkbM [Scenedesmus sp. PABB004]	XP_005847278.1 hypothetical protein CHLNCDRAFT_134317 [Chlorella variabilis]
OG0004293	KAF8072867.1 hypothetical protein HT031_000527 [Scenedesmus sp. PABB004]	XP_005847510.1 hypothetical protein CHLNCDRAFT_134528 [Chlorella variabilis]
OG0004294	KAF8055827.1 phosphoglycerate mutase-like protein 4 [Scenedesmus sp. PABB004]	XP_005847388.1 hypothetical protein CHLNCDRAFT_134218 [Chlorella variabilis]
OG0004297	KAF8062746.1 hypothetical protein HT031_004076 [Scenedesmus sp. PABB004]	XP_005847449.1 hypothetical protein CHLNCDRAFT_134361 [Chlorella variabilis]
OG0004299	KAF8062082.1 hypothetical protein HT031_004342 [Scenedesmus sp. PABB004]	XP_005848346.1 hypothetical protein CHLNCDRAFT_145051 [Chlorella variabilis]
OG0004302	KAF8056839.1 hpt [Scenedesmus sp. PABB004]	XP_005848269.1 hypothetical protein CHLNCDRAFT_144875 [Chlorella variabilis]
OG0004303	KAF8063848.1 PSRP-3 [Scenedesmus sp. PABB004]	XP_005848533.1 hypothetical protein CHLNCDRAFT_145058 [Chlorella variabilis]
OG0004304	KAF8067181.1 hypothetical protein HT031_002228 [Scenedesmus sp. PABB004], KAF8067176.1 hypothetical protein HT031_002223 [Scenedesmus sp. PABB004]	XP_005848493.1 hypothetical protein CHLNCDRAFT_144943 [Chlorella variabilis]
OG0004305	KAF8071282.1 zinc protease-like protein [Scenedesmus sp. PABB004]	XP_005848265.1 hypothetical protein CHLNCDRAFT_7930_ partial [Chlorella variabilis]
OG0004306	KAF8065463.1 RIN2 [Scenedesmus sp. PABB004]	XP_005848506.1 hypothetical protein CHLNCDRAFT_57641 [Chlorella variabilis]
OG0004307	KAF8067206.1 hypothetical protein HT031_002253 [Scenedesmus sp. PABB004]	XP_005848578.1 hypothetical protein CHLNCDRAFT_30910 [Chlorella variabilis]
OG0004308	KAF8062761.1 SWI2 [Scenedesmus sp. PABB004]	XP_005845586.1 hypothetical protein CHLNCDRAFT_136777 [Chlorella variabilis]
OG0004309	KAF8055726.1 hypothetical protein HT031_006630 [Scenedesmus sp. PABB004]	XP_005844802.1 hypothetical protein CHLNCDRAFT_138703 [Chlorella variabilis]
OG0004317	KAF8071036.1 hypothetical protein HT031_001118 [Scenedesmus sp. PABB004]	XP_005848821.1 hypothetical protein CHLNCDRAFT_144126 [Chlorella variabilis]
OG0004319	KAF8059161.1 agbl2 [Scenedesmus sp. PABB004]	XP_005848632.1 hypothetical protein CHLNCDRAFT_144158 [Chlorella variabilis]
OG0004320	KAF8065720.1 cluap1 [Scenedesmus sp. PABB004]	XP_005849001.1 hypothetical protein CHLNCDRAFT_144571 [Chlorella variabilis]
OG0004321	KAF8073222.1 FTSH7 [Scenedesmus sp. PABB004]	XP_005848949.1 hypothetical protein CHLNCDRAFT_51635 [Chlorella variabilis]
OG0004323	KAF8054902.1 UTR5 [Scenedesmus sp. PABB004]	XP_005851041.1 hypothetical protein CHLNCDRAFT_19466_ partial [Chlorella variabilis]
OG0004324	KAF8071376.1 hypothetical protein HT031_001460 [Scenedesmus sp. PABB004]	XP_005850624.1 hypothetical protein CHLNCDRAFT_17265_ partial [Chlorella variabilis]
OG0004325	KAF8063684.1 SGT1A [Scenedesmus sp. PABB004]	XP_005850144.1 hypothetical protein CHLNCDRAFT_142266 [Chlorella variabilis]
OG0004326	KAF8055483.1 hypothetical protein HT031_006742 [Scenedesmus sp. PABB004]	XP_005845249.1 hypothetical protein CHLNCDRAFT_136917 [Chlorella variabilis], XP_005846108.1 hypothetical protein CHLNCDRAFT_53370 [Chlorella variabilis], XP_005843289.1 hypothetical protein CHLNCDRAFT_141346 [Chlorella variabilis], XP_005849392.1 hypothetical protein CHLNCDRAFT_143882 [Chlorella variabilis]
OG0004327	KAF8058073.1 hypothetical protein HT031_005733 [Scenedesmus sp. PABB004]	XP_005849723.1 hypothetical protein CHLNCDRAFT_142715 [Chlorella variabilis]
