Orthogroup	Chlorella_VariabilisNC64A	Auxenochlorella_protothecoides
OG0004073	XP_005850287.1 hypothetical protein CHLNCDRAFT_142021 [Chlorella variabilis]	RMZ57464.1 hypothetical protein APUTEX25_004298 [Auxenochlorella protothecoides]
OG0004074	XP_005845875.1 hypothetical protein CHLNCDRAFT_59731 [Chlorella variabilis]	RMZ57471.1 hypothetical protein APUTEX25_004305 [Auxenochlorella protothecoides]
OG0004075	XP_005851406.1 hypothetical protein CHLNCDRAFT_137663 [Chlorella variabilis]	RMZ57485.1 hypothetical protein APUTEX25_003728_ partial [Auxenochlorella protothecoides]
OG0004076	XP_005851412.1 hypothetical protein CHLNCDRAFT_29459 [Chlorella variabilis]	RMZ57488.1 hypothetical protein APUTEX25_003731 [Auxenochlorella protothecoides]
OG0004077	XP_005851387.1 hypothetical protein CHLNCDRAFT_14958_ partial [Chlorella variabilis]	RMZ57494.1 hypothetical protein APUTEX25_003737_ partial [Auxenochlorella protothecoides]
OG0004078	XP_005851097.1 hypothetical protein CHLNCDRAFT_29444 [Chlorella variabilis]	RMZ57518.1 hypothetical protein APUTEX25_003761 [Auxenochlorella protothecoides]
OG0004079	XP_005851108.1 hypothetical protein CHLNCDRAFT_49822 [Chlorella variabilis]	RMZ57519.1 hypothetical protein APUTEX25_003762 [Auxenochlorella protothecoides]
OG0004080	XP_005851059.1 hypothetical protein CHLNCDRAFT_137543 [Chlorella variabilis]	RMZ57524.1 hypothetical protein APUTEX25_003767 [Auxenochlorella protothecoides]
OG0004081	XP_005844237.1 hypothetical protein CHLNCDRAFT_7888_ partial [Chlorella variabilis]	RMZ57541.1 hypothetical protein APUTEX25_001741 [Auxenochlorella protothecoides]
OG0004082	XP_005845212.1 hypothetical protein CHLNCDRAFT_26276 [Chlorella variabilis]	RMZ57666.1 hypothetical protein APUTEX25_001866_ partial [Auxenochlorella protothecoides], RMZ57543.1 hypothetical protein APUTEX25_001743 [Auxenochlorella protothecoides]
OG0004083	XP_005848206.1 hypothetical protein CHLNCDRAFT_22338_ partial [Chlorella variabilis]	RMZ57551.1 hypothetical protein APUTEX25_001751 [Auxenochlorella protothecoides]
OG0004084	XP_005849577.1 hypothetical protein CHLNCDRAFT_142993 [Chlorella variabilis]	RMZ57567.1 hypothetical protein APUTEX25_001767 [Auxenochlorella protothecoides]
OG0004085	XP_005845110.1 hypothetical protein CHLNCDRAFT_54108 [Chlorella variabilis]	RMZ57576.1 hypothetical protein APUTEX25_001776_ partial [Auxenochlorella protothecoides]
OG0004086	XP_005846676.1 hypothetical protein CHLNCDRAFT_135402 [Chlorella variabilis]	RMZ57601.1 hypothetical protein APUTEX25_001801 [Auxenochlorella protothecoides]
OG0004087	XP_005848321.1 hypothetical protein CHLNCDRAFT_144994 [Chlorella variabilis]	RMZ57602.1 hypothetical protein APUTEX25_001802_ partial [Auxenochlorella protothecoides]
OG0004088	XP_005848527.1 hypothetical protein CHLNCDRAFT_17217_ partial [Chlorella variabilis]	RMZ57616.1 hypothetical protein APUTEX25_001816 [Auxenochlorella protothecoides]
OG0004089	XP_005844244.1 hypothetical protein CHLNCDRAFT_139276 [Chlorella variabilis]	RMZ57619.1 hypothetical protein APUTEX25_001819 [Auxenochlorella protothecoides]
OG0004091	XP_005845103.1 hypothetical protein CHLNCDRAFT_137452 [Chlorella variabilis]	RMZ57655.1 hypothetical protein APUTEX25_001855 [Auxenochlorella protothecoides]
OG0004092	XP_005845229.1 hypothetical protein CHLNCDRAFT_137486 [Chlorella variabilis]	RMZ57657.1 hypothetical protein APUTEX25_001857 [Auxenochlorella protothecoides]
OG0004093	XP_005849063.1 hypothetical protein CHLNCDRAFT_143537 [Chlorella variabilis]	RMZ57660.1 hypothetical protein APUTEX25_001860 [Auxenochlorella protothecoides]
OG0004094	XP_005849854.1 hypothetical protein CHLNCDRAFT_143031 [Chlorella variabilis]	RMZ57673.1 hypothetical protein APUTEX25_001873 [Auxenochlorella protothecoides]
OG0004095	XP_005849562.1 hypothetical protein CHLNCDRAFT_57252 [Chlorella variabilis]	RMZ57676.1 hypothetical protein APUTEX25_001876 [Auxenochlorella protothecoides]
OG0004096	XP_005848538.1 hypothetical protein CHLNCDRAFT_35180 [Chlorella variabilis]	RMZ57687.1 hypothetical protein APUTEX25_001887 [Auxenochlorella protothecoides]
OG0004097	XP_005848513.1 hypothetical protein CHLNCDRAFT_144997 [Chlorella variabilis]	RMZ57694.1 hypothetical protein APUTEX25_001894 [Auxenochlorella protothecoides]
OG0004098	XP_005846675.1 hypothetical protein CHLNCDRAFT_135400 [Chlorella variabilis]	RMZ57703.1 hypothetical protein APUTEX25_001903_ partial [Auxenochlorella protothecoides]
OG0004100	XP_005844325.1 hypothetical protein CHLNCDRAFT_54537 [Chlorella variabilis]	RMZ57720.1 hypothetical protein APUTEX25_002110_ partial [Auxenochlorella protothecoides]
OG0004101	XP_005847571.1 hypothetical protein CHLNCDRAFT_133822 [Chlorella variabilis]	RMZ57752.1 hypothetical protein APUTEX25_002999_ partial [Auxenochlorella protothecoides]
OG0004102	XP_005844180.1 hypothetical protein CHLNCDRAFT_54673 [Chlorella variabilis]	RMZ57843.1 hypothetical protein APUTEX25_004610_ partial [Auxenochlorella protothecoides]
OG0004419	XP_005848968.1 expressed protein [Chlorella variabilis]	RMZ52036.1 hypothetical protein APUTEX25_001230 [Auxenochlorella protothecoides]
OG0004421	XP_005849199.1 hypothetical protein CHLNCDRAFT_143903 [Chlorella variabilis]	RMZ52099.1 hypothetical protein APUTEX25_001293_ partial [Auxenochlorella protothecoides]
OG0004422	XP_005852323.1 hypothetical protein CHLNCDRAFT_142511 [Chlorella variabilis]	RMZ52105.1 hypothetical protein APUTEX25_001299 [Auxenochlorella protothecoides]
OG0004423	XP_005842882.1 hypothetical protein CHLNCDRAFT_142475 [Chlorella variabilis]	RMZ52107.1 hypothetical protein APUTEX25_001301 [Auxenochlorella protothecoides]
OG0004424	XP_005846896.1 hypothetical protein CHLNCDRAFT_134760 [Chlorella variabilis]	RMZ52110.1 hypothetical protein APUTEX25_001304 [Auxenochlorella protothecoides]
OG0004425	XP_005842969.1 hypothetical protein CHLNCDRAFT_12856_ partial [Chlorella variabilis]	RMZ52127.1 hypothetical protein APUTEX25_001517 [Auxenochlorella protothecoides]
OG0004426	XP_005842711.1 hypothetical protein CHLNCDRAFT_135458 [Chlorella variabilis]	RMZ52129.1 hypothetical protein APUTEX25_001519 [Auxenochlorella protothecoides]
OG0004427	XP_005845658.1 hypothetical protein CHLNCDRAFT_136701 [Chlorella variabilis]	RMZ52139.1 hypothetical protein APUTEX25_001529 [Auxenochlorella protothecoides]
OG0004430	XP_005842863.1 hypothetical protein CHLNCDRAFT_33380 [Chlorella variabilis]	RMZ52183.1 hypothetical protein APUTEX25_001573 [Auxenochlorella protothecoides]
OG0004431	XP_005846200.1 hypothetical protein CHLNCDRAFT_136232 [Chlorella variabilis]	RMZ52195.1 hypothetical protein APUTEX25_001585_ partial [Auxenochlorella protothecoides]
OG0004432	XP_005845663.1 hypothetical protein CHLNCDRAFT_25675 [Chlorella variabilis]	RMZ52204.1 hypothetical protein APUTEX25_001594 [Auxenochlorella protothecoides]
OG0004433	XP_005845564.1 hypothetical protein CHLNCDRAFT_136730 [Chlorella variabilis]	RMZ52213.1 hypothetical protein APUTEX25_001603 [Auxenochlorella protothecoides]
OG0004436	XP_005844730.1 hypothetical protein CHLNCDRAFT_58828 [Chlorella variabilis]	RMZ52241.1 hypothetical protein APUTEX25_001631 [Auxenochlorella protothecoides]
OG0004437	XP_005845513.1 hypothetical protein CHLNCDRAFT_58502 [Chlorella variabilis]	RMZ52244.1 hypothetical protein APUTEX25_001634 [Auxenochlorella protothecoides]
OG0004438	XP_005845620.1 hypothetical protein CHLNCDRAFT_136597 [Chlorella variabilis]	RMZ52256.1 hypothetical protein APUTEX25_001646 [Auxenochlorella protothecoides]
OG0004439	XP_005844259.1 hypothetical protein CHLNCDRAFT_27099_ partial [Chlorella variabilis]	RMZ52257.1 hypothetical protein APUTEX25_001647_ partial [Auxenochlorella protothecoides]
OG0004440	XP_005842838.1 hypothetical protein CHLNCDRAFT_142536 [Chlorella variabilis]	RMZ52276.1 hypothetical protein APUTEX25_001666_ partial [Auxenochlorella protothecoides]
OG0004441	XP_005851599.1 hypothetical protein CHLNCDRAFT_138126 [Chlorella variabilis]	RMZ52285.1 hypothetical protein APUTEX25_001675 [Auxenochlorella protothecoides]
OG0004442	XP_005842968.1 hypothetical protein CHLNCDRAFT_141798 [Chlorella variabilis]	RMZ52290.1 hypothetical protein APUTEX25_001680 [Auxenochlorella protothecoides]
OG0004443	XP_005842940.1 hypothetical protein CHLNCDRAFT_59419 [Chlorella variabilis]	RMZ52298.1 hypothetical protein APUTEX25_001688 [Auxenochlorella protothecoides]
OG0004444	XP_005844437.1 hypothetical protein CHLNCDRAFT_58938 [Chlorella variabilis]	RMZ52330.1 hypothetical protein APUTEX25_005083 [Auxenochlorella protothecoides]
OG0004445	XP_005850706.1 hypothetical protein CHLNCDRAFT_19726 [Chlorella variabilis]	RMZ52335.1 hypothetical protein APUTEX25_005088 [Auxenochlorella protothecoides]
OG0004446	XP_005849774.1 hypothetical protein CHLNCDRAFT_142833 [Chlorella variabilis]	RMZ52399.1 hypothetical protein APUTEX25_000674_ partial [Auxenochlorella protothecoides]
OG0004447	XP_005849506.1 hypothetical protein CHLNCDRAFT_48633 [Chlorella variabilis]	RMZ52407.1 hypothetical protein APUTEX25_000682 [Auxenochlorella protothecoides]
OG0004448	XP_005852266.1 hypothetical protein CHLNCDRAFT_133649 [Chlorella variabilis]	RMZ52410.1 hypothetical protein APUTEX25_000685_ partial [Auxenochlorella protothecoides]
OG0004449	XP_005848062.1 hypothetical protein CHLNCDRAFT_10741_ partial [Chlorella variabilis]	RMZ52423.1 hypothetical protein APUTEX25_000002 [Auxenochlorella protothecoides]
OG0004451	XP_005848064.1 hypothetical protein CHLNCDRAFT_145277 [Chlorella variabilis]	RMZ52431.1 hypothetical protein APUTEX25_000010 [Auxenochlorella protothecoides]
OG0004452	XP_005847900.1 hypothetical protein CHLNCDRAFT_57716 [Chlorella variabilis]	RMZ52445.1 hypothetical protein APUTEX25_000024 [Auxenochlorella protothecoides]
OG0004453	XP_005848053.1 hypothetical protein CHLNCDRAFT_14001_ partial [Chlorella variabilis]	RMZ52447.1 hypothetical protein APUTEX25_000026 [Auxenochlorella protothecoides]
OG0004454	XP_005849903.1 hypothetical protein CHLNCDRAFT_143165 [Chlorella variabilis]	RMZ52456.1 hypothetical protein APUTEX25_000035 [Auxenochlorella protothecoides]
OG0004455	XP_005848710.1 hypothetical protein CHLNCDRAFT_144364 [Chlorella variabilis]	RMZ52475.1 hypothetical protein APUTEX25_003618 [Auxenochlorella protothecoides]
OG0004456	XP_005845270.1 hypothetical protein CHLNCDRAFT_136965 [Chlorella variabilis]	RMZ52477.1 hypothetical protein APUTEX25_003620 [Auxenochlorella protothecoides]
OG0004458	XP_005849802.1 hypothetical protein CHLNCDRAFT_142906 [Chlorella variabilis]	RMZ52502.1 hypothetical protein APUTEX25_003645_ partial [Auxenochlorella protothecoides]
OG0004459	XP_005848723.1 hypothetical protein CHLNCDRAFT_57520 [Chlorella variabilis]	RMZ52509.1 hypothetical protein APUTEX25_003652 [Auxenochlorella protothecoides]
OG0004460	XP_005850634.1 hypothetical protein CHLNCDRAFT_20098 [Chlorella variabilis]	RMZ52526.1 hypothetical protein APUTEX25_003669 [Auxenochlorella protothecoides]
OG0004461	XP_005848909.1 hypothetical protein CHLNCDRAFT_144334 [Chlorella variabilis]	RMZ52570.1 hypothetical protein APUTEX25_003713 [Auxenochlorella protothecoides]
OG0004462	XP_005848837.1 hypothetical protein CHLNCDRAFT_144161 [Chlorella variabilis]	RMZ52608.1 hypothetical protein APUTEX25_000727 [Auxenochlorella protothecoides]
OG0004463	XP_005848620.1 hypothetical protein CHLNCDRAFT_144127 [Chlorella variabilis]	RMZ52612.1 hypothetical protein APUTEX25_000731 [Auxenochlorella protothecoides]
OG0004464	XP_005846632.1 hypothetical protein CHLNCDRAFT_24463_ partial [Chlorella variabilis]	RMZ52635.1 hypothetical protein APUTEX25_000754 [Auxenochlorella protothecoides]
OG0004465	XP_005847973.1 hypothetical protein CHLNCDRAFT_145465 [Chlorella variabilis]	RMZ52650.1 hypothetical protein APUTEX25_000769 [Auxenochlorella protothecoides]
OG0004466	XP_005850675.1 hypothetical protein CHLNCDRAFT_140730 [Chlorella variabilis]	RMZ52668.1 hypothetical protein APUTEX25_000787 [Auxenochlorella protothecoides]
OG0004467	XP_005852131.1 hypothetical protein CHLNCDRAFT_18624 [Chlorella variabilis]	RMZ52674.1 hypothetical protein APUTEX25_000793 [Auxenochlorella protothecoides]
OG0004468	XP_005843867.1 hypothetical protein CHLNCDRAFT_56362 [Chlorella variabilis]	RMZ52682.1 hypothetical protein APUTEX25_000801 [Auxenochlorella protothecoides]
OG0004469	XP_005844958.1 hypothetical protein CHLNCDRAFT_138333 [Chlorella variabilis]	RMZ52685.1 hypothetical protein APUTEX25_000804 [Auxenochlorella protothecoides]
OG0004471	XP_005846404.1 hypothetical protein CHLNCDRAFT_56212 [Chlorella variabilis]	RMZ52694.1 hypothetical protein APUTEX25_000813_ partial [Auxenochlorella protothecoides]
OG0004472	XP_005847292.1 hypothetical protein CHLNCDRAFT_35609 [Chlorella variabilis]	RMZ52698.1 hypothetical protein APUTEX25_000817_ partial [Auxenochlorella protothecoides]
OG0004473	XP_005850952.1 hypothetical protein CHLNCDRAFT_50360 [Chlorella variabilis]	RMZ52707.1 hypothetical protein APUTEX25_000826 [Auxenochlorella protothecoides]
OG0004474	XP_005848600.1 hypothetical protein CHLNCDRAFT_14348_ partial [Chlorella variabilis]	RMZ52716.1 hypothetical protein APUTEX25_000835 [Auxenochlorella protothecoides]
OG0004475	XP_005843911.1 hypothetical protein CHLNCDRAFT_8691_ partial [Chlorella variabilis]	RMZ52730.1 hypothetical protein APUTEX25_000849_ partial [Auxenochlorella protothecoides]
OG0004477	XP_005852087.1 hypothetical protein CHLNCDRAFT_18606_ partial [Chlorella variabilis]	RMZ52769.1 hypothetical protein APUTEX25_000888_ partial [Auxenochlorella protothecoides]
OG0004478	XP_005845061.1 hypothetical protein CHLNCDRAFT_26253_ partial [Chlorella variabilis]	RMZ52770.1 hypothetical protein APUTEX25_000889 [Auxenochlorella protothecoides]
OG0004479	XP_005846626.1 hypothetical protein CHLNCDRAFT_135265 [Chlorella variabilis]	RMZ52772.1 hypothetical protein APUTEX25_000891_ partial [Auxenochlorella protothecoides]
OG0004480	XP_005849678.1 hypothetical protein CHLNCDRAFT_143235 [Chlorella variabilis]	RMZ52804.1 hypothetical protein APUTEX25_000923 [Auxenochlorella protothecoides]
OG0004481	XP_005847282.1 hypothetical protein CHLNCDRAFT_134329 [Chlorella variabilis]	RMZ52806.1 hypothetical protein APUTEX25_000925_ partial [Auxenochlorella protothecoides]
OG0004482	XP_005848822.1 expressed protein [Chlorella variabilis]	RMZ52811.1 hypothetical protein APUTEX25_000930_ partial [Auxenochlorella protothecoides]
OG0004483	XP_005847822.1 hypothetical protein CHLNCDRAFT_134036 [Chlorella variabilis]	RMZ52813.1 hypothetical protein APUTEX25_000932_ partial [Auxenochlorella protothecoides]
OG0004484	XP_005847285.1 hypothetical protein CHLNCDRAFT_23742 [Chlorella variabilis]	RMZ52836.1 hypothetical protein APUTEX25_000955_ partial [Auxenochlorella protothecoides]
OG0004485	XP_005845394.1 hypothetical protein CHLNCDRAFT_53838 [Chlorella variabilis]	RMZ52865.1 hypothetical protein APUTEX25_000984 [Auxenochlorella protothecoides]
OG0004486	XP_005844763.1 hypothetical protein CHLNCDRAFT_54300 [Chlorella variabilis]	RMZ52868.1 hypothetical protein APUTEX25_000987 [Auxenochlorella protothecoides]
OG0004487	XP_005849936.1 hypothetical protein CHLNCDRAFT_143265 [Chlorella variabilis]	RMZ52869.1 hypothetical protein APUTEX25_000988 [Auxenochlorella protothecoides]
OG0004488	XP_005845887.1 hypothetical protein CHLNCDRAFT_36346 [Chlorella variabilis]	RMZ52881.1 hypothetical protein APUTEX25_001000 [Auxenochlorella protothecoides]
OG0004490	XP_005847272.1 hypothetical protein CHLNCDRAFT_57952 [Chlorella variabilis]	RMZ52896.1 hypothetical protein APUTEX25_001015_ partial [Auxenochlorella protothecoides]
OG0004491	XP_005845055.1 hypothetical protein CHLNCDRAFT_58674 [Chlorella variabilis]	RMZ52899.1 hypothetical protein APUTEX25_001018 [Auxenochlorella protothecoides]
OG0004492	XP_005846311.1 expressed protein [Chlorella variabilis]	RMZ52906.1 hypothetical protein APUTEX25_001025_ partial [Auxenochlorella protothecoides]
OG0004493	XP_005851787.1 hypothetical protein CHLNCDRAFT_133218 [Chlorella variabilis]	RMZ52915.1 hypothetical protein APUTEX25_001034_ partial [Auxenochlorella protothecoides]
OG0004494	XP_005850961.1 hypothetical protein CHLNCDRAFT_140729 [Chlorella variabilis]	RMZ52963.1 hypothetical protein APUTEX25_001082 [Auxenochlorella protothecoides]
OG0004495	XP_005844222.1 hypothetical protein CHLNCDRAFT_58963 [Chlorella variabilis]	RMZ52964.1 hypothetical protein APUTEX25_001083_ partial [Auxenochlorella protothecoides]
OG0004496	XP_005846390.1 hypothetical protein CHLNCDRAFT_135871 [Chlorella variabilis]	RMZ52973.1 hypothetical protein APUTEX25_001092_ partial [Auxenochlorella protothecoides]
OG0004497	XP_005849765.1 hypothetical protein CHLNCDRAFT_142812 [Chlorella variabilis]	RMZ53017.1 hypothetical protein APUTEX25_001136 [Auxenochlorella protothecoides]
OG0004498	XP_005848188.1 hypothetical protein CHLNCDRAFT_31055 [Chlorella variabilis]	RMZ53040.1 hypothetical protein APUTEX25_001159 [Auxenochlorella protothecoides]
OG0004501	XP_005843869.1 hypothetical protein CHLNCDRAFT_27560 [Chlorella variabilis]	RMZ53061.1 hypothetical protein APUTEX25_001180_ partial [Auxenochlorella protothecoides]
OG0004502	XP_005849657.1 hypothetical protein CHLNCDRAFT_20883_ partial [Chlorella variabilis]	RMZ53064.1 hypothetical protein APUTEX25_001183_ partial [Auxenochlorella protothecoides]
OG0004503	XP_005851359.1 hypothetical protein CHLNCDRAFT_137557 [Chlorella variabilis]	RMZ53097.1 hypothetical protein APUTEX25_002506 [Auxenochlorella protothecoides]
OG0004504	XP_005849713.1 hypothetical protein CHLNCDRAFT_142690 [Chlorella variabilis]	RMZ53099.1 hypothetical protein APUTEX25_002508_ partial [Auxenochlorella protothecoides]
OG0004505	XP_005851750.1 hypothetical protein CHLNCDRAFT_133128 [Chlorella variabilis]	RMZ53121.1 hypothetical protein APUTEX25_005110 [Auxenochlorella protothecoides]
OG0004506	XP_005846498.1 hypothetical protein CHLNCDRAFT_24727_ partial [Chlorella variabilis]	RMZ53188.1 hypothetical protein APUTEX25_005177_ partial [Auxenochlorella protothecoides]
OG0004507	XP_005846979.1 hypothetical protein CHLNCDRAFT_58105 [Chlorella variabilis]	RMZ53196.1 hypothetical protein APUTEX25_005185 [Auxenochlorella protothecoides]
OG0004508	XP_005847177.1 hypothetical protein CHLNCDRAFT_134959 [Chlorella variabilis]	RMZ53208.1 hypothetical protein APUTEX25_005197 [Auxenochlorella protothecoides]
OG0004510	XP_005847178.1 hypothetical protein CHLNCDRAFT_12296_ partial [Chlorella variabilis]	RMZ53233.1 hypothetical protein APUTEX25_005222 [Auxenochlorella protothecoides]
OG0004511	XP_005847384.1 hypothetical protein CHLNCDRAFT_134211 [Chlorella variabilis]	RMZ53234.1 hypothetical protein APUTEX25_005223 [Auxenochlorella protothecoides]
OG0004513	XP_005846087.1 hypothetical protein CHLNCDRAFT_13261_ partial [Chlorella variabilis]	RMZ53276.1 hypothetical protein APUTEX25_005265 [Auxenochlorella protothecoides]
OG0004514	XP_005848861.1 hypothetical protein CHLNCDRAFT_17678_ partial [Chlorella variabilis]	RMZ53292.1 hypothetical protein APUTEX25_004780 [Auxenochlorella protothecoides]
OG0004515	XP_005847710.1 hypothetical protein CHLNCDRAFT_133729 [Chlorella variabilis]	RMZ53297.1 hypothetical protein APUTEX25_004785 [Auxenochlorella protothecoides]
OG0004516	XP_005843772.1 hypothetical protein CHLNCDRAFT_139898 [Chlorella variabilis]	RMZ53310.1 hypothetical protein APUTEX25_004798 [Auxenochlorella protothecoides]
OG0004517	XP_005847062.1 hypothetical protein CHLNCDRAFT_23945_ partial [Chlorella variabilis]	RMZ53317.1 hypothetical protein APUTEX25_004805_ partial [Auxenochlorella protothecoides]
OG0004518	XP_005851318.1 expressed protein [Chlorella variabilis]	RMZ53328.1 hypothetical protein APUTEX25_004816 [Auxenochlorella protothecoides]
OG0004519	XP_005842783.1 hypothetical protein CHLNCDRAFT_59466 [Chlorella variabilis]	RMZ53330.1 hypothetical protein APUTEX25_004818 [Auxenochlorella protothecoides]
OG0004520	XP_005848703.1 hypothetical protein CHLNCDRAFT_144351 [Chlorella variabilis], XP_005844403.1 hypothetical protein CHLNCDRAFT_139063 [Chlorella variabilis]	RMZ53332.1 hypothetical protein APUTEX25_004820 [Auxenochlorella protothecoides]
OG0004521	XP_005851314.1 hypothetical protein CHLNCDRAFT_138161 [Chlorella variabilis]	RMZ53335.1 hypothetical protein APUTEX25_004823 [Auxenochlorella protothecoides]
OG0004522	XP_005842714.1 hypothetical protein CHLNCDRAFT_28961 [Chlorella variabilis]	RMZ53365.1 hypothetical protein APUTEX25_004853 [Auxenochlorella protothecoides]
OG0004523	XP_005847538.1 hypothetical protein CHLNCDRAFT_12869_ partial [Chlorella variabilis]	RMZ53369.1 hypothetical protein APUTEX25_004857 [Auxenochlorella protothecoides]
OG0004525	XP_005844398.1 hypothetical protein CHLNCDRAFT_54527 [Chlorella variabilis]	RMZ53392.1 hypothetical protein APUTEX25_004880 [Auxenochlorella protothecoides]
OG0004526	XP_005844206.1 hypothetical protein CHLNCDRAFT_27036 [Chlorella variabilis]	RMZ53394.1 hypothetical protein APUTEX25_004882 [Auxenochlorella protothecoides]
OG0004527	XP_005843634.1 hypothetical protein CHLNCDRAFT_140248 [Chlorella variabilis]	RMZ53412.1 hypothetical protein APUTEX25_004900_ partial [Auxenochlorella protothecoides]
OG0004528	XP_005844341.1 hypothetical protein CHLNCDRAFT_139112 [Chlorella variabilis]	RMZ53416.1 hypothetical protein APUTEX25_004904 [Auxenochlorella protothecoides]
OG0004529	XP_005847685.1 hypothetical protein CHLNCDRAFT_23149_ partial [Chlorella variabilis]	RMZ53418.1 hypothetical protein APUTEX25_004906 [Auxenochlorella protothecoides]
OG0004530	XP_005851933.1 hypothetical protein CHLNCDRAFT_18068 [Chlorella variabilis]	RMZ53422.1 hypothetical protein APUTEX25_004910 [Auxenochlorella protothecoides]
OG0004531	XP_005851325.1 hypothetical protein CHLNCDRAFT_138189 [Chlorella variabilis]	RMZ53428.1 hypothetical protein APUTEX25_004916 [Auxenochlorella protothecoides]
OG0004532	XP_005847014.1 hypothetical protein CHLNCDRAFT_35672 [Chlorella variabilis]	RMZ53438.1 hypothetical protein APUTEX25_004926 [Auxenochlorella protothecoides]
OG0004533	XP_005844961.1 hypothetical protein CHLNCDRAFT_138339 [Chlorella variabilis]	RMZ53450.1 hypothetical protein APUTEX25_003272 [Auxenochlorella protothecoides]
OG0004534	XP_005844830.1 hypothetical protein CHLNCDRAFT_26343_ partial [Chlorella variabilis]	RMZ53453.1 hypothetical protein APUTEX25_003275_ partial [Auxenochlorella protothecoides]
OG0004535	XP_005849322.1 hypothetical protein CHLNCDRAFT_14185_ partial [Chlorella variabilis]	RMZ53461.1 hypothetical protein APUTEX25_003283_ partial [Auxenochlorella protothecoides]
OG0004537	XP_005851763.1 hypothetical protein CHLNCDRAFT_49457 [Chlorella variabilis]	RMZ53483.1 hypothetical protein APUTEX25_003305 [Auxenochlorella protothecoides]
OG0004538	XP_005849095.1 hypothetical protein CHLNCDRAFT_143627 [Chlorella variabilis]	RMZ53486.1 hypothetical protein APUTEX25_003308 [Auxenochlorella protothecoides]
OG0004539	XP_005846455.1 hypothetical protein CHLNCDRAFT_135619 [Chlorella variabilis]	RMZ53495.1 hypothetical protein APUTEX25_003317 [Auxenochlorella protothecoides]
OG0004540	XP_005850385.1 hypothetical protein CHLNCDRAFT_12115_ partial [Chlorella variabilis]	RMZ53502.1 hypothetical protein APUTEX25_003324_ partial [Auxenochlorella protothecoides]
OG0004541	XP_005850161.1 hypothetical protein CHLNCDRAFT_57123 [Chlorella variabilis]	RMZ53520.1 hypothetical protein APUTEX25_003342_ partial [Auxenochlorella protothecoides]
OG0004542	XP_005846421.1 hypothetical protein CHLNCDRAFT_25015 [Chlorella variabilis]	RMZ53527.1 hypothetical protein APUTEX25_003349 [Auxenochlorella protothecoides]
OG0004543	XP_005844873.1 hypothetical protein CHLNCDRAFT_36706 [Chlorella variabilis]	RMZ53536.1 hypothetical protein APUTEX25_003358 [Auxenochlorella protothecoides]
OG0004544	XP_005846464.1 hypothetical protein CHLNCDRAFT_16922_ partial [Chlorella variabilis]	RMZ53560.1 hypothetical protein APUTEX25_003382 [Auxenochlorella protothecoides]
OG0004545	XP_005844842.1 hypothetical protein CHLNCDRAFT_138309 [Chlorella variabilis]	RMZ53564.1 hypothetical protein APUTEX25_003386_ partial [Auxenochlorella protothecoides]
OG0004546	XP_005851866.1 hypothetical protein CHLNCDRAFT_59539 [Chlorella variabilis]	RMZ53570.1 hypothetical protein APUTEX25_003392 [Auxenochlorella protothecoides]
OG0004547	XP_005851563.1 hypothetical protein CHLNCDRAFT_138046 [Chlorella variabilis]	RMZ53594.1 hypothetical protein APUTEX25_003416 [Auxenochlorella protothecoides]
OG0004548	XP_005848946.1 hypothetical protein CHLNCDRAFT_144428 [Chlorella variabilis]	RMZ53605.1 hypothetical protein APUTEX25_003139_ partial [Auxenochlorella protothecoides]
OG0004549	XP_005850900.1 hypothetical protein CHLNCDRAFT_19464 [Chlorella variabilis]	RMZ53608.1 hypothetical protein APUTEX25_003142_ partial [Auxenochlorella protothecoides]
OG0004550	XP_005846377.1 hypothetical protein CHLNCDRAFT_31851 [Chlorella variabilis]	RMZ53612.1 hypothetical protein APUTEX25_003146 [Auxenochlorella protothecoides]
OG0004551	XP_005850986.1 hypothetical protein CHLNCDRAFT_140792 [Chlorella variabilis]	RMZ53621.1 hypothetical protein APUTEX25_003155 [Auxenochlorella protothecoides]
OG0004552	XP_005848973.1 hypothetical protein CHLNCDRAFT_144502 [Chlorella variabilis]	RMZ53625.1 hypothetical protein APUTEX25_003159 [Auxenochlorella protothecoides]
OG0004554	XP_005846542.1 hypothetical protein CHLNCDRAFT_53284 [Chlorella variabilis]	RMZ53635.1 hypothetical protein APUTEX25_003169_ partial [Auxenochlorella protothecoides]
OG0004555	XP_005845254.1 hypothetical protein CHLNCDRAFT_136925 [Chlorella variabilis]	RMZ53646.1 hypothetical protein APUTEX25_003180 [Auxenochlorella protothecoides]
OG0004556	XP_005850684.1 hypothetical protein CHLNCDRAFT_140749 [Chlorella variabilis]	RMZ53650.1 hypothetical protein APUTEX25_003184 [Auxenochlorella protothecoides]
OG0004557	XP_005847055.1 hypothetical protein CHLNCDRAFT_134713 [Chlorella variabilis]	RMZ53660.1 hypothetical protein APUTEX25_003194 [Auxenochlorella protothecoides]
OG0004558	XP_005846375.1 hypothetical protein CHLNCDRAFT_135841 [Chlorella variabilis]	RMZ53668.1 hypothetical protein APUTEX25_003202 [Auxenochlorella protothecoides]
OG0004559	XP_005848040.1 hypothetical protein CHLNCDRAFT_145221 [Chlorella variabilis]	RMZ53695.1 hypothetical protein APUTEX25_003229 [Auxenochlorella protothecoides]
