Orthogroup	Chlorella_VariabilisNC64A	Chlorella_A99
OG0003840	XP_005847690.1 hypothetical protein CHLNCDRAFT_134115 [Chlorella variabilis]	PCFQ01000082.1 g567 [Chlorella sp. A99]
OG0003845	XP_005845984.1 hypothetical protein CHLNCDRAFT_25204_ partial [Chlorella variabilis]	PCFQ01000010.1 g331 [Chlorella sp. A99]
OG0003848	XP_005846130.1 hypothetical protein CHLNCDRAFT_53400 [Chlorella variabilis]	PCFQ01000010.1 g341 [Chlorella sp. A99]
OG0003851	XP_005846015.1 hypothetical protein CHLNCDRAFT_136114 [Chlorella variabilis]	PCFQ01000079.1 g1363 [Chlorella sp. A99]
OG0003852	XP_005845956.1 hypothetical protein CHLNCDRAFT_36210 [Chlorella variabilis]	PCFQ01000010.1 g304 [Chlorella sp. A99]
OG0003854	XP_005846092.1 hypothetical protein CHLNCDRAFT_135966 [Chlorella variabilis]	PCFQ01000010.1 g310 [Chlorella sp. A99]
OG0003863	XP_005849455.1 hypothetical protein CHLNCDRAFT_142719 [Chlorella variabilis]	PCFQ01000037.1 g2357 [Chlorella sp. A99]
OG0003869	XP_005851191.1 hypothetical protein CHLNCDRAFT_18866 [Chlorella variabilis]	PCFQ01000058.1 g103 [Chlorella sp. A99]
OG0003871	XP_005844290.1 hypothetical protein CHLNCDRAFT_37063 [Chlorella variabilis]	PCFQ01000079.1 g1301 [Chlorella sp. A99]
OG0003874	XP_005850061.1 hypothetical protein CHLNCDRAFT_34352 [Chlorella variabilis]	PCFQ01000008.1 g1114 [Chlorella sp. A99]
OG0003875	XP_005846847.1 hypothetical protein CHLNCDRAFT_58027 [Chlorella variabilis]	PCFQ01000005.1 g778 [Chlorella sp. A99]
OG0003878	XP_005844822.1 hypothetical protein CHLNCDRAFT_138257 [Chlorella variabilis]	PCFQ01000003.1 g1037 [Chlorella sp. A99]
OG0003881	XP_005850329.1 hypothetical protein CHLNCDRAFT_142113 [Chlorella variabilis]	PCFQ01000008.1 g1119 [Chlorella sp. A99]
OG0003882	XP_005851555.1 expressed protein [Chlorella variabilis]	PCFQ01000058.1 g197 [Chlorella sp. A99]
OG0003890	XP_005851248.1 hypothetical protein CHLNCDRAFT_33873 [Chlorella variabilis]	PCFQ01000058.1 g124 [Chlorella sp. A99]
OG0003892	XP_005846048.1 hypothetical protein CHLNCDRAFT_136191 [Chlorella variabilis]	PCFQ01000010.1 g299 [Chlorella sp. A99]
OG0003893	XP_005846621.1 hypothetical protein CHLNCDRAFT_135249 [Chlorella variabilis]	PCFQ01000001.1 g947 [Chlorella sp. A99]
OG0003896	XP_005847317.1 hypothetical protein CHLNCDRAFT_134457 [Chlorella variabilis], XP_005847318.1 hypothetical protein CHLNCDRAFT_134458 [Chlorella variabilis]	PCFQ01000037.1 g2477 [Chlorella sp. A99]
OG0003901	XP_005848683.1 hypothetical protein CHLNCDRAFT_144281 [Chlorella variabilis]	PCFQ01000014.1 g1889 [Chlorella sp. A99]
OG0003904	XP_005846778.1 hypothetical protein CHLNCDRAFT_24644 [Chlorella variabilis]	PCFQ01000073.1 g1968 [Chlorella sp. A99]
OG0003906	XP_005844456.1 hypothetical protein CHLNCDRAFT_36926 [Chlorella variabilis]	PCFQ01000079.1 g1272 [Chlorella sp. A99]
OG0003907	XP_005844426.1 hypothetical protein CHLNCDRAFT_139122 [Chlorella variabilis]	PCFQ01000014.1 g1880 [Chlorella sp. A99]
OG0003912	XP_005849383.1 hypothetical protein CHLNCDRAFT_34919 [Chlorella variabilis]	PCFQ01000015.1 g3037 [Chlorella sp. A99]
OG0003915	XP_005848851.1 hypothetical protein CHLNCDRAFT_34966 [Chlorella variabilis]	PCFQ01000005.1 g835 [Chlorella sp. A99]
OG0003923	XP_005845317.1 hypothetical protein CHLNCDRAFT_25930 [Chlorella variabilis]	PCFQ01000078.1 g2115 [Chlorella sp. A99]
OG0003924	XP_005845318.1 hypothetical protein CHLNCDRAFT_58624 [Chlorella variabilis]	PCFQ01000078.1 g2114 [Chlorella sp. A99]
OG0003927	XP_005850351.1 hypothetical protein CHLNCDRAFT_12890_ partial [Chlorella variabilis]	PCFQ01000005.1 g785 [Chlorella sp. A99]
OG0003935	XP_005845493.1 hypothetical protein CHLNCDRAFT_53955 [Chlorella variabilis]	PCFQ01000078.1 g2146 [Chlorella sp. A99]
OG0003957	XP_005845750.1 hypothetical protein CHLNCDRAFT_53545 [Chlorella variabilis], XP_005845859.1 hypothetical protein CHLNCDRAFT_136369 [Chlorella variabilis]	PCFQ01000001.1 g1001 [Chlorella sp. A99]
OG0003959	XP_005846449.1 hypothetical protein CHLNCDRAFT_58255 [Chlorella variabilis]	PCFQ01000078.1 g2069 [Chlorella sp. A99]
OG0003964	XP_005849240.1 hypothetical protein CHLNCDRAFT_30526 [Chlorella variabilis]	PCFQ01000027.1 g2720 [Chlorella sp. A99]
OG0003970	XP_005849471.1 hypothetical protein CHLNCDRAFT_142753 [Chlorella variabilis]	PCFQ01000037.1 g2400 [Chlorella sp. A99]
OG0003971	XP_005846428.1 hypothetical protein CHLNCDRAFT_53143 [Chlorella variabilis]	PCFQ01000078.1 g2086 [Chlorella sp. A99]
OG0003972	XP_005848566.1 hypothetical protein CHLNCDRAFT_57682 [Chlorella variabilis]	PCFQ01000079.1 g1500 [Chlorella sp. A99]
OG0003974	XP_005844549.1 hypothetical protein CHLNCDRAFT_138992 [Chlorella variabilis]	PCFQ01000002.1 g745 [Chlorella sp. A99]
OG0003981	XP_005846264.1 hypothetical protein CHLNCDRAFT_135578 [Chlorella variabilis]	PCFQ01000078.1 g2077 [Chlorella sp. A99]
OG0003982	XP_005851308.1 hypothetical protein CHLNCDRAFT_29622 [Chlorella variabilis]	PCFQ01000058.1 g171 [Chlorella sp. A99]
OG0003983	XP_005848571.1 hypothetical protein CHLNCDRAFT_22567_ partial [Chlorella variabilis]	PCFQ01000079.1 g1503 [Chlorella sp. A99]
OG0003992	XP_005846292.1 hypothetical protein CHLNCDRAFT_135650 [Chlorella variabilis]	PCFQ01000078.1 g2051 [Chlorella sp. A99]
OG0003997	XP_005844153.1 hypothetical protein CHLNCDRAFT_139264 [Chlorella variabilis]	PCFQ01000079.1 g1519 [Chlorella sp. A99]
OG0003998	XP_005847409.1 hypothetical protein CHLNCDRAFT_134272 [Chlorella variabilis]	PCFQ01000058.1 g26 [Chlorella sp. A99]
OG0004003	XP_005847257.1 hypothetical protein CHLNCDRAFT_31240 [Chlorella variabilis]	PCFQ01000019.1 g1812 [Chlorella sp. A99]
OG0004005	XP_005847397.1 hypothetical protein CHLNCDRAFT_35549 [Chlorella variabilis]	PCFQ01000079.1 g1293 [Chlorella sp. A99]
OG0004010	XP_005847401.1 hypothetical protein CHLNCDRAFT_134254 [Chlorella variabilis]	PCFQ01000005.1 g792 [Chlorella sp. A99]
OG0004015	XP_005845065.1 hypothetical protein CHLNCDRAFT_58680 [Chlorella variabilis]	PCFQ01000002.1 g671 [Chlorella sp. A99]
OG0004017	XP_005850891.1 hypothetical protein CHLNCDRAFT_48119 [Chlorella variabilis]	PCFQ01000006.1 g3113 [Chlorella sp. A99]
OG0004021	XP_005843887.1 hypothetical protein CHLNCDRAFT_139737 [Chlorella variabilis]	PCFQ01000006.1 g3222 [Chlorella sp. A99]
OG0004034	XP_005851468.1 hypothetical protein CHLNCDRAFT_49913 [Chlorella variabilis]	PCFQ01000058.1 g82 [Chlorella sp. A99]
OG0004038	XP_005851701.1 hypothetical protein CHLNCDRAFT_132993 [Chlorella variabilis]	PCFQ01000013.1 g3336 [Chlorella sp. A99]
OG0004047	XP_005846477.1 hypothetical protein CHLNCDRAFT_135671 [Chlorella variabilis]	PCFQ01000078.1 g2097 [Chlorella sp. A99]
OG0004050	XP_005846304.1 hypothetical protein CHLNCDRAFT_135675 [Chlorella variabilis]	PCFQ01000078.1 g2095 [Chlorella sp. A99]
OG0004053	XP_005844305.1 hypothetical protein CHLNCDRAFT_139019 [Chlorella variabilis]	PCFQ01000037.1 g2351 [Chlorella sp. A99]
OG0004054	XP_005851717.1 hypothetical protein CHLNCDRAFT_133049 [Chlorella variabilis]	PCFQ01000013.1 g3306 [Chlorella sp. A99]
OG0004058	XP_005843465.1 hypothetical protein CHLNCDRAFT_141132 [Chlorella variabilis]	PCFQ01000004.1 g2578 [Chlorella sp. A99]
OG0004062	XP_005850032.1 hypothetical protein CHLNCDRAFT_142015 [Chlorella variabilis]	PCFQ01000077.1 g1765 [Chlorella sp. A99]
OG0004063	XP_005843277.1 hypothetical protein CHLNCDRAFT_141319 [Chlorella variabilis]	PCFQ01000013.1 g3287 [Chlorella sp. A99]
OG0004065	XP_005843895.1 hypothetical protein CHLNCDRAFT_139754 [Chlorella variabilis]	PCFQ01000006.1 g3228 [Chlorella sp. A99]
OG0004077	XP_005851387.1 hypothetical protein CHLNCDRAFT_14958_ partial [Chlorella variabilis]	PCFQ01000058.1 g36 [Chlorella sp. A99]
OG0004078	XP_005851097.1 hypothetical protein CHLNCDRAFT_29444 [Chlorella variabilis]	PCFQ01000058.1 g60 [Chlorella sp. A99]
OG0004083	XP_005848206.1 hypothetical protein CHLNCDRAFT_22338_ partial [Chlorella variabilis]	PCFQ01000019.1 g1817 [Chlorella sp. A99]
OG0004087	XP_005848321.1 hypothetical protein CHLNCDRAFT_144994 [Chlorella variabilis]	PCFQ01000020.1 g885 [Chlorella sp. A99]
OG0004088	XP_005848527.1 hypothetical protein CHLNCDRAFT_17217_ partial [Chlorella variabilis]	PCFQ01000020.1 g905 [Chlorella sp. A99]
OG0004092	XP_005845229.1 hypothetical protein CHLNCDRAFT_137486 [Chlorella variabilis]	PCFQ01000058.1 g116 [Chlorella sp. A99]
OG0004093	XP_005849063.1 hypothetical protein CHLNCDRAFT_143537 [Chlorella variabilis]	PCFQ01000015.1 g2991 [Chlorella sp. A99]
OG0004096	XP_005848538.1 hypothetical protein CHLNCDRAFT_35180 [Chlorella variabilis]	PCFQ01000020.1 g898 [Chlorella sp. A99]
OG0004097	XP_005848513.1 hypothetical protein CHLNCDRAFT_144997 [Chlorella variabilis]	PCFQ01000020.1 g881 [Chlorella sp. A99]
OG0004100	XP_005844325.1 hypothetical protein CHLNCDRAFT_54537 [Chlorella variabilis]	PCFQ01000079.1 g1242 [Chlorella sp. A99]
OG0004103	XP_005851354.1 hypothetical protein CHLNCDRAFT_137539 [Chlorella variabilis]	PCFQ01000058.1 g11 [Chlorella sp. A99]
OG0004104	XP_005851407.1 hypothetical protein CHLNCDRAFT_137664 [Chlorella variabilis], XP_005851408.1 hypothetical protein CHLNCDRAFT_137665 [Chlorella variabilis]	PCFQ01000058.1 g19 [Chlorella sp. A99]
OG0004105	XP_005851195.1 hypothetical protein CHLNCDRAFT_18988 [Chlorella variabilis]	PCFQ01000058.1 g102 [Chlorella sp. A99]
OG0004106	XP_005851225.1 hypothetical protein CHLNCDRAFT_137928 [Chlorella variabilis]	PCFQ01000058.1 g113 [Chlorella sp. A99]
OG0004108	XP_005851535.1 hypothetical protein CHLNCDRAFT_48483 [Chlorella variabilis]	PCFQ01000058.1 g125 [Chlorella sp. A99]
OG0004109	XP_005850536.1 hypothetical protein CHLNCDRAFT_34046 [Chlorella variabilis]	PCFQ01000058.1 g152 [Chlorella sp. A99]
OG0004110	XP_005851607.1 hypothetical protein CHLNCDRAFT_19045 [Chlorella variabilis]	PCFQ01000058.1 g172 [Chlorella sp. A99]
OG0004111	XP_005844770.1 hypothetical protein CHLNCDRAFT_26558_ partial [Chlorella variabilis]	PCFQ01000058.1 g266 [Chlorella sp. A99]
OG0004112	XP_005846038.1 hypothetical protein CHLNCDRAFT_136172 [Chlorella variabilis]	PCFQ01000058.1 g280 [Chlorella sp. A99]
OG0004113	XP_005843942.1 hypothetical protein CHLNCDRAFT_27583 [Chlorella variabilis]	PCFQ01000058.1 g286 [Chlorella sp. A99]
OG0004114	XP_005846088.1 hypothetical protein CHLNCDRAFT_135947 [Chlorella variabilis]	PCFQ01000010.1 g292 [Chlorella sp. A99]
OG0004115	XP_005846148.1 hypothetical protein CHLNCDRAFT_136119 [Chlorella variabilis]	PCFQ01000010.1 g296 [Chlorella sp. A99]
OG0004116	XP_005845968.1 hypothetical protein CHLNCDRAFT_135979 [Chlorella variabilis]	PCFQ01000010.1 g312 [Chlorella sp. A99]
OG0004117	XP_005842579.1 hypothetical protein CHLNCDRAFT_143423_ partial [Chlorella variabilis], XP_005846155.1 hypothetical protein CHLNCDRAFT_136132 [Chlorella variabilis]	PCFQ01000010.1 g349 [Chlorella sp. A99]
OG0004118	XP_005851921.1 hypothetical protein CHLNCDRAFT_18588_ partial [Chlorella variabilis]	PCFQ01000018.1 g392 [Chlorella sp. A99]
OG0004119	XP_005851930.1 hypothetical protein CHLNCDRAFT_29371 [Chlorella variabilis]	PCFQ01000018.1 g397 [Chlorella sp. A99]
OG0004120	XP_005844319.1 hypothetical protein CHLNCDRAFT_54534 [Chlorella variabilis]	PCFQ01000018.1 g409 [Chlorella sp. A99]
OG0004121	XP_005851090.1 hypothetical protein CHLNCDRAFT_137616 [Chlorella variabilis]	PCFQ01000082.1 g585 [Chlorella sp. A99]
OG0004122	XP_005849887.1 hypothetical protein CHLNCDRAFT_143130 [Chlorella variabilis]	PCFQ01000082.1 g622 [Chlorella sp. A99]
OG0004123	XP_005844848.1 hypothetical protein CHLNCDRAFT_26430 [Chlorella variabilis]	PCFQ01000082.1 g628 [Chlorella sp. A99]
OG0004125	XP_005842692.1 hypothetical protein CHLNCDRAFT_136592 [Chlorella variabilis], XP_005844031.1 hypothetical protein CHLNCDRAFT_139580 [Chlorella variabilis]	PCFQ01000002.1 g676 [Chlorella sp. A99]
OG0004126	XP_005844044.1 hypothetical protein CHLNCDRAFT_139605_ partial [Chlorella variabilis]	PCFQ01000002.1 g681 [Chlorella sp. A99]
OG0004127	XP_005844007.1 hypothetical protein CHLNCDRAFT_32779 [Chlorella variabilis]	PCFQ01000002.1 g692 [Chlorella sp. A99]
OG0004128	XP_005844596.1 hypothetical protein CHLNCDRAFT_36831 [Chlorella variabilis]	PCFQ01000002.1 g711 [Chlorella sp. A99]
OG0004129	XP_005845773.1 hypothetical protein CHLNCDRAFT_136442 [Chlorella variabilis]	PCFQ01000011.1 g2772 [Chlorella sp. A99], PCFQ01000037.1 g2515 [Chlorella sp. A99], PCFQ01000005.1 g757 [Chlorella sp. A99], PCFQ01000037.1 g2513 [Chlorella sp. A99]
OG0004130	XP_005845230.1 hypothetical protein CHLNCDRAFT_137490 [Chlorella variabilis]	PCFQ01000005.1 g788 [Chlorella sp. A99]
OG0004131	XP_005848391.1 hypothetical protein CHLNCDRAFT_144675 [Chlorella variabilis]	PCFQ01000020.1 g868 [Chlorella sp. A99]
OG0004132	XP_005851295.1 hypothetical protein CHLNCDRAFT_138105 [Chlorella variabilis], XP_005851294.1 hypothetical protein CHLNCDRAFT_50047 [Chlorella variabilis]	PCFQ01000020.1 g878 [Chlorella sp. A99]
OG0004133	XP_005848512.1 hypothetical protein CHLNCDRAFT_22364_ partial [Chlorella variabilis]	PCFQ01000020.1 g887 [Chlorella sp. A99]
OG0004134	XP_005848521.1 hypothetical protein CHLNCDRAFT_145017 [Chlorella variabilis]	PCFQ01000020.1 g894 [Chlorella sp. A99]
OG0004136	XP_005845849.1 hypothetical protein CHLNCDRAFT_136338 [Chlorella variabilis]	PCFQ01000001.1 g1004 [Chlorella sp. A99]
OG0004137	XP_005845310.1 hypothetical protein CHLNCDRAFT_36553 [Chlorella variabilis]	PCFQ01000003.1 g1060 [Chlorella sp. A99]
OG0004138	XP_005844891.1 hypothetical protein CHLNCDRAFT_138430 [Chlorella variabilis]	PCFQ01000003.1 g1072 [Chlorella sp. A99]
OG0004139	XP_005850216.1 hypothetical protein CHLNCDRAFT_142454 [Chlorella variabilis]	PCFQ01000008.1 g1103 [Chlorella sp. A99]
OG0004140	XP_005850372.1 hypothetical protein CHLNCDRAFT_57098 [Chlorella variabilis]	PCFQ01000008.1 g1150 [Chlorella sp. A99]
OG0004141	XP_005848104.1 hypothetical protein CHLNCDRAFT_22679_ partial [Chlorella variabilis]	PCFQ01000007.1 g1185 [Chlorella sp. A99]
OG0004142	XP_005848135.1 hypothetical protein CHLNCDRAFT_22847 [Chlorella variabilis]	PCFQ01000007.1 g1214 [Chlorella sp. A99]
OG0004143	XP_005844196.1 hypothetical protein CHLNCDRAFT_32710 [Chlorella variabilis]	PCFQ01000079.1 g1299 [Chlorella sp. A99]
OG0004144	XP_005842850.1 hypothetical protein CHLNCDRAFT_59438 [Chlorella variabilis]	PCFQ01000079.1 g1308 [Chlorella sp. A99]
OG0004145	XP_005843401.1 hypothetical protein CHLNCDRAFT_37505 [Chlorella variabilis]	PCFQ01000079.1 g1413 [Chlorella sp. A99]
OG0004146	XP_005843365.1 hypothetical protein CHLNCDRAFT_28196 [Chlorella variabilis]	PCFQ01000079.1 g1423 [Chlorella sp. A99]
OG0004147	XP_005843336.1 hypothetical protein CHLNCDRAFT_141247 [Chlorella variabilis], XP_005843335.1 hypothetical protein CHLNCDRAFT_141245 [Chlorella variabilis]	PCFQ01000079.1 g1431 [Chlorella sp. A99]
OG0004148	XP_005852155.1 hypothetical protein CHLNCDRAFT_133300 [Chlorella variabilis]	PCFQ01000079.1 g1505 [Chlorella sp. A99]
OG0004149	XP_005848574.1 hypothetical protein CHLNCDRAFT_145146 [Chlorella variabilis]	PCFQ01000079.1 g1511 [Chlorella sp. A99]
OG0004150	XP_005844245.1 hypothetical protein CHLNCDRAFT_36950_ partial [Chlorella variabilis]	PCFQ01000079.1 g1532 [Chlorella sp. A99]
OG0004152	XP_005846963.1 hypothetical protein CHLNCDRAFT_35834 [Chlorella variabilis]	PCFQ01000081.1 g1549 [Chlorella sp. A99]
OG0004153	XP_005846113.1 hypothetical protein CHLNCDRAFT_58365 [Chlorella variabilis]	PCFQ01000077.1 g1735 [Chlorella sp. A99], PCFQ01000081.1 g1560 [Chlorella sp. A99]
OG0004154	XP_005847392.1 hypothetical protein CHLNCDRAFT_134225 [Chlorella variabilis]	PCFQ01000081.1 g1584 [Chlorella sp. A99]
OG0004155	XP_005846993.1 hypothetical protein CHLNCDRAFT_135009 [Chlorella variabilis]	PCFQ01000081.1 g1614 [Chlorella sp. A99]
OG0004156	XP_005848070.1 hypothetical protein CHLNCDRAFT_22641 [Chlorella variabilis]	PCFQ01000081.1 g1630 [Chlorella sp. A99]
OG0004157	XP_005847135.1 hypothetical protein CHLNCDRAFT_15549_ partial [Chlorella variabilis]	PCFQ01000009.1 g1671 [Chlorella sp. A99]
OG0004158	XP_005850846.1 hypothetical protein CHLNCDRAFT_140443 [Chlorella variabilis]	PCFQ01000009.1 g1672 [Chlorella sp. A99]
OG0004159	XP_005847195.1 hypothetical protein CHLNCDRAFT_12715_ partial [Chlorella variabilis]	PCFQ01000009.1 g1694 [Chlorella sp. A99]
OG0004160	XP_005845236.1 hypothetical protein CHLNCDRAFT_54122 [Chlorella variabilis]	PCFQ01000009.1 g1715 [Chlorella sp. A99]
OG0004161	XP_005843404.1 hypothetical protein CHLNCDRAFT_59293 [Chlorella variabilis]	PCFQ01000019.1 g1792 [Chlorella sp. A99]
OG0004162	XP_005843722.1 hypothetical protein CHLNCDRAFT_9789_ partial [Chlorella variabilis], XP_005842831.1 hypothetical protein CHLNCDRAFT_10090_ partial [Chlorella variabilis]	PCFQ01000019.1 g1801 [Chlorella sp. A99]
OG0004163	XP_005848394.1 hypothetical protein CHLNCDRAFT_144679 [Chlorella variabilis]	PCFQ01000019.1 g1814 [Chlorella sp. A99]
OG0004164	XP_005845855.1 hypothetical protein CHLNCDRAFT_136360 [Chlorella variabilis]	PCFQ01000012.1 g1830 [Chlorella sp. A99]
OG0004165	XP_005845765.1 hypothetical protein CHLNCDRAFT_36331 [Chlorella variabilis]	PCFQ01000012.1 g1845 [Chlorella sp. A99]
OG0004166	XP_005844707.1 expressed protein [Chlorella variabilis]	PCFQ01000075.1 g1928 [Chlorella sp. A99]
OG0004167	XP_005844286.1 hypothetical protein CHLNCDRAFT_139395 [Chlorella variabilis]	PCFQ01000075.1 g1939 [Chlorella sp. A99]
OG0004168	XP_005850490.1 hypothetical protein CHLNCDRAFT_50146 [Chlorella variabilis]	PCFQ01000078.1 g1992 [Chlorella sp. A99]
OG0004169	XP_005846376.1 hypothetical protein CHLNCDRAFT_58322 [Chlorella variabilis]	PCFQ01000078.1 g2012 [Chlorella sp. A99]
OG0004170	XP_005846487.1 hypothetical protein CHLNCDRAFT_14225_ partial [Chlorella variabilis]	PCFQ01000078.1 g2045 [Chlorella sp. A99]
OG0004171	XP_005850768.1 hypothetical protein CHLNCDRAFT_29963 [Chlorella variabilis]	PCFQ01000078.1 g2053 [Chlorella sp. A99]
OG0004172	XP_005846457.1 hypothetical protein CHLNCDRAFT_58262 [Chlorella variabilis]	PCFQ01000078.1 g2056 [Chlorella sp. A99]
OG0004173	XP_005846451.1 hypothetical protein CHLNCDRAFT_135604 [Chlorella variabilis]	PCFQ01000078.1 g2066 [Chlorella sp. A99]
OG0004174	XP_005846406.1 hypothetical protein CHLNCDRAFT_58221 [Chlorella variabilis]	PCFQ01000078.1 g2108 [Chlorella sp. A99]
OG0004175	XP_005845373.1 hypothetical protein CHLNCDRAFT_25920_ partial [Chlorella variabilis]	PCFQ01000078.1 g2121 [Chlorella sp. A99]
OG0004176	XP_005845434.1 hypothetical protein CHLNCDRAFT_26116 [Chlorella variabilis]	PCFQ01000078.1 g2169 [Chlorella sp. A99]
OG0004177	XP_005845264.1 hypothetical protein CHLNCDRAFT_36505 [Chlorella variabilis]	PCFQ01000078.1 g2201 [Chlorella sp. A99]
OG0004178	XP_005843006.1 hypothetical protein CHLNCDRAFT_55453 [Chlorella variabilis]	PCFQ01000078.1 g2220 [Chlorella sp. A99]
OG0004179	XP_005843749.1 hypothetical protein CHLNCDRAFT_139834 [Chlorella variabilis]	PCFQ01000023.1 g2235 [Chlorella sp. A99]
OG0004180	XP_005849507.1 hypothetical protein CHLNCDRAFT_142839 [Chlorella variabilis]	PCFQ01000037.1 g2415 [Chlorella sp. A99]
OG0004181	XP_005843144.1 hypothetical protein CHLNCDRAFT_141545 [Chlorella variabilis]	PCFQ01000037.1 g2423 [Chlorella sp. A99]
OG0004183	XP_005847420.1 hypothetical protein CHLNCDRAFT_48843 [Chlorella variabilis]	PCFQ01000037.1 g2442 [Chlorella sp. A99]
OG0004185	XP_005851765.1 hypothetical protein CHLNCDRAFT_133158 [Chlorella variabilis]	PCFQ01000037.1 g2533 [Chlorella sp. A99], PCFQ01000006.1 g3251 [Chlorella sp. A99]
OG0004186	XP_005849965.1 hypothetical protein CHLNCDRAFT_143330 [Chlorella variabilis]	PCFQ01000004.1 g2588 [Chlorella sp. A99]
OG0004187	XP_005846735.1 hypothetical protein CHLNCDRAFT_59702 [Chlorella variabilis]	PCFQ01000004.1 g2594 [Chlorella sp. A99]
OG0004188	XP_005849837.1 hypothetical protein CHLNCDRAFT_142990 [Chlorella variabilis]	PCFQ01000004.1 g2679 [Chlorella sp. A99]
OG0004189	XP_005843565.1 hypothetical protein CHLNCDRAFT_27935_ partial [Chlorella variabilis]	PCFQ01000011.1 g2753 [Chlorella sp. A99]
OG0004190	XP_005850411.1 hypothetical protein CHLNCDRAFT_34459 [Chlorella variabilis]	PCFQ01000011.1 g2787 [Chlorella sp. A99]
OG0004191	XP_005850171.1 hypothetical protein CHLNCDRAFT_14802_ partial [Chlorella variabilis]	PCFQ01000011.1 g2803 [Chlorella sp. A99]
OG0004192	XP_005850988.1 hypothetical protein CHLNCDRAFT_29899 [Chlorella variabilis]	PCFQ01000011.1 g2824 [Chlorella sp. A99]
OG0004193	XP_005850709.1 hypothetical protein CHLNCDRAFT_50418 [Chlorella variabilis]	PCFQ01000011.1 g2825 [Chlorella sp. A99]
OG0004194	XP_005850710.1 hypothetical protein CHLNCDRAFT_56954 [Chlorella variabilis]	PCFQ01000011.1 g2827 [Chlorella sp. A99]
OG0004195	XP_005851035.1 hypothetical protein CHLNCDRAFT_48564 [Chlorella variabilis]	PCFQ01000011.1 g2848 [Chlorella sp. A99]
OG0004196	XP_005851880.1 hypothetical protein CHLNCDRAFT_14026_ partial [Chlorella variabilis]	PCFQ01000011.1 g2897 [Chlorella sp. A99]
OG0004197	XP_005845920.1 hypothetical protein CHLNCDRAFT_136538 [Chlorella variabilis], XP_005844586.1 hypothetical protein CHLNCDRAFT_58857 [Chlorella variabilis], XP_005852005.1 hypothetical protein CHLNCDRAFT_132929 [Chlorella variabilis]	PCFQ01000011.1 g2909 [Chlorella sp. A99]
OG0004198	XP_005850912.1 hypothetical protein CHLNCDRAFT_48540 [Chlorella variabilis]	PCFQ01000011.1 g2910 [Chlorella sp. A99]
OG0004199	XP_005851037.1 hypothetical protein CHLNCDRAFT_34269 [Chlorella variabilis]	PCFQ01000011.1 g2920 [Chlorella sp. A99]
OG0004200	XP_005851052.1 hypothetical protein CHLNCDRAFT_140953 [Chlorella variabilis]	PCFQ01000011.1 g2923 [Chlorella sp. A99]
OG0004201	XP_005849272.1 hypothetical protein CHLNCDRAFT_143549 [Chlorella variabilis]	PCFQ01000015.1 g2964 [Chlorella sp. A99]
OG0004202	XP_005849273.1 hypothetical protein CHLNCDRAFT_143552 [Chlorella variabilis]	PCFQ01000015.1 g2967 [Chlorella sp. A99]
OG0004203	XP_005844860.1 hypothetical protein CHLNCDRAFT_138362 [Chlorella variabilis]	PCFQ01000015.1 g2969 [Chlorella sp. A99]
OG0004204	XP_005849377.1 hypothetical protein CHLNCDRAFT_143847 [Chlorella variabilis]	PCFQ01000015.1 g3023 [Chlorella sp. A99]
OG0004205	XP_005849356.1 hypothetical protein CHLNCDRAFT_21737 [Chlorella variabilis]	PCFQ01000015.1 g3056 [Chlorella sp. A99]
OG0004206	XP_005849358.1 hypothetical protein CHLNCDRAFT_15244_ partial [Chlorella variabilis]	PCFQ01000015.1 g3057 [Chlorella sp. A99]
OG0004207	XP_005849430.1 hypothetical protein CHLNCDRAFT_51442 [Chlorella variabilis]	PCFQ01000015.1 g3085 [Chlorella sp. A99]
OG0004208	XP_005850576.1 hypothetical protein CHLNCDRAFT_140493 [Chlorella variabilis]	PCFQ01000006.1 g3123 [Chlorella sp. A99]
OG0004209	XP_005850833.1 hypothetical protein CHLNCDRAFT_140416 [Chlorella variabilis]	PCFQ01000006.1 g3133 [Chlorella sp. A99]
OG0004210	XP_005850548.1 hypothetical protein CHLNCDRAFT_55997 [Chlorella variabilis]	PCFQ01000006.1 g3134 [Chlorella sp. A99]
OG0004211	XP_005850812.1 hypothetical protein CHLNCDRAFT_140353 [Chlorella variabilis]	PCFQ01000006.1 g3161 [Chlorella sp. A99]
OG0004212	XP_005848798.1 hypothetical protein CHLNCDRAFT_34951 [Chlorella variabilis]	PCFQ01000006.1 g3190 [Chlorella sp. A99]
OG0004213	XP_005843229.1 hypothetical protein CHLNCDRAFT_59823 [Chlorella variabilis]	PCFQ01000006.1 g3213 [Chlorella sp. A99]
OG0004214	XP_005843199.1 expressed protein [Chlorella variabilis]	PCFQ01000013.1 g3285 [Chlorella sp. A99]
OG0004215	XP_005852097.1 hypothetical protein CHLNCDRAFT_133152 [Chlorella variabilis]	PCFQ01000013.1 g3297 [Chlorella sp. A99]
OG0004216	XP_005850072.1 hypothetical protein CHLNCDRAFT_142107 [Chlorella variabilis]	PCFQ01000013.1 g3311 [Chlorella sp. A99]
OG0004217	XP_005851710.1 hypothetical protein CHLNCDRAFT_133026 [Chlorella variabilis]	PCFQ01000013.1 g3331 [Chlorella sp. A99]
OG0004218	XP_005852018.1 hypothetical protein CHLNCDRAFT_132961 [Chlorella variabilis]	PCFQ01000013.1 g3341 [Chlorella sp. A99]
