Orthogroup	Chlorella_Sorokiniana1602	Chlorella_Vulgaris2111P
OG0005833	PRW58900.1 serine threonine- phosphatase 6 regulatory ankyrin repeat subunit B-like [Chlorella sorokiniana]	KAI3438814.1 hypothetical protein D9Q98_001231 [Chlorella vulgaris]
OG0005834	PRW58923.1 seleno K-like [Chlorella sorokiniana]	KAI3438637.1 hypothetical protein D9Q98_001059 [Chlorella vulgaris]
OG0005835	PRW58971.1 GATA transcription factor 16 [Chlorella sorokiniana]	KAI3438744.1 hypothetical protein D9Q98_001163 [Chlorella vulgaris]
OG0005836	PRW58983.1 basal body [Chlorella sorokiniana]	KAI3438815.1 hypothetical protein D9Q98_001232 [Chlorella vulgaris]
OG0005837	PRW58992.1 sucrose-phosphate synthase [Chlorella sorokiniana]	KAI3438658.1 hypothetical protein D9Q98_001079 [Chlorella vulgaris]
OG0005838	PRW59033.1 Dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit DAD1 [Chlorella sorokiniana]	KAI3439014.1 hypothetical protein D9Q98_001426 [Chlorella vulgaris]
OG0005840	PRW59049.1 aldo keto reductase [Chlorella sorokiniana]	KAI3439035.1 hypothetical protein D9Q98_001445 [Chlorella vulgaris]
OG0005841	PRW59051.1 NADH_ubiquinone oxidoreductase 22 kDa subunit [Chlorella sorokiniana]	KAI3438501.1 hypothetical protein D9Q98_000929 [Chlorella vulgaris]
OG0005842	PRW59134.1 DNA-dependent metalloprotease WSS1 [Chlorella sorokiniana]	KAI3438626.1 hypothetical protein D9Q98_001048 [Chlorella vulgaris]
OG0005843	PRW59137.1 tyrosine-specific transport -like [Chlorella sorokiniana]	KAI3438681.1 hypothetical protein D9Q98_001101 [Chlorella vulgaris]
OG0005844	PRW59138.1 hypothetical protein C2E21_2378 [Chlorella sorokiniana]	KAI3438764.1 hypothetical protein D9Q98_001182 [Chlorella vulgaris]
OG0005845	PRW59189.1 von Hippel-Lindau disease tumor suppressor [Chlorella sorokiniana]	KAI3438878.1 hypothetical protein D9Q98_001293 [Chlorella vulgaris]
OG0005846	PRW59193.1 Peptide toxins Am-1 [Chlorella sorokiniana]	KAI3429793.1 hypothetical protein D9Q98_010106 [Chlorella vulgaris]
OG0005847	PRW59306.1 Complex 1 LYR [Chlorella sorokiniana]	KAI3438902.1 hypothetical protein D9Q98_001317 [Chlorella vulgaris], KAI3438901.1 hypothetical protein D9Q98_001316 [Chlorella vulgaris]
OG0005848	PRW59327.1 GCK domain-containing [Chlorella sorokiniana]	KAI3438610.1 hypothetical protein D9Q98_001033 [Chlorella vulgaris], KAI3438161.1 hypothetical protein D9Q98_000598 [Chlorella vulgaris]
OG0005849	PRW59518.1 plastid-lipid-associated chloroplastic-like [Chlorella sorokiniana]	KAI3435955.1 hypothetical protein D9Q98_002013 [Chlorella vulgaris]
OG0005850	PRW59531.1 CCR4-NOT transcription complex subunit 11 [Chlorella sorokiniana]	KAI3436356.1 hypothetical protein D9Q98_002409 [Chlorella vulgaris]
OG0005851	PRW59611.1 tryptophan-rich sensory [Chlorella sorokiniana]	KAI3423899.1 hypothetical protein D9Q98_009733 [Chlorella vulgaris]
OG0005852	PRW59621.1 seleno T [Chlorella sorokiniana]	KAI3436161.1 hypothetical protein D9Q98_002218 [Chlorella vulgaris]
OG0005853	PRW59697.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]	KAI3436167.1 hypothetical protein D9Q98_002223 [Chlorella vulgaris], KAI3436166.1 hypothetical protein D9Q98_002223 [Chlorella vulgaris]
OG0005854	PRW59721.1 RNA methylase [Chlorella sorokiniana]	KAI3436200.1 hypothetical protein D9Q98_002254 [Chlorella vulgaris]
OG0005855	PRW59804.1 molecular chaperone [Chlorella sorokiniana]	KAI3435840.1 hypothetical protein D9Q98_001898 [Chlorella vulgaris]
OG0005856	PRW59830.1 flagella associated 50 [Chlorella sorokiniana]	KAI3435915.1 hypothetical protein D9Q98_001973 [Chlorella vulgaris]
OG0005857	PRW59863.1 hypothetical protein C2E21_1872 [Chlorella sorokiniana]	KAI3436210.1 hypothetical protein D9Q98_002264 [Chlorella vulgaris]
OG0005858	PRW59866.1 G8 domain-containing isoform B [Chlorella sorokiniana], PRW59867.1 G8 domain-containing isoform A [Chlorella sorokiniana]	KAI3424794.1 hypothetical protein D9Q98_008181 [Chlorella vulgaris], KAI3424805.1 hypothetical protein D9Q98_008191 [Chlorella vulgaris]
OG0005859	PRW59884.1 general negative regulator of transcription subunit 4 [Chlorella sorokiniana]	KAI3435984.1 hypothetical protein D9Q98_002042 [Chlorella vulgaris]
OG0005860	PRW59913.1 WD repeat-containing 90 [Chlorella sorokiniana]	KAI3435855.1 hypothetical protein D9Q98_001913 [Chlorella vulgaris]
OG0005861	PRW59935.1 acetamidase [Chlorella sorokiniana]	KAI3436083.1 hypothetical protein D9Q98_002141 [Chlorella vulgaris]
OG0005862	PRW59936.1 hypothetical protein C2E21_1882 [Chlorella sorokiniana]	KAI3436225.1 hypothetical protein D9Q98_002279 [Chlorella vulgaris]
OG0005863	PRW59950.1 putative serine incorporator [Chlorella sorokiniana]	KAI3436062.1 hypothetical protein D9Q98_002120 [Chlorella vulgaris]
OG0005864	PRW60018.1 EF hand [Chlorella sorokiniana]	KAI3435986.1 hypothetical protein D9Q98_002044 [Chlorella vulgaris]
OG0005865	PRW60056.1 ATPase _AAA+ superfamily_ [Chlorella sorokiniana]	KAI3436027.1 hypothetical protein D9Q98_002084 [Chlorella vulgaris]
OG0005866	PRW60072.1 thioredoxin domain-containing 9-like protein [Chlorella sorokiniana]	KAI3435655.1 hypothetical protein D9Q98_001713 [Chlorella vulgaris]
OG0005867	PRW60169.1 retinol dehydrogenase 13 [Chlorella sorokiniana]	KAI3436274.1 hypothetical protein D9Q98_002327 [Chlorella vulgaris]
OG0005868	PRW60181.1 sugar transport [Chlorella sorokiniana]	KAI3435895.1 hypothetical protein D9Q98_001953 [Chlorella vulgaris]
OG0005869	PRW60185.1 hypothetical protein C2E21_1687 [Chlorella sorokiniana]	KAI3436014.1 hypothetical protein D9Q98_002071 [Chlorella vulgaris]
OG0005870	PRW60207.1 E3 ubiquitin- ligase CHFR isoform X4 [Chlorella sorokiniana]	KAI3429453.1 hypothetical protein D9Q98_005546 [Chlorella vulgaris]
OG0005871	PRW60246.1 hypothetical protein C2E21_0815 [Chlorella sorokiniana]	KAI3429356.1 hypothetical protein D9Q98_005451 [Chlorella vulgaris]
OG0005872	PRW60306.1 heat shock amino-terminal domain [Chlorella sorokiniana]	KAI3429339.1 hypothetical protein D9Q98_005434 [Chlorella vulgaris]
OG0005873	PRW60310.1 F-box SKIP31-like isoform X1 [Chlorella sorokiniana]	KAI3429323.1 hypothetical protein D9Q98_005418 [Chlorella vulgaris]
OG0005874	PRW60743.1 major facilitator superfamily transporter [Chlorella sorokiniana], PRW60361.1 multifunctional 2_ 3 -cyclic-nucleotide 2 -phosphodiesterase 5 -nucleotidase 3 -nucleotidase [Chlorella sorokiniana]	KAI3429389.1 hypothetical protein D9Q98_005484 [Chlorella vulgaris]
OG0005875	PRW60555.1 hypothetical protein C2E21_1326 [Chlorella sorokiniana], PRW60374.1 hypothetical protein C2E21_1325 [Chlorella sorokiniana]	KAI3429883.1 hypothetical protein D9Q98_010194 [Chlorella vulgaris]
OG0005876	PRW60473.1 Transcriptional regulator family isoform 1 [Chlorella sorokiniana]	KAI3429437.1 hypothetical protein D9Q98_005531 [Chlorella vulgaris]
OG0005877	PRW60487.1 glutathione peroxidase [Chlorella sorokiniana]	KAI3429653.1 hypothetical protein D9Q98_005738 [Chlorella vulgaris]
OG0005878	PRW60488.1 aspartyl asparaginyl beta-hydroxylase isoform X2 [Chlorella sorokiniana]	KAI3429259.1 hypothetical protein D9Q98_005356 [Chlorella vulgaris]
OG0005879	PRW60523.1 Zinc finger CONSTANS-LIKE 5 isoform C [Chlorella sorokiniana], PRW60522.1 Zinc finger CONSTANS-LIKE 5 isoform A [Chlorella sorokiniana], PRW60521.1 Zinc finger CONSTANS-LIKE 5 isoform B [Chlorella sorokiniana]	KAI3429861.1 hypothetical protein D9Q98_010172 [Chlorella vulgaris]
OG0005880	PRW60575.1 sirohydrochlorin ferrochelatase-like isoform X1 [Chlorella sorokiniana]	KAI3429802.1 hypothetical protein D9Q98_010115 [Chlorella vulgaris]
OG0005881	PRW60596.1 cobalamin biosynthesis [Chlorella sorokiniana]	KAI3429662.1 hypothetical protein D9Q98_005747 [Chlorella vulgaris]
OG0005882	PRW60606.1 small GTP-binding [Chlorella sorokiniana]	KAI3425055.1 hypothetical protein D9Q98_008433 [Chlorella vulgaris], KAI3425984.1 hypothetical protein D9Q98_007952 [Chlorella vulgaris]
OG0005883	PRW60685.1 phosphatidylinositol N-acetylglucosaminyltransferase [Chlorella sorokiniana]	KAI3426956.1 hypothetical protein D9Q98_006900 [Chlorella vulgaris]
OG0005884	PRW60845.1 putative signal peptidase complex subunit 1 [Chlorella sorokiniana]	KAI3429343.1 hypothetical protein D9Q98_005438 [Chlorella vulgaris]
OG0005886	PRW60959.1 flagellar associated [Chlorella sorokiniana]	KAI3424199.1 hypothetical protein D9Q98_009555 [Chlorella vulgaris]
OG0005887	PRW60968.1 formation of crista junctions 1 isoform X2 isoform B [Chlorella sorokiniana], PRW60967.1 formation of crista junctions 1 isoform X2 isoform A [Chlorella sorokiniana]	KAI3424210.1 hypothetical protein D9Q98_009566 [Chlorella vulgaris]
OG0005888	PRW60997.1 TATA-binding -associated factor 2N-like isoform X1 [Chlorella sorokiniana]	KAI3430224.1 hypothetical protein D9Q98_004821 [Chlorella vulgaris]
OG0005889	PRW61046.1 high-light-induced chloroplastic [Chlorella sorokiniana]	KAI3424469.1 hypothetical protein D9Q98_010020 [Chlorella vulgaris]
OG0005890	PRW61075.1 activator of 90 kDa heat shock ATPase-like protein 2 isoform X2 [Chlorella sorokiniana]	KAI3434878.1 hypothetical protein D9Q98_002932 [Chlorella vulgaris]
OG0005891	PRW61180.1 hypothetical protein C2E21_0628 [Chlorella sorokiniana]	KAI3424179.1 hypothetical protein D9Q98_009538 [Chlorella vulgaris]
OG0005892	PRW61237.1 hypothetical protein C2E21_0656 [Chlorella sorokiniana]	KAI3424217.1 hypothetical protein D9Q98_009573 [Chlorella vulgaris]
OG0005893	PRW61278.1 T9SS C-terminal target domain-containing [Chlorella sorokiniana]	KAI3435578.1 hypothetical protein D9Q98_001643 [Chlorella vulgaris], KAI3430527.1 hypothetical protein D9Q98_005120 [Chlorella vulgaris]
OG0005894	PRW61295.1 SIT4 phosphatase-associated family [Chlorella sorokiniana]	KAI3432394.1 hypothetical protein D9Q98_003950 [Chlorella vulgaris]
OG0005895	PRW61331.1 membrane associated RING [Chlorella sorokiniana]	KAI3424141.1 hypothetical protein D9Q98_009501 [Chlorella vulgaris]
OG0005896	PRW61359.1 molecular chaperone [Chlorella sorokiniana]	KAI3424249.1 hypothetical protein D9Q98_009604 [Chlorella vulgaris]
OG0005897	PRW61398.1 putative small nuclear ribonucleo G [Chlorella sorokiniana]	KAI3432335.1 hypothetical protein D9Q98_003893 [Chlorella vulgaris]
OG0005898	PRW61439.1 KH domain- RNA- signal transduction-associated 3 [Chlorella sorokiniana]	KAI3432315.1 hypothetical protein D9Q98_003875 [Chlorella vulgaris], KAI3432346.1 hypothetical protein D9Q98_003903 [Chlorella vulgaris], KAI3432329.1 hypothetical protein D9Q98_003888 [Chlorella vulgaris], KAI3432333.1 hypothetical protein D9Q98_003891 [Chlorella vulgaris]
OG0005899	PRW61572.1 alpha beta hydrolase [Chlorella sorokiniana]	KAI3424214.1 hypothetical protein D9Q98_009570 [Chlorella vulgaris]
OG0005900	PRW61619.1 Smr domain-containing [Chlorella sorokiniana]	KAI3432663.1 hypothetical protein D9Q98_004207 [Chlorella vulgaris]
OG0005998	PRW58308.1 MFS general substrate transporter [Chlorella sorokiniana]	KAI3433384.1 hypothetical protein D9Q98_003200 [Chlorella vulgaris]
OG0006000	PRW61554.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	KAI3424245.1 hypothetical protein D9Q98_009601 [Chlorella vulgaris]
OG0006001	PRW39143.1 hypothetical protein C2E21_6963 [Chlorella sorokiniana]	KAI3431551.1 hypothetical protein D9Q98_004600 [Chlorella vulgaris]
OG0006005	PRW61570.1 Vacuolar acid trehalase [Chlorella sorokiniana]	KAI3424265.1 hypothetical protein D9Q98_009619 [Chlorella vulgaris]
OG0006006	PRW44624.1 hypothetical protein C2E21_6739 [Chlorella sorokiniana]	KAI3428650.1 hypothetical protein D9Q98_007473 [Chlorella vulgaris]
OG0006007	PRW59382.1 50S ribosomal L18 [Chlorella sorokiniana]	KAI3438530.1 hypothetical protein D9Q98_000958 [Chlorella vulgaris]
OG0006008	PRW58785.1 bromodomain-containing 4 [Chlorella sorokiniana]	KAI3438508.1 hypothetical protein D9Q98_000936 [Chlorella vulgaris]
OG0006010	PRW59183.1 hypothetical protein C2E21_2182 [Chlorella sorokiniana]	KAI3438573.1 hypothetical protein D9Q98_000999 [Chlorella vulgaris], KAI3438572.1 hypothetical protein D9Q98_000999 [Chlorella vulgaris]
OG0006011	PRW50782.1 hypothetical protein C2E21_5577 [Chlorella sorokiniana]	KAI3426967.1 hypothetical protein D9Q98_006911 [Chlorella vulgaris]
OG0006012	PRW59423.1 BREAST CANCER SUSCEPTIBILITY 1-like protein isoform B [Chlorella sorokiniana], PRW59424.1 BREAST CANCER SUSCEPTIBILITY 1-like protein isoform A [Chlorella sorokiniana]	KAI3438556.1 hypothetical protein D9Q98_000984 [Chlorella vulgaris]
OG0006014	PRW61431.1 glucose-6-phosphate 1-epimerase [Chlorella sorokiniana]	KAI3432254.1 hypothetical protein D9Q98_003815 [Chlorella vulgaris]
OG0006016	PRW58486.1 hypothetical protein C2E21_2966 [Chlorella sorokiniana]	KAI3433628.1 hypothetical protein D9Q98_003437 [Chlorella vulgaris]
OG0006018	PRW20951.1 hypothetical protein C2E21_8638 [Chlorella sorokiniana]	KAI3437673.1 hypothetical protein D9Q98_000123 [Chlorella vulgaris]
OG0006021	PRW20352.1 urease accessory [Chlorella sorokiniana]	KAI3424277.1 hypothetical protein D9Q98_009832 [Chlorella vulgaris]
OG0006022	PRW57988.1 ankyrin repeat [Chlorella sorokiniana]	KAI3434624.1 hypothetical protein D9Q98_002691 [Chlorella vulgaris]
OG0006023	PRW60208.1 hypothetical protein C2E21_0775 [Chlorella sorokiniana]	KAI3429308.1 hypothetical protein D9Q98_005403 [Chlorella vulgaris]
OG0006026	PRW33858.1 far upstream element-binding 1-like isoform X1 [Chlorella sorokiniana]	KAI3425945.1 hypothetical protein D9Q98_007915 [Chlorella vulgaris]
OG0006028	PRW59350.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]	KAI3438664.1 hypothetical protein D9Q98_001085 [Chlorella vulgaris]
OG0006030	PRW58962.1 Pyruvate phosphate dikinase_PEP pyruvate-binding [Chlorella sorokiniana]	KAI3438818.1 hypothetical protein D9Q98_001235 [Chlorella vulgaris]
OG0006031	PRW58487.1 hypothetical protein C2E21_2741 [Chlorella sorokiniana]	KAI3433892.1 hypothetical protein D9Q98_003694 [Chlorella vulgaris]
OG0006033	PRW59876.1 Elongation factor P [Chlorella sorokiniana]	KAI3435759.1 hypothetical protein D9Q98_001817 [Chlorella vulgaris]
OG0006036	PRW60213.1 Transcription factor MYB1R1 [Chlorella sorokiniana]	KAI3429481.1 hypothetical protein D9Q98_005572 [Chlorella vulgaris]
OG0006037	PRW57222.1 putative uncharacterized protein LOC105043418 isoform X1 [Chlorella sorokiniana]	KAI3438007.1 hypothetical protein D9Q98_000450 [Chlorella vulgaris]
OG0006039	PRW56083.1 hypothetical protein C2E21_5064 [Chlorella sorokiniana], PRW56084.1 hypothetical protein C2E21_5064 [Chlorella sorokiniana]	KAI3436661.1 hypothetical protein D9Q98_006077 [Chlorella vulgaris]
OG0006041	PRW58932.1 CUGBP Elav-like family member 5 [Chlorella sorokiniana]	KAI3438982.1 hypothetical protein D9Q98_001396 [Chlorella vulgaris]
OG0006042	PRW61093.1 ubiquitin-conjugating enzyme E2 20-like [Chlorella sorokiniana]	KAI3432587.1 hypothetical protein D9Q98_004135 [Chlorella vulgaris]
OG0006043	PRW57199.1 hypothetical protein C2E21_3909 [Chlorella sorokiniana]	KAI3438230.1 hypothetical protein D9Q98_000667 [Chlorella vulgaris]
OG0006044	PRW60947.1 inhibitor of trypsin and hageman factor-like [Chlorella sorokiniana]	KAI3432572.1 hypothetical protein D9Q98_004121 [Chlorella vulgaris]
OG0006046	PRW57852.1 cytochrome c oxidase assembly mitochondrial [Chlorella sorokiniana]	KAI3434803.1 hypothetical protein D9Q98_002860 [Chlorella vulgaris]
OG0006047	PRW39154.1 ribosomal L1 [Chlorella sorokiniana]	KAI3431625.1 hypothetical protein D9Q98_004674 [Chlorella vulgaris]
OG0006048	PRW56590.1 Transmembrane adaptor Erv26 [Chlorella sorokiniana]	KAI3428263.1 hypothetical protein D9Q98_006642 [Chlorella vulgaris]
OG0006049	PRW33313.1 formin 20 [Chlorella sorokiniana]	KAI3431749.1 hypothetical protein D9Q98_004791 [Chlorella vulgaris]
OG0006050	PRW56707.1 mitochondrial import inner membrane translocase subunit tim17 [Chlorella sorokiniana]	KAI3428287.1 hypothetical protein D9Q98_006666 [Chlorella vulgaris]
OG0006051	PRW60110.1 EGFlike domain containing [Chlorella sorokiniana]	KAI3435654.1 hypothetical protein D9Q98_001712 [Chlorella vulgaris]
OG0006052	PRW56078.1 membrane -like [Chlorella sorokiniana]	KAI3436711.1 hypothetical protein D9Q98_006126 [Chlorella vulgaris]
OG0006053	PRW61042.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Chlorella sorokiniana]	KAI3432244.1 hypothetical protein D9Q98_003805 [Chlorella vulgaris]
OG0006054	PRW44576.1 1 domain-containing [Chlorella sorokiniana]	KAI3428430.1 hypothetical protein D9Q98_007257 [Chlorella vulgaris]
OG0006055	PRW56002.1 COP9 signalosome complex subunit 8 [Chlorella sorokiniana]	KAI3436438.1 hypothetical protein D9Q98_005855 [Chlorella vulgaris]
OG0006058	PRW56100.1 rho GTPase-activating 4 isoform X3 [Chlorella sorokiniana]	KAI3436458.1 hypothetical protein D9Q98_005875 [Chlorella vulgaris]
OG0006060	PRW20348.1 sec-independent translocase -like [Chlorella sorokiniana]	KAI3424299.1 hypothetical protein D9Q98_009854 [Chlorella vulgaris]
OG0006061	PRW20386.1 oxysterol-binding -related 5 isoform X2 [Chlorella sorokiniana]	KAI3424282.1 hypothetical protein D9Q98_009837 [Chlorella vulgaris]
OG0006063	PRW45200.1 fatty acid desaturase [Chlorella sorokiniana]	KAI3426309.1 hypothetical protein D9Q98_008682 [Chlorella vulgaris]
OG0006065	PRW60794.1 subfamily B member 4 [Chlorella sorokiniana]	KAI3429578.1 hypothetical protein D9Q98_005665 [Chlorella vulgaris]
OG0006066	PRW60482.1 malate dehydrogenase [Chlorella sorokiniana]	KAI3429684.1 hypothetical protein D9Q98_005769 [Chlorella vulgaris]
OG0006067	PRW60106.1 phosphatidylinositol-glycan biosynthesis class X -like [Chlorella sorokiniana]	KAI3436213.1 hypothetical protein D9Q98_002267 [Chlorella vulgaris]
OG0006068	PRW45247.1 Rieske domain-containing [Chlorella sorokiniana]	KAI3426221.1 hypothetical protein D9Q98_008597 [Chlorella vulgaris]
OG0006069	PRW50876.1 hypothetical protein C2E21_5684 [Chlorella sorokiniana]	KAI3426856.1 hypothetical protein D9Q98_006802 [Chlorella vulgaris]
OG0006070	PRW45452.1 Inositol transporter 1 [Chlorella sorokiniana]	KAI3425038.1 hypothetical protein D9Q98_008416 [Chlorella vulgaris]
OG0006071	PRW20217.1 hypothetical protein C2E21_9130 [Chlorella sorokiniana]	KAI3431004.1 hypothetical protein D9Q98_009406 [Chlorella vulgaris]
OG0006073	PRW20174.1 hypothetical protein C2E21_9131 [Chlorella sorokiniana]	KAI3431003.1 hypothetical protein D9Q98_009405 [Chlorella vulgaris]
OG0006074	PRW60096.1 hypothetical protein C2E21_1936 [Chlorella sorokiniana]	KAI3436292.1 hypothetical protein D9Q98_002345 [Chlorella vulgaris]
OG0006075	PRW59511.1 hypothetical protein C2E21_1411 [Chlorella sorokiniana]	KAI3435715.1 hypothetical protein D9Q98_001773 [Chlorella vulgaris]
OG0006076	PRW58722.1 tRNA _N_6_-L-threonylcarbamoyladenosine_37_-C_2__-methylthiotran sferase [Chlorella sorokiniana]	KAI3433425.1 hypothetical protein D9Q98_003240 [Chlorella vulgaris]
OG0006077	PRW59625.1 origin recognition complex subunit 6 [Chlorella sorokiniana]	KAI3435711.1 hypothetical protein D9Q98_001769 [Chlorella vulgaris]
OG0006078	PRW59675.1 Elicitor-responsive [Chlorella sorokiniana]	KAI3435738.1 hypothetical protein D9Q98_001796 [Chlorella vulgaris]
OG0006080	PRW32670.1 ankyrin repeat family [Chlorella sorokiniana]	KAI3423844.1 hypothetical protein D9Q98_009680 [Chlorella vulgaris]
OG0006082	PRW20933.1 Fructose-1-phosphate phosphatase [Chlorella sorokiniana]	KAI3437755.1 hypothetical protein D9Q98_000203 [Chlorella vulgaris]
OG0006083	PRW58182.1 hypothetical protein C2E21_3129 [Chlorella sorokiniana]	KAI3433420.1 hypothetical protein D9Q98_003235 [Chlorella vulgaris]
OG0006085	PRW39282.1 hypothetical protein C2E21_6874 [Chlorella sorokiniana]	KAI3431605.1 hypothetical protein D9Q98_004655 [Chlorella vulgaris]
OG0006088	PRW33174.1 FK506-binding 1 [Chlorella sorokiniana]	KAI3431844.1 hypothetical protein D9Q98_010596 [Chlorella vulgaris], KAI3431847.1 hypothetical protein D9Q98_010599 [Chlorella vulgaris]
OG0006094	PRW05779.1 zinc finger 364 [Chlorella sorokiniana]	KAI3431278.1 hypothetical protein D9Q98_004339 [Chlorella vulgaris]
OG0006095	PRW33983.1 Acyl-coenzyme A oxidase 2 [Chlorella sorokiniana]	KAI3434882.1 hypothetical protein D9Q98_002936 [Chlorella vulgaris]
OG0006096	PRW32536.1 WD40 repeat isoform A [Chlorella sorokiniana], PRW32537.1 WD40 repeat isoform B [Chlorella sorokiniana]	KAI3436853.1 hypothetical protein D9Q98_006263 [Chlorella vulgaris]
OG0006097	PRW33687.1 beta1_4-galactosyltransferase 7 [Chlorella sorokiniana]	KAI3425319.1 hypothetical protein D9Q98_009083 [Chlorella vulgaris]
OG0006098	PRW58038.1 putative UDP-arabinopyranose mutase 5 isoform X2 isoform B [Chlorella sorokiniana], PRW58037.1 putative UDP-arabinopyranose mutase 5 isoform X2 isoform A [Chlorella sorokiniana]	KAI3425913.1 hypothetical protein D9Q98_007885 [Chlorella vulgaris]
OG0006099	PRW57636.1 hypothetical protein C2E21_3708 [Chlorella sorokiniana]	KAI3425766.1 hypothetical protein D9Q98_007741 [Chlorella vulgaris]
OG0006101	PRW59555.1 NTP pyrophosphohydrolase [Chlorella sorokiniana]	KAI3435953.1 hypothetical protein D9Q98_002011 [Chlorella vulgaris]
OG0006102	PRW33704.1 family transcriptional regulator [Chlorella sorokiniana]	KAI3425345.1 hypothetical protein D9Q98_009109 [Chlorella vulgaris]
OG0006103	PRW59267.1 phosphatase 2C 3 [Chlorella sorokiniana]	KAI3439027.1 hypothetical protein D9Q98_001438 [Chlorella vulgaris]
OG0006105	PRW59851.1 Universal stress A [Chlorella sorokiniana]	KAI3436115.1 hypothetical protein D9Q98_002173 [Chlorella vulgaris]
OG0006107	PRW61142.1 Prenylated rab acceptor PRA1 isoform B [Chlorella sorokiniana], PRW61143.1 Prenylated rab acceptor PRA1 isoform A [Chlorella sorokiniana]	KAI3432223.1 hypothetical protein D9Q98_003785 [Chlorella vulgaris]
OG0006108	PRW18313.1 ARM repeat-containing [Chlorella sorokiniana]	KAI3435522.1 hypothetical protein D9Q98_001588 [Chlorella vulgaris]
OG0006109	PRW59334.1 ATP-binding cassette sub-family D member 4 [Chlorella sorokiniana]	KAI3438893.1 hypothetical protein D9Q98_001308 [Chlorella vulgaris]
OG0006110	PRW57054.1 mediator of RNA polymerase II transcription subunit 13-like [Chlorella sorokiniana]	KAI3438134.1 hypothetical protein D9Q98_000575 [Chlorella vulgaris]
OG0006111	PRW33154.1 dihydrolipoamide acetyltransferase [Chlorella sorokiniana]	KAI3431810.1 hypothetical protein D9Q98_010563 [Chlorella vulgaris]
OG0006112	PRW56962.1 hypothetical protein C2E21_3927 [Chlorella sorokiniana]	KAI3438212.1 hypothetical protein D9Q98_000649 [Chlorella vulgaris]
OG0006114	PRW61242.1 Halomucin [Chlorella sorokiniana]	KAI3424453.1 hypothetical protein D9Q98_010005 [Chlorella vulgaris]
OG0006115	PRW33921.1 glycerophosphodiester phosphodiesterase GDPD4 isoform X1 [Chlorella sorokiniana]	KAI3434981.1 hypothetical protein D9Q98_003033 [Chlorella vulgaris]
OG0006116	PRW56173.1 hypothetical protein C2E21_5142 [Chlorella sorokiniana]	KAI3436602.1 hypothetical protein D9Q98_006019 [Chlorella vulgaris]
OG0006117	PRW60423.1 Histone H2A [Chlorella sorokiniana]	KAI3429598.1 hypothetical protein D9Q98_005684 [Chlorella vulgaris]
OG0006118	PRW33040.1 plant T10O8-60 [Chlorella sorokiniana]	KAI3430541.1 hypothetical protein D9Q98_005134 [Chlorella vulgaris]
OG0006119	PRW50892.1 Chromatin modification-related MEAF6 [Chlorella sorokiniana]	KAI3427245.1 hypothetical protein D9Q98_007179 [Chlorella vulgaris]
OG0006120	PRW32865.1 MFS general substrate transporter isoform C [Chlorella sorokiniana]	KAI3430512.1 hypothetical protein D9Q98_005107 [Chlorella vulgaris]
OG0006122	PRW57641.1 Thioredoxin chloroplastic [Chlorella sorokiniana]	KAI3425889.1 hypothetical protein D9Q98_007862 [Chlorella vulgaris]
OG0006123	PRW33888.1 Glycosyl family 1 [Chlorella sorokiniana]	KAI3425983.1 hypothetical protein D9Q98_007951 [Chlorella vulgaris]
OG0006124	PRW33778.1 Winged helix-turn-helix DNA-binding domain [Chlorella sorokiniana]	KAI3426021.1 hypothetical protein D9Q98_007989 [Chlorella vulgaris]
OG0006125	PRW33024.1 GHMP kinase [Chlorella sorokiniana]	KAI3430459.1 hypothetical protein D9Q98_005054 [Chlorella vulgaris]
OG0006126	PRW33837.1 heat repeat [Chlorella sorokiniana]	KAI3425979.1 hypothetical protein D9Q98_007947 [Chlorella vulgaris]
OG0006128	PRW39086.1 Structure-specific recognition [Chlorella sorokiniana]	KAI3431456.1 hypothetical protein D9Q98_004508 [Chlorella vulgaris]
OG0006129	PRW05808.1 hypothetical protein C2E21_9546 [Chlorella sorokiniana]	KAI3431283.1 hypothetical protein D9Q98_004344 [Chlorella vulgaris]
OG0006130	PRW51022.1 Leucine Rich Repeat family [Chlorella sorokiniana]	KAI3427046.1 hypothetical protein D9Q98_006987 [Chlorella vulgaris]
OG0006132	PRW39373.1 transcription activator BRG1 [Chlorella sorokiniana]	KAI3431430.1 hypothetical protein D9Q98_004483 [Chlorella vulgaris]
OG0006135	PRW58774.1 alpha beta hydrolase [Chlorella sorokiniana]	KAI3438895.1 hypothetical protein D9Q98_001310 [Chlorella vulgaris]
OG0006136	PRW61033.1 SEC14 cytosolic factor [Chlorella sorokiniana]	KAI3432818.1 hypothetical protein D9Q98_010402 [Chlorella vulgaris]
OG0006137	PRW57470.1 ADP-ribosylation factor 5 [Chlorella sorokiniana]	KAI3438324.1 hypothetical protein D9Q98_000758 [Chlorella vulgaris]
OG0006138	PRW57384.1 F-box only 31-B-like [Chlorella sorokiniana]	KAI3438313.1 hypothetical protein D9Q98_000747 [Chlorella vulgaris]
