Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_NREL
OG0003529	PRW61611.1 DNA replication licensing factor mcm2 [Chlorella sorokiniana]	KAF6250945.1 minichromosome maintenance protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0003530	PRW57630.1 serine threonine- kinase SRK2E [Chlorella sorokiniana]	KAF6263232.1 Golgi complex component 7-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003531	PRW58748.1 jmjC domain-containing 7 isoform X1 [Chlorella sorokiniana]	KAF6265382.1 cupin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003533	PRW57059.1 Eukaryotic translation initiation factor 3 subunit H [Chlorella sorokiniana]	KAF6261067.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0003534	PRW58775.1 putative RNA polymerase II transcription factor B subunit 1-1 [Chlorella sorokiniana]	KAF6266443.1 hypothetical protein COO60DRAFT_1697395 [Scenedesmus sp. NREL 46B-D3]
OG0003535	PRW58272.1 ER lumen retaining receptor isoform A [Chlorella sorokiniana]	KAF6261315.1 hypothetical protein COO60DRAFT_1636898 [Scenedesmus sp. NREL 46B-D3]
OG0003536	PRW58435.1 mitotic checkpoint [Chlorella sorokiniana]	KAF6254062.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003537	PRW33170.1 ATP adenylyltransferase [Chlorella sorokiniana]	KAF6265779.1 ATP adenylyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003538	PRW61129.1 CGLD23 required for cyt b6 assembly [Chlorella sorokiniana]	KAF6257939.1 hypothetical protein COO60DRAFT_1701574 [Scenedesmus sp. NREL 46B-D3]
OG0003539	PRW57910.1 mitochondrial outer membrane porin 4 [Chlorella sorokiniana]	KAF6263342.1 voltage-dependent anion-selective channel protein [Scenedesmus sp. NREL 46B-D3]
OG0003540	PRW60503.1 60S ribosomal L14 [Chlorella sorokiniana]	KAF6258266.1 ribosomal protein L14 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0003541	PRW33195.1 ATP synthase subunit mitochondrial [Chlorella sorokiniana]	KAF6254044.1 mitochondrial ATP synthase epsilon chain-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003542	PRW59834.1 cytochrome c oxidase assembly mitochondrial-like [Chlorella sorokiniana]	KAF6258686.1 cytochrome c oxidase assembly protein CtaG/Cox11-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003543	PRW57670.1 Cytochrome c [Chlorella sorokiniana]	KAF6260557.1 cytochrome c-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003544	PRW60764.1 hypothetical protein C2E21_0913 [Chlorella sorokiniana]	KAF6264943.1 hypothetical protein COO60DRAFT_1481492 [Scenedesmus sp. NREL 46B-D3]
OG0003545	PRW56497.1 guanylate-binding 4 [Chlorella sorokiniana]	KAF6248953.1 guanylate-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0003547	PRW59705.1 hypothetical protein C2E21_1519 [Chlorella sorokiniana]	KAF6259996.1 hypothetical protein COO60DRAFT_938642 [Scenedesmus sp. NREL 46B-D3]
OG0003548	PRW20464.1 Molybdenum cofactor sulfurase [Chlorella sorokiniana]	KAF6264147.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3], KAF6259910.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3], KAF6265693.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0003549	PRW60390.1 UPF0420 isoform X4 [Chlorella sorokiniana]	KAF6253384.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003550	PRW60643.1 eukaryotic translation initiation factor 4E [Chlorella sorokiniana]	KAF6256015.1 hypothetical protein COO60DRAFT_1659403 [Scenedesmus sp. NREL 46B-D3]
OG0003551	PRW58401.1 phosphate ABC transporter permease [Chlorella sorokiniana]	KAF6256313.1 hypothetical protein COO60DRAFT_118700 [Scenedesmus sp. NREL 46B-D3]
OG0003554	PRW56703.1 Acyltransferase chloroplastic [Chlorella sorokiniana]	KAF6251663.1 alpha/beta-hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0003555	PRW56469.1 Gem-associated 2 [Chlorella sorokiniana]	KAF6266807.1 survival motor neuron interacting protein 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003556	PRW60339.1 putative aarF domain-containing kinase chloroplastic-like [Chlorella sorokiniana]	KAF6262619.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003557	PRW60091.1 rieske [2Fe-2S] [Chlorella sorokiniana]	KAF6263022.1 rieske [2Fe-2S] protein [Scenedesmus sp. NREL 46B-D3]
OG0003558	PRW57543.1 flagellar outer dynein arm intermediate chain 1 [Chlorella sorokiniana]	KAF6261307.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003559	PRW61380.1 HAD-superfamily [Chlorella sorokiniana]	KAF6265723.1 mitochondrial PGP phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003560	PRW59525.1 ribosomal RNA small subunit methyltransferase I [Chlorella sorokiniana]	KAF6252082.1 ribosomal RNA small subunit methyltransferase I [Scenedesmus sp. NREL 46B-D3]
OG0003561	PRW57486.1 Chaperone dnaJ [Chlorella sorokiniana]	KAF6265557.1 hypothetical protein COO60DRAFT_1477257 [Scenedesmus sp. NREL 46B-D3]
OG0003562	PRW60896.1 transcription initiation factor TFIID subunit 8 [Chlorella sorokiniana]	KAF6265553.1 Bromodomain associated-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254482.1 Bromodomain associated-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003563	PRW50949.1 50S ribosomal L15 isoform B [Chlorella sorokiniana], PRW50950.1 50S ribosomal L15 isoform A [Chlorella sorokiniana]	KAF6257458.1 hypothetical protein COO60DRAFT_1701840_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003564	PRW56919.1 splicing factor U2af large subunit A-like isoform X1 [Chlorella sorokiniana]	KAF6266766.1 hypothetical protein COO60DRAFT_1291678 [Scenedesmus sp. NREL 46B-D3]
OG0003565	PRW57346.1 ER membrane complex subunit 3 [Chlorella sorokiniana]	KAF6265641.1 integral membrane protein DUF106-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003566	PRW57295.1 DCN1 2 [Chlorella sorokiniana]	KAF6263546.1 Cullin binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003567	PRW56240.1 ATPase ASNA1-like protein 2-like [Chlorella sorokiniana]	KAF6255679.1 anion-transporting ATPase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003569	PRW58668.1 mitochondrial import inner membrane translocase subunit TIM17-2-like [Chlorella sorokiniana]	KAF6243701.1 mitochondrial import inner membrane translocase subunit Tim17 [Scenedesmus sp. NREL 46B-D3], KAF6240408.1 Tim17/Tim22/Tim23/Pmp24 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003571	PRW59594.1 50S ribosomal L20 [Chlorella sorokiniana]	KAF6266623.1 mitochondrial ribosomal protein L20 [Scenedesmus sp. NREL 46B-D3]
OG0003572	PRW61015.1 WD repeat-containing 48 [Chlorella sorokiniana]	KAF6254461.1 hypothetical protein COO60DRAFT_1627872 [Scenedesmus sp. NREL 46B-D3]
OG0003573	PRW56167.1 ATP-dependent RNA helicase mitochondrial [Chlorella sorokiniana]	KAF6255118.1 hypothetical protein COO60DRAFT_249735 [Scenedesmus sp. NREL 46B-D3]
OG0003574	PRW57267.1 carbohydrate kinase [Chlorella sorokiniana]	KAF6251890.1 carbohydrate kinase [Scenedesmus sp. NREL 46B-D3]
OG0003575	PRW57306.1 succinate dehydrogenase iron-sulfur subunit [Chlorella sorokiniana]	KAF6266361.1 iron-sulfur subunit of mitochondrial succinate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003576	PRW51031.1 TIMELESS-interacting -like [Chlorella sorokiniana]	KAF6258896.1 hypothetical protein COO60DRAFT_1638753 [Scenedesmus sp. NREL 46B-D3]
OG0003577	PRW56963.1 flagellar associated [Chlorella sorokiniana]	KAF6264139.1 hypothetical protein COO60DRAFT_220758 [Scenedesmus sp. NREL 46B-D3]
OG0003579	PRW56018.1 hypothetical protein C2E21_5013 [Chlorella sorokiniana]	KAF6265721.1 hypothetical protein COO60DRAFT_1697694 [Scenedesmus sp. NREL 46B-D3]
OG0003580	PRW56965.1 complex 1 family LVR family _ISS_ [Chlorella sorokiniana]	KAF6251688.1 hypothetical protein COO60DRAFT_1644739 [Scenedesmus sp. NREL 46B-D3]
OG0003581	PRW32663.1 24-hydroxycholesterol 7-alpha-hydroxylase [Chlorella sorokiniana], PRW55891.1 Peptide-N4-N-acetyl-beta-D-glucosaminylaspar agine amidase F precursor [Chlorella sorokiniana]	KAF6254878.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]
OG0003582	PRW20350.1 Thioredoxin H2-2 [Chlorella sorokiniana]	KAF6257151.1 hypothetical protein COO60DRAFT_1525308 [Scenedesmus sp. NREL 46B-D3]
OG0003583	PRW20674.1 alpha N-terminal methyltransferase 1 [Chlorella sorokiniana]	KAF6259741.1 hypothetical protein COO60DRAFT_1700689 [Scenedesmus sp. NREL 46B-D3]
OG0003584	PRW20637.1 4-hydroxy-tetrahydrodipicolinate synthase [Chlorella sorokiniana]	KAF6256223.1 dihydrodipicolinate synthase [Scenedesmus sp. NREL 46B-D3]
OG0003585	PRW56030.1 Repressor of RNA polymerase III transcription MAF1 [Chlorella sorokiniana]	KAF6256138.1 Maf1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003586	PRW55953.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]	KAF6253143.1 hypothetical protein COO60DRAFT_465115 [Scenedesmus sp. NREL 46B-D3]
OG0003587	PRW58985.1 hypothetical protein C2E21_2347 [Chlorella sorokiniana], PRW58986.1 hypothetical protein C2E21_2347 [Chlorella sorokiniana]	KAF6255935.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003588	PRW20696.1 alpha beta hydrolase domain-containing 11 [Chlorella sorokiniana]	KAF6251671.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003589	PRW20494.1 ribonuclease P subunit p25 [Chlorella sorokiniana]	KAF6256520.1 DNA/RNA-binding protein alba-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003590	PRW59452.1 DDB1- and CUL4-associated factor 8 isoform X2 [Chlorella sorokiniana]	KAF6256191.1 hypothetical protein COO60DRAFT_1272074 [Scenedesmus sp. NREL 46B-D3]
OG0003591	PRW61219.1 BRCT domain-containing protein [Chlorella sorokiniana]	KAF6259208.1 hypothetical protein COO60DRAFT_1029601 [Scenedesmus sp. NREL 46B-D3]
OG0003592	PRW59925.1 Dynein light chain axonemal [Chlorella sorokiniana]	KAF6255358.1 hypothetical protein COO60DRAFT_1702879 [Scenedesmus sp. NREL 46B-D3]
OG0003593	PRW45068.1 aceous RNase P chloroplastic mitochondrial-like isoform X2 [Chlorella sorokiniana]	KAF6261333.1 hypothetical protein COO60DRAFT_1636916 [Scenedesmus sp. NREL 46B-D3]
OG0003594	PRW44855.1 PLASTID TRANSCRIPTIONALLY ACTIVE 10-like isoform C [Chlorella sorokiniana], PRW44856.1 PLASTID TRANSCRIPTIONALLY ACTIVE 10-like isoform B [Chlorella sorokiniana], PRW44854.1 PLASTID TRANSCRIPTIONALLY ACTIVE 10-like isoform A [Chlorella sorokiniana]	KAF6256956.1 hypothetical protein COO60DRAFT_1702082 [Scenedesmus sp. NREL 46B-D3]
OG0003595	PRW60440.1 pathogenesis-related 1-like [Chlorella sorokiniana]	KAF6254676.1 hypothetical protein COO60DRAFT_1642116 [Scenedesmus sp. NREL 46B-D3]
OG0003596	PRW59911.1 cysteine--tRNA cytoplasmic isoform X1 [Chlorella sorokiniana]	KAF6266612.1 tRNA synthetase class I _C_ family protein [Scenedesmus sp. NREL 46B-D3]
OG0003597	PRW61199.1 Poly_A_ RNA polymerase [Chlorella sorokiniana]	KAF6260652.1 hypothetical protein COO60DRAFT_1700245 [Scenedesmus sp. NREL 46B-D3]
OG0003598	PRW60561.1 dnaJ-like protein subfamily C member 2-like [Chlorella sorokiniana]	KAF6264387.1 DnaJ-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003599	PRW45041.1 tyrosine decarboxylase 1-like [Chlorella sorokiniana], PRW45132.1 tyrosine decarboxylase 1-like [Chlorella sorokiniana]	KAF6264901.1 aromatic-aminoacid decarboxylase [Scenedesmus sp. NREL 46B-D3]
OG0003600	PRW45043.1 vacuolar -sorting-associated 33-like protein [Chlorella sorokiniana]	KAF6265311.1 Sec1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003602	PRW60729.1 dihydrolipoamide S-acetyltransferase [Chlorella sorokiniana]	KAF6263088.1 2-oxoacid dehydrogenases acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003604	PRW45044.1 late embryogenesis abundant [Chlorella sorokiniana]	KAF6251863.1 hypothetical protein COO60DRAFT_1274683 [Scenedesmus sp. NREL 46B-D3]
OG0003605	PRW56048.1 photosystem I reaction center subunit VI- chloroplastic-like [Chlorella sorokiniana]	KAF6265564.1 polypeptide 28 precursor [Scenedesmus sp. NREL 46B-D3]
OG0003606	PRW59951.1 BTB POZ domain-containing [Chlorella sorokiniana]	KAF6261617.1 hypothetical protein COO60DRAFT_1500421 [Scenedesmus sp. NREL 46B-D3]
OG0003607	PRW60816.1 Electron transfer flavo subunit beta [Chlorella sorokiniana]	KAF6246280.1 hypothetical protein COO60DRAFT_1707605 [Scenedesmus sp. NREL 46B-D3]
OG0003608	PRW60747.1 flagellar associated [Chlorella sorokiniana]	KAF6256339.1 hypothetical protein COO60DRAFT_1461752 [Scenedesmus sp. NREL 46B-D3]
OG0003609	PRW45016.1 ATP synthase subunit alpha [Chlorella sorokiniana]	KAF6253915.1 alpha subunit of mitochondrial F1F0 ATP synthase [Scenedesmus sp. NREL 46B-D3]
OG0003610	PRW39383.1 U7 snRNA-associated Sm LSm11 [Chlorella sorokiniana]	KAF6265452.1 hypothetical protein COO60DRAFT_1478572 [Scenedesmus sp. NREL 46B-D3]
OG0003611	PRW45143.1 sm LSM7 [Chlorella sorokiniana]	KAF6254438.1 U6 snRNA-associated Sm-like protein LSm7_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003612	PRW60334.1 photosystem reaction center subunit H [Chlorella sorokiniana]	KAF6259304.1 hypothetical protein COO60DRAFT_1294920 [Scenedesmus sp. NREL 46B-D3]
OG0003613	PRW60276.1 snRNA-activating complex subunit [Chlorella sorokiniana]	KAF6254273.1 snRNA-activating protein of 50kDa MW C terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6249023.1 snRNA-activating protein of 50kDa MW C terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003614	PRW50964.1 zinc finger A20 and AN1 domain-containing stress-associated 7-like [Chlorella sorokiniana]	KAF6260412.1 zinc finger protein_ major isoform [Scenedesmus sp. NREL 46B-D3], KAF6251979.1 zinc finger protein_ major isoform [Scenedesmus sp. NREL 46B-D3]
OG0003615	PRW50816.1 cytochrome b-c1 complex subunit 6-like [Chlorella sorokiniana]	KAF6255442.1 ubiquinol_cytochrome c oxidoreductase 8 kDa subunit [Scenedesmus sp. NREL 46B-D3]
OG0003616	PRW57126.1 Photosystem II 10 kDa chloroplastic [Chlorella sorokiniana]	KAF6263928.1 photosystem II 10 kDa polypeptide PsbR-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003617	PRW51122.1 FAS-associated factor 2-like [Chlorella sorokiniana]	KAF6256275.1 hypothetical protein COO60DRAFT_131981 [Scenedesmus sp. NREL 46B-D3]
OG0003618	PRW51143.1 2-oxoisovalerate dehydrogenase subunit alpha mitochondrial-like [Chlorella sorokiniana]	KAF6259452.1 mitochondrial branched-chain alpha-ketoacid dehydrogenase complex_ E1 alpha [Scenedesmus sp. NREL 46B-D3]
OG0003619	PRW45184.1 60S ribosomal L12-1 [Chlorella sorokiniana]	KAF6258965.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0003620	PRW44976.1 DNA-directed RNA polymerase III subunit RPC4-like isoform X1 [Chlorella sorokiniana]	KAF6258316.1 hypothetical protein COO60DRAFT_1252076_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003621	PRW33597.1 DIS3-like exonuclease 2 [Chlorella sorokiniana]	KAF6257028.1 exoribonuclease [Scenedesmus sp. NREL 46B-D3]
OG0003623	PRW33513.1 spartin isoform X1 isoform A [Chlorella sorokiniana], PRW33514.1 spartin isoform X1 isoform B [Chlorella sorokiniana]	KAF6265793.1 senescence-associated protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003626	PRW51020.1 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Chlorella sorokiniana]	KAF6259417.1 phosphatidylglycerophosphate synthase [Scenedesmus sp. NREL 46B-D3]
OG0003627	PRW39112.1 CHROMATIN REMODELING 25 [Chlorella sorokiniana]	KAF6264872.1 DNA repair and recombination protein RAD54-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003628	PRW45142.1 F-box-like WD repeat-containing TBL1XR1 [Chlorella sorokiniana]	KAF6253035.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003629	PRW61128.1 tryptophanase [Chlorella sorokiniana]	KAF6256772.1 hypothetical protein COO60DRAFT_1627056 [Scenedesmus sp. NREL 46B-D3]
OG0003630	PRW45124.1 hypothetical protein C2E21_6400 [Chlorella sorokiniana], PRW45180.1 heavy metal tolerance [Chlorella sorokiniana]	KAF6250971.1 hypothetical protein COO60DRAFT_705891 [Scenedesmus sp. NREL 46B-D3]
OG0003631	PRW51059.1 SPT2 chromatin [Chlorella sorokiniana]	KAF6265246.1 hypothetical protein COO60DRAFT_1623917 [Scenedesmus sp. NREL 46B-D3]
OG0003632	PRW20223.1 saccharopine dehydrogenase-like oxidoreductase isoform B [Chlorella sorokiniana], PRW20224.1 saccharopine dehydrogenase-like oxidoreductase isoform A [Chlorella sorokiniana]	KAF6252221.1 hypothetical protein COO60DRAFT_1554503 [Scenedesmus sp. NREL 46B-D3]
OG0003633	PRW20216.1 Endoglucanase 1 [Chlorella sorokiniana], PRW20275.1 Endoglucanase A [Chlorella sorokiniana]	KAF6250891.1 glucokinase [Scenedesmus sp. NREL 46B-D3]
OG0003634	PRW20227.1 malonyl- mitochondrial [Chlorella sorokiniana]	KAF6256303.1 hypothetical protein COO60DRAFT_1627215 [Scenedesmus sp. NREL 46B-D3]
OG0003635	PRW20186.1 transcriptional coactivator p15 [Chlorella sorokiniana]	KAF6249360.1 transcriptional Coactivator p15-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003636	PRW59771.1 putative vacuolar membrane [Chlorella sorokiniana]	KAF6257332.1 hypothetical protein COO60DRAFT_1524508 [Scenedesmus sp. NREL 46B-D3]
OG0003637	PRW59454.1 glucosidase 2 subunit beta [Chlorella sorokiniana]	KAF6254346.1 glucosidase II beta subunit-like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003639	PRW60010.1 RNA-binding 42-like [Chlorella sorokiniana]	KAF6253951.1 hypothetical protein COO60DRAFT_1642741 [Scenedesmus sp. NREL 46B-D3]
OG0003640	PRW59838.1 Transaldolase [Chlorella sorokiniana]	KAF6265930.1 transaldolase [Scenedesmus sp. NREL 46B-D3]
OG0003641	PRW59855.1 ribosomal RNA-processing [Chlorella sorokiniana]	KAF6266678.1 ribosomal RNA-processing protein 7-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003642	PRW33689.1 lysine histidine transporter 1-like [Chlorella sorokiniana], PRW59978.1 Set1 Ash2 histone methyltransferase complex subunit ASH2 [Chlorella sorokiniana]	KAF6259675.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003643	PRW59450.1 farnesyltransferase subunit beta [Chlorella sorokiniana]	KAF6254216.1 terpenoid cyclases/Protein prenyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003644	PRW59616.1 ubiquitin receptor RAD23b-like [Chlorella sorokiniana]	KAF6252837.1 XPC-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003645	PRW59631.1 OTU domain-containing 6B-like [Chlorella sorokiniana]	KAF6254324.1 hypothetical protein COO60DRAFT_328137 [Scenedesmus sp. NREL 46B-D3]
OG0003646	PRW59508.1 putative cadmium zinc-transporting ATPase chloroplastic [Chlorella sorokiniana]	KAF6263311.1 hypothetical protein COO60DRAFT_1635329 [Scenedesmus sp. NREL 46B-D3]
OG0003647	PRW57309.1 hypothetical protein C2E21_4331 [Chlorella sorokiniana]	KAF6254470.1 hypothetical protein COO60DRAFT_1642329 [Scenedesmus sp. NREL 46B-D3]
OG0003649	PRW32551.1 Nucleolar MIF4G domain-containing 1 isoform B [Chlorella sorokiniana], PRW32550.1 Nucleolar MIF4G domain-containing 1 isoform A [Chlorella sorokiniana]	KAF6262931.1 MA3 domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262930.1 hypothetical protein COO60DRAFT_555105 [Scenedesmus sp. NREL 46B-D3]
OG0003650	PRW44879.1 tyrosyl-tRNA synthetase [Chlorella sorokiniana]	KAF6260549.1 hypothetical protein COO60DRAFT_1700275 [Scenedesmus sp. NREL 46B-D3]
OG0003651	PRW20914.1 Proteasome subunit beta type-1 [Chlorella sorokiniana]	KAF6257016.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0003652	PRW44271.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	KAF6255038.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003653	PRW32644.1 tRNA_m_4_X modification enzyme TRM13-like protein [Chlorella sorokiniana]	KAF6263909.1 methyltransferase TRM13-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003654	PRW58685.1 nucleoredoxin 1 [Chlorella sorokiniana]	KAF6258442.1 thioredoxin-like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003655	PRW59797.1 Alpha-1_3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase [Chlorella sorokiniana]	KAF6259267.1 GNT-I family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003657	PRW32652.1 Transcription factor TFIIIB component B [Chlorella sorokiniana]	KAF6264418.1 hypothetical protein COO60DRAFT_1698259 [Scenedesmus sp. NREL 46B-D3]
OG0003659	PRW56622.1 HPP family [Chlorella sorokiniana]	KAF6265798.1 HPP family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003660	PRW59696.1 hypothetical protein C2E21_1393 [Chlorella sorokiniana]	KAF6259804.1 hypothetical protein COO60DRAFT_975261 [Scenedesmus sp. NREL 46B-D3], KAF6258325.1 hypothetical protein COO60DRAFT_1133016 [Scenedesmus sp. NREL 46B-D3]
OG0003661	PRW33176.1 von Willebrand type A [Chlorella sorokiniana]	KAF6255953.1 hypothetical protein COO60DRAFT_1296414 [Scenedesmus sp. NREL 46B-D3]
OG0003662	PRW32632.1 DNA topoisomerase 6 subunit A [Chlorella sorokiniana]	KAF6256583.1 Spo11/DNA topoisomerase VI subunit A [Scenedesmus sp. NREL 46B-D3]
OG0003663	PRW44875.1 RNA polymerase II-associated 3-like isoform X1 [Chlorella sorokiniana]	KAF6265243.1 hypothetical protein COO60DRAFT_1697836 [Scenedesmus sp. NREL 46B-D3]
OG0003664	PRW59898.1 NADH dehydrogenase [Chlorella sorokiniana]	KAF6260604.1 hypothetical protein COO60DRAFT_1269292 [Scenedesmus sp. NREL 46B-D3]
OG0003665	PRW59943.1 nuclear transcription factor Y subunit C-1 [Chlorella sorokiniana]	KAF6261664.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003666	PRW32518.1 family tRNA rRNA methyltransferase [Chlorella sorokiniana]	KAF6252749.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003667	PRW05951.1 ATP-dependent DNA ligase isoform B [Chlorella sorokiniana], PRW05952.1 ATP-dependent DNA ligase isoform A [Chlorella sorokiniana]	KAF6257434.1 hypothetical protein COO60DRAFT_1639939 [Scenedesmus sp. NREL 46B-D3]
OG0003668	PRW44468.1 glutamine-dependent NAD_+_ synthetase [Chlorella sorokiniana]	KAF6262108.1 glutamine-dependent NAD_+_ synthetase with GAT domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003669	PRW39169.1 Restriction endonuclease type II-like [Chlorella sorokiniana]	KAF6261776.1 hypothetical protein COO60DRAFT_1699612 [Scenedesmus sp. NREL 46B-D3]
OG0003670	PRW58618.1 ALWAYS EARLY 3 [Chlorella sorokiniana]	KAF6265036.1 hypothetical protein COO60DRAFT_1633817 [Scenedesmus sp. NREL 46B-D3]
OG0003671	PRW32623.1 hypothetical protein C2E21_8205 [Chlorella sorokiniana]	KAF6262775.1 hypothetical protein COO60DRAFT_1267906 [Scenedesmus sp. NREL 46B-D3]
OG0003672	PRW56549.1 Peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]	KAF6265237.1 peptidyl-tRNA hydrolase 2/Bcl-2 inhibitor of transcription 1 [Scenedesmus sp. NREL 46B-D3]
OG0003674	PRW45566.1 mRNA-decapping enzyme subunit 2 [Chlorella sorokiniana]	KAF6266684.1 hypothetical protein COO60DRAFT_1697204 [Scenedesmus sp. NREL 46B-D3]
OG0003675	PRW56543.1 Endoglucanase A [Chlorella sorokiniana]	KAF6257181.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003677	PRW32558.1 transcription factor S [Chlorella sorokiniana]	KAF6266017.1 hypothetical protein COO60DRAFT_1281067 [Scenedesmus sp. NREL 46B-D3]
OG0003679	PRW33152.1 GTP-binding-like protein [Chlorella sorokiniana]	KAF6259025.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0003680	PRW05807.1 alternative oxidase [Chlorella sorokiniana]	KAF6263423.1 GLE1-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003682	PRW56804.1 spermine oxidase-like [Chlorella sorokiniana]	KAF6262312.1 hypothetical protein COO60DRAFT_647513 [Scenedesmus sp. NREL 46B-D3]
OG0003683	PRW20277.1 S-adenosylmethionine carrier chloroplastic mitochondrial [Chlorella sorokiniana]	KAF6255593.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003684	PRW58632.1 E3 ubiquitin- ligase AIP2 [Chlorella sorokiniana]	KAF6265544.1 ABI3-interacting protein 2-2 [Scenedesmus sp. NREL 46B-D3]
OG0003685	PRW20461.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]	KAF6257635.1 non-catalytic subunit of chloroplast ClpP complex [Scenedesmus sp. NREL 46B-D3]
OG0003687	PRW58007.1 DUF1279-domain-containing [Chlorella sorokiniana]	KAF6262717.1 hypothetical protein COO60DRAFT_1267980_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003688	PRW33019.1 pseudouridine-5 -monophosphatase [Chlorella sorokiniana]	KAF6263386.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
