Orthogroup	Chlorella_Sorokiniana1602	Auxenochlorella_protothecoides
OG0004867	PRW58784.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic isoform X1 [Chlorella sorokiniana]	RMZ57588.1 hypothetical protein APUTEX25_001788 [Auxenochlorella protothecoides]
OG0004868	PRW58183.1 ubiquitin-conjugating enzyme E2 27 [Chlorella sorokiniana]	RMZ57606.1 hypothetical protein APUTEX25_001806 [Auxenochlorella protothecoides]
OG0004869	PRW44933.1 hypothetical protein C2E21_6249 [Chlorella sorokiniana]	RMZ57613.1 hypothetical protein APUTEX25_001813 [Auxenochlorella protothecoides]
OG0004870	PRW59101.1 peptidase S9 [Chlorella sorokiniana]	RMZ57623.1 hypothetical protein APUTEX25_001823 [Auxenochlorella protothecoides]
OG0004871	PRW33817.1 putative pyridoxal 5 -phosphate synthase subunit PDX2 [Chlorella sorokiniana]	RMZ57624.1 hypothetical protein APUTEX25_001824 [Auxenochlorella protothecoides]
OG0004872	PRW58426.1 Nudix hydrolase chloroplastic [Chlorella sorokiniana]	RMZ57630.1 hypothetical protein APUTEX25_001830 [Auxenochlorella protothecoides]
OG0004873	PRW20469.1 family type I secretion periplasmic adaptor subunit [Chlorella sorokiniana], PRW20582.1 putative acetyltransferase isoform X2 isoform B [Chlorella sorokiniana], PRW20583.1 putative acetyltransferase isoform X2 isoform A [Chlorella sorokiniana]	RMZ57635.1 hypothetical protein APUTEX25_001835 [Auxenochlorella protothecoides]
OG0004874	PRW44299.1 prefoldin subunit 5 [Chlorella sorokiniana]	RMZ57684.1 hypothetical protein APUTEX25_001884 [Auxenochlorella protothecoides]
OG0004875	PRW44871.1 gamma-secretase subunit APH1-like [Chlorella sorokiniana]	RMZ57689.1 hypothetical protein APUTEX25_001889 [Auxenochlorella protothecoides]
OG0004876	PRW60713.1 DNA repair RAD51-like protein 4 isoform X1 [Chlorella sorokiniana]	RMZ57698.1 hypothetical protein APUTEX25_001898 [Auxenochlorella protothecoides]
OG0004877	PRW45325.1 subunit of the chloroplast cytochrome b6f complex [Chlorella sorokiniana]	RMZ57704.1 hypothetical protein APUTEX25_001904_ partial [Auxenochlorella protothecoides]
OG0004878	PRW33788.1 membrane magnesium transporter [Chlorella sorokiniana]	RMZ57709.1 hypothetical protein APUTEX25_001909_ partial [Auxenochlorella protothecoides]
OG0004879	PRW51107.1 WD40 domain-containing [Chlorella sorokiniana]	RMZ57821.1 hypothetical protein APUTEX25_003614_ partial [Auxenochlorella protothecoides]
OG0005278	PRW32557.1 cytochrome c oxidase subunit mitochondrial [Chlorella sorokiniana]	RMZ52058.1 hypothetical protein APUTEX25_001252 [Auxenochlorella protothecoides]
OG0005279	PRW57462.1 hypothetical protein C2E21_3958 [Chlorella sorokiniana]	RMZ52064.1 hypothetical protein APUTEX25_001258 [Auxenochlorella protothecoides]
OG0005281	PRW58447.1 MATE efflux family [Chlorella sorokiniana]	RMZ52151.1 hypothetical protein APUTEX25_001541 [Auxenochlorella protothecoides]
OG0005282	PRW61614.1 chitin [Chlorella sorokiniana]	RMZ52160.1 hypothetical protein APUTEX25_001550_ partial [Auxenochlorella protothecoides]
OG0005283	PRW56630.1 GPI transamidase component Gpi16 subunit family isoform 1 [Chlorella sorokiniana]	RMZ52224.1 hypothetical protein APUTEX25_001614_ partial [Auxenochlorella protothecoides]
OG0005284	PRW61100.1 tRNA _adenine_58_-N_1__-methyltransferase non-catalytic subunit trm6 [Chlorella sorokiniana]	RMZ52272.1 hypothetical protein APUTEX25_001662 [Auxenochlorella protothecoides]
OG0005285	PRW39334.1 2-dehydro-3-deoxyphosphooctonate aldolase 1 [Chlorella sorokiniana]	RMZ52275.1 hypothetical protein APUTEX25_001665_ partial [Auxenochlorella protothecoides]
OG0005287	PRW39274.1 hypothetical protein C2E21_6969 [Chlorella sorokiniana]	RMZ52291.1 hypothetical protein APUTEX25_001681_ partial [Auxenochlorella protothecoides]
OG0005288	PRW55961.1 barwin-like endoglucanase [Chlorella sorokiniana]	RMZ52312.1 hypothetical protein APUTEX25_005065_ partial [Auxenochlorella protothecoides]
OG0005291	PRW58927.1 hypothetical protein C2E21_2145 [Chlorella sorokiniana]	RMZ52395.1 hypothetical protein APUTEX25_000670 [Auxenochlorella protothecoides]
OG0005292	PRW18307.1 Propionyl- carboxylase alpha mitochondrial [Chlorella sorokiniana]	RMZ52409.1 hypothetical protein APUTEX25_000684_ partial [Auxenochlorella protothecoides]
OG0005293	PRW58735.1 WW domain-binding 4 [Chlorella sorokiniana]	RMZ52440.1 hypothetical protein APUTEX25_000019_ partial [Auxenochlorella protothecoides]
OG0005294	PRW57522.1 hypothetical protein C2E21_4288 [Chlorella sorokiniana]	RMZ52444.1 hypothetical protein APUTEX25_000023 [Auxenochlorella protothecoides]
OG0005295	PRW57154.1 sucrose nonfermenting 4 isoform X1 [Chlorella sorokiniana]	RMZ52450.1 hypothetical protein APUTEX25_000029 [Auxenochlorella protothecoides]
OG0005296	PRW56346.1 Queuine tRNA-ribosyltransferase [Chlorella sorokiniana]	RMZ52483.1 hypothetical protein APUTEX25_003626 [Auxenochlorella protothecoides]
OG0005297	PRW59405.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]	RMZ56068.1 hypothetical protein APUTEX25_004492 [Auxenochlorella protothecoides], RMZ52517.1 hypothetical protein APUTEX25_003660 [Auxenochlorella protothecoides]
OG0005298	PRW51091.1 hypothetical protein C2E21_5567 [Chlorella sorokiniana]	RMZ52541.1 hypothetical protein APUTEX25_003684 [Auxenochlorella protothecoides]
OG0005299	PRW34059.1 acyl- N-acyltransferase [Chlorella sorokiniana]	RMZ52584.1 hypothetical protein APUTEX25_003610 [Auxenochlorella protothecoides]
OG0005300	PRW60750.1 FAM178A-like isoform X2 [Chlorella sorokiniana]	RMZ52595.1 hypothetical protein APUTEX25_000714 [Auxenochlorella protothecoides]
OG0005301	PRW45422.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit 2 [Chlorella sorokiniana]	RMZ52617.1 hypothetical protein APUTEX25_000736 [Auxenochlorella protothecoides]
OG0005303	PRW44625.1 pectin lyase [Chlorella sorokiniana], PRW60533.1 putative polygalacturonase [Chlorella sorokiniana]	RMZ52656.1 hypothetical protein APUTEX25_000775_ partial [Auxenochlorella protothecoides]
OG0005304	PRW39064.1 plastidal glycolate glycerate translocator chloroplastic [Chlorella sorokiniana]	RMZ52663.1 hypothetical protein APUTEX25_000782 [Auxenochlorella protothecoides]
OG0005305	PRW45443.1 trafficking particle complex subunit 1-like [Chlorella sorokiniana]	RMZ52721.1 hypothetical protein APUTEX25_000840 [Auxenochlorella protothecoides]
OG0005306	PRW60143.1 hypothetical protein C2E21_1926 [Chlorella sorokiniana]	RMZ52741.1 hypothetical protein APUTEX25_000860_ partial [Auxenochlorella protothecoides]
OG0005307	PRW45537.1 RNA binding [Chlorella sorokiniana]	RMZ52755.1 hypothetical protein APUTEX25_000874 [Auxenochlorella protothecoides]
OG0005308	PRW32638.1 SUPPRESSOR OF FRI 4 [Chlorella sorokiniana]	RMZ52786.1 hypothetical protein APUTEX25_000905_ partial [Auxenochlorella protothecoides]
OG0005309	PRW57047.1 putative envelope ADP_ATP carrier chloroplastic [Chlorella sorokiniana]	RMZ52799.1 hypothetical protein APUTEX25_000918 [Auxenochlorella protothecoides]
OG0005311	PRW33920.1 putative chloroplast RF65 [Chlorella sorokiniana]	RMZ52809.1 hypothetical protein APUTEX25_000928_ partial [Auxenochlorella protothecoides]
OG0005313	PRW20889.1 putative oxidoreductase [Chlorella sorokiniana]	RMZ52837.1 hypothetical protein APUTEX25_000956_ partial [Auxenochlorella protothecoides]
OG0005314	PRW20673.1 40S ribosomal S25-3 [Chlorella sorokiniana]	RMZ52867.1 hypothetical protein APUTEX25_000986_ partial [Auxenochlorella protothecoides]
OG0005315	PRW44364.1 Poly_A_ RNA polymerase 2 [Chlorella sorokiniana]	RMZ52873.1 hypothetical protein APUTEX25_000992_ partial [Auxenochlorella protothecoides]
OG0005316	PRW34066.1 hypothetical protein C2E21_7346 [Chlorella sorokiniana]	RMZ52886.1 hypothetical protein APUTEX25_001005_ partial [Auxenochlorella protothecoides]
OG0005317	PRW59130.1 dnaJ-like protein subfamily B member 5-like [Chlorella sorokiniana]	RMZ52894.1 hypothetical protein APUTEX25_001013 [Auxenochlorella protothecoides]
OG0005319	PRW59647.1 hypothetical protein C2E21_1834 [Chlorella sorokiniana]	RMZ52987.1 hypothetical protein APUTEX25_001106 [Auxenochlorella protothecoides]
OG0005320	PRW58631.1 root UVB sensitive 4 [Chlorella sorokiniana]	RMZ52996.1 hypothetical protein APUTEX25_001115_ partial [Auxenochlorella protothecoides]
OG0005321	PRW45514.1 Translation initiation factor IF-3 [Chlorella sorokiniana]	RMZ53004.1 hypothetical protein APUTEX25_001123 [Auxenochlorella protothecoides]
OG0005322	PRW60679.1 cytochrome c oxidase subunit 5C-2 [Chlorella sorokiniana]	RMZ53011.1 hypothetical protein APUTEX25_001130 [Auxenochlorella protothecoides]
OG0005323	PRW33703.1 WD and tetratricopeptide repeats 1-like [Chlorella sorokiniana]	RMZ53012.1 hypothetical protein APUTEX25_001131 [Auxenochlorella protothecoides]
OG0005324	PRW56982.1 putative plastid-lipid-associated chloroplastic [Chlorella sorokiniana]	RMZ53022.1 hypothetical protein APUTEX25_001141 [Auxenochlorella protothecoides]
OG0005326	PRW21062.1 hypothetical protein C2E21_8406 [Chlorella sorokiniana]	RMZ53052.1 hypothetical protein APUTEX25_001171_ partial [Auxenochlorella protothecoides]
OG0005327	PRW21054.1 hypothetical protein C2E21_8436 [Chlorella sorokiniana]	RMZ53077.1 hypothetical protein APUTEX25_001196 [Auxenochlorella protothecoides]
OG0005329	PRW33305.1 hypothetical protein C2E21_7895 [Chlorella sorokiniana]	RMZ53086.1 hypothetical protein APUTEX25_002495 [Auxenochlorella protothecoides]
OG0005330	PRW58261.1 TPR repeat-containing [Chlorella sorokiniana]	RMZ53094.1 hypothetical protein APUTEX25_002503 [Auxenochlorella protothecoides]
OG0005331	PRW44430.1 dentin sialophospho [Chlorella sorokiniana]	RMZ53127.1 hypothetical protein APUTEX25_005116 [Auxenochlorella protothecoides]
OG0005332	PRW59301.1 myb transcription factor [Chlorella sorokiniana]	RMZ53129.1 hypothetical protein APUTEX25_005118_ partial [Auxenochlorella protothecoides]
OG0005333	PRW05758.1 putative uridine nucleosidase 2 [Chlorella sorokiniana]	RMZ53177.1 hypothetical protein APUTEX25_005166 [Auxenochlorella protothecoides]
OG0005334	PRW44584.1 BNR Asp-box repeat [Chlorella sorokiniana]	RMZ53203.1 hypothetical protein APUTEX25_005192 [Auxenochlorella protothecoides]
OG0005336	PRW39284.1 putative arabinose 5-phosphate isomerase [Chlorella sorokiniana]	RMZ53253.1 hypothetical protein APUTEX25_005242 [Auxenochlorella protothecoides]
OG0005338	PRW59857.1 hypothetical protein C2E21_1451 [Chlorella sorokiniana]	RMZ53273.1 hypothetical protein APUTEX25_005262 [Auxenochlorella protothecoides]
OG0005339	PRW60022.1 hypothetical protein C2E21_1439 [Chlorella sorokiniana]	RMZ53278.1 hypothetical protein APUTEX25_005267_ partial [Auxenochlorella protothecoides]
OG0005341	PRW60922.1 hypothetical protein C2E21_0513 [Chlorella sorokiniana]	RMZ53298.1 hypothetical protein APUTEX25_004786_ partial [Auxenochlorella protothecoides]
OG0005342	PRW59038.1 nudix hydrolase mitochondrial-like [Chlorella sorokiniana]	RMZ53320.1 hypothetical protein APUTEX25_004808 [Auxenochlorella protothecoides]
OG0005343	PRW61071.1 exonuclease mut-7 [Chlorella sorokiniana]	RMZ53361.1 hypothetical protein APUTEX25_004849_ partial [Auxenochlorella protothecoides]
OG0005344	PRW61013.1 COP-II coat nucleoporin [Chlorella sorokiniana]	RMZ53366.1 hypothetical protein APUTEX25_004854 [Auxenochlorella protothecoides]
OG0005346	PRW57535.1 hypothetical protein C2E21_4115 [Chlorella sorokiniana]	RMZ53430.1 hypothetical protein APUTEX25_004918 [Auxenochlorella protothecoides]
OG0005347	PRW33129.1 hypothetical protein C2E21_7805 [Chlorella sorokiniana], PRW33246.1 1 protease [Chlorella sorokiniana], PRW33208.1 Laminin subunit beta-1 [Chlorella sorokiniana]	RMZ53459.1 hypothetical protein APUTEX25_003281 [Auxenochlorella protothecoides]
OG0005348	PRW57835.1 crossover junction endonuclease EME1B-like [Chlorella sorokiniana]	RMZ53462.1 hypothetical protein APUTEX25_003284 [Auxenochlorella protothecoides]
OG0005349	PRW34049.1 transducin family [Chlorella sorokiniana]	RMZ53464.1 hypothetical protein APUTEX25_003286_ partial [Auxenochlorella protothecoides]
OG0005350	PRW59919.1 hypothetical protein C2E21_1526 [Chlorella sorokiniana]	RMZ53479.1 hypothetical protein APUTEX25_003301 [Auxenochlorella protothecoides]
OG0005351	PRW33102.1 Dual specificity phosphatase 12 [Chlorella sorokiniana]	RMZ53480.1 hypothetical protein APUTEX25_003302_ partial [Auxenochlorella protothecoides]
OG0005352	PRW05930.1 hypothetical protein C2E21_9382 [Chlorella sorokiniana]	RMZ53497.1 hypothetical protein APUTEX25_003319_ partial [Auxenochlorella protothecoides]
OG0005353	PRW60445.1 putative chlorophyll_ide_ b reductase chloroplastic [Chlorella sorokiniana]	RMZ53505.1 hypothetical protein APUTEX25_003327 [Auxenochlorella protothecoides]
OG0005354	PRW20883.1 transporter permease [Chlorella sorokiniana]	RMZ53515.1 hypothetical protein APUTEX25_003337_ partial [Auxenochlorella protothecoides]
OG0005355	PRW60047.1 Polyprenol reductase 2 [Chlorella sorokiniana]	RMZ53565.1 hypothetical protein APUTEX25_003387 [Auxenochlorella protothecoides]
OG0005356	PRW58326.1 histone-lysine N-methyltransferase Mes-4 [Chlorella sorokiniana]	RMZ53587.1 hypothetical protein APUTEX25_003409_ partial [Auxenochlorella protothecoides]
OG0005357	PRW60638.1 peptide chain release factor 1 isoform X3 [Chlorella sorokiniana]	RMZ53592.1 hypothetical protein APUTEX25_003414_ partial [Auxenochlorella protothecoides]
OG0005358	PRW60418.1 hypothetical protein C2E21_0914 [Chlorella sorokiniana]	RMZ53595.1 hypothetical protein APUTEX25_003417_ partial [Auxenochlorella protothecoides]
OG0005359	PRW60026.1 nucleotidyltransferase DNA polymerase involved in DNA repair isoform A [Chlorella sorokiniana], PRW60025.1 nucleotidyltransferase DNA polymerase involved in DNA repair isoform B [Chlorella sorokiniana]	RMZ53596.1 hypothetical protein APUTEX25_003418 [Auxenochlorella protothecoides]
OG0005360	PRW33695.1 PHD finger 3 [Chlorella sorokiniana]	RMZ53597.1 hypothetical protein APUTEX25_003419 [Auxenochlorella protothecoides]
OG0005361	PRW51035.1 hypothetical protein C2E21_5636 [Chlorella sorokiniana]	RMZ53638.1 hypothetical protein APUTEX25_003172_ partial [Auxenochlorella protothecoides]
OG0005362	PRW57434.1 hypothetical protein C2E21_3780 [Chlorella sorokiniana]	RMZ53661.1 hypothetical protein APUTEX25_003195 [Auxenochlorella protothecoides]
OG0005363	PRW59669.1 mitochondrial import inner membrane translocase subunit TIM50-like [Chlorella sorokiniana]	RMZ53672.1 hypothetical protein APUTEX25_003206 [Auxenochlorella protothecoides]
OG0005364	PRW32601.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like [Chlorella sorokiniana]	RMZ53680.1 hypothetical protein APUTEX25_003214 [Auxenochlorella protothecoides]
OG0005365	PRW60961.1 dol-P-Man_Man_6_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Chlorella sorokiniana]	RMZ53697.1 hypothetical protein APUTEX25_003231 [Auxenochlorella protothecoides]
OG0005366	PRW20337.1 gramicidin biosynthesis [Chlorella sorokiniana]	RMZ53748.1 hypothetical protein APUTEX25_003887 [Auxenochlorella protothecoides]
OG0005369	PRW45628.1 mitochondrial import inner membrane translocase subunit Tim13 [Chlorella sorokiniana]	RMZ53834.1 hypothetical protein APUTEX25_003973 [Auxenochlorella protothecoides]
OG0005370	PRW20761.1 hypothetical protein C2E21_8862 [Chlorella sorokiniana]	RMZ53839.1 hypothetical protein APUTEX25_003978 [Auxenochlorella protothecoides]
OG0005371	PRW18297.1 methylmalonyl- epimerase [Chlorella sorokiniana]	RMZ53841.1 hypothetical protein APUTEX25_005587 [Auxenochlorella protothecoides]
OG0005372	PRW61253.1 septum formation MAF [Chlorella sorokiniana]	RMZ53906.1 hypothetical protein APUTEX25_004749 [Auxenochlorella protothecoides]
OG0005373	PRW45258.1 PHLOEM PROTEIN 2-LIKE A10 [Chlorella sorokiniana]	RMZ53945.1 hypothetical protein APUTEX25_004970 [Auxenochlorella protothecoides]
OG0005374	PRW45073.1 hypothetical protein C2E21_6477 [Chlorella sorokiniana]	RMZ53947.1 hypothetical protein APUTEX25_004972 [Auxenochlorella protothecoides]
OG0005375	PRW59924.1 DEAD-box helicase family [Chlorella sorokiniana]	RMZ53955.1 hypothetical protein APUTEX25_002532 [Auxenochlorella protothecoides]
OG0005376	PRW51046.1 gamma-tubulin complex component 5-like [Chlorella sorokiniana]	RMZ54003.1 hypothetical protein APUTEX25_002580 [Auxenochlorella protothecoides]
OG0005377	PRW60224.1 SMG8 isoform X3 [Chlorella sorokiniana]	RMZ54006.1 hypothetical protein APUTEX25_002583 [Auxenochlorella protothecoides]
OG0005378	PRW44872.1 Zinc-finger domain of monoamine-oxidase A repressor R1 isoform 3 [Chlorella sorokiniana]	RMZ54019.1 hypothetical protein APUTEX25_002596_ partial [Auxenochlorella protothecoides]
OG0005379	PRW55999.1 cell number regulator 7-like [Chlorella sorokiniana]	RMZ54049.1 hypothetical protein APUTEX25_002626 [Auxenochlorella protothecoides]
OG0005380	PRW60012.1 Acyl- thioesterase 1 [Chlorella sorokiniana]	RMZ54096.1 hypothetical protein APUTEX25_002673 [Auxenochlorella protothecoides], RMZ55642.1 hypothetical protein APUTEX25_000225 [Auxenochlorella protothecoides]
OG0005381	PRW60615.1 holocarboxylase synthetase [Chlorella sorokiniana]	RMZ54102.1 hypothetical protein APUTEX25_002679 [Auxenochlorella protothecoides]
OG0005382	PRW59488.1 Mitochondria isoform 1 [Chlorella sorokiniana]	RMZ54108.1 hypothetical protein APUTEX25_002685 [Auxenochlorella protothecoides]
OG0005383	PRW45213.1 dentin sialophospho isoform X1 [Chlorella sorokiniana]	RMZ54118.1 hypothetical protein APUTEX25_002695 [Auxenochlorella protothecoides]
OG0005384	PRW44900.1 glucose-1-phosphate adenylyltransferase [Chlorella sorokiniana]	RMZ54135.1 hypothetical protein APUTEX25_005291 [Auxenochlorella protothecoides]
OG0005385	PRW39305.1 BOBBER 2-like [Chlorella sorokiniana]	RMZ54137.1 hypothetical protein APUTEX25_005293 [Auxenochlorella protothecoides]
OG0005386	PRW44950.1 CPR-5-like [Chlorella sorokiniana]	RMZ54145.1 hypothetical protein APUTEX25_005301 [Auxenochlorella protothecoides]
OG0005388	PRW61506.1 LMBR1 domain-containing 2-like protein A [Chlorella sorokiniana]	RMZ54176.1 hypothetical protein APUTEX25_005332 [Auxenochlorella protothecoides]
OG0005389	PRW20293.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]	RMZ54242.1 hypothetical protein APUTEX25_000593_ partial [Auxenochlorella protothecoides]
OG0005390	PRW20231.1 U-box domain-containing 4 [Chlorella sorokiniana]	RMZ54254.1 hypothetical protein APUTEX25_000605 [Auxenochlorella protothecoides]
OG0005393	PRW59556.1 inositol polyphosphate multikinase alpha-like [Chlorella sorokiniana]	RMZ54302.1 hypothetical protein APUTEX25_001460_ partial [Auxenochlorella protothecoides]
OG0005394	PRW59552.1 enhancer of rudimentary-like protein [Chlorella sorokiniana]	RMZ54319.1 hypothetical protein APUTEX25_001477 [Auxenochlorella protothecoides]
OG0005395	PRW20863.1 N-acylneuraminate-9-phosphatase [Chlorella sorokiniana]	RMZ54353.1 hypothetical protein APUTEX25_001929 [Auxenochlorella protothecoides]
OG0005396	PRW58321.1 CMP-sialic acid transporter 1 [Chlorella sorokiniana]	RMZ54368.1 hypothetical protein APUTEX25_001944 [Auxenochlorella protothecoides]
OG0005397	PRW58472.1 Armadillo repeat-containing 8 [Chlorella sorokiniana]	RMZ54375.1 hypothetical protein APUTEX25_001951 [Auxenochlorella protothecoides]
OG0005398	PRW20916.1 Pheophorbide a oxygenase [Chlorella sorokiniana]	RMZ54382.1 hypothetical protein APUTEX25_001958 [Auxenochlorella protothecoides]
OG0005399	PRW32645.1 hypothetical protein C2E21_8234 [Chlorella sorokiniana]	RMZ54399.1 hypothetical protein APUTEX25_001975 [Auxenochlorella protothecoides]
OG0005400	PRW32511.1 hypothetical protein C2E21_8221 [Chlorella sorokiniana]	RMZ54443.1 hypothetical protein APUTEX25_002019_ partial [Auxenochlorella protothecoides]
OG0005401	PRW39349.1 lipid phosphate phosphatase delta [Chlorella sorokiniana]	RMZ54469.1 hypothetical protein APUTEX25_002045 [Auxenochlorella protothecoides]
OG0005402	PRW05939.1 cilia- and flagella-associated 97 [Chlorella sorokiniana]	RMZ54504.1 hypothetical protein APUTEX25_002080 [Auxenochlorella protothecoides]
OG0005403	PRW44561.1 enoyl- hydratase [Chlorella sorokiniana]	RMZ54526.1 hypothetical protein APUTEX25_002102 [Auxenochlorella protothecoides]
OG0005404	PRW33310.1 adhesion molecule [Chlorella sorokiniana]	RMZ54603.1 hypothetical protein APUTEX25_002189 [Auxenochlorella protothecoides]
OG0005405	PRW58573.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]	RMZ54665.1 hypothetical protein APUTEX25_003043 [Auxenochlorella protothecoides]
OG0005406	PRW56726.1 mTERF domain-containing mitochondrial [Chlorella sorokiniana]	RMZ56834.1 hypothetical protein APUTEX25_002923 [Auxenochlorella protothecoides], RMZ54686.1 hypothetical protein APUTEX25_003064_ partial [Auxenochlorella protothecoides]
OG0005407	PRW58156.1 YSIRK signal domain LPXTG anchor domain surface [Chlorella sorokiniana]	RMZ54755.1 hypothetical protein APUTEX25_003133 [Auxenochlorella protothecoides]
OG0005408	PRW56710.1 hypothetical protein C2E21_4432 [Chlorella sorokiniana]	RMZ54775.1 hypothetical protein APUTEX25_000292 [Auxenochlorella protothecoides]
OG0005409	PRW33933.1 hypothetical protein C2E21_7390 [Chlorella sorokiniana]	RMZ54790.1 hypothetical protein APUTEX25_000307 [Auxenochlorella protothecoides]
OG0005410	PRW20419.1 rhomboid mitochondrial [Chlorella sorokiniana]	RMZ54848.1 hypothetical protein APUTEX25_000365 [Auxenochlorella protothecoides]
OG0005411	PRW56249.1 Cytochrome b6-f complex subunit chloroplastic [Chlorella sorokiniana]	RMZ54868.1 hypothetical protein APUTEX25_000385 [Auxenochlorella protothecoides]
OG0005412	PRW45376.1 Acetyl-coenzyme A carboxyl transferase beta chain [Chlorella sorokiniana]	RMZ54883.1 hypothetical protein APUTEX25_000400 [Auxenochlorella protothecoides]
OG0005414	PRW57751.1 Breast cancer type 2 susceptibility [Chlorella sorokiniana]	RMZ54927.1 hypothetical protein APUTEX25_000444_ partial [Auxenochlorella protothecoides]
OG0005415	PRW58935.1 Ubiquitin Atg12 [Chlorella sorokiniana]	RMZ55014.1 hypothetical protein APUTEX25_005640_ partial [Auxenochlorella protothecoides]
OG0005416	PRW05821.1 ubiquitin thioesterase otubain-like [Chlorella sorokiniana]	RMZ55034.1 hypothetical protein APUTEX25_005660 [Auxenochlorella protothecoides]
OG0005417	PRW05863.1 putative magnesium transporter NIPA8 [Chlorella sorokiniana]	RMZ55044.1 hypothetical protein APUTEX25_005670 [Auxenochlorella protothecoides]
OG0005418	PRW59238.1 canopy-1 [Chlorella sorokiniana]	RMZ55045.1 hypothetical protein APUTEX25_005671_ partial [Auxenochlorella protothecoides]
OG0005419	PRW60083.1 50S ribosomal L34 [Chlorella sorokiniana]	RMZ55046.1 hypothetical protein APUTEX25_005672 [Auxenochlorella protothecoides]
OG0005422	PRW58609.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Chlorella sorokiniana]	RMZ55139.1 hypothetical protein APUTEX25_005417 [Auxenochlorella protothecoides]
OG0005424	PRW61148.1 clathrin assembly protein [Chlorella sorokiniana]	RMZ55183.1 hypothetical protein APUTEX25_005461_ partial [Auxenochlorella protothecoides]
OG0005425	PRW32681.1 3-deoxy-manno-octulosonate mitochondrial isoform A [Chlorella sorokiniana], PRW32680.1 3-deoxy-manno-octulosonate mitochondrial isoform B [Chlorella sorokiniana]	RMZ55184.1 hypothetical protein APUTEX25_005462_ partial [Auxenochlorella protothecoides]
OG0005426	PRW59095.1 micronuclear linker histone poly -like isoform A [Chlorella sorokiniana], PRW59096.1 micronuclear linker histone poly -like isoform B [Chlorella sorokiniana]	RMZ55194.1 hypothetical protein APUTEX25_005472 [Auxenochlorella protothecoides]
OG0005427	PRW18343.1 Signal recognition particle 9 kDa [Chlorella sorokiniana]	RMZ55195.1 hypothetical protein APUTEX25_005473 [Auxenochlorella protothecoides]
OG0005428	PRW32600.1 MATE efflux family [Chlorella sorokiniana]	RMZ55197.1 hypothetical protein APUTEX25_005475 [Auxenochlorella protothecoides]
OG0005429	PRW18358.1 putative family Ycf20 [Chlorella sorokiniana]	RMZ55205.1 hypothetical protein APUTEX25_005483 [Auxenochlorella protothecoides]
OG0005430	PRW58700.1 autotransporter-associated beta strand repeat [Chlorella sorokiniana]	RMZ55242.1 hypothetical protein APUTEX25_005520 [Auxenochlorella protothecoides]
OG0005432	PRW57531.1 kinetochore Spc24-like [Chlorella sorokiniana]	RMZ55302.1 hypothetical protein APUTEX25_003440 [Auxenochlorella protothecoides]
OG0005435	PRW59222.1 High mobility group [Chlorella sorokiniana]	RMZ55367.1 hypothetical protein APUTEX25_002225 [Auxenochlorella protothecoides]
OG0005437	PRW56408.1 Suppression of tumorigenicity 5 [Chlorella sorokiniana]	RMZ55394.1 hypothetical protein APUTEX25_003518 [Auxenochlorella protothecoides]
OG0005438	PRW56822.1 calcium-dependent kinase 1 [Chlorella sorokiniana]	RMZ55423.1 hypothetical protein APUTEX25_003547 [Auxenochlorella protothecoides]
OG0005440	PRW20664.1 glycosyltransferase-like KOBITO 1 [Chlorella sorokiniana]	RMZ55429.1 hypothetical protein APUTEX25_003553 [Auxenochlorella protothecoides]
OG0005441	PRW59346.1 tRNA modification GTPase mitochondrial [Chlorella sorokiniana]	RMZ55434.1 hypothetical protein APUTEX25_003558 [Auxenochlorella protothecoides]
OG0005442	PRW32896.1 Photosystem II repair PSB27- chloroplastic [Chlorella sorokiniana]	RMZ55477.1 hypothetical protein APUTEX25_000060 [Auxenochlorella protothecoides]
OG0005445	PRW61364.1 PRRC2A isoform X1 isoform B [Chlorella sorokiniana], PRW61365.1 PRRC2A isoform X1 isoform A [Chlorella sorokiniana]	RMZ55590.1 hypothetical protein APUTEX25_000173 [Auxenochlorella protothecoides]
OG0005446	PRW55949.1 Cytosine deaminase [Chlorella sorokiniana]	RMZ55604.1 hypothetical protein APUTEX25_000187 [Auxenochlorella protothecoides]
OG0005447	PRW58819.1 DEAD-box ATP-dependent RNA helicase 57 [Chlorella sorokiniana]	RMZ55610.1 hypothetical protein APUTEX25_000193 [Auxenochlorella protothecoides]
OG0005448	PRW59720.1 dual specificity catalytic domain containing [Chlorella sorokiniana]	RMZ55611.1 hypothetical protein APUTEX25_000194_ partial [Auxenochlorella protothecoides]
OG0005450	PRW33970.1 proline-rich PRCC [Chlorella sorokiniana]	RMZ55645.1 hypothetical protein APUTEX25_000228 [Auxenochlorella protothecoides]
OG0005451	PRW32975.1 hypothetical protein C2E21_8057 [Chlorella sorokiniana]	RMZ55668.1 hypothetical protein APUTEX25_000251 [Auxenochlorella protothecoides]
